"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Race/Ethnicity"

"",,,,"Graduates",
"Connecticut Technical High School System","Howell Cheney Technical High School","White",76,76,100.0
"Connecticut Technical High School System","Howell Cheney Technical High School","Asian","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Black","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Hispanic",18,17,94.4
"Connecticut Technical High School System","Norwich Technical High School","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Two or More Races",12,12,100.0
"Connecticut Technical High School System","Norwich Technical High School","White",118,115,97.5
"Connecticut Technical High School System","Norwich Technical High School","Asian","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Black","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Hispanic",9,9,100.0
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Two or More Races","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","White",130,125,96.2
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Asian","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Black",33,32,97.0
"Connecticut Technical High School System","Platt Technical High School","Hispanic",56,54,96.4
"Connecticut Technical High School System","Platt Technical High School","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Two or More Races","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","White",114,113,99.1
"Connecticut Technical High School System","Platt Technical High School","Asian","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Black",18,18,100.0
"Connecticut Technical High School System","Vinal Technical High School","Hispanic",12,11,91.7
"Connecticut Technical High School System","Vinal Technical High School","White",111,104,93.7
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Black",26,25,96.2
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Hispanic",45,45,100.0
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Two or More Races","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","White",106,104,98.1
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Asian","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Black","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Hispanic",28,26,92.9
"Connecticut Technical High School System","Windham Technical High School","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Two or More Races","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","White",95,95,100.0
"Connecticut Technical High School System","Windham Technical High School","Asian","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Hawaiian or Pacific Islander","*","*","*"
"Coventry School District","Coventry High School","Black","*","*","*"
"Coventry School District","Coventry High School","Hispanic",6,"*","*"
"Coventry School District","Coventry High School","Two or More Races","*","*","*"
"Coventry School District","Coventry High School","White",120,119,99.2
"Coventry School District","Coventry High School","Asian","*","*","*"
"Cromwell School District","Cromwell High School","Black",11,10,90.9
"Cromwell School District","Cromwell High School","Hispanic",11,11,100.0
"Cromwell School District","Cromwell High School","Two or More Races","*","*","*"
"Cromwell School District","Cromwell High School","White",105,97,92.4
"Cromwell School District","Cromwell High School","Asian","*","*","*"
"Danbury School District","Danbury High School","Black",78,62,79.5
"Danbury School District","Danbury High School","Hispanic",238,173,72.7
"Danbury School District","Danbury High School","Two or More Races",7,6,85.7
"Danbury School District","Danbury High School","White",316,283,89.6
"Danbury School District","Danbury High School","Asian",72,62,86.1
"Darien School District","Darien High School","Black","*","*","*"
"Darien School District","Darien High School","Hispanic",17,16,94.1
"Darien School District","Darien High School","White",302,297,98.3
"Darien School District","Darien High School","Asian","*","*","*"
"Derby School District","Derby High School","Black",21,15,71.4
"Derby School District","Derby High School","Hispanic",22,16,72.7
"Derby School District","Derby High School","Two or More Races","*","*","*"
"Derby School District","Derby High School","White",55,48,87.3
"Derby School District","Derby High School","Asian","*","*","*"
"East Granby School District","East Granby High School","Black","*","*","*"
"East Granby School District","East Granby High School","Hispanic","*","*","*"
"East Granby School District","East Granby High School","Two or More Races","*","*","*"
"East Granby School District","East Granby High School","White",53,52,98.1
"East Granby School District","East Granby High School","Asian","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Black","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Hispanic","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","White",93,89,95.7
"East Haddam School District","Nathan Hale-Ray High School","Asian","*","*","*"
"East Hampton School District","East Hampton High School","Black","*","*","*"
"East Hampton School District","East Hampton High School","Hispanic","*","*","*"
"East Hampton School District","East Hampton High School","Two or More Races","*","*","*"
"East Hampton School District","East Hampton High School","White",111,108,97.3
"East Hampton School District","East Hampton High School","Asian","*","*","*"
"East Hartford School District","Connecticut IB Academy","Black",15,15,100.0
"East Hartford School District","Connecticut IB Academy","Hispanic",8,7,87.5
"East Hartford School District","Connecticut IB Academy","White",19,19,100.0
"East Hartford School District","Connecticut IB Academy","Asian","*","*","*"
"East Hartford School District","East Hartford High School","Black",113,100,88.5
"East Hartford School District","East Hartford High School","Hispanic",152,123,80.9
"East Hartford School District","East Hartford High School","Indian or Alaska Native","*","*","*"
"East Hartford School District","East Hartford High School","White",65,59,90.8
"East Hartford School District","East Hartford High School","Asian",20,20,100.0
"East Hartford School District","Stevens Alternate High school","Black",27,10,37.0
"East Hartford School District","Stevens Alternate High school","Hispanic",43,18,41.9
"East Hartford School District","Stevens Alternate High school","Indian or Alaska Native","*","*","*"
"East Hartford School District","Stevens Alternate High school","White",12,"*","*"
"East Haven School District","East Haven High School","Black","*","*","*"
"East Haven School District","East Haven High School","Hispanic",46,35,76.1
"East Haven School District","East Haven High School","Two or More Races","*","*","*"
"East Haven School District","East Haven High School","White",182,154,84.6
"East Haven School District","East Haven High School","Asian",11,10,90.9
"East Lyme School District","East Lyme High School","Black","*","*","*"
"East Lyme School District","East Lyme High School","Hispanic",8,7,87.5
"East Lyme School District","East Lyme High School","Indian or Alaska Native","*","*","*"
"East Lyme School District","East Lyme High School","Two or More Races",6,6,100.0
"East Lyme School District","East Lyme High School","White",215,211,98.1
"East Lyme School District","East Lyme High School","Asian",25,24,96.0
"East Windsor School District","East Windsor High School","Black",16,12,75.0
"East Windsor School District","East Windsor High School","Hispanic","*","*","*"
"East Windsor School District","East Windsor High School","Two or More Races","*","*","*"
"East Windsor School District","East Windsor High School","White",84,77,91.7
"East Windsor School District","East Windsor High School","Asian","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Black","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Hispanic",9,8,88.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Indian or Alaska Native","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Two or More Races","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","White",21,19,90.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Black","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Hispanic",6,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Indian or Alaska Native","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Two or More Races","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","White",23,13,56.5
"Ellington School District","Ellington High School","Black",7,7,100.0
"Ellington School District","Ellington High School","Hispanic",6,6,100.0
"Ellington School District","Ellington High School","Two or More Races","*","*","*"
"Ellington School District","Ellington High School","White",171,164,95.9
"Ellington School District","Ellington High School","Asian","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Black","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Hispanic","*","*","*"
"Enfield School District","Enfield High School","Black",12,8,66.7
"Enfield School District","Enfield High School","Hispanic",17,14,82.4
"Enfield School District","Enfield High School","Two or More Races","*","*","*"
"Enfield School District","Enfield High School","White",155,130,83.9
"Enfield School District","Enfield High School","Asian","*","*","*"
"Enfield School District","Enrico Fermi High School","Black",10,10,100.0
"Enfield School District","Enrico Fermi High School","Hispanic",12,11,91.7
"Enfield School District","Enrico Fermi High School","Two or More Races","*","*","*"
"Enfield School District","Enrico Fermi High School","White",204,182,89.2
"Enfield School District","Enrico Fermi High School","Asian","*","*","*"
"Explorations District","Explorations","Hispanic","*","*","*"
"Explorations District","Explorations","White","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Black",9,6,66.7
"Fairfield School District","Fairfield Ludlowe High School","Hispanic",18,17,94.4
"Fairfield School District","Fairfield Ludlowe High School","Indian or Alaska Native","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Two or More Races",7,6,85.7
"Fairfield School District","Fairfield Ludlowe High School","White",311,295,94.9
"Fairfield School District","Fairfield Ludlowe High School","Asian",19,19,100.0
"Fairfield School District","Fairfield Ludlowe High School","Hawaiian or Pacific Islander","*","*","*"
"Fairfield School District","Fairfield Warde High School","Black",14,13,92.9
"Fairfield School District","Fairfield Warde High School","Hispanic",39,36,92.3
"Fairfield School District","Fairfield Warde High School","Two or More Races",13,12,92.3
"Fairfield School District","Fairfield Warde High School","White",269,255,94.8
"Fairfield School District","Fairfield Warde High School","Asian",21,20,95.2
"Farmington School District","Farmington High School","Black",15,14,93.3
"Farmington School District","Farmington High School","Hispanic",24,20,83.3
"Farmington School District","Farmington High School","White",260,254,97.7
"Farmington School District","Farmington High School","Asian",39,38,97.4
"Glastonbury School District","Glastonbury High School","Black",18,17,94.4
"Glastonbury School District","Glastonbury High School","Hispanic",45,43,95.6
"Glastonbury School District","Glastonbury High School","Indian or Alaska Native","*","*","*"
"Glastonbury School District","Glastonbury High School","Two or More Races","*","*","*"
"Glastonbury School District","Glastonbury High School","White",440,436,99.1
"Glastonbury School District","Glastonbury High School","Asian",50,50,100.0
"Granby School District","Granby Memorial High School","Black","*","*","*"
"Granby School District","Granby Memorial High School","Hispanic",8,7,87.5
"Granby School District","Granby Memorial High School","Two or More Races","*","*","*"
"Granby School District","Granby Memorial High School","White",183,178,97.3
"Granby School District","Granby Memorial High School","Asian","*","*","*"
"Greenwich School District","Greenwich High School","Black",19,17,89.5
"Greenwich School District","Greenwich High School","Hispanic",127,118,92.9
"Greenwich School District","Greenwich High School","Indian or Alaska Native","*","*","*"
"Greenwich School District","Greenwich High School","Two or More Races",14,14,100.0
"Greenwich School District","Greenwich High School","White",453,445,98.2
"Greenwich School District","Greenwich High School","Asian",41,40,97.6
"Greenwich School District","Greenwich High School","Hawaiian or Pacific Islander","*","*","*"
"Griswold School District","Griswold High School","Black","*","*","*"
"Griswold School District","Griswold High School","Hispanic",6,"*","*"
"Griswold School District","Griswold High School","Indian or Alaska Native","*","*","*"
"Griswold School District","Griswold High School","Two or More Races","*","*","*"
"Griswold School District","Griswold High School","White",152,131,86.2
"Groton School District","Robert E. Fitch High School","Black",44,39,88.6
"Groton School District","Robert E. Fitch High School","Hispanic",52,37,71.2
"Groton School District","Robert E. Fitch High School","Indian or Alaska Native","*","*","*"
"Groton School District","Robert E. Fitch High School","Two or More Races",9,7,77.8
"Groton School District","Robert E. Fitch High School","White",177,157,88.7
"Groton School District","Robert E. Fitch High School","Asian",24,23,95.8
"Groton School District","Robert E. Fitch High School","Hawaiian or Pacific Islander","*","*","*"
"Guilford School District","Guilford High School","Black","*","*","*"
"Guilford School District","Guilford High School","Hispanic",12,12,100.0
"Guilford School District","Guilford High School","Indian or Alaska Native","*","*","*"
"Guilford School District","Guilford High School","Two or More Races","*","*","*"
"Guilford School District","Guilford High School","White",257,239,93.0
"Guilford School District","Guilford High School","Asian",8,8,100.0
"Hamden School District","Hamden High School","Black",158,138,87.3
"Hamden School District","Hamden High School","Hispanic",64,57,89.1
"Hamden School District","Hamden High School","Indian or Alaska Native","*","*","*"
"Hamden School District","Hamden High School","Two or More Races","*","*","*"
"Hamden School District","Hamden High School","White",187,179,95.7
"Hamden School District","Hamden High School","Asian",27,26,96.3
"Hartford School District","Bulkeley High School Upper School","Black",41,29,70.7
"Hartford School District","Bulkeley High School Upper School","Hispanic",125,90,72.0
"Hartford School District","Bulkeley High School Upper School","Indian or Alaska Native","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Two or More Races",21,17,81.0
"Hartford School District","Bulkeley High School Upper School","White",8,7,87.5
"Hartford School District","Bulkeley High School Upper School","Asian","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Hawaiian or Pacific Islander","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Black",26,25,96.2
"Hartford School District","Capital Preparatory Magnet School","Hispanic",16,16,100.0
"Hartford School District","Capital Preparatory Magnet School","Two or More Races","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","White",6,6,100.0
"Hartford School District","Capital Preparatory Magnet School","Asian","*","*","*"
"Hartford School District","Classical Magnet School","Black",36,33,91.7
"Hartford School District","Classical Magnet School","Hispanic",23,22,95.7
"Hartford School District","Classical Magnet School","Two or More Races",6,6,100.0
"Hartford School District","Classical Magnet School","White",16,16,100.0
"Hartford School District","Classical Magnet School","Asian","*","*","*"
"Hartford School District","Culinary Arts Academy","Black",52,38,73.1
"Hartford School District","Culinary Arts Academy","Hispanic",37,16,43.2
"Hartford School District","Culinary Arts Academy","Two or More Races",6,"*","*"
"Hartford School District","Culinary Arts Academy","White","*","*","*"
"Hartford School District","Culinary Arts Academy","Hawaiian or Pacific Islander","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Black",27,26,96.3
"Hartford School District","Great Path Academy High School at MCC","Hispanic",14,12,85.7
"Hartford School District","Great Path Academy High School at MCC","Indian or Alaska Native","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Two or More Races","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","White",6,"*","*"
"Hartford School District","Great Path Academy High School at MCC","Asian","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Black",27,18,66.7
"Hartford School District","HPHS Academy of Engineering and Green Technology","Hispanic",41,24,58.5
"Hartford School District","HPHS Academy of Engineering and Green Technology","Two or More Races",11,"*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Asian",7,6,85.7
"Hartford School District","HPHS Academy of Nursing and Health Science","Black",43,32,74.4
"Hartford School District","HPHS Academy of Nursing and Health Science","Hispanic",67,41,61.2
"Hartford School District","HPHS Academy of Nursing and Health Science","Indian or Alaska Native","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Two or More Races",12,7,58.3
"Hartford School District","HPHS Academy of Nursing and Health Science","White",6,"*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Asian","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Black",36,30,83.3
"Hartford School District","HPHS Law and Government Academy","Hispanic",65,43,66.2
"Hartford School District","HPHS Law and Government Academy","Two or More Races",12,8,66.7
"Hartford School District","HPHS Law and Government Academy","White","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Asian",7,"*","*"
"Hartford School District","High School Inc.","Black",30,20,66.7
"Hartford School District","High School Inc.","Hispanic",22,10,45.5
"Hartford School District","High School Inc.","Two or More Races",19,14,73.7
"Hartford School District","High School Inc.","White","*","*","*"
"Hartford School District","High School Inc.","Asian","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Black",42,35,83.3
"Hartford School District","Journalism and Media Academy Magnet School","Hispanic",14,8,57.1
"Hartford School District","Journalism and Media Academy Magnet School","Two or More Races",6,"*","*"
"Hartford School District","Journalism and Media Academy Magnet School","White","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Asian",7,6,85.7
