"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, High Needs Status"

"",,,,,,"Graduates",
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","High Needs",64,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-High Needs",98,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","High Needs",113,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-High Needs",103,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","High Needs",63,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-High Needs",67,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","High Needs",111,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-High Needs",63,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","High Needs",75,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-High Needs",62,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","High Needs",47,33,70.2
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-High Needs",104,98,94.2
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","High Needs",42,36,85.7
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-High Needs",103,101,98.1
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","High Needs",364,254,69.8
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-High Needs",341,312,91.5
"Darien School District","=""0350011""","Darien High School","=""0356111""","High Needs",49,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-High Needs",259,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","High Needs",62,43,69.4
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-High Needs",40,36,90.0
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","High Needs",10,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-High Needs",50,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","High Needs",22,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-High Needs",76,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","High Needs",27,23,85.2
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-High Needs",133,130,97.7
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","High Needs",15,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-High Needs",23,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","High Needs",302,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-High Needs",115,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","High Needs",123,84,68.3
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-High Needs",94,79,84.0
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","High Needs",78,71,91.0
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-High Needs",220,214,97.3
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","High Needs",34,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-High Needs",52,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","High Needs",9,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-High Needs",27,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","High Needs",29,19,65.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-High Needs",14,11,"*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","High Needs",35,25,71.4
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-High Needs",166,158,95.2
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","High Needs","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-High Needs","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","High Needs",69,52,75.4
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-High Needs",123,117,95.1
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","High Needs",106,80,75.5
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-High Needs",197,186,94.4
"Explorations District","=""2720013""","Explorations","=""2726113""","High Needs",20,"*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-High Needs",8,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","High Needs",78,71,91.0
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-High Needs",273,267,97.8
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","High Needs",82,64,78.0
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-High Needs",255,248,97.3
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","High Needs",54,48,88.9
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-High Needs",244,238,97.5
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","High Needs",95,79,83.2
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-High Needs",413,410,99.3
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","High Needs",28,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-High Needs",159,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","High Needs",192,163,84.9
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-High Needs",452,433,95.8
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","High Needs",81,62,76.5
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-High Needs",102,98,96.1
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","High Needs",156,116,74.4
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-High Needs",183,166,90.7
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","High Needs",58,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-High Needs",227,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","High Needs",256,199,77.7
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-High Needs",250,235,94.0
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","High Needs",248,157,63.3
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","High Needs",25,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-High Needs",8,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","High Needs",51,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-High Needs",30,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","High Needs",46,30,65.2
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","High Needs",130,79,60.8
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","High Needs",125,85,68.0
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","High Needs",135,64,47.4
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","High Needs","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-High Needs","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","High Needs",64,58,90.6
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-High Needs",22,22,100.0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","High Needs",106,96,90.6
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","High Needs",55,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-High Needs",31,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","High Needs",104,70,67.3
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-High Needs",84,77,91.7
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","High Needs",25,21,84.0
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-High Needs",103,94,91.3
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","High Needs",53,43,81.1
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-High Needs",155,149,96.1
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","High Needs","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Non-High Needs","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","High Needs",18,"*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-High Needs",84,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","High Needs",52,48,92.3
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-High Needs",277,275,99.3
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","High Needs",288,200,69.4
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-High Needs",188,166,88.3
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","High Needs",215,130,60.5
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-High Needs",108,97,89.8
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","High Needs",227,143,63.0
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-High Needs",72,65,90.3
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","High Needs",170,116,68.2
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-High Needs",159,143,89.9
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","High Needs",124,85,68.5
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-High Needs",142,131,92.3
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","High Needs",83,"*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-High Needs",163,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","High Needs",46,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-High Needs",291,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","High Needs",82,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-High Needs",128,"*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","High Needs",178,133,74.7
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-High Needs",188,177,94.1
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","High Needs",507,290,57.2
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-High Needs",126,111,88.1
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","High Needs",47,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-High Needs",279,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","High Needs",54,49,90.7
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-High Needs",177,177,100.0
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","High Needs",116,107,92.2
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-High Needs",20,16,80.0
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","High Needs","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-High Needs","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","High Needs",136,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-High Needs",20,"*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","High Needs","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-High Needs","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","High Needs",229,126,55.0
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-High Needs",17,9,"*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","High Needs","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-High Needs","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","High Needs",38,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-High Needs",6,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","High Needs",65,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-High Needs",19,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","High Needs",387,267,69.0
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-High Needs",26,18,69.2
"New London School District","=""0950011""","New London High School","=""0956111""","High Needs","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Non-High Needs","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","High Needs",99,83,83.8
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-High Needs",282,268,95.0
"Newington School District","=""0940011""","Newington High School","=""0946111""","High Needs",101,79,78.2
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-High Needs",230,220,95.7
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","High Needs",59,50,84.7
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-High Needs",346,335,96.8
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","High Needs",28,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-High Needs",129,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","High Needs",60,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-High Needs",221,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","High Needs",15,10,"*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-High Needs",39,37,94.9
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","High Needs",222,188,84.7
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-High Needs",226,210,92.9
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","High Needs",186,139,74.7
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-High Needs",203,191,94.1
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","High Needs","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-High Needs","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","High Needs",256,193,75.4
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-High Needs",389,362,93.1
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","High Needs","*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Non-High Needs","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","High Needs",32,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-High Needs",111,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","High Needs",23,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-High Needs",123,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","High Needs",91,72,79.1
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-High Needs",106,100,94.3
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","High Needs",77,"*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-High Needs",128,"*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","High Needs",57,38,66.7
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-High Needs",82,79,96.3
"Portland School District","=""1130011""","Portland High School","=""1136111""","High Needs",28,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-High Needs",64,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","High Needs",33,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-High Needs",27,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","High Needs",44,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-High Needs",91,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","High Needs",35,30,85.7
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-High Needs",125,117,93.6
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","High Needs",67,60,89.6
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-High Needs",365,358,98.1
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","High Needs",20,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-High Needs",66,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","High Needs",27,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-High Needs",152,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","High Needs",52,38,73.1
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-High Needs",242,230,95.0
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","High Needs",34,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-High Needs",201,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","High Needs",33,30,90.9
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-High Needs",196,191,97.4
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","High Needs",22,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Non-High Needs",19,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","High Needs",19,15,"*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Non-High Needs",54,47,87.0
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","High Needs",27,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Non-High Needs",114,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","High Needs",31,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Non-High Needs",161,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","High Needs",64,51,79.7
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Non-High Needs",265,257,97.0
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","High Needs",53,44,83.0
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Non-High Needs",141,135,95.7
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","High Needs",42,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Non-High Needs",148,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","High Needs",20,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Non-High Needs",83,"*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","High Needs",84,59,70.2
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Non-High Needs",211,199,94.3
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","High Needs",65,"*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Non-High Needs",374,"*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","High Needs",43,33,76.7
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Non-High Needs",164,158,96.3
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","High Needs",47,"*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Non-High Needs",103,"*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","High Needs",100,76,76.0
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Non-High Needs",324,314,96.9
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","High Needs",66,60,90.9
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Non-High Needs",333,327,98.2
"Somers School District","=""1290011""","Somers High School","=""1296111""","High Needs",20,"*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Non-High Needs",120,"*","*"
