"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Gender"

"",,,,,,"Graduates",
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Female",184,137,74.5
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Male",173,99,57.2
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Female",165,143,86.7
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Male",167,143,85.6
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Female",149,135,90.6
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Male",141,115,81.6
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Female",141,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Male",113,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Female",61,61,100.0
"Canton School District","=""0230011""","Canton High School","=""0236111""","Male",57,54,94.7
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Female",49,"*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Male",30,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Female",57,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Male",42,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Female",33,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Male",43,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Female",193,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Male",202,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Female",61,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Male",61,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Female",140,134,95.7
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Male",104,97,93.3
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Female",13,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Male",18,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Female",97,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Male",71,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Female",114,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Male",92,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Female",45,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Male",84,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Female",63,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Male",62,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Female",60,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Male",95,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Female",37,37,100.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Male",96,92,95.8
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Female",74,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Male",132,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Female",34,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Male",97,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Female",55,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Male",106,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Female",38,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Male",106,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Female",46,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Male",107,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Female",60,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Male",102,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Female",76,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Male",140,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Female",27,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Male",103,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Female",71,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Male",103,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Female",51,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Male",86,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Female",70,63,90.0
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Male",81,68,84.0
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Female",72,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Male",73,"*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Female",362,310,85.6
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Male",343,256,74.6
"Darien School District","=""0350011""","Darien High School","=""0356111""","Female",161,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Male",147,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Female",47,38,80.9
"Derby School District","=""0370011""","Derby High School","=""0376111""","Male",55,41,74.5
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Female",31,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Male",29,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Female",56,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Male",42,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Female",76,74,97.4
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Male",84,79,94.0
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Female",27,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Male",11,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Female",223,198,88.8
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Male",194,165,85.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Female",116,95,81.9
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Male",101,68,67.3
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Female",159,153,96.2
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Male",139,132,95.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Female",43,40,93.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Male",43,36,83.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Female",27,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Male",9,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Female",20,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Male",23,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Female",99,89,89.9
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Male",102,94,92.2
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Female",10,"*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Male",9,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Female",96,87,90.6
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Male",96,82,85.4
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Female",150,139,92.7
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Male",153,127,83.0
"Explorations District","=""2720013""","Explorations","=""2726113""","Female",18,"*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Male",10,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Female",199,194,97.5
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Male",152,144,94.7
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Female",183,169,92.3
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Male",154,143,92.9
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Female",151,148,98.0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Male",147,138,93.9
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Female",246,241,98.0
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Male",262,248,94.7
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Female",96,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Male",91,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Female",315,299,94.9
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Male",329,297,90.3
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Female",86,76,88.4
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Male",97,84,86.6
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Female",163,132,81.0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Male",176,150,85.2
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female",148,146,98.6
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male",137,134,97.8
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Female",253,226,89.3
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Male",253,208,82.2
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Female",110,82,74.5
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Male",138,75,54.3
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Female",18,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Male",15,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Female",50,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Male",31,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Female",21,11,52.4
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Male",25,19,76.0
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",42,29,69.0
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",88,50,56.8
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Female",87,64,73.6
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Male",38,21,55.3
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Female",74,43,58.1
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Male",61,21,34.4
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Female",46,23,50.0
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Male",23,10,43.5
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Female",32,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Male",54,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",50,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",56,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Female",39,33,84.6
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Male",47,44,93.6
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",91,75,82.4
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",97,72,74.2
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Female",68,61,89.7
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Male",60,54,90.0
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Female",114,107,93.9
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Male",94,85,90.4
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Female","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female",50,50,100.0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male",52,50,96.2
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",172,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",157,"*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",241,197,81.7
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",235,169,71.9
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Female",169,121,71.6
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Male",154,106,68.8
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Female",167,121,72.5
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Male",132,87,65.9
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Female",175,141,80.6
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Male",154,118,76.6
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Female",126,109,86.5
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Male",140,107,76.4
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Female",125,116,92.8
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Male",121,108,89.3
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Female",154,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Male",183,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Female",101,90,89.1
"Montville School District","=""0860011""","Montville High School","=""0866111""","Male",109,97,89.0
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Female",180,162,90.0
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Male",186,148,79.6
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Female",316,204,64.6
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Male",317,197,62.1
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Female",174,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Male",152,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Female",129,126,97.7
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Male",102,100,98.0
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female",103,94,91.3
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male",33,29,87.9
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female",41,26,63.4
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male",35,15,42.9
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female",86,77,89.5
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male",70,61,87.1
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female",15,12,"*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male",33,26,78.8
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female",141,89,63.1
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male",105,46,43.8
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female",27,25,92.6
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male",17,11,"*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female",27,19,70.4
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male",17,11,"*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female",46,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male",38,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Female",202,154,76.2
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Male",211,131,62.1
"New London School District","=""0950011""","New London High School","=""0956111""","Female",101,67,66.3
"New London School District","=""0950011""","New London High School","=""0956111""","Male",124,79,63.7
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Female",181,171,94.5
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Male",200,180,90.0
"Newington School District","=""0940011""","Newington High School","=""0946111""","Female",156,149,95.5
"Newington School District","=""0940011""","Newington High School","=""0946111""","Male",175,150,85.7
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Female",200,190,95.0
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Male",205,195,95.1
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Female",85,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Male",72,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Female",144,137,95.1
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Male",137,131,95.6
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Female",19,19,"*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Male",35,28,80.0
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",229,212,92.6
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",219,186,84.9
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",203,180,88.7
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",186,150,80.6
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",15,"*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",17,"*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",351,313,89.2
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",294,242,82.3
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Female",19,"*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Male",16,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Female",78,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Male",65,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Female",69,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Male",77,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Female",92,80,87.0
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Male",105,92,87.6
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Female",108,98,90.7
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Male",97,94,96.9
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Female",68,57,83.8
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Male",71,60,84.5
"Portland School District","=""1130011""","Portland High School","=""1136111""","Female",40,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Male",52,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Female",25,22,88.0
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Male",35,31,88.6
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Female",62,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Male",73,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Female",81,78,96.3
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Male",79,69,87.3
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Female",214,209,97.7
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Male",218,209,95.9
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Female",54,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Male",32,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Female",104,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Male",75,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Female",140,131,93.6
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Male",154,137,89.0
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Female",123,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Male",112,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Female",110,107,97.3
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Male",119,114,95.8
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Female",16,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Male",25,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Female",32,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Male",41,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Female",73,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Male",68,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Female",104,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Male",88,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Female",164,159,97.0
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Male",165,149,90.3
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Female",96,90,93.8
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Male",98,89,90.8
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Female",92,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Male",98,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Female",43,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Male",60,"*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Female",159,143,89.9
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Male",136,115,84.6
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Female",207,205,99.0
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Male",232,227,97.8
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Female",98,93,94.9
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Male",109,98,89.9
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Female",77,72,93.5
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Male",73,62,84.9
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Female",215,200,93.0
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Male",209,190,90.9
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Female",182,179,98.4
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Male",217,208,95.9
"Somers School District","=""1290011""","Somers High School","=""1296111""","Female",72,"*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Male",68,"*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Female",173,168,97.1
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Male",205,192,93.7
"Southington School District","=""1310011""","Southington High School","=""1316211""","Female",255,239,93.7
"Southington School District","=""1310011""","Southington High School","=""1316211""","Male",236,215,91.1
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Female",72,65,90.3
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Male",69,59,85.5
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Female",14,"*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Male",22,"*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Female",186,162,87.1
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Male",201,164,81.6
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Female",71,"*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Male",95,"*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Female",320,279,87.2
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Male",304,239,78.6
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Female",85,"*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Male",93,"*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Female",144,133,92.4
