"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,,,"Non-Graduates",,,
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Eligible For Reduced Lunch",12,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Not Eligible For Lunch",129,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Eligible For Free Lunch",55,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Eligible For Reduced Lunch",33,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Not Eligible For Lunch",119,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Eligible For Free Lunch",27,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Eligible For Reduced Lunch",14,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Not Eligible For Lunch",100,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Eligible For Free Lunch",65,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Eligible For Reduced Lunch",38,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Not Eligible For Lunch",89,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Eligible For Free Lunch",33,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Eligible For Reduced Lunch",15,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Not Eligible For Lunch",84,"*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Eligible For Free Lunch",20,"*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Eligible For Reduced Lunch",7,"*","*",0,"*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Not Eligible For Lunch",108,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Eligible For Free Lunch",21,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Eligible For Reduced Lunch",7,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Not Eligible For Lunch",113,0,0.0,6,5.3
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Eligible For Free Lunch",18,9,"*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Eligible For Reduced Lunch",7,"*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Not Eligible For Lunch",9,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Eligible For Free Lunch",230,41,17.8,44,19.1
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Eligible For Reduced Lunch",84,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Not Eligible For Lunch",422,"*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Eligible For Free Lunch","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Not Eligible For Lunch",306,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Eligible For Free Lunch",43,10,23.3,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Eligible For Reduced Lunch",10,"*","*",0,"*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Not Eligible For Lunch",33,"*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Eligible For Free Lunch","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Not Eligible For Lunch","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Eligible For Free Lunch","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Eligible For Reduced Lunch","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Not Eligible For Lunch",86,0,0.0,0,0.0
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Eligible For Free Lunch",11,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Eligible For Reduced Lunch",6,0,"*",0,"*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Not Eligible For Lunch",113,0,0.0,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Eligible For Free Lunch",6,0,"*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Eligible For Reduced Lunch",7,0,"*",0,"*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Not Eligible For Lunch",26,0,0.0,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Eligible For Free Lunch",194,7,3.6,25,12.9
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Eligible For Reduced Lunch",73,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Not Eligible For Lunch",111,"*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Eligible For Free Lunch",77,16,20.8,22,28.6
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Eligible For Reduced Lunch",23,"*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Not Eligible For Lunch",15,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Eligible For Free Lunch",78,11,14.1,22,28.2
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Eligible For Reduced Lunch",40,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Not Eligible For Lunch",119,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible For Free Lunch","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible For Reduced Lunch","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Not Eligible For Lunch",285,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Eligible For Free Lunch",19,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Eligible For Reduced Lunch",19,"*","*",0,"*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Not Eligible For Lunch",57,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible For Free Lunch","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible For Reduced Lunch","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Not Eligible For Lunch",18,"*","*",0,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Eligible For Free Lunch",16,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Eligible For Reduced Lunch",6,0,"*",0,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Not Eligible For Lunch",21,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Eligible For Free Lunch",14,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Eligible For Reduced Lunch",6,"*","*",0,"*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Not Eligible For Lunch",177,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Eligible For Free Lunch",10,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Eligible For Reduced Lunch","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Not Eligible For Lunch","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Eligible For Free Lunch",46,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Eligible For Reduced Lunch",22,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Not Eligible For Lunch",115,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Eligible For Free Lunch",31,0,0.0,8,25.8
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Eligible For Reduced Lunch",32,0,0.0,"*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Not Eligible For Lunch",193,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Eligible For Free Lunch","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Eligible For Reduced Lunch","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Not Eligible For Lunch",21,0,0.0,6,28.6
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Eligible For Free Lunch",30,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Eligible For Reduced Lunch",15,"*","*",0,"*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Not Eligible For Lunch",338,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Eligible For Free Lunch",39,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Eligible For Reduced Lunch",23,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Not Eligible For Lunch",252,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Eligible For Free Lunch",17,0,"*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Eligible For Reduced Lunch",14,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Not Eligible For Lunch",287,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Eligible For Free Lunch",23,0,0.0,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Eligible For Reduced Lunch",10,0,"*",0,"*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Not Eligible For Lunch",517,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Eligible For Free Lunch","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Not Eligible For Lunch",176,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Eligible For Free Lunch",65,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Eligible For Reduced Lunch",28,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Not Eligible For Lunch",593,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Eligible For Free Lunch",38,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Eligible For Reduced Lunch",20,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Not Eligible For Lunch",109,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Eligible For Free Lunch",83,7,8.4,17,20.5
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Eligible For Reduced Lunch",31,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Not Eligible For Lunch",206,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Eligible For Free Lunch",10,0,"*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Eligible For Reduced Lunch",10,0,"*",0,"*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Not Eligible For Lunch",258,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Eligible For Free Lunch",118,"*","*",16,13.6
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Eligible For Reduced Lunch",57,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Not Eligible For Lunch",268,17,6.3,"*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Eligible For Free Lunch",168,"*","*",36,21.4
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Eligible For Free Lunch",13,0,"*",0,"*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Eligible For Reduced Lunch",6,0,"*",0,"*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Not Eligible For Lunch",14,0,"*",0,"*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Eligible For Free Lunch",43,"*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Eligible For Reduced Lunch",12,0,"*",0,"*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Not Eligible For Lunch",34,0,0.0,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Eligible For Free Lunch",73,8,11.0,23,31.5
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Eligible For Free Lunch",27,0,0.0,"*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Eligible For Reduced Lunch",10,0,"*",0,"*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Not Eligible For Lunch",31,0,0.0,0,0.0
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Eligible For Free Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Not Eligible For Lunch","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Eligible For Free Lunch",135,6,4.4,35,25.9
