"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Gender"

"",,,,,,"Graduates",
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Female",45,36,80.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Male",48,40,83.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Female","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Male","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Female",20,15,75.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Male",20,15,75.0
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Female",98,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Male",83,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Female",119,99,83.2
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Male",123,95,77.2
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Female",128,114,89.1
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Male",148,118,79.7
"Explorations District","=""2720013""","Explorations","=""2726113""","Female",18,11,"*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Male",16,7,"*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Female",185,181,97.8
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Male",166,149,89.8
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Female",154,148,96.1
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Male",147,134,91.2
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Female",166,159,95.8
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Male",170,160,94.1
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Female",282,273,96.8
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Male",260,256,98.5
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Female",89,87,97.8
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Male",105,101,96.2
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Female",284,269,94.7
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Male",347,328,94.5
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Female",105,90,85.7
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Male",92,72,78.3
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Female",176,146,83.0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Male",154,123,79.9
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female",140,134,95.7
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male",126,120,95.2
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Female",283,246,86.9
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Male",289,238,82.4
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Female",131,103,78.6
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Male",147,108,73.5
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Female",16,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Male",15,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Female",50,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Male",39,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Female",48,36,75.0
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Male",48,19,39.6
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",23,19,82.6
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",106,73,68.9
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Female",105,78,74.3
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Male",30,18,60.0
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Female",59,31,52.5
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Male",46,24,52.2
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Female",32,9,28.1
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Male",21,7,33.3
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Female",45,39,86.7
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Male",52,42,80.8
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",67,61,91.0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",39,35,89.7
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Female",31,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Male",42,"*","*"
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Female",88,60,68.2
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Male",91,63,69.2
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",107,83,77.6
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",89,57,64.0
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Female",80,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Male",78,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Female",116,106,91.4
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Male",113,102,90.3
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Female","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female",50,"*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male",42,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",158,155,98.1
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",157,150,95.5
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",258,195,75.6
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",238,172,72.3
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Female",164,129,78.7
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Male",154,99,64.3
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Female",162,116,71.6
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Male",138,93,67.4
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Female",179,149,83.2
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Male",163,118,72.4
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Female",122,109,89.3
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Male",101,80,79.2
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Female",141,127,90.1
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Male",124,114,91.9
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Female",197,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Male",168,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Female",89,76,85.4
"Montville School District","=""0860011""","Montville High School","=""0866111""","Male",106,93,87.7
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Female",181,153,84.5
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Male",189,153,81.0
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Female",378,200,52.9
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Male",351,181,51.6
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Female",151,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Male",159,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Female",120,113,94.2
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Male",121,106,87.6
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female",76,63,82.9
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male",33,28,84.8
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female",45,30,66.7
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male",31,16,51.6
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female",110,100,90.9
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male",63,48,76.2
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female",10,"*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male",30,"*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female",162,85,52.5
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male",149,75,50.3
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female",11,"*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male",22,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female",37,27,73.0
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male",31,16,51.6
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female",31,26,83.9
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male",32,29,90.6
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Female",224,140,62.5
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Male",253,137,54.2
"New London School District","=""0950011""","New London High School","=""0956111""","Female",114,70,61.4
"New London School District","=""0950011""","New London High School","=""0956111""","Male",141,93,66.0
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Female",185,170,91.9
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Male",208,176,84.6
"Newington School District","=""0940011""","Newington High School","=""0946111""","Female",203,185,91.1
"Newington School District","=""0940011""","Newington High School","=""0946111""","Male",206,161,78.2
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Female",244,229,93.9
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Male",200,189,94.5
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Female",95,91,95.8
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Male",99,92,92.9
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Female",166,152,91.6
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Male",137,115,83.9
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Female",31,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Male",36,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",218,198,90.8
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",233,196,84.1
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",191,166,86.9
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",198,166,83.8
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",30,18,60.0
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",22,11,50.0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",307,262,85.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",309,250,80.9
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Female",12,"*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Male",13,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Female",60,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Male",61,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Female",76,74,97.4
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Male",78,73,93.6
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Female",127,110,86.6
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Male",99,86,86.9
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Female",118,107,90.7
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Male",114,99,86.8
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Female",58,54,93.1
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Male",77,70,90.9
"Portland School District","=""1130011""","Portland High School","=""1136111""","Female",46,38,82.6
"Portland School District","=""1130011""","Portland High School","=""1136111""","Male",51,43,84.3
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Female",35,31,88.6
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Male",39,28,71.8
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Female",67,61,91.0
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Male",70,53,75.7
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Female",74,64,86.5
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Male",95,86,90.5
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Female",184,178,96.7
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Male",222,200,90.1
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Female",60,53,88.3
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Male",43,38,88.4
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Female",105,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Male",85,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Female",127,113,89.0
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Male",139,112,80.6
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Female",107,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Male",113,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Female",86,83,96.5
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Male",89,86,96.6
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Female",23,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Male",12,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Female",41,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Male",52,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Female",69,64,92.8
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Male",70,66,94.3
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Female",108,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Male",109,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Female",193,180,93.3
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Male",195,177,90.8
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Female",99,89,89.9
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Male",97,84,86.6
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Female",77,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Male",104,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Female",77,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Male",56,"*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Female",134,117,87.3
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Male",149,118,79.2
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Female",221,217,98.2
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Male",209,198,94.7
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Female",95,87,91.6
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Male",81,74,91.4
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Female",91,79,86.8
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Male",97,77,79.4
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Female",202,183,90.6
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Male",194,168,86.6
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Female",163,158,96.9
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Male",193,181,93.8
"Somers School District","=""1290011""","Somers High School","=""1296111""","Female",70,"*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Male",74,"*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Female",182,176,96.7
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Male",233,205,88.0
"Southington School District","=""1310011""","Southington High School","=""1316211""","Female",280,263,93.9
"Southington School District","=""1310011""","Southington High School","=""1316211""","Male",260,231,88.8
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Female",67,56,83.6
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Male",68,46,67.6
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Female",23,11,47.8
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Male",32,9,28.1
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Female",224,193,86.2
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Male",216,183,84.7
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Female",53,"*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Male",90,"*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Female",304,272,89.5
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Male",288,228,79.2
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Female",104,95,91.3
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Male",106,102,96.2
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Female",180,163,90.6
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Male",149,128,85.9
