"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, English Learner Status"

"",,,,,,"Non-Graduates",,,
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","ELL","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-ELL","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","ELL","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Non-ELL","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","ELL",132,35,26.5,31,23.5
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-ELL",604,45,7.5,44,7.3
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-ELL",312,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","ELL","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-ELL","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-ELL",69,"*","*",0,0.0
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-ELL",95,0,0.0,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","ELL","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-ELL","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","ELL","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-ELL","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","ELL",26,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-ELL",352,"*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","ELL",9,"*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Non-ELL",106,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELL","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-ELL","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELL","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-ELL","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELL","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-ELL",26,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-ELL","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-ELL",13,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-ELL","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","ELL","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-ELL","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","ELL","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-ELL","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","ELL",11,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-ELL",303,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","ELL","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-ELL","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-ELL",193,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELL",24,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-ELL",662,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-ELL",167,7,4.2,13,7.8
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELL",9,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-ELL",311,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELL","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-ELL","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELL",10,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-ELL",433,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELL",39,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-ELL",137,"*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-ELL",33,0,0.0,0,0.0
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","ELL","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-ELL","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","ELL",10,"*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Non-ELL",63,"*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","ELL","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Non-ELL","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","ELL",36,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Non-ELL",76,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","ELL",46,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-ELL",93,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","ELL",21,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Non-ELL",99,"*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","ELL",16,"*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Non-ELL",90,"*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","ELL","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Non-ELL","*","*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","ELL",13,"*","*",6,"*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-ELL",64,"*","*",18,28.1
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","ELL",8,0,"*",0,"*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-ELL",62,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","ELL","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-ELL","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","ELL","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-ELL","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","ELL","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-ELL","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","ELL","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Non-ELL","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-ELL","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","ELL","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Non-ELL","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","ELL","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-ELL","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-ELL",225,7,3.1,10,4.4
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Non-ELL",6,0,"*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","ELL","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-ELL","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-ELL",316,"*","*",0,0.0
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","ELL",23,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-ELL",422,"*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","ELL",39,8,20.5,11,28.2
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-ELL",290,23,7.9,42,14.5
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","ELL",23,"*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-ELL",270,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","ELL",11,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-ELL",351,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","ELL","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-ELL","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELL","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-ELL","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-ELL",307,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELL",8,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-ELL",168,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELL",14,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-ELL",319,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELL",112,15,13.4,34,30.4
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-ELL",500,51,10.2,122,24.4
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","ELL","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELL",6,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-ELL",66,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELL",13,0,"*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-ELL",140,"*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELL",27,"*","*",13,48.1
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-ELL",233,"*","*",73,31.3
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELL",8,0,"*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-ELL",87,"*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELL",62,8,12.9,18,29.0
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-ELL",243,26,10.7,57,23.5
"New London School District","=""0950011""","New London High School","=""0956111""","ELL",58,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Non-ELL",195,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELL",6,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-ELL",375,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELL",15,0,"*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-ELL",358,14,3.9,"*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-ELL",468,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELL","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-ELL","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-ELL",48,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELL",44,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-ELL",341,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELL",31,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-ELL",317,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELL","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-ELL","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELL",32,0,0.0,"*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-ELL",541,24,4.4,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELL","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-ELL","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","ELL","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-ELL","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELL","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-ELL","*","*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","ELL","*","*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-ELL","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","ELL","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-ELL","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-ELL",92,12,13.0,6,6.5
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","ELL","*","*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-ELL","*","*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-ELL",162,"*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","ELL","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-ELL","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-ELL",175,"*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-ELL",272,8,2.9,6,2.2
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""","Non-ELL",12,6,"*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","ELL","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-ELL","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","ELL","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-ELL","*","*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Non-ELL",39,0,0.0,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","ELL","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Non-ELL","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","ELL","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Non-ELL","*","*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","ELL","*","*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Non-ELL","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","ELL","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Non-ELL","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","ELL","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Non-ELL","*","*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","ELL","*","*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Non-ELL","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","ELL","*","*","*","*","*"
