"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Special Education Status"

"",,,,,,"Graduates",
"Canton School District","=""0230011""","Canton High School","=""0236111""","Special Education",17,13,"*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Non-Special Education","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Special Education","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Non-Special Education",87,74,85.1
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Special Education",8,6,"*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Non-Special Education","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Special Education","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Non-Special Education","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Special Education","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Non-Special Education",38,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Special Education",7,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Non-Special Education",326,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Special Education",40,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Non-Special Education",119,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Special Education",9,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Non-Special Education",220,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Special Education",28,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Non-Special Education","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Non-Special Education",166,158,95.2
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Special Education",17,17,"*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-Special Education",130,123,94.6
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Special Education",13,13,"*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-Special Education",101,92,91.1
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Special Education",10,10,"*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-Special Education",118,111,94.1
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Special Education",9,9,"*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-Special Education",121,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Special Education",6,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-Special Education",168,164,97.6
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Special Education",10,8,"*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-Special Education",103,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Special Education",8,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-Special Education",121,117,96.7
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Special Education",22,20,90.9
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-Special Education",145,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Special Education",9,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-Special Education",143,139,97.2
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Special Education",13,13,"*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-Special Education",136,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Special Education",9,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-Special Education",191,187,97.9
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Special Education",16,16,"*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-Special Education",120,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Special Education",21,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-Special Education",183,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-Special Education",112,110,98.2
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Special Education",17,17,"*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-Special Education",110,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Special Education",21,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-Special Education",123,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Special Education",8,"*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-Special Education",638,547,85.7
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Special Education",73,39,53.4
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-Special Education",278,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Special Education",51,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-Special Education",87,74,85.1
"Derby School District","=""0370011""","Derby High School","=""0376111""","Special Education",15,9,"*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-Special Education","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Special Education","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-Special Education",87,85,97.7
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Special Education",13,11,"*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-Special Education","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Special Education","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-Special Education","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Special Education","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-Special Education",307,270,87.9
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Special Education",45,34,75.6
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Non-Special Education",64,24,37.5
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Special Education",19,10,"*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-Special Education",221,188,85.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Special Education",29,19,65.5
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-Special Education",236,232,98.3
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Special Education",26,23,88.5
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-Special Education",92,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Special Education",15,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-Special Education","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Special Education","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-Special Education","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Special Education","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-Special Education",172,167,97.1
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Special Education",21,18,85.7
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-Special Education","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Special Education","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-Special Education",173,147,85.0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Special Education",17,10,"*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-Special Education",191,177,92.7
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Special Education",41,32,78.0
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-Special Education",18,"*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Special Education",9,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-Special Education",321,311,96.9
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Special Education",45,34,75.6
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-Special Education",326,316,96.9
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Special Education",30,20,66.7
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-Special Education",299,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Special Education",39,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-Special Education",516,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Special Education",49,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-Special Education",180,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Special Education",19,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-Special Education",579,564,97.4
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Special Education",78,73,93.6
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-Special Education",140,126,90.0
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Special Education",27,16,59.3
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-Special Education",275,240,87.3
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Special Education",40,29,72.5
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-Special Education",253,246,97.2
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Special Education",29,17,58.6
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-Special Education",393,370,94.1
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Special Education",49,36,73.5
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-Special Education",170,123,72.4
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Special Education",32,25,78.1
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-Special Education","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Special Education","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-Special Education","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Special Education","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Non-Special Education",75,48,64.0
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Special Education",22,10,45.5
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Non-Special Education",46,"*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Special Education",6,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Non-Special Education",71,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Special Education",15,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-Special Education",115,79,68.7
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Special Education",19,10,"*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Non-Special Education",105,79,75.2
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Special Education",16,8,"*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Non-Special Education",61,38,62.3
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Special Education",15,10,"*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Non-Special Education",57,44,77.2
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Special Education",16,11,"*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-Special Education",52,16,30.8
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Special Education",14,6,"*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-Special Education",60,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Special Education",12,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-Special Education",95,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Special Education",8,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-Special Education",74,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Special Education",6,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-Special Education",182,154,84.6
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Special Education",22,17,77.3
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Non-Special Education",86,"*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Special Education",11,"*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-Special Education","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Special Education","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Non-Special Education","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Special Education","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-Special Education",95,91,95.8
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Special Education",9,7,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-Special Education",204,196,96.1
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Special Education",32,27,84.4
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-Special Education","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Special Education","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-Special Education",283,278,98.2
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Special Education",35,32,91.4
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-Special Education",367,327,89.1
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Special Education",48,35,72.9
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-Special Education",266,209,78.6
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Special Education",47,21,44.7
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-Special Education",243,214,88.1
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Special Education",49,21,42.9
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-Special Education",274,250,91.2
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Special Education",31,23,74.2
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-Special Education",227,209,92.1
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Special Education",35,25,71.4
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-Special Education",206,199,96.6
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Special Education",34,32,94.1
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-Special Education",263,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Special Education",32,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-Special Education",171,153,89.5
"Montville School District","=""0860011""","Montville High School","=""0866111""","Special Education",13,11,"*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-Special Education",284,237,83.5
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Special Education",47,34,72.3
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-Special Education",564,377,66.8
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Special Education",60,32,53.3
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-Special Education",277,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Special Education",33,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-Special Education",212,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Special Education",23,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-Special Education",151,144,95.4
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Special Education",13,10,"*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-Special Education",47,22,46.8
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Special Education",12,6,"*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-Special Education",164,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Special Education",10,"*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-Special Education",29,"*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Special Education",8,"*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-Special Education",229,165,72.1
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Special Education",39,21,53.8
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-Special Education",86,"*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Special Education",6,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-Special Education",58,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Special Education",7,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-Special Education",75,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Special Education",10,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-Special Education",264,181,68.6
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Special Education",31,11,35.5
"New London School District","=""0950011""","New London High School","=""0956111""","Non-Special Education",189,144,76.2
"New London School District","=""0950011""","New London High School","=""0956111""","Special Education",34,18,52.9
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-Special Education",345,323,93.6
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Special Education",32,20,62.5
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-Special Education",329,317,96.4
"Newington School District","=""0940011""","Newington High School","=""0946111""","Special Education",33,20,60.6
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-Special Education",379,"*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Special Education",40,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-Special Education",120,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Special Education",26,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-Special Education",285,266,93.3
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Special Education",24,17,70.8
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-Special Education",49,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Special Education",7,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-Special Education",352,309,87.8
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Special Education",43,34,79.1
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-Special Education",332,307,92.5
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Special Education",43,37,86.0
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-Special Education",35,"*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Special Education",7,0,"*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-Special Education",538,488,90.7
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Special Education",70,45,64.3
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-Special Education",123,117,95.1
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Special Education",10,8,"*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-Special Education",165,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Special Education",8,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-Special Education",149,135,90.6
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Special Education",22,10,45.5
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-Special Education",151,141,93.4
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Special Education",20,15,75.0
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-Special Education",113,108,95.6
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Special Education",14,9,"*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-Special Education",101,96,95.0
"Portland School District","=""1130011""","Portland High School","=""1136111""","Special Education",11,8,"*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-Special Education",52,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Special Education",13,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-Special Education",103,93,90.3
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Special Education",17,14,"*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-Special Education",117,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Special Education",19,"*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-Special Education",363,358,98.6
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Special Education",52,46,88.5
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-Special Education",76,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Special Education",16,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-Special Education",179,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Special Education",7,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-Special Education",248,239,96.4
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Special Education",42,34,81.0
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-Special Education",218,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Special Education",31,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-Special Education",186,181,97.3
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Special Education",27,21,77.8
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Non-Special Education","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Special Education","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Non-Special Education",63,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Special Education",14,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Non-Special Education",109,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Special Education",21,"*","*"
