"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Special Education Status"

"",,,,,,"Non-Graduates",,,
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Non-Special Education",286,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Special Education",46,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Non-Special Education",252,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Special Education",38,"*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Non-Special Education",235,"*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Special Education",19,"*","*",0,"*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Non-Special Education",107,"*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Special Education",11,"*","*",0,"*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Non-Special Education",69,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Special Education",10,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Non-Special Education",93,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Special Education",6,0,"*",0,"*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Non-Special Education","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Special Education","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Non-Special Education",359,"*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Special Education",36,"*","*",0,0.0
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Non-Special Education",102,"*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Special Education",20,0,0.0,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Non-Special Education",218,"*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Special Education",26,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Non-Special Education","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Non-Special Education",159,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Special Education",9,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-Special Education","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-Special Education",119,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Special Education",10,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-Special Education",118,0,0.0,10,8.5
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Special Education",7,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-Special Education",125,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Special Education",30,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-Special Education",119,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Special Education",14,"*","*",0,"*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-Special Education",195,0,0.0,6,3.1
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Special Education",11,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-Special Education",117,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Special Education",14,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-Special Education",134,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Special Education",27,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-Special Education",133,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Special Education",11,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-Special Education",144,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Special Education",9,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-Special Education",143,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Special Education",19,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-Special Education",204,0,0.0,6,2.9
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Special Education",12,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-Special Education",99,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Special Education",31,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-Special Education","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-Special Education",124,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Special Education",13,0,"*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-Special Education",128,"*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Special Education",23,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-Special Education",130,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Special Education",15,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-Special Education",635,51,8.0,57,9.0
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Special Education",70,23,32.9,8,11.4
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-Special Education",268,"*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Special Education",40,"*","*",0,0.0
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-Special Education",94,8,8.5,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Special Education",8,0,"*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-Special Education",52,0,0.0,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Special Education",8,0,"*",0,"*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-Special Education",89,"*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Special Education",9,0,"*",0,"*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-Special Education",153,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Special Education",7,"*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-Special Education",38,0,0.0,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-Special Education",369,6,1.6,31,8.4
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Special Education",48,10,20.8,7,14.6
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-Special Education",194,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Special Education",23,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-Special Education",251,0,0.0,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Special Education",47,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-Special Education",77,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Special Education",9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-Special Education",32,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Special Education",11,0,"*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-Special Education",181,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Special Education",20,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-Special Education","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Special Education","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-Special Education",172,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Special Education",20,0,0.0,"*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-Special Education",252,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Special Education",51,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-Special Education",20,0,0.0,"*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Special Education",8,0,"*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-Special Education",301,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Special Education",50,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-Special Education",296,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Special Education",41,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-Special Education",274,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Special Education",24,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-Special Education",453,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Special Education",55,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-Special Education",167,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Special Education",20,0,0.0,0,0.0
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-Special Education",551,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Special Education",93,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-Special Education",157,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Special Education",26,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-Special Education",303,0,0.0,44,14.5
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Special Education",36,7,19.4,6,16.7
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-Special Education",251,"*","*",0,0.0
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Special Education",34,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-Special Education",434,21,4.8,29,6.7
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Special Education",72,10,13.9,12,16.7
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-Special Education",197,35,17.8,27,13.7
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Special Education",51,19,37.3,10,19.6
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-Special Education",33,0,0.0,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Non-Special Education",37,"*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Special Education",9,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Non-Special Education",99,22,22.2,11,11.1
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Special Education",31,12,38.7,6,19.4
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-Special Education",104,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Special Education",21,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Non-Special Education",111,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Special Education",24,"*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-Special Education",57,"*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Special Education",12,"*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-Special Education",75,"*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Special Education",11,0,"*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-Special Education",94,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Special Education",12,"*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Special Education","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-Special Education",158,"*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Special Education",30,"*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-Special Education",116,"*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Special Education",12,"*","*",0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-Special Education",184,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Special Education",24,"*","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Non-Special Education","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-Special Education","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Special Education","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-Special Education",288,"*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Special Education",41,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-Special Education",410,22,5.4,64,15.6
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Special Education",66,8,12.1,16,24.2
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-Special Education",272,11,4.0,56,20.6
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Special Education",51,13,25.5,16,31.4
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-Special Education",249,14,5.6,52,20.9
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Special Education",50,10,20.0,15,30.0
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-Special Education",288,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Special Education",41,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-Special Education",217,21,9.7,12,5.5
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Special Education",49,11,22.4,6,12.2
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-Special Education",213,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Special Education",33,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-Special Education",322,"*","*",0,0.0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Special Education",15,"*","*",0,"*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-Special Education",184,0,0.0,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Special Education",26,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-Special Education",316,6,1.9,35,11.1
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Special Education",50,9,18.0,6,12.0
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-Special Education",546,53,9.7,133,24.4
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Special Education",87,13,14.9,33,37.9
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-Special Education",283,"*","*",0,0.0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Special Education",43,"*","*",0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-Special Education",209,0,0.0,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Special Education",22,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-Special Education",127,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Special Education",9,0,"*",0,"*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-Special Education",62,"*","*",17,27.4
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Special Education",14,"*","*",6,"*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-Special Education",149,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Special Education",7,"*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-Special Education",39,"*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Special Education",9,"*","*",0,"*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-Special Education",217,"*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Special Education",29,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-Special Education",73,0,0.0,6,8.2
"New Haven School District","=""0930011""","Sound School","=""0936711""","Special Education",11,0,"*",0,"*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-Special Education",363,15,4.1,87,24.0
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Special Education",50,14,28.0,12,24.0
"New London School District","=""0950011""","New London High School","=""0956111""","Non-Special Education",182,17,9.3,41,22.5
"New London School District","=""0950011""","New London High School","=""0956111""","Special Education",43,12,27.9,9,20.9
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-Special Education",332,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Special Education",49,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-Special Education",293,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Special Education",38,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-Special Education",368,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Special Education",37,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-Special Education",146,0,0.0,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Special Education",11,0,"*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-Special Education",261,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Special Education",20,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-Special Education",48,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Special Education",6,"*","*",0,"*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-Special Education",403,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Special Education",45,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-Special Education",340,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Special Education",49,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-Special Education",25,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Special Education",7,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-Special Education",548,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Special Education",97,"*","*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Non-Special Education",27,0,0.0,"*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Special Education",8,0,"*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-Special Education",126,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Special Education",17,"*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-Special Education",137,0,0.0,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Special Education",9,0,"*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-Special Education",158,"*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Special Education",39,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-Special Education",178,0,0.0,"*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Special Education",27,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-Special Education",122,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Special Education",17,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-Special Education",85,0,0.0,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Special Education",7,0,"*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-Special Education",54,"*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Special Education",6,0,"*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-Special Education",114,0,0.0,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Special Education",21,0,0.0,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-Special Education",136,"*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Special Education",24,"*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-Special Education",389,"*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Special Education",43,"*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-Special Education",76,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Special Education",10,0,"*",0,"*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-Special Education",162,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Special Education",17,0,"*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-Special Education",258,"*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Special Education",36,"*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-Special Education",213,0,0.0,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Special Education",22,0,0.0,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-Special Education",205,"*","*","*","*"
