"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Special Education Status"

"",,,,"Graduates",
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-Special Education",101,91,90.1
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Special Education","*","*","*"
"Cheshire School District","Cheshire High School","Non-Special Education",329,324,98.5
"Cheshire School District","Cheshire High School","Special Education",36,26,72.2
"Clinton School District","The Morgan School","Non-Special Education",125,116,92.8
"Clinton School District","The Morgan School","Special Education",19,17,89.5
"Colchester School District","Bacon Academy","Non-Special Education",224,210,93.8
"Colchester School District","Bacon Academy","Special Education",25,21,84.0
"Common Ground High School District","Common Ground High School","Non-Special Education",30,27,90.0
"Common Ground High School District","Common Ground High School","Special Education",8,6,75.0
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-Special Education",144,133,92.4
"Connecticut Technical High School System","A. I. Prince Technical High School","Special Education",7,7,100.0
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-Special Education",188,177,94.1
"Connecticut Technical High School System","Bullard-Havens Technical High School","Special Education","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-Special Education",94,89,94.7
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Special Education",8,7,87.5
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-Special Education",118,96,81.4
"Connecticut Technical High School System","Eli Whitney Technical High School","Special Education","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-Special Education",113,108,95.6
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Special Education",12,12,100.0
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-Special Education",114,105,92.1
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Special Education",7,7,100.0
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-Special Education",165,162,98.2
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Special Education",17,15,88.2
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-Special Education",118,105,89.0
"Connecticut Technical High School System","H. H. Ellis Technical High School","Special Education",11,10,90.9
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-Special Education",134,121,90.3
"Connecticut Technical High School System","Henry Abbott Technical High School","Special Education",26,25,96.2
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-Special Education",127,125,98.4
"Connecticut Technical High School System","Howell Cheney Technical High School","Special Education",8,8,100.0
"Connecticut Technical High School System","Norwich Technical High School","Non-Special Education",101,99,98.0
"Connecticut Technical High School System","Norwich Technical High School","Special Education",10,10,100.0
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-Special Education",172,160,93.0
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Special Education",19,17,89.5
"Connecticut Technical High School System","Platt Technical High School","Non-Special Education",183,174,95.1
"Connecticut Technical High School System","Platt Technical High School","Special Education",17,17,100.0
"Connecticut Technical High School System","Vinal Technical High School","Non-Special Education",114,105,92.1
"Connecticut Technical High School System","Vinal Technical High School","Special Education",21,20,95.2
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-Special Education",151,143,94.7
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Special Education","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-Special Education",118,113,95.8
"Connecticut Technical High School System","Windham Technical High School","Special Education",8,7,87.5
"Coventry School District","Coventry High School","Non-Special Education",133,125,94.0
"Coventry School District","Coventry High School","Special Education",19,12,63.2
"Cromwell School District","Cromwell High School","Non-Special Education",147,145,98.6
"Cromwell School District","Cromwell High School","Special Education",20,14,70.0
"Danbury School District","Danbury High School","Non-Special Education",653,532,81.5
"Danbury School District","Danbury High School","Special Education",66,40,60.6
"Darien School District","Darien High School","Non-Special Education",291,281,96.6
"Darien School District","Darien High School","Special Education",35,32,91.4
"Derby School District","Derby High School","Non-Special Education",116,"*","*"
"Derby School District","Derby High School","Special Education",6,"*","*"
"East Granby School District","East Granby High School","Non-Special Education",69,67,97.1
"East Granby School District","East Granby High School","Special Education",7,6,85.7
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education",125,118,94.4
"East Hampton School District","East Hampton High School","Special Education",11,9,81.8
"East Hartford School District","Connecticut IB Academy","Non-Special Education",33,33,100.0
"East Hartford School District","East Hartford High School","Non-Special Education",481,391,81.3
"East Hartford School District","East Hartford High School","Special Education",56,39,69.6
"East Haven School District","East Haven High School","Non-Special Education",268,237,88.4
"East Haven School District","East Haven High School","Special Education",22,16,72.7
"East Lyme School District","East Lyme High School","Non-Special Education",289,279,96.5
"East Lyme School District","East Lyme High School","Special Education",35,33,94.3
"East Windsor School District","East Windsor High School","Non-Special Education",81,66,81.5
"East Windsor School District","East Windsor High School","Special Education",12,10,83.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",36,28,77.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education",165,156,94.5
"Ellington School District","Ellington High School","Special Education",16,15,93.8
"Enfield School District","Enfield High School","Non-Special Education",212,177,83.5
"Enfield School District","Enfield High School","Special Education",30,17,56.7
"Enfield School District","Enrico Fermi High School","Non-Special Education",258,220,85.3
"Enfield School District","Enrico Fermi High School","Special Education",18,12,66.7
"Explorations District","Explorations","Non-Special Education",24,"*","*"
"Explorations District","Explorations","Special Education",10,"*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",321,307,95.6
"Fairfield School District","Fairfield Ludlowe High School","Special Education",30,23,76.7
"Fairfield School District","Fairfield Warde High School","Non-Special Education",277,265,95.7
"Fairfield School District","Fairfield Warde High School","Special Education",24,17,70.8
"Farmington School District","Farmington High School","Non-Special Education",308,293,95.1
"Farmington School District","Farmington High School","Special Education",28,26,92.9
"Glastonbury School District","Glastonbury High School","Non-Special Education",479,473,98.7
"Glastonbury School District","Glastonbury High School","Special Education",63,56,88.9
"Granby School District","Granby Memorial High School","Non-Special Education",181,176,97.2
"Granby School District","Granby Memorial High School","Special Education",13,12,92.3
"Greenwich School District","Greenwich High School","Non-Special Education",567,546,96.3
"Greenwich School District","Greenwich High School","Special Education",64,51,79.7
"Griswold School District","Griswold High School","Non-Special Education",176,155,88.1
"Griswold School District","Griswold High School","Special Education",21,7,33.3
"Groton School District","Robert E. Fitch High School","Non-Special Education",301,254,84.4
"Groton School District","Robert E. Fitch High School","Special Education",29,15,51.7
"Guilford School District","Guilford High School","Non-Special Education",242,232,95.9
"Guilford School District","Guilford High School","Special Education",24,22,91.7
"Hamden School District","Hamden High School","Non-Special Education",509,435,85.5
"Hamden School District","Hamden High School","Special Education",63,49,77.8
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",235,184,78.3
"Hartford School District","Bulkeley High School Upper School","Special Education",43,27,62.8
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",28,25,89.3
"Hartford School District","Capital Preparatory Magnet School","Special Education","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",83,79,95.2
"Hartford School District","Classical Magnet School","Special Education",6,"*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",62,42,67.7
"Hartford School District","Culinary Arts Academy","Special Education",34,13,38.2
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",111,81,73.0
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",18,11,61.1
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",112,81,72.3
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",23,15,65.2
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",85,43,50.6
"Hartford School District","HPHS Law and Government Academy","Special Education",20,12,60.0
"Hartford School District","OPPortunity High School","Non-Special Education",44,14,31.8
"Hartford School District","OPPortunity High School","Special Education",9,"*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",88,73,83.0
"Hartford School District","Pathways Academy of Technology and Design","Special Education",9,8,88.9
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",102,93,91.2
"Hartford School District","Sports and Medical Sciences Academy","Special Education","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education",71,68,95.8
"Hartford School District","University High of Science and Engineering","Special Education","*","*","*"
"Hartford School District","Weaver High School","Non-Special Education",153,109,71.2
"Hartford School District","Weaver High School","Special Education",26,14,53.8
"Killingly School District","Killingly High School","Non-Special Education",170,129,75.9
"Killingly School District","Killingly High School","Special Education",26,11,42.3
"Lebanon School District","Lyman Memorial High School","Non-Special Education",143,134,93.7
"Lebanon School District","Lyman Memorial High School","Special Education",15,14,93.3
"Ledyard School District","Ledyard High School","Non-Special Education",207,191,92.3
"Ledyard School District","Ledyard High School","Special Education",22,17,77.3
"Lisbon School District","Community Connection - The Big Picture High School","Special Education","*","*","*"
"Litchfield School District","Litchfield High School","Non-Special Education","*","*","*"
"Litchfield School District","Litchfield High School","Special Education","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",287,282,98.3
"Madison School District","Daniel Hand High School","Special Education",28,23,82.1
"Manchester School District","Manchester High School","Non-Special Education",436,334,76.6
"Manchester School District","Manchester High School","Special Education",60,33,55.0
"Meriden School District","Francis T. Maloney High School","Non-Special Education",272,210,77.2
"Meriden School District","Francis T. Maloney High School","Special Education",46,18,39.1
"Meriden School District","Orville H. Platt High School","Non-Special Education",262,187,71.4
"Meriden School District","Orville H. Platt High School","Special Education",38,22,57.9
"Middletown School District","Middletown High School","Non-Special Education",295,239,81.0
"Middletown School District","Middletown High School","Special Education",47,28,59.6
"Milford School District","Jonathan Law High School","Non-Special Education",189,166,87.8
"Milford School District","Jonathan Law High School","Special Education",34,23,67.6
"Milford School District","Joseph A. Foran High School","Non-Special Education",228,212,93.0
"Milford School District","Joseph A. Foran High School","Special Education",37,29,78.4
"Monroe School District","Masuk High School","Non-Special Education",341,338,99.1
"Monroe School District","Masuk High School","Special Education",24,18,75.0
"Montville School District","Montville High School","Non-Special Education",179,157,87.7
"Montville School District","Montville High School","Special Education",16,12,75.0
"Naugatuck School District","Naugatuck High School","Non-Special Education",322,275,85.4
"Naugatuck School District","Naugatuck High School","Special Education",48,31,64.6
"New Britain School District","New Britain High School","Non-Special Education",628,342,54.5
"New Britain School District","New Britain High School","Special Education",101,39,38.6
"New Canaan School District","New Canaan High School","Non-Special Education",280,276,98.6
"New Canaan School District","New Canaan High School","Special Education",30,27,90.0
"New Fairfield School District","New Fairfield High School","Non-Special Education",216,199,92.1
"New Fairfield School District","New Fairfield High School","Special Education",25,20,80.0
"New Haven School District","Cooperative High School","Non-Special Education",101,84,83.2
"New Haven School District","Cooperative High School","Special Education",8,7,87.5
"New Haven School District","High School In The Community","Non-Special Education",66,41,62.1
"New Haven School District","High School In The Community","Special Education",10,"*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",165,141,85.5
"New Haven School District","Hill Regional Career High School","Special Education",8,7,87.5
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",35,26,74.3
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",280,148,52.9
"New Haven School District","James Hillhouse High School","Special Education",31,12,38.7
"New Haven School District","Metropolitan Business Academy","Non-Special Education",31,26,83.9
"New Haven School District","Metropolitan Business Academy","Special Education","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",62,39,62.9
"New Haven School District","New Haven Academy","Special Education",6,"*","*"
"New Haven School District","Sound School","Non-Special Education",57,50,87.7
"New Haven School District","Sound School","Special Education",6,"*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",429,261,60.8
"New Haven School District","Wilbur Cross High School","Special Education",48,16,33.3
"New London School District","New London High School","Non-Special Education",211,149,70.6
"New London School District","New London High School","Special Education",44,14,31.8
"New Milford School District","New Milford High School","Non-Special Education",345,318,92.2
"New Milford School District","New Milford High School","Special Education",48,28,58.3
"Newington School District","Newington High School","Non-Special Education",372,327,87.9
"Newington School District","Newington High School","Special Education",37,19,51.4
"Newtown School District","Newtown High School","Non-Special Education",397,377,95.0
"Newtown School District","Newtown High School","Special Education",47,41,87.2
"North Branford School District","North Branford High School","Non-Special Education",165,160,97.0
"North Branford School District","North Branford High School","Special Education",29,23,79.3
"North Haven School District","North Haven High School","Non-Special Education",278,248,89.2
"North Haven School District","North Haven High School","Special Education",25,19,76.0
"North Stonington School District","Wheeler High School","Non-Special Education",61,54,88.5
"North Stonington School District","Wheeler High School","Special Education",6,6,100.0
"Norwalk School District","Brien McMahon High School","Non-Special Education",395,352,89.1
"Norwalk School District","Brien McMahon High School","Special Education",56,42,75.0
"Norwalk School District","Norwalk High School","Non-Special Education",345,295,85.5
"Norwalk School District","Norwalk High School","Special Education",44,37,84.1
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",40,22,55.0
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",12,7,58.3
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",536,459,85.6
"Norwich Free Academy District","Norwich Free Academy","Special Education",80,53,66.3
"Norwich School District","Thames River Academy","Non-Special Education","*","*","*"
"Norwich School District","Thames River Academy","Special Education","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education",112,"*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education",9,"*","*"
"Oxford School District","Oxford High School","Non-Special Education",144,139,96.5
"Oxford School District","Oxford High School","Special Education",10,8,80.0
"Plainfield School District","Plainfield High School","Non-Special Education",191,169,88.5
"Plainfield School District","Plainfield High School","Special Education",35,27,77.1
"Plainville School District","Plainville High School","Non-Special Education",206,185,89.8
"Plainville School District","Plainville High School","Special Education",26,21,80.8
"Plymouth School District","Terryville High School","Non-Special Education",128,118,92.2
"Plymouth School District","Terryville High School","Special Education",7,6,85.7
"Portland School District","Portland High School","Non-Special Education",88,75,85.2
"Portland School District","Portland High School","Special Education",9,6,66.7
"Putnam School District","Putnam High School","Non-Special Education",57,49,86.0
"Putnam School District","Putnam High School","Special Education",17,10,58.8
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",122,102,83.6
"Regional School District 01","Housatonic Valley Regional High School","Special Education",15,12,80.0
"Regional School District 04","Valley Regional High School","Non-Special Education",148,135,91.2
"Regional School District 04","Valley Regional High School","Special Education",21,15,71.4
"Regional School District 05","Amity Regional High School","Non-Special Education",367,346,94.3
"Regional School District 05","Amity Regional High School","Special Education",39,32,82.1
"Regional School District 06","Wamogo Regional High School","Non-Special Education",89,79,88.8
"Regional School District 06","Wamogo Regional High School","Special Education",14,12,85.7
"Regional School District 07","Northwestern Regional High School","Non-Special Education",173,169,97.7
"Regional School District 07","Northwestern Regional High School","Special Education",17,14,82.4
"Regional School District 08","RHAM High School","Non-Special Education",237,208,87.8
"Regional School District 08","RHAM High School","Special Education",29,17,58.6
"Regional School District 09","Joel Barlow High School","Non-Special Education",183,182,99.5
"Regional School District 09","Joel Barlow High School","Special Education",37,28,75.7
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",161,159,98.8
"Regional School District 10","Lewis S. Mills High School","Special Education",14,10,71.4
"Regional School District 11","Parish Hill High School","Non-Special Education",35,27,77.1
"Regional School District 12","Shepaug Valley High School","Non-Special Education",81,69,85.2
"Regional School District 12","Shepaug Valley High School","Special Education",12,11,91.7
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",125,118,94.4
"Regional School District 13","Coginchaug Regional High School","Special Education",14,12,85.7
"Regional School District 14","Nonnewaug High School","Non-Special Education",201,192,95.5
"Regional School District 14","Nonnewaug High School","Special Education",16,14,87.5
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",349,327,93.7
"Regional School District 15","Pomperaug Regional High School","Special Education",39,30,76.9
"Regional School District 16","Woodland Regional High School","Non-Special Education",181,163,90.1
"Regional School District 16","Woodland Regional High School","Special Education",15,10,66.7
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",159,148,93.1
"Regional School District 17","Haddam-Killingworth High School","Special Education",22,20,90.9
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",121,120,99.2
"Regional School District 18","Lyme-Old Lyme High School","Special Education",12,11,91.7
"Regional School District 19","E. O. Smith High School","Non-Special Education",247,214,86.6
"Regional School District 19","E. O. Smith High School","Special Education",36,21,58.3
"Ridgefield School District","Ridgefield High School","Non-Special Education",384,375,97.7
"Ridgefield School District","Ridgefield High School","Special Education",46,40,87.0
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",169,154,91.1
"Rocky Hill School District","Rocky Hill High School","Special Education",7,7,100.0
"Seymour School District","Seymour High School","Non-Special Education",179,"*","*"
"Seymour School District","Seymour High School","Special Education",9,"*","*"
"Shelton School District","Shelton High School","Non-Special Education",370,337,91.1
"Shelton School District","Shelton High School","Special Education",26,14,53.8
"Simsbury School District","Simsbury High School","Non-Special Education",327,315,96.3
"Simsbury School District","Simsbury High School","Special Education",29,24,82.8
"Somers School District","Somers High School","Non-Special Education",131,126,96.2
"Somers School District","Somers High School","Special Education",13,11,84.6
"South Windsor School District","South Windsor High School","Non-Special Education",377,351,93.1
"South Windsor School District","South Windsor High School","Special Education",38,30,78.9
"Southington School District","Southington High School","Non-Special Education",483,450,93.2
"Southington School District","Southington High School","Special Education",57,44,77.2
"Stafford School District","Stafford High School","Non-Special Education",121,"*","*"
"Stafford School District","Stafford High School","Special Education",14,"*","*"
"Stamford Academy District","Stamford Academy","Non-Special Education",46,"*","*"
"Stamford Academy District","Stamford Academy","Special Education",9,"*","*"
"Stamford School District","Stamford High School","Non-Special Education",389,333,85.6
"Stamford School District","Stamford High School","Special Education","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-Special Education",139,131,94.2
"Stamford School District","The Academy of Information Technology","Special Education","*","*","*"
"Stamford School District","Westhill High School","Non-Special Education",538,460,85.5
"Stamford School District","Westhill High School","Special Education",54,"*","*"
"Stonington School District","Stonington High School","Non-Special Education",184,178,96.7
"Stonington School District","Stonington High School","Special Education",26,19,73.1
"Stratford School District","Bunnell High School","Non-Special Education",295,269,91.2
"Stratford School District","Bunnell High School","Special Education",34,22,64.7
"Stratford School District","Stratford High School","Non-Special Education",223,203,91.0
"Stratford School District","Stratford High School","Special Education",20,14,70.0
"Suffield School District","Suffield High School","Non-Special Education",202,192,95.0
"Suffield School District","Suffield High School","Special Education",12,12,100.0
"The Bridge Academy District","The Bridge Academy","Non-Special Education","*","*","*"
"The Bridge Academy District","The Bridge Academy","Special Education","*","*","*"
"The Gilbert School District","The Gilbert School","Non-Special Education",63,"*","*"
"The Gilbert School District","The Gilbert School","Special Education",7,"*","*"
"Thomaston School District","Thomaston High School","Non-Special Education",79,75,94.9
"Thomaston School District","Thomaston High School","Special Education",24,20,83.3
"Thompson School District","Tourtellotte Memorial High School","Non-Special Education","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Special Education","*","*","*"
"Tolland School District","Tolland High School","Non-Special Education",208,195,93.8
"Tolland School District","Tolland High School","Special Education",14,11,78.6
"Torrington School District","Torrington High School","Non-Special Education",250,202,80.8
"Torrington School District","Torrington High School","Special Education",28,15,53.6
"Trumbull School District","Trumbull High School","Non-Special Education",467,459,98.3
"Trumbull School District","Trumbull High School","Special Education",35,33,94.3
"Vernon School District","Rockville High School","Non-Special Education",259,220,84.9
"Vernon School District","Rockville High School","Special Education",27,17,63.0
"Wallingford School District","Lyman Hall High School","Non-Special Education",264,236,89.4
"Wallingford School District","Lyman Hall High School","Special Education",36,28,77.8
"Wallingford School District","Mark T. Sheehan High School","Non-Special Education",229,204,89.1
"Wallingford School District","Mark T. Sheehan High School","Special Education",26,18,69.2
"Waterbury School District","Crosby High School","Non-Special Education",383,243,63.4
"Waterbury School District","Crosby High School","Special Education",39,14,35.9
"Waterbury School District","John F. Kennedy High School","Non-Special Education",314,238,75.8
"Waterbury School District","John F. Kennedy High School","Special Education",45,23,51.1
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-Special Education",108,104,96.3
"Waterbury School District","Waterbury Arts Magnet School (High)","Special Education",8,8,100.0
"Waterbury School District","Wilby High School","Non-Special Education",286,181,63.3
"Waterbury School District","Wilby High School","Special Education",54,31,57.4
"Waterford School District","Waterford High School","Non-Special Education",254,236,92.9
"Waterford School District","Waterford High School","Special Education",16,12,75.0
"Watertown School District","Watertown High School","Non-Special Education",217,200,92.2
"Watertown School District","Watertown High School","Special Education",29,16,55.2
"West Hartford School District","Conard High School","Non-Special Education",363,330,90.9
"West Hartford School District","Conard High School","Special Education",44,30,68.2
"West Hartford School District","Hall High School","Non-Special Education",361,349,96.7
"West Hartford School District","Hall High School","Special Education",45,37,82.2
"West Haven School District","West Haven High School","Non-Special Education",416,291,70.0
"West Haven School District","West Haven High School","Special Education",35,22,62.9
"Westbrook School District","Westbrook High School","Non-Special Education",68,"*","*"
"Westbrook School District","Westbrook High School","Special Education",7,"*","*"
"Weston School District","Weston High School","Non-Special Education",181,180,99.4
"Weston School District","Weston High School","Special Education",11,11,100.0
"Westport School District","Staples High School","Non-Special Education",418,413,98.8
"Westport School District","Staples High School","Special Education",45,42,93.3
"Wethersfield School District","Wethersfield High School","Non-Special Education",281,264,94.0
"Wethersfield School District","Wethersfield High School","Special Education",20,13,65.0
"Wilton School District","Wilton High School","Non-Special Education",279,276,98.9
"Wilton School District","Wilton High School","Special Education",24,23,95.8
"Windham School District","Windham High School","Non-Special Education",214,138,64.5
"Windham School District","Windham High School","Special Education",39,20,51.3
"Windsor Locks School District","Windsor Locks High School","Non-Special Education",122,107,87.7
"Windsor Locks School District","Windsor Locks High School","Special Education",12,8,66.7
"Windsor School District","Windsor High School","Non-Special Education",308,264,85.7
"Windsor School District","Windsor High School","Special Education",40,29,72.5
"Wolcott School District","Wolcott High School","Non-Special Education",207,195,94.2
"Wolcott School District","Wolcott High School","Special Education",17,14,82.4
"Woodstock Academy District","Woodstock Academy","Non-Special Education",275,260,94.5
"Woodstock Academy District","Woodstock Academy","Special Education",24,22,91.7

