"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Gender"

"",,,,,,"Non-Graduates",,,
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male",105,16,15.2,43,41.0
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female",27,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male",17,"*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female",27,"*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male",17,"*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female",46,0,0.0,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male",38,0,0.0,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Female",202,8,4.0,40,19.8
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Male",211,21,10.0,59,28.0
"New London School District","=""0950011""","New London High School","=""0956111""","Female",101,14,13.9,20,19.8
"New London School District","=""0950011""","New London High School","=""0956111""","Male",124,15,12.1,30,24.2
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Female",181,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Male",200,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Female",156,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Male",175,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Female",200,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Male",205,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Female",85,0,0.0,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Male",72,0,0.0,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Female",144,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Male",137,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Female",19,0,"*",0,"*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Male",35,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",229,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",219,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",203,7,3.4,16,7.9
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",186,9,4.8,27,14.5
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",15,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",17,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",351,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",294,"*","*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Female",19,0,"*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Male",16,0,"*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Female",78,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Male",65,0,0.0,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Female",69,0,0.0,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Male",77,0,0.0,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Female",92,"*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Male",105,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Female",108,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Male",97,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Female",68,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Male",71,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Female",40,0,0.0,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Male",52,0,0.0,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Female",25,"*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Male",35,"*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Female",62,0,0.0,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Male",73,0,0.0,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Female",81,"*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Male",79,"*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Female",214,"*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Male",218,"*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Female",54,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Male",32,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Female",104,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Male",75,0,0.0,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Female",140,"*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Male",154,"*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Female",123,0,0.0,0,0.0
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Male",112,0,0.0,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Female",110,"*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Male",119,"*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Female",16,0,"*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Male",25,"*","*",0,0.0
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Female",32,0,0.0,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Male",41,"*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Female",73,0,0.0,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Male",68,0,0.0,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Female",104,0,0.0,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Male",88,"*","*",0,0.0
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Female",164,"*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Male",165,"*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Female",96,0,0.0,"*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Male",98,"*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Female",92,0,0.0,"*","*"
