"Sanction Counts, 2015-16"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","*","*",0,0
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",19,"*",0,0
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",38,9,0,"*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""",50,"*",0,6
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","*","*",0,"*"
"Branford School District","=""0140011""","Branford High School","=""0146111""",117,63,"*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",35,24,"*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",94,23,0,0
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","*","*",0,0
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","*",9,0,0
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",504,285,9,70
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",289,22,"*",0
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",58,75,"*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",619,405,"*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",40,41,0,0
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",165,76,"*",0
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",43,17,0,0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",111,65,0,0
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",0,14,0,0
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""",193,185,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",22,28,0,0
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",964,315,30,0
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",258,121,"*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","*",41,0,0
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",136,37,"*",0
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",201,220,"*",0
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""",152,132,"*","*"
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""",48,93,"*",0
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","*","*",0,0
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""",48,80,"*",0
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","*","*",0,0
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",13,13,0,0
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",222,499,11,0
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",39,24,0,0
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",55,53,0,"*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""",234,46,"*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","*","*",0,0
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",226,203,"*",0
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",100,182,0,0
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",62,"*",0,"*"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",9,0,0,0
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",23,0,0,0
"Bridgeport School District","=""0150011""","Read School","=""0152511""",242,125,0,"*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",343,166,"*",0
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""",137,85,0,0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",22,17,"*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""",0,"*",0,0
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",130,74,"*",0
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",366,51,"*",0
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","*",14,0,0
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""",8,10,0,0
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",174,62,"*",0
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","*",6,0,0
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",19,9,0,"*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",20,18,"*",13
"Bristol School District","=""0170011""","Extended Resource Self-Contained","=""0173611""",0,"*",0,0
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",38,33,0,12
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","*","*",0,0
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",31,7,0,"*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",7,"*",0,0
"Bristol School District","=""0170011""","Mt. View GOAL","=""0172511""",0,13,0,0
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""",8,7,0,0
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",34,20,"*",0
"Bristol School District","=""0170011""","South Side Extended Resource","=""0173011""","*","*",0,0
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","*","*",0,0
"Bristol School District","=""0170011""","South Side School","=""0171111""",42,8,0,"*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""",28,31,0,21
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",84,101,0,0
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",33,39,0,0
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""","*",0,0,0
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",41,"*",0,0
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",7,16,0,40
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",67,"*",0,17
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",0,"*",0,0
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",0,0,0,"*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",0,11,0,"*"
"Canton School District","=""0230011""","Canton Academy","=""0230411""",0,"*",0,0
"Canton School District","=""0230011""","Canton High School","=""0236111""",10,11,0,0
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",18,"*",0,0
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",25,7,0,0
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""",0,93,"*",0
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",228,66,"*",28
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",17,0,0,0
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",127,10,0,0
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",23,28,0,"*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",7,0,0,0
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""",377,59,0,0
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",355,40,"*",0
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","*",0,0,0
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","*",0,0,"*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",288,109,0,0
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",17,0,0,0
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",139,56,"*",0
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",103,46,0,"*"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",0,"*",0,0
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","*",0,0,0
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",0,"*",0,"*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",113,74,"*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",30,7,0,"*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",7,0,0,7
"Cheshire School District","=""0250011""","Highland School","=""0250411""","*","*",0,18
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""",16,7,0,0
"Cheshire School District","=""0250011""","Norton School","=""0250511""","*","*",0,0
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",6,"*",0,0
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",12,"*",0,0
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",6,"*",0,"*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",58,25,"*",0
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",61,34,"*",0
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","*",0,0,"*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",16,"*",0,0
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",39,"*",0,"*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","*",0,0,0
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",14,0,0,0
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","*",13,"*",0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",159,101,9,"*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",40,70,6,0
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",153,75,0,0
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",124,87,"*",0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",96,35,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",77,22,12,0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",83,11,0,0
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",51,11,"*",0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",90,53,9,0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",162,58,"*",0
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""",70,31,"*",0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",132,23,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",49,55,6,0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",141,63,"*",0
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",54,74,"*",0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",93,32,"*",0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",110,6,0,0
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",0,"*",0,0
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","*","*",0,0
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",0,78,0,0
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",9,0,0,0
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",14,"*",0,0
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""",0,6,"*",0
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",16,20,"*",0
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",9,"*",0,"*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",87,52,0,"*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",66,7,0,7
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",14,"*",0,7
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",18,"*",0,"*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",0,62,"*",0
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",49,50,0,0
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",1191,277,"*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","*",0,0,0
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",0,11,0,0
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",0,8,0,0
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",194,62,0,"*"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",0,"*",0,0
"Danbury School District","=""0340011""","South Street School","=""0341011""","*","*",0,0
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","*","*",0,0
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""",65,14,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""",34,"*","*",0
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","*","*",0,0
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","*","*",0,0
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",10,"*",0,"*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","*",15,0,0
"Derby School District","=""0370011""","Derby High School","=""0376111""",73,29,"*",0
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",72,51,12,"*"
"Derby School District","=""0370011""","Irving School","=""0370411""","*",28,0,"*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",35,35,0,0
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",18,"*",0,0
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","*","*",0,0
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",13,10,0,0
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",11,"*",0,0
"East Hampton School District","=""0420011""","Center School","=""0420311""","*",0,0,"*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",60,13,0,0
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",38,0,0,0
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",0,"*",0,0
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",0,30,0,6
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",25,11,0,6
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",14,9,0,0
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",14,18,0,15
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",14,"*",0,"*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",1439,364,8,0
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",366,224,"*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",0,"*",0,0
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","*",0,0,0
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",7,0,0,0
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",33,10,0,0
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",9,"*",0,0
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","*",41,"*",10
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""",13,18,0,"*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",31,"*",0,0
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","*","*",0,0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",252,72,"*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",37,198,0,"*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",12,"*",0,0
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",61,15,9,0
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",57,15,0,6
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","*",0,0,0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","*","*","*",13
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",54,27,"*",0
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",77,28,"*",19
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",0,"*",0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",26,12,0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",6,"*",0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","*",40,0,0
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","*","*",0,"*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",11,0,0,0
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","*",0,0,0
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",11,40,0,0
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","*","*",0,0
"Ellington School District","=""0480011""","Center School","=""0480111""",17,"*",0,0
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","*",0,0,0
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",126,23,7,"*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",19,16,0,"*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",19,"*",0,"*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""",26,"*",0,"*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",158,185,"*",25
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",10,6,0,0
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",23,0,0,0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",239,58,6,0
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""","*",0,0,0
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",234,109,"*",0
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",192,108,"*",0
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","*",0,0,0
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","*","*",0,0
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",7,"*",0,0
"Explorations District","=""2720013""","Explorations","=""2726113""",12,16,0,0
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",74,"*","*",0
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",102,8,0,0
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",16,"*",0,0
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",23,0,0,0
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",43,21,"*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",17,21,0,0
"Farmington School District","=""0520011""","East Farms School","=""0520411""","*","*",0,0
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",9,"*",0,0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",20,16,"*",0
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",16,"*",0,0
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,"*",0,0
"Farmington School District","=""0520011""","Union School","=""0520111""","*",0,0,"*"
"Farmington School District","=""0520011""","West District School","=""0520311""","*",0,0,0
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","*",0,0,"*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*","*",0,0
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","*",0,0,0
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",16,6,0,0
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",67,16,0,0
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","*",0,0,0
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",0,0,0,"*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",11,"*",0,0
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",6,0,0,"*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",52,"*","*","*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",39,"*",0,0
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""","*",0,0,"*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","*","*",0,"*"
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",101,99,0,39
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","*",10,"*",0
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,"*",0,0
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","*","*",0,0
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","*","*",0,0
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",0,"*",0,0
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",58,17,"*",0
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",0,"*",0,0
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",6,"*",0,0
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",0,7,0,0
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","*",0,0,0
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",11,"*",0,0
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","*","*",0,0
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*",0,0,0
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",111,33,"*",0
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",33,25,"*",0
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",56,10,0,0
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",7,12,0,0
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","*",8,0,0
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",31,"*",0,"*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","*","*",0,"*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",42,39,0,0
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","*","*",0,0
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","*",0,0,0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",394,151,"*",0
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","*","*",0,0
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","*",9,"*",0
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",90,53,0,0
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","*",0,0,0
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","*",0,0,0
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",25,8,0,0
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",31,34,"*",0
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","*","*",0,0
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",24,7,"*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",35,20,0,10
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",12,14,"*",0
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","*",73,"*",0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",244,99,"*",0
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",189,103,"*",11
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",27,"*",0,0
