"Sanction Counts, 2009-10"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",6,0,0,0
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",0,"*",0,0
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",60,16,"*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",75,16,0,0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",6,26,0,0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",97,69,"*",0
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",84,45,18,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ACT Magnet School (Arts at the Capitol Theater) - Full Time","=""2536014""","*",0,0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",7,26,0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","*",18,0,0
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","*",0,0,0
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",14,0,0,0
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","*",8,0,"*"
"Ellington School District","=""0480011""","Center School","=""0480111""",8,"*","*",0
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","*",0,0,0
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",221,32,0,0
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",10,"*","*",0
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",27,"*","*",0
"Ellington School District","=""0480011""","Windermere School","=""0480611""",18,"*",0,0
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",76,142,110,0
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","*",0,0,0
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","*",0,0,0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","*",164,0,"*"
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",45,6,0,0
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","*",335,"*",7
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",12,10,0,0
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",6,0,0,0
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",7,"*",0,0
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",213,19,"*",7
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","*","*",0,0
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","*",0,0,0
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",74,"*",0,0
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","*",0,0,0
"Explorations District","=""2720013""","Explorations","=""2726113""",10,6,0,0
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",0,"*",0,0
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",126,19,0,"*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",88,29,0,"*"
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","*","*",0,0
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","*","*",0,0
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","*","*",0,0
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",181,30,0,0
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",23,6,0,"*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""","*","*",0,0
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",0,"*",0,0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",113,53,0,"*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",10,22,0,0
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,"*",0,0
"Farmington School District","=""0520011""","Union School","=""0520111""","*",0,0,0
"Farmington School District","=""0520011""","West District School","=""0520311""","*","*",0,0
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","*","*",0,0
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",0,"*",0,0
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","*",0,0,0
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,"*",0,0
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",53,160,0,9
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","*","*",0,0
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","*",0,0,0
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","*",0,0,0
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,18,0,0
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",0,"*",0,0
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",56,"*",0,"*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",11,"*",0,0
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","*",13,0,"*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","*","*",0,0
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",6,0,0,0
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","*",6,0,0
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",204,27,"*",13
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","*",0,0,0
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","*",0,0,0
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*",0,0,0
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","*",0,0,0
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",24,6,0,0
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*","*",0,0
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",280,120,"*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",112,35,"*",0
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",34,18,0,"*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",80,37,0,0
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",80,37,0,0
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","*","*",0,0
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",58,16,"*",0
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","*",9,0,0
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","*",7,"*",0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",247,157,0,25
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",9,"*",0,0
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",66,9,0,"*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",9,"*",0,0
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",21,"*",0,"*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",50,72,0,"*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",24,"*","*",0
"Hamden School District","=""0620011""","Church Street School","=""0620211""",0,16,0,0
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,20,0,0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",986,351,0,12
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",380,162,23,"*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","*",11,0,0
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","*",27,"*",0
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",10,17,0,0
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",16,7,0,0
"Hamden School District","=""0620011""","West Woods School","=""0621411""","*","*",0,0
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",10,"*",0,0
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",69,29,0,0
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","*",73,0,0
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",0,16,0,0
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","*",6,0,0
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",0,285,0,29
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",841,134,0,"*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",0,68,0,8
"Hartford School District","=""0640011""","Burr School","=""0642311""",105,171,0,8
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",9,80,0,0
"Hartford School District","=""0640011""","Clark School","=""0642411""",21,274,0,0
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",261,93,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",92,295,0,7
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",12,64,0,0
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",203,514,9,7
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",0,188,0,"*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",0,49,0,0
