"Sanction Counts, 2013-14"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",31,14,0,0
"Bristol School District","=""0170011""","South Side School","=""0171111""",31,46,"*",0
"Bristol School District","=""0170011""","Stafford School","=""0171211""",6,14,0,0
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",19,127,0,0
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",24,40,0,0
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","*",0,0,0
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",46,0,"*",0
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",0,"*","*",0
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",103,15,"*",0
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",0,"*","*",0
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","*","*",0,0
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",20,"*",0,0
"Canton School District","=""0230011""","Canton High School","=""0236111""","*","*",0,0
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",10,0,0,0
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","*",0,0,0
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",0,"*",0,0
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",218,59,"*",0
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","*",0,0,0
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",0,0,"*",0
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","*",0,0,0
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",293,15,0,0
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",54,28,"*",0
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",17,44,0,0
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","*","*",0,0
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""",45,8,0,0
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",143,29,0,"*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","*",0,0,0
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",10,0,0,0
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",195,33,"*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","*","*",0,0
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","*",0,0,0
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",43,19,0,0
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",88,47,"*",0
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","*",0,0,0
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",0,"*",0,0
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",131,58,0,0
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",0,"*",0,0
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",30,6,14,0
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","*",0,"*",0
"Cheshire School District","=""0250011""","Highland School","=""0250411""","*",0,"*",0
"Cheshire School District","=""0250011""","Humiston School","=""0259011""","*","*",0,0
"Cheshire School District","=""0250011""","Norton School","=""0250511""","*",0,0,0
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","*",0,0,0
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","*",7,0,0
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",8,"*",0,0
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",7,"*","*",0
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",110,29,0,"*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",140,52,0,"*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","*",0,0,0
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","*","*","*",0
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",15,"*","*",0
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",46,16,0,"*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","*","*","*",0
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",7,0,0,0
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",13,12,0,0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",271,114,"*",6
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",40,62,0,8
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",91,63,0,"*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",319,108,"*",6
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",142,45,0,"*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",173,15,0,"*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",72,29,0,10
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",47,37,0,"*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",256,29,0,"*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",134,35,0,"*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",117,7,0,"*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",50,65,0,"*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",97,31,0,0
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",150,90,"*",10
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",64,17,0,"*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",166,25,0,9
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",0,"*",0,0
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",14,9,6,0
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",0,68,0,0
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",69,17,0,0
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",25,12,"*",0
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",47,"*","*",0
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",121,16,"*",0
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",145,30,0,0
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","*","*",0,0
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","*","*",0,0
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",0,61,0,0
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",23,41,0,0
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",1378,279,0,"*"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","*","*",0,0
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",0,"*",0,0
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",0,"*",0,0
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",0,7,"*",0
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",0,"*",0,0
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",0,"*",0,0
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","*",0,0,0
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",0,8,0,0
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",0,"*",0,0
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",306,138,"*",0
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",21,"*","*",0
"Darien School District","=""0350011""","Darien High School","=""0356111""",49,35,0,"*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","*",0,0,0
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","*",0,0,0
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","*",0,0,0
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","*","*",0,0
"Derby School District","=""0370011""","Bradley School","=""0370611""",0,13,0,0
"Derby School District","=""0370011""","Derby High School","=""0376111""",89,46,0,"*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",123,71,"*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""",0,41,6,"*"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",0,"*","*",0
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",31,7,0,0
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",6,"*",0,0
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","*","*",0,0
"East Hampton School District","=""0420011""","Center School","=""0420311""",7,0,0,0
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",37,19,0,0
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",32,"*",0,0
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","*",0,0,0
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",0,"*",0,0
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",16,32,13,0
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","*",0,0,0
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",13,31,"*",0
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",65,59,16,0
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",15,12,14,0
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",1427,854,0,8
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",556,272,"*",7
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",14,7,"*",0
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",14,"*","*",0
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",16,"*",0,0
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",78,31,0,"*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","*",15,0,0
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""",76,47,"*","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""",79,19,"*",0
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",12,"*",0,"*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","*","*",0,0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",190,123,0,"*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",124,79,0,"*"
"East Haven School District","=""0440011""","Pathways","=""0449011""",0,"*",0,0
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","*",0,0,0
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",30,20,0,0
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",57,15,7,0
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,"*",0,0
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,"*",0,0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","*",23,17,0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",109,56,0,7
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",85,21,"*",0
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",6,"*",0,0
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",22,"*",0,0
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","*",0,"*",0
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",17,50,0,0
"Ellington School District","=""0480011""","Center School","=""0480111""","*","*","*",0
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",6,"*","*",0
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",93,40,0,"*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",11,7,"*",0
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",27,"*","*",0
"Ellington School District","=""0480011""","Windermere School","=""0480611""",12,"*",0,0
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",365,254,16,"*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",11,"*",0,0
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",45,13,0,0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",165,81,0,13
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",19,10,0,0
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",238,85,0,"*"
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""","*","*",0,0
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""","*",10,0,0
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",289,99,"*",9
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","*","*","*",0
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",14,17,6,0
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","*","*",0,0
"Explorations District","=""2720013""","Explorations","=""2726113""",10,28,0,0
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",110,"*",0,"*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",85,13,"*","*"
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",32,"*",0,0
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,0,0,"*"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","*",0,0,0
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","*","*",0,0
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",44,"*",0,0
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","*",0,0,0
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,"*","*",0
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",13,8,"*",0
"Farmington School District","=""0520011""","East Farms School","=""0520411""","*",0,0,0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",24,29,"*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",19,"*",0,0
"Farmington School District","=""0520011""","Union School","=""0520111""","*","*","*",0
"Farmington School District","=""0520011""","West District School","=""0520311""","*",0,0,0
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",10,"*",6,0
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",11,0,0,0
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","*",0,0,0
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,"*",0,0
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",125,23,0,"*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","*","*",0,0
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","*",9,0,0
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",0,"*",0,0
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",28,14,0,0
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",0,0,"*",0
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",34,7,0,"*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",19,0,"*",0
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",6,7,"*",0
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","*",0,0,0
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","*",15,0,0
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","*",0,0,0
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",83,37,"*","*"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","*","*",0,0
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","*",0,0,0
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","*","*",0,0
"Greenwich School District","=""0570011""","North Street School","=""0570811""",0,6,0,0
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",30,8,0,0
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*","*",0,0
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",215,100,0,"*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",42,30,0,0
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",31,19,"*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",11,44,"*",0
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","*","*",0,0
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",18,35,0,0
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","*",11,6,0
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,0,"*",0
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","*","*",0,0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",324,152,0,10
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","*",0,"*",0
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",89,59,"*",0
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","*","*","*",0
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","*",0,"*",0
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,"*",0,0
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",12,"*",0,0
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",84,60,0,8
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,"*",0,0
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",13,29,0,0
"Hamden School District","=""0620011""","Church Street School","=""0620211""",11,50,0,0
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",17,8,"*",0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",547,260,0,6
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",268,98,15,"*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",6,6,0,0
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","*",36,"*",0
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",6,29,0,0
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","*",14,"*",0
"Hamden School District","=""0620011""","West Woods School","=""0621411""","*",6,0,0
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",0,0,"*",0
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",117,160,0,"*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",105,260,8,"*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","*",8,0,0
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","*",0,0,0
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","*",61,0,"*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","*",147,0,"*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",314,309,"*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""",38,126,0,0
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","*",149,0,"*"
"Hartford School District","=""0640011""","Clark School","=""0642411""",112,241,0,"*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",315,81,"*",0
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","*",73,0,"*"
