"Sanction Counts, 2010-11"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","*","*",0,0
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","*","*",0,0
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",7,0,0,0
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",0,"*",0,0
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",239,11,0,0
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",115,15,0,12
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",0,"*",0,"*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","*",0,0,0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",138,130,10,0
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",66,25,0,17
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",42,64,0,10
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""",46,9,0,8
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",25,33,0,20
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","*",7,0,0
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",14,"*",0,0
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",14,21,0,0
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",0,0,0,7
"Branford School District","=""0140011""","Branford High School","=""0146111""",264,86,12,0
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",98,38,"*",0
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","*","*",0,0
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","*","*",0,0
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",310,146,"*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",179,77,0,9
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",518,530,"*",0
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",68,34,0,0
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","*",0,0,0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",218,105,"*",0
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",0,9,0,0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","*",24,0,0
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",1560,970,10,0
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",168,78,0,"*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",20,22,0,0
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",53,36,0,0
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",144,182,"*",0
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""",55,290,"*",0
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""",349,244,"*","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""",9,9,0,0
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""",143,73,"*",0
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","*",13,0,0
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",18,11,0,0
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",691,692,30,0
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",23,13,0,0
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",116,35,0,0
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",201,164,"*",0
"Bridgeport School District","=""0150011""","Longfellow School","=""0151911""",8,24,0,0
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",248,70,"*",8
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",32,"*",0,0
"Bridgeport School District","=""0150011""","Make The Grade","=""0159511""",0,54,"*",0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",13,"*",0,0
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""",0,10,"*",0
"Bridgeport School District","=""0150011""","Read School","=""0152511""",392,139,"*",18
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",673,334,"*",0
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""",51,77,0,0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",65,13,0,0
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","*","*",0,0
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",332,110,"*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",391,117,"*",0
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",211,179,"*","*"
"Bristol School District","=""0170011""","Clara T. O'Connell School","=""0170711""",6,26,0,0
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",28,10,0,"*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",6,20,0,"*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","*",9,0,"*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",18,"*",0,"*"
"Bristol School District","=""0170011""","John J. Jennings School","=""0170611""",10,20,0,0
"Bristol School District","=""0170011""","Memorial Boulevard Middle School","=""0175311""",15,77,0,0
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",17,9,0,0
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",36,24,0,0
"Bristol School District","=""0170011""","South Side School","=""0171111""",0,19,0,36
"Bristol School District","=""0170011""","Stafford School","=""0171211""",6,8,0,0
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",48,34,0,0
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",25,0,0,"*"
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",0,"*",0,30
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",81,"*",0,6
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","*",0,0,0
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",26,"*",0,"*"
"Canton School District","=""0230011""","Canton High School","=""0236111""",8,"*",0,0
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",10,"*",0,0
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",18,"*",0,0
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","*","*",0,0
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",9,"*",0,0
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","*",0,0,0
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","*",0,0,0
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",491,33,"*",0
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","*","*",0,0
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",24,39,0,0
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","*",17,0,0
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",53,19,0,0
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",304,27,"*",17
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",276,"*",0,0
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","*",0,0,0
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","*",0,0,0
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",114,61,0,"*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",25,"*",0,9
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",0,0,0,"*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","*",0,0,7
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",6,21,0,0
"Cheshire School District","=""0250011""","Norton School","=""0250511""",0,"*",0,0
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",0,"*",0,"*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","*",0,0,7
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",21,19,"*","*"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",6,"*",0,"*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",194,35,"*",0
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",176,43,"*",8
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","*",7,0,10
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",11,0,0,0
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",40,8,"*",10
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",0,"*",0,0
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",14,0,0,0
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",18,"*",0,0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",287,151,6,0
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",81,142,"*",0
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",245,64,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",603,205,13,0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",202,44,"*",0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",236,7,"*",0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",244,19,14,0
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",120,12,"*",0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",285,23,6,0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",207,39,7,0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",154,31,"*",0
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",229,79,"*",0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",516,29,"*",0
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",342,70,"*",0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",73,29,6,0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",162,17,6,0
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""",0,"*",0,0
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",26,10,0,"*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",46,63,0,0
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","*",0,0,"*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",68,12,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",338,78,7,"*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",37,9,0,11
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",428,42,"*",6
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",113,19,0,"*"
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","*",0,0,0
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",0,7,0,0
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","*",77,"*",0
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",42,86,13,"*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",1625,433,10,"*"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",0,6,0,0
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","*",7,0,0
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",0,"*",0,0
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",0,16,0,0
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","*","*",0,0
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",33,8,0,0
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",10,"*",0,0
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",9,24,0,0
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",0,6,0,0
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",373,172,"*",0
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",0,12,0,0
"Danbury School District","=""0340011""","South Street School","=""0341011""","*",0,0,0
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",18,7,0,9
"Darien School District","=""0350011""","Darien High School","=""0356111""",48,9,0,0
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",0,"*",0,0
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",12,"*",0,0
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",0,"*",0,0
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",6,0,0,0
"Derby School District","=""0370011""","Bradley School","=""0370611""","*","*",0,0
"Derby School District","=""0370011""","Derby High School","=""0376111""",386,96,"*",0
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",0,8,"*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","*",23,0,0
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",0,"*",0,0
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",23,13,0,"*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",7,"*",0,0
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","*",0,0,0
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","*",0,0,0
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",8,24,0,0
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",22,"*",0,0
"East Hampton School District","=""0420011""","Center School","=""0420311""","*","*",0,0
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",100,32,"*",0
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",22,"*",0,0
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",15,50,"*",0
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",21,"*",0,0
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",33,9,0,0
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",27,21,0,43
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",16,7,0,"*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",1596,1162,20,0
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",962,539,"*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",30,10,0,"*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",20,21,0,0
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",37,38,0,0
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",132,10,"*",0
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",33,30,0,0
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""",130,175,10,"*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""",171,60,0,12
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",0,"*",0,0
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",12,"*",0,0
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","*",0,0,0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",501,122,8,0
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",0,"*",0,0
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",221,209,0,0
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",0,"*",0,0
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",82,21,"*",0
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",56,11,0,"*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","*","*",0,0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",12,22,0,0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",141,67,0,"*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",120,35,0,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","*",71,0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","*",6,0,"*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","*",0,0,0
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","*",0,0,0
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","*","*",0,"*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","*","*",0,0
"Ellington School District","=""0480011""","Center School","=""0480111""",14,"*",0,0
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","*",0,0,0
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",228,38,7,0
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",10,"*",0,"*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",32,11,0,"*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""",13,"*",0,7
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",175,320,"*",0
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",26,"*",0,0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",249,79,11,0
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",40,"*",0,0
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",338,84,7,0
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",15,11,0,0
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""","*","*",0,0
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",8,"*",0,0
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",155,53,6,0
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","*",0,0,0
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","*","*",0,0
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",45,0,0,0
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","*",0,0,0
"Explorations District","=""2720013""","Explorations","=""2726113""",59,"*",0,0
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","*","*",0,0
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",125,11,"*",0
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",66,"*","*",0
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",29,"*",0,0
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","*",0,0,0
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","*",0,0,0
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",154,47,0,0
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","*","*",0,0
"Farmington School District","=""0520011""","East Farms School","=""0520411""","*",0,0,"*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",49,54,"*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",23,18,"*",0
"Farmington School District","=""0520011""","Union School","=""0520111""","*","*",0,"*"
"Farmington School District","=""0520011""","West District School","=""0520311""","*","*",0,0
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","*","*",0,0
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",7,0,0,0
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",106,27,"*",0
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","*",0,0,0
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","*",0,0,0
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","*",0,0,0
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",13,12,0,0
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",80,"*","*",0
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",10,"*",0,0
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","*",0,0,0
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","*",11,0,0
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","*","*",0,0
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",8,"*",0,0
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",8,0,0,"*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",286,34,6,0
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",0,"*",0,0
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",6,0,0,0
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*",0,0,0
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",17,6,0,0
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",9,"*",0,0
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",347,127,"*",0
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",106,17,"*",0
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",51,"*",0,0
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",101,28,0,0
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",101,28,0,0
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",0,"*",0,0
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",31,6,0,"*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",12,"*",0,0
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,7,0,"*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","*","*",0,0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",309,136,26,"*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","*","*",0,0
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",76,33,0,0
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","*","*",0,0
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",24,"*","*",0
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",71,70,"*",0
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","*",0,0,0
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,"*",0,0
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",10,0,0,"*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",11,11,0,0
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,18,0,0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1063,366,"*",0
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",335,84,7,18
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",7,"*",0,0
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","*",24,0,13
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","*",48,0,0
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",17,"*",0,0
"Hamden School District","=""0620011""","West Woods School","=""0621411""",6,"*",0,0
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",8,"*",0,0
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",41,54,0,0
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",9,52,"*",0
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","*","*",0,0
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",47,95,"*",0
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",690,163,"*",0
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",0,327,"*",0
"Hartford School District","=""0640011""","Burr School","=""0642311""",106,218,13,0
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","*",37,0,"*"
"Hartford School District","=""0640011""","Clark School","=""0642411""","*",37,"*",0
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",236,48,"*",15
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",0,101,"*",0
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",17,24,"*",0
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",164,304,"*",0
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",10,25,0,0
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",0,13,"*",0
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",11,109,"*",0
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",24,132,0,0
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",524,294,7,0
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",153,78,"*",0
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",0,95,10,0
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",45,100,0,0
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,164,"*",28
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*",18,0,0
