"Six-Year Graduation Rates, 2010-11"
"All Districts, Race/Ethnicity"

"",,,,"Graduates",
"Greenwich School District","=""0570011""","White",472,464,98.3
"Griswold School District","=""0580011""","Black","*","*","*"
"Griswold School District","=""0580011""","Hispanic",6,"*","*"
"Griswold School District","=""0580011""","Asian","*","*","*"
"Griswold School District","=""0580011""","Indian or Alaska Native",7,"*","*"
"Griswold School District","=""0580011""","White",181,156,86.2
"Groton School District","=""0590011""","Black",47,38,80.9
"Groton School District","=""0590011""","Hispanic",36,25,69.4
"Groton School District","=""0590011""","Asian","*","*","*"
"Groton School District","=""0590011""","Indian or Alaska Native","*","*","*"
"Groton School District","=""0590011""","White",223,189,84.8
"Guilford School District","=""0600011""","Black","*","*","*"
"Guilford School District","=""0600011""","Hispanic",12,"*","*"
"Guilford School District","=""0600011""","Asian","*","*","*"
"Guilford School District","=""0600011""","White",251,242,96.4
"Hamden School District","=""0620011""","Black",211,171,81.0
"Hamden School District","=""0620011""","Hispanic",66,55,83.3
"Hamden School District","=""0620011""","Asian",23,23,100.0
"Hamden School District","=""0620011""","White",279,264,94.6
"Hartford School District","=""0640011""","Black",655,509,77.7
"Hartford School District","=""0640011""","Hispanic",787,480,61.0
"Hartford School District","=""0640011""","Asian","*","*","*"
"Hartford School District","=""0640011""","Indian or Alaska Native","*","*","*"
"Hartford School District","=""0640011""","White",113,100,88.5
"Killingly School District","=""0690011""","Black","*","*","*"
"Killingly School District","=""0690011""","Hispanic",6,"*","*"
"Killingly School District","=""0690011""","Asian",7,"*","*"
"Killingly School District","=""0690011""","Indian or Alaska Native","*","*","*"
"Killingly School District","=""0690011""","White",176,135,76.7
"Lebanon School District","=""0710011""","Hispanic","*","*","*"
"Lebanon School District","=""0710011""","White","*","*","*"
"Ledyard School District","=""0720011""","Black",10,"*","*"
"Ledyard School District","=""0720011""","Hispanic",19,16,"*"
"Ledyard School District","=""0720011""","Asian",13,13,"*"
"Ledyard School District","=""0720011""","Indian or Alaska Native",7,"*","*"
"Ledyard School District","=""0720011""","White",182,172,94.5
"Lisbon School District","=""0730011""","White","*","*","*"
"Litchfield School District","=""0740011""","Black","*","*","*"
"Litchfield School District","=""0740011""","Hispanic","*","*","*"
"Litchfield School District","=""0740011""","Indian or Alaska Native","*","*","*"
"Litchfield School District","=""0740011""","White",90,"*","*"
"Madison School District","=""0760011""","Black","*","*","*"
"Madison School District","=""0760011""","Hispanic","*","*","*"
"Madison School District","=""0760011""","Asian",14,14,"*"
"Madison School District","=""0760011""","Indian or Alaska Native","*","*","*"
"Madison School District","=""0760011""","White",291,283,97.3
"Manchester School District","=""0770011""","Black",98,76,77.6
"Manchester School District","=""0770011""","Hispanic",114,"*","*"
"Manchester School District","=""0770011""","Asian",34,"*","*"
"Manchester School District","=""0770011""","White",284,230,81.0
"Meriden School District","=""0800011""","Black",85,65,76.5
"Meriden School District","=""0800011""","Hispanic",240,160,66.7
"Meriden School District","=""0800011""","Asian","*","*","*"
"Meriden School District","=""0800011""","Indian or Alaska Native","*","*","*"
"Meriden School District","=""0800011""","White",283,239,84.5
"Middletown School District","=""0830011""","Black",83,62,74.7
"Middletown School District","=""0830011""","Hispanic",28,20,71.4
"Middletown School District","=""0830011""","Asian","*","*","*"
"Middletown School District","=""0830011""","Indian or Alaska Native","*","*","*"
"Middletown School District","=""0830011""","White",217,185,85.3
"Milford School District","=""0840011""","Black",17,"*","*"
"Milford School District","=""0840011""","Hispanic",30,"*","*"
"Milford School District","=""0840011""","Asian","*","*","*"
"Milford School District","=""0840011""","Indian or Alaska Native","*","*","*"
"Milford School District","=""0840011""","White",433,399,92.1
"Monroe School District","=""0850011""","Black",12,12,"*"
"Monroe School District","=""0850011""","Hispanic",17,17,"*"
"Monroe School District","=""0850011""","Asian",15,15,"*"
"Monroe School District","=""0850011""","White",322,317,98.4
"Montville School District","=""0860011""","Black","*","*","*"
"Montville School District","=""0860011""","Hispanic",17,"*","*"
"Montville School District","=""0860011""","Asian",14,"*","*"
"Montville School District","=""0860011""","Indian or Alaska Native","*","*","*"
"Montville School District","=""0860011""","White",157,137,87.3
"Naugatuck School District","=""0880011""","Black",36,31,86.1
"Naugatuck School District","=""0880011""","Hispanic",34,27,79.4
"Naugatuck School District","=""0880011""","Asian",11,11,"*"
"Naugatuck School District","=""0880011""","White",287,246,85.7
"New Britain School District","=""0890011""","Black",129,92,71.3
"New Britain School District","=""0890011""","Hispanic",411,224,54.5
"New Britain School District","=""0890011""","Asian","*","*","*"
"New Britain School District","=""0890011""","Indian or Alaska Native","*","*","*"
"New Britain School District","=""0890011""","White",183,130,71.0
"New Canaan School District","=""0900011""","Black","*","*","*"
"New Canaan School District","=""0900011""","Hispanic","*","*","*"
"New Canaan School District","=""0900011""","Asian",8,8,"*"
"New Canaan School District","=""0900011""","White",292,288,98.6
"New Fairfield School District","=""0910011""","Hispanic",9,"*","*"
"New Fairfield School District","=""0910011""","Asian",6,"*","*"
"New Fairfield School District","=""0910011""","White",225,214,95.1
"New Haven School District","=""0930011""","Black",736,543,73.8
"New Haven School District","=""0930011""","Hispanic",481,277,57.6
"New Haven School District","=""0930011""","Asian","*","*","*"
"New Haven School District","=""0930011""","Indian or Alaska Native","*","*","*"
"New Haven School District","=""0930011""","White",194,169,87.1
"New London School District","=""0950011""","Black",85,63,74.1
"New London School District","=""0950011""","Hispanic",102,66,64.7
"New London School District","=""0950011""","Asian","*","*","*"
"New London School District","=""0950011""","Indian or Alaska Native","*","*","*"
"New London School District","=""0950011""","White",66,47,71.2
"New Milford School District","=""0960011""","Black",7,"*","*"
"New Milford School District","=""0960011""","Hispanic",20,"*","*"
"New Milford School District","=""0960011""","Asian",16,"*","*"
"New Milford School District","=""0960011""","White",356,321,90.2
"Newington School District","=""0940011""","Black",28,25,89.3
"Newington School District","=""0940011""","Hispanic",30,"*","*"
"Newington School District","=""0940011""","Asian",26,"*","*"
"Newington School District","=""0940011""","White",328,295,89.9
"Newtown School District","=""0970011""","Black","*","*","*"
"Newtown School District","=""0970011""","Hispanic",16,16,"*"
"Newtown School District","=""0970011""","Asian","*","*","*"
"Newtown School District","=""0970011""","White",412,396,96.1
"North Branford School District","=""0990011""","Black","*","*","*"
"North Branford School District","=""0990011""","Hispanic","*","*","*"
"North Branford School District","=""0990011""","Asian","*","*","*"
"North Branford School District","=""0990011""","White",187,177,94.7
"North Haven School District","=""1010011""","Black",27,22,81.5
"North Haven School District","=""1010011""","Hispanic",14,"*","*"
"North Haven School District","=""1010011""","Asian",11,"*","*"
"North Haven School District","=""1010011""","White",255,228,89.4
"North Stonington School District","=""1020011""","Hispanic","*","*","*"
"North Stonington School District","=""1020011""","Asian","*","*","*"
"North Stonington School District","=""1020011""","Indian or Alaska Native","*","*","*"
"North Stonington School District","=""1020011""","White",60,"*","*"
"Norwalk School District","=""1030011""","Black",256,225,87.9
"Norwalk School District","=""1030011""","Hispanic",262,214,81.7
"Norwalk School District","=""1030011""","Asian","*","*","*"
"Norwalk School District","=""1030011""","Indian or Alaska Native","*","*","*"
"Norwalk School District","=""1030011""","White",335,308,91.9
"Norwich Free Academy District","=""9010022""","Black",87,67,77.0
"Norwich Free Academy District","=""9010022""","Hispanic",80,60,75.0
"Norwich Free Academy District","=""9010022""","Asian","*","*","*"
"Norwich Free Academy District","=""9010022""","Indian or Alaska Native","*","*","*"
"Norwich Free Academy District","=""9010022""","White",408,353,86.5
"Norwich School District","=""1040011""","Black",15,"*","*"
"Norwich School District","=""1040011""","Hispanic","*","*","*"
"Norwich School District","=""1040011""","Asian","*","*","*"
"Norwich School District","=""1040011""","Indian or Alaska Native","*","*","*"
"Norwich School District","=""1040011""","White",20,10,50.0
"Old Saybrook School District","=""1060011""","Black","*","*","*"
"Old Saybrook School District","=""1060011""","Hispanic","*","*","*"
"Old Saybrook School District","=""1060011""","Asian",7,7,"*"
"Old Saybrook School District","=""1060011""","Indian or Alaska Native","*","*","*"
"Old Saybrook School District","=""1060011""","White",109,105,96.3
"Oxford School District","=""1080011""","Black","*","*","*"
"Oxford School District","=""1080011""","Hispanic","*","*","*"
"Oxford School District","=""1080011""","Asian","*","*","*"
"Oxford School District","=""1080011""","Indian or Alaska Native","*","*","*"
"Oxford School District","=""1080011""","White",144,138,95.8
"Plainfield School District","=""1090011""","Black","*","*","*"
"Plainfield School District","=""1090011""","Hispanic","*","*","*"
"Plainfield School District","=""1090011""","Asian","*","*","*"
"Plainfield School District","=""1090011""","Indian or Alaska Native","*","*","*"
"Plainfield School District","=""1090011""","White",216,192,88.9
"Plainville School District","=""1100011""","Black",12,"*","*"
"Plainville School District","=""1100011""","Hispanic","*","*","*"
"Plainville School District","=""1100011""","Asian","*","*","*"
"Plainville School District","=""1100011""","White",207,188,90.8
"Plymouth School District","=""1110011""","Black","*","*","*"
"Plymouth School District","=""1110011""","Hispanic","*","*","*"
"Plymouth School District","=""1110011""","Asian","*","*","*"
"Plymouth School District","=""1110011""","White",134,"*","*"
"Portland School District","=""1130011""","Black","*","*","*"
"Portland School District","=""1130011""","Hispanic","*","*","*"
"Portland School District","=""1130011""","White",94,80,85.1
"Putnam School District","=""1160011""","Black","*","*","*"
"Putnam School District","=""1160011""","Hispanic","*","*","*"
"Putnam School District","=""1160011""","Indian or Alaska Native","*","*","*"
"Putnam School District","=""1160011""","White",65,57,87.7
"Regional School District 01","=""2010012""","Hispanic","*","*","*"
"Regional School District 01","=""2010012""","Asian","*","*","*"
"Regional School District 01","=""2010012""","White",131,114,87.0
"Regional School District 04","=""2040012""","Black","*","*","*"
"Regional School District 04","=""2040012""","Hispanic","*","*","*"
"Regional School District 04","=""2040012""","Asian",9,9,"*"
"Regional School District 04","=""2040012""","White",154,136,88.3
"Regional School District 05","=""2050012""","Black",17,"*","*"
"Regional School District 05","=""2050012""","Hispanic",13,"*","*"
"Regional School District 05","=""2050012""","Asian",39,39,100.0
"Regional School District 05","=""2050012""","White",341,320,93.8
"Regional School District 06","=""2060012""","Black","*","*","*"
"Regional School District 06","=""2060012""","Hispanic","*","*","*"
"Regional School District 06","=""2060012""","Asian","*","*","*"
"Regional School District 06","=""2060012""","White",100,89,89.0
"Regional School District 07","=""2070012""","Black","*","*","*"
"Regional School District 07","=""2070012""","Hispanic","*","*","*"
"Regional School District 07","=""2070012""","Asian","*","*","*"
"Regional School District 07","=""2070012""","White",202,196,97.0
"Regional School District 08","=""2080012""","Hispanic","*","*","*"
"Regional School District 08","=""2080012""","Asian","*","*","*"
"Regional School District 08","=""2080012""","White",256,230,89.8
"Regional School District 09","=""2090012""","Black","*","*","*"
"Regional School District 09","=""2090012""","Hispanic",12,12,"*"
"Regional School District 09","=""2090012""","Asian","*","*","*"
"Regional School District 09","=""2090012""","Indian or Alaska Native","*","*","*"
"Regional School District 09","=""2090012""","White",201,197,98.0
"Regional School District 10","=""2100012""","Black","*","*","*"
"Regional School District 10","=""2100012""","Hispanic",6,6,"*"
"Regional School District 10","=""2100012""","Asian","*","*","*"
"Regional School District 10","=""2100012""","White",165,161,97.6
"Regional School District 11","=""2110012""","White",39,29,74.4
"Regional School District 12","=""2120012""","Black","*","*","*"
"Regional School District 12","=""2120012""","Hispanic","*","*","*"
"Regional School District 12","=""2120012""","Asian","*","*","*"
"Regional School District 12","=""2120012""","Indian or Alaska Native","*","*","*"
"Regional School District 12","=""2120012""","White",89,77,86.5
"Regional School District 13","=""2130012""","Black","*","*","*"
"Regional School District 13","=""2130012""","Hispanic","*","*","*"
"Regional School District 13","=""2130012""","Asian","*","*","*"
"Regional School District 13","=""2130012""","Indian or Alaska Native","*","*","*"
"Regional School District 13","=""2130012""","White",134,126,94.0
"Regional School District 14","=""2140012""","Black","*","*","*"
"Regional School District 14","=""2140012""","Hispanic","*","*","*"
"Regional School District 14","=""2140012""","Asian","*","*","*"
"Regional School District 14","=""2140012""","White",211,206,97.6
"Regional School District 15","=""2150012""","Black","*","*","*"
"Regional School District 15","=""2150012""","Hispanic",8,8,"*"
"Regional School District 15","=""2150012""","Asian","*","*","*"
"Regional School District 15","=""2150012""","Indian or Alaska Native","*","*","*"
"Regional School District 15","=""2150012""","White",369,350,94.9
"Regional School District 16","=""2160012""","Black","*","*","*"
"Regional School District 16","=""2160012""","Hispanic",8,"*","*"
"Regional School District 16","=""2160012""","Asian","*","*","*"
"Regional School District 16","=""2160012""","White",181,165,91.2
"Regional School District 17","=""2170012""","Black","*","*","*"
"Regional School District 17","=""2170012""","Hispanic","*","*","*"
"Regional School District 17","=""2170012""","Asian","*","*","*"
"Regional School District 17","=""2170012""","Indian or Alaska Native","*","*","*"
"Regional School District 17","=""2170012""","White",175,165,94.3
"Regional School District 18","=""2180012""","Black","*","*","*"
"Regional School District 18","=""2180012""","Hispanic","*","*","*"
"Regional School District 18","=""2180012""","Asian","*","*","*"
"Regional School District 18","=""2180012""","White",127,123,96.9
"Regional School District 19","=""2190012""","Black",10,"*","*"
"Regional School District 19","=""2190012""","Hispanic",10,8,"*"
"Regional School District 19","=""2190012""","Asian",12,"*","*"
"Regional School District 19","=""2190012""","White",252,226,89.7
"Ridgefield School District","=""1180011""","Black",8,"*","*"
"Ridgefield School District","=""1180011""","Hispanic",15,"*","*"
"Ridgefield School District","=""1180011""","Asian",11,11,"*"
"Ridgefield School District","=""1180011""","White",399,390,97.7
"Rocky Hill School District","=""1190011""","Black",7,"*","*"
"Rocky Hill School District","=""1190011""","Hispanic",8,"*","*"
"Rocky Hill School District","=""1190011""","Asian",8,8,"*"
"Rocky Hill School District","=""1190011""","White",153,144,94.1
"Seymour School District","=""1240011""","Black","*","*","*"
"Seymour School District","=""1240011""","Hispanic",14,"*","*"
"Seymour School District","=""1240011""","Asian",9,9,"*"
"Seymour School District","=""1240011""","Indian or Alaska Native","*","*","*"
"Seymour School District","=""1240011""","White",157,139,88.5
"Shelton School District","=""1260011""","Black","*","*","*"
"Shelton School District","=""1260011""","Hispanic",33,"*","*"
"Shelton School District","=""1260011""","Asian",18,18,"*"
"Shelton School District","=""1260011""","Indian or Alaska Native","*","*","*"
"Shelton School District","=""1260011""","White",327,305,93.3
"Simsbury School District","=""1280011""","Black",18,18,"*"
"Simsbury School District","=""1280011""","Hispanic",12,"*","*"
"Simsbury School District","=""1280011""","Asian",15,"*","*"
"Simsbury School District","=""1280011""","White",314,303,96.5
"Somers School District","=""1290011""","Black","*","*","*"
"Somers School District","=""1290011""","Hispanic","*","*","*"
"Somers School District","=""1290011""","Asian","*","*","*"
"Somers School District","=""1290011""","White",138,134,97.1
"South Windsor School District","=""1320011""","Black",21,21,100.0
"South Windsor School District","=""1320011""","Hispanic",25,"*","*"
"South Windsor School District","=""1320011""","Asian",30,"*","*"
"South Windsor School District","=""1320011""","White",349,329,94.3
"Southington School District","=""1310011""","Black","*","*","*"
"Southington School District","=""1310011""","Hispanic",19,"*","*"
"Southington School District","=""1310011""","Asian",17,17,"*"
"Southington School District","=""1310011""","Indian or Alaska Native","*","*","*"
"Southington School District","=""1310011""","White",489,468,95.7
"Stafford School District","=""1340011""","Black","*","*","*"
"Stafford School District","=""1340011""","Hispanic","*","*","*"
"Stafford School District","=""1340011""","Asian",6,"*","*"
"Stafford School District","=""1340011""","White",122,108,88.5
"Stamford Academy District","=""2820013""","Black",35,24,68.6
"Stamford Academy District","=""2820013""","Hispanic",11,"*","*"
"Stamford Academy District","=""2820013""","Asian","*","*","*"
"Stamford Academy District","=""2820013""","White","*","*","*"
"Stamford School District","=""1350011""","Black",293,257,87.7
"Stamford School District","=""1350011""","Hispanic",321,269,83.8
"Stamford School District","=""1350011""","Asian","*","*","*"
"Stamford School District","=""1350011""","Indian or Alaska Native","*","*","*"
"Stamford School District","=""1350011""","White",506,471,93.1
"Stonington School District","=""1370011""","Black","*","*","*"
"Stonington School District","=""1370011""","Hispanic",6,6,"*"
"Stonington School District","=""1370011""","Asian","*","*","*"
"Stonington School District","=""1370011""","Indian or Alaska Native","*","*","*"
"Stonington School District","=""1370011""","White",195,186,95.4
"Stratford School District","=""1380011""","Black",143,129,90.2
"Stratford School District","=""1380011""","Hispanic",110,99,90.0
"Stratford School District","=""1380011""","Asian","*","*","*"
"Stratford School District","=""1380011""","Indian or Alaska Native","*","*","*"
"Stratford School District","=""1380011""","White",305,283,92.8
"Suffield School District","=""1390011""","Black","*","*","*"
"Suffield School District","=""1390011""","Hispanic","*","*","*"
"Suffield School District","=""1390011""","Asian","*","*","*"
"Suffield School District","=""1390011""","White",204,"*","*"
"The Bridge Academy District","=""2690013""","Black",18,"*","*"
"The Bridge Academy District","=""2690013""","Hispanic","*","*","*"
"The Bridge Academy District","=""2690013""","Indian or Alaska Native","*","*","*"
"The Gilbert School District","=""9020022""","Black","*","*","*"
"The Gilbert School District","=""9020022""","Hispanic","*","*","*"
"The Gilbert School District","=""9020022""","Asian","*","*","*"
"The Gilbert School District","=""9020022""","White",62,54,87.1
"Thomaston School District","=""1400011""","Hispanic","*","*","*"
"Thomaston School District","=""1400011""","Indian or Alaska Native","*","*","*"
"Thomaston School District","=""1400011""","White",99,92,92.9
"Thompson School District","=""1410011""","Hispanic","*","*","*"
"Thompson School District","=""1410011""","White","*","*","*"
"Tolland School District","=""1420011""","Black","*","*","*"
"Tolland School District","=""1420011""","Hispanic","*","*","*"
"Tolland School District","=""1420011""","Asian","*","*","*"
"Tolland School District","=""1420011""","White",217,206,94.9
"Torrington School District","=""1430011""","Black",17,"*","*"
"Torrington School District","=""1430011""","Hispanic",35,22,62.9
"Torrington School District","=""1430011""","Asian","*","*","*"
"Torrington School District","=""1430011""","Indian or Alaska Native","*","*","*"
"Torrington School District","=""1430011""","White",223,190,85.2
"Trumbull School District","=""1440011""","Black",33,33,100.0
"Trumbull School District","=""1440011""","Hispanic",29,"*","*"
"Trumbull School District","=""1440011""","Asian",25,"*","*"
"Trumbull School District","=""1440011""","White",416,412,99.0
"Unified School District #1","=""3360015""","Black",342,"*","*"
"Unified School District #1","=""3360015""","Hispanic",231,"*","*"
"Unified School District #1","=""3360015""","Asian","*","*","*"
"Unified School District #1","=""3360015""","Indian or Alaska Native","*","*","*"
"Unified School District #1","=""3360015""","White",161,"*","*"
"Unified School District #2","=""3470015""","Black",14,9,"*"
