"Six-Year Graduation Rates, 2010-11"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,"Graduates",
"Common Ground High School District","Eligible For Reduced Lunch","*","*","*"
"Common Ground High School District","Not Eligible For Lunch","*","*","*"
"Connecticut Technical High School System","Eligible For Free Lunch",232,207,89.2
"Connecticut Technical High School System","Eligible For Reduced Lunch",15,12,80.0
"Connecticut Technical High School System","Not Eligible For Lunch",2083,1979,95.0
"Coventry School District","Eligible For Free Lunch",10,9,90.0
"Coventry School District","Eligible For Reduced Lunch",6,6,100.0
"Coventry School District","Not Eligible For Lunch",137,125,91.2
"Cromwell School District","Eligible For Free Lunch",10,"*","*"
"Cromwell School District","Eligible For Reduced Lunch",6,"*","*"
"Cromwell School District","Not Eligible For Lunch",154,148,96.1
"Danbury School District","Eligible For Free Lunch",180,127,70.6
"Danbury School District","Eligible For Reduced Lunch",49,42,85.7
"Danbury School District","Not Eligible For Lunch",527,462,87.7
"Darien School District","Eligible For Free Lunch","*","*","*"
"Darien School District","Eligible For Reduced Lunch","*","*","*"
"Darien School District","Not Eligible For Lunch",323,314,97.2
"Derby School District","Eligible For Free Lunch",39,29,74.4
"Derby School District","Eligible For Reduced Lunch",12,10,83.3
"Derby School District","Not Eligible For Lunch",71,61,85.9
"East Granby School District","Not Eligible For Lunch",76,74,97.4
"East Haddam School District","Eligible For Free Lunch","*","*","*"
"East Haddam School District","Eligible For Reduced Lunch","*","*","*"
"East Haddam School District","Not Eligible For Lunch",88,82,93.2
"East Hampton School District","Eligible For Free Lunch","*","*","*"
"East Hampton School District","Eligible For Reduced Lunch","*","*","*"
"East Hampton School District","Not Eligible For Lunch",130,120,92.3
"East Hartford School District","Eligible For Free Lunch",246,199,80.9
"East Hartford School District","Eligible For Reduced Lunch",72,66,91.7
"East Hartford School District","Not Eligible For Lunch",276,245,88.8
"East Haven School District","Eligible For Free Lunch",46,32,69.6
"East Haven School District","Eligible For Reduced Lunch",22,17,77.3
"East Haven School District","Not Eligible For Lunch",233,211,90.6
"East Lyme School District","Eligible For Free Lunch","*","*","*"
"East Lyme School District","Eligible For Reduced Lunch","*","*","*"
"East Lyme School District","Not Eligible For Lunch",314,307,97.8
"East Windsor School District","Eligible For Free Lunch","*","*","*"
"East Windsor School District","Eligible For Reduced Lunch","*","*","*"
"East Windsor School District","Not Eligible For Lunch",62,57,91.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Free Lunch","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Reduced Lunch","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Not Eligible For Lunch",45,33,73.3
"Ellington School District","Eligible For Free Lunch","*","*","*"
"Ellington School District","Eligible For Reduced Lunch","*","*","*"
"Ellington School District","Not Eligible For Lunch",174,168,96.6
"Enfield School District","Eligible For Free Lunch",64,43,67.2
"Enfield School District","Eligible For Reduced Lunch",29,25,86.2
"Enfield School District","Not Eligible For Lunch",424,385,90.8
"Explorations District","Eligible For Free Lunch","*","*","*"
"Explorations District","Eligible For Reduced Lunch","*","*","*"
"Explorations District","Not Eligible For Lunch",22,15,68.2
"Fairfield School District","Eligible For Free Lunch",32,28,87.5
"Fairfield School District","Eligible For Reduced Lunch",11,11,100.0
"Fairfield School District","Not Eligible For Lunch",610,594,97.4
"Farmington School District","Eligible For Free Lunch",16,12,75.0
"Farmington School District","Eligible For Reduced Lunch",10,8,80.0
"Farmington School District","Not Eligible For Lunch",309,302,97.7
"Glastonbury School District","Eligible For Free Lunch",17,15,88.2
"Glastonbury School District","Eligible For Reduced Lunch",10,9,90.0
"Glastonbury School District","Not Eligible For Lunch",523,513,98.1
"Granby School District","Eligible For Free Lunch","*","*","*"
"Granby School District","Eligible For Reduced Lunch","*","*","*"
"Granby School District","Not Eligible For Lunch",187,185,98.9
"Greenwich School District","Eligible For Free Lunch",40,37,92.5
"Greenwich School District","Eligible For Reduced Lunch",24,23,95.8
"Greenwich School District","Not Eligible For Lunch",568,557,98.1
"Griswold School District","Eligible For Free Lunch",27,"*","*"
"Griswold School District","Eligible For Reduced Lunch",8,"*","*"
"Griswold School District","Not Eligible For Lunch",165,147,89.1
"Groton School District","Eligible For Free Lunch",68,43,63.2
"Groton School District","Eligible For Reduced Lunch",34,23,67.6
"Groton School District","Not Eligible For Lunch",231,208,90.0
"Guilford School District","Eligible For Free Lunch","*","*","*"
"Guilford School District","Eligible For Reduced Lunch","*","*","*"
"Guilford School District","Not Eligible For Lunch",255,247,96.9
"Hamden School District","Eligible For Free Lunch",120,92,76.7
"Hamden School District","Eligible For Reduced Lunch",17,15,88.2
"Hamden School District","Not Eligible For Lunch",442,406,91.9
"Hartford School District","Eligible For Free Lunch",1383,942,68.1
"Hartford School District","Eligible For Reduced Lunch",40,32,80.0
"Hartford School District","Not Eligible For Lunch",167,144,86.2
"Killingly School District","Eligible For Free Lunch",42,21,50.0
"Killingly School District","Eligible For Reduced Lunch",14,10,71.4
"Killingly School District","Not Eligible For Lunch",139,115,82.7
"Lebanon School District","Eligible For Free Lunch",13,"*","*"
"Lebanon School District","Eligible For Reduced Lunch",6,"*","*"
"Lebanon School District","Not Eligible For Lunch",141,134,95.0
"Ledyard School District","Eligible For Free Lunch",19,16,84.2
"Ledyard School District","Eligible For Reduced Lunch",15,15,100.0
"Ledyard School District","Not Eligible For Lunch",197,184,93.4
"Lisbon School District","Not Eligible For Lunch","*","*","*"
"Litchfield School District","Eligible For Free Lunch","*","*","*"
"Litchfield School District","Eligible For Reduced Lunch","*","*","*"
"Litchfield School District","Not Eligible For Lunch",88,86,97.7
"Madison School District","Eligible For Free Lunch",9,8,88.9
"Madison School District","Not Eligible For Lunch",308,301,97.7
"Manchester School District","Eligible For Free Lunch",157,97,61.8
"Manchester School District","Eligible For Reduced Lunch",37,26,70.3
"Manchester School District","Not Eligible For Lunch",336,290,86.3
"Meriden School District","Eligible For Free Lunch",324,217,67.0
"Meriden School District","Eligible For Reduced Lunch",13,10,76.9
"Meriden School District","Not Eligible For Lunch",280,244,87.1
"Middletown School District","Eligible For Free Lunch",84,53,63.1
"Middletown School District","Eligible For Reduced Lunch",24,18,75.0
"Middletown School District","Not Eligible For Lunch",237,211,89.0
"Milford School District","Eligible For Free Lunch",54,43,79.6
"Milford School District","Eligible For Reduced Lunch",21,17,81.0
"Milford School District","Not Eligible For Lunch",418,394,94.3
"Monroe School District","Eligible For Free Lunch","*","*","*"
"Monroe School District","Eligible For Reduced Lunch","*","*","*"
"Monroe School District","Not Eligible For Lunch",354,349,98.6
"Montville School District","Eligible For Free Lunch",29,24,82.8
"Montville School District","Eligible For Reduced Lunch",8,8,100.0
"Montville School District","Not Eligible For Lunch",168,148,88.1
"Naugatuck School District","Eligible For Free Lunch",87,67,77.0
"Naugatuck School District","Eligible For Reduced Lunch",32,25,78.1
"Naugatuck School District","Not Eligible For Lunch",249,223,89.6
"New Britain School District","Eligible For Free Lunch",424,237,55.9
"New Britain School District","Eligible For Reduced Lunch",71,50,70.4
"New Britain School District","Not Eligible For Lunch",248,174,70.2
"New Canaan School District","Eligible For Reduced Lunch","*","*","*"
"New Canaan School District","Not Eligible For Lunch","*","*","*"
"New Fairfield School District","Eligible For Free Lunch","*","*","*"
"New Fairfield School District","Eligible For Reduced Lunch","*","*","*"
"New Fairfield School District","Not Eligible For Lunch",230,220,95.7
"New Haven School District","Eligible For Free Lunch",929,616,66.3
"New Haven School District","Eligible For Reduced Lunch",72,60,83.3
"New Haven School District","Not Eligible For Lunch",424,325,76.7
"New London School District","Eligible For Free Lunch",141,93,66.0
"New London School District","Eligible For Reduced Lunch",31,21,67.7
"New London School District","Not Eligible For Lunch",91,70,76.9
"New Milford School District","Eligible For Free Lunch",25,17,68.0
"New Milford School District","Eligible For Reduced Lunch",12,10,83.3
"New Milford School District","Not Eligible For Lunch",362,331,91.4
"Newington School District","Eligible For Free Lunch",47,35,74.5
"Newington School District","Eligible For Reduced Lunch",19,18,94.7
"Newington School District","Not Eligible For Lunch",346,315,91.0
"Newtown School District","Eligible For Free Lunch","*","*","*"
"Newtown School District","Eligible For Reduced Lunch","*","*","*"
"Newtown School District","Not Eligible For Lunch",433,417,96.3
"North Branford School District","Eligible For Free Lunch",12,"*","*"
"North Branford School District","Eligible For Reduced Lunch",6,"*","*"
"North Branford School District","Not Eligible For Lunch",178,172,96.6
"North Haven School District","Eligible For Free Lunch",30,25,83.3
"North Haven School District","Eligible For Reduced Lunch",9,9,100.0
"North Haven School District","Not Eligible For Lunch",268,237,88.4
"North Stonington School District","Eligible For Free Lunch",6,"*","*"
"North Stonington School District","Eligible For Reduced Lunch",6,"*","*"
"North Stonington School District","Not Eligible For Lunch",55,52,94.5
"Norwalk School District","Eligible For Free Lunch",211,164,77.7
"Norwalk School District","Eligible For Reduced Lunch",52,51,98.1
"Norwalk School District","Not Eligible For Lunch",627,568,90.6
"Norwich Free Academy District","Eligible For Free Lunch",115,84,73.0
"Norwich Free Academy District","Eligible For Reduced Lunch",38,35,92.1
"Norwich Free Academy District","Not Eligible For Lunch",466,401,86.1
"Norwich School District","Eligible For Free Lunch",19,8,42.1
"Norwich School District","Eligible For Reduced Lunch",6,"*","*"
"Norwich School District","Not Eligible For Lunch",16,"*","*"
"Old Saybrook School District","Eligible For Free Lunch","*","*","*"
"Old Saybrook School District","Eligible For Reduced Lunch","*","*","*"
"Old Saybrook School District","Not Eligible For Lunch",115,110,95.7
"Oxford School District","Eligible For Free Lunch","*","*","*"
"Oxford School District","Eligible For Reduced Lunch","*","*","*"
"Oxford School District","Not Eligible For Lunch",149,143,96.0
"Plainfield School District","Eligible For Free Lunch",31,21,67.7
"Plainfield School District","Eligible For Reduced Lunch",16,14,87.5
"Plainfield School District","Not Eligible For Lunch",183,170,92.9
"Plainville School District","Eligible For Free Lunch",15,9,60.0
"Plainville School District","Eligible For Reduced Lunch",13,13,100.0
"Plainville School District","Not Eligible For Lunch",205,189,92.2
"Plymouth School District","Eligible For Free Lunch",9,8,88.9
"Plymouth School District","Eligible For Reduced Lunch",7,7,100.0
"Plymouth School District","Not Eligible For Lunch",123,120,97.6
"Portland School District","Eligible For Free Lunch",12,7,58.3
"Portland School District","Not Eligible For Lunch",85,76,89.4
"Putnam School District","Eligible For Free Lunch",22,"*","*"
"Putnam School District","Eligible For Reduced Lunch",6,"*","*"
"Putnam School District","Not Eligible For Lunch",46,43,93.5
"Regional School District 01","Eligible For Free Lunch","*","*","*"
"Regional School District 01","Eligible For Reduced Lunch","*","*","*"
"Regional School District 01","Not Eligible For Lunch",121,107,88.4
"Regional School District 04","Eligible For Free Lunch","*","*","*"
"Regional School District 04","Eligible For Reduced Lunch","*","*","*"
"Regional School District 04","Not Eligible For Lunch",157,146,93.0
"Regional School District 05","Eligible For Free Lunch","*","*","*"
"Regional School District 05","Eligible For Reduced Lunch","*","*","*"
"Regional School District 05","Not Eligible For Lunch",395,377,95.4
"Regional School District 06","Eligible For Free Lunch","*","*","*"
"Regional School District 06","Eligible For Reduced Lunch","*","*","*"
"Regional School District 06","Not Eligible For Lunch",93,83,89.2
"Regional School District 07","Eligible For Free Lunch","*","*","*"
"Regional School District 07","Eligible For Reduced Lunch","*","*","*"
"Regional School District 07","Not Eligible For Lunch",192,187,97.4
"Regional School District 08","Eligible For Free Lunch","*","*","*"
"Regional School District 08","Eligible For Reduced Lunch","*","*","*"
"Regional School District 08","Not Eligible For Lunch",255,232,91.0
"Regional School District 09","Eligible For Free Lunch","*","*","*"
"Regional School District 09","Not Eligible For Lunch","*","*","*"
"Regional School District 10","Eligible For Free Lunch",7,7,100.0
"Regional School District 10","Not Eligible For Lunch",168,164,97.6
"Regional School District 11","Eligible For Free Lunch","*","*","*"
"Regional School District 11","Eligible For Reduced Lunch","*","*","*"
"Regional School District 11","Not Eligible For Lunch",29,24,82.8
"Regional School District 12","Eligible For Free Lunch","*","*","*"
"Regional School District 12","Eligible For Reduced Lunch","*","*","*"
"Regional School District 12","Not Eligible For Lunch",90,78,86.7
"Regional School District 13","Eligible For Free Lunch","*","*","*"
"Regional School District 13","Not Eligible For Lunch","*","*","*"
"Regional School District 14","Eligible For Free Lunch",12,"*","*"
"Regional School District 14","Eligible For Reduced Lunch",7,"*","*"
"Regional School District 14","Not Eligible For Lunch",199,195,98.0
"Regional School District 15","Eligible For Free Lunch",11,8,72.7
"Regional School District 15","Eligible For Reduced Lunch",9,7,77.8
"Regional School District 15","Not Eligible For Lunch",368,353,95.9
"Regional School District 16","Eligible For Free Lunch",18,"*","*"
"Regional School District 16","Eligible For Reduced Lunch",7,"*","*"
"Regional School District 16","Not Eligible For Lunch",173,159,91.9
"Regional School District 17","Eligible For Free Lunch","*","*","*"
"Regional School District 17","Eligible For Reduced Lunch","*","*","*"
"Regional School District 17","Not Eligible For Lunch",174,166,95.4
"Regional School District 18","Eligible For Free Lunch","*","*","*"
"Regional School District 18","Eligible For Reduced Lunch","*","*","*"
"Regional School District 18","Not Eligible For Lunch",131,127,96.9
"Regional School District 19","Eligible For Free Lunch",19,"*","*"
"Regional School District 19","Eligible For Reduced Lunch",6,"*","*"
"Regional School District 19","Not Eligible For Lunch",259,232,89.6
"Ridgefield School District","Eligible For Free Lunch","*","*","*"
"Ridgefield School District","Eligible For Reduced Lunch","*","*","*"
"Ridgefield School District","Not Eligible For Lunch",422,413,97.9
"Rocky Hill School District","Eligible For Free Lunch","*","*","*"
"Rocky Hill School District","Eligible For Reduced Lunch","*","*","*"
"Rocky Hill School District","Not Eligible For Lunch",167,155,92.8
"Seymour School District","Eligible For Free Lunch",28,"*","*"
"Seymour School District","Eligible For Reduced Lunch",9,"*","*"
"Seymour School District","Not Eligible For Lunch",152,140,92.1
"Shelton School District","Eligible For Free Lunch",40,33,82.5
"Shelton School District","Eligible For Reduced Lunch",20,18,90.0
"Shelton School District","Not Eligible For Lunch",336,317,94.3
"Simsbury School District","Eligible For Free Lunch",13,12,92.3
"Simsbury School District","Eligible For Reduced Lunch",6,6,100.0
"Simsbury School District","Not Eligible For Lunch",340,329,96.8
"Somers School District","Eligible For Free Lunch","*","*","*"
"Somers School District","Eligible For Reduced Lunch","*","*","*"
"Somers School District","Not Eligible For Lunch",138,135,97.8
"South Windsor School District","Eligible For Free Lunch",16,11,68.8
"South Windsor School District","Eligible For Reduced Lunch",11,8,72.7
"South Windsor School District","Not Eligible For Lunch",398,376,94.5
"Southington School District","Eligible For Free Lunch",26,20,76.9
"Southington School District","Eligible For Reduced Lunch",14,14,100.0
"Southington School District","Not Eligible For Lunch",501,481,96.0
"Stafford School District","Eligible For Free Lunch",12,10,83.3
"Stafford School District","Eligible For Reduced Lunch",10,8,80.0
"Stafford School District","Not Eligible For Lunch",113,99,87.6
"Stamford Academy District","Eligible For Free Lunch",36,23,63.9
"Stamford Academy District","Eligible For Reduced Lunch","*","*","*"
"Stamford Academy District","Not Eligible For Lunch","*","*","*"
"Stamford School District","Eligible For Free Lunch",359,301,83.8
"Stamford School District","Eligible For Reduced Lunch",110,99,90.0
"Stamford School District","Not Eligible For Lunch",716,659,92.0
"Stonington School District","Eligible For Free Lunch","*","*","*"
"Stonington School District","Eligible For Reduced Lunch","*","*","*"
"Stonington School District","Not Eligible For Lunch",190,183,96.3
"Stratford School District","Eligible For Free Lunch",117,100,85.5
"Stratford School District","Eligible For Reduced Lunch",55,52,94.5
"Stratford School District","Not Eligible For Lunch",401,374,93.3
"Suffield School District","Eligible For Free Lunch","*","*","*"
"Suffield School District","Eligible For Reduced Lunch","*","*","*"
"Suffield School District","Not Eligible For Lunch",204,200,98.0
"The Bridge Academy District","Eligible For Free Lunch",18,17,94.4
"The Bridge Academy District","Eligible For Reduced Lunch","*","*","*"
"The Bridge Academy District","Not Eligible For Lunch","*","*","*"
"The Gilbert School District","Eligible For Free Lunch",10,7,70.0
"The Gilbert School District","Eligible For Reduced Lunch",8,7,87.5
"The Gilbert School District","Not Eligible For Lunch",51,46,90.2
"Thomaston School District","Eligible For Free Lunch",7,"*","*"
"Thomaston School District","Eligible For Reduced Lunch",7,"*","*"
"Thomaston School District","Not Eligible For Lunch",90,86,95.6
"Thompson School District","Eligible For Free Lunch","*","*","*"
"Thompson School District","Eligible For Reduced Lunch","*","*","*"
"Thompson School District","Not Eligible For Lunch",79,75,94.9
"Tolland School District","Eligible For Free Lunch","*","*","*"
"Tolland School District","Not Eligible For Lunch","*","*","*"
"Torrington School District","Eligible For Free Lunch",55,36,65.5
"Torrington School District","Eligible For Reduced Lunch",17,12,70.6
"Torrington School District","Not Eligible For Lunch",212,187,88.2
"Trumbull School District","Eligible For Free Lunch",13,13,100.0
"Trumbull School District","Eligible For Reduced Lunch",9,9,100.0
"Trumbull School District","Not Eligible For Lunch",481,476,99.0
"Unified School District #1","Eligible For Free Lunch",569,7,1.2
"Unified School District #1","Eligible For Reduced Lunch",25,"*","*"
"Unified School District #1","Not Eligible For Lunch",146,"*","*"
"Unified School District #2","Eligible For Free Lunch",24,15,62.5
"Unified School District #2","Eligible For Reduced Lunch","*","*","*"
"Unified School District #2","Not Eligible For Lunch","*","*","*"
"Vernon School District","Eligible For Free Lunch",54,37,68.5
"Vernon School District","Eligible For Reduced Lunch",14,10,71.4
"Vernon School District","Not Eligible For Lunch",223,198,88.8
"Wallingford School District","Eligible For Free Lunch",26,20,76.9
"Wallingford School District","Eligible For Reduced Lunch",16,12,75.0
"Wallingford School District","Not Eligible For Lunch",518,473,91.3
"Waterbury School District","Eligible For Free Lunch",744,471,63.3
"Waterbury School District","Eligible For Reduced Lunch",140,116,82.9
"Waterbury School District","Not Eligible For Lunch",416,317,76.2
"Waterford School District","Eligible For Free Lunch","*","*","*"
"Waterford School District","Eligible For Reduced Lunch","*","*","*"
"Waterford School District","Not Eligible For Lunch",254,238,93.7
"Watertown School District","Eligible For Free Lunch",19,16,84.2
"Watertown School District","Eligible For Reduced Lunch",8,7,87.5
"Watertown School District","Not Eligible For Lunch",219,201,91.8
"West Hartford School District","Eligible For Free Lunch",102,82,80.4
"West Hartford School District","Eligible For Reduced Lunch",29,22,75.9
"West Hartford School District","Not Eligible For Lunch",698,672,96.3
"West Haven School District","Eligible For Free Lunch",161,96,59.6
"West Haven School District","Eligible For Reduced Lunch",40,30,75.0
"West Haven School District","Not Eligible For Lunch",255,202,79.2
"Westbrook School District","Eligible For Free Lunch","*","*","*"
"Westbrook School District","Eligible For Reduced Lunch","*","*","*"
"Westbrook School District","Not Eligible For Lunch",71,68,95.8
"Weston School District","Eligible For Free Lunch","*","*","*"
"Weston School District","Not Eligible For Lunch","*","*","*"
"Westport School District","Eligible For Free Lunch","*","*","*"
"Westport School District","Eligible For Reduced Lunch","*","*","*"
"Westport School District","Not Eligible For Lunch",464,457,98.5
"Wethersfield School District","Eligible For Free Lunch",28,24,85.7
"Wethersfield School District","Eligible For Reduced Lunch",11,10,90.9
"Wethersfield School District","Not Eligible For Lunch",266,252,94.7
"Wilton School District","Eligible For Free Lunch","*","*","*"
"Wilton School District","Not Eligible For Lunch","*","*","*"
"Windham School District","Eligible For Free Lunch",128,69,53.9
"Windham School District","Eligible For Reduced Lunch",13,11,84.6
"Windham School District","Not Eligible For Lunch",117,102,87.2
"Windsor Locks School District","Eligible For Free Lunch",19,12,63.2
"Windsor Locks School District","Eligible For Reduced Lunch",6,6,100.0
"Windsor Locks School District","Not Eligible For Lunch",109,102,93.6
"Windsor School District","Eligible For Free Lunch",65,50,76.9
"Windsor School District","Eligible For Reduced Lunch",31,28,90.3
"Windsor School District","Not Eligible For Lunch",253,228,90.1
"Wolcott School District","Eligible For Free Lunch",20,18,90.0
"Wolcott School District","Eligible For Reduced Lunch",17,15,88.2
"Wolcott School District","Not Eligible For Lunch",188,181,96.3
"Woodstock Academy District","Eligible For Free Lunch","*","*","*"
"Woodstock Academy District","Eligible For Reduced Lunch","*","*","*"
"Woodstock Academy District","Not Eligible For Lunch",287,272,94.8

