"Six-Year Graduation Rates, 2011-12"
"All Districts, Gender"

"",,,"Non-Graduates",,,
"Naugatuck School District","Male",188,"*","*",31,16.5
"New Britain School District","Female",332,"*","*",94,28.3
"New Britain School District","Male",336,"*","*",103,30.7
"New Canaan School District","Female",176,"*","*","*","*"
"New Canaan School District","Male",154,"*","*","*","*"
"New Fairfield School District","Female",130,"*","*","*","*"
"New Fairfield School District","Male",102,"*","*","*","*"
"New Haven School District","Female",739,6,0.8,141,19.1
"New Haven School District","Male",584,6,1.0,159,27.2
"New London School District","Female",104,"*","*",27,26.0
"New London School District","Male",135,"*","*",40,29.6
"New Milford School District","Female",181,"*","*",8,4.4
"New Milford School District","Male",210,"*","*",17,8.1
"Newington School District","Female",156,"*","*","*","*"
"Newington School District","Male",179,"*","*","*","*"
"Newtown School District","Female",198,"*","*","*","*"
"Newtown School District","Male",206,"*","*","*","*"
"North Branford School District","Female",88,"*","*","*","*"
"North Branford School District","Male",74,"*","*","*","*"
"North Haven School District","Female",147,"*","*",6,4.1
"North Haven School District","Male",143,"*","*",6,4.2
"North Stonington School District","Female",19,"*","*","*","*"
"North Stonington School District","Male",35,"*","*","*","*"
"Norwalk School District","Female",451,"*","*",38,8.4
"Norwalk School District","Male",420,"*","*",65,15.5
"Norwich Free Academy District","Female",350,"*","*",34,9.7
"Norwich Free Academy District","Male",287,"*","*",42,14.6
"Norwich School District","Female",33,"*","*",20,60.6
"Norwich School District","Male",35,"*","*",20,57.1
"Old Saybrook School District","Female",78,"*","*","*","*"
"Old Saybrook School District","Male",66,"*","*","*","*"
"Oxford School District","Female",69,"*","*","*","*"
"Oxford School District","Male",77,"*","*","*","*"
"Plainfield School District","Female",93,"*","*",7,7.5
"Plainfield School District","Male",108,"*","*",12,11.1
"Plainville School District","Female",106,"*","*","*","*"
"Plainville School District","Male",98,"*","*","*","*"
"Plymouth School District","Female",69,"*","*","*","*"
"Plymouth School District","Male",70,"*","*","*","*"
"Portland School District","Female",40,"*","*","*","*"
"Portland School District","Male",50,"*","*","*","*"
"Putnam School District","Female",31,"*","*","*","*"
"Putnam School District","Male",38,"*","*","*","*"
"Regional School District 01","Female",62,"*","*","*","*"
"Regional School District 01","Male",78,"*","*","*","*"
"Regional School District 04","Female",81,"*","*","*","*"
"Regional School District 04","Male",78,"*","*","*","*"
"Regional School District 05","Female",214,"*","*","*","*"
"Regional School District 05","Male",220,"*","*","*","*"
"Regional School District 06","Female",55,"*","*","*","*"
"Regional School District 06","Male",32,"*","*","*","*"
"Regional School District 07","Female",114,"*","*","*","*"
"Regional School District 07","Male",89,"*","*","*","*"
"Regional School District 08","Female",140,"*","*","*","*"
"Regional School District 08","Male",156,"*","*","*","*"
"Regional School District 09","Female",126,"*","*","*","*"
"Regional School District 09","Male",113,"*","*","*","*"
"Regional School District 10","Female",110,"*","*","*","*"
"Regional School District 10","Male",119,"*","*","*","*"
"Regional School District 11","Female",16,"*","*","*","*"
"Regional School District 11","Male",27,"*","*","*","*"
"Regional School District 12","Female",32,"*","*","*","*"
"Regional School District 12","Male",42,"*","*","*","*"
"Regional School District 13","Female",73,"*","*","*","*"
"Regional School District 13","Male",69,"*","*","*","*"
"Regional School District 14","Female",105,"*","*","*","*"
"Regional School District 14","Male",91,"*","*","*","*"
"Regional School District 15","Female",164,"*","*","*","*"
"Regional School District 15","Male",163,"*","*","*","*"
"Regional School District 16","Female",96,"*","*","*","*"
"Regional School District 16","Male",98,"*","*","*","*"
"Regional School District 17","Female",91,"*","*","*","*"
"Regional School District 17","Male",98,"*","*","*","*"
"Regional School District 18","Female",44,"*","*","*","*"
"Regional School District 18","Male",60,"*","*","*","*"
"Regional School District 19","Female",160,"*","*",9,5.6
"Regional School District 19","Male",140,"*","*",11,7.9
"Ridgefield School District","Female",209,"*","*","*","*"
"Ridgefield School District","Male",234,"*","*","*","*"
"Rocky Hill School District","Female",98,"*","*","*","*"
"Rocky Hill School District","Male",111,"*","*","*","*"
"Seymour School District","Female",77,"*","*","*","*"
"Seymour School District","Male",76,"*","*","*","*"
"Shelton School District","Female",217,"*","*",12,5.5
"Shelton School District","Male",209,"*","*",10,4.8
"Simsbury School District","Female",186,"*","*","*","*"
"Simsbury School District","Male",221,"*","*","*","*"
"Somers School District","Female",72,"*","*","*","*"
"Somers School District","Male",69,"*","*","*","*"
"South Windsor School District","Female",172,"*","*","*","*"
"South Windsor School District","Male",213,"*","*","*","*"
"Southington School District","Female",258,"*","*",8,3.1
"Southington School District","Male",236,"*","*",8,3.4
"Stafford School District","Female",71,"*","*","*","*"
"Stafford School District","Male",69,"*","*","*","*"
"Stamford Academy District","Female",19,"*","*","*","*"
"Stamford Academy District","Male",25,"*","*","*","*"
"Stamford School District","Female",576,"*","*",46,8.0
"Stamford School District","Male",598,"*","*",62,10.4
"Stonington School District","Female",85,"*","*","*","*"
"Stonington School District","Male",96,"*","*","*","*"
"Stratford School District","Female",302,"*","*",21,7.0
"Stratford School District","Male",278,"*","*",31,11.2
"Suffield School District","Female",100,"*","*","*","*"
"Suffield School District","Male",106,"*","*","*","*"
"The Bridge Academy District","Female",19,"*","*","*","*"
"The Bridge Academy District","Male",22,"*","*","*","*"
"The Gilbert School District","Female",47,"*","*","*","*"
"The Gilbert School District","Male",42,"*","*","*","*"
"Thomaston School District","Female",49,"*","*","*","*"
"Thomaston School District","Male",44,"*","*","*","*"
"Thompson School District","Female",50,"*","*","*","*"
"Thompson School District","Male",51,"*","*","*","*"
"Tolland School District","Female",111,"*","*","*","*"
"Tolland School District","Male",120,"*","*","*","*"
"Torrington School District","Female",147,"*","*",24,16.3
"Torrington School District","Male",155,"*","*",24,15.5
"Trumbull School District","Female",294,"*","*","*","*"
"Trumbull School District","Male",248,"*","*","*","*"
"Unified School District #1","Female",68,"*","*",66,97.1
"Unified School District #1","Male",679,"*","*",646,95.1
"Unified School District #2","Female","*","*","*","*","*"
"Unified School District #2","Male","*","*","*","*","*"
"Vernon School District","Female",136,"*","*",16,11.8
"Vernon School District","Male",125,"*","*",17,13.6
"Wallingford School District","Female",272,"*","*",9,3.3
"Wallingford School District","Male",267,"*","*",24,9.0
"Waterbury School District","Female",643,"*","*",196,30.5
"Waterbury School District","Male",622,"*","*",206,33.1
"Waterford School District","Female",122,"*","*",8,6.6
"Waterford School District","Male",120,"*","*",6,5.0
"Watertown School District","Female",122,"*","*",6,4.9
"Watertown School District","Male",111,"*","*",7,6.3
"West Hartford School District","Female",377,"*","*",8,2.1
"West Hartford School District","Male",375,"*","*",21,5.6
"West Haven School District","Female",198,"*","*",39,19.7
"West Haven School District","Male",187,"*","*",52,27.8
"Westbrook School District","Female",43,"*","*","*","*"
"Westbrook School District","Male",39,"*","*","*","*"
"Weston School District","Female",105,"*","*","*","*"
"Weston School District","Male",85,"*","*","*","*"
"Westport School District","Female",233,"*","*","*","*"
"Westport School District","Male",194,"*","*","*","*"
"Wethersfield School District","Female",148,"*","*",7,4.7
"Wethersfield School District","Male",143,"*","*",10,7.0
"Wilton School District","Female",155,"*","*","*","*"
"Wilton School District","Male",157,"*","*","*","*"
"Windham School District","Female",81,"*","*",14,17.3
"Windham School District","Male",101,"*","*",26,25.7
"Windsor Locks School District","Female",70,"*","*","*","*"
"Windsor Locks School District","Male",78,"*","*","*","*"
"Windsor School District","Female",155,"*","*",13,8.4
"Windsor School District","Male",162,"*","*",14,8.6
"Wolcott School District","Female",113,"*","*","*","*"
"Wolcott School District","Male",106,"*","*","*","*"
"Woodstock Academy District","Female",148,"*","*",6,4.1
"Woodstock Academy District","Male",138,"*","*",6,4.3

