"Six-Year Graduation Rates, 2011-12"
"All Districts, High Needs Status"

"",,,"Non-Graduates",,,
"Hamden School District","High Needs",265,"*","*",35,13.2
"Hamden School District","Non-High Needs",250,"*","*",11,4.4
"Hartford School District","High Needs",1294,"*","*","*","*"
"Hartford School District","Non-High Needs",96,"*","*","*","*"
"Killingly School District","High Needs",101,"*","*",21,20.8
"Killingly School District","Non-High Needs",84,"*","*",6,7.1
"Lebanon School District","High Needs",27,"*","*","*","*"
"Lebanon School District","Non-High Needs",102,"*","*","*","*"
"Ledyard School District","High Needs",54,"*","*",6,11.1
"Ledyard School District","Non-High Needs",156,"*","*",6,3.8
"Lisbon School District","High Needs","*","*","*","*","*"
"Lisbon School District","Non-High Needs","*","*","*","*","*"
"Litchfield School District","High Needs",19,"*","*","*","*"
"Litchfield School District","Non-High Needs",84,"*","*","*","*"
"Madison School District","High Needs",59,"*","*","*","*"
"Madison School District","Non-High Needs",277,"*","*","*","*"
"Manchester School District","High Needs",323,"*","*",80,24.8
"Manchester School District","Non-High Needs",187,"*","*",16,8.6
"Meriden School District","High Needs",439,"*","*",129,29.4
"Meriden School District","Non-High Needs",183,"*","*",17,9.3
"Middletown School District","High Needs",185,"*","*",36,19.5
"Middletown School District","Non-High Needs",157,"*","*",11,7.0
"Milford School District","High Needs",209,"*","*","*","*"
"Milford School District","Non-High Needs",302,"*","*","*","*"
"Monroe School District","High Needs",47,"*","*","*","*"
"Monroe School District","Non-High Needs",291,"*","*","*","*"
"Montville School District","High Needs",93,"*","*","*","*"
"Montville School District","Non-High Needs",128,"*","*","*","*"
"Naugatuck School District","High Needs",181,"*","*",36,19.9
"Naugatuck School District","Non-High Needs",188,"*","*",10,5.3
"New Britain School District","High Needs",539,"*","*",185,34.3
"New Britain School District","Non-High Needs",129,"*","*",12,9.3
"New Canaan School District","High Needs",50,"*","*","*","*"
"New Canaan School District","Non-High Needs",280,"*","*","*","*"
"New Fairfield School District","High Needs",55,"*","*","*","*"
"New Fairfield School District","Non-High Needs",177,"*","*","*","*"
"New Haven School District","High Needs",1193,"*","*",277,23.2
"New Haven School District","Non-High Needs",130,"*","*",23,17.7
"New London School District","High Needs","*","*","*","*","*"
"New London School District","Non-High Needs","*","*","*","*","*"
"New Milford School District","High Needs",108,"*","*",14,13.0
"New Milford School District","Non-High Needs",283,"*","*",11,3.9
"Newington School District","High Needs",103,"*","*",9,8.7
"Newington School District","Non-High Needs",232,"*","*",10,4.3
"Newtown School District","High Needs",60,"*","*","*","*"
"Newtown School District","Non-High Needs",344,"*","*","*","*"
"North Branford School District","High Needs",34,"*","*","*","*"
"North Branford School District","Non-High Needs",128,"*","*","*","*"
"North Haven School District","High Needs",69,"*","*","*","*"
"North Haven School District","Non-High Needs",221,"*","*","*","*"
"North Stonington School District","High Needs",15,"*","*","*","*"
"North Stonington School District","Non-High Needs",39,"*","*","*","*"
"Norwalk School District","High Needs",439,"*","*",77,17.5
"Norwalk School District","Non-High Needs",432,"*","*",26,6.0
"Norwich Free Academy District","High Needs",248,"*","*",49,19.8
"Norwich Free Academy District","Non-High Needs",389,"*","*",27,6.9
"Norwich School District","High Needs",62,"*","*","*","*"
"Norwich School District","Non-High Needs",6,"*","*","*","*"
"Old Saybrook School District","High Needs",33,"*","*","*","*"
"Old Saybrook School District","Non-High Needs",111,"*","*","*","*"
"Oxford School District","High Needs",23,"*","*","*","*"
"Oxford School District","Non-High Needs",123,"*","*","*","*"
"Plainfield School District","High Needs",95,"*","*","*","*"
"Plainfield School District","Non-High Needs",106,"*","*","*","*"
"Plainville School District","High Needs",78,"*","*","*","*"
"Plainville School District","Non-High Needs",126,"*","*","*","*"
"Plymouth School District","High Needs",57,"*","*","*","*"
"Plymouth School District","Non-High Needs",82,"*","*","*","*"
"Portland School District","High Needs",26,"*","*","*","*"
"Portland School District","Non-High Needs",64,"*","*","*","*"
"Putnam School District","High Needs",43,"*","*","*","*"
"Putnam School District","Non-High Needs",26,"*","*","*","*"
"Regional School District 01","High Needs",48,"*","*","*","*"
"Regional School District 01","Non-High Needs",92,"*","*","*","*"
"Regional School District 04","High Needs",34,"*","*","*","*"
"Regional School District 04","Non-High Needs",125,"*","*","*","*"
"Regional School District 05","High Needs",69,"*","*","*","*"
"Regional School District 05","Non-High Needs",365,"*","*","*","*"
"Regional School District 06","High Needs",21,"*","*","*","*"
"Regional School District 06","Non-High Needs",66,"*","*","*","*"
"Regional School District 07","High Needs",49,"*","*","*","*"
"Regional School District 07","Non-High Needs",154,"*","*","*","*"
"Regional School District 08","High Needs",55,"*","*",6,10.9
"Regional School District 08","Non-High Needs",241,"*","*",6,2.5
"Regional School District 09","High Needs",37,"*","*","*","*"
"Regional School District 09","Non-High Needs",202,"*","*","*","*"
"Regional School District 10","High Needs",33,"*","*","*","*"
"Regional School District 10","Non-High Needs",196,"*","*","*","*"
"Regional School District 11","High Needs",24,"*","*","*","*"
"Regional School District 11","Non-High Needs",19,"*","*","*","*"
"Regional School District 12","High Needs",20,"*","*","*","*"
"Regional School District 12","Non-High Needs",54,"*","*","*","*"
"Regional School District 13","High Needs",28,"*","*","*","*"
"Regional School District 13","Non-High Needs",114,"*","*","*","*"
"Regional School District 14","High Needs",34,"*","*","*","*"
"Regional School District 14","Non-High Needs",162,"*","*","*","*"
"Regional School District 15","High Needs",63,"*","*","*","*"
"Regional School District 15","Non-High Needs",264,"*","*","*","*"
"Regional School District 16","High Needs",54,"*","*","*","*"
"Regional School District 16","Non-High Needs",140,"*","*","*","*"
"Regional School District 17","High Needs",42,"*","*","*","*"
"Regional School District 17","Non-High Needs",147,"*","*","*","*"
"Regional School District 18","High Needs",21,"*","*","*","*"
"Regional School District 18","Non-High Needs",83,"*","*","*","*"
"Regional School District 19","High Needs",87,"*","*",10,11.5
"Regional School District 19","Non-High Needs",213,"*","*",10,4.7
"Ridgefield School District","High Needs",69,"*","*","*","*"
"Ridgefield School District","Non-High Needs",374,"*","*","*","*"
"Rocky Hill School District","High Needs",45,"*","*","*","*"
"Rocky Hill School District","Non-High Needs",164,"*","*","*","*"
"Seymour School District","High Needs",51,"*","*","*","*"
"Seymour School District","Non-High Needs",102,"*","*","*","*"
"Shelton School District","High Needs",102,"*","*",14,13.7
"Shelton School District","Non-High Needs",324,"*","*",8,2.5
"Simsbury School District","High Needs",74,"*","*","*","*"
"Simsbury School District","Non-High Needs",333,"*","*","*","*"
"Somers School District","High Needs",21,"*","*","*","*"
"Somers School District","Non-High Needs",120,"*","*","*","*"
"South Windsor School District","High Needs",82,"*","*","*","*"
"South Windsor School District","Non-High Needs",303,"*","*","*","*"
"Southington School District","High Needs",139,"*","*",10,7.2
"Southington School District","Non-High Needs",355,"*","*",6,1.7
"Stafford School District","High Needs",55,"*","*",6,10.9
"Stafford School District","Non-High Needs",85,"*","*",8,9.4
"Stamford Academy District","High Needs","*","*","*","*","*"
"Stamford Academy District","Non-High Needs","*","*","*","*","*"
"Stamford School District","High Needs",697,"*","*",87,12.5
"Stamford School District","Non-High Needs",477,"*","*",21,4.4
"Stonington School District","High Needs",44,"*","*","*","*"
"Stonington School District","Non-High Needs",137,"*","*","*","*"
"Stratford School District","High Needs",279,"*","*",41,14.7
"Stratford School District","Non-High Needs",301,"*","*",11,3.7
"Suffield School District","High Needs",42,"*","*","*","*"
"Suffield School District","Non-High Needs",164,"*","*","*","*"
"The Bridge Academy District","High Needs",41,"*","*","*","*"
"The Gilbert School District","High Needs",37,"*","*","*","*"
"The Gilbert School District","Non-High Needs",52,"*","*","*","*"
"Thomaston School District","High Needs",39,"*","*","*","*"
"Thomaston School District","Non-High Needs",54,"*","*","*","*"
"Thompson School District","High Needs",37,"*","*","*","*"
"Thompson School District","Non-High Needs",64,"*","*","*","*"
"Tolland School District","High Needs",32,"*","*","*","*"
"Tolland School District","Non-High Needs",199,"*","*","*","*"
"Torrington School District","High Needs",148,"*","*",39,26.4
"Torrington School District","Non-High Needs",154,"*","*",9,5.8
"Trumbull School District","High Needs",97,"*","*","*","*"
"Trumbull School District","Non-High Needs",445,"*","*","*","*"
"Unified School District #1","High Needs",727,"*","*",693,95.3
"Unified School District #1","Non-High Needs",20,"*","*",19,95.0
"Unified School District #2","High Needs","*","*","*","*","*"
"Unified School District #2","Non-High Needs","*","*","*","*","*"
"Vernon School District","High Needs",108,"*","*",22,20.4
"Vernon School District","Non-High Needs",153,"*","*",11,7.2
"Wallingford School District","High Needs",151,"*","*",27,17.9
"Wallingford School District","Non-High Needs",388,"*","*",6,1.5
"Waterbury School District","High Needs",1089,"*","*",363,33.3
"Waterbury School District","Non-High Needs",176,"*","*",39,22.2
"Waterford School District","High Needs",68,"*","*","*","*"
"Waterford School District","Non-High Needs",174,"*","*","*","*"
"Watertown School District","High Needs",76,"*","*","*","*"
"Watertown School District","Non-High Needs",157,"*","*","*","*"
"West Hartford School District","High Needs",241,"*","*",22,9.1
"West Hartford School District","Non-High Needs",511,"*","*",7,1.4
"West Haven School District","High Needs",255,"*","*",72,28.2
"West Haven School District","Non-High Needs",130,"*","*",19,14.6
"Westbrook School District","High Needs",18,"*","*","*","*"
"Westbrook School District","Non-High Needs",64,"*","*","*","*"
"Weston School District","High Needs",28,"*","*","*","*"
"Weston School District","Non-High Needs",162,"*","*","*","*"
"Westport School District","High Needs",78,"*","*","*","*"
"Westport School District","Non-High Needs",349,"*","*","*","*"
"Wethersfield School District","High Needs",81,"*","*",10,12.3
"Wethersfield School District","Non-High Needs",210,"*","*",7,3.3
"Wilton School District","High Needs",36,"*","*","*","*"
"Wilton School District","Non-High Needs",276,"*","*","*","*"
"Windham School District","High Needs",134,"*","*","*","*"
"Windham School District","Non-High Needs",48,"*","*","*","*"
"Windsor Locks School District","High Needs",62,"*","*","*","*"
"Windsor Locks School District","Non-High Needs",86,"*","*","*","*"
"Windsor School District","High Needs",128,"*","*",20,15.6
"Windsor School District","Non-High Needs",189,"*","*",7,3.7
"Wolcott School District","High Needs",79,"*","*","*","*"
"Wolcott School District","Non-High Needs",140,"*","*","*","*"
"Woodstock Academy District","High Needs",52,"*","*","*","*"
"Woodstock Academy District","Non-High Needs",234,"*","*","*","*"

