"Six-Year Graduation Rates, Trend"
"All Districts, High Needs Status"

"Lisbon School District","High Needs","*","*","*"
"Lisbon School District","Non-High Needs","N/A","*","*"
"Litchfield School District","High Needs",92.3,100.0,90.0
"Litchfield School District","Non-High Needs",97.6,98.8,100.0
"Madison School District","High Needs",86.5,89.8,100.0
"Madison School District","Non-High Needs",98.9,99.6,100.0
"Manchester School District","High Needs",64.5,74.3,76.4
"Manchester School District","Non-High Needs",89.5,91.4,92.6
"Meriden School District","High Needs",67.5,68.8,68.2
"Meriden School District","Non-High Needs",89.8,90.7,93.8
"Middletown School District","High Needs",68.1,77.8,81.4
"Middletown School District","Non-High Needs",90.5,93.0,92.1
"Milford School District","High Needs",82.2,83.3,79.0
"Milford School District","Non-High Needs",95.6,98.7,98.1
"Monroe School District","High Needs",88.9,95.7,98.6
"Monroe School District","Non-High Needs",99.7,100.0,98.8
"Montville School District","High Needs",86.0,74.2,81.9
"Montville School District","Non-High Needs",88.5,97.7,97.1
"Naugatuck School District","High Needs",75.7,77.9,76.1
"Naugatuck School District","Non-High Needs",92.3,94.7,89.7
"New Britain School District","High Needs",58.2,63.5,65.5
"New Britain School District","Non-High Needs",72.3,90.7,85.3
"New Canaan School District","High Needs",93.9,96.0,95.8
"New Canaan School District","Non-High Needs",99.3,100.0,99.0
"New Fairfield School District","High Needs",84.4,92.7,89.5
"New Fairfield School District","Non-High Needs",96.2,100.0,99.0
"New Haven School District","High Needs",67.5,75.8,77.4
"New Haven School District","Non-High Needs",78.6,82.3,79.5
"New London School District","High Needs",65.8,"*","*"
"New London School District","Non-High Needs",80.8,"*","*"
"New Milford School District","High Needs",76.2,85.2,78.0
"New Milford School District","Non-High Needs",93.3,96.1,94.7
"Newington School District","High Needs",75.3,87.4,81.9
"Newington School District","Non-High Needs",93.7,95.7,97.2
"Newtown School District","High Needs",92.9,90.0,90.5
"Newtown School District","Non-High Needs",96.7,97.4,98.0
"North Branford School District","High Needs",81.0,79.4,90.0
"North Branford School District","Non-High Needs",98.1,96.1,100.0
"North Haven School District","High Needs",82.3,81.2,80.6
"North Haven School District","Non-High Needs",89.8,99.1,96.7
"North Stonington School District","High Needs",83.3,73.3,92.3
"North Stonington School District","Non-High Needs",93.9,97.4,97.1
"Norwalk School District","High Needs",82.7,82.2,81.1
"Norwalk School District","Non-High Needs",91.7,94.0,95.1
"Norwich Free Academy District","High Needs",77.3,79.4,76.4
"Norwich Free Academy District","Non-High Needs",87.7,93.1,94.4
"Norwich School District","High Needs","*","*","N/A"
"Norwich School District","Non-High Needs","*","*","N/A"
"Old Saybrook School District","High Needs",68.8,93.9,90.6
"Old Saybrook School District","Non-High Needs",99.0,99.1,96.3
"Oxford School District","High Needs",81.3,65.2,91.7
"Oxford School District","Non-High Needs",97.8,96.7,98.5
"Plainfield School District","High Needs",78.9,83.2,83.2
"Plainfield School District","Non-High Needs",93.7,96.2,97.1
"Plainville School District","High Needs",81.5,87.2,82.7
"Plainville School District","Non-High Needs",93.3,98.4,95.2
"Plymouth School District","High Needs",95.8,77.2,80.9
"Plymouth School District","Non-High Needs",97.4,97.6,92.5
"Portland School District","High Needs",73.7,80.8,65.2
"Portland School District","Non-High Needs",88.5,98.4,94.3
"Putnam School District","High Needs",81.1,86.0,87.1
"Putnam School District","Non-High Needs",91.9,100.0,94.3
"Regional School District 01","High Needs",80.6,91.7,90.2
"Regional School District 01","Non-High Needs",88.8,96.7,94.1
"Regional School District 04","High Needs",67.6,88.2,90.0
"Regional School District 04","Non-High Needs",94.9,94.4,98.4
"Regional School District 05","High Needs",87.7,94.2,93.3
"Regional School District 05","Non-High Needs",95.2,98.1,97.6
"Regional School District 06","High Needs",88.5,100.0,95.0
"Regional School District 06","Non-High Needs",89.7,93.9,97.4
"Regional School District 07","High Needs",90.0,83.7,90.0
"Regional School District 07","Non-High Needs",98.8,99.4,98.1
"Regional School District 08","High Needs",75.7,81.8,86.9
"Regional School District 08","Non-High Needs",91.7,97.5,95.5
"Regional School District 09","High Needs",89.7,91.9,89.7
"Regional School District 09","Non-High Needs",100.0,99.5,98.5
"Regional School District 10","High Needs",81.8,93.9,82.9
"Regional School District 10","Non-High Needs",100.0,98.5,98.1
"Regional School District 11","High Needs","*",95.8,80.0
"Regional School District 11","Non-High Needs","*",100.0,91.7
"Regional School District 12","High Needs",92.9,85.0,87.0
"Regional School District 12","Non-High Needs",86.1,87.0,93.8
"Regional School District 13","High Needs",80.0,92.9,73.7
"Regional School District 13","Non-High Needs",96.7,99.1,99.2
"Regional School District 14","High Needs",85.3,91.2,91.3
"Regional School District 14","Non-High Needs",98.9,100.0,97.4
"Regional School District 15","High Needs",86.8,92.1,92.2
"Regional School District 15","Non-High Needs",96.1,97.7,98.8
"Regional School District 16","High Needs",82.9,88.9,78.4
"Regional School District 16","Non-High Needs",92.6,98.6,97.8
"Regional School District 17","High Needs",88.0,85.7,92.1
"Regional School District 17","Non-High Needs",95.5,97.3,99.2
"Regional School District 18","High Needs",83.3,95.2,86.4
"Regional School District 18","Non-High Needs",99.1,98.8,100.0
"Regional School District 19","High Needs",75.5,87.4,85.7
"Regional School District 19","Non-High Needs",91.3,95.3,97.2
"Ridgefield School District","High Needs",92.9,100.0,91.4
"Ridgefield School District","Non-High Needs",98.4,99.5,99.7
"Rocky Hill School District","High Needs",94.1,86.7,83.7
"Rocky Hill School District","Non-High Needs",92.5,97.6,97.7
"Seymour School District","High Needs",68.1,80.4,75.7
"Seymour School District","Non-High Needs",93.0,96.1,97.3
"Shelton School District","High Needs",83.5,84.3,82.9
"Shelton School District","Non-High Needs",95.5,97.5,98.5
"Simsbury School District","High Needs",92.2,91.9,88.9
"Simsbury School District","Non-High Needs",97.4,99.7,99.7
"Somers School District","High Needs",88.2,95.2,92.3
"Somers School District","Non-High Needs",98.4,99.2,99.2
"South Windsor School District","High Needs",81.9,89.0,90.0
"South Windsor School District","Non-High Needs",95.2,98.7,98.4
"Southington School District","High Needs",88.2,91.4,86.3
"Southington School District","Non-High Needs",96.7,98.3,98.1
"Stafford School District","High Needs",81.3,89.1,80.9
"Stafford School District","Non-High Needs",88.3,90.6,95.1
"Stamford Academy District","High Needs",64.3,"*","*"
"Stamford Academy District","Non-High Needs",66.7,"*","*"
"Stamford School District","High Needs",84.5,86.2,87.3
"Stamford School District","Non-High Needs",93.8,95.6,98.2
"Stonington School District","High Needs",79.1,88.6,88.9
"Stonington School District","Non-High Needs",98.8,97.1,98.7
"Stratford School District","High Needs",86.9,82.8,90.2
"Stratford School District","Non-High Needs",94.9,96.3,97.1
"Suffield School District","High Needs",95.5,76.2,86.3
"Suffield School District","Non-High Needs",97.9,97.0,98.2
"The Bridge Academy District","High Needs","*",80.5,"*"
"The Bridge Academy District","Non-High Needs","*","N/A","*"
"The Gilbert School District","High Needs",77.3,94.6,74.4
"The Gilbert School District","Non-High Needs",91.5,94.2,89.6
"Thomaston School District","High Needs",85.3,89.7,93.9
"Thomaston School District","Non-High Needs",97.1,96.3,97.8
"Thompson School District","High Needs",65.0,75.7,82.4
"Thompson School District","Non-High Needs",96.0,96.9,100.0
"Tolland School District","High Needs",100.0,96.9,78.9
"Tolland School District","Non-High Needs",94.7,98.0,97.6
"Torrington School District","High Needs",68.8,73.0,84.2
"Torrington School District","Non-High Needs",89.9,94.2,96.9
"Trumbull School District","High Needs",96.6,91.8,96.3
"Trumbull School District","Non-High Needs",99.3,99.6,99.5
"Unified School District #1","High Needs","*","*","*"
"Unified School District #1","Non-High Needs","*","*","*"
"Unified School District #2","High Needs","*","*","*"
"Unified School District #2","Non-High Needs","*","*","*"
"Vernon School District","High Needs",72.4,76.9,76.1
"Vernon School District","Non-High Needs",89.2,92.8,94.4
"Wallingford School District","High Needs",82.1,78.1,85.5
"Wallingford School District","Non-High Needs",92.2,98.5,96.1
"Waterbury School District","High Needs",65.9,65.9,67.7
"Waterbury School District","Non-High Needs",79.7,77.8,86.5
"Waterford School District","High Needs",88.2,83.8,83.6
"Waterford School District","Non-High Needs",93.7,97.7,98.8
"Watertown School District","High Needs",76.9,82.9,80.5
"Watertown School District","Non-High Needs",94.8,98.1,96.7
"West Hartford School District","High Needs",82.6,90.0,90.2
"West Hartford School District","Non-High Needs",97.5,98.6,98.7
"West Haven School District","High Needs",63.0,71.4,66.6
"West Haven School District","Non-High Needs",81.0,85.4,89.9
"Westbrook School District","High Needs",90.0,88.9,93.3
"Westbrook School District","Non-High Needs",96.9,96.9,96.8
"Weston School District","High Needs",85.7,100.0,92.6
"Weston School District","Non-High Needs",100.0,100.0,100.0
"Westport School District","High Needs",93.7,94.9,98.4
"Westport School District","Non-High Needs",99.0,99.4,100.0
"Wethersfield School District","High Needs",84.1,85.2,75.0
"Wethersfield School District","Non-High Needs",96.3,96.7,99.5
"Wilton School District","High Needs",93.1,94.4,92.3
"Wilton School District","Non-High Needs",100.0,100.0,98.8
"Windham School District","High Needs",60.2,73.1,81.6
"Windham School District","Non-High Needs",87.6,89.6,92.9
"Windsor Locks School District","High Needs",75.0,90.3,88.7
"Windsor Locks School District","Non-High Needs",94.9,97.7,97.4
"Windsor School District","High Needs",80.3,83.6,86.3
"Windsor School District","Non-High Needs",91.6,95.8,95.1
"Wolcott School District","High Needs",90.2,93.7,86.9
"Wolcott School District","Non-High Needs",96.6,97.1,98.7
"Woodstock Academy District","High Needs",94.3,84.6,86.5
"Woodstock Academy District","Non-High Needs",95.1,98.3,98.0

