"Six-Year Graduation Rates, 2012-13"
"All Districts, Special Education Status"

"",,,"Non-Graduates",,,
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education",59,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education",14,"*","*","*","*"
"Ellington School District","Non-Special Education",179,"*","*","*","*"
"Ellington School District","Special Education",19,"*","*","*","*"
"Elm City College Preparatory School District","Non-Special Education",13,"*","*","*","*"
"Enfield School District","Non-Special Education",378,"*","*",26,6.9
"Enfield School District","Special Education",65,"*","*",12,18.5
"Explorations District","Non-Special Education",23,"*","*","*","*"
"Explorations District","Special Education",7,"*","*","*","*"
"Fairfield School District","Non-Special Education",627,"*","*",14,2.2
"Fairfield School District","Special Education",78,"*","*",9,11.5
"Farmington School District","Non-Special Education",290,"*","*","*","*"
"Farmington School District","Special Education",35,"*","*","*","*"
"Glastonbury School District","Non-Special Education",487,"*","*","*","*"
"Glastonbury School District","Special Education",64,"*","*","*","*"
"Granby School District","Non-Special Education",185,"*","*","*","*"
"Granby School District","Special Education",10,"*","*","*","*"
"Greenwich School District","Non-Special Education",593,"*","*","*","*"
"Greenwich School District","Special Education",96,"*","*","*","*"
"Griswold School District","Non-Special Education",150,"*","*","*","*"
"Griswold School District","Special Education",19,"*","*","*","*"
"Groton School District","Non-Special Education",281,"*","*",35,12.5
"Groton School District","Special Education",48,"*","*",10,20.8
"Guilford School District","Non-Special Education",242,"*","*","*","*"
"Guilford School District","Special Education",37,"*","*","*","*"
"Hamden School District","Non-Special Education",385,"*","*",27,7.0
"Hamden School District","Special Education",63,"*","*",6,9.5
"Hartford School District","Non-Special Education",1189,6,0.5,223,18.8
"Hartford School District","Special Education",251,12,4.8,82,32.7
"Killingly School District","Non-Special Education",192,"*","*",29,15.1
"Killingly School District","Special Education",31,"*","*",9,29.0
"Learn","Non-Special Education",35,"*","*","*","*"
"Learn","Special Education",7,"*","*","*","*"
"Lebanon School District","Non-Special Education",108,"*","*","*","*"
"Lebanon School District","Special Education",10,"*","*","*","*"
"Ledyard School District","Non-Special Education",201,"*","*","*","*"
"Ledyard School District","Special Education",28,"*","*","*","*"
"Lisbon School District","Non-Special Education","*","*","*","*","*"
"Lisbon School District","Special Education","*","*","*","*","*"
"Litchfield School District","Non-Special Education",79,"*","*","*","*"
"Litchfield School District","Special Education",10,"*","*","*","*"
"Madison School District","Non-Special Education",277,"*","*","*","*"
"Madison School District","Special Education",38,"*","*","*","*"
"Manchester School District","Non-Special Education",400,"*","*",56,14.0
"Manchester School District","Special Education",70,"*","*",20,28.6
"Meriden School District","Non-Special Education",528,6,1.1,106,20.1
"Meriden School District","Special Education",97,7,7.2,35,36.1
"Middletown School District","Non-Special Education",313,"*","*",38,12.1
"Middletown School District","Special Education",61,"*","*",9,14.8
"Milford School District","Non-Special Education",426,9,2.1,19,4.5
"Milford School District","Special Education",98,13,13.3,10,10.2
"Monroe School District","Non-Special Education",277,"*","*","*","*"
"Monroe School District","Special Education",33,"*","*","*","*"
"Montville School District","Non-Special Education",159,"*","*","*","*"
"Montville School District","Special Education",28,"*","*","*","*"
"Naugatuck School District","Non-Special Education",280,"*","*",34,12.1
"Naugatuck School District","Special Education",52,"*","*",13,25.0
"New Britain School District","Non-Special Education",536,"*","*",151,28.2
"New Britain School District","Special Education",109,"*","*",43,39.4
"New Canaan School District","Non-Special Education",295,"*","*","*","*"
"New Canaan School District","Special Education",44,"*","*","*","*"
"New Fairfield School District","Non-Special Education",233,"*","*","*","*"
"New Fairfield School District","Special Education",25,"*","*","*","*"
"New Haven School District","Non-Special Education",1158,"*","*",249,21.5
"New Haven School District","Special Education",146,"*","*",32,21.9
"New London School District","Non-Special Education",218,"*","*",58,26.6
"New London School District","Special Education",39,"*","*",15,38.5
"New Milford School District","Non-Special Education",337,"*","*",22,6.5
"New Milford School District","Special Education",53,"*","*",11,20.8
"Newington School District","Non-Special Education",337,"*","*",17,5.0
"Newington School District","Special Education",38,"*","*",9,23.7
"Newtown School District","Non-Special Education",428,"*","*","*","*"
"Newtown School District","Special Education",42,"*","*","*","*"
"North Branford School District","Non-Special Education",149,"*","*","*","*"
"North Branford School District","Special Education",21,"*","*","*","*"
"North Haven School District","Non-Special Education",274,"*","*","*","*"
"North Haven School District","Special Education",37,"*","*","*","*"
"North Stonington School District","Non-Special Education","*","*","*","*","*"
"North Stonington School District","Special Education","*","*","*","*","*"
"Norwalk School District","Non-Special Education",699,"*","*",83,11.9
"Norwalk School District","Special Education",80,"*","*",13,16.3
"Norwich Free Academy District","Non-Special Education",504,12,2.4,45,8.9
"Norwich Free Academy District","Special Education",82,9,11.0,17,20.7
"Old Saybrook School District","Non-Special Education",129,"*","*","*","*"
"Old Saybrook School District","Special Education",10,"*","*","*","*"
"Oxford School District","Non-Special Education",146,"*","*","*","*"
"Oxford School District","Special Education",9,"*","*","*","*"
"Plainfield School District","Non-Special Education",166,"*","*",10,6.0
"Plainfield School District","Special Education",32,"*","*",7,21.9
"Plainville School District","Non-Special Education",177,"*","*","*","*"
"Plainville School District","Special Education",30,"*","*","*","*"
"Plymouth School District","Non-Special Education",117,"*","*","*","*"
"Plymouth School District","Special Education",10,"*","*","*","*"
"Portland School District","Non-Special Education",86,"*","*","*","*"
"Portland School District","Special Education",7,"*","*","*","*"
"Putnam School District","Non-Special Education",77,"*","*","*","*"
"Putnam School District","Special Education",20,"*","*","*","*"
"Regional School District 01","Non-Special Education",97,"*","*","*","*"
"Regional School District 01","Special Education",12,"*","*","*","*"
"Regional School District 04","Non-Special Education",142,"*","*","*","*"
"Regional School District 04","Special Education",20,"*","*","*","*"
"Regional School District 05","Non-Special Education",353,"*","*","*","*"
"Regional School District 05","Special Education",41,"*","*","*","*"
"Regional School District 06","Non-Special Education",83,"*","*","*","*"
"Regional School District 06","Special Education",13,"*","*","*","*"
"Regional School District 07","Non-Special Education",168,"*","*","*","*"
"Regional School District 07","Special Education",26,"*","*","*","*"
"Regional School District 08","Non-Special Education",246,"*","*","*","*"
"Regional School District 08","Special Education",39,"*","*","*","*"
"Regional School District 09","Non-Special Education",209,"*","*","*","*"
"Regional School District 09","Special Education",29,"*","*","*","*"
"Regional School District 10","Non-Special Education",174,"*","*","*","*"
"Regional School District 10","Special Education",24,"*","*","*","*"
"Regional School District 11","Non-Special Education",31,"*","*","*","*"
"Regional School District 11","Special Education",13,"*","*","*","*"
"Regional School District 12","Non-Special Education",72,"*","*","*","*"
"Regional School District 12","Special Education",16,"*","*","*","*"
"Regional School District 13","Non-Special Education",127,"*","*","*","*"
"Regional School District 13","Special Education",33,"*","*","*","*"
"Regional School District 14","Non-Special Education",174,"*","*","*","*"
"Regional School District 14","Special Education",26,"*","*","*","*"
"Regional School District 15","Non-Special Education",270,"*","*","*","*"
"Regional School District 15","Special Education",49,"*","*","*","*"
"Regional School District 16","Non-Special Education",173,"*","*","*","*"
"Regional School District 16","Special Education",13,"*","*","*","*"
"Regional School District 17","Non-Special Education",135,"*","*","*","*"
"Regional School District 17","Special Education",29,"*","*","*","*"
"Regional School District 18","Non-Special Education",99,"*","*","*","*"
"Regional School District 18","Special Education",13,"*","*","*","*"
"Regional School District 19","Non-Special Education",266,"*","*",7,2.6
"Regional School District 19","Special Education",48,"*","*",8,16.7
"Ridgefield School District","Non-Special Education",372,"*","*","*","*"
"Ridgefield School District","Special Education",42,"*","*","*","*"
"Rocky Hill School District","Non-Special Education",153,"*","*","*","*"
"Rocky Hill School District","Special Education",23,"*","*","*","*"
"Seymour School District","Non-Special Education",163,"*","*","*","*"
"Seymour School District","Special Education",17,"*","*","*","*"
"Shelton School District","Non-Special Education",368,"*","*",17,4.6
"Shelton School District","Special Education",27,"*","*",6,22.2
"Simsbury School District","Non-Special Education",351,"*","*","*","*"
"Simsbury School District","Special Education",53,"*","*","*","*"
"Somers School District","Non-Special Education",132,"*","*","*","*"
"Somers School District","Special Education",15,"*","*","*","*"
"South Windsor School District","Non-Special Education",341,"*","*","*","*"
"South Windsor School District","Special Education",44,"*","*","*","*"
"Southington School District","Non-Special Education",424,"*","*",17,4.0
"Southington School District","Special Education",64,"*","*",6,9.4
"Stafford School District","Non-Special Education",117,"*","*","*","*"
"Stafford School District","Special Education",12,"*","*","*","*"
"Stamford Academy District","Non-Special Education","*","*","*","*","*"
"Stamford Academy District","Special Education","*","*","*","*","*"
"Stamford School District","Non-Special Education",1097,"*","*",81,7.4
"Stamford School District","Special Education",114,"*","*",10,8.8
"Stonington School District","Non-Special Education",175,"*","*","*","*"
"Stonington School District","Special Education",28,"*","*","*","*"
"Stratford School District","Non-Special Education",489,"*","*",22,4.5
"Stratford School District","Special Education",66,"*","*",9,13.6
"Suffield School District","Non-Special Education",195,"*","*","*","*"
"Suffield School District","Special Education",23,"*","*","*","*"
"The Bridge Academy District","Non-Special Education",30,"*","*","*","*"
"The Bridge Academy District","Special Education",6,"*","*","*","*"
"The Gilbert School District","Non-Special Education",78,"*","*","*","*"
"The Gilbert School District","Special Education",9,"*","*","*","*"
"Thomaston School District","Non-Special Education",65,"*","*","*","*"
"Thomaston School District","Special Education",13,"*","*","*","*"
"Thompson School District","Non-Special Education",75,"*","*","*","*"
"Thompson School District","Special Education",10,"*","*","*","*"
"Tolland School District","Non-Special Education",222,"*","*","*","*"
"Tolland School District","Special Education",21,"*","*","*","*"
"Torrington School District","Non-Special Education",230,"*","*","*","*"
"Torrington School District","Special Education",44,"*","*","*","*"
"Trumbull School District","Non-Special Education",514,"*","*","*","*"
"Trumbull School District","Special Education",33,"*","*","*","*"
"Unified School District #1","Non-Special Education",339,31,9.1,303,89.4
"Unified School District #1","Special Education",161,17,10.6,139,86.3
"Unified School District #2","Non-Special Education",20,"*","*",14,70.0
"Unified School District #2","Special Education",20,"*","*",10,50.0
"Vernon School District","Non-Special Education",204,"*","*",23,11.3
"Vernon School District","Special Education",34,"*","*",11,32.4
"Wallingford School District","Non-Special Education",464,"*","*",21,4.5
"Wallingford School District","Special Education",70,"*","*",12,17.1
"Waterbury School District","Non-Special Education",1074,"*","*",301,28.0
"Waterbury School District","Special Education",216,"*","*",82,38.0
"Waterford School District","Non-Special Education",208,"*","*","*","*"
"Waterford School District","Special Education",34,"*","*","*","*"
"Watertown School District","Non-Special Education",237,"*","*","*","*"
"Watertown School District","Special Education",34,"*","*","*","*"
"West Hartford School District","Non-Special Education",741,"*","*","*","*"
"West Hartford School District","Special Education",86,"*","*","*","*"
"West Haven School District","Non-Special Education",395,"*","*",103,26.1
"West Haven School District","Special Education",40,"*","*",10,25.0
"Westbrook School District","Non-Special Education",71,"*","*","*","*"
"Westbrook School District","Special Education",7,"*","*","*","*"
"Weston School District","Non-Special Education",186,"*","*","*","*"
"Weston School District","Special Education",22,"*","*","*","*"
"Westport School District","Non-Special Education",409,"*","*","*","*"
"Westport School District","Special Education",56,"*","*","*","*"
"Wethersfield School District","Non-Special Education",242,"*","*","*","*"
"Wethersfield School District","Special Education",25,"*","*","*","*"
"Wilton School District","Non-Special Education",274,"*","*","*","*"
"Wilton School District","Special Education",50,"*","*","*","*"
"Windham School District","Non-Special Education",156,"*","*",22,14.1
"Windham School District","Special Education",36,"*","*",6,16.7
"Windsor Locks School District","Non-Special Education",124,"*","*","*","*"
"Windsor Locks School District","Special Education",15,"*","*","*","*"
"Windsor School District","Non-Special Education",300,"*","*",19,6.3
"Windsor School District","Special Education",46,"*","*",9,19.6
"Wolcott School District","Non-Special Education",196,"*","*","*","*"
"Wolcott School District","Special Education",23,"*","*","*","*"
"Woodstock Academy District","Non-Special Education",265,"*","*","*","*"
"Woodstock Academy District","Special Education",16,"*","*","*","*"

