"Six-Year Graduation Rates, 2011-12"
"All Districts, All Students"

"",,,"Non-Graduates",,,
"Rocky Hill School District","=""1190011""",209,0,0.0,10,4.8
"Seymour School District","=""1240011""",153,"*","*","*","*"
"Shelton School District","=""1260011""",426,"*","*","*","*"
"Simsbury School District","=""1280011""",407,"*","*","*","*"
"Somers School District","=""1290011""",141,0,0.0,"*","*"
"South Windsor School District","=""1320011""",385,"*","*","*","*"
"Southington School District","=""1310011""",494,"*","*","*","*"
"Stafford School District","=""1340011""",140,0,0.0,14,10.0
"Stamford Academy District","=""2820013""",44,0,0.0,14,31.8
"Stamford School District","=""1350011""",1174,8,0.7,108,9.2
"Stonington School District","=""1370011""",181,"*","*","*","*"
"Stratford School District","=""1380011""",580,7,1.2,52,9.0
"Suffield School District","=""1390011""",206,"*","*","*","*"
"The Bridge Academy District","=""2690013""",41,0,0.0,8,19.5
"The Gilbert School District","=""9020022""",89,0,0.0,"*","*"
"Thomaston School District","=""1400011""",93,0,0.0,6,6.5
"Thompson School District","=""1410011""",101,0,0.0,11,10.9
"Tolland School District","=""1420011""",231,0,0.0,"*","*"
"Torrington School District","=""1430011""",302,"*","*","*","*"
"Trumbull School District","=""1440011""",542,"*","*","*","*"
"Unified School District #1","=""3360015""",747,9,1.2,712,95.3
"Unified School District #2","=""3470015""",32,"*","*",17,53.1
"Vernon School District","=""1460011""",261,"*","*","*","*"
"Wallingford School District","=""1480011""",539,6,1.1,33,6.1
"Waterbury School District","=""1510011""",1265,8,0.6,402,31.8
"Waterford School District","=""1520011""",242,"*","*","*","*"
"Watertown School District","=""1530011""",233,"*","*","*","*"
"West Hartford School District","=""1550011""",752,"*","*","*","*"
"West Haven School District","=""1560011""",385,"*","*","*","*"
"Westbrook School District","=""1540011""",82,0,0.0,"*","*"
"Weston School District","=""1570011""",190,0,0.0,0,0.0
"Westport School District","=""1580011""",427,0,0.0,6,1.4
"Wethersfield School District","=""1590011""",291,"*","*","*","*"
"Wilton School District","=""1610011""",312,0,0.0,"*","*"
"Windham School District","=""1630011""",182,"*","*","*","*"
"Windsor Locks School District","=""1650011""",148,0,0.0,8,5.4
"Windsor School District","=""1640011""",317,"*","*","*","*"
"Wolcott School District","=""1660011""",219,0,0.0,9,4.1
"Woodstock Academy District","=""9030022""",286,0,0.0,12,4.2

