"Six-Year Graduation Rates, 2010-11"
"All Districts, High Needs Status"

"",,,,"Graduates",
"Cromwell School District","=""0330011""","Non-High Needs",135,"*","*"
"Danbury School District","=""0340011""","High Needs",321,240,74.8
"Danbury School District","=""0340011""","Non-High Needs",435,391,89.9
"Darien School District","=""0350011""","High Needs",41,38,92.7
"Darien School District","=""0350011""","Non-High Needs",286,279,97.6
"Derby School District","=""0370011""","High Needs",54,40,74.1
"Derby School District","=""0370011""","Non-High Needs",68,60,88.2
"East Granby School District","=""0400011""","High Needs",7,"*","*"
"East Granby School District","=""0400011""","Non-High Needs",69,"*","*"
"East Haddam School District","=""0410011""","High Needs",12,"*","*"
"East Haddam School District","=""0410011""","Non-High Needs",85,"*","*"
"East Hampton School District","=""0420011""","High Needs",20,15,75.0
"East Hampton School District","=""0420011""","Non-High Needs",119,112,94.1
"East Hartford School District","=""0430011""","High Needs",355,298,83.9
"East Hartford School District","=""0430011""","Non-High Needs",239,212,88.7
"East Haven School District","=""0440011""","High Needs",97,72,74.2
"East Haven School District","=""0440011""","Non-High Needs",204,188,92.2
"East Lyme School District","=""0450011""","High Needs",45,45,100.0
"East Lyme School District","=""0450011""","Non-High Needs",280,273,97.5
"East Windsor School District","=""0470011""","High Needs",34,"*","*"
"East Windsor School District","=""0470011""","Non-High Needs",55,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",21,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-High Needs",43,"*","*"
"Ellington School District","=""0480011""","High Needs",25,"*","*"
"Ellington School District","=""0480011""","Non-High Needs",156,"*","*"
"Enfield School District","=""0490011""","High Needs",128,97,75.8
"Enfield School District","=""0490011""","Non-High Needs",389,356,91.5
"Explorations District","=""2720013""","High Needs",14,"*","*"
"Explorations District","=""2720013""","Non-High Needs",16,"*","*"
"Fairfield School District","=""0510011""","High Needs",100,90,90.0
"Fairfield School District","=""0510011""","Non-High Needs",553,543,98.2
"Farmington School District","=""0520011""","High Needs",51,44,86.3
"Farmington School District","=""0520011""","Non-High Needs",284,278,97.9
"Glastonbury School District","=""0540011""","High Needs",91,"*","*"
"Glastonbury School District","=""0540011""","Non-High Needs",459,"*","*"
"Granby School District","=""0560011""","High Needs",19,"*","*"
"Granby School District","=""0560011""","Non-High Needs",174,"*","*"
"Greenwich School District","=""0570011""","High Needs",135,"*","*"
"Greenwich School District","=""0570011""","Non-High Needs",497,"*","*"
"Griswold School District","=""0580011""","High Needs",50,31,62.0
"Griswold School District","=""0580011""","Non-High Needs",150,138,92.0
"Groton School District","=""0590011""","High Needs",119,79,66.4
"Groton School District","=""0590011""","Non-High Needs",214,195,91.1
"Guilford School District","=""0600011""","High Needs",39,"*","*"
"Guilford School District","=""0600011""","Non-High Needs",232,"*","*"
"Hamden School District","=""0620011""","High Needs",189,150,79.4
"Hamden School District","=""0620011""","Non-High Needs",390,363,93.1
"Hartford School District","=""0640011""","High Needs",1442,988,68.5
"Hartford School District","=""0640011""","Non-High Needs",148,130,87.8
"Killingly School District","=""0690011""","High Needs",71,43,60.6
"Killingly School District","=""0690011""","Non-High Needs",124,103,83.1
"Lebanon School District","=""0710011""","High Needs",32,"*","*"
"Lebanon School District","=""0710011""","Non-High Needs",128,"*","*"
"Ledyard School District","=""0720011""","High Needs",54,49,90.7
"Ledyard School District","=""0720011""","Non-High Needs",177,166,93.8
"Lisbon School District","=""0730011""","High Needs","*","*","*"
"Litchfield School District","=""0740011""","High Needs",13,"*","*"
"Litchfield School District","=""0740011""","Non-High Needs",82,"*","*"
"Madison School District","=""0760011""","High Needs",37,"*","*"
"Madison School District","=""0760011""","Non-High Needs",280,"*","*"
"Manchester School District","=""0770011""","High Needs",245,158,64.5
"Manchester School District","=""0770011""","Non-High Needs",285,255,89.5
"Meriden School District","=""0800011""","High Needs",372,251,67.5
"Meriden School District","=""0800011""","Non-High Needs",245,220,89.8
"Middletown School District","=""0830011""","High Needs",135,92,68.1
"Middletown School District","=""0830011""","Non-High Needs",210,190,90.5
"Milford School District","=""0840011""","High Needs",129,106,82.2
"Milford School District","=""0840011""","Non-High Needs",364,348,95.6
"Monroe School District","=""0850011""","High Needs",36,"*","*"
"Monroe School District","=""0850011""","Non-High Needs",330,"*","*"
"Montville School District","=""0860011""","High Needs",57,49,86.0
"Montville School District","=""0860011""","Non-High Needs",148,131,88.5
"Naugatuck School District","=""0880011""","High Needs",148,112,75.7
"Naugatuck School District","=""0880011""","Non-High Needs",220,203,92.3
"New Britain School District","=""0890011""","High Needs",541,315,58.2
"New Britain School District","=""0890011""","Non-High Needs",202,146,72.3
"New Canaan School District","=""0900011""","High Needs",33,"*","*"
"New Canaan School District","=""0900011""","Non-High Needs",278,"*","*"
"New Fairfield School District","=""0910011""","High Needs",32,"*","*"
"New Fairfield School District","=""0910011""","Non-High Needs",208,"*","*"
"New Haven School District","=""0930011""","High Needs",1070,722,67.5
"New Haven School District","=""0930011""","Non-High Needs",355,279,78.6
"New London School District","=""0950011""","High Needs",190,125,65.8
"New London School District","=""0950011""","Non-High Needs",73,59,80.8
"New Milford School District","=""0960011""","High Needs",84,64,76.2
"New Milford School District","=""0960011""","Non-High Needs",315,294,93.3
"Newington School District","=""0940011""","High Needs",97,73,75.3
"Newington School District","=""0940011""","Non-High Needs",315,295,93.7
"Newtown School District","=""0970011""","High Needs",56,"*","*"
"Newtown School District","=""0970011""","Non-High Needs",389,"*","*"
"North Branford School District","=""0990011""","High Needs",42,"*","*"
"North Branford School District","=""0990011""","Non-High Needs",154,"*","*"
"North Haven School District","=""1010011""","High Needs",62,51,82.3
"North Haven School District","=""1010011""","Non-High Needs",245,220,89.8
"North Stonington School District","=""1020011""","High Needs",18,"*","*"
"North Stonington School District","=""1020011""","Non-High Needs",49,"*","*"
"Norwalk School District","=""1030011""","High Needs",369,305,82.7
"Norwalk School District","=""1030011""","Non-High Needs",521,478,91.7
"Norwich Free Academy District","=""9010022""","High Needs",220,170,77.3
"Norwich Free Academy District","=""9010022""","Non-High Needs",399,350,87.7
"Norwich School District","=""1040011""","High Needs",32,"*","*"
"Norwich School District","=""1040011""","Non-High Needs",9,"*","*"
"Old Saybrook School District","=""1060011""","High Needs",16,"*","*"
"Old Saybrook School District","=""1060011""","Non-High Needs",105,"*","*"
"Oxford School District","=""1080011""","High Needs",16,"*","*"
"Oxford School District","=""1080011""","Non-High Needs",139,"*","*"
"Plainfield School District","=""1090011""","High Needs",71,56,78.9
"Plainfield School District","=""1090011""","Non-High Needs",159,149,93.7
"Plainville School District","=""1100011""","High Needs",54,44,81.5
"Plainville School District","=""1100011""","Non-High Needs",179,167,93.3
"Plymouth School District","=""1110011""","High Needs",24,"*","*"
"Plymouth School District","=""1110011""","Non-High Needs",115,"*","*"
"Portland School District","=""1130011""","High Needs",19,"*","*"
"Portland School District","=""1130011""","Non-High Needs",78,"*","*"
"Putnam School District","=""1160011""","High Needs",37,"*","*"
"Putnam School District","=""1160011""","Non-High Needs",37,"*","*"
"Regional School District 01","=""2010012""","High Needs",31,25,80.6
"Regional School District 01","=""2010012""","Non-High Needs",107,95,88.8
"Regional School District 04","=""2040012""","High Needs",34,23,67.6
"Regional School District 04","=""2040012""","Non-High Needs",137,130,94.9
"Regional School District 05","=""2050012""","High Needs",57,50,87.7
"Regional School District 05","=""2050012""","Non-High Needs",353,336,95.2
"Regional School District 06","=""2060012""","High Needs",26,"*","*"
"Regional School District 06","=""2060012""","Non-High Needs",78,"*","*"
"Regional School District 07","=""2070012""","High Needs",40,"*","*"
"Regional School District 07","=""2070012""","Non-High Needs",169,"*","*"
"Regional School District 08","=""2080012""","High Needs",37,28,75.7
"Regional School District 08","=""2080012""","Non-High Needs",230,211,91.7
"Regional School District 09","=""2090012""","High Needs",39,35,89.7
"Regional School District 09","=""2090012""","Non-High Needs",181,181,100.0
"Regional School District 10","=""2100012""","High Needs",22,18,81.8
"Regional School District 10","=""2100012""","Non-High Needs",153,153,100.0
"Regional School District 11","=""2110012""","High Needs",10,"*","*"
"Regional School District 11","=""2110012""","Non-High Needs",29,"*","*"
"Regional School District 12","=""2120012""","High Needs",14,"*","*"
"Regional School District 12","=""2120012""","Non-High Needs",79,"*","*"
"Regional School District 13","=""2130012""","High Needs",20,"*","*"
"Regional School District 13","=""2130012""","Non-High Needs",120,"*","*"
"Regional School District 14","=""2140012""","High Needs",34,"*","*"
"Regional School District 14","=""2140012""","Non-High Needs",184,"*","*"
"Regional School District 15","=""2150012""","High Needs",53,46,86.8
"Regional School District 15","=""2150012""","Non-High Needs",335,322,96.1
"Regional School District 16","=""2160012""","High Needs",35,29,82.9
"Regional School District 16","=""2160012""","Non-High Needs",163,151,92.6
"Regional School District 17","=""2170012""","High Needs",25,"*","*"
"Regional School District 17","=""2170012""","Non-High Needs",155,"*","*"
"Regional School District 18","=""2180012""","High Needs",18,"*","*"
"Regional School District 18","=""2180012""","Non-High Needs",117,"*","*"
"Regional School District 19","=""2190012""","High Needs",53,40,75.5
"Regional School District 19","=""2190012""","Non-High Needs",231,211,91.3
"Ridgefield School District","=""1180011""","High Needs",56,"*","*"
"Ridgefield School District","=""1180011""","Non-High Needs",377,"*","*"
"Rocky Hill School District","=""1190011""","High Needs",17,"*","*"
"Rocky Hill School District","=""1190011""","Non-High Needs",159,"*","*"
"Seymour School District","=""1240011""","High Needs",47,32,68.1
"Seymour School District","=""1240011""","Non-High Needs",142,132,93.0
"Shelton School District","=""1260011""","High Needs",85,71,83.5
"Shelton School District","=""1260011""","Non-High Needs",311,297,95.5
"Simsbury School District","=""1280011""","High Needs",51,47,92.2
"Simsbury School District","=""1280011""","Non-High Needs",308,300,97.4
"Somers School District","=""1290011""","High Needs",17,"*","*"
"Somers School District","=""1290011""","Non-High Needs",127,"*","*"
"South Windsor School District","=""1320011""","High Needs",72,59,81.9
"South Windsor School District","=""1320011""","Non-High Needs",353,336,95.2
"Southington School District","=""1310011""","High Needs",93,82,88.2
"Southington School District","=""1310011""","Non-High Needs",448,433,96.7
"Stafford School District","=""1340011""","High Needs",32,26,81.3
"Stafford School District","=""1340011""","Non-High Needs",103,91,88.3
"Stamford Academy District","=""2820013""","High Needs",42,"*","*"
"Stamford Academy District","=""2820013""","Non-High Needs",9,"*","*"
"Stamford School District","=""1350011""","High Needs",569,481,84.5
"Stamford School District","=""1350011""","Non-High Needs",616,578,93.8
"Stonington School District","=""1370011""","High Needs",43,"*","*"
"Stonington School District","=""1370011""","Non-High Needs",169,"*","*"
"Stratford School District","=""1380011""","High Needs",222,193,86.9
"Stratford School District","=""1380011""","Non-High Needs",351,333,94.9
"Suffield School District","=""1390011""","High Needs",22,"*","*"
"Suffield School District","=""1390011""","Non-High Needs",192,"*","*"
"The Bridge Academy District","=""2690013""","High Needs","*","*","*"
"The Bridge Academy District","=""2690013""","Non-High Needs","*","*","*"
"The Gilbert School District","=""9020022""","High Needs",22,"*","*"
"The Gilbert School District","=""9020022""","Non-High Needs",47,"*","*"
"Thomaston School District","=""1400011""","High Needs",34,"*","*"
"Thomaston School District","=""1400011""","Non-High Needs",70,"*","*"
"Thompson School District","=""1410011""","High Needs",20,"*","*"
"Thompson School District","=""1410011""","Non-High Needs",75,"*","*"
"Tolland School District","=""1420011""","High Needs",18,18,"*"
"Tolland School District","=""1420011""","Non-High Needs",206,195,94.7
"Torrington School District","=""1430011""","High Needs",96,66,68.8
"Torrington School District","=""1430011""","Non-High Needs",188,169,89.9
"Trumbull School District","=""1440011""","High Needs",59,"*","*"
"Trumbull School District","=""1440011""","Non-High Needs",444,"*","*"
"Unified School District #1","=""3360015""","High Needs",637,"*","*"
"Unified School District #1","=""3360015""","Non-High Needs",103,"*","*"
"Unified School District #2","=""3470015""","High Needs","*","*","*"
"Unified School District #2","=""3470015""","Non-High Needs","*","*","*"
"Vernon School District","=""1460011""","High Needs",87,63,72.4
"Vernon School District","=""1460011""","Non-High Needs",204,182,89.2
"Wallingford School District","=""1480011""","High Needs",112,92,82.1
"Wallingford School District","=""1480011""","Non-High Needs",448,413,92.2
"Waterbury School District","=""1510011""","High Needs",956,630,65.9
"Waterbury School District","=""1510011""","Non-High Needs",344,274,79.7
"Waterford School District","=""1520011""","High Needs",34,30,88.2
"Waterford School District","=""1520011""","Non-High Needs",237,222,93.7
"Watertown School District","=""1530011""","High Needs",52,40,76.9
"Watertown School District","=""1530011""","Non-High Needs",194,184,94.8
"West Hartford School District","=""1550011""","High Needs",218,180,82.6
"West Hartford School District","=""1550011""","Non-High Needs",611,596,97.5
"West Haven School District","=""1560011""","High Needs",230,145,63.0
"West Haven School District","=""1560011""","Non-High Needs",226,183,81.0
"Westbrook School District","=""1540011""","High Needs",10,"*","*"
"Westbrook School District","=""1540011""","Non-High Needs",65,"*","*"
"Weston School District","=""1570011""","High Needs",14,"*","*"
"Weston School District","=""1570011""","Non-High Needs",181,"*","*"
"Westport School District","=""1580011""","High Needs",63,"*","*"
"Westport School District","=""1580011""","Non-High Needs",411,"*","*"
"Wethersfield School District","=""1590011""","High Needs",63,53,84.1
"Wethersfield School District","=""1590011""","Non-High Needs",242,233,96.3
"Wilton School District","=""1610011""","High Needs",29,27,93.1
"Wilton School District","=""1610011""","Non-High Needs",276,276,100.0
"Windham School District","=""1630011""","High Needs",161,97,60.2
"Windham School District","=""1630011""","Non-High Needs",97,85,87.6
"Windsor Locks School District","=""1650011""","High Needs",36,27,75.0
"Windsor Locks School District","=""1650011""","Non-High Needs",98,93,94.9
"Windsor School District","=""1640011""","High Needs",122,98,80.3
"Windsor School District","=""1640011""","Non-High Needs",227,208,91.6
"Wolcott School District","=""1660011""","High Needs",51,"*","*"
"Wolcott School District","=""1660011""","Non-High Needs",174,"*","*"
"Woodstock Academy District","=""9030022""","High Needs",35,"*","*"
"Woodstock Academy District","=""9030022""","Non-High Needs",264,"*","*"

