"Six-Year Graduation Rates, 2012-13"
"All Districts, Gender"

"",,,"Graduates",
"Greenwich School District","Female",324,316,97.5
"Greenwich School District","Male",365,354,97.0
"Griswold School District","Female",93,84,90.3
"Griswold School District","Male",76,68,89.5
"Groton School District","Female",168,146,86.9
"Groton School District","Male",161,132,82.0
"Guilford School District","Female",139,134,96.4
"Guilford School District","Male",140,131,93.6
"Hamden School District","Female",227,210,92.5
"Hamden School District","Male",221,195,88.2
"Hartford School District","Female",740,592,80.0
"Hartford School District","Male",700,524,74.9
"Killingly School District","Female",110,95,86.4
"Killingly School District","Male",113,83,73.5
"Learn","Female",23,21,91.3
"Learn","Male",19,18,94.7
"Lebanon School District","Female",72,68,94.4
"Lebanon School District","Male",46,43,93.5
"Ledyard School District","Female",114,107,93.9
"Ledyard School District","Male",115,104,90.4
"Lisbon School District","Female","*","*","*"
"Lisbon School District","Male","*","*","*"
"Litchfield School District","Female",46,45,97.8
"Litchfield School District","Male",43,42,97.7
"Madison School District","Female",158,158,100.0
"Madison School District","Male",157,157,100.0
"Manchester School District","Female",222,184,82.9
"Manchester School District","Male",248,206,83.1
"Meriden School District","Female",320,249,77.8
"Meriden School District","Male",305,222,72.8
"Middletown School District","Female",167,150,89.8
"Middletown School District","Male",207,172,83.1
"Milford School District","Female",259,241,93.1
"Milford School District","Male",265,232,87.5
"Monroe School District","Female",163,161,98.8
"Monroe School District","Male",147,145,98.6
"Montville School District","Female",80,74,92.5
"Montville School District","Male",107,95,88.8
"Naugatuck School District","Female",160,133,83.1
"Naugatuck School District","Male",172,141,82.0
"New Britain School District","Female",319,226,70.8
"New Britain School District","Male",326,215,66.0
"New Canaan School District","Female",177,175,98.9
"New Canaan School District","Male",162,159,98.1
"New Fairfield School District","Female",133,132,99.2
"New Fairfield School District","Male",125,118,94.4
"New Haven School District","Female",710,578,81.4
"New Haven School District","Male",594,434,73.1
"New London School District","Female",122,86,70.5
"New London School District","Male",135,93,68.9
"New Milford School District","Female",195,178,91.3
"New Milford School District","Male",195,173,88.7
"Newington School District","Female",190,179,94.2
"Newington School District","Male",185,166,89.7
"Newtown School District","Female",227,219,96.5
"Newtown School District","Male",243,236,97.1
"North Branford School District","Female",92,90,97.8
"North Branford School District","Male",78,75,96.2
"North Haven School District","Female",151,143,94.7
"North Haven School District","Male",160,142,88.8
"North Stonington School District","Female",30,29,96.7
"North Stonington School District","Male",18,17,94.4
"Norwalk School District","Female",401,355,88.5
"Norwalk School District","Male",378,328,86.8
"Norwich Free Academy District","Female",319,279,87.5
"Norwich Free Academy District","Male",267,224,83.9
"Old Saybrook School District","Female",65,64,98.5
"Old Saybrook School District","Male",74,68,91.9
"Oxford School District","Female",80,80,100.0
"Oxford School District","Male",75,71,94.7
"Plainfield School District","Female",98,91,92.9
"Plainfield School District","Male",100,88,88.0
"Plainville School District","Female",109,101,92.7
"Plainville School District","Male",98,86,87.8
"Plymouth School District","Female",63,56,88.9
"Plymouth School District","Male",64,56,87.5
"Portland School District","Female",42,38,90.5
"Portland School District","Male",51,43,84.3
"Putnam School District","Female",45,41,91.1
"Putnam School District","Male",52,46,88.5
"Regional School District 01","Female",55,50,90.9
"Regional School District 01","Male",54,51,94.4
"Regional School District 04","Female",88,86,97.7
"Regional School District 04","Male",74,70,94.6
"Regional School District 05","Female",187,182,97.3
"Regional School District 05","Male",207,200,96.6
"Regional School District 06","Female",53,51,96.2
"Regional School District 06","Male",43,42,97.7
"Regional School District 07","Female",95,95,100.0
"Regional School District 07","Male",99,92,92.9
"Regional School District 08","Female",127,123,96.9
"Regional School District 08","Male",158,144,91.1
"Regional School District 09","Female",123,120,97.6
"Regional School District 09","Male",115,111,96.5
"Regional School District 10","Female",97,90,92.8
"Regional School District 10","Male",101,98,97.0
"Regional School District 11","Female",18,16,88.9
"Regional School District 11","Male",26,22,84.6
"Regional School District 12","Female",36,33,91.7
"Regional School District 12","Male",52,48,92.3
"Regional School District 13","Female",83,77,92.8
"Regional School District 13","Male",77,72,93.5
"Regional School District 14","Female",108,105,97.2
"Regional School District 14","Male",92,87,94.6
"Regional School District 15","Female",145,142,97.9
"Regional School District 15","Male",174,169,97.1
"Regional School District 16","Female",81,77,95.1
"Regional School District 16","Male",105,95,90.5
"Regional School District 17","Female",84,82,97.6
"Regional School District 17","Male",80,78,97.5
"Regional School District 18","Female",57,56,98.2
"Regional School District 18","Male",55,53,96.4
"Regional School District 19","Female",169,157,92.9
"Regional School District 19","Male",145,137,94.5
"Ridgefield School District","Female",202,196,97.0
"Ridgefield School District","Male",212,212,100.0
"Rocky Hill School District","Female",82,80,97.6
"Rocky Hill School District","Male",94,86,91.5
"Seymour School District","Female",87,79,90.8
"Seymour School District","Male",93,81,87.1
"Shelton School District","Female",191,177,92.7
"Shelton School District","Male",204,193,94.6
"Simsbury School District","Female",192,188,97.9
"Simsbury School District","Male",212,206,97.2
"Somers School District","Female",68,68,100.0
"Somers School District","Male",79,76,96.2
"South Windsor School District","Female",181,173,95.6
"South Windsor School District","Male",204,199,97.5
"Southington School District","Female",249,241,96.8
"Southington School District","Male",239,224,93.7
"Stafford School District","Female",69,65,94.2
"Stafford School District","Male",60,51,85.0
"Stamford Academy District","Female",14,9,64.3
"Stamford Academy District","Male",23,12,52.2
"Stamford School District","Female",583,534,91.6
"Stamford School District","Male",628,578,92.0
"Stonington School District","Female",88,84,95.5
"Stonington School District","Male",115,111,96.5
"Stratford School District","Female",268,258,96.3
"Stratford School District","Male",287,262,91.3
"Suffield School District","Female",125,121,96.8
"Suffield School District","Male",93,87,93.5
"The Bridge Academy District","Female",17,17,100.0
"The Bridge Academy District","Male",19,17,89.5
"The Gilbert School District","Female",44,37,84.1
"The Gilbert School District","Male",43,35,81.4
"Thomaston School District","Female",40,39,97.5
"Thomaston School District","Male",38,36,94.7
"Thompson School District","Female",42,39,92.9
"Thompson School District","Male",43,40,93.0
"Tolland School District","Female",116,111,95.7
"Tolland School District","Male",127,119,93.7
"Torrington School District","Female",135,127,94.1
"Torrington School District","Male",139,120,86.3
"Trumbull School District","Female",277,273,98.6
"Trumbull School District","Male",270,268,99.3
"Unified School District #1","Female",34,"*","*"
"Unified School District #1","Male",466,"*","*"
"Unified School District #2","Female","*","*","*"
"Unified School District #2","Male","*","*","*"
"Vernon School District","Female",126,112,88.9
"Vernon School District","Male",112,92,82.1
"Wallingford School District","Female",301,284,94.4
"Wallingford School District","Male",233,213,91.4
"Waterbury School District","Female",634,467,73.7
"Waterbury School District","Male",656,434,66.2
"Waterford School District","Female",111,104,93.7
"Waterford School District","Male",131,124,94.7
"Watertown School District","Female",138,131,94.9
"Watertown School District","Male",133,117,88.0
"West Hartford School District","Female",420,407,96.9
"West Hartford School District","Male",407,385,94.6
"West Haven School District","Female",203,161,79.3
"West Haven School District","Male",232,154,66.4
"Westbrook School District","Female",37,36,97.3
"Westbrook School District","Male",41,39,95.1
"Weston School District","Female",103,103,100.0
"Weston School District","Male",105,103,98.1
"Westport School District","Female",220,219,99.5
"Westport School District","Male",245,245,100.0
"Wethersfield School District","Female",127,121,95.3
"Wethersfield School District","Male",140,128,91.4
"Wilton School District","Female",162,157,96.9
"Wilton School District","Male",162,159,98.1
"Windham School District","Female",89,77,86.5
"Windham School District","Male",103,86,83.5
"Windsor Locks School District","Female",77,75,97.4
"Windsor Locks School District","Male",62,55,88.7
"Windsor School District","Female",169,157,92.9
"Windsor School District","Male",177,158,89.3
"Wolcott School District","Female",110,105,95.5
"Wolcott School District","Male",109,104,95.4
"Woodstock Academy District","Female",156,152,97.4
"Woodstock Academy District","Male",125,119,95.2

