"Six-Year Graduation Rates, 2012-13"
"All Districts, High Needs Status"

"",,,"Non-Graduates",,,
"Guilford School District","Non-High Needs",222,"*","*",6,2.7
"Hamden School District","High Needs",225,"*","*",26,11.6
"Hamden School District","Non-High Needs",223,"*","*",7,3.1
"Hartford School District","High Needs",1292,"*","*",298,23.1
"Hartford School District","Non-High Needs",148,"*","*",7,4.7
"Killingly School District","High Needs",127,"*","*",31,24.4
"Killingly School District","Non-High Needs",96,"*","*",7,7.3
"Learn","High Needs",30,"*","*","*","*"
"Learn","Non-High Needs",12,"*","*","*","*"
"Lebanon School District","High Needs",33,"*","*","*","*"
"Lebanon School District","Non-High Needs",85,"*","*","*","*"
"Ledyard School District","High Needs",73,"*","*","*","*"
"Ledyard School District","Non-High Needs",156,"*","*","*","*"
"Lisbon School District","High Needs","*","*","*","*","*"
"Lisbon School District","Non-High Needs","*","*","*","*","*"
"Litchfield School District","High Needs",20,"*","*","*","*"
"Litchfield School District","Non-High Needs",69,"*","*","*","*"
"Madison School District","High Needs",47,"*","*","*","*"
"Madison School District","Non-High Needs",268,"*","*","*","*"
"Manchester School District","High Needs",280,"*","*",62,22.1
"Manchester School District","Non-High Needs",190,"*","*",14,7.4
"Meriden School District","High Needs",449,"*","*",130,29.0
"Meriden School District","Non-High Needs",176,"*","*",11,6.3
"Middletown School District","High Needs",210,"*","*",34,16.2
"Middletown School District","Non-High Needs",164,"*","*",13,7.9
"Milford School District","High Needs",214,"*","*","*","*"
"Milford School District","Non-High Needs",310,"*","*","*","*"
"Monroe School District","High Needs",70,"*","*","*","*"
"Monroe School District","Non-High Needs",240,"*","*","*","*"
"Montville School District","High Needs",83,"*","*","*","*"
"Montville School District","Non-High Needs",104,"*","*","*","*"
"Naugatuck School District","High Needs",176,"*","*",34,19.3
"Naugatuck School District","Non-High Needs",156,"*","*",13,8.3
"New Britain School District","High Needs",550,"*","*",180,32.7
"New Britain School District","Non-High Needs",95,"*","*",14,14.7
"New Canaan School District","High Needs",48,"*","*","*","*"
"New Canaan School District","Non-High Needs",291,"*","*","*","*"
"New Fairfield School District","High Needs",57,"*","*","*","*"
"New Fairfield School District","Non-High Needs",201,"*","*","*","*"
"New Haven School District","High Needs",1172,"*","*",254,21.7
"New Haven School District","Non-High Needs",132,"*","*",27,20.5
"New London School District","High Needs","*","*","*","*","*"
"New London School District","Non-High Needs","*","*","*","*","*"
"New Milford School District","High Needs",109,"*","*",18,16.5
"New Milford School District","Non-High Needs",281,"*","*",15,5.3
"Newington School District","High Needs",127,"*","*",19,15.0
"Newington School District","Non-High Needs",248,"*","*",7,2.8
"Newtown School District","High Needs",74,"*","*","*","*"
"Newtown School District","Non-High Needs",396,"*","*","*","*"
"North Branford School District","High Needs",50,"*","*","*","*"
"North Branford School District","Non-High Needs",120,"*","*","*","*"
"North Haven School District","High Needs",98,"*","*",14,14.3
"North Haven School District","Non-High Needs",213,"*","*",6,2.8
"North Stonington School District","High Needs",13,"*","*","*","*"
"North Stonington School District","Non-High Needs",35,"*","*","*","*"
"Norwalk School District","High Needs",413,"*","*",78,18.9
"Norwalk School District","Non-High Needs",366,"*","*",18,4.9
"Norwich Free Academy District","High Needs",280,"*","*",49,17.5
"Norwich Free Academy District","Non-High Needs",306,"*","*",13,4.2
"Old Saybrook School District","High Needs",32,"*","*","*","*"
"Old Saybrook School District","Non-High Needs",107,"*","*","*","*"
"Oxford School District","High Needs",24,"*","*","*","*"
"Oxford School District","Non-High Needs",131,"*","*","*","*"
"Plainfield School District","High Needs",95,"*","*","*","*"
"Plainfield School District","Non-High Needs",103,"*","*","*","*"
"Plainville School District","High Needs",81,"*","*","*","*"
"Plainville School District","Non-High Needs",126,"*","*","*","*"
"Plymouth School District","High Needs",47,"*","*",6,12.8
"Plymouth School District","Non-High Needs",80,"*","*",6,7.5
"Portland School District","High Needs",23,"*","*","*","*"
"Portland School District","Non-High Needs",70,"*","*","*","*"
"Putnam School District","High Needs",62,"*","*","*","*"
"Putnam School District","Non-High Needs",35,"*","*","*","*"
"Regional School District 01","High Needs",41,"*","*","*","*"
"Regional School District 01","Non-High Needs",68,"*","*","*","*"
"Regional School District 04","High Needs",40,"*","*","*","*"
"Regional School District 04","Non-High Needs",122,"*","*","*","*"
"Regional School District 05","High Needs",60,"*","*","*","*"
"Regional School District 05","Non-High Needs",334,"*","*","*","*"
"Regional School District 06","High Needs",20,"*","*","*","*"
"Regional School District 06","Non-High Needs",76,"*","*","*","*"
"Regional School District 07","High Needs",40,"*","*","*","*"
"Regional School District 07","Non-High Needs",154,"*","*","*","*"
"Regional School District 08","High Needs",61,"*","*",6,9.8
"Regional School District 08","Non-High Needs",224,"*","*",8,3.6
"Regional School District 09","High Needs",39,"*","*","*","*"
"Regional School District 09","Non-High Needs",199,"*","*","*","*"
"Regional School District 10","High Needs",41,"*","*","*","*"
"Regional School District 10","Non-High Needs",157,"*","*","*","*"
"Regional School District 11","High Needs",20,"*","*","*","*"
"Regional School District 11","Non-High Needs",24,"*","*","*","*"
"Regional School District 12","High Needs",23,"*","*","*","*"
"Regional School District 12","Non-High Needs",65,"*","*","*","*"
"Regional School District 13","High Needs",38,"*","*","*","*"
"Regional School District 13","Non-High Needs",122,"*","*","*","*"
"Regional School District 14","High Needs",46,"*","*","*","*"
"Regional School District 14","Non-High Needs",154,"*","*","*","*"
"Regional School District 15","High Needs",64,"*","*","*","*"
"Regional School District 15","Non-High Needs",255,"*","*","*","*"
"Regional School District 16","High Needs",51,"*","*","*","*"
"Regional School District 16","Non-High Needs",135,"*","*","*","*"
"Regional School District 17","High Needs",38,"*","*","*","*"
"Regional School District 17","Non-High Needs",126,"*","*","*","*"
"Regional School District 18","High Needs",22,"*","*","*","*"
"Regional School District 18","Non-High Needs",90,"*","*","*","*"
"Regional School District 19","High Needs",98,"*","*","*","*"
"Regional School District 19","Non-High Needs",216,"*","*","*","*"
"Ridgefield School District","High Needs",58,"*","*","*","*"
"Ridgefield School District","Non-High Needs",356,"*","*","*","*"
"Rocky Hill School District","High Needs",43,"*","*","*","*"
"Rocky Hill School District","Non-High Needs",133,"*","*","*","*"
"Seymour School District","High Needs",70,"*","*","*","*"
"Seymour School District","Non-High Needs",110,"*","*","*","*"
"Shelton School District","High Needs",123,"*","*","*","*"
"Shelton School District","Non-High Needs",272,"*","*","*","*"
"Simsbury School District","High Needs",81,"*","*","*","*"
"Simsbury School District","Non-High Needs",323,"*","*","*","*"
"Somers School District","High Needs",26,"*","*","*","*"
"Somers School District","Non-High Needs",121,"*","*","*","*"
"South Windsor School District","High Needs",80,"*","*","*","*"
"South Windsor School District","Non-High Needs",305,"*","*","*","*"
"Southington School District","High Needs",117,"*","*",16,13.7
"Southington School District","Non-High Needs",371,"*","*",7,1.9
"Stafford School District","High Needs",47,"*","*","*","*"
"Stafford School District","Non-High Needs",82,"*","*","*","*"
"Stamford Academy District","High Needs","*","*","*","*","*"
"Stamford Academy District","Non-High Needs","*","*","*","*","*"
"Stamford School District","High Needs",707,"*","*",82,11.6
"Stamford School District","Non-High Needs",504,"*","*",9,1.8
"Stonington School District","High Needs",54,"*","*","*","*"
"Stonington School District","Non-High Needs",149,"*","*","*","*"
"Stratford School District","High Needs",276,"*","*",23,8.3
"Stratford School District","Non-High Needs",279,"*","*",8,2.9
"Suffield School District","High Needs",51,"*","*","*","*"
"Suffield School District","Non-High Needs",167,"*","*","*","*"
"The Bridge Academy District","High Needs","*","*","*","*","*"
"The Bridge Academy District","Non-High Needs","*","*","*","*","*"
"The Gilbert School District","High Needs",39,"*","*","*","*"
"The Gilbert School District","Non-High Needs",48,"*","*","*","*"
"Thomaston School District","High Needs",33,"*","*","*","*"
"Thomaston School District","Non-High Needs",45,"*","*","*","*"
"Thompson School District","High Needs",34,"*","*","*","*"
"Thompson School District","Non-High Needs",51,"*","*","*","*"
"Tolland School District","High Needs",38,"*","*","*","*"
"Tolland School District","Non-High Needs",205,"*","*","*","*"
"Torrington School District","High Needs",146,"*","*","*","*"
"Torrington School District","Non-High Needs",128,"*","*","*","*"
"Trumbull School District","High Needs",107,"*","*","*","*"
"Trumbull School District","Non-High Needs",440,"*","*","*","*"
"Unified School District #1","High Needs",486,"*","*",430,88.5
"Unified School District #1","Non-High Needs",14,"*","*",12,85.7
"Unified School District #2","High Needs","*","*","*","*","*"
"Unified School District #2","Non-High Needs","*","*","*","*","*"
"Vernon School District","High Needs",113,"*","*",27,23.9
"Vernon School District","Non-High Needs",125,"*","*",7,5.6
"Wallingford School District","High Needs",152,"*","*",18,11.8
"Wallingford School District","Non-High Needs",382,"*","*",15,3.9
"Waterbury School District","High Needs",1142,"*","*",363,31.8
"Waterbury School District","Non-High Needs",148,"*","*",20,13.5
"Waterford School District","High Needs",73,"*","*","*","*"
"Waterford School District","Non-High Needs",169,"*","*","*","*"
"Watertown School District","High Needs",87,"*","*",15,17.2
"Watertown School District","Non-High Needs",184,"*","*",6,3.3
"West Hartford School District","High Needs",285,"*","*",23,8.1
"West Hartford School District","Non-High Needs",542,"*","*",7,1.3
"West Haven School District","High Needs",326,"*","*",102,31.3
"West Haven School District","Non-High Needs",109,"*","*",11,10.1
"Westbrook School District","High Needs",15,"*","*","*","*"
"Westbrook School District","Non-High Needs",63,"*","*","*","*"
"Weston School District","High Needs",27,"*","*","*","*"
"Weston School District","Non-High Needs",181,"*","*","*","*"
"Westport School District","High Needs",62,"*","*","*","*"
"Westport School District","Non-High Needs",403,"*","*","*","*"
"Wethersfield School District","High Needs",68,"*","*","*","*"
"Wethersfield School District","Non-High Needs",199,"*","*","*","*"
"Wilton School District","High Needs",65,"*","*","*","*"
"Wilton School District","Non-High Needs",259,"*","*","*","*"
"Windham School District","High Needs",136,"*","*","*","*"
"Windham School District","Non-High Needs",56,"*","*","*","*"
"Windsor Locks School District","High Needs",62,"*","*","*","*"
"Windsor Locks School District","Non-High Needs",77,"*","*","*","*"
"Windsor School District","High Needs",161,"*","*",20,12.4
"Windsor School District","Non-High Needs",185,"*","*",8,4.3
"Wolcott School District","High Needs",61,"*","*","*","*"
"Wolcott School District","Non-High Needs",158,"*","*","*","*"
"Woodstock Academy District","High Needs",37,"*","*","*","*"
"Woodstock Academy District","Non-High Needs",244,"*","*","*","*"

