"Six-Year Graduation Rates, 2011-12"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,"Graduates",
"Cromwell School District","Eligible For Free Lunch",26,23,88.5
"Cromwell School District","Eligible For Reduced Lunch",8,8,100.0
"Cromwell School District","Not Eligible For Lunch",117,112,95.7
"Danbury School District","Eligible For Free Lunch",261,206,78.9
"Danbury School District","Eligible For Reduced Lunch",82,72,87.8
"Danbury School District","Not Eligible For Lunch",411,369,89.8
"Darien School District","Eligible For Free Lunch",6,6,100.0
"Darien School District","Eligible For Reduced Lunch",6,6,100.0
"Darien School District","Not Eligible For Lunch",299,291,97.3
"Derby School District","Eligible For Free Lunch",43,30,69.8
"Derby School District","Eligible For Reduced Lunch",22,19,86.4
"Derby School District","Not Eligible For Lunch",47,41,87.2
"East Granby School District","Eligible For Free Lunch","*","*","*"
"East Granby School District","Not Eligible For Lunch","*","*","*"
"East Haddam School District","Eligible For Free Lunch","*","*","*"
"East Haddam School District","Eligible For Reduced Lunch","*","*","*"
"East Haddam School District","Not Eligible For Lunch",87,83,95.4
"East Hampton School District","Eligible For Free Lunch",8,7,87.5
"East Hampton School District","Eligible For Reduced Lunch",14,13,92.9
"East Hampton School District","Not Eligible For Lunch",142,137,96.5
"East Hartford School District","Eligible For Free Lunch",297,233,78.5
"East Hartford School District","Eligible For Reduced Lunch",108,98,90.7
"East Hartford School District","Not Eligible For Lunch",174,159,91.4
"East Haven School District","Eligible For Free Lunch",77,53,68.8
"East Haven School District","Eligible For Reduced Lunch",35,28,80.0
"East Haven School District","Not Eligible For Lunch",114,93,81.6
"East Lyme School District","Eligible For Free Lunch",19,17,89.5
"East Lyme School District","Eligible For Reduced Lunch",17,16,94.1
"East Lyme School District","Not Eligible For Lunch",266,252,94.7
"East Windsor School District","Eligible For Free Lunch",22,17,77.3
"East Windsor School District","Eligible For Reduced Lunch",11,11,100.0
"East Windsor School District","Not Eligible For Lunch",55,51,92.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Free Lunch",18,13,72.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Reduced Lunch",12,9,75.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Not Eligible For Lunch",55,48,87.3
"Ellington School District","Eligible For Free Lunch",12,"*","*"
"Ellington School District","Eligible For Reduced Lunch",6,"*","*"
"Ellington School District","Not Eligible For Lunch",182,173,95.1
"Elm City College Preparatory School District","Eligible For Free Lunch",11,10,90.9
"Elm City College Preparatory School District","Eligible For Reduced Lunch","*","*","*"
"Elm City College Preparatory School District","Not Eligible For Lunch","*","*","*"
"Enfield School District","Eligible For Free Lunch",110,79,71.8
"Enfield School District","Eligible For Reduced Lunch",41,34,82.9
"Enfield School District","Not Eligible For Lunch",362,338,93.4
"Explorations District","Eligible For Free Lunch","*","*","*"
"Explorations District","Eligible For Reduced Lunch","*","*","*"
"Explorations District","Not Eligible For Lunch",15,12,80.0
"Fairfield School District","Eligible For Free Lunch",58,51,87.9
"Fairfield School District","Eligible For Reduced Lunch",25,22,88.0
"Fairfield School District","Not Eligible For Lunch",609,595,97.7
"Farmington School District","Eligible For Free Lunch",22,20,90.9
"Farmington School District","Eligible For Reduced Lunch",14,14,100.0
"Farmington School District","Not Eligible For Lunch",269,260,96.7
"Glastonbury School District","Eligible For Free Lunch",30,26,86.7
"Glastonbury School District","Eligible For Reduced Lunch",17,17,100.0
"Glastonbury School District","Not Eligible For Lunch",466,457,98.1
"Granby School District","Eligible For Free Lunch","*","*","*"
"Granby School District","Eligible For Reduced Lunch","*","*","*"
"Granby School District","Not Eligible For Lunch",178,175,98.3
"Greenwich School District","Eligible For Free Lunch",63,58,92.1
"Greenwich School District","Eligible For Reduced Lunch",30,30,100.0
"Greenwich School District","Not Eligible For Lunch",548,526,96.0
"Griswold School District","Eligible For Free Lunch",42,31,73.8
"Griswold School District","Eligible For Reduced Lunch",21,18,85.7
"Griswold School District","Not Eligible For Lunch",123,114,92.7
"Groton School District","Eligible For Free Lunch",111,84,75.7
"Groton School District","Eligible For Reduced Lunch",31,22,71.0
"Groton School District","Not Eligible For Lunch",205,182,88.8
"Guilford School District","Eligible For Free Lunch",16,16,100.0
"Guilford School District","Eligible For Reduced Lunch",13,13,100.0
"Guilford School District","Not Eligible For Lunch",258,253,98.1
"Hamden School District","Eligible For Free Lunch",161,134,83.2
"Hamden School District","Eligible For Reduced Lunch",58,54,93.1
"Hamden School District","Not Eligible For Lunch",296,278,93.9
"Hartford School District","Eligible For Free Lunch",1181,851,72.1
"Hartford School District","Eligible For Reduced Lunch",96,90,93.8
"Hartford School District","Not Eligible For Lunch",113,104,92.0
"Killingly School District","Eligible For Free Lunch",59,42,71.2
"Killingly School District","Eligible For Reduced Lunch",25,22,88.0
"Killingly School District","Not Eligible For Lunch",101,93,92.1
"Lebanon School District","Eligible For Free Lunch",9,8,88.9
"Lebanon School District","Eligible For Reduced Lunch",7,7,100.0
"Lebanon School District","Not Eligible For Lunch",113,103,91.2
"Ledyard School District","Eligible For Free Lunch",22,"*","*"
"Ledyard School District","Eligible For Reduced Lunch",6,"*","*"
"Ledyard School District","Not Eligible For Lunch",182,174,95.6
"Lisbon School District","Eligible For Free Lunch","*","*","*"
"Lisbon School District","Not Eligible For Lunch","*","*","*"
"Litchfield School District","Eligible For Free Lunch","*","*","*"
"Litchfield School District","Eligible For Reduced Lunch","*","*","*"
"Litchfield School District","Not Eligible For Lunch",89,88,98.9
"Madison School District","Eligible For Free Lunch","*","*","*"
"Madison School District","Eligible For Reduced Lunch","*","*","*"
"Madison School District","Not Eligible For Lunch",324,319,98.5
"Manchester School District","Eligible For Free Lunch",209,149,71.3
"Manchester School District","Eligible For Reduced Lunch",70,55,78.6
"Manchester School District","Not Eligible For Lunch",231,207,89.6
"Meriden School District","Eligible For Free Lunch",351,234,66.7
"Meriden School District","Eligible For Reduced Lunch",58,47,81.0
"Meriden School District","Not Eligible For Lunch",213,187,87.8
"Middletown School District","Eligible For Free Lunch",121,95,78.5
"Middletown School District","Eligible For Reduced Lunch",35,28,80.0
"Middletown School District","Not Eligible For Lunch",186,167,89.8
"Milford School District","Eligible For Free Lunch",89,73,82.0
"Milford School District","Eligible For Reduced Lunch",56,47,83.9
"Milford School District","Not Eligible For Lunch",366,352,96.2
"Monroe School District","Eligible For Free Lunch",20,19,95.0
"Monroe School District","Eligible For Reduced Lunch",11,11,100.0
"Monroe School District","Not Eligible For Lunch",307,306,99.7
"Montville School District","Eligible For Free Lunch",42,31,73.8
"Montville School District","Eligible For Reduced Lunch",27,21,77.8
"Montville School District","Not Eligible For Lunch",152,142,93.4
"Naugatuck School District","Eligible For Free Lunch",108,82,75.9
"Naugatuck School District","Eligible For Reduced Lunch",46,36,78.3
"Naugatuck School District","Not Eligible For Lunch",215,201,93.5
"New Britain School District","Eligible For Free Lunch",413,252,61.0
"New Britain School District","Eligible For Reduced Lunch",93,72,77.4
"New Britain School District","Not Eligible For Lunch",162,135,83.3
"New Canaan School District","Eligible For Reduced Lunch","*","*","*"
"New Canaan School District","Not Eligible For Lunch","*","*","*"
"New Fairfield School District","Eligible For Free Lunch",16,16,100.0
"New Fairfield School District","Eligible For Reduced Lunch",17,15,88.2
"New Fairfield School District","Not Eligible For Lunch",199,197,99.0
"New Haven School District","Eligible For Free Lunch",903,662,73.3
"New Haven School District","Eligible For Reduced Lunch",214,188,87.9
"New Haven School District","Not Eligible For Lunch",206,161,78.2
"New London School District","Eligible For Free Lunch",197,138,70.1
"New London School District","Eligible For Reduced Lunch",24,19,79.2
"New London School District","Not Eligible For Lunch",18,10,55.6
"New Milford School District","Eligible For Free Lunch",38,30,78.9
"New Milford School District","Eligible For Reduced Lunch",22,21,95.5
"New Milford School District","Not Eligible For Lunch",331,313,94.6
"Newington School District","Eligible For Free Lunch",35,29,82.9
"Newington School District","Eligible For Reduced Lunch",29,27,93.1
"Newington School District","Not Eligible For Lunch",271,256,94.5
"Newtown School District","Eligible For Free Lunch",15,14,93.3
"Newtown School District","Eligible For Reduced Lunch",8,8,100.0
"Newtown School District","Not Eligible For Lunch",381,367,96.3
"North Branford School District","Eligible For Free Lunch",11,9,81.8
"North Branford School District","Eligible For Reduced Lunch",9,7,77.8
"North Branford School District","Not Eligible For Lunch",142,134,94.4
"North Haven School District","Eligible For Free Lunch",27,22,81.5
"North Haven School District","Eligible For Reduced Lunch",15,13,86.7
"North Haven School District","Not Eligible For Lunch",248,240,96.8
"North Stonington School District","Eligible For Free Lunch","*","*","*"
"North Stonington School District","Eligible For Reduced Lunch","*","*","*"
"North Stonington School District","Not Eligible For Lunch",45,42,93.3
"Norwalk School District","Eligible For Free Lunch",281,227,80.8
"Norwalk School District","Eligible For Reduced Lunch",95,79,83.2
"Norwalk School District","Not Eligible For Lunch",495,461,93.1
"Norwich Free Academy District","Eligible For Free Lunch",127,98,77.2
"Norwich Free Academy District","Eligible For Reduced Lunch",32,27,84.4
"Norwich Free Academy District","Not Eligible For Lunch",478,434,90.8
"Norwich School District","Eligible For Free Lunch",34,"*","*"
"Norwich School District","Eligible For Reduced Lunch","*","*","*"
"Norwich School District","Not Eligible For Lunch","*","*","*"
"Old Saybrook School District","Eligible For Free Lunch","*","*","*"
"Old Saybrook School District","Eligible For Reduced Lunch","*","*","*"
"Old Saybrook School District","Not Eligible For Lunch",130,129,99.2
"Oxford School District","Eligible For Free Lunch",9,"*","*"
"Oxford School District","Eligible For Reduced Lunch",7,"*","*"
"Oxford School District","Not Eligible For Lunch",130,124,95.4
"Plainfield School District","Eligible For Free Lunch",49,39,79.6
"Plainfield School District","Eligible For Reduced Lunch",23,21,91.3
"Plainfield School District","Not Eligible For Lunch",129,121,93.8
"Plainville School District","Eligible For Free Lunch",36,33,91.7
"Plainville School District","Eligible For Reduced Lunch",26,23,88.5
"Plainville School District","Not Eligible For Lunch",142,136,95.8
"Plymouth School District","Eligible For Free Lunch",29,23,79.3
"Plymouth School District","Eligible For Reduced Lunch",15,14,93.3
"Plymouth School District","Not Eligible For Lunch",95,87,91.6
"Portland School District","Eligible For Free Lunch","*","*","*"
"Portland School District","Eligible For Reduced Lunch","*","*","*"
"Portland School District","Not Eligible For Lunch",69,67,97.1
"Putnam School District","Eligible For Free Lunch",26,21,80.8
"Putnam School District","Eligible For Reduced Lunch",13,12,92.3
"Putnam School District","Not Eligible For Lunch",30,30,100.0
"Regional School District 01","Eligible For Free Lunch",9,9,100.0
"Regional School District 01","Eligible For Reduced Lunch",16,15,93.8
"Regional School District 01","Not Eligible For Lunch",115,109,94.8
"Regional School District 04","Eligible For Free Lunch",9,8,88.9
"Regional School District 04","Eligible For Reduced Lunch",8,6,75.0
"Regional School District 04","Not Eligible For Lunch",142,134,94.4
"Regional School District 05","Eligible For Free Lunch",12,11,91.7
"Regional School District 05","Eligible For Reduced Lunch",11,10,90.9
"Regional School District 05","Not Eligible For Lunch",411,402,97.8
"Regional School District 06","Eligible For Free Lunch",6,6,100.0
"Regional School District 06","Eligible For Reduced Lunch",6,6,100.0
"Regional School District 06","Not Eligible For Lunch",75,71,94.7
"Regional School District 07","Eligible For Free Lunch",15,"*","*"
"Regional School District 07","Eligible For Reduced Lunch",6,"*","*"
"Regional School District 07","Not Eligible For Lunch",182,177,97.3
"Regional School District 08","Eligible For Free Lunch",11,10,90.9
"Regional School District 08","Eligible For Reduced Lunch",10,9,90.0
"Regional School District 08","Not Eligible For Lunch",275,261,94.9
"Regional School District 09","Eligible For Free Lunch","*","*","*"
"Regional School District 09","Eligible For Reduced Lunch","*","*","*"
"Regional School District 09","Not Eligible For Lunch",228,224,98.2
"Regional School District 10","Eligible For Free Lunch","*","*","*"
"Regional School District 10","Eligible For Reduced Lunch","*","*","*"
"Regional School District 10","Not Eligible For Lunch",217,212,97.7
"Regional School District 11","Eligible For Free Lunch","*","*","*"
"Regional School District 11","Eligible For Reduced Lunch","*","*","*"
"Regional School District 11","Not Eligible For Lunch",26,26,100.0
"Regional School District 12","Eligible For Free Lunch","*","*","*"
"Regional School District 12","Eligible For Reduced Lunch","*","*","*"
"Regional School District 12","Not Eligible For Lunch",63,55,87.3
"Regional School District 13","Eligible For Free Lunch","*","*","*"
"Regional School District 13","Eligible For Reduced Lunch","*","*","*"
"Regional School District 13","Not Eligible For Lunch",136,135,99.3
"Regional School District 14","Eligible For Free Lunch",7,"*","*"
"Regional School District 14","Eligible For Reduced Lunch",6,"*","*"
"Regional School District 14","Not Eligible For Lunch",183,181,98.9
"Regional School District 15","Eligible For Free Lunch",11,11,100.0
"Regional School District 15","Eligible For Reduced Lunch",8,7,87.5
"Regional School District 15","Not Eligible For Lunch",308,298,96.8
"Regional School District 16","Eligible For Free Lunch",18,16,88.9
"Regional School District 16","Eligible For Reduced Lunch",16,14,87.5
"Regional School District 16","Not Eligible For Lunch",160,156,97.5
"Regional School District 17","Eligible For Free Lunch",11,8,72.7
"Regional School District 17","Eligible For Reduced Lunch",8,7,87.5
"Regional School District 17","Not Eligible For Lunch",170,164,96.5
"Regional School District 18","Eligible For Free Lunch","*","*","*"
"Regional School District 18","Eligible For Reduced Lunch","*","*","*"
"Regional School District 18","Not Eligible For Lunch",94,93,98.9
"Regional School District 19","Eligible For Free Lunch",27,21,77.8
"Regional School District 19","Eligible For Reduced Lunch",15,12,80.0
"Regional School District 19","Not Eligible For Lunch",258,246,95.3
"Ridgefield School District","Eligible For Free Lunch","*","*","*"
"Ridgefield School District","Eligible For Reduced Lunch","*","*","*"
"Ridgefield School District","Not Eligible For Lunch",423,421,99.5
"Rocky Hill School District","Eligible For Free Lunch",17,13,76.5
"Rocky Hill School District","Eligible For Reduced Lunch",9,9,100.0
"Rocky Hill School District","Not Eligible For Lunch",183,177,96.7
"Seymour School District","Eligible For Free Lunch",29,21,72.4
"Seymour School District","Eligible For Reduced Lunch",12,12,100.0
"Seymour School District","Not Eligible For Lunch",112,106,94.6
"Shelton School District","Eligible For Free Lunch",52,44,84.6
"Shelton School District","Eligible For Reduced Lunch",27,24,88.9
"Shelton School District","Not Eligible For Lunch",347,334,96.3
"Simsbury School District","Eligible For Free Lunch",24,21,87.5
"Simsbury School District","Eligible For Reduced Lunch",8,8,100.0
"Simsbury School District","Not Eligible For Lunch",375,371,98.9
"Somers School District","Eligible For Free Lunch","*","*","*"
"Somers School District","Eligible For Reduced Lunch","*","*","*"
"Somers School District","Not Eligible For Lunch",131,130,99.2
"South Windsor School District","Eligible For Free Lunch",24,21,87.5
"South Windsor School District","Eligible For Reduced Lunch",11,10,90.9
"South Windsor School District","Not Eligible For Lunch",350,341,97.4
"Southington School District","Eligible For Free Lunch",57,50,87.7
"Southington School District","Eligible For Reduced Lunch",26,24,92.3
"Southington School District","Not Eligible For Lunch",411,402,97.8
"Stafford School District","Eligible For Free Lunch",21,16,76.2
"Stafford School District","Eligible For Reduced Lunch",24,23,95.8
"Stafford School District","Not Eligible For Lunch",95,87,91.6
"Stamford Academy District","Eligible For Free Lunch",30,19,63.3
"Stamford Academy District","Eligible For Reduced Lunch",6,"*","*"
"Stamford Academy District","Not Eligible For Lunch",8,"*","*"
"Stamford School District","Eligible For Free Lunch",455,388,85.3
"Stamford School District","Eligible For Reduced Lunch",155,144,92.9
"Stamford School District","Not Eligible For Lunch",564,525,93.1
"Stonington School District","Eligible For Free Lunch",17,16,94.1
"Stonington School District","Eligible For Reduced Lunch",11,9,81.8
"Stonington School District","Not Eligible For Lunch",153,147,96.1
"Stratford School District","Eligible For Free Lunch",166,137,82.5
"Stratford School District","Eligible For Reduced Lunch",78,68,87.2
"Stratford School District","Not Eligible For Lunch",336,316,94.0
"Suffield School District","Eligible For Free Lunch",13,8,61.5
"Suffield School District","Eligible For Reduced Lunch",9,7,77.8
"Suffield School District","Not Eligible For Lunch",184,176,95.7
"The Bridge Academy District","Eligible For Free Lunch",29,23,79.3
"The Bridge Academy District","Eligible For Reduced Lunch","*","*","*"
"The Bridge Academy District","Not Eligible For Lunch","*","*","*"
"The Gilbert School District","Eligible For Free Lunch",23,21,91.3
"The Gilbert School District","Eligible For Reduced Lunch",12,12,100.0
"The Gilbert School District","Not Eligible For Lunch",54,51,94.4
"Thomaston School District","Eligible For Free Lunch",13,10,76.9
"Thomaston School District","Eligible For Reduced Lunch",10,9,90.0
"Thomaston School District","Not Eligible For Lunch",70,68,97.1
"Thompson School District","Eligible For Free Lunch",21,17,81.0
"Thompson School District","Eligible For Reduced Lunch",11,8,72.7
"Thompson School District","Not Eligible For Lunch",69,65,94.2
"Tolland School District","Eligible For Free Lunch","*","*","*"
"Tolland School District","Eligible For Reduced Lunch","*","*","*"
"Tolland School District","Not Eligible For Lunch",218,213,97.7
"Torrington School District","Eligible For Free Lunch",93,65,69.9
"Torrington School District","Eligible For Reduced Lunch",34,26,76.5
"Torrington School District","Not Eligible For Lunch",175,162,92.6
"Trumbull School District","Eligible For Free Lunch",27,27,100.0
"Trumbull School District","Eligible For Reduced Lunch",21,20,95.2
"Trumbull School District","Not Eligible For Lunch",494,485,98.2
"Unified School District #1","Eligible For Free Lunch",624,16,2.6
"Unified School District #1","Eligible For Reduced Lunch",37,"*","*"
"Unified School District #1","Not Eligible For Lunch",86,"*","*"
"Unified School District #2","Eligible For Free Lunch",24,8,33.3
"Unified School District #2","Not Eligible For Lunch",8,6,75.0
"Vernon School District","Eligible For Free Lunch",74,57,77.0
"Vernon School District","Eligible For Reduced Lunch",17,15,88.2
"Vernon School District","Not Eligible For Lunch",170,153,90.0
"Wallingford School District","Eligible For Free Lunch",61,47,77.0
"Wallingford School District","Eligible For Reduced Lunch",18,17,94.4
"Wallingford School District","Not Eligible For Lunch",460,436,94.8
"Waterbury School District","Eligible For Free Lunch",890,563,63.3
"Waterbury School District","Eligible For Reduced Lunch",164,132,80.5
"Waterbury School District","Not Eligible For Lunch",211,160,75.8
"Waterford School District","Eligible For Free Lunch",26,20,76.9
"Waterford School District","Eligible For Reduced Lunch",16,15,93.8
"Waterford School District","Not Eligible For Lunch",200,192,96.0
"Watertown School District","Eligible For Free Lunch",30,23,76.7
"Watertown School District","Eligible For Reduced Lunch",26,24,92.3
"Watertown School District","Not Eligible For Lunch",177,170,96.0
"West Hartford School District","Eligible For Free Lunch",135,118,87.4
"West Hartford School District","Eligible For Reduced Lunch",37,34,91.9
"West Hartford School District","Not Eligible For Lunch",580,569,98.1
"West Haven School District","Eligible For Free Lunch",174,119,68.4
"West Haven School District","Eligible For Reduced Lunch",65,50,76.9
"West Haven School District","Not Eligible For Lunch",146,124,84.9
"Westbrook School District","Eligible For Free Lunch","*","*","*"
"Westbrook School District","Eligible For Reduced Lunch","*","*","*"
"Westbrook School District","Not Eligible For Lunch",70,68,97.1
"Weston School District","Eligible For Free Lunch","*","*","*"
"Weston School District","Eligible For Reduced Lunch","*","*","*"
"Weston School District","Not Eligible For Lunch",181,181,100.0
"Westport School District","Eligible For Free Lunch",11,"*","*"
"Westport School District","Eligible For Reduced Lunch",6,"*","*"
"Westport School District","Not Eligible For Lunch",410,406,99.0
"Wethersfield School District","Eligible For Free Lunch",27,24,88.9
"Wethersfield School District","Eligible For Reduced Lunch",27,23,85.2
"Wethersfield School District","Not Eligible For Lunch",237,225,94.9
"Wilton School District","Eligible For Free Lunch","*","*","*"
"Wilton School District","Not Eligible For Lunch","*","*","*"
"Windham School District","Eligible For Free Lunch",100,67,67.0
"Windham School District","Eligible For Reduced Lunch",30,28,93.3
"Windham School District","Not Eligible For Lunch",52,46,88.5
"Windsor Locks School District","Eligible For Free Lunch",30,24,80.0
"Windsor Locks School District","Eligible For Reduced Lunch",21,21,100.0
"Windsor Locks School District","Not Eligible For Lunch",97,95,97.9
"Windsor School District","Eligible For Free Lunch",66,52,78.8
"Windsor School District","Eligible For Reduced Lunch",37,35,94.6
"Windsor School District","Not Eligible For Lunch",214,201,93.9
"Wolcott School District","Eligible For Free Lunch",28,26,92.9
"Wolcott School District","Eligible For Reduced Lunch",32,30,93.8
"Wolcott School District","Not Eligible For Lunch",159,154,96.9
"Woodstock Academy District","Eligible For Free Lunch",6,"*","*"
"Woodstock Academy District","Eligible For Reduced Lunch",30,"*","*"
"Woodstock Academy District","Not Eligible For Lunch",250,245,98.0

