"Six-Year Graduation Rates, 2012-13"
"All Districts, English Learner Status"

"",,,"Non-Graduates",,,
"Thompson School District","Non-ELL",85,"*","*","*","*"
"Tolland School District","Non-ELL",243,"*","*","*","*"
"Torrington School District","ELL",18,"*","*","*","*"
"Torrington School District","Non-ELL",256,"*","*","*","*"
"Trumbull School District","ELL",12,"*","*","*","*"
"Trumbull School District","Non-ELL",535,"*","*","*","*"
"Unified School District #1","ELL",30,"*","*",27,90.0
"Unified School District #1","Non-ELL",470,"*","*",415,88.3
"Unified School District #2","ELL",7,"*","*","*","*"
"Unified School District #2","Non-ELL",33,"*","*","*","*"
"Vernon School District","ELL",8,"*","*","*","*"
"Vernon School District","Non-ELL",230,"*","*","*","*"
"Wallingford School District","ELL",15,"*","*","*","*"
"Wallingford School District","Non-ELL",519,"*","*","*","*"
"Waterbury School District","ELL",163,"*","*",64,39.3
"Waterbury School District","Non-ELL",1127,"*","*",319,28.3
"Waterford School District","ELL","*","*","*","*","*"
"Waterford School District","Non-ELL","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*"
"West Hartford School District","ELL",44,"*","*","*","*"
"West Hartford School District","Non-ELL",783,"*","*","*","*"
"West Haven School District","ELL",26,"*","*",10,38.5
"West Haven School District","Non-ELL",409,"*","*",103,25.2
"Westbrook School District","Non-ELL",78,"*","*","*","*"
"Weston School District","Non-ELL",208,"*","*","*","*"
"Westport School District","ELL","*","*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*"
"Wethersfield School District","ELL",11,"*","*","*","*"
"Wethersfield School District","Non-ELL",256,"*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*"
"Windham School District","ELL",38,"*","*",9,23.7
"Windham School District","Non-ELL",154,"*","*",19,12.3
"Windsor Locks School District","ELL","*","*","*","*","*"
"Windsor Locks School District","Non-ELL","*","*","*","*","*"
"Windsor School District","ELL",6,"*","*","*","*"
"Windsor School District","Non-ELL",340,"*","*","*","*"
"Wolcott School District","Non-ELL",219,"*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*"

