"Six-Year Graduation Rates, 2010-11"
"All Districts, English Learner Status"

"",,,"Non-Graduates",,,
"Rocky Hill School District","ELL","*","*","*","*","*"
"Seymour School District","Non-ELL",183,"*","*","*","*"
"Seymour School District","ELL",6,"*","*","*","*"
"Shelton School District","Non-ELL",386,"*","*","*","*"
"Shelton School District","ELL",10,"*","*","*","*"
"Simsbury School District","Non-ELL",350,"*","*","*","*"
"Simsbury School District","ELL",9,"*","*","*","*"
"Somers School District","Non-ELL",144,"*","*","*","*"
"South Windsor School District","Non-ELL",419,"*","*","*","*"
"South Windsor School District","ELL",6,"*","*","*","*"
"Southington School District","Non-ELL","*","*","*","*","*"
"Southington School District","ELL","*","*","*","*","*"
"Stafford School District","Non-ELL","*","*","*","*","*"
"Stafford School District","ELL","*","*","*","*","*"
"Stamford Academy District","Non-ELL","*","*","*","*","*"
"Stamford Academy District","ELL","*","*","*","*","*"
"Stamford School District","Non-ELL",1057,"*","*",89,8.4
"Stamford School District","ELL",128,"*","*",27,21.1
"Stonington School District","Non-ELL","*","*","*","*","*"
"Stonington School District","ELL","*","*","*","*","*"
"Stratford School District","Non-ELL",550,"*","*","*","*"
"Stratford School District","ELL",23,"*","*","*","*"
"Suffield School District","Non-ELL",214,"*","*","*","*"
"The Bridge Academy District","Non-ELL",28,"*","*","*","*"
"The Gilbert School District","Non-ELL",69,"*","*","*","*"
"Thomaston School District","Non-ELL","*","*","*","*","*"
"Thomaston School District","ELL","*","*","*","*","*"
"Thompson School District","Non-ELL",95,"*","*","*","*"
"Tolland School District","Non-ELL",224,"*","*","*","*"
"Torrington School District","Non-ELL",270,"*","*","*","*"
"Torrington School District","ELL",14,"*","*","*","*"
"Trumbull School District","Non-ELL","*","*","*","*","*"
"Trumbull School District","ELL","*","*","*","*","*"
"Unified School District #1","Non-ELL",713,"*","*",681,95.5
"Unified School District #1","ELL",27,"*","*",27,100.0
"Unified School District #2","Non-ELL",31,"*","*","*","*"
"Vernon School District","Non-ELL",283,"*","*","*","*"
"Vernon School District","ELL",8,"*","*","*","*"
"Wallingford School District","Non-ELL",545,"*","*","*","*"
"Wallingford School District","ELL",15,"*","*","*","*"
"Waterbury School District","Non-ELL",1129,"*","*",300,26.6
"Waterbury School District","ELL",171,"*","*",92,53.8
"Waterford School District","Non-ELL","*","*","*","*","*"
"Waterford School District","ELL","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*"
"West Hartford School District","Non-ELL",792,"*","*","*","*"
"West Hartford School District","ELL",37,"*","*","*","*"
"West Haven School District","Non-ELL",433,"*","*",117,27.0
"West Haven School District","ELL",23,"*","*",8,34.8
"Westbrook School District","Non-ELL",75,"*","*","*","*"
"Weston School District","Non-ELL",195,"*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*"
"Westport School District","ELL","*","*","*","*","*"
"Wethersfield School District","Non-ELL",294,"*","*","*","*"
"Wethersfield School District","ELL",11,"*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*"
"Windham School District","Non-ELL",214,"*","*",54,25.2
"Windham School District","ELL",44,"*","*",20,45.5
"Windsor Locks School District","Non-ELL","*","*","*","*","*"
"Windsor Locks School District","ELL","*","*","*","*","*"
"Windsor School District","Non-ELL","*","*","*","*","*"
"Windsor School District","ELL","*","*","*","*","*"
"Wolcott School District","Non-ELL","*","*","*","*","*"
"Wolcott School District","ELL","*","*","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*"

