"Six-Year Graduation Rates, 2012-13"
"All Districts, English Learner Status"

"",,,,"Graduates",
"East Hampton School District","=""0420011""","ELL","*","*","*"
"East Hampton School District","=""0420011""","Non-ELL","*","*","*"
"East Hartford School District","=""0430011""","ELL",33,"*","*"
"East Hartford School District","=""0430011""","Non-ELL",511,"*","*"
"East Haven School District","=""0440011""","ELL","*","*","*"
"East Haven School District","=""0440011""","Non-ELL","*","*","*"
"East Lyme School District","=""0450011""","ELL","*","*","*"
"East Lyme School District","=""0450011""","Non-ELL","*","*","*"
"East Windsor School District","=""0470011""","ELL","*","*","*"
"East Windsor School District","=""0470011""","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL","*","*","*"
"Ellington School District","=""0480011""","ELL","*","*","*"
"Ellington School District","=""0480011""","Non-ELL","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-ELL",13,"*","*"
"Enfield School District","=""0490011""","ELL","*","*","*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*"
"Explorations District","=""2720013""","ELL","*","*","*"
"Explorations District","=""2720013""","Non-ELL","*","*","*"
"Fairfield School District","=""0510011""","ELL",14,12,"*"
"Fairfield School District","=""0510011""","Non-ELL",691,658,95.2
"Farmington School District","=""0520011""","ELL","*","*","*"
"Farmington School District","=""0520011""","Non-ELL","*","*","*"
"Glastonbury School District","=""0540011""","ELL","*","*","*"
"Glastonbury School District","=""0540011""","Non-ELL","*","*","*"
"Granby School District","=""0560011""","Non-ELL",195,192,98.5
"Greenwich School District","=""0570011""","ELL",23,"*","*"
"Greenwich School District","=""0570011""","Non-ELL",666,"*","*"
"Griswold School District","=""0580011""","Non-ELL",169,152,89.9
"Groton School District","=""0590011""","ELL",10,"*","*"
"Groton School District","=""0590011""","Non-ELL",319,"*","*"
"Guilford School District","=""0600011""","ELL","*","*","*"
"Guilford School District","=""0600011""","Non-ELL","*","*","*"
"Hamden School District","=""0620011""","ELL",10,"*","*"
"Hamden School District","=""0620011""","Non-ELL",438,"*","*"
"Hartford School District","=""0640011""","ELL",222,147,66.2
"Hartford School District","=""0640011""","Non-ELL",1218,969,79.6
"Killingly School District","=""0690011""","ELL","*","*","*"
"Killingly School District","=""0690011""","Non-ELL","*","*","*"
"Learn","=""2450014""","ELL","*","*","*"
"Learn","=""2450014""","Non-ELL","*","*","*"
"Lebanon School District","=""0710011""","ELL","*","*","*"
"Lebanon School District","=""0710011""","Non-ELL","*","*","*"
"Ledyard School District","=""0720011""","Non-ELL",229,211,92.1
"Lisbon School District","=""0730011""","Non-ELL",6,"*","*"
"Litchfield School District","=""0740011""","ELL","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL","*","*","*"
"Madison School District","=""0760011""","Non-ELL",315,315,100.0
"Manchester School District","=""0770011""","ELL",28,22,78.6
"Manchester School District","=""0770011""","Non-ELL",442,368,83.3
"Meriden School District","=""0800011""","ELL",62,35,56.5
"Meriden School District","=""0800011""","Non-ELL",563,436,77.4
"Middletown School District","=""0830011""","ELL",12,"*","*"
"Middletown School District","=""0830011""","Non-ELL",362,"*","*"
"Milford School District","=""0840011""","ELL","*","*","*"
"Milford School District","=""0840011""","Non-ELL","*","*","*"
"Monroe School District","=""0850011""","Non-ELL",310,"*","*"
"Montville School District","=""0860011""","ELL",8,"*","*"
"Montville School District","=""0860011""","Non-ELL",179,"*","*"
"Naugatuck School District","=""0880011""","ELL",14,"*","*"
"Naugatuck School District","=""0880011""","Non-ELL",318,"*","*"
"New Britain School District","=""0890011""","ELL",118,75,63.6
"New Britain School District","=""0890011""","Non-ELL",527,366,69.4
"New Canaan School District","=""0900011""","ELL","*","*","*"
"New Canaan School District","=""0900011""","Non-ELL","*","*","*"
"New Fairfield School District","=""0910011""","ELL","*","*","*"
"New Fairfield School District","=""0910011""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","ELL",134,87,64.9
"New Haven School District","=""0930011""","Non-ELL",1170,925,79.1
"New London School District","=""0950011""","ELL",59,41,69.5
"New London School District","=""0950011""","Non-ELL",198,138,69.7
"New Milford School District","=""0960011""","ELL",6,"*","*"
"New Milford School District","=""0960011""","Non-ELL",384,"*","*"
"Newington School District","=""0940011""","ELL",15,"*","*"
"Newington School District","=""0940011""","Non-ELL",360,"*","*"
"Newtown School District","=""0970011""","Non-ELL",470,455,96.8
"North Branford School District","=""0990011""","ELL","*","*","*"
"North Branford School District","=""0990011""","Non-ELL","*","*","*"
"North Haven School District","=""1010011""","ELL","*","*","*"
"North Haven School District","=""1010011""","Non-ELL","*","*","*"
"North Stonington School District","=""1020011""","Non-ELL",48,"*","*"
"Norwalk School District","=""1030011""","ELL",80,57,71.3
"Norwalk School District","=""1030011""","Non-ELL",699,626,89.6
"Norwich Free Academy District","=""9010022""","ELL",33,"*","*"
"Norwich Free Academy District","=""9010022""","Non-ELL",553,"*","*"
"Old Saybrook School District","=""1060011""","ELL","*","*","*"
"Old Saybrook School District","=""1060011""","Non-ELL","*","*","*"
"Oxford School District","=""1080011""","ELL","*","*","*"
"Oxford School District","=""1080011""","Non-ELL","*","*","*"
"Plainfield School District","=""1090011""","ELL","*","*","*"
"Plainfield School District","=""1090011""","Non-ELL","*","*","*"
"Plainville School District","=""1100011""","ELL","*","*","*"
"Plainville School District","=""1100011""","Non-ELL","*","*","*"
"Plymouth School District","=""1110011""","ELL","*","*","*"
"Plymouth School District","=""1110011""","Non-ELL","*","*","*"
"Portland School District","=""1130011""","ELL","*","*","*"
"Portland School District","=""1130011""","Non-ELL","*","*","*"
"Putnam School District","=""1160011""","Non-ELL",97,87,89.7
"Regional School District 01","=""2010012""","ELL","*","*","*"
"Regional School District 01","=""2010012""","Non-ELL","*","*","*"
"Regional School District 04","=""2040012""","Non-ELL",162,156,96.3
"Regional School District 05","=""2050012""","ELL","*","*","*"
"Regional School District 05","=""2050012""","Non-ELL","*","*","*"
"Regional School District 06","=""2060012""","ELL","*","*","*"
"Regional School District 06","=""2060012""","Non-ELL","*","*","*"
"Regional School District 07","=""2070012""","Non-ELL",194,187,96.4
"Regional School District 08","=""2080012""","Non-ELL",285,267,93.7
"Regional School District 09","=""2090012""","ELL","*","*","*"
"Regional School District 09","=""2090012""","Non-ELL","*","*","*"
"Regional School District 10","=""2100012""","ELL","*","*","*"
"Regional School District 10","=""2100012""","Non-ELL","*","*","*"
"Regional School District 11","=""2110012""","Non-ELL",44,38,86.4
"Regional School District 12","=""2120012""","ELL","*","*","*"
"Regional School District 12","=""2120012""","Non-ELL","*","*","*"
"Regional School District 13","=""2130012""","ELL","*","*","*"
"Regional School District 13","=""2130012""","Non-ELL","*","*","*"
"Regional School District 14","=""2140012""","ELL","*","*","*"
"Regional School District 14","=""2140012""","Non-ELL","*","*","*"
"Regional School District 15","=""2150012""","ELL","*","*","*"
"Regional School District 15","=""2150012""","Non-ELL","*","*","*"
"Regional School District 16","=""2160012""","ELL","*","*","*"
"Regional School District 16","=""2160012""","Non-ELL","*","*","*"
"Regional School District 17","=""2170012""","ELL","*","*","*"
"Regional School District 17","=""2170012""","Non-ELL","*","*","*"
"Regional School District 18","=""2180012""","ELL","*","*","*"
"Regional School District 18","=""2180012""","Non-ELL","*","*","*"
"Regional School District 19","=""2190012""","ELL","*","*","*"
"Regional School District 19","=""2190012""","Non-ELL","*","*","*"
"Ridgefield School District","=""1180011""","ELL","*","*","*"
"Ridgefield School District","=""1180011""","Non-ELL","*","*","*"
"Rocky Hill School District","=""1190011""","ELL","*","*","*"
"Rocky Hill School District","=""1190011""","Non-ELL","*","*","*"
"Seymour School District","=""1240011""","ELL","*","*","*"
"Seymour School District","=""1240011""","Non-ELL","*","*","*"
"Shelton School District","=""1260011""","ELL",8,8,"*"
"Shelton School District","=""1260011""","Non-ELL",387,362,93.5
"Simsbury School District","=""1280011""","Non-ELL",404,394,97.5
"Somers School District","=""1290011""","ELL","*","*","*"
"Somers School District","=""1290011""","Non-ELL","*","*","*"
"South Windsor School District","=""1320011""","ELL",6,"*","*"
"South Windsor School District","=""1320011""","Non-ELL",379,"*","*"
"Southington School District","=""1310011""","ELL",7,7,"*"
"Southington School District","=""1310011""","Non-ELL",481,458,95.2
"Stafford School District","=""1340011""","ELL","*","*","*"
"Stafford School District","=""1340011""","Non-ELL","*","*","*"
"Stamford Academy District","=""2820013""","ELL","*","*","*"
"Stamford Academy District","=""2820013""","Non-ELL","*","*","*"
"Stamford School District","=""1350011""","ELL",137,108,78.8
"Stamford School District","=""1350011""","Non-ELL",1074,1004,93.5
"Stonington School District","=""1370011""","ELL","*","*","*"
"Stonington School District","=""1370011""","Non-ELL","*","*","*"
"Stratford School District","=""1380011""","ELL",13,"*","*"
"Stratford School District","=""1380011""","Non-ELL",542,"*","*"
"Suffield School District","=""1390011""","Non-ELL",218,208,95.4
"The Bridge Academy District","=""2690013""","Non-ELL",36,"*","*"
"The Gilbert School District","=""9020022""","ELL","*","*","*"
"The Gilbert School District","=""9020022""","Non-ELL","*","*","*"
"Thomaston School District","=""1400011""","ELL","*","*","*"
"Thomaston School District","=""1400011""","Non-ELL","*","*","*"
"Thompson School District","=""1410011""","Non-ELL",85,79,92.9
"Tolland School District","=""1420011""","Non-ELL",243,230,94.7
"Torrington School District","=""1430011""","ELL",18,15,"*"
"Torrington School District","=""1430011""","Non-ELL",256,232,90.6
"Trumbull School District","=""1440011""","ELL",12,"*","*"
"Trumbull School District","=""1440011""","Non-ELL",535,"*","*"
"Unified School District #1","=""3360015""","ELL",30,0,0.0
"Unified School District #1","=""3360015""","Non-ELL",470,10,2.1
"Unified School District #2","=""3470015""","ELL",7,"*","*"
"Unified School District #2","=""3470015""","Non-ELL",33,"*","*"
"Vernon School District","=""1460011""","ELL",8,"*","*"
"Vernon School District","=""1460011""","Non-ELL",230,"*","*"
"Wallingford School District","=""1480011""","ELL",15,"*","*"
"Wallingford School District","=""1480011""","Non-ELL",519,"*","*"
"Waterbury School District","=""1510011""","ELL",163,99,60.7
"Waterbury School District","=""1510011""","Non-ELL",1127,802,71.2
"Waterford School District","=""1520011""","ELL","*","*","*"
"Waterford School District","=""1520011""","Non-ELL","*","*","*"
"Watertown School District","=""1530011""","ELL","*","*","*"
"Watertown School District","=""1530011""","Non-ELL","*","*","*"
"West Hartford School District","=""1550011""","ELL",44,39,88.6
"West Hartford School District","=""1550011""","Non-ELL",783,753,96.2
"West Haven School District","=""1560011""","ELL",26,15,57.7
"West Haven School District","=""1560011""","Non-ELL",409,300,73.3
"Westbrook School District","=""1540011""","Non-ELL",78,"*","*"
"Weston School District","=""1570011""","Non-ELL",208,206,99.0
"Westport School District","=""1580011""","ELL","*","*","*"
"Westport School District","=""1580011""","Non-ELL","*","*","*"
"Wethersfield School District","=""1590011""","ELL",11,"*","*"
"Wethersfield School District","=""1590011""","Non-ELL",256,"*","*"
"Wilton School District","=""1610011""","ELL","*","*","*"
"Wilton School District","=""1610011""","Non-ELL","*","*","*"
"Windham School District","=""1630011""","ELL",38,28,73.7
"Windham School District","=""1630011""","Non-ELL",154,135,87.7
"Windsor Locks School District","=""1650011""","ELL","*","*","*"
"Windsor Locks School District","=""1650011""","Non-ELL","*","*","*"
"Windsor School District","=""1640011""","ELL",6,6,"*"
"Windsor School District","=""1640011""","Non-ELL",340,309,90.9
"Wolcott School District","=""1660011""","Non-ELL",219,209,95.4
"Woodstock Academy District","=""9030022""","ELL","*","*","*"
"Woodstock Academy District","=""9030022""","Non-ELL","*","*","*"

