"Six-Year Graduation Rates, Trend"
"All Districts, Gender"

"Monroe School District","Female",98.5,99.4,98.8
"Monroe School District","Male",98.8,99.5,98.6
"Montville School District","Female",86.0,90.7,92.5
"Montville School District","Male",89.3,85.1,88.8
"Naugatuck School District","Female",85.2,90.6,83.1
"Naugatuck School District","Male",85.9,82.4,82.0
"New Britain School District","Female",60.7,71.1,70.8
"New Britain School District","Male",63.5,66.4,66.0
"New Canaan School District","Female",98.7,100.0,98.9
"New Canaan School District","Male",98.8,98.7,98.1
"New Fairfield School District","Female",96.7,97.7,99.2
"New Fairfield School District","Male",92.5,99.0,94.4
"New Haven School District","Female",71.8,80.1,81.4
"New Haven School District","Male",68.6,71.7,73.1
"New London School District","Female",66.4,72.1,70.5
"New London School District","Male",72.9,68.1,68.9
"New Milford School District","Female",92.0,95.6,91.3
"New Milford School District","Male",87.7,91.0,88.7
"Newington School District","Female",91.7,98.1,94.2
"Newington School District","Male",87.0,88.8,89.7
"Newtown School District","Female",95.9,97.0,96.5
"Newtown School District","Male",96.5,95.6,97.1
"North Branford School District","Female",96.8,93.2,97.8
"North Branford School District","Male",92.1,91.9,96.2
"North Haven School District","Female",92.2,95.2,94.7
"North Haven School District","Male",83.7,94.4,88.8
"North Stonington School District","Female",90.3,100.0,96.7
"North Stonington School District","Male",91.7,85.7,94.4
"Norwalk School District","Female",88.4,91.4,88.5
"Norwalk School District","Male",87.6,84.5,86.8
"Norwich Free Academy District","Female",85.1,90.0,87.5
"Norwich Free Academy District","Male",82.9,85.0,83.9
"Norwich School District","Female",50.0,39.4,"N/A"
"Norwich School District","Male",32.0,37.1,"N/A"
"Old Saybrook School District","Female",98.3,98.7,98.5
"Old Saybrook School District","Male",91.8,97.0,91.9
"Oxford School District","Female",97.4,92.8,100.0
"Oxford School District","Male",94.9,90.9,94.7
"Plainfield School District","Female",89.0,91.4,92.9
"Plainfield School District","Male",89.3,88.9,88.0
"Plainville School District","Female",91.5,90.6,92.7
"Plainville School District","Male",89.6,98.0,87.8
"Plymouth School District","Female",96.6,85.5,88.9
"Plymouth School District","Male",97.5,92.9,87.5
"Portland School District","Female",84.8,92.5,90.5
"Portland School District","Male",86.3,94.0,84.3
"Putnam School District","Female",88.6,93.5,91.1
"Putnam School District","Male",84.6,89.5,88.5
"Regional School District 01","Female",91.0,98.4,90.9
"Regional School District 01","Male",83.1,92.3,94.4
"Regional School District 04","Female",87.8,96.3,97.7
"Regional School District 04","Male",90.7,89.7,94.6
"Regional School District 05","Female",96.8,98.1,97.3
"Regional School District 05","Male",92.0,96.8,96.6
"Regional School District 06","Female",88.3,96.4,96.2
"Regional School District 06","Male",90.9,93.8,97.7
"Regional School District 07","Female",96.4,94.7,100.0
"Regional School District 07","Male",97.9,96.6,92.9
"Regional School District 08","Female",93.0,97.9,96.9
"Regional School District 08","Male",86.2,91.7,91.1
"Regional School District 09","Female",99.1,100.0,97.6
"Regional School District 09","Male",97.3,96.5,96.5
"Regional School District 10","Female",98.8,97.3,92.8
"Regional School District 10","Male",96.6,98.3,97.0
"Regional School District 11","Female",72.0,93.8,88.9
"Regional School District 11","Male",78.6,100.0,84.6
"Regional School District 12","Female",90.2,90.6,91.7
"Regional School District 12","Male",84.6,83.3,92.3
"Regional School District 13","Female",92.9,97.3,92.8
"Regional School District 13","Male",95.7,98.6,93.5
"Regional School District 14","Female",99.1,99.0,97.2
"Regional School District 14","Male",94.5,97.8,94.6
"Regional School District 15","Female",94.8,99.4,97.9
"Regional School District 15","Male",94.9,93.9,97.1
"Regional School District 16","Female",92.9,94.8,95.1
"Regional School District 16","Male",88.9,96.9,90.5
"Regional School District 17","Female",94.8,95.6,97.6
"Regional School District 17","Male",94.2,93.9,97.5
"Regional School District 18","Female",97.4,95.5,98.2
"Regional School District 18","Male",96.6,100.0,96.4
"Regional School District 19","Female",89.5,94.4,92.9
"Regional School District 19","Male",87.4,91.4,94.5
"Ridgefield School District","Female",98.2,99.5,97.0
"Ridgefield School District","Male",97.1,99.6,100.0
"Rocky Hill School District","Female",93.7,95.9,97.6
"Rocky Hill School District","Male",91.4,94.6,91.5
"Seymour School District","Female",90.1,93.5,90.8
"Seymour School District","Male",83.7,88.2,87.1
"Shelton School District","Female",93.0,94.0,92.7
"Shelton School District","Male",92.8,94.7,94.6
"Simsbury School District","Female",97.5,98.4,97.9
"Simsbury School District","Male",95.9,98.2,97.2
"Somers School District","Female",95.8,98.6,100.0
"Somers School District","Male",98.6,98.6,96.2
"South Windsor School District","Female",96.3,98.3,95.6
"South Windsor School District","Male",90.3,95.3,97.5
"Southington School District","Female",95.7,96.5,96.8
"Southington School District","Male",94.7,96.2,93.7
"Stafford School District","Female",91.2,93.0,94.2
"Stafford School District","Male",82.1,87.0,85.0
"Stamford Academy District","Female",81.0,78.9,64.3
"Stamford Academy District","Male",53.3,60.0,52.2
"Stamford School District","Female",91.3,91.5,91.6
"Stamford School District","Male",87.5,88.6,92.0
"Stonington School District","Female",94.3,96.5,95.5
"Stonington School District","Male",95.3,93.8,96.5
"Stratford School District","Female",93.5,92.7,96.3
"Stratford School District","Male",89.8,86.7,91.3
"Suffield School District","Female",100.0,91.0,96.8
"Suffield School District","Male",94.6,94.3,93.5
"The Bridge Academy District","Female",100.0,89.5,100.0
"The Bridge Academy District","Male",94.7,72.7,89.5
"The Gilbert School District","Female",95.0,95.7,84.1
"The Gilbert School District","Male",75.9,92.9,81.4
"Thomaston School District","Female",92.0,93.9,97.5
"Thomaston School District","Male",94.4,93.2,94.7
"Thompson School District","Female",94.1,92.0,92.9
"Thompson School District","Male",84.1,86.3,93.0
"Tolland School District","Female",97.3,97.3,95.7
"Tolland School District","Male",93.0,98.3,93.7
"Torrington School District","Female",85.9,83.0,94.1
"Torrington School District","Male",80.1,84.5,86.3
"Trumbull School District","Female",98.2,98.3,98.6
"Trumbull School District","Male",100.0,98.0,99.3
"Unified School District #1","Female","*","*","*"
"Unified School District #1","Male","*","*","*"
"Unified School District #2","Female","*","*","*"
"Unified School District #2","Male","*","*","*"
"Vernon School District","Female",83.3,87.5,88.9
"Vernon School District","Male",85.2,84.8,82.1
"Wallingford School District","Female",92.1,96.0,94.4
"Wallingford School District","Male",88.3,89.5,91.4
"Waterbury School District","Female",72.8,69.5,73.7
"Waterbury School District","Male",66.1,65.6,66.2
"Waterford School District","Female",94.4,92.6,93.7
"Waterford School District","Male",91.5,95.0,94.7
"Watertown School District","Female",95.9,94.3,94.9
"Watertown School District","Male",86.2,91.9,88.0
"West Hartford School District","Female",93.7,97.3,96.9
"West Hartford School District","Male",93.6,94.4,94.6
"West Haven School District","Female",74.1,80.3,79.3
"West Haven School District","Male",69.8,71.7,66.4
"Westbrook School District","Female",96.7,95.3,97.3
"Westbrook School District","Male",95.6,94.9,95.1
"Weston School District","Female",98.2,100.0,100.0
"Weston School District","Male",100.0,100.0,98.1
"Westport School District","Female",98.1,98.7,99.5
"Westport School District","Male",98.4,98.5,100.0
"Wethersfield School District","Female",94.1,94.6,95.3
"Wethersfield School District","Male",93.4,92.3,91.4
"Wilton School District","Female",100.0,100.0,96.9
"Wilton School District","Male",98.8,98.7,98.1
"Windham School District","Female",70.5,81.5,86.5
"Windham School District","Male",70.6,74.3,83.5
"Windsor Locks School District","Female",95.1,94.3,97.4
"Windsor Locks School District","Male",84.9,94.9,88.7
"Windsor School District","Female",90.6,91.0,92.9
"Windsor School District","Male",85.3,90.7,89.3
"Wolcott School District","Female",93.8,97.3,95.5
"Wolcott School District","Male",96.4,94.3,95.4
"Woodstock Academy District","Female",95.5,95.9,97.4
"Woodstock Academy District","Male",94.4,95.7,95.2

