"FTE Staffing Report for Trend"

"",,,"Year",,,,
="Franklin School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.1,1.2,1.0,0.5,0.2
="Glastonbury School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.6,16.0,16.0,17.0,13.6
="Granby School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,5.0,5.0,5.0,5.0
="Greenwich School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",18.7,17.9,16.5,13.9,15.3
="Griswold School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.4,5.4,5.0,5.0,4.0
="Groton School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",9.0,8.0,9.0,7.0,9.0
="Guilford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,2.0,3.0,5.0,6.0
="Hamden School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",10.0,10.0,11.0,12.2,13.0
="Hampton School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.2,0.2,0.5,0.5,0.5
="Hartford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",29.0,38.0,40.0,45.0,28.0
="Hartland School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4,0.4,0.4,0.4,0.4
="Hebron School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,2.0,3.5,2.5,2.5
="Kent School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5,0.5,0.5,0.5,0.5
="Killingly School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,3.0,3.0,4.0,4.0
="Learn",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,3.0,3.0,3.0,3.4
="Lebanon School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0,3.0,2.5,3.0,3.0
="Ledyard School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,3.0,3.0,3.0,3.0
="Lisbon School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.5,2.5,2.5,2.4,2.4
="Litchfield School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,3.0,3.0,3.0,3.0
="Madison School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,2.0,3.0,3.0,5.0
="Manchester School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",9.2,11.6,10.6,8.6,11.5
="Mansfield School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.3,3.3,3.3,3.3,3.3
="Marlborough School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5,0.5,0.5,0.5,0.5
="Meriden School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",16.0,16.0,16.0,18.0,15.0
="Middletown School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.6,6.6,5.7,8.7,10.0
="Milford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",8.5,9.3,14.5,14.5,14.0
="Monroe School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,5.0,5.0,6.0,6.0
="Montville School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,4.0,4.0,4.0,3.0
="Naugatuck School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,5.0,6.0,4.0,4.0
="New Britain School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.5,13.5,10.0,11.0,8.0
="New Canaan School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",10.0,10.0,10.0,8.7,8.9
="New Fairfield School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,5.0,5.0,5.2,5.2
="New Hartford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.6,1.9,2.0,2.0,3.0
="New Haven School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",32.0,33.0,32.0,33.0,27.0
="New London School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.3,7.3,4.3,6.3,6.0
="New Milford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,3.0,3.0,3.0,3.0
="Newington School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0,7.0,7.0,7.0,7.0
="Newtown School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.6,4.6,5.6,6.7,6.7
="Norfolk School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4,0.4,0.4,0.4,0.5
="North Branford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,5.0,5.0,4.0,5.0
="North Canaan School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5,0.5,0.5,0.5,0.5
="North Haven School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,4.0,4.0,4.0,5.0
="North Stonington School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,3.0,3.0,3.0,3.0
="Norwalk School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",16.0,16.0,13.0,15.0,17.0
="Norwich School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,3.0,4.0,4.0,4.4
="Office of Early Childhood (OEC)",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,2.0,2.0,2.0,.
"Old Saybrook School District","Administrators  Coordinators and Department Chairs - District Central Office","Certified",3.0,4.0,4.0,4.0,3.0
="Orange School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.5,2.5,2.5,1.5,3.5
="Oxford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0,3.0,3.0,3.0,3.0
="Plainfield School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,3.0,5.0,5.0,5.0
="Plainville School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,6.0,5.0,5.0,7.0
="Plymouth School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,4.7,5.0,6.0,5.3
="Pomfret School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.6,1.6,.,.,0.6
="Portland School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0,1.0,1.0,1.0,2.3
="Preston School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0,2.0,1.2,1.2,1.0
="Putnam School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,4.0,4.0,3.0,4.0
="Redding School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0,1.0,1.0,1.0,1.0
="Regional School District 01",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0,2.0,2.0,2.0,2.0
="Regional School District 04",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.6,1.6,1.6,2.6,1.9
="Regional School District 05",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0,6.0,6.0,5.0,5.0
="Regional School District 06",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0,.,1.0,3.0,2.6
="Regional School District 07",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0,1.0,1.0,1.0,1.0
="Regional School District 08",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0,2.0,2.0,2.0,1.0
="Regional School District 09",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0,1.0,1.0,1.0,2.0
="Regional School District 10",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.4,4.1,3.6,3.6,3.0
="Regional School District 11",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4,0.4,0.4,0.4,0.7
="Regional School District 12",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,4.0,4.0,4.0,4.0
="Regional School District 13",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,4.0,5.0,4.0,5.0
="Regional School District 14",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,4.0,3.0,5.0,5.0
="Regional School District 15",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,5.0,5.0,5.0,5.0
="Regional School District 16",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,5.0,4.0,4.4,4.4
="Regional School District 17",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,3.0,5.0,4.0,4.0
="Regional School District 18",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,4.0,4.0,4.0,4.0
="Regional School District 19",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0,1.0,1.0,1.0,1.0
="Ridgefield School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",8.0,8.4,6.6,6.8,6.8
="Rocky Hill School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0,6.0,6.0,7.0,7.0
="Salem School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.5,1.6,0.6,1.6,1.1
="Salisbury School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5,0.5,0.5,0.5,0.5
="Scotland School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5,0.5,1.0,.,0.4
="Seymour School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,4.0,3.0,3.0,3.0
="Shared Services",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0,1.0,1.0,1.0,0.3
="Sharon School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5,0.5,0.5,0.5,0.5
="Shelton School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",8.5,10.0,10.0,9.6,7.0
="Sherman School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.5,1.1,1.1,0.8,2.6
="Simsbury School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0,6.0,5.0,6.0,6.0
="Somers School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,5.0,5.0,4.0,3.0
="South Windsor School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.5,8.5,8.5,8.6,8.0
="Southington School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",10.0,10.0,10.0,10.0,13.0
="Sprague School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.4,1.0,1.4,1.4,1.0
="Stafford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,3.0,3.0,3.0,3.0
="Stamford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",19.0,19.0,18.0,20.0,15.0
="Sterling School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4,0.4,0.4,1.4,1.8
="Stonington School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.4,5.4,6.4,4.2,4.0
="Stratford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",11.4,11.4,9.4,11.0,13.6
="Suffield School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,5.0,7.0,7.0,4.0
="Thomaston School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,3.0,3.0,3.0,3.4
="Thompson School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.4,3.4,3.4,3.5,3.0
="Tolland School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0,6.0,7.0,8.0,5.0
="Torrington School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0,5.0,5.0,7.0,5.0
="Trumbull School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,6.0,6.0,6.0,9.0
="Unified School District #1",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,4.2,3.2,3.4,4.0
="Unified School District #2",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0,1.0,.,.,1.0
="Union School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4,0.2,0.2,0.2,1.2
="Vernon School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",11.1,10.1,9.2,10.0,7.5
="Voluntown School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4,0.4,0.4,0.4,0.4
="Wallingford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0,6.0,7.0,7.0,10.0
="Waterbury School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",21.3,23.3,23.3,25.1,25.0
="Waterford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.8,4.0,4.0,4.0,4.5
="Watertown School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,3.0,1.0,3.0,5.0
="West Hartford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.5,16.6,15.6,18.0,16.8
="West Haven School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",10.5,10.5,10.5,11.0,10.5
="Westbrook School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0,2.0,2.0,2.0,3.0
="Weston School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,5.6,4.8,5.0,5.0
="Westport School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.8,5.8,8.0,7.9,9.4
="Wethersfield School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0,9.0,8.0,8.0,7.0
="Willington School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0,2.0,2.0,2.0,2.0
="Wilton School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,5.0,6.0,5.0,6.0
="Winchester School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.3,2.5,2.0,1.0,1.0
="Windham School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",8.0,7.0,9.0,8.0,8.0
="Windsor Locks School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0,4.0,4.0,4.0,4.0
="Windsor School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",12.9,11.1,13.0,12.5,13.5
="Wolcott School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0,4.0,5.0,4.0,5.0
="Woodbridge School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0,3.0,3.0,3.0,5.0
="Woodstock School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.6,2.6,2.6,2.6,2.6
="Department of Mental Health and Addiction Services",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,1.0,1.0,1.0,1.0
="Project Oceanology",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,1.0,1.0,1.0,.
"Highville Charter School District","Administrators  Coordinators and Department Chairs - District Central Office","Certified",.,.,1.0,.,1.0
="The Gilbert School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,.,1.0,1.0,1.0
="Jumoke Academy District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,.,.,3.0,.
"Achievement First Hartford Academy Inc. District","Administrators  Coordinators and Department Chairs - District Central Office","Certified",.,.,.,.,12.0
="Ashford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,.,.,.,1.0
="Booker T. Washington Academy District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,.,.,.,1.0
="Bridgeport Achievement First District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,.,.,.,1.0
="Elm City College Preparatory School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,.,.,.,1.0
="Integrated Day Charter School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,.,.,.,1.0
="Interdistrict School for Arts and Comm District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,.,.,.,1.0
="New Beginnings Inc Family Academy District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,.,.,.,1.0
="Side By Side Charter School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,.,.,.,1.0
="The Bridge Academy District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",.,.,.,.,0.5

