"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Free/Reduced Price Meal Eligibility (3-"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","F",248,225,90.7,217,134,61.8,52,24.0,26,12.0,"*","*","*","*","*","*",186
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","F",427,382,89.5,376,121,32.2,81,21.5,102,27.1,46,12.2,26,6.9,72,19.1,219
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","F",260,169,65.0,141,78,55.3,30,21.3,26,18.4,"*","*","*","*",7,5.0,192
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","F",78,76,97.4,76,18,23.7,13,17.1,"*","*","*","*","*","*","*","*",223
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",158,156,98.7,156,"*","*","*","*",67,42.9,39,25.0,29,18.6,68,43.6,258
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","F",82,76,92.7,76,15,19.7,"*","*","*","*","*","*","*","*","*","*",242
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",189,185,97.9,185,"*","*","*","*",57,30.8,50,27.0,58,31.4,108,58.4,274
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",203,200,98.5,200,0,0.0,"*","*",59,29.5,"*","*",81,40.5,"*","*",286
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",108,107,99.1,107,"*","*","*","*",13,12.1,34,31.8,57,53.3,91,85.0,300
"Canton School District","=""0230011""","Canton High School","=""0236111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","F",45,43,95.6,42,"*","*","*","*",19,45.2,"*","*","*","*","*","*",261
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",53,51,96.2,51,0,0.0,"*","*","*","*",8,15.7,36,70.6,44,86.3,316
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","R",11,11,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","F",54,53,98.1,53,20,37.7,18,34.0,"*","*","*","*",0,0.0,"*","*",201
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","F",37,36,97.3,36,"*","*","*","*","*","*","*","*","*","*","*","*",236
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",55,53,96.4,53,"*","*",15,28.3,16,30.2,12,22.6,"*","*","*","*",246
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","F",58,52,89.7,52,15,28.8,14,26.9,16,30.8,"*","*","*","*","*","*",215
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","N",46,45,97.8,44,"*","*","*","*","*","*",10,22.7,9,20.5,19,43.2,251
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","R",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","F",58,58,100.0,58,19,32.8,13,22.4,20,34.5,"*","*","*","*","*","*",213
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",29,29,100.0,29,"*","*","*","*","*","*",6,20.7,"*","*","*","*",246
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","F",57,54,94.7,54,15,27.8,14,25.9,17,31.5,"*","*","*","*","*","*",216
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","N",31,31,100.0,31,"*","*","*","*","*","*",9,29.0,6,19.4,15,48.4,261
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","R",15,15,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","F",24,23,95.8,23,"*","*","*","*","*","*","*","*","*","*","*","*",257
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","N",303,301,99.3,298,"*","*","*","*",75,25.2,96,32.2,116,38.9,212,71.1,286
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","R",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","F","*","*","*","*",9,45.0,"*","*","*","*","*","*",0,0.0,"*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","N",105,104,99.0,104,"*","*","*","*",21,20.2,29,27.9,"*","*","*","*",280
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","F",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",237
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","N",183,181,98.9,180,"*","*","*","*",44,24.4,44,24.4,80,44.4,124,68.9,283
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","N",28,24,85.7,24,"*","*","*","*","*","*","*","*",7,29.2,"*","*",260
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","F",133,133,100.0,132,22,16.7,40,30.3,54,40.9,"*","*","*","*",16,12.1,221
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","N",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*","*","*",227
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","F",55,54,98.2,54,"*","*",8,14.8,"*","*","*","*","*","*","*","*",243
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","N",97,96,99.0,96,"*","*","*","*",52,54.2,20,20.8,15,15.6,35,36.5,258
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","F",34,34,100.0,34,0,0.0,"*","*","*","*","*","*","*","*","*","*",269
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","N",109,109,100.0,108,"*","*","*","*",44,40.7,20,18.5,30,27.8,50,46.3,265
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","F",90,88,97.8,88,"*","*",25,28.4,37,42.0,"*","*",0,0.0,"*","*",207
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","N",36,36,100.0,36,"*","*","*","*","*","*","*","*",0,0.0,"*","*",210
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","F",134,134,100.0,134,"*","*",52,38.8,51,38.1,"*","*",0,0.0,"*","*",211
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","N",41,41,100.0,41,"*","*",10,24.4,21,51.2,"*","*","*","*","*","*",225
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","R",20,20,100.0,20,"*","*",8,40.0,8,40.0,"*","*",0,0.0,"*","*",211
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","F",55,55,100.0,55,6,10.9,19,34.5,"*","*","*","*","*","*","*","*",224
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","N",85,85,100.0,85,"*","*","*","*",42,49.4,17,20.0,"*","*","*","*",242
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","F",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*","*","*",246
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","N",108,108,100.0,108,"*","*","*","*",48,44.4,25,23.1,20,18.5,45,41.7,257
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","F",42,41,97.6,41,7,17.1,"*","*","*","*","*","*","*","*","*","*",239
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N",70,70,100.0,70,"*","*",15,21.4,27,38.6,17,24.3,"*","*","*","*",248
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","F",80,80,100.0,80,7,8.8,12,15.0,38,47.5,"*","*","*","*","*","*",242
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","N",62,62,100.0,62,"*","*","*","*","*","*",16,25.8,15,24.2,31,50.0,262
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","F",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*","*","*",254
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","N",112,111,99.1,111,0,0.0,7,6.3,51,45.9,29,26.1,24,21.6,53,47.7,269
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","F",57,57,100.0,57,6,10.5,12,21.1,30,52.6,"*","*","*","*","*","*",229
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","N",49,49,100.0,49,"*","*","*","*","*","*",8,16.3,8,16.3,16,32.7,251
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","F",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*","*","*",252
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","N",122,122,100.0,121,"*","*","*","*",64,52.9,30,24.8,18,14.9,48,39.7,258
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","F",63,63,100.0,63,"*","*","*","*","*","*","*","*","*","*","*","*",244
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N",113,113,100.0,113,"*","*","*","*",53,46.9,34,30.1,19,16.8,53,46.9,262
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","F",47,47,100.0,47,6,12.8,10,21.3,"*","*","*","*","*","*","*","*",238
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",75,75,100.0,75,"*","*","*","*",30,40.0,19,25.3,15,20.0,34,45.3,260
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","F",45,45,100.0,45,"*","*",9,20.0,"*","*","*","*","*","*","*","*",238
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","N",83,83,100.0,83,"*","*","*","*",39,47.0,21,25.3,11,13.3,32,38.6,252
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","F",59,59,100.0,59,"*","*","*","*","*","*","*","*","*","*","*","*",231
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","N",127,127,100.0,127,"*","*",20,15.7,61,48.0,25,19.7,"*","*","*","*",250
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","F",52,52,100.0,52,"*","*",8,15.4,24,46.2,"*","*","*","*","*","*",248
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","N",44,44,100.0,44,"*","*","*","*","*","*",7,15.9,10,22.7,17,38.6,258
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","N",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",98,97,99.0,97,"*","*","*","*",22,22.7,17,17.5,48,49.5,65,67.0,289
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","F","*","*","*","*","*","*",6,30.0,"*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N",126,125,99.2,125,"*","*","*","*",49,39.2,38,30.4,32,25.6,70,56.0,272
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","F",240,236,98.3,235,73,31.1,50,21.3,84,35.7,"*","*","*","*",28,11.9,213
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",395,385,97.5,385,64,16.6,62,16.1,123,31.9,81,21.0,55,14.3,136,35.3,242
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","R",69,69,100.0,69,"*","*",12,17.4,26,37.7,19,27.5,"*","*","*","*",241
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
