"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Y",53,53,100.0,53,11,20.8,"*","*",15,28.3,17,32.1,"*","*","*","*",231
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",162,162,100.0,162,0,0.0,"*","*",12,7.4,94,58.0,"*","*","*","*",283
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",69,69,100.0,69,12,17.4,"*","*",17,24.6,32,46.4,"*","*","*","*",247
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",145,145,100.0,145,0,0.0,"*","*","*","*",84,57.9,34,23.4,118,81.4,276
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",51,51,100.0,51,"*","*","*","*",11,21.6,13,25.5,"*","*","*","*",228
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",45,45,100.0,45,"*","*","*","*",12,26.7,20,44.4,"*","*","*","*",251
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",20,20,100.0,20,0,0.0,"*","*","*","*","*","*","*","*","*","*",257
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",36,36,100.0,36,0,0.0,"*","*","*","*","*","*","*","*","*","*",276
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",77,76,98.7,76,"*","*","*","*",13,17.1,36,47.4,"*","*","*","*",238
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",163,162,99.4,162,"*","*","*","*",21,13.0,93,57.4,"*","*","*","*",277
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",80,79,98.8,79,"*","*","*","*","*","*","*","*","*","*","*","*",229
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",50,50,100.0,50,28,56.0,"*","*",9,18.0,"*","*",0,0.0,"*","*",202
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",46,46,100.0,46,12,26.1,9,19.6,9,19.6,16,34.8,0,0.0,16,34.8,225
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",49,49,100.0,49,22,44.9,"*","*",13,26.5,"*","*",0,0.0,"*","*",207
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",118,114,96.6,114,91,79.8,10,8.8,"*","*","*","*",0,0.0,"*","*",182
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",42,38,90.5,38,15,39.5,11,28.9,"*","*",6,15.8,"*","*","*","*",213
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",134,134,100.0,134,88,65.7,20,14.9,15,11.2,"*","*","*","*",11,8.2,194
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y",39,39,100.0,39,"*","*","*","*",11,28.2,19,48.7,"*","*","*","*",257
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",33,33,100.0,33,"*","*","*","*",6,18.2,17,51.5,0,0.0,17,51.5,239
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",80,78,97.5,78,43,55.1,13,16.7,12,15.4,10,12.8,0,0.0,10,12.8,201
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",90,87,96.7,87,50,57.5,16,18.4,10,11.5,11,12.6,0,0.0,11,12.6,201
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",48,48,100.0,48,31,64.6,"*","*",7,14.6,"*","*",0,0.0,"*","*",196
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",58,58,100.0,58,22,37.9,15,25.9,13,22.4,8,13.8,0,0.0,8,13.8,209
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",78,78,100.0,78,27,34.6,18,23.1,"*","*",18,23.1,"*","*","*","*",218
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",72,72,100.0,72,13,18.1,"*","*",20,27.8,22,30.6,"*","*","*","*",238
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",45,45,100.0,45,"*","*",6,13.3,7,15.6,22,48.9,"*","*","*","*",248
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",44,44,100.0,44,30,68.2,7,15.9,"*","*","*","*",0,0.0,"*","*",187
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",157,154,98.1,154,63,40.9,27,17.5,31,20.1,33,21.4,0,0.0,33,21.4,214
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",44,42,95.5,42,15,35.7,9,21.4,11,26.2,"*","*","*","*",7,16.7,213
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",101,101,100.0,101,50,49.5,22,21.8,17,16.8,"*","*","*","*",12,11.9,204
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",50,50,100.0,50,7,14.0,"*","*",8,16.0,25,50.0,"*","*","*","*",248
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",48,48,100.0,48,"*","*","*","*",13,27.1,24,50.0,"*","*","*","*",247
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",53,52,98.1,52,13,25.0,"*","*",10,19.2,24,46.2,"*","*","*","*",234
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",40,40,100.0,40,0,0.0,"*","*",8,20.0,27,67.5,"*","*","*","*",258
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",63,61,96.8,61,"*","*",6,9.8,"*","*",23,37.7,"*","*","*","*",241
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",42,42,100.0,42,"*","*",0,0.0,"*","*",27,64.3,"*","*","*","*",277
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",102,98,96.1,98,"*","*",12,12.2,23,23.5,39,39.8,"*","*","*","*",244
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",119,119,100.0,119,"*","*","*","*",18,15.1,57,47.9,35,29.4,92,77.3,277
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",60,60,100.0,60,"*","*",8,13.3,9,15.0,30,50.0,"*","*","*","*",247
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",69,69,100.0,69,0,0.0,0,0.0,"*","*",36,52.2,"*","*","*","*",277
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",52,52,100.0,52,13,25.0,"*","*","*","*",23,44.2,"*","*","*","*",245
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",149,147,98.7,147,0,0.0,"*","*","*","*",70,47.6,"*","*","*","*",288
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",39,37,94.9,37,"*","*","*","*","*","*",20,54.1,7,18.9,27,73.0,261
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",68,68,100.0,68,"*","*","*","*","*","*",43,63.2,17,25.0,60,88.2,281
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",21,21,100.0,21,"*","*","*","*","*","*",14,66.7,0,0.0,14,66.7,248
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",42,42,100.0,42,0,0.0,"*","*","*","*",30,71.4,"*","*","*","*",258
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Y",34,34,100.0,34,"*","*","*","*",8,23.5,18,52.9,"*","*","*","*",244
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",106,106,100.0,106,0,0.0,"*","*",9,8.5,64,60.4,"*","*","*","*",283
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y",22,22,100.0,22,"*","*","*","*","*","*","*","*",0,0.0,"*","*",219
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","Y",94,93,98.9,93,"*","*","*","*",12,12.9,39,41.9,"*","*","*","*",239
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","N",104,104,100.0,104,"*","*","*","*",10,9.6,47,45.2,"*","*","*","*",283
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y",43,43,100.0,43,13,30.2,"*","*",10,23.3,14,32.6,"*","*","*","*",231
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",66,66,100.0,66,0,0.0,"*","*",8,12.1,27,40.9,"*","*","*","*",286
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*","*","*",227
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Y",63,62,98.4,62,"*","*","*","*",11,17.7,18,29.0,"*","*","*","*",225
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","N",42,42,100.0,42,"*","*","*","*",8,19.0,22,52.4,"*","*","*","*",267
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Y",47,47,100.0,47,"*","*",9,19.1,12,25.5,15,31.9,"*","*","*","*",232
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",59,58,98.3,58,"*","*",9,15.5,9,15.5,26,44.8,"*","*","*","*",262
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Y",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*","*","*",238
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Y",43,43,100.0,43,"*","*",8,18.6,"*","*",20,46.5,"*","*","*","*",247
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","N",311,309,99.4,309,"*","*",9,2.9,"*","*",168,54.4,"*","*","*","*",281
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","Y",44,44,100.0,44,"*","*","*","*",13,29.5,15,34.1,"*","*","*","*",242
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","N",116,115,99.1,115,"*","*","*","*",10,8.7,63,54.8,"*","*","*","*",282
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Y",52,52,100.0,52,"*","*","*","*",12,23.1,27,51.9,"*","*","*","*",256
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","N",137,137,100.0,137,"*","*","*","*",12,8.8,74,54.0,"*","*","*","*",284
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","N",45,45,100.0,45,0,0.0,"*","*","*","*","*","*","*","*","*","*",271
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Y",25,25,100.0,25,10,40.0,"*","*",7,28.0,"*","*",0,0.0,"*","*",216
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Y",35,34,97.1,34,"*","*","*","*","*","*",20,58.8,"*","*","*","*",262
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","N",103,102,99.0,102,0,0.0,"*","*","*","*",66,64.7,"*","*","*","*",279
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Y",36,36,100.0,36,"*","*","*","*",12,33.3,14,38.9,"*","*","*","*",243
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","N",106,106,100.0,106,"*","*","*","*",17,16.0,57,53.8,"*","*","*","*",272
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","Y",33,33,100.0,33,"*","*","*","*",6,18.2,15,45.5,"*","*","*","*",242
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","N",67,67,100.0,67,"*","*","*","*",12,17.9,38,56.7,"*","*","*","*",274
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Y",196,195,99.5,195,48,24.6,"*","*",52,26.7,71,36.4,"*","*","*","*",230
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","N",156,155,99.4,155,"*","*",15,9.7,40,25.8,77,49.7,"*","*","*","*",250
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Y",252,250,99.2,250,85,34.0,"*","*",51,20.4,64,25.6,"*","*","*","*",219
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","N",100,99,99.0,99,9,9.1,"*","*",22,22.2,48,48.5,"*","*","*","*",252
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Y",63,61,96.8,61,"*","*","*","*",10,16.4,28,45.9,12,19.7,40,65.6,260
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","N",310,308,99.4,308,0,0.0,"*","*","*","*",133,43.2,164,53.2,297,96.4,300
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Y",62,61,98.4,61,"*","*",12,19.7,9,14.8,17,27.9,"*","*","*","*",224
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","N",34,34,100.0,34,"*","*",10,29.4,7,20.6,10,29.4,"*","*","*","*",242
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*","*","*",278
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Y",23,23,100.0,23,"*","*","*","*",7,30.4,10,43.5,"*","*","*","*",244
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","N",79,76,96.2,76,0,0.0,"*","*",12,15.8,52,68.4,"*","*","*","*",266
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Y",31,30,96.8,30,"*","*","*","*","*","*",13,43.3,"*","*","*","*",246
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","N",117,116,99.1,116,0,0.0,"*","*","*","*",59,50.9,"*","*","*","*",277
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Y",351,347,98.9,347,143,41.2,54,15.6,61,17.6,74,21.3,15,4.3,89,25.6,220
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","N",125,124,99.2,124,17,13.7,19,15.3,23,18.5,49,39.5,16,12.9,65,52.4,248
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Y",21,21,100.0,21,"*","*","*","*","*","*",8,38.1,0,0.0,8,38.1,238
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","N",23,23,100.0,23,0,0.0,"*","*","*","*",15,65.2,"*","*","*","*",266
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Y",136,133,97.8,133,42,31.6,"*","*",32,24.1,33,24.8,"*","*","*","*",226
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","N",66,66,100.0,66,"*","*",13,19.7,12,18.2,30,45.5,"*","*","*","*",238
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Y",51,48,94.1,48,9,18.8,"*","*",11,22.9,19,39.6,"*","*","*","*",239
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","N",165,165,100.0,165,0,0.0,"*","*",21,12.7,102,61.8,"*","*","*","*",279
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Y",36,35,97.2,35,"*","*","*","*","*","*",15,42.9,"*","*","*","*",254
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","N",38,38,100.0,38,"*","*",0,0.0,"*","*",21,55.3,"*","*","*","*",280
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","N",94,91,96.8,91,"*","*",0,0.0,"*","*","*","*","*","*","*","*",280
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Y",36,36,100.0,36,"*","*",6,16.7,8,22.2,13,36.1,"*","*","*","*",233
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","N",176,176,100.0,176,"*","*",6,3.4,20,11.4,102,58.0,"*","*","*","*",275
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Y",50,50,100.0,50,"*","*","*","*","*","*","*","*",0,0.0,"*","*",220
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","Y",149,147,98.7,147,"*","*",27,18.4,26,17.7,63,42.9,10,6.8,73,49.7,244
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","N",203,203,100.0,203,"*","*",15,7.4,30,14.8,107,52.7,48,23.6,155,76.4,271
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","Y",63,60,95.2,60,"*","*","*","*",10,16.7,25,41.7,6,10.0,31,51.7,239
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","N",162,161,99.4,161,"*","*","*","*",11,6.8,98,60.9,47,29.2,145,90.1,282
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","Y",60,60,100.0,60,"*","*","*","*",14,23.3,21,35.0,8,13.3,29,48.3,244
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","N",234,231,98.7,231,"*","*","*","*",16,6.9,145,62.8,66,28.6,211,91.3,282
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","Y",43,43,100.0,43,"*","*","*","*",13,30.2,19,44.2,"*","*","*","*",252
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","N",229,228,99.6,228,0,0.0,"*","*",12,5.3,118,51.8,"*","*","*","*",293
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Y",59,58,98.3,58,"*","*","*","*",18,31.0,25,43.1,6,10.3,31,53.4,250
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","N",233,231,99.1,231,"*","*","*","*",17,7.4,130,56.3,79,34.2,209,90.5,286
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","Y",81,81,100.0,81,"*","*","*","*",13,16.0,27,33.3,12,14.8,39,48.1,242
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","N",434,434,100.0,433,"*","*","*","*",22,5.1,214,49.4,194,44.8,408,94.2,293
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Y",31,30,96.8,30,"*","*","*","*","*","*",19,63.3,"*","*","*","*",260
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","N",126,125,99.2,125,"*","*","*","*","*","*",74,59.2,"*","*","*","*",284
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Y",35,35,100.0,35,6,17.1,"*","*",7,20.0,15,42.9,"*","*","*","*",239
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","N",151,151,100.0,151,0,0.0,"*","*",15,9.9,92,60.9,"*","*","*","*",279
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Y",37,37,100.0,37,"*","*","*","*",6,16.2,19,51.4,"*","*","*","*",251
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","N",223,223,100.0,223,"*","*",0,0.0,7,3.1,116,52.0,"*","*","*","*",294
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Y",79,78,98.7,78,15,19.2,"*","*",18,23.1,32,41.0,"*","*","*","*",238
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","N",109,108,99.1,108,0,0.0,"*","*",10,9.3,55,50.9,"*","*","*","*",283
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Y",64,62,96.9,62,"*","*","*","*",14,22.6,27,43.5,"*","*","*","*",236
