"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, English Learner Status (EL)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",106,103,97.2,103,8,7.8,24,23.3,40,38.8,21,20.4,10,9.7,31,30.1,243
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","N",120,117,97.5,117,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","N",194,194,100.0,193,"*","*","*","*","*","*","*","*","*","*","*","*",224
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","N",163,161,98.8,161,"*","*","*","*","*","*","*","*","*","*","*","*",255
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","N",156,156,100.0,155,"*","*","*","*",60,38.7,33,21.3,40,25.8,73,47.1,265
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","N",120,118,98.3,118,"*","*","*","*","*","*","*","*",0,0.0,"*","*",212
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","N",171,171,100.0,171,25,14.6,59,34.5,"*","*",9,5.3,"*","*","*","*",217
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Y",24,24,100.0,24,"*","*",11,45.8,"*","*",0,0.0,0,0.0,0,0.0,192
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","N",145,145,100.0,145,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","N",108,108,100.0,108,"*","*","*","*","*","*","*","*","*","*","*","*",241
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",131,131,100.0,131,"*","*","*","*","*","*","*","*","*","*","*","*",251
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","N",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",111,110,99.1,109,"*","*","*","*",30,27.5,17,15.6,51,46.8,68,62.4,287
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",595,583,98.0,582,73,12.5,98,16.8,224,38.5,121,20.8,66,11.3,187,32.1,242
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Y",109,107,98.2,107,72,67.3,26,24.3,9,8.4,0,0.0,0,0.0,0,0.0,178
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N","*","*","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","N",349,337,96.6,336,"*","*","*","*",64,19.0,90,26.8,172,51.2,262,78.0,296
"Derby School District","=""0370011""","Derby High School","=""0376111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N",58,57,98.3,57,"*","*","*","*",10,17.5,17,29.8,28,49.1,45,78.9,291
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",85,84,98.8,84,"*","*","*","*",38,45.2,12,14.3,24,28.6,36,42.9,264
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N",107,106,99.1,106,"*","*","*","*",30,28.3,24,22.6,43,40.6,67,63.2,279
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",320,304,95.0,303,35,11.6,71,23.4,121,39.9,"*","*","*","*","*","*",236
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Y",52,50,96.2,50,28,56.0,14,28.0,6,12.0,"*","*","*","*","*","*",194
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",51,51,100.0,51,0,0.0,"*","*",18,35.3,21,41.2,"*","*","*","*",273
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",212,208,98.1,208,"*","*","*","*","*","*","*","*","*","*","*","*",248
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N",8,8,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",277,274,98.9,274,0,0.0,11,4.0,67,24.5,75,27.4,121,44.2,196,71.5,290
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",89,88,98.9,88,6,6.8,6,6.8,33,37.5,24,27.3,19,21.6,43,48.9,256
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N",54,47,87.0,46,9,19.6,"*","*",17,37.0,9,19.6,"*","*","*","*",237
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","N",20,20,100.0,20,"*","*",8,40.0,6,30.0,"*","*","*","*","*","*",223
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","N",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","N",472,469,99.4,469,"*","*","*","*","*","*","*","*","*","*","*","*",295
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","N",574,571,99.5,571,"*","*",15,2.6,113,19.8,"*","*","*","*","*","*",295
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Y",26,26,100.0,25,"*","*",7,28.0,8,32.0,"*","*","*","*","*","*",238
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",145,144,99.3,144,11,7.6,20,13.9,49,34.0,38,26.4,26,18.1,64,44.4,254
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",244,229,93.9,229,"*","*","*","*","*","*","*","*","*","*","*","*",263
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Y",8,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","N",289,289,100.0,289,"*","*","*","*",64,22.1,79,27.3,133,46.0,212,73.4,290
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N",13,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
