"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, All Students"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",129,128,99.2,121,24,19.8,26,21.5,54,44.6,10,8.3,7,5.8,17,14.0,224
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",133,127,95.5,126,10,7.9,17,13.5,38,30.2,26,20.6,35,27.8,61,48.4,263
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""",130,130,100.0,130,14,10.8,29,22.3,48,36.9,23,17.7,16,12.3,39,30.0,240
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""",97,95,97.9,90,45,50.0,27,30.0,16,17.8,"*","*","*","*","*","*",194
"Bridgeport School District","=""0150011""","Career and Craftsmanship","=""0152711""",15,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",248,225,90.7,217,134,61.8,52,24.0,26,12.0,"*","*","*","*","*","*",186
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",427,382,89.5,376,121,32.2,81,21.5,102,27.1,46,12.2,26,6.9,72,19.1,219
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",260,169,65.0,141,78,55.3,30,21.3,26,18.4,"*","*","*","*",7,5.0,192
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""",16,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",253,249,98.4,249,27,10.8,29,11.6,107,43.0,49,19.7,37,14.9,86,34.5,247
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",287,277,96.5,277,23,8.3,28,10.1,87,31.4,66,23.8,73,26.4,139,50.2,264
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",221,218,98.6,218,0,0.0,6,2.8,65,29.8,62,28.4,85,39.0,147,67.4,285
"Canton School District","=""0230011""","Canton High School","=""0236111""",126,122,96.8,122,"*","*","*","*",14,11.5,39,32.0,64,52.5,103,84.4,298
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""",38,37,97.4,37,11,29.7,16,43.2,"*","*","*","*",0,0.0,"*","*",200
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",109,105,96.3,103,"*","*","*","*",24,23.3,16,15.5,49,47.6,65,63.1,288
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",79,78,98.7,78,24,30.8,29,37.2,19,24.4,"*","*","*","*",6,7.7,209
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",106,103,97.2,103,8,7.8,24,23.3,40,38.8,21,20.4,10,9.7,31,30.1,243
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",112,104,92.9,103,20,19.4,25,24.3,32,31.1,14,13.6,12,11.7,26,25.2,230
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""",100,100,100.0,100,21,21.0,21,21.0,41,41.0,"*","*","*","*",17,17.0,225
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",103,100,97.1,99,20,20.2,19,19.2,33,33.3,16,16.2,11,11.1,27,27.3,232
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",11,8,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",340,336,98.8,333,"*","*","*","*",87,26.1,107,32.1,123,36.9,230,69.1,284
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",132,128,97.0,128,13,10.2,10,7.8,25,19.5,34,26.6,46,35.9,80,62.5,268
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",219,217,99.1,216,7,3.2,15,6.9,57,26.4,50,23.1,87,40.3,137,63.4,277
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",50,46,92.0,46,8,17.4,10,21.7,13,28.3,8,17.4,7,15.2,15,32.6,242
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",204,204,100.0,203,34,16.7,50,24.6,95,46.8,"*","*","*","*",24,11.8,223
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",170,168,98.8,168,"*","*","*","*",90,53.6,33,19.6,22,13.1,55,32.7,252
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",156,156,100.0,155,"*","*","*","*",60,38.7,33,21.3,40,25.8,73,47.1,265
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",133,131,98.5,131,37,28.2,"*","*",57,43.5,"*","*",0,0.0,"*","*",210
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",195,195,100.0,195,35,17.9,70,35.9,80,41.0,"*","*","*","*","*","*",214
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",153,153,100.0,153,10,6.5,39,25.5,71,46.4,23,15.0,10,6.5,33,21.6,237
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",170,170,100.0,170,"*","*","*","*",79,46.5,30,17.6,32,18.8,62,36.5,254
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",121,120,99.2,120,10,8.3,23,19.2,44,36.7,25,20.8,18,15.0,43,35.8,245
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",157,157,100.0,157,10,6.4,24,15.3,62,39.5,32,20.4,29,18.5,61,38.9,252
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",164,163,99.4,163,"*","*","*","*",70,42.9,46,28.2,33,20.2,79,48.5,265
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""",115,115,100.0,115,9,7.8,19,16.5,61,53.0,15,13.0,11,9.6,26,22.6,239
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",169,169,100.0,168,"*","*","*","*",91,54.2,36,21.4,27,16.1,63,37.5,257
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",192,192,100.0,192,6,3.1,12,6.3,103,53.6,47,24.5,24,12.5,71,37.0,255
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",137,137,100.0,137,12,8.8,20,14.6,54,39.4,31,22.6,20,14.6,51,37.2,248
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",142,142,100.0,142,8,5.6,20,14.1,71,50.0,30,21.1,13,9.2,43,30.3,245
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",202,202,100.0,202,10,5.0,40,19.8,99,49.0,30,14.9,23,11.4,53,26.2,244
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",106,106,100.0,106,6,5.7,18,17.0,45,42.5,17,16.0,20,18.9,37,34.9,252
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",111,110,99.1,109,"*","*","*","*",30,27.5,17,15.6,51,46.8,68,62.4,287
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",147,146,99.3,146,6,4.1,10,6.8,58,39.7,39,26.7,33,22.6,72,49.3,265
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",704,690,98.0,689,145,21.0,124,18.0,233,33.8,121,17.6,66,9.6,187,27.1,232
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",23,23,100.0,23,9,39.1,8,34.8,6,26.1,0,0.0,0,0.0,0,0.0,198
"Darien School District","=""0350011""","Darien High School","=""0356111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""",80,78,97.5,78,14,17.9,15,19.2,24,30.8,14,17.9,11,14.1,25,32.1,237
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",107,106,99.1,106,"*","*","*","*",30,28.3,24,22.6,43,40.6,67,63.2,279
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",372,354,95.2,353,63,17.8,85,24.1,127,36.0,46,13.0,32,9.1,78,22.1,230
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",51,51,100.0,51,0,0.0,"*","*",18,35.3,21,41.2,"*","*","*","*",273
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""",29,13,44.8,13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",28,17,60.7,14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",222,218,98.2,218,8,3.7,38,17.4,104,47.7,48,22.0,20,9.2,68,31.2,247
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",8,8,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",277,274,98.9,274,0,0.0,11,4.0,67,24.5,75,27.4,121,44.2,196,71.5,290
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","*","*","*","*","*","*","*","*",20,55.6,"*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",54,47,87.0,46,9,19.6,6,13.0,"*","*",9,19.6,"*","*","*","*",237
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",179,178,99.4,178,"*","*","*","*",48,27.0,60,33.7,60,33.7,120,67.4,278
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",32,32,100.0,30,8,26.7,8,26.7,10,33.3,"*","*","*","*","*","*",218
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",177,173,97.7,173,"*","*","*","*",77,44.5,45,26.0,26,15.0,71,41.0,257
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",192,192,100.0,192,"*","*","*","*",66,34.4,63,32.8,44,22.9,107,55.7,266
"Explorations District","=""2720013""","Explorations","=""2726113""",20,20,100.0,20,"*","*",8,40.0,6,30.0,"*","*","*","*","*","*",223
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",387,379,97.9,379,6,1.6,11,2.9,97,25.6,116,30.6,149,39.3,265,69.9,285
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",373,368,98.7,368,7,1.9,17,4.6,78,21.2,110,29.9,156,42.4,266,72.3,285
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",291,287,98.6,287,"*","*","*","*",53,18.5,78,27.2,145,50.5,223,77.7,296
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",478,475,99.4,475,7,1.5,20,4.2,100,21.1,105,22.1,243,51.2,348,73.3,294
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",600,597,99.5,596,16,2.7,22,3.7,121,20.3,137,23.0,300,50.3,437,73.3,293
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",145,144,99.3,144,11,7.6,20,13.9,49,34.0,38,26.4,26,18.1,64,44.4,254
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",252,235,93.3,235,17,7.2,28,11.9,86,36.6,43,18.3,61,26.0,104,44.3,262
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",289,289,100.0,289,"*","*","*","*",64,22.1,79,27.3,133,46.0,212,73.4,290
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",13,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",401,381,95.0,378,55,14.6,54,14.3,142,37.6,59,15.6,68,18.0,127,33.6,247
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",52,51,98.1,51,"*","*",20,39.2,16,31.4,"*","*",0,0.0,"*","*",210
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",32,30,93.8,30,16,53.3,8,26.7,"*","*","*","*",0,0.0,"*","*",190
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""",6,0,"*",0,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",96,95,99.0,95,13,13.7,20,21.1,33,34.7,14,14.7,15,15.8,29,30.5,240
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",62,50,80.6,50,23,46.0,10,20.0,14,28.0,"*","*","*","*","*","*",198
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",124,110,88.7,105,59,56.2,22,21.0,17,16.2,"*","*","*","*",7,6.7,191
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",96,95,99.0,95,17,17.9,22,23.2,34,35.8,12,12.6,10,10.5,22,23.2,233
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",111,109,98.2,109,14,12.8,15,13.8,43,39.4,22,20.2,15,13.8,37,33.9,245
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",113,103,91.2,102,22,21.6,24,23.5,24,23.5,18,17.6,14,13.7,32,31.4,234
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",113,108,95.6,108,"*","*","*","*",30,27.8,18,16.7,46,42.6,64,59.3,280
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",59,59,100.0,59,"*","*",23,39.0,18,30.5,8,13.6,"*","*","*","*",228
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",56,49,87.5,49,34,69.4,9,18.4,"*","*","*","*",0,0.0,"*","*",184
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",76,66,86.8,65,42,64.6,14,21.5,"*","*","*","*",0,0.0,"*","*",184
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",87,82,94.3,82,44,53.7,25,30.5,10,12.2,"*","*","*","*","*","*",191
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",43,36,83.7,35,21,60.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,181
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",49,48,98.0,48,15,31.3,14,29.2,13,27.1,"*","*","*","*",6,12.5,215
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""",61,61,100.0,61,"*","*",11,18.0,29,47.5,11,18.0,"*","*","*","*",243
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""",10,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",20,20,100.0,20,7,35.0,7,35.0,6,30.0,0,0.0,0,0.0,0,0.0,198
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",14,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",182,175,96.2,175,22,12.6,30,17.1,58,33.1,44,25.1,21,12.0,65,37.1,243
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",115,111,96.5,110,"*","*",27,24.5,25,22.7,14,12.7,"*","*","*","*",219
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","*","*","*","*",0,0.0,"*","*","*","*","*","*",30,51.7,"*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",63,63,100.0,63,"*","*","*","*",18,28.6,18,28.6,24,38.1,42,66.7,286
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",293,285,97.3,285,"*","*","*","*",60,21.1,84,29.5,121,42.5,205,71.9,285
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",9,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",366,352,96.2,352,75,21.3,69,19.6,109,31.0,52,14.8,47,13.4,99,28.1,233
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""",16,12,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",313,300,95.8,299,83,27.8,79,26.4,97,32.4,21,7.0,19,6.4,40,13.4,218
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",243,231,95.1,229,80,34.9,66,28.8,55,24.0,19,8.3,9,3.9,28,12.2,209
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",288,285,99.0,285,39,13.7,44,15.4,100,35.1,47,16.5,55,19.3,102,35.8,248
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""",12,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",208,206,99.0,205,14,6.8,29,14.1,"*","*","*","*","*","*","*","*",256
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",228,224,98.2,222,"*","*","*","*",96,43.2,53,23.9,46,20.7,99,44.6,262
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",293,292,99.7,290,"*","*","*","*",54,18.6,77,26.6,150,51.7,227,78.3,297
"Montville School District","=""0860011""","Montville High School","=""0866111""",181,178,98.3,178,10,5.6,10,5.6,56,31.5,41,23.0,61,34.3,102,57.3,274
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",287,278,96.9,277,37,13.4,63,22.7,106,38.3,39,14.1,32,11.6,71,25.6,236
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",518,481,92.9,475,183,38.5,113,23.8,113,23.8,44,9.3,22,4.6,66,13.9,210
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",314,310,98.7,310,"*","*","*","*",56,18.1,85,27.4,162,52.3,247,79.7,296
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",89,89,100.0,88,"*","*","*","*",25,28.4,23,26.1,26,29.5,49,55.7,272
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",23,9,39.1,7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
