"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, Free/Reduced Price Meal Eligibility (3-l"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",39,39,100.0,39,0,0.0,"*","*","*","*",19,48.7,11,28.2,30,76.9,274
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","F",42,41,97.6,41,"*","*","*","*","*","*","*","*","*","*","*","*",243
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",186,185,99.5,185,10,5.4,11,5.9,25,13.5,99,53.5,40,21.6,139,75.1,270
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","F",67,66,98.5,66,16,24.2,"*","*",17,25.8,17,25.8,"*","*","*","*",229
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","F",50,50,100.0,50,28,56.0,"*","*",9,18.0,"*","*",0,0.0,"*","*",202
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","F",46,46,100.0,46,12,26.1,9,19.6,9,19.6,16,34.8,0,0.0,16,34.8,225
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","F",49,49,100.0,49,22,44.9,"*","*",13,26.5,"*","*",0,0.0,"*","*",207
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","F",118,114,96.6,114,91,79.8,10,8.8,"*","*","*","*",0,0.0,"*","*",182
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","F",42,38,90.5,38,15,39.5,11,28.9,"*","*",6,15.8,"*","*","*","*",213
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","F",134,134,100.0,134,88,65.7,20,14.9,15,11.2,"*","*","*","*",11,8.2,194
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","F",39,39,100.0,39,"*","*","*","*",11,28.2,19,48.7,"*","*","*","*",257
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","F",33,33,100.0,33,"*","*","*","*",6,18.2,17,51.5,0,0.0,17,51.5,239
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","F",80,78,97.5,78,43,55.1,13,16.7,12,15.4,10,12.8,0,0.0,10,12.8,201
"Bridgeport School District","=""0150011""","Read School","=""0152511""","F",90,87,96.7,87,50,57.5,16,18.4,10,11.5,11,12.6,0,0.0,11,12.6,201
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","F",48,48,100.0,48,31,64.6,"*","*",7,14.6,"*","*",0,0.0,"*","*",196
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","F",58,58,100.0,58,22,37.9,15,25.9,13,22.4,8,13.8,0,0.0,8,13.8,209
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","F",78,78,100.0,78,27,34.6,18,23.1,"*","*",18,23.1,"*","*","*","*",218
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","F",72,72,100.0,72,13,18.1,"*","*",20,27.8,22,30.6,"*","*","*","*",238
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","F",45,45,100.0,45,"*","*",6,13.3,7,15.6,22,48.9,"*","*","*","*",248
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","F",44,44,100.0,44,30,68.2,7,15.9,"*","*","*","*",0,0.0,"*","*",187
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","F",157,154,98.1,154,63,40.9,27,17.5,31,20.1,33,21.4,0,0.0,33,21.4,214
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","F",44,42,95.5,42,15,35.7,9,21.4,11,26.2,"*","*","*","*",7,16.7,213
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","F",101,101,100.0,101,50,49.5,22,21.8,17,16.8,"*","*","*","*",12,11.9,204
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","F",50,50,100.0,50,7,14.0,"*","*",8,16.0,25,50.0,"*","*","*","*",248
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","F",48,48,100.0,48,"*","*","*","*",13,27.1,24,50.0,"*","*","*","*",247
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","F",39,38,97.4,38,9,23.7,"*","*","*","*","*","*",0,0.0,"*","*",234
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",44,44,100.0,44,"*","*","*","*",9,20.5,27,61.4,"*","*","*","*",253
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","F",54,52,96.3,52,11,21.2,"*","*",14,26.9,"*","*","*","*","*","*",238
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",44,44,100.0,44,"*","*","*","*","*","*",27,61.4,10,22.7,37,84.1,277
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","F",74,71,95.9,71,10,14.1,9,12.7,"*","*","*","*","*","*","*","*",243
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",132,132,100.0,132,"*","*","*","*",19,14.4,61,46.2,36,27.3,97,73.5,272
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","R",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","F",37,37,100.0,37,"*","*",6,16.2,"*","*","*","*","*","*","*","*",247
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",80,80,100.0,80,"*","*","*","*",15,18.8,42,52.5,20,25.0,62,77.5,271
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",177,175,98.9,175,10,5.7,8,4.6,13,7.4,79,45.1,65,37.1,144,82.3,279
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","F",30,28,93.3,28,"*","*","*","*","*","*","*","*","*","*","*","*",264
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",70,70,100.0,70,"*","*","*","*","*","*",43,61.4,17,24.3,60,85.7,278
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",46,46,100.0,46,"*","*","*","*",8,17.4,31,67.4,"*","*","*","*",255
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",123,123,100.0,123,"*","*","*","*",14,11.4,72,58.5,31,25.2,103,83.7,276
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","F",67,66,98.5,66,18,27.3,12,18.2,11,16.7,"*","*","*","*","*","*",232
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","N",116,116,100.0,116,"*","*","*","*","*","*",54,46.6,42,36.2,96,82.8,280
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","F",32,32,100.0,32,9,28.1,"*","*","*","*","*","*","*","*","*","*",235
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",71,71,100.0,71,"*","*","*","*",10,14.1,29,40.8,29,40.8,58,81.7,283
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","F",33,33,100.0,33,11,33.3,"*","*","*","*",12,36.4,0,0.0,12,36.4,222
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","F",48,47,97.9,47,13,27.7,8,17.0,"*","*","*","*","*","*","*","*",227
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","N",48,48,100.0,48,"*","*","*","*",9,18.8,23,47.9,8,16.7,31,64.6,261
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","F",32,32,100.0,32,7,21.9,"*","*","*","*","*","*","*","*","*","*",231
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",61,60,98.4,60,"*","*","*","*",10,16.7,26,43.3,11,18.3,37,61.7,260
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","F",38,38,100.0,38,6,15.8,"*","*",12,31.6,18,47.4,"*","*","*","*",239
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","F",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","N",329,327,99.4,327,8,2.4,11,3.4,36,11.0,176,53.8,96,29.4,272,83.2,279
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","F",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*",247
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","N",125,124,99.2,124,"*","*","*","*",11,8.9,65,52.4,37,29.8,102,82.3,277
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","F",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*","*","*",260
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","N",150,150,100.0,150,"*","*","*","*",16,10.7,79,52.7,46,30.7,125,83.3,280
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","N",51,51,100.0,51,"*","*","*","*",7,13.7,32,62.7,8,15.7,40,78.4,265
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","N",22,22,100.0,22,"*","*","*","*","*","*",12,54.5,"*","*","*","*",257
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","N",111,110,99.1,110,0,0.0,9,8.2,7,6.4,69,62.7,25,22.7,94,85.5,276
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","N",115,115,100.0,115,"*","*",7,6.1,21,18.3,57,49.6,"*","*","*","*",268
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","N",75,75,100.0,75,"*","*","*","*",13,17.3,41,54.7,15,20.0,56,74.7,270
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","F",136,136,100.0,136,33,24.3,"*","*",43,31.6,46,33.8,"*","*","*","*",229
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","N",177,175,98.9,175,"*","*",19,10.9,41,23.4,80,45.7,"*","*","*","*",245
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","R",39,39,100.0,39,"*","*","*","*",8,20.5,22,56.4,0,0.0,22,56.4,243
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","F",184,183,99.5,183,57,31.1,"*","*",44,24.0,43,23.5,"*","*","*","*",218
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","N",132,130,98.5,130,30,23.1,12,9.2,23,17.7,53,40.8,12,9.2,65,50.0,239
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","R",36,36,100.0,36,7,19.4,"*","*",6,16.7,16,44.4,"*","*","*","*",239
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","N",365,361,98.9,361,"*","*","*","*",18,5.0,157,43.5,174,48.2,331,91.7,294
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","F",46,46,100.0,46,14,30.4,"*","*","*","*",14,30.4,"*","*","*","*",226
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","N",42,41,97.6,41,"*","*",11,26.8,7,17.1,"*","*","*","*","*","*",230
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","F",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*","*","*",275
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","N",88,85,96.6,85,"*","*","*","*",12,14.1,57,67.1,9,10.6,66,77.6,263
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","N",128,126,98.4,126,"*","*","*","*",19,15.1,62,49.2,34,27.0,96,76.2,273
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","F",294,291,99.0,291,120,41.2,"*","*",55,18.9,56,19.2,"*","*","*","*",218
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","N",144,143,99.3,143,30,21.0,"*","*","*","*",50,35.0,16,11.2,66,46.2,241
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","R",38,37,97.4,37,10,27.0,"*","*","*","*",17,45.9,"*","*","*","*",244
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
