"College Entrance and Persistence, 2011-12"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"Ellington School District","=""0480011""","Ellington High School","Male",75.0,91.7
"Enfield School District","=""0490011""","Enfield High School","Female",76.1,91.0
"Enfield School District","=""0490011""","Enfield High School","Male",62.5,89.1
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","Male",*,*
"Enfield School District","=""0490011""","Enrico Fermi High School","Female",78.7,89.2
"Enfield School District","=""0490011""","Enrico Fermi High School","Male",60.4,87.7
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","Female",88.7,93.6
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","Male",80.8,88.1
"Fairfield School District","=""0510011""","Fairfield Warde High School","Female",87.2,97.3
"Fairfield School District","=""0510011""","Fairfield Warde High School","Male",78.7,91.5
"Farmington School District","=""0520011""","Farmington High School","Female",82.6,94.3
"Farmington School District","=""0520011""","Farmington High School","Male",87.1,92.6
"Glastonbury School District","=""0540011""","Glastonbury High School","Female",93.0,95.6
"Glastonbury School District","=""0540011""","Glastonbury High School","Male",83.3,94.8
"Granby School District","=""0560011""","Granby Memorial High School","Female",91.8,92.2
"Granby School District","=""0560011""","Granby Memorial High School","Male",72.5,87.9
"Greenwich School District","=""0570011""","Greenwich High School","Female",78.3,94.6
"Greenwich School District","=""0570011""","Greenwich High School","Male",75.2,95.3
"Griswold School District","=""0580011""","Griswold High School","Female",62.5,84.0
"Griswold School District","=""0580011""","Griswold High School","Male",53.4,91.5
"Groton School District","=""0590011""","Robert E. Fitch High School","Female",81.2,86.1
"Groton School District","=""0590011""","Robert E. Fitch High School","Male",66.4,87.1
"Guilford School District","=""0600011""","Guilford High School","Female",82.9,96.7
"Guilford School District","=""0600011""","Guilford High School","Male",73.5,87.0
"Hamden School District","=""0620011""","Hamden High School","Female",76.0,90.1
"Hamden School District","=""0620011""","Hamden High School","Male",64.0,84.2
"Hartford School District","=""0640011""","Bulkeley High School","Female",52.2,74.5
"Hartford School District","=""0640011""","Bulkeley High School","Male",42.4,61.1
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","Female",*,*
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","Male",*,*
"Hartford School District","=""0640011""","Classical Magnet School","Female",84.0,85.7
"Hartford School District","=""0640011""","Classical Magnet School","Male",90.6,86.2
"Hartford School District","=""0640011""","Culinary Arts Academy","Female",*,*
"Hartford School District","=""0640011""","Culinary Arts Academy","Male",*,*
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","Female",30.6,*
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","Male",36.7,81.8
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","Female",54.4,73.0
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","Male",36.0,*
"Hartford School District","=""0640011""","HPHS Law and Government Academy","Female",66.0,80.0
"Hartford School District","=""0640011""","HPHS Law and Government Academy","Male",54.3,*
"Hartford School District","=""0640011""","High School, Inc.","Female",*,*
"Hartford School District","=""0640011""","High School, Inc.","Male",*,*
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","Female",51.4,*
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","Male",41.0,*
"Hartford School District","=""0640011""","OPPortunity High School","Female",*,*
"Hartford School District","=""0640011""","OPPortunity High School","Male",*,*
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","Female",72.4,85.7
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","Male",54.9,89.3
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","Female",70.8,91.2
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","Male",76.5,79.5
"Hartford School District","=""0640011""","University High School of Science and Engineering","Female",90.9,80.0
"Hartford School District","=""0640011""","University High School of Science and Engineering","Male",77.3,88.2
"Killingly School District","=""0690011""","Killingly High School","Female",65.1,81.5
"Killingly School District","=""0690011""","Killingly High School","Male",65.3,78.7
"Lebanon School District","=""0710011""","Lyman Memorial High School","Female",79.0,85.7
"Lebanon School District","=""0710011""","Lyman Memorial High School","Male",67.3,86.5
"Ledyard School District","=""0720011""","Ledyard High School","Female",71.3,88.3
"Ledyard School District","=""0720011""","Ledyard High School","Male",75.3,76.6
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","Female",*,*
"Litchfield School District","=""0740011""","Litchfield High School","Female",80.0,92.5
"Litchfield School District","=""0740011""","Litchfield High School","Male",82.7,93.0
"Madison School District","=""0760011""","Daniel Hand High School","Female",89.4,96.7
"Madison School District","=""0760011""","Daniel Hand High School","Male",87.8,96.4
"Manchester School District","=""0770011""","Manchester High School","Female",76.4,84.3
"Manchester School District","=""0770011""","Manchester High School","Male",61.3,81.1
"Manchester School District","=""0770011""","Manchester Regional Academy","Female",*,*
"Manchester School District","=""0770011""","Manchester Regional Academy","Male",*,*
"Manchester School District","=""0770011""","Manchester Transition Center","Female",*,*
"Manchester School District","=""0770011""","Manchester Transition Center","Male",*,*
"Meriden School District","=""0800011""","Francis T. Maloney High School","Female",59.5,84.6
"Meriden School District","=""0800011""","Francis T. Maloney High School","Male",52.5,81.3
"Meriden School District","=""0800011""","Orville H. Platt High School","Female",60.0,86.7
"Meriden School District","=""0800011""","Orville H. Platt High School","Male",45.2,81.0
"Middletown School District","=""0830011""","Middletown High School","Female",74.2,88.7
"Middletown School District","=""0830011""","Middletown High School","Male",62.8,85.2
"Middletown School District","=""0830011""","Transition to Life Center","Female",*,*
"Middletown School District","=""0830011""","Transition to Life Center","Male",*,*
"Milford School District","=""0840011""","Jonathan Law High School","Female",77.7,94.3
"Milford School District","=""0840011""","Jonathan Law High School","Male",64.7,86.7
"Milford School District","=""0840011""","Joseph A. Foran High School","Female",81.0,92.9
"Milford School District","=""0840011""","Joseph A. Foran High School","Male",71.1,86.4
"Monroe School District","=""0850011""","Masuk High School","Female",90.3,97.1
"Monroe School District","=""0850011""","Masuk High School","Male",81.0,95.3
"Montville School District","=""0860011""","Montville High School","Female",70.7,87.7
"Montville School District","=""0860011""","Montville High School","Male",62.4,84.1
"Montville School District","=""0860011""","Palmer Academy","Female",*,*
"Montville School District","=""0860011""","Palmer Academy","Male",*,*
"Naugatuck School District","=""0880011""","Naugatuck High School","Female",71.7,94.1
"Naugatuck School District","=""0880011""","Naugatuck High School","Male",57.2,79.3
"New Britain School District","=""0890011""","CLIMB","Female",*,*
"New Britain School District","=""0890011""","CLIMB","Male",*,*
"New Britain School District","=""0890011""","New Britain High School","Female",61.9,80.0
"New Britain School District","=""0890011""","New Britain High School","Male",52.5,78.1
"New Canaan School District","=""0900011""","New Canaan High School","Female",89.7,97.5
"New Canaan School District","=""0900011""","New Canaan High School","Male",83.1,93.5
"New Fairfield School District","=""0910011""","New Fairfield High School","Female",92.3,94.2
"New Fairfield School District","=""0910011""","New Fairfield High School","Male",74.8,89.6
"New Haven School District","=""0930011""","Cooperative High School","Female",75.5,87.3
"New Haven School District","=""0930011""","Cooperative High School","Male",66.7,85.0
"New Haven School District","=""0930011""","High School In The Community","Female",60.7,*
"New Haven School District","=""0930011""","High School In The Community","Male",*,*
"New Haven School District","=""0930011""","Hill Regional Career High School","Female",88.6,85.7
"New Haven School District","=""0930011""","Hill Regional Career High School","Male",75.4,84.8
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Female",*,*
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Male",53.3,*
"New Haven School District","=""0930011""","James Hillhouse High School","Female",64.6,80.6
"New Haven School District","=""0930011""","James Hillhouse High School","Male",51.6,71.9
"New Haven School District","=""0930011""","Metropolitan Business Academy","Female",73.1,*
"New Haven School District","=""0930011""","Metropolitan Business Academy","Male",*,*
"New Haven School District","=""0930011""","New Haven Academy","Female",66.7,*
"New Haven School District","=""0930011""","New Haven Academy","Male",*,*
"New Haven School District","=""0930011""","Polly T. McCabe Center","Female",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","Female",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","Male",*,*
"New Haven School District","=""0930011""","Sound School","Female",79.5,74.3
"New Haven School District","=""0930011""","Sound School","Male",72.2,73.1
"New Haven School District","=""0930011""","Wilbur Cross High School","Female",59.1,76.6
"New Haven School District","=""0930011""","Wilbur Cross High School","Male",46.8,75.4
"Newington School District","=""0940011""","Newington High School","Female",86.9,96.2
"Newington School District","=""0940011""","Newington High School","Male",71.8,90.2
"New London School District","=""0950011""","New London High School","Female",66.7,70.0
"New London School District","=""0950011""","New London High School","Male",61.5,67.9
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","Female",*,*
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","Male",*,*
"New Milford School District","=""0960011""","New Milford High School","Female",84.1,92.3
"New Milford School District","=""0960011""","New Milford High School","Male",78.8,90.3
"Newtown School District","=""0970011""","Newtown High School","Female",87.8,95.9
"Newtown School District","=""0970011""","Newtown High School","Male",79.0,91.1
"North Branford School District","=""0990011""","North Branford High School","Female",85.5,94.4
"North Branford School District","=""0990011""","North Branford High School","Male",73.5,94.0
"North Haven School District","=""1010011""","North Haven High School","Female",86.9,95.8
"North Haven School District","=""1010011""","North Haven High School","Male",72.9,93.8
"North Stonington School District","=""1020011""","Wheeler High School","Female",*,*
"North Stonington School District","=""1020011""","Wheeler High School","Male",48.3,*
"Norwalk School District","=""1030011""","Brien McMahon High School","Female",81.0,89.7
"Norwalk School District","=""1030011""","Brien McMahon High School","Male",68.2,85.9
"Norwalk School District","=""1030011""","Norwalk High School","Female",81.4,85.9
"Norwalk School District","=""1030011""","Norwalk High School","Male",69.7,90.7
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Female",*,*
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Male",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Female",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Male",*,*
"Norwich School District","=""1040011""","Thames River Academy","Female",*,*
"Norwich School District","=""1040011""","Thames River Academy","Male",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Female",92.0,92.8
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Male",71.4,100.0
"Oxford School District","=""1080011""","Oxford High School","Female",83.1,96.3
"Oxford School District","=""1080011""","Oxford High School","Male",78.1,94.7
"Plainfield School District","=""1090011""","Plainfield High School","Female",61.4,84.3
"Plainfield School District","=""1090011""","Plainfield High School","Male",44.1,64.4
"Plainville School District","=""1100011""","Plainville High School","Female",73.7,87.7
"Plainville School District","=""1100011""","Plainville High School","Male",69.8,80.6
"Plymouth School District","=""1110011""","Terryville High School","Female",72.1,86.4
"Plymouth School District","=""1110011""","Terryville High School","Male",48.5,87.5
"Portland School District","=""1130011""","Portland High School","Female",81.6,93.5
"Portland School District","=""1130011""","Portland High School","Male",74.5,91.4
"Putnam School District","=""1160011""","Helping Hands","Male",*,*
"Putnam School District","=""1160011""","Putnam High School","Female",59.1,*
"Putnam School District","=""1160011""","Putnam High School","Male",52.6,80.0
"Ridgefield School District","=""1180011""","Ridgefield High School","Female",92.3,93.8
"Ridgefield School District","=""1180011""","Ridgefield High School","Male",85.8,95.4
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Female",84.4,93.8
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Male",75.8,92.0
"Seymour School District","=""1240011""","Seymour High School","Female",82.4,95.1
"Seymour School District","=""1240011""","Seymour High School","Male",77.3,90.2
"Shelton School District","=""1260011""","Shelton High School","Female",78.5,93.2
"Shelton School District","=""1260011""","Shelton High School","Male",72.5,90.5
"Simsbury School District","=""1280011""","Simsbury High School","Female",82.4,96.7
"Simsbury School District","=""1280011""","Simsbury High School","Male",82.2,92.6
"Somers School District","=""1290011""","Somers High School","Female",84.5,100.0
"Somers School District","=""1290011""","Somers High School","Male",72.7,89.6
"Southington School District","=""1310011""","Southington High School","Female",82.4,93.6
"Southington School District","=""1310011""","Southington High School","Male",72.6,86.6
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","Female",*,*
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","Male",*,*
"South Windsor School District","=""1320011""","South Windsor High School","Female",86.7,93.8
"South Windsor School District","=""1320011""","South Windsor High School","Male",84.5,91.1
"Stafford School District","=""1340011""","Stafford High School","Female",58.1,90.7
"Stafford School District","=""1340011""","Stafford High School","Male",51.5,71.4
"Stamford School District","=""1350011""","Stamford High School","Female",76.8,89.1
"Stamford School District","=""1350011""","Stamford High School","Male",73.2,90.1
"Stamford School District","=""1350011""","The Academy of Information Technology","Female",84.3,93.2
"Stamford School District","=""1350011""","The Academy of Information Technology","Male",81.7,86.8
"Stamford School District","=""1350011""","Westhill High School","Female",77.1,93.8
"Stamford School District","=""1350011""","Westhill High School","Male",67.8,88.7
"Stonington School District","=""1370011""","Stonington High School","Female",77.4,89.2
"Stonington School District","=""1370011""","Stonington High School","Male",64.8,87.7
"Stratford School District","=""1380011""","Bunnell High School","Female",75.6,92.2
"Stratford School District","=""1380011""","Bunnell High School","Male",77.4,84.4
"Stratford School District","=""1380011""","Stratford High School","Female",75.4,89.7
"Stratford School District","=""1380011""","Stratford High School","Male",60.0,80.3
"Stratford School District","=""1380011""","Strive-Stratford","Female",*,*
"Stratford School District","=""1380011""","Strive-Stratford","Male",*,*
"Suffield School District","=""1390011""","Suffield High School","Female",84.3,86.7
"Suffield School District","=""1390011""","Suffield High School","Male",73.5,90.7
"Thomaston School District","=""1400011""","Thomaston High School","Female",68.9,87.1
"Thomaston School District","=""1400011""","Thomaston High School","Male",63.2,70.8
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Female",78.3,88.9
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Male",52.4,77.3
"Tolland School District","=""1420011""","Tolland High School","Female",86.9,94.6
"Tolland School District","=""1420011""","Tolland High School","Male",78.8,90.3
"Torrington School District","=""1430011""","Torrington High School","Female",62.6,89.6
"Torrington School District","=""1430011""","Torrington High School","Male",61.6,76.6
"Trumbull School District","=""1440011""","Trumbull High School","Female",89.9,94.6
"Trumbull School District","=""1440011""","Trumbull High School","Male",83.3,95.1
"Vernon School District","=""1460011""","Next Step Program (AACBP)","Female",*,*
"Vernon School District","=""1460011""","Next Step Program (AACBP)","Male",*,*
"Vernon School District","=""1460011""","Rockville High School","Female",76.9,91.1
"Vernon School District","=""1460011""","Rockville High School","Male",67.0,74.0
"Wallingford School District","=""1480011""","A.R.T.S. Academy","Male",*,*
"Wallingford School District","=""1480011""","Lyman Hall High School","Female",74.6,92.5
"Wallingford School District","=""1480011""","Lyman Hall High School","Male",75.6,85.4
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Female",88.3,89.6
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Male",71.3,89.0
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","Female",*,*
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","Male",*,*
"Waterbury School District","=""1510011""","Crosby High School","Female",59.0,77.4
"Waterbury School District","=""1510011""","Crosby High School","Male",47.1,86.0
"Waterbury School District","=""1510011""","Enlightenment School","Female",*,*
"Waterbury School District","=""1510011""","Enlightenment School","Male",*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","Female",59.0,84.8
"Waterbury School District","=""1510011""","John F. Kennedy High School","Male",58.5,72.5
"Waterbury School District","=""1510011""","State Street School","Female",*,*
"Waterbury School District","=""1510011""","State Street School","Male",*,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Female",89.9,85.5
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Male",82.4,85.7
"Waterbury School District","=""1510011""","Wilby High School","Female",45.7,75.9
"Waterbury School District","=""1510011""","Wilby High School","Male",42.0,60.0
"Waterford School District","=""1520011""","Waterford High School","Female",78.2,93.0
"Waterford School District","=""1520011""","Waterford High School","Male",70.5,79.7
"Watertown School District","=""1530011""","Watertown High School","Female",76.5,94.3
"Watertown School District","=""1530011""","Watertown High School","Male",71.2,83.8
"Westbrook School District","=""1540011""","Westbrook High School","Female",87.2,94.1
"Westbrook School District","=""1540011""","Westbrook High School","Male",69.4,88.0
"West Hartford School District","=""1550011""","Achieve","Female",*,*
"West Hartford School District","=""1550011""","Achieve","Male",*,*
"West Hartford School District","=""1550011""","Conard High School","Female",83.5,93.0
"West Hartford School District","=""1550011""","Conard High School","Male",78.9,88.2
"West Hartford School District","=""1550011""","Hall High School","Female",83.0,94.0
"West Hartford School District","=""1550011""","Hall High School","Male",77.0,90.8
"West Hartford School District","=""1550011""","Strive-West Hartford","Female",*,*
"West Hartford School District","=""1550011""","Strive-West Hartford","Male",*,*
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","Female",*,*
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","Male",*,*
"West Haven School District","=""1560011""","West Haven High School","Female",72.2,89.5
"West Haven School District","=""1560011""","West Haven High School","Male",56.8,72.2
"Weston School District","=""1570011""","Weston High School","Female",87.6,91.3
"Weston School District","=""1570011""","Weston High School","Male",84.3,95.7
"Westport School District","=""1580011""","Staples High School","Female",83.9,97.9
"Westport School District","=""1580011""","Staples High School","Male",87.4,94.6
"Wethersfield School District","=""1590011""","Wethersfield High School","Female",89.8,95.1
"Wethersfield School District","=""1590011""","Wethersfield High School","Male",82.0,90.8
"Wilton School District","=""1610011""","Wilton High School","Female",89.6,98.6
"Wilton School District","=""1610011""","Wilton High School","Male",89.2,95.7
"Windham School District","=""1630011""","Windham High School","Female",61.2,85.4
"Windham School District","=""1630011""","Windham High School","Male",50.0,66.7
"Windsor School District","=""1640011""","Windsor High School","Female",74.8,86.4
"Windsor School District","=""1640011""","Windsor High School","Male",64.6,80.6
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Female",67.2,88.9
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Male",64.7,81.8
"Wolcott School District","=""1660011""","Wolcott High School","Female",86.4,88.4
"Wolcott School District","=""1660011""","Wolcott High School","Male",75.2,86.8
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Female",71.7,90.7
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Male",54.8,85.0
"Regional School District 04","=""2040012""","Valley Regional High School","Female",78.5,88.7
"Regional School District 04","=""2040012""","Valley Regional High School","Male",69.0,93.9
"Regional School District 05","=""2050012""","Amity Regional High School","Female",86.2,97.2
"Regional School District 05","=""2050012""","Amity Regional High School","Male",80.2,89.4
"Regional School District 06","=""2060012""","Wamogo Regional High School","Female",79.2,88.1
"Regional School District 06","=""2060012""","Wamogo Regional High School","Male",71.0,90.9
"Regional School District 07","=""2070012""","AIM","Male",*,*
"Regional School District 07","=""2070012""","Intensive Learning Program","Male",*,*
"Regional School District 07","=""2070012""","Northwestern Regional High School","Female",84.3,87.2
"Regional School District 07","=""2070012""","Northwestern Regional High School","Male",58.1,86.0
"Regional School District 07","=""2070012""","STEP","Female",*,*
"Regional School District 07","=""2070012""","STEP","Male",*,*
"Regional School District 08","=""2080012""","RHAM High School","Female",88.3,95.0
"Regional School District 08","=""2080012""","RHAM High School","Male",84.5,92.5
"Regional School District 09","=""2090012""","Joel Barlow High School","Female",86.2,96.2
"Regional School District 09","=""2090012""","Joel Barlow High School","Male",79.3,93.2
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Female",85.2,92.4
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Male",76.5,80.7
"Regional School District 11","=""2110012""","Parish Hill High School","Female",*,*
"Regional School District 11","=""2110012""","Parish Hill High School","Male",42.3,*
"Regional School District 12","=""2120012""","Shepaug Valley High School","Female",83.3,92.0
"Regional School District 12","=""2120012""","Shepaug Valley High School","Male",61.8,85.7
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Female",81.7,96.6
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Male",73.5,82.0
"Regional School District 14","=""2140012""","Nonnewaug High School","Female",83.0,94.3
"Regional School District 14","=""2140012""","Nonnewaug High School","Male",56.5,91.7
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Female",89.6,93.8
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Male",76.3,95.8
"Regional School District 16","=""2160012""","Woodland Regional High School","Female",72.0,91.0
"Regional School District 16","=""2160012""","Woodland Regional High School","Male",71.7,89.4
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Female",85.1,94.6
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Male",75.3,90.0
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Female",85.4,91.4
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Male",73.3,93.2
"Regional School District 19","=""2190012""","E. O. Smith High School","Female",78.6,92.1
"Regional School District 19","=""2190012""","E. O. Smith High School","Male",68.2,87.5
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","Female",*,*
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","Male",*,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Female",*,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Male",*,*
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","Female",77.8,80.0
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","Male",65.0,*
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","Female",73.1,76.3
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","Male",73.0,70.4
"Capitol Region Education Council","=""2410014""","Integrated Program Models","Female",*,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Female",*,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Male",*,*
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","Male",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Female",87.9,82.8
