"College Entrance and Persistence, 2012-13"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Free/Reduced Price Meal Eligibility","Entrance(%)","Persistence(%)"
"Enfield School District","=""0490011""","Enrico Fermi High School","Eligible for Free or Reduced-Price Meals",57.8,81.1
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","Eligible for Free or Reduced-Price Meals",67.4,82.8
"Fairfield School District","=""0510011""","Fairfield Warde High School","Eligible for Free or Reduced-Price Meals",70.3,84.6
"Farmington School District","=""0520011""","Farmington High School","Eligible for Free or Reduced-Price Meals",82.9,82.8
"Glastonbury School District","=""0540011""","Glastonbury High School","Eligible for Free or Reduced-Price Meals",81.4,85.7
"Granby School District","=""0560011""","Granby Memorial High School","Eligible for Free or Reduced-Price Meals",80.0,*
"Greenwich School District","=""0570011""","Greenwich High School","Eligible for Free or Reduced-Price Meals",70.4,88.4
"Griswold School District","=""0580011""","Griswold High School","Eligible for Free or Reduced-Price Meals",56.9,63.6
"Groton School District","=""0590011""","Robert E. Fitch High School","Eligible for Free or Reduced-Price Meals",58.2,75.4
"Guilford School District","=""0600011""","Guilford High School","Eligible for Free or Reduced-Price Meals",64.3,*
"Hamden School District","=""0620011""","Hamden High School","Eligible for Free or Reduced-Price Meals",60.5,77.1
"Hartford School District","=""0640011""","Bulkeley High School","Eligible for Free or Reduced-Price Meals",44.7,72.2
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","Eligible for Free or Reduced-Price Meals",95.7,81.8
"Hartford School District","=""0640011""","Classical Magnet School","Eligible for Free or Reduced-Price Meals",89.3,96.0
"Hartford School District","=""0640011""","Culinary Arts Academy","Eligible for Free or Reduced-Price Meals",41.3,*
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","Eligible for Free or Reduced-Price Meals",69.8,96.7
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","Eligible for Free or Reduced-Price Meals",34.4,74.2
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","Eligible for Free or Reduced-Price Meals",53.8,77.2
"Hartford School District","=""0640011""","HPHS Law and Government Academy","Eligible for Free or Reduced-Price Meals",49.1,74.1
"Hartford School District","=""0640011""","High School, Inc.","Eligible for Free or Reduced-Price Meals",72.7,66.1
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","Eligible for Free or Reduced-Price Meals",53.8,78.6
"Hartford School District","=""0640011""","OPPortunity High School","Eligible for Free or Reduced-Price Meals",32.0,*
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","Eligible for Free or Reduced-Price Meals",67.9,81.6
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","Eligible for Free or Reduced-Price Meals",83.0,74.0
"Hartford School District","=""0640011""","University High School of Science and Engineering","Eligible for Free or Reduced-Price Meals",83.1,90.7
"Killingly School District","=""0690011""","Killingly High School","Eligible for Free or Reduced-Price Meals",45.6,70.7
"Lebanon School District","=""0710011""","Lyman Memorial High School","Eligible for Free or Reduced-Price Meals",60.0,*
"Ledyard School District","=""0720011""","Ledyard High School","Eligible for Free or Reduced-Price Meals",66.7,86.1
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","Eligible for Free or Reduced-Price Meals",*,*
"Litchfield School District","=""0740011""","Litchfield High School","Eligible for Free or Reduced-Price Meals",*,*
"Madison School District","=""0760011""","Daniel Hand High School","Eligible for Free or Reduced-Price Meals",*,*
"Manchester School District","=""0770011""","Manchester High School","Eligible for Free or Reduced-Price Meals",60.4,73.8
"Manchester School District","=""0770011""","Manchester Regional Academy","Eligible for Free or Reduced-Price Meals",*,*
"Manchester School District","=""0770011""","Manchester Transition Center","Eligible for Free or Reduced-Price Meals",*,*
"Meriden School District","=""0800011""","Francis T. Maloney High School","Eligible for Free or Reduced-Price Meals",53.0,76.4
"Meriden School District","=""0800011""","Orville H. Platt High School","Eligible for Free or Reduced-Price Meals",49.7,71.6
"Middletown School District","=""0830011""","Middletown High School","Eligible for Free or Reduced-Price Meals",52.8,75.3
"Middletown School District","=""0830011""","Transition to Life Center","Eligible for Free or Reduced-Price Meals",*,*
"Milford School District","=""0840011""","Jonathan Law High School","Eligible for Free or Reduced-Price Meals",47.7,82.9
"Milford School District","=""0840011""","Joseph A. Foran High School","Eligible for Free or Reduced-Price Meals",65.6,76.2
"Monroe School District","=""0850011""","Masuk High School","Eligible for Free or Reduced-Price Meals",75.0,75.0
"Montville School District","=""0860011""","Montville High School","Eligible for Free or Reduced-Price Meals",53.6,83.3
"Montville School District","=""0860011""","Palmer Academy","Eligible for Free or Reduced-Price Meals",*,*
"Naugatuck School District","=""0880011""","Naugatuck High School","Eligible for Free or Reduced-Price Meals",63.0,75.9
"New Britain School District","=""0890011""","Alternative Center School","Eligible for Free or Reduced-Price Meals",*,*
"New Britain School District","=""0890011""","CLIMB","Eligible for Free or Reduced-Price Meals",*,*
"New Britain School District","=""0890011""","New Britain High School","Eligible for Free or Reduced-Price Meals",53.0,72.1
"New Britain School District","=""0890011""","New Britain Transition Center","Eligible for Free or Reduced-Price Meals",*,*
"New Canaan School District","=""0900011""","New Canaan High School","Eligible for Free or Reduced-Price Meals",*,*
"New Fairfield School District","=""0910011""","New Fairfield High School","Eligible for Free or Reduced-Price Meals",61.1,95.5
"New Haven School District","=""0930011""","Cooperative High School","Eligible for Free or Reduced-Price Meals",75.0,81.9
"New Haven School District","=""0930011""","High School In The Community","Eligible for Free or Reduced-Price Meals",48.8,90.0
"New Haven School District","=""0930011""","Hill Regional Career High School","Eligible for Free or Reduced-Price Meals",78.5,81.4
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Eligible for Free or Reduced-Price Meals",61.3,*
"New Haven School District","=""0930011""","James Hillhouse High School","Eligible for Free or Reduced-Price Meals",53.9,75.3
"New Haven School District","=""0930011""","Metropolitan Business Academy","Eligible for Free or Reduced-Price Meals",59.5,77.3
"New Haven School District","=""0930011""","New Haven Academy","Eligible for Free or Reduced-Price Meals",72.0,75.0
"New Haven School District","=""0930011""","Polly T. McCabe Center","Eligible for Free or Reduced-Price Meals",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","Eligible for Free or Reduced-Price Meals",44.0,*
"New Haven School District","=""0930011""","Sound School","Eligible for Free or Reduced-Price Meals",72.0,72.2
"New Haven School District","=""0930011""","Wilbur Cross High School","Eligible for Free or Reduced-Price Meals",53.2,74.1
"Newington School District","=""0940011""","Newington High School","Eligible for Free or Reduced-Price Meals",59.4,78.3
"New London School District","=""0950011""","New London Clinical Day Program","Eligible for Free or Reduced-Price Meals",*,*
"New London School District","=""0950011""","New London High School","Eligible for Free or Reduced-Price Meals",56.4,75.2
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","Eligible for Free or Reduced-Price Meals",*,*
"New Milford School District","=""0960011""","New Milford High School","Eligible for Free or Reduced-Price Meals",57.6,88.2
"Newtown School District","=""0970011""","Newtown High School","Eligible for Free or Reduced-Price Meals",79.5,80.6
"North Branford School District","=""0990011""","North Branford High School","Eligible for Free or Reduced-Price Meals",64.7,81.8
"North Haven School District","=""1010011""","North Haven High School","Eligible for Free or Reduced-Price Meals",67.2,79.1
"North Stonington School District","=""1020011""","Wheeler High School","Eligible for Free or Reduced-Price Meals",*,*
"Norwalk School District","=""1030011""","Brien McMahon High School","Eligible for Free or Reduced-Price Meals",71.7,91.5
"Norwalk School District","=""1030011""","Norwalk High School","Eligible for Free or Reduced-Price Meals",69.8,84.1
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Eligible for Free or Reduced-Price Meals",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Eligible for Free or Reduced-Price Meals",*,*
"Norwich School District","=""1040011""","Virtual Learning Academy","Eligible for Free or Reduced-Price Meals",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Eligible for Free or Reduced-Price Meals",81.5,90.9
"Oxford School District","=""1080011""","Oxford High School","Eligible for Free or Reduced-Price Meals",*,*
"Plainfield School District","=""1090011""","Plainfield High School","Eligible for Free or Reduced-Price Meals",34.2,81.5
"Plainville School District","=""1100011""","Plainville High School","Eligible for Free or Reduced-Price Meals",60.6,77.5
"Plymouth School District","=""1110011""","Terryville High School","Eligible for Free or Reduced-Price Meals",41.5,*
"Portland School District","=""1130011""","Portland High School","Eligible for Free or Reduced-Price Meals",*,*
"Putnam School District","=""1160011""","Helping Hands","Eligible for Free or Reduced-Price Meals",*,*
"Putnam School District","=""1160011""","Putnam High School","Eligible for Free or Reduced-Price Meals",43.2,*
"Ridgefield School District","=""1180011""","Ridgefield High School","Eligible for Free or Reduced-Price Meals",*,*
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Eligible for Free or Reduced-Price Meals",81.0,*
"Seymour School District","=""1240011""","Seymour High School","Eligible for Free or Reduced-Price Meals",62.5,86.7
"Shelton School District","=""1260011""","Shelton High School","Eligible for Free or Reduced-Price Meals",69.0,87.0
"Simsbury School District","=""1280011""","Simsbury High School","Eligible for Free or Reduced-Price Meals",74.3,84.6
"Somers School District","=""1290011""","Somers High School","Eligible for Free or Reduced-Price Meals",*,*
"Southington School District","=""1310011""","Southington High School","Eligible for Free or Reduced-Price Meals",47.1,69.7
"South Windsor School District","=""1320011""","South Windsor High School","Eligible for Free or Reduced-Price Meals",67.5,92.6
"Stafford School District","=""1340011""","Stafford High School","Eligible for Free or Reduced-Price Meals",44.7,*
"Stamford School District","=""1350011""","Stamford High School","Eligible for Free or Reduced-Price Meals",64.7,80.8
"Stamford School District","=""1350011""","The Academy of Information Technology","Eligible for Free or Reduced-Price Meals",79.6,94.9
"Stamford School District","=""1350011""","Westhill High School","Eligible for Free or Reduced-Price Meals",63.5,82.1
"Stonington School District","=""1370011""","Stonington High School","Eligible for Free or Reduced-Price Meals",72.4,76.2
"Stratford School District","=""1380011""","Bunnell High School","Eligible for Free or Reduced-Price Meals",70.2,88.5
"Stratford School District","=""1380011""","Secondary STEPS Program","Eligible for Free or Reduced-Price Meals",*,*
"Stratford School District","=""1380011""","Stratford High School","Eligible for Free or Reduced-Price Meals",56.6,85.7
"Stratford School District","=""1380011""","Strive-Stratford","Eligible for Free or Reduced-Price Meals",*,*
"Suffield School District","=""1390011""","Suffield High School","Eligible for Free or Reduced-Price Meals",68.6,87.5
"Thomaston School District","=""1400011""","Thomaston High School","Eligible for Free or Reduced-Price Meals",42.3,*
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Eligible for Free or Reduced-Price Meals",38.5,*
"Tolland School District","=""1420011""","Tolland High School","Eligible for Free or Reduced-Price Meals",37.0,*
"Torrington School District","=""1430011""","Torrington High School","Eligible for Free or Reduced-Price Meals",50.0,86.9
"Trumbull School District","=""1440011""","Trumbull High School","Eligible for Free or Reduced-Price Meals",73.7,87.1
"Vernon School District","=""1460011""","Next Step Program (AACBP)","Eligible for Free or Reduced-Price Meals",*,*
"Vernon School District","=""1460011""","Rockville High School","Eligible for Free or Reduced-Price Meals",47.6,82.1
"Wallingford School District","=""1480011""","A.R.T.S. Academy","Eligible for Free or Reduced-Price Meals",*,*
"Wallingford School District","=""1480011""","Lyman Hall High School","Eligible for Free or Reduced-Price Meals",61.3,73.7
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Eligible for Free or Reduced-Price Meals",56.7,*
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","Eligible for Free or Reduced-Price Meals",*,*
"Waterbury School District","=""1510011""","Crosby High School","Eligible for Free or Reduced-Price Meals",52.0,76.7
"Waterbury School District","=""1510011""","Enlightenment School","Eligible for Free or Reduced-Price Meals",*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","Eligible for Free or Reduced-Price Meals",58.5,74.6
"Waterbury School District","=""1510011""","State Street School","Eligible for Free or Reduced-Price Meals",*,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Eligible for Free or Reduced-Price Meals",67.2,87.8
"Waterbury School District","=""1510011""","Wilby High School","Eligible for Free or Reduced-Price Meals",45.4,70.6
"Waterford School District","=""1520011""","Waterford High School","Eligible for Free or Reduced-Price Meals",65.3,71.9
"Watertown School District","=""1530011""","Watertown High School","Eligible for Free or Reduced-Price Meals",56.3,88.9
"Westbrook School District","=""1540011""","Westbrook High School","Eligible for Free or Reduced-Price Meals",*,*
"West Hartford School District","=""1550011""","Achieve","Eligible for Free or Reduced-Price Meals",*,*
"West Hartford School District","=""1550011""","Conard High School","Eligible for Free or Reduced-Price Meals",73.2,90.0
"West Hartford School District","=""1550011""","Hall High School","Eligible for Free or Reduced-Price Meals",77.0,91.0
"West Hartford School District","=""1550011""","Strive-West Hartford","Eligible for Free or Reduced-Price Meals",*,*
"West Haven School District","=""1560011""","West Haven High School","Eligible for Free or Reduced-Price Meals",57.6,79.7
"Weston School District","=""1570011""","Weston High School","Eligible for Free or Reduced-Price Meals",*,*
"Westport School District","=""1580011""","Staples High School","Eligible for Free or Reduced-Price Meals",*,*
"Wethersfield School District","=""1590011""","Wethersfield High School","Eligible for Free or Reduced-Price Meals",74.5,84.2
"Wilton School District","=""1610011""","Wilton High School","Eligible for Free or Reduced-Price Meals",*,*
"Winchester School District","=""1620011""","WISE Academy","Eligible for Free or Reduced-Price Meals",*,*
"Windham School District","=""1630011""","Windham High School","Eligible for Free or Reduced-Price Meals",50.8,65.1
"Windsor School District","=""1640011""","Windsor High School","Eligible for Free or Reduced-Price Meals",69.5,87.9
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Eligible for Free or Reduced-Price Meals",52.8,92.9
"Wolcott School District","=""1660011""","Wolcott High School","Eligible for Free or Reduced-Price Meals",71.1,84.4
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Eligible for Free or Reduced-Price Meals",34.4,*
"Regional School District 04","=""2040012""","Valley Regional High School","Eligible for Free or Reduced-Price Meals",46.2,*
"Regional School District 05","=""2050012""","Amity Regional High School","Eligible for Free or Reduced-Price Meals",72.0,*
"Regional School District 06","=""2060012""","Wamogo Regional High School","Eligible for Free or Reduced-Price Meals",*,*
"Regional School District 07","=""2070012""","AIM","Eligible for Free or Reduced-Price Meals",*,*
"Regional School District 07","=""2070012""","Northwestern Regional High School","Eligible for Free or Reduced-Price Meals",*,*
"Regional School District 07","=""2070012""","STEP","Eligible for Free or Reduced-Price Meals",*,*
"Regional School District 08","=""2080012""","RHAM High School","Eligible for Free or Reduced-Price Meals",64.3,*
"Regional School District 08","=""2080012""","Region Alternative High School","Eligible for Free or Reduced-Price Meals",*,*
"Regional School District 09","=""2090012""","Joel Barlow High School","Eligible for Free or Reduced-Price Meals",*,*
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Eligible for Free or Reduced-Price Meals",52.4,*
"Regional School District 11","=""2110012""","Parish Hill High School","Eligible for Free or Reduced-Price Meals",*,*
"Regional School District 12","=""2120012""","Shepaug Valley High School","Eligible for Free or Reduced-Price Meals",*,*
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Eligible for Free or Reduced-Price Meals",*,*
"Regional School District 14","=""2140012""","Nonnewaug High School","Eligible for Free or Reduced-Price Meals",62.1,*
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Eligible for Free or Reduced-Price Meals",44.0,*
"Regional School District 16","=""2160012""","Woodland Regional High School","Eligible for Free or Reduced-Price Meals",60.5,82.6
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Eligible for Free or Reduced-Price Meals",*,*
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Eligible for Free or Reduced-Price Meals",*,*
"Regional School District 19","=""2190012""","E. O. Smith High School","Eligible for Free or Reduced-Price Meals",70.7,88.7
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","Eligible for Free or Reduced-Price Meals",75.0,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Eligible for Free or Reduced-Price Meals",*,*
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","Eligible for Free or Reduced-Price Meals",62.5,80.0
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Eligible for Free or Reduced-Price Meals",*,*
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","Eligible for Free or Reduced-Price Meals",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Eligible for Free or Reduced-Price Meals",82.6,86.8
"Capitol Region Education Council","=""2410014""","Public Safety Academy","Eligible for Free or Reduced-Price Meals",*,*
"Capitol Region Education Council","=""2410014""","River Street School","Eligible for Free or Reduced-Price Meals",*,*
"Education Connection","=""2420014""","GFLC/ACCESS School","Eligible for Free or Reduced-Price Meals",*,*
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","Eligible for Free or Reduced-Price Meals",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Eligible for Free or Reduced-Price Meals",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Eligible for Free or Reduced-Price Meals",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Eligible for Free or Reduced-Price Meals",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Eligible for Free or Reduced-Price Meals",*,*
"Learn","=""2450014""","Three Rivers Middle College Magnet School","Eligible for Free or Reduced-Price Meals",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","Eligible for Free or Reduced-Price Meals",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","Eligible for Free or Reduced-Price Meals",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Eligible for Free or Reduced-Price Meals",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Eligible for Free or Reduced-Price Meals",58.1,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Eligible for Free or Reduced-Price Meals",75.8,60.0
"Explorations District","=""2720013""","Explorations","Eligible for Free or Reduced-Price Meals",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Eligible for Free or Reduced-Price Meals",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Eligible for Free or Reduced-Price Meals",*,*
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","Eligible for Free or Reduced-Price Meals",*,*
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","Eligible for Free or Reduced-Price Meals",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","Eligible for Free or Reduced-Price Meals",*,*
"Unified School District #1","=""3360015""","Robinson Correctional Institution","Eligible for Free or Reduced-Price Meals",*,*
"Unified School District #2","=""3470015""","Riverview School","Eligible for Free or Reduced-Price Meals",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","Eligible for Free or Reduced-Price Meals",*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Eligible for Free or Reduced-Price Meals",53.0,75.9
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Eligible for Free or Reduced-Price Meals",61.9,73.2
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Eligible for Free or Reduced-Price Meals",50.5,66.7
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Eligible for Free or Reduced-Price Meals",33.3,48.5
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Eligible for Free or Reduced-Price Meals",43.8,81.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Eligible for Free or Reduced-Price Meals",44.1,88.5
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Eligible for Free or Reduced-Price Meals",50.0,79.5
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Eligible for Free or Reduced-Price Meals",39.0,47.8
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Eligible for Free or Reduced-Price Meals",48.5,75.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Eligible for Free or Reduced-Price Meals",58.2,78.3
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Eligible for Free or Reduced-Price Meals",37.7,69.0
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Eligible for Free or Reduced-Price Meals",38.9,61.9
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Eligible for Free or Reduced-Price Meals",51.7,88.3
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Eligible for Free or Reduced-Price Meals",36.7,*
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Eligible for Free or Reduced-Price Meals",49.5,92.5
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Eligible for Free or Reduced-Price Meals",57.6,76.5
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Eligible for Free or Reduced-Price Meals",63.5,80.0
"The Gilbert School District","=""9020022""","The Gilbert School","Eligible for Free or Reduced-Price Meals",66.7,75.0
"Woodstock Academy District","=""9030022""","Woodstock Academy","Eligible for Free or Reduced-Price Meals",39.4,*

