"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Area Cooperative Educational Services","=""2440014""",03,"ELA","Y",56,54,96.4,54,30,55.6,15,27.8,"*","*","*","*",9,16.7,2358
"Area Cooperative Educational Services","=""2440014""",03,"ELA","N",33,33,100.0,33,6,18.2,9,27.3,"*","*","*","*",18,54.5,2448
"Area Cooperative Educational Services","=""2440014""",03,"Math","Y",56,52,92.9,52,35,67.3,9,17.3,8,15.4,0,0.0,8,15.4,2343
"Area Cooperative Educational Services","=""2440014""",03,"Math","N",33,33,100.0,33,9,27.3,12,36.4,"*","*","*","*",12,36.4,2422
"Area Cooperative Educational Services","=""2440014""",04,"ELA","Y",77,75,97.4,75,45,60.0,18,24.0,"*","*","*","*",12,16.0,2385
"Area Cooperative Educational Services","=""2440014""",04,"ELA","N",26,26,100.0,26,8,30.8,6,23.1,"*","*","*","*",12,46.2,2464
"Area Cooperative Educational Services","=""2440014""",04,"Math","Y",77,74,96.1,74,49,66.2,21,28.4,"*","*","*","*","*","*",2374
"Area Cooperative Educational Services","=""2440014""",04,"Math","N",26,26,100.0,26,8,30.8,8,30.8,"*","*","*","*","*","*",2460
"Area Cooperative Educational Services","=""2440014""",05,"ELA","Y",68,67,98.5,67,42,62.7,"*","*",13,19.4,"*","*","*","*",2416
"Area Cooperative Educational Services","=""2440014""",05,"ELA","N",29,29,100.0,29,"*","*",7,24.1,11,37.9,"*","*","*","*",2509
"Area Cooperative Educational Services","=""2440014""",05,"Math","Y",68,66,97.1,66,56,84.8,10,15.2,0,0.0,0,0.0,0,0.0,2391
"Area Cooperative Educational Services","=""2440014""",05,"Math","N",29,29,100.0,29,15,51.7,11,37.9,"*","*","*","*","*","*",2456
"Area Cooperative Educational Services","=""2440014""",06,"ELA","Y",231,231,100.0,231,109,47.2,61,26.4,49,21.2,12,5.2,61,26.4,2471
"Area Cooperative Educational Services","=""2440014""",06,"ELA","N",119,119,100.0,119,18,15.1,30,25.2,44,37.0,27,22.7,71,59.7,2547
"Area Cooperative Educational Services","=""2440014""",06,"Math","Y",231,231,100.0,231,139,60.2,65,28.1,20,8.7,7,3.0,27,11.7,2442
"Area Cooperative Educational Services","=""2440014""",06,"Math","N",119,119,100.0,119,28,23.5,55,46.2,24,20.2,12,10.1,36,30.3,2525
"Area Cooperative Educational Services","=""2440014""",07,"ELA","Y",230,226,98.3,226,96,42.5,60,26.5,58,25.7,12,5.3,70,31.0,2501
"Area Cooperative Educational Services","=""2440014""",07,"ELA","N",101,101,100.0,101,16,15.8,26,25.7,35,34.7,24,23.8,59,58.4,2576
"Area Cooperative Educational Services","=""2440014""",07,"Math","Y",230,222,96.5,222,111,50.0,65,29.3,39,17.6,7,3.2,46,20.7,2479
"Area Cooperative Educational Services","=""2440014""",07,"Math","N",101,101,100.0,101,15,14.9,34,33.7,28,27.7,24,23.8,52,51.5,2572
"Area Cooperative Educational Services","=""2440014""",08,"ELA","Y",207,204,98.6,203,91,44.8,46,22.7,51,25.1,15,7.4,66,32.5,2515
"Area Cooperative Educational Services","=""2440014""",08,"ELA","N",110,110,100.0,110,12,10.9,31,28.2,46,41.8,21,19.1,67,60.9,2587
"Area Cooperative Educational Services","=""2440014""",08,"Math","Y",207,205,99.0,205,140,68.3,46,22.4,"*","*","*","*",19,9.3,2463
"Area Cooperative Educational Services","=""2440014""",08,"Math","N",110,110,100.0,110,33,30.0,"*","*",34,30.9,"*","*","*","*",2563
"Ashford School District","=""0030011""",03,"ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"ELA","N",25,25,100.0,25,0,0.0,"*","*","*","*","*","*","*","*",2531
"Ashford School District","=""0030011""",04,"Math","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"Math","N",25,25,100.0,25,0,0.0,"*","*","*","*","*","*","*","*",2526
"Ashford School District","=""0030011""",05,"ELA","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"ELA","N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2568
"Ashford School District","=""0030011""",05,"Math","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"Math","N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2504
"Ashford School District","=""0030011""",06,"ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"ELA","N",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2550
"Ashford School District","=""0030011""",06,"Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"Math","N",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2512
"Ashford School District","=""0030011""",07,"ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"ELA","N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*",2603
"Ashford School District","=""0030011""",07,"Math","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"Math","N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*",2585
"Ashford School District","=""0030011""",08,"ELA","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"ELA","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"Math","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"Math","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"ELA","Y",35,35,100.0,35,"*","*",15,42.9,"*","*",7,20.0,"*","*",2406
"Avon School District","=""0040011""",03,"ELA","N",201,201,100.0,201,"*","*",24,11.9,"*","*",126,62.7,"*","*",2509
"Avon School District","=""0040011""",03,"Math","Y",35,35,100.0,35,"*","*",10,28.6,8,22.9,"*","*","*","*",2416
"Avon School District","=""0040011""",03,"Math","N",201,201,100.0,201,"*","*",30,14.9,61,30.3,"*","*","*","*",2502
"Avon School District","=""0040011""",04,"ELA","Y",26,26,100.0,26,8,30.8,8,30.8,"*","*","*","*",10,38.5,2450
"Avon School District","=""0040011""",04,"ELA","N",193,192,99.5,192,6,3.1,16,8.3,"*","*","*","*",170,88.5,2555
"Avon School District","=""0040011""",04,"Math","Y",26,25,96.2,25,"*","*",8,32.0,9,36.0,"*","*","*","*",2451
"Avon School District","=""0040011""",04,"Math","N",194,193,99.5,193,"*","*",32,16.6,74,38.3,"*","*","*","*",2546
"Avon School District","=""0040011""",05,"ELA","Y",39,39,100.0,39,15,38.5,11,28.2,"*","*","*","*",13,33.3,2466
"Avon School District","=""0040011""",05,"ELA","N",234,234,100.0,234,"*","*",25,10.7,73,31.2,"*","*","*","*",2585
"Avon School District","=""0040011""",05,"Math","Y",39,39,100.0,39,21,53.8,12,30.8,"*","*","*","*",6,15.4,2444
"Avon School District","=""0040011""",05,"Math","N",234,234,100.0,234,14,6.0,54,23.1,"*","*","*","*",166,70.9,2562
"Avon School District","=""0040011""",06,"ELA","Y",29,28,96.6,28,"*","*",12,42.9,6,21.4,"*","*","*","*",2511
"Avon School District","=""0040011""",06,"ELA","N",248,248,100.0,248,"*","*",21,8.5,95,38.3,"*","*","*","*",2618
"Avon School District","=""0040011""",06,"Math","Y",29,28,96.6,28,12,42.9,9,32.1,"*","*","*","*",7,25.0,2502
"Avon School District","=""0040011""",06,"Math","N",248,247,99.6,247,7,2.8,38,15.4,"*","*","*","*",202,81.8,2613
"Avon School District","=""0040011""",07,"ELA","Y",37,37,100.0,37,"*","*",23,62.2,7,18.9,"*","*","*","*",2533
"Avon School District","=""0040011""",07,"ELA","N",230,230,100.0,230,0,0.0,"*","*",93,40.4,"*","*","*","*",2651
"Avon School District","=""0040011""",07,"Math","Y",37,37,100.0,37,"*","*",13,35.1,14,37.8,"*","*","*","*",2527
"Avon School District","=""0040011""",07,"Math","N",232,231,99.6,231,"*","*",23,10.0,55,23.8,"*","*","*","*",2657
"Avon School District","=""0040011""",08,"ELA","Y",42,41,97.6,41,"*","*",12,29.3,14,34.1,"*","*","*","*",2545
"Avon School District","=""0040011""",08,"ELA","N",231,230,99.6,230,"*","*",26,11.3,98,42.6,"*","*","*","*",2650
"Avon School District","=""0040011""",08,"Math","Y",42,41,97.6,41,18,43.9,10,24.4,6,14.6,7,17.1,13,31.7,2537
"Avon School District","=""0040011""",08,"Math","N",231,230,99.6,230,7,3.0,27,11.7,53,23.0,143,62.2,196,85.2,2675
"Barkhamsted School District","=""0050011""",03,"ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"ELA","N",30,29,96.7,29,"*","*","*","*","*","*","*","*","*","*",2456
"Barkhamsted School District","=""0050011""",03,"Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"Math","N",30,29,96.7,29,"*","*","*","*","*","*","*","*","*","*",2431
"Barkhamsted School District","=""0050011""",04,"ELA","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"ELA","N",32,30,93.8,30,"*","*","*","*","*","*","*","*","*","*",2515
"Barkhamsted School District","=""0050011""",04,"Math","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"Math","N",32,30,93.8,30,"*","*","*","*","*","*","*","*","*","*",2478
"Barkhamsted School District","=""0050011""",05,"ELA","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"ELA","N",37,35,94.6,35,0,0.0,"*","*","*","*","*","*","*","*",2576
"Barkhamsted School District","=""0050011""",05,"Math","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"Math","N",37,35,94.6,35,"*","*","*","*","*","*","*","*","*","*",2508
"Barkhamsted School District","=""0050011""",06,"ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",06,"ELA","N",38,37,97.4,37,0,0.0,"*","*","*","*","*","*","*","*",2598
"Barkhamsted School District","=""0050011""",06,"Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",06,"Math","N",38,37,97.4,37,"*","*","*","*","*","*","*","*","*","*",2569
"Berlin School District","=""0070011""",03,"ELA","Y",40,40,100.0,40,12,30.0,16,40.0,"*","*","*","*",12,30.0,2400
"Berlin School District","=""0070011""",03,"ELA","N",161,161,100.0,161,"*","*",32,19.9,50,31.1,"*","*","*","*",2477
"Berlin School District","=""0070011""",03,"Math","Y",40,39,97.5,39,14,35.9,13,33.3,"*","*","*","*",12,30.8,2407
"Berlin School District","=""0070011""",03,"Math","N",161,160,99.4,160,"*","*",25,15.6,70,43.8,"*","*","*","*",2480
"Berlin School District","=""0070011""",04,"ELA","Y",48,46,95.8,46,20,43.5,16,34.8,"*","*","*","*",10,21.7,2416
"Berlin School District","=""0070011""",04,"ELA","N",141,140,99.3,140,"*","*",25,17.9,43,30.7,"*","*","*","*",2521
"Berlin School District","=""0070011""",04,"Math","Y",48,46,95.8,45,14,31.1,16,35.6,"*","*","*","*",15,33.3,2444
"Berlin School District","=""0070011""",04,"Math","N",141,140,99.3,140,"*","*",30,21.4,55,39.3,"*","*","*","*",2521
"Berlin School District","=""0070011""",05,"ELA","Y",52,51,98.1,51,"*","*",14,27.5,17,33.3,"*","*","*","*",2490
"Berlin School District","=""0070011""",05,"ELA","N",200,200,100.0,199,"*","*","*","*",82,41.2,85,42.7,167,83.9,2568
"Berlin School District","=""0070011""",05,"Math","Y",52,51,98.1,51,20,39.2,21,41.2,"*","*","*","*",10,19.6,2463
"Berlin School District","=""0070011""",05,"Math","N",200,199,99.5,199,"*","*",67,33.7,"*","*",61,30.7,"*","*",2547
"Berlin School District","=""0070011""",06,"ELA","Y",40,40,100.0,40,18,45.0,"*","*",10,25.0,"*","*","*","*",2498
"Berlin School District","=""0070011""",06,"ELA","N",175,174,99.4,174,"*","*",37,21.3,75,43.1,"*","*","*","*",2575
"Berlin School District","=""0070011""",06,"Math","Y",40,40,100.0,40,20,50.0,12,30.0,"*","*","*","*",8,20.0,2453
"Berlin School District","=""0070011""",06,"Math","N",175,174,99.4,174,"*","*",65,37.4,50,28.7,"*","*","*","*",2552
"Berlin School District","=""0070011""",07,"ELA","Y",52,51,98.1,51,"*","*",19,37.3,15,29.4,"*","*","*","*",2515
"Berlin School District","=""0070011""",07,"ELA","N",195,195,100.0,195,"*","*",30,15.4,100,51.3,"*","*","*","*",2607
"Berlin School District","=""0070011""",07,"Math","Y",52,51,98.1,51,24,47.1,17,33.3,"*","*","*","*",10,19.6,2479
"Berlin School District","=""0070011""",07,"Math","N",195,195,100.0,195,"*","*",62,31.8,60,30.8,"*","*","*","*",2586
"Berlin School District","=""0070011""",08,"ELA","Y",54,54,100.0,54,"*","*",25,46.3,10,18.5,"*","*","*","*",2516
"Berlin School District","=""0070011""",08,"ELA","N",161,161,100.0,161,"*","*",28,17.4,89,55.3,"*","*","*","*",2628
"Berlin School District","=""0070011""",08,"Math","Y",54,54,100.0,53,35,66.0,15,28.3,"*","*","*","*","*","*",2476
"Berlin School District","=""0070011""",08,"Math","N",161,161,100.0,161,28,17.4,42,26.1,"*","*","*","*","*","*",2607
"Bethany School District","=""0080011""",03,"ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"ELA","N",46,43,93.5,43,"*","*","*","*","*","*","*","*","*","*",2463
"Bethany School District","=""0080011""",03,"Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"Math","N",46,43,93.5,43,"*","*","*","*","*","*","*","*","*","*",2483
"Bethany School District","=""0080011""",04,"ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",04,"ELA","N",39,38,97.4,38,"*","*","*","*","*","*","*","*","*","*",2527
"Bethany School District","=""0080011""",04,"Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",04,"Math","N",39,38,97.4,38,0,0.0,"*","*","*","*","*","*","*","*",2526
"Bethany School District","=""0080011""",05,"ELA","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",05,"ELA","N",50,47,94.0,47,0,0.0,"*","*","*","*","*","*","*","*",2583
"Bethany School District","=""0080011""",05,"Math","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",05,"Math","N",50,47,94.0,47,"*","*","*","*","*","*","*","*","*","*",2602
"Bethany School District","=""0080011""",06,"ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",06,"ELA","N",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*",2566
"Bethany School District","=""0080011""",06,"Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",06,"Math","N",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*",2557
"Bethel School District","=""0090011""",03,"ELA","Y",76,76,100.0,76,24,31.6,21,27.6,17,22.4,14,18.4,31,40.8,2408
"Bethel School District","=""0090011""",03,"ELA","N",177,175,98.9,175,8,4.6,32,18.3,49,28.0,86,49.1,135,77.1,2486
"Bethel School District","=""0090011""",03,"Math","Y",76,76,100.0,76,15,19.7,24,31.6,25,32.9,12,15.8,37,48.7,2434
"Bethel School District","=""0090011""",03,"Math","N",177,175,98.9,175,7,4.0,31,17.7,67,38.3,70,40.0,137,78.3,2486
"Bethel School District","=""0090011""",04,"ELA","Y",61,60,98.4,60,22,36.7,7,11.7,23,38.3,8,13.3,31,51.7,2452
"Bethel School District","=""0090011""",04,"ELA","N",149,148,99.3,148,12,8.1,28,18.9,43,29.1,65,43.9,108,73.0,2517
"Bethel School District","=""0090011""",04,"Math","Y",61,60,98.4,60,"*","*",30,50.0,15,25.0,"*","*","*","*",2466
"Bethel School District","=""0090011""",04,"Math","N",149,148,99.3,148,"*","*",51,34.5,56,37.8,"*","*","*","*",2512
"Bethel School District","=""0090011""",05,"ELA","Y",66,66,100.0,66,21,31.8,13,19.7,19,28.8,13,19.7,32,48.5,2492
"Bethel School District","=""0090011""",05,"ELA","N",147,146,99.3,146,8,5.5,20,13.7,61,41.8,57,39.0,118,80.8,2563
