"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, Gender"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Amistad Academy District","=""2790013""",11,"M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"M",28,27,96.4,27,0,0.0,"*","*","*","*","*","*","*","*",2529
"Andover School District","=""0010011""",05,"F",26,26,100.0,26,"*","*","*","*","*","*",9,34.6,"*","*",2533
"Andover School District","=""0010011""",05,"M",22,22,100.0,22,"*","*","*","*","*","*",11,50.0,"*","*",2562
"Andover School District","=""0010011""",06,"F",20,20,100.0,20,"*","*","*","*","*","*",12,60.0,"*","*",2610
"Andover School District","=""0010011""",06,"M",21,20,95.2,20,"*","*","*","*","*","*",8,40.0,"*","*",2589
"Ansonia School District","=""0020011""",03,"F",83,83,100.0,83,"*","*",28,33.7,30,36.1,"*","*","*","*",2420
"Ansonia School District","=""0020011""",03,"M",92,92,100.0,92,36,39.1,25,27.2,"*","*","*","*",31,33.7,2406
"Ansonia School District","=""0020011""",04,"F",104,103,99.0,103,28,27.2,61,59.2,"*","*","*","*",14,13.6,2436
"Ansonia School District","=""0020011""",04,"M",85,85,100.0,85,26,30.6,43,50.6,"*","*","*","*",16,18.8,2436
"Ansonia School District","=""0020011""",05,"F",90,90,100.0,90,42,46.7,41,45.6,"*","*","*","*",7,7.8,2453
"Ansonia School District","=""0020011""",05,"M",85,85,100.0,85,49,57.6,27,31.8,"*","*","*","*",9,10.6,2440
"Ansonia School District","=""0020011""",06,"F",72,72,100.0,72,30,41.7,31,43.1,"*","*","*","*",11,15.3,2477
"Ansonia School District","=""0020011""",06,"M",101,101,100.0,101,50,49.5,28,27.7,"*","*","*","*",23,22.8,2470
"Ansonia School District","=""0020011""",07,"F",98,96,98.0,96,48,50.0,33,34.4,"*","*","*","*",15,15.6,2487
"Ansonia School District","=""0020011""",07,"M",89,87,97.8,87,30,34.5,38,43.7,"*","*","*","*",19,21.8,2504
"Ansonia School District","=""0020011""",08,"F",95,93,97.9,93,51,54.8,30,32.3,"*","*","*","*",12,12.9,2492
"Ansonia School District","=""0020011""",08,"M",116,114,98.3,114,73,64.0,28,24.6,"*","*","*","*",13,11.4,2466
"Ansonia School District","=""0020011""",11,"F",58,53,91.4,53,27,50.9,14,26.4,"*","*","*","*",12,22.6,2543
"Ansonia School District","=""0020011""",11,"M",58,53,91.4,53,23,43.4,12,22.6,"*","*","*","*",18,34.0,2573
"Area Cooperative Educational Services","=""2440014""",03,"F",38,38,100.0,38,22,57.9,8,21.1,"*","*","*","*",8,21.1,2374
"Area Cooperative Educational Services","=""2440014""",03,"M",61,60,98.4,60,40,66.7,12,20.0,"*","*","*","*",8,13.3,2349
"Area Cooperative Educational Services","=""2440014""",04,"F",35,34,97.1,34,"*","*",19,55.9,"*","*",0,0.0,"*","*",2404
"Area Cooperative Educational Services","=""2440014""",04,"M",62,59,95.2,59,38,64.4,"*","*","*","*",0,0.0,"*","*",2385
"Area Cooperative Educational Services","=""2440014""",05,"F",38,38,100.0,38,24,63.2,"*","*","*","*",0,0.0,"*","*",2433
"Area Cooperative Educational Services","=""2440014""",05,"M",57,56,98.2,56,35,62.5,16,28.6,"*","*","*","*","*","*",2417
"Area Cooperative Educational Services","=""2440014""",06,"F",176,176,100.0,176,81,46.0,66,37.5,20,11.4,9,5.1,29,16.5,2476
"Area Cooperative Educational Services","=""2440014""",06,"M",165,163,98.8,161,78,48.4,54,33.5,23,14.3,6,3.7,29,18.0,2454
"Area Cooperative Educational Services","=""2440014""",07,"F",147,144,98.0,144,68,47.2,47,32.6,20,13.9,9,6.3,29,20.1,2482
"Area Cooperative Educational Services","=""2440014""",07,"M",186,182,97.8,182,90,49.5,50,27.5,33,18.1,9,4.9,42,23.1,2484
"Area Cooperative Educational Services","=""2440014""",08,"F",143,143,100.0,143,65,45.5,40,28.0,21,14.7,17,11.9,38,26.6,2522
"Area Cooperative Educational Services","=""2440014""",08,"M",169,165,97.6,164,86,52.4,33,20.1,29,17.7,16,9.8,45,27.4,2504
"Area Cooperative Educational Services","=""2440014""",11,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",11,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"F",23,23,100.0,23,"*","*","*","*",9,39.1,"*","*","*","*",2445
"Ashford School District","=""0030011""",03,"M",21,20,95.2,20,"*","*","*","*",9,45.0,"*","*","*","*",2449
"Ashford School District","=""0030011""",04,"F",29,29,100.0,29,0,0.0,"*","*","*","*","*","*","*","*",2515
"Ashford School District","=""0030011""",04,"M",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"M",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*",2474
"Ashford School District","=""0030011""",06,"F",24,24,100.0,24,"*","*",10,41.7,"*","*",0,0.0,"*","*",2504
"Ashford School District","=""0030011""",06,"M",25,24,96.0,24,13,54.2,"*","*","*","*",0,0.0,"*","*",2471
"Ashford School District","=""0030011""",07,"F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"M",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2549
"Ashford School District","=""0030011""",08,"F",20,20,100.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"M",29,28,96.6,28,"*","*","*","*","*","*","*","*","*","*",2514
"Avon School District","=""0040011""",03,"F",108,108,100.0,108,"*","*","*","*",38,35.2,50,46.3,88,81.5,2493
"Avon School District","=""0040011""",03,"M",111,111,100.0,111,"*","*","*","*",39,35.1,56,50.5,95,85.6,2505
"Avon School District","=""0040011""",04,"F",143,143,100.0,143,10,7.0,32,22.4,51,35.7,50,35.0,101,70.6,2519
"Avon School District","=""0040011""",04,"M",128,128,100.0,128,7,5.5,22,17.2,48,37.5,51,39.8,99,77.3,2529
"Avon School District","=""0040011""",05,"F",129,127,98.4,127,14,11.0,32,25.2,35,27.6,46,36.2,81,63.8,2549
"Avon School District","=""0040011""",05,"M",152,152,100.0,152,18,11.8,36,23.7,51,33.6,47,30.9,98,64.5,2544
"Avon School District","=""0040011""",06,"F",117,117,100.0,117,9,7.7,22,18.8,44,37.6,42,35.9,86,73.5,2583
"Avon School District","=""0040011""",06,"M",159,158,99.4,158,11,7.0,25,15.8,41,25.9,81,51.3,122,77.2,2602
"Avon School District","=""0040011""",07,"F",140,140,100.0,140,7,5.0,35,25.0,37,26.4,61,43.6,98,70.0,2612
"Avon School District","=""0040011""",07,"M",132,132,100.0,132,8,6.1,24,18.2,32,24.2,68,51.5,100,75.8,2631
"Avon School District","=""0040011""",08,"F",146,146,100.0,146,12,8.2,19,13.0,41,28.1,74,50.7,115,78.8,2641
"Avon School District","=""0040011""",08,"M",130,130,100.0,130,11,8.5,22,16.9,37,28.5,60,46.2,97,74.6,2639
"Avon School District","=""0040011""",11,"F",114,106,93.0,106,13,12.3,24,22.6,35,33.0,34,32.1,69,65.1,2666
"Avon School District","=""0040011""",11,"M",132,125,94.7,125,25,20.0,29,23.2,34,27.2,37,29.6,71,56.8,2638
"Barkhamsted School District","=""0050011""",03,"F",21,21,100.0,21,"*","*",6,28.6,6,28.6,"*","*","*","*",2408
"Barkhamsted School District","=""0050011""",03,"M",27,24,88.9,24,9,37.5,6,25.0,9,37.5,0,0.0,9,37.5,2402
"Barkhamsted School District","=""0050011""",04,"F",24,23,95.8,23,"*","*",12,52.2,"*","*","*","*","*","*",2455
"Barkhamsted School District","=""0050011""",04,"M",24,23,95.8,23,"*","*",10,43.5,"*","*","*","*","*","*",2466
"Barkhamsted School District","=""0050011""",05,"F",25,25,100.0,25,"*","*",9,36.0,"*","*","*","*","*","*",2495
"Barkhamsted School District","=""0050011""",05,"M",22,21,95.5,21,"*","*",10,47.6,"*","*","*","*","*","*",2508
"Barkhamsted School District","=""0050011""",06,"F",22,22,100.0,22,"*","*","*","*",10,45.5,"*","*","*","*",2547
"Barkhamsted School District","=""0050011""",06,"M",40,38,95.0,38,"*","*","*","*",10,26.3,"*","*","*","*",2535
"Berlin School District","=""0070011""",03,"F",84,84,100.0,84,9,10.7,35,41.7,31,36.9,9,10.7,40,47.6,2434
"Berlin School District","=""0070011""",03,"M",104,104,100.0,104,22,21.2,25,24.0,43,41.3,14,13.5,57,54.8,2427
"Berlin School District","=""0070011""",04,"F",112,112,100.0,112,8,7.1,34,30.4,49,43.8,21,18.8,70,62.5,2500
"Berlin School District","=""0070011""",04,"M",134,134,100.0,134,11,8.2,36,26.9,46,34.3,41,30.6,87,64.9,2507
"Berlin School District","=""0070011""",05,"F",100,100,100.0,100,28,28.0,32,32.0,25,25.0,15,15.0,40,40.0,2504
"Berlin School District","=""0070011""",05,"M",123,122,99.2,120,26,21.7,42,35.0,26,21.7,26,21.7,52,43.3,2514
"Berlin School District","=""0070011""",06,"F",118,118,100.0,118,22,18.6,44,37.3,32,27.1,20,16.9,52,44.1,2533
"Berlin School District","=""0070011""",06,"M",125,124,99.2,124,26,21.0,52,41.9,27,21.8,19,15.3,46,37.1,2527
"Berlin School District","=""0070011""",07,"F",84,84,100.0,84,14,16.7,29,34.5,29,34.5,12,14.3,41,48.8,2564
"Berlin School District","=""0070011""",07,"M",130,130,100.0,130,23,17.7,45,34.6,31,23.8,31,23.8,62,47.7,2560
"Berlin School District","=""0070011""",08,"F",105,105,100.0,105,20,19.0,36,34.3,28,26.7,21,20.0,49,46.7,2576
"Berlin School District","=""0070011""",08,"M",139,139,100.0,139,35,25.2,35,25.2,33,23.7,36,25.9,69,49.6,2574
"Berlin School District","=""0070011""",11,"F",113,108,95.6,101,27,26.7,36,35.6,27,26.7,11,10.9,38,37.6,2597
"Berlin School District","=""0070011""",11,"M",135,130,96.3,120,40,33.3,35,29.2,25,20.8,20,16.7,45,37.5,2594
"Bethany School District","=""0080011""",03,"F",22,22,100.0,22,"*","*","*","*",10,45.5,"*","*","*","*",2467
"Bethany School District","=""0080011""",03,"M",29,29,100.0,29,"*","*","*","*",10,34.5,"*","*","*","*",2444
"Bethany School District","=""0080011""",04,"F",26,24,92.3,24,"*","*","*","*",9,37.5,11,45.8,20,83.3,2544
"Bethany School District","=""0080011""",04,"M",34,32,94.1,32,"*","*","*","*",14,43.8,11,34.4,25,78.1,2520
"Bethany School District","=""0080011""",05,"F",29,28,96.6,28,"*","*",11,39.3,10,35.7,"*","*","*","*",2513
"Bethany School District","=""0080011""",05,"M",34,34,100.0,34,"*","*",15,44.1,6,17.6,"*","*","*","*",2503
"Bethany School District","=""0080011""",06,"F",29,29,100.0,29,"*","*","*","*",11,37.9,9,31.0,20,69.0,2580
"Bethany School District","=""0080011""",06,"M",37,36,97.3,36,"*","*",11,30.6,"*","*",12,33.3,"*","*",2560
"Bethel School District","=""0090011""",03,"F",98,98,100.0,98,21,21.4,35,35.7,33,33.7,9,9.2,42,42.9,2424
"Bethel School District","=""0090011""",03,"M",99,99,100.0,99,12,12.1,47,47.5,28,28.3,12,12.1,40,40.4,2427
"Bethel School District","=""0090011""",04,"F",90,90,100.0,90,16,17.8,36,40.0,25,27.8,13,14.4,38,42.2,2479
"Bethel School District","=""0090011""",04,"M",115,114,99.1,114,19,16.7,32,28.1,44,38.6,19,16.7,63,55.3,2484
"Bethel School District","=""0090011""",05,"F",95,95,100.0,94,10,10.6,41,43.6,25,26.6,18,19.1,43,45.7,2525
"Bethel School District","=""0090011""",05,"M",87,87,100.0,87,12,13.8,29,33.3,28,32.2,18,20.7,46,52.9,2528
"Bethel School District","=""0090011""",06,"F",114,113,99.1,113,24,21.2,49,43.4,30,26.5,10,8.8,40,35.4,2528
"Bethel School District","=""0090011""",06,"M",125,124,99.2,124,37,29.8,39,31.5,24,19.4,24,19.4,48,38.7,2526
"Bethel School District","=""0090011""",07,"F",108,108,100.0,108,24,22.2,46,42.6,23,21.3,15,13.9,38,35.2,2542
"Bethel School District","=""0090011""",07,"M",105,105,100.0,105,25,23.8,38,36.2,22,21.0,20,19.0,42,40.0,2545
"Bethel School District","=""0090011""",08,"F",106,105,99.1,105,23,21.9,37,35.2,25,23.8,20,19.0,45,42.9,2566
"Bethel School District","=""0090011""",08,"M",138,135,97.8,135,46,34.1,35,25.9,26,19.3,28,20.7,54,40.0,2555
"Bethel School District","=""0090011""",11,"F",114,112,98.2,112,37,33.0,28,25.0,33,29.5,14,12.5,47,42.0,2595
"Bethel School District","=""0090011""",11,"M",132,127,96.2,127,55,43.3,33,26.0,29,22.8,10,7.9,39,30.7,2554
"Bloomfield School District","=""0110011""",03,"F",58,58,100.0,58,27,46.6,19,32.8,"*","*","*","*",12,20.7,2385
"Bloomfield School District","=""0110011""",03,"M",62,61,98.4,61,32,52.5,14,23.0,"*","*","*","*",15,24.6,2377
"Bloomfield School District","=""0110011""",04,"F",58,58,100.0,58,17,29.3,29,50.0,"*","*","*","*",12,20.7,2435
"Bloomfield School District","=""0110011""",04,"M",68,68,100.0,68,23,33.8,30,44.1,"*","*","*","*",15,22.1,2433
"Bloomfield School District","=""0110011""",05,"F",52,52,100.0,52,27,51.9,17,32.7,"*","*","*","*",8,15.4,2458
"Bloomfield School District","=""0110011""",05,"M",60,60,100.0,60,31,51.7,22,36.7,7,11.7,0,0.0,7,11.7,2447
"Bloomfield School District","=""0110011""",06,"F",63,62,98.4,62,25,40.3,"*","*",17,27.4,"*","*","*","*",2507
"Bloomfield School District","=""0110011""",06,"M",62,62,100.0,62,27,43.5,19,30.6,"*","*","*","*",16,25.8,2479
"Bloomfield School District","=""0110011""",07,"F",75,74,98.7,74,29,39.2,38,51.4,"*","*","*","*",7,9.5,2496
"Bloomfield School District","=""0110011""",07,"M",62,62,100.0,62,26,41.9,"*","*","*","*",0,0.0,"*","*",2493
"Bloomfield School District","=""0110011""",08,"F",60,60,100.0,60,25,41.7,29,48.3,"*","*","*","*",6,10.0,2509
"Bloomfield School District","=""0110011""",08,"M",78,75,96.2,75,42,56.0,17,22.7,"*","*","*","*",16,21.3,2497
"Bloomfield School District","=""0110011""",11,"F",65,54,83.1,54,25,46.3,19,35.2,"*","*","*","*",10,18.5,2552
"Bloomfield School District","=""0110011""",11,"M",83,75,90.4,75,31,41.3,20,26.7,"*","*","*","*",24,32.0,2558
"Bolton School District","=""0120011""",03,"F",30,30,100.0,30,"*","*","*","*",11,36.7,12,40.0,23,76.7,2471
"Bolton School District","=""0120011""",03,"M",28,28,100.0,28,"*","*","*","*",9,32.1,9,32.1,18,64.3,2469
"Bolton School District","=""0120011""",04,"F",38,38,100.0,38,"*","*",13,34.2,"*","*",11,28.9,"*","*",2507
"Bolton School District","=""0120011""",04,"M",29,28,96.6,28,"*","*","*","*",9,32.1,10,35.7,19,67.9,2505
"Bolton School District","=""0120011""",05,"F",34,34,100.0,34,"*","*","*","*","*","*",17,50.0,"*","*",2556
"Bolton School District","=""0120011""",05,"M",29,28,96.6,28,"*","*","*","*","*","*",8,28.6,"*","*",2534
"Bolton School District","=""0120011""",06,"F",28,28,100.0,28,"*","*",8,28.6,8,28.6,"*","*","*","*",2537
"Bolton School District","=""0120011""",06,"M",37,37,100.0,37,"*","*",12,32.4,16,43.2,"*","*","*","*",2553
"Bolton School District","=""0120011""",07,"F",23,23,100.0,23,"*","*",7,30.4,"*","*","*","*","*","*",2579
"Bolton School District","=""0120011""",07,"M",28,28,100.0,28,"*","*",10,35.7,"*","*","*","*","*","*",2550
"Bolton School District","=""0120011""",08,"F",27,27,100.0,27,"*","*",10,37.0,"*","*",6,22.2,"*","*",2567
"Bolton School District","=""0120011""",08,"M",31,31,100.0,31,"*","*",11,35.5,"*","*",9,29.0,"*","*",2584
"Bolton School District","=""0120011""",11,"F",43,43,100.0,43,9,20.9,15,34.9,9,20.9,10,23.3,19,44.2,2633
"Bolton School District","=""0120011""",11,"M",44,41,93.2,41,13,31.7,12,29.3,9,22.0,7,17.1,16,39.0,2599
"Bozrah School District","=""0130011""",03,"F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"M",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"M",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"M",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"M",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",03,"F",101,100,99.0,100,18,18.0,20,20.0,41,41.0,21,21.0,62,62.0,2447
"Branford School District","=""0140011""",03,"M",118,117,99.2,116,20,17.2,26,22.4,39,33.6,31,26.7,70,60.3,2451
"Branford School District","=""0140011""",04,"F",113,113,100.0,113,10,8.8,26,23.0,47,41.6,30,26.5,77,68.1,2507
"Branford School District","=""0140011""",04,"M",118,118,100.0,118,13,11.0,31,26.3,41,34.7,33,28.0,74,62.7,2503
"Branford School District","=""0140011""",05,"F",114,111,97.4,111,31,27.9,38,34.2,23,20.7,19,17.1,42,37.8,2500
"Branford School District","=""0140011""",05,"M",105,104,99.0,104,28,26.9,33,31.7,23,22.1,20,19.2,43,41.3,2501
"Branford School District","=""0140011""",06,"F",106,104,98.1,104,15,14.4,37,35.6,25,24.0,27,26.0,52,50.0,2549
"Branford School District","=""0140011""",06,"M",108,108,100.0,108,24,22.2,35,32.4,30,27.8,19,17.6,49,45.4,2535
"Branford School District","=""0140011""",07,"F",130,126,96.9,126,22,17.5,38,30.2,34,27.0,32,25.4,66,52.4,2570
"Branford School District","=""0140011""",07,"M",112,108,96.4,108,20,18.5,31,28.7,31,28.7,26,24.1,57,52.8,2562
"Branford School District","=""0140011""",08,"F",111,105,94.6,105,46,43.8,27,25.7,16,15.2,16,15.2,32,30.5,2535
"Branford School District","=""0140011""",08,"M",120,119,99.2,118,56,47.5,26,22.0,16,13.6,20,16.9,36,30.5,2528
"Branford School District","=""0140011""",11,"F",123,115,93.5,115,68,59.1,"*","*",19,16.5,"*","*","*","*",2524
"Branford School District","=""0140011""",11,"M",133,121,91.0,121,89,73.6,"*","*",15,12.4,"*","*","*","*",2473
"Bridgeport Achievement First District","=""2850013""",03,"F",42,42,100.0,42,17,40.5,6,14.3,12,28.6,7,16.7,19,45.2,2417
"Bridgeport Achievement First District","=""2850013""",03,"M",54,54,100.0,54,22,40.7,10,18.5,15,27.8,7,13.0,22,40.7,2399
"Bridgeport Achievement First District","=""2850013""",04,"F",43,43,100.0,43,"*","*",14,32.6,14,32.6,"*","*","*","*",2463
"Bridgeport Achievement First District","=""2850013""",04,"M",46,46,100.0,46,14,30.4,18,39.1,"*","*","*","*",14,30.4,2456
"Bridgeport Achievement First District","=""2850013""",05,"F",48,48,100.0,48,33,68.8,"*","*","*","*",0,0.0,"*","*",2425
"Bridgeport Achievement First District","=""2850013""",05,"M",47,47,100.0,47,32,68.1,"*","*","*","*",0,0.0,"*","*",2424
"Bridgeport Achievement First District","=""2850013""",06,"F",40,40,100.0,40,24,60.0,"*","*","*","*",0,0.0,"*","*",2449
"Bridgeport Achievement First District","=""2850013""",06,"M",49,49,100.0,49,31,63.3,8,16.3,"*","*","*","*","*","*",2461
"Bridgeport Achievement First District","=""2850013""",07,"F",48,48,100.0,48,17,35.4,16,33.3,"*","*","*","*",15,31.3,2510
"Bridgeport Achievement First District","=""2850013""",07,"M",45,45,100.0,45,21,46.7,12,26.7,"*","*","*","*",12,26.7,2496
"Bridgeport Achievement First District","=""2850013""",08,"F",40,40,100.0,40,"*","*",14,35.0,11,27.5,"*","*","*","*",2553
"Bridgeport Achievement First District","=""2850013""",08,"M",33,33,100.0,33,14,42.4,"*","*",6,18.2,"*","*","*","*",2539
"Bridgeport Achievement First District","=""2850013""",11,"F",17,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",11,"M",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""",03,"F",857,854,99.6,854,508,59.5,220,25.8,103,12.1,23,2.7,126,14.8,2366
"Bridgeport School District","=""0150011""",03,"M",918,912,99.3,910,566,62.2,211,23.2,108,11.9,25,2.7,133,14.6,2361
"Bridgeport School District","=""0150011""",04,"F",838,832,99.3,832,542,65.1,225,27.0,53,6.4,12,1.4,65,7.8,2392
"Bridgeport School District","=""0150011""",04,"M",847,836,98.7,836,522,62.4,261,31.2,45,5.4,8,1.0,53,6.3,2389
"Bridgeport School District","=""0150011""",05,"F",705,693,98.3,693,533,76.9,134,19.3,"*","*","*","*",26,3.8,2411
"Bridgeport School District","=""0150011""",05,"M",787,782,99.4,782,593,75.8,147,18.8,"*","*","*","*",42,5.4,2404
"Bridgeport School District","=""0150011""",06,"F",667,663,99.4,663,426,64.3,171,25.8,56,8.4,10,1.5,66,10.0,2439
"Bridgeport School District","=""0150011""",06,"M",726,724,99.7,724,499,68.9,176,24.3,38,5.2,11,1.5,49,6.8,2422
"Bridgeport School District","=""0150011""",07,"F",709,706,99.6,705,423,60.0,189,26.8,76,10.8,17,2.4,93,13.2,2460
"Bridgeport School District","=""0150011""",07,"M",764,757,99.1,756,507,67.1,177,23.4,59,7.8,13,1.7,72,9.5,2441
"Bridgeport School District","=""0150011""",08,"F",729,723,99.2,723,493,68.2,164,22.7,49,6.8,17,2.4,66,9.1,2457
"Bridgeport School District","=""0150011""",08,"M",731,718,98.2,718,515,71.7,152,21.2,36,5.0,15,2.1,51,7.1,2447
"Bridgeport School District","=""0150011""",11,"F",585,441,75.4,441,342,77.6,72,16.3,"*","*","*","*",27,6.1,2471
"Bridgeport School District","=""0150011""",11,"M",599,468,78.1,465,391,84.1,46,9.9,"*","*","*","*",28,6.0,2447
"Bristol School District","=""0170011""",03,"F",293,291,99.3,291,75,25.8,99,34.0,87,29.9,30,10.3,117,40.2,2418
"Bristol School District","=""0170011""",03,"M",295,294,99.7,294,86,29.3,75,25.5,85,28.9,48,16.3,133,45.2,2422
"Bristol School District","=""0170011""",04,"F",331,331,100.0,331,67,20.2,123,37.2,106,32.0,35,10.6,141,42.6,2469
"Bristol School District","=""0170011""",04,"M",326,325,99.7,325,84,25.8,117,36.0,90,27.7,34,10.5,124,38.2,2459
"Bristol School District","=""0170011""",05,"F",277,276,99.6,276,105,38.0,93,33.7,51,18.5,27,9.8,78,28.3,2479
