"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bolton School District","=""0120011""","ELA","N",378,372,98.4,372,28,7.5,53,14.2,142,38.2,149,40.1,291,78.2
"Bolton School District","=""0120011""","ELA","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Math","F",61,61,100.0,61,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Math","N",378,373,98.7,373,53,14.2,103,27.6,101,27.1,116,31.1,217,58.2
"Bolton School District","=""0120011""","Math","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","ELA","F","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Bozrah School District","=""0130011""","ELA","N",105,105,100.0,105,"*","*",28,26.7,35,33.3,"*","*","*","*"
"Bozrah School District","=""0130011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Math","F","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Bozrah School District","=""0130011""","Math","N",105,105,100.0,105,34,32.4,"*","*",31,29.5,"*","*","*","*"
"Bozrah School District","=""0130011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","ELA","F",311,303,97.4,303,81,26.7,102,33.7,87,28.7,33,10.9,120,39.6
"Branford School District","=""0140011""","ELA","N",1200,1169,97.4,1169,169,14.5,236,20.2,439,37.6,325,27.8,764,65.4
"Branford School District","=""0140011""","ELA","R",101,99,98.0,99,28,28.3,26,26.3,30,30.3,15,15.2,45,45.5
"Branford School District","=""0140011""","Math","F",311,300,96.5,299,124,41.5,88,29.4,62,20.7,25,8.4,87,29.1
"Branford School District","=""0140011""","Math","N",1200,1170,97.5,1170,301,25.7,289,24.7,312,26.7,268,22.9,580,49.6
"Branford School District","=""0140011""","Math","R",101,99,98.0,98,35,35.7,23,23.5,26,26.5,14,14.3,40,40.8
"Bridgeport Achievement First District","=""2850013""","ELA","F",386,386,100.0,386,145,37.6,119,30.8,79,20.5,43,11.1,122,31.6
"Bridgeport Achievement First District","=""2850013""","ELA","N",97,97,100.0,97,29,29.9,27,27.8,23,23.7,18,18.6,41,42.3
"Bridgeport Achievement First District","=""2850013""","ELA","R",81,81,100.0,81,22,27.2,18,22.2,29,35.8,12,14.8,41,50.6
"Bridgeport Achievement First District","=""2850013""","Math","F",386,384,99.5,384,187,48.7,107,27.9,63,16.4,27,7.0,90,23.4
"Bridgeport Achievement First District","=""2850013""","Math","N",97,97,100.0,97,38,39.2,22,22.7,24,24.7,13,13.4,37,38.1
"Bridgeport Achievement First District","=""2850013""","Math","R",81,81,100.0,81,30,37.0,23,28.4,21,25.9,7,8.6,28,34.6
"Bridgeport School District","=""0150011""","ELA","F",10461,9942,95.0,9905,4863,49.1,2688,27.1,1852,18.7,502,5.1,2354,23.8
"Bridgeport School District","=""0150011""","Math","F",10462,10109,96.6,10102,6860,67.9,2345,23.2,723,7.2,174,1.7,897,8.9
"Bristol School District","=""0170011""","ELA","F",1653,1611,97.5,1609,551,34.2,474,29.5,459,28.5,125,7.8,584,36.3
"Bristol School District","=""0170011""","ELA","N",2275,2251,98.9,2250,287,12.8,550,24.4,864,38.4,549,24.4,1413,62.8
"Bristol School District","=""0170011""","ELA","R",279,277,99.3,276,59,21.4,76,27.5,101,36.6,40,14.5,141,51.1
"Bristol School District","=""0170011""","Math","F",1655,1631,98.5,1630,796,48.8,501,30.7,264,16.2,69,4.2,333,20.4
"Bristol School District","=""0170011""","Math","N",2276,2253,99.0,2253,597,26.5,715,31.7,605,26.9,336,14.9,941,41.8
"Bristol School District","=""0170011""","Math","R",279,277,99.3,277,90,32.5,104,37.5,64,23.1,19,6.9,83,30.0
"Brookfield School District","=""0180011""","ELA","F",86,83,96.5,81,"*","*",26,32.1,24,29.6,"*","*","*","*"
"Brookfield School District","=""0180011""","ELA","N",1398,1329,95.1,1323,151,11.4,230,17.4,509,38.5,433,32.7,942,71.2
"Brookfield School District","=""0180011""","ELA","R",26,26,100.0,26,"*","*","*","*",7,26.9,12,46.2,19,73.1
"Brookfield School District","=""0180011""","Math","F",86,84,97.7,84,"*","*",25,29.8,23,27.4,"*","*","*","*"
"Brookfield School District","=""0180011""","Math","N",1398,1346,96.3,1344,204,15.2,366,27.2,429,31.9,345,25.7,774,57.6
"Brookfield School District","=""0180011""","Math","R",26,26,100.0,26,"*","*",8,30.8,"*","*",9,34.6,"*","*"
"Brooklyn School District","=""0190011""","ELA","F",136,130,95.6,130,"*","*",44,33.8,43,33.1,"*","*","*","*"
"Brooklyn School District","=""0190011""","ELA","N",388,385,99.2,385,"*","*","*","*",151,39.2,139,36.1,290,75.3
"Brooklyn School District","=""0190011""","ELA","R",21,21,100.0,21,"*","*",6,28.6,10,47.6,"*","*","*","*"
"Brooklyn School District","=""0190011""","Math","F",136,132,97.1,131,63,48.1,48,36.6,"*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Math","N",388,385,99.2,385,78,20.3,147,38.2,100,26.0,60,15.6,160,41.6
"Brooklyn School District","=""0190011""","Math","R",21,21,100.0,21,6,28.6,10,47.6,"*","*","*","*","*","*"
"Canaan School District","=""0210011""","ELA","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","ELA","N",47,46,97.9,46,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Math","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Math","N",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","ELA","F",60,60,100.0,60,"*","*",25,41.7,13,21.7,"*","*","*","*"
"Canterbury School District","=""0220011""","ELA","N",231,229,99.1,229,37,16.2,60,26.2,92,40.2,40,17.5,132,57.6
"Canterbury School District","=""0220011""","ELA","R",21,20,95.2,20,"*","*",9,45.0,8,40.0,"*","*","*","*"
"Canterbury School District","=""0220011""","Math","F",60,60,100.0,60,20,33.3,21,35.0,"*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Math","N",231,229,99.1,229,61,26.6,74,32.3,67,29.3,27,11.8,94,41.0
"Canterbury School District","=""0220011""","Math","R",21,20,95.2,20,6,30.0,9,45.0,"*","*","*","*","*","*"
"Canton School District","=""0230011""","ELA","F",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","ELA","N",824,820,99.5,820,65,7.9,117,14.3,309,37.7,329,40.1,638,77.8
"Canton School District","=""0230011""","ELA","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Math","F",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Math","N",823,815,99.0,815,100,12.3,232,28.5,248,30.4,235,28.8,483,59.3
"Canton School District","=""0230011""","Math","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","ELA","F",1433,1375,96.0,1371,529,38.6,398,29.0,353,25.7,91,6.6,444,32.4
"Capitol Region Education Council","=""2410014""","ELA","N",1780,1700,95.5,1693,243,14.4,358,21.1,606,35.8,486,28.7,1092,64.5
"Capitol Region Education Council","=""2410014""","ELA","R",286,273,95.5,272,88,32.4,74,27.2,82,30.1,28,10.3,110,40.4
"Capitol Region Education Council","=""2410014""","Math","F",1434,1371,95.6,1362,760,55.8,391,28.7,159,11.7,52,3.8,211,15.5
"Capitol Region Education Council","=""2410014""","Math","N",1781,1708,95.9,1704,435,25.5,509,29.9,406,23.8,354,20.8,760,44.6
"Capitol Region Education Council","=""2410014""","Math","R",286,275,96.2,275,139,50.5,74,26.9,42,15.3,20,7.3,62,22.5
"Chaplin School District","=""0240011""","ELA","F",24,21,87.5,21,10,47.6,"*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","ELA","N",44,30,68.2,30,"*","*","*","*",6,20.0,15,50.0,21,70.0
"Chaplin School District","=""0240011""","ELA","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Math","F",24,20,83.3,20,12,60.0,"*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Math","N",44,31,70.5,31,"*","*",14,45.2,12,38.7,"*","*","*","*"
"Chaplin School District","=""0240011""","Math","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","ELA","F",155,149,96.1,149,"*","*",38,25.5,49,32.9,"*","*","*","*"
"Cheshire School District","=""0250011""","ELA","N",2330,2301,98.8,2300,134,5.8,319,13.9,872,37.9,975,42.4,1847,80.3
"Cheshire School District","=""0250011""","ELA","R",38,37,97.4,37,"*","*","*","*",13,35.1,13,35.1,26,70.3
"Cheshire School District","=""0250011""","Math","F",155,149,96.1,149,50,33.6,58,38.9,25,16.8,16,10.7,41,27.5
"Cheshire School District","=""0250011""","Math","N",2330,2300,98.7,2300,322,14.0,579,25.2,723,31.4,676,29.4,1399,60.8
"Cheshire School District","=""0250011""","Math","R",38,37,97.4,37,7,18.9,15,40.5,6,16.2,9,24.3,15,40.5
"Chester School District","=""0260011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","ELA","N",120,120,100.0,120,"*","*","*","*",39,32.5,65,54.2,104,86.7
"Chester School District","=""0260011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Math","N",120,120,100.0,120,"*","*","*","*",47,39.2,39,32.5,86,71.7
"Chester School District","=""0260011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","ELA","F",193,190,98.4,190,"*","*",53,27.9,59,31.1,"*","*","*","*"
"Clinton School District","=""0270011""","ELA","N",822,800,97.3,800,57,7.1,150,18.8,322,40.3,271,33.9,593,74.1
"Clinton School District","=""0270011""","ELA","R",42,42,100.0,42,"*","*",18,42.9,13,31.0,"*","*","*","*"
"Clinton School District","=""0270011""","Math","F",193,190,98.4,190,67,35.3,64,33.7,"*","*","*","*",59,31.1
"Clinton School District","=""0270011""","Math","N",821,803,97.8,802,134,16.7,201,25.1,269,33.5,198,24.7,467,58.2
"Clinton School District","=""0270011""","Math","R",42,42,100.0,42,12,28.6,14,33.3,"*","*","*","*",16,38.1
"Colchester School District","=""0280011""","ELA","F",203,202,99.5,202,43,21.3,56,27.7,74,36.6,29,14.4,103,51.0
"Colchester School District","=""0280011""","ELA","N",1185,1169,98.6,1168,89,7.6,226,19.3,432,37.0,421,36.0,853,73.0
"Colchester School District","=""0280011""","ELA","R",35,35,100.0,35,8,22.9,6,17.1,10,28.6,11,31.4,21,60.0
"Colchester School District","=""0280011""","Math","F",202,200,99.0,200,69,34.5,70,35.0,42,21.0,19,9.5,61,30.5
"Colchester School District","=""0280011""","Math","N",1185,1165,98.3,1164,181,15.5,343,29.5,351,30.2,289,24.8,640,55.0
"Colchester School District","=""0280011""","Math","R",35,35,100.0,35,8,22.9,11,31.4,6,17.1,10,28.6,16,45.7
"Colebrook School District","=""0290011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","ELA","N",41,37,90.2,37,"*","*","*","*",11,29.7,19,51.4,30,81.1
"Colebrook School District","=""0290011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Math","N",41,37,90.2,37,"*","*",12,32.4,"*","*",15,40.5,"*","*"
"Colebrook School District","=""0290011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","ELA","F",45,44,97.8,44,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","ELA","N",241,234,97.1,234,22,9.4,49,20.9,87,37.2,76,32.5,163,69.7
"Columbia School District","=""0300011""","ELA","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Math","F",45,44,97.8,44,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Math","N",241,233,96.7,232,37,15.9,73,31.5,78,33.6,44,19.0,122,52.6
"Columbia School District","=""0300011""","Math","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","ELA","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","ELA","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","ELA","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Math","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Math","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Math","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","ELA","F",1047,1013,96.8,1012,206,20.4,376,37.2,349,34.5,81,8.0,430,42.5
"Connecticut Technical High School System","=""9000016""","ELA","N",1269,1220,96.1,1220,227,18.6,383,31.4,464,38.0,146,12.0,610,50.0
"Connecticut Technical High School System","=""9000016""","ELA","R",207,202,97.6,202,39,19.3,70,34.7,73,36.1,20,9.9,93,46.0
"Connecticut Technical High School System","=""9000016""","Math","F",1047,1011,96.6,1011,683,67.6,260,25.7,"*","*","*","*",68,6.7
"Connecticut Technical High School System","=""9000016""","Math","N",1268,1215,95.8,1215,691,56.9,383,31.5,130,10.7,11,0.9,141,11.6
"Connecticut Technical High School System","=""9000016""","Math","R",207,202,97.6,202,133,65.8,56,27.7,"*","*","*","*",13,6.4
"Cooperative Educational Services","=""2430014""","ELA","F",74,73,98.6,73,36,49.3,14,19.2,16,21.9,7,9.6,23,31.5
"Cooperative Educational Services","=""2430014""","ELA","N",258,255,98.8,255,72,28.2,69,27.1,70,27.5,44,17.3,114,44.7
"Cooperative Educational Services","=""2430014""","ELA","R",27,27,100.0,27,6,22.2,12,44.4,9,33.3,0,0.0,9,33.3
"Cooperative Educational Services","=""2430014""","Math","F",74,74,100.0,74,43,58.1,18,24.3,"*","*","*","*",13,17.6
"Cooperative Educational Services","=""2430014""","Math","N",257,254,98.8,254,91,35.8,80,31.5,58,22.8,25,9.8,83,32.7
"Cooperative Educational Services","=""2430014""","Math","R",27,27,100.0,27,7,25.9,13,48.1,"*","*","*","*",7,25.9
"Cornwall School District","=""0310011""","ELA","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","ELA","N",56,52,92.9,52,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Math","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Math","N",56,52,92.9,52,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","ELA","F",161,149,92.5,149,36,24.2,37,24.8,"*","*","*","*",76,51.0
"Coventry School District","=""0320011""","ELA","N",698,678,97.1,677,60,8.9,128,18.9,290,42.8,199,29.4,489,72.2
"Coventry School District","=""0320011""","ELA","R",23,22,95.7,22,6,27.3,7,31.8,"*","*","*","*",9,40.9
"Coventry School District","=""0320011""","Math","F",161,147,91.3,147,54,36.7,45,30.6,"*","*","*","*","*","*"
"Coventry School District","=""0320011""","Math","N",698,668,95.7,668,119,17.8,226,33.8,199,29.8,124,18.6,323,48.4
"Coventry School District","=""0320011""","Math","R",23,22,95.7,22,8,36.4,10,45.5,"*","*","*","*","*","*"
"Cromwell School District","=""0330011""","ELA","F",168,167,99.4,167,"*","*",56,33.5,53,31.7,"*","*","*","*"
"Cromwell School District","=""0330011""","ELA","N",864,861,99.7,861,90,10.5,163,18.9,328,38.1,280,32.5,608,70.6
"Cromwell School District","=""0330011""","ELA","R",39,39,100.0,39,"*","*",9,23.1,17,43.6,"*","*","*","*"
"Cromwell School District","=""0330011""","Math","F",168,167,99.4,167,83,49.7,60,35.9,"*","*","*","*",24,14.4
"Cromwell School District","=""0330011""","Math","N",863,860,99.7,860,185,21.5,245,28.5,256,29.8,174,20.2,430,50.0
"Cromwell School District","=""0330011""","Math","R",39,39,100.0,39,14,35.9,13,33.3,"*","*","*","*",12,30.8
"Danbury School District","=""0340011""","ELA","F",2281,2020,88.6,2010,664,33.0,642,31.9,547,27.2,157,7.8,704,35.0
"Danbury School District","=""0340011""","ELA","N",2702,2181,80.7,2168,355,16.4,511,23.6,760,35.1,542,25.0,1302,60.1
"Danbury School District","=""0340011""","ELA","R",624,570,91.3,570,151,26.5,161,28.2,189,33.2,69,12.1,258,45.3
"Danbury School District","=""0340011""","Math","F",2281,2056,90.1,2053,994,48.4,712,34.7,279,13.6,68,3.3,347,16.9
"Danbury School District","=""0340011""","Math","N",2702,2215,82.0,2211,613,27.7,684,30.9,584,26.4,330,14.9,914,41.3
"Danbury School District","=""0340011""","Math","R",624,577,92.5,575,207,36.0,220,38.3,116,20.2,32,5.6,148,25.7
"Darien School District","=""0350011""","ELA","F",36,36,100.0,35,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","ELA","N",2575,2502,97.2,2489,102,4.1,253,10.2,880,35.4,1254,50.4,2134,85.7
"Darien School District","=""0350011""","ELA","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Math","F",36,36,100.0,35,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Math","N",2575,2480,96.3,2466,173,7.0,404,16.4,774,31.4,1115,45.2,1889,76.6
"Darien School District","=""0350011""","Math","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","ELA","F",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","ELA","N",163,163,100.0,162,17,10.5,32,19.8,52,32.1,61,37.7,113,69.8
"Deep River School District","=""0360011""","ELA","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Math","F",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Math","N",163,163,100.0,163,25,15.3,43,26.4,63,38.7,32,19.6,95,58.3
"Deep River School District","=""0360011""","Math","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","ELA","F",402,397,98.8,395,154,39.0,118,29.9,94,23.8,29,7.3,123,31.1
"Derby School District","=""0370011""","ELA","N",305,301,98.7,300,57,19.0,75,25.0,111,37.0,57,19.0,168,56.0
"Derby School District","=""0370011""","ELA","R",71,70,98.6,69,17,24.6,22,31.9,21,30.4,9,13.0,30,43.5
