"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, Special Education Stat"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Berlin School District","=""0070011""","N",1447,1443,99.7,1430,"*","*",481,33.6,442,30.9,"*","*","*","*"
"Berlin School District","=""0070011""","Y",159,151,95.0,145,99,68.3,35,24.1,"*","*","*","*",11,7.6
"Bethany School District","=""0080011""","N",206,201,97.6,201,"*","*",52,25.9,"*","*",63,31.3,"*","*"
"Bethany School District","=""0080011""","Y",34,33,97.1,33,16,48.5,"*","*","*","*",0,0.0,"*","*"
"Bethel School District","=""0090011""","N",1368,1359,99.3,1358,264,19.4,487,35.9,383,28.2,224,16.5,607,44.7
"Bethel School District","=""0090011""","Y",158,153,96.8,153,97,63.4,38,24.8,12,7.8,6,3.9,18,11.8
"Bloomfield School District","=""0110011""","N",797,778,97.6,778,300,38.6,297,38.2,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Y",109,103,94.5,103,87,84.5,"*","*","*","*",0,0.0,"*","*"
"Bolton School District","=""0120011""","N",399,396,99.2,396,48,12.1,114,28.8,"*","*","*","*",234,59.1
"Bolton School District","=""0120011""","Y",50,48,96.0,48,32,66.7,10,20.8,"*","*","*","*",6,12.5
"Bozrah School District","=""0130011""","N",112,112,100.0,112,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","N",1417,1382,97.5,1381,"*","*",358,25.9,394,28.5,"*","*","*","*"
"Branford School District","=""0140011""","Y",195,187,95.9,186,135,72.6,42,22.6,"*","*","*","*",9,4.8
"Bridgeport Achievement First District","=""2850013""","N",513,512,99.8,512,214,41.8,143,27.9,108,21.1,47,9.2,155,30.3
"Bridgeport Achievement First District","=""2850013""","Y",51,50,98.0,50,41,82.0,9,18.0,0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","N",9173,8892,96.9,8891,5744,64.6,2262,25.4,711,8.0,174,2.0,885,10.0
"Bridgeport School District","=""0150011""","Y",1289,1217,94.4,1211,1116,92.2,83,6.9,12,1.0,0,0.0,12,1.0
"Bristol School District","=""0170011""","N",3475,3450,99.3,3449,918,26.6,1215,35.2,899,26.1,417,12.1,1316,38.2
"Bristol School District","=""0170011""","Y",735,711,96.7,711,565,79.5,105,14.8,34,4.8,7,1.0,41,5.8
"Brookfield School District","=""0180011""","N",1326,1283,96.8,1282,141,11.0,352,27.5,429,33.5,360,28.1,789,61.5
"Brookfield School District","=""0180011""","Y",184,173,94.0,172,90,52.3,47,27.3,29,16.9,6,3.5,35,20.3
"Brooklyn School District","=""0190011""","N",497,492,99.0,492,108,22.0,"*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Y",48,46,95.8,45,39,86.7,"*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","N",284,281,98.9,281,66,23.5,"*","*","*","*",36,12.8,"*","*"
"Canterbury School District","=""0220011""","Y",28,28,100.0,28,21,75.0,"*","*","*","*",0,0.0,"*","*"
"Canton School District","=""0230011""","N",811,804,99.1,804,"*","*",240,29.9,252,31.3,"*","*","*","*"
"Canton School District","=""0230011""","Y",92,91,98.9,91,63,69.2,15,16.5,"*","*","*","*",13,14.3
"Capitol Region Education Council","=""2410014""","N",2997,2903,96.9,2894,993,34.3,902,31.2,585,20.2,414,14.3,999,34.5
"Capitol Region Education Council","=""2410014""","Y",504,451,89.5,447,341,76.3,72,16.1,22,4.9,12,2.7,34,7.6
"Chaplin School District","=""0240011""","N",62,48,77.4,48,"*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Y",13,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","N",2301,2275,98.9,2275,262,11.5,597,26.2,728,32.0,688,30.2,1416,62.2
"Cheshire School District","=""0250011""","Y",222,211,95.0,211,117,55.5,55,26.1,26,12.3,13,6.2,39,18.5
"Chester School District","=""0260011""","N",109,109,100.0,109,"*","*",26,23.9,43,39.4,"*","*","*","*"
"Chester School District","=""0260011""","Y",29,29,100.0,29,"*","*",12,41.4,9,31.0,"*","*","*","*"
"Clinton School District","=""0270011""","N",933,914,98.0,913,"*","*",245,26.8,308,33.7,"*","*","*","*"
"Clinton School District","=""0270011""","Y",123,121,98.4,121,74,61.2,34,28.1,"*","*","*","*",13,10.7
"Colchester School District","=""0280011""","N",1235,1219,98.7,1218,168,13.8,354,29.1,384,31.5,312,25.6,696,57.1
"Colchester School District","=""0280011""","Y",187,181,96.8,181,90,49.7,70,38.7,15,8.3,6,3.3,21,11.6
"Colebrook School District","=""0290011""","N",42,40,95.2,40,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Y",10,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N",256,253,98.8,252,"*","*",82,32.5,"*","*",47,18.7,"*","*"
"Columbia School District","=""0300011""","Y",40,34,85.0,34,26,76.5,"*","*","*","*",0,0.0,"*","*"
"Common Ground High School District","=""2680013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","N",2339,2251,96.2,2251,1346,59.8,686,30.5,"*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Y",183,177,96.7,177,161,91.0,"*","*","*","*",0,0.0,"*","*"
"Cooperative Educational Services","=""2430014""","N",217,215,99.1,215,36,16.7,82,38.1,"*","*","*","*",97,45.1
"Cooperative Educational Services","=""2430014""","Y",141,140,99.3,140,105,75.0,29,20.7,"*","*","*","*",6,4.3
"Cornwall School District","=""0310011""","N",54,50,92.6,50,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","N",780,745,95.5,745,"*","*",261,35.0,232,31.1,"*","*","*","*"
"Coventry School District","=""0320011""","Y",102,92,90.2,92,62,67.4,20,21.7,"*","*","*","*",10,10.9
"Cromwell School District","=""0330011""","N",963,960,99.7,960,"*","*",299,31.1,281,29.3,"*","*","*","*"
"Cromwell School District","=""0330011""","Y",107,106,99.1,106,80,75.5,19,17.9,"*","*","*","*",7,6.6
"Danbury School District","=""0340011""","N",4987,4303,86.3,4294,1388,32.3,1529,35.6,957,22.3,420,9.8,1377,32.1
"Danbury School District","=""0340011""","Y",620,545,87.9,545,426,78.2,87,16.0,22,4.0,10,1.8,32,5.9
"Darien School District","=""0350011""","N",2285,2212,96.8,2198,86,3.9,313,14.2,724,32.9,1075,48.9,1799,81.8
"Darien School District","=""0350011""","Y",338,316,93.5,315,100,31.7,105,33.3,62,19.7,48,15.2,110,34.9
"Deep River School District","=""0360011""","N",170,170,100.0,170,19,11.2,46,27.1,"*","*","*","*",105,61.8
"Deep River School District","=""0360011""","Y",29,29,100.0,29,16,55.2,7,24.1,"*","*","*","*",6,20.7
"Derby School District","=""0370011""","N",683,672,98.4,671,258,38.5,238,35.5,"*","*","*","*","*","*"
"Derby School District","=""0370011""","Y",95,92,96.8,92,76,82.6,"*","*","*","*",0,0.0,"*","*"
"East Granby School District","=""0400011""","N",414,412,99.5,412,38,9.2,106,25.7,"*","*","*","*","*","*"
"East Granby School District","=""0400011""","Y",55,54,98.2,54,31,57.4,18,33.3,"*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",516,505,97.9,505,"*","*",152,30.1,156,30.9,"*","*","*","*"
"East Haddam School District","=""0410011""","Y",85,77,90.6,77,43,55.8,22,28.6,"*","*","*","*",12,15.6
"East Hampton School District","=""0420011""","N",931,899,96.6,899,"*","*",320,35.6,282,31.4,"*","*","*","*"
"East Hampton School District","=""0420011""","Y",89,88,98.9,88,57,64.8,19,21.6,"*","*","*","*",12,13.6
"East Hartford School District","=""0430011""","N",2914,2881,98.9,2879,1391,48.3,929,32.3,429,14.9,130,4.5,559,19.4
"East Hartford School District","=""0430011""","Y",537,510,95.0,508,455,89.6,46,9.1,7,1.4,0,0.0,7,1.4
"East Haven School District","=""0440011""","N",1373,1359,99.0,1358,524,38.6,477,35.1,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Y",198,191,96.5,191,162,84.8,"*","*","*","*",0,0.0,"*","*"
"East Lyme School District","=""0450011""","N",1286,1269,98.7,1269,"*","*",305,24.0,403,31.8,"*","*","*","*"
"East Lyme School District","=""0450011""","Y",181,165,91.2,165,89,53.9,48,29.1,"*","*","*","*",28,17.0
"East Windsor School District","=""0470011""","N",448,446,99.6,444,119,26.8,169,38.1,"*","*","*","*",156,35.1
"East Windsor School District","=""0470011""","Y",91,91,100.0,91,71,78.0,14,15.4,"*","*","*","*",6,6.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",59,45,76.3,45,36,80.0,"*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",57,50,87.7,48,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","N",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",577,572,99.1,572,"*","*",157,27.4,192,33.6,"*","*","*","*"
"Easton School District","=""0460011""","Y",58,56,96.6,55,30,54.5,16,29.1,"*","*","*","*",9,16.4
"Education Connection","=""2420014""","Y",13,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",1303,1286,98.7,1267,"*","*",325,25.7,433,34.2,"*","*","*","*"
"Ellington School District","=""0480011""","Y",152,149,98.0,148,88,59.5,45,30.4,"*","*","*","*",15,10.1
"Elm City College Preparatory School District","=""2890013""","N",339,339,100.0,339,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","N",2241,2217,98.9,2212,"*","*",872,39.4,619,28.0,"*","*","*","*"
"Enfield School District","=""0490011""","Y",343,325,94.8,325,228,70.2,74,22.8,"*","*","*","*",23,7.1
"Essex School District","=""0500011""","N",229,224,97.8,224,18,8.0,68,30.4,"*","*","*","*","*","*"
"Essex School District","=""0500011""","Y",38,36,94.7,36,18,50.0,14,38.9,"*","*","*","*","*","*"
"Explorations District","=""2720013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","N",5009,4866,97.1,4864,443,9.1,1272,26.2,1713,35.2,1436,29.5,3149,64.7
"Fairfield School District","=""0510011""","Y",575,536,93.2,536,302,56.3,153,28.5,53,9.9,28,5.2,81,15.1
"Farmington School District","=""0520011""","N",1941,1886,97.2,1883,155,8.2,434,23.0,558,29.6,736,39.1,1294,68.7
"Farmington School District","=""0520011""","Y",232,218,94.0,217,118,54.4,53,24.4,33,15.2,13,6.0,46,21.2
"Franklin School District","=""0530011""","N",95,92,96.8,92,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","N",3111,3082,99.1,3082,200,6.5,644,20.9,980,31.8,1258,40.8,2238,72.6
"Glastonbury School District","=""0540011""","Y",331,325,98.2,325,190,58.5,91,28.0,29,8.9,15,4.6,44,13.5
"Granby School District","=""0560011""","N",977,907,92.8,906,"*","*",238,26.3,329,36.3,"*","*","*","*"
"Granby School District","=""0560011""","Y",109,102,93.6,102,49,48.0,36,35.3,"*","*","*","*",17,16.7
"Great Oaks Charter School District","=""2940013""","N",98,97,99.0,97,"*","*","*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","N",4130,4117,99.7,4116,398,9.7,872,21.2,1192,29.0,1654,40.2,2846,69.1
"Greenwich School District","=""0570011""","Y",474,464,97.9,463,271,58.5,118,25.5,50,10.8,24,5.2,74,16.0
"Griswold School District","=""0580011""","N",822,815,99.1,815,"*","*",283,34.7,233,28.6,"*","*","*","*"
"Griswold School District","=""0580011""","Y",125,116,92.8,116,92,79.3,16,13.8,"*","*","*","*",8,6.9
"Groton School District","=""0590011""","N",1907,1762,92.4,1761,"*","*",598,34.0,472,26.8,"*","*","*","*"
"Groton School District","=""0590011""","Y",319,297,93.1,297,204,68.7,68,22.9,"*","*","*","*",25,8.4
"Guilford School District","=""0600011""","N",1661,1655,99.6,1655,106,6.4,394,23.8,542,32.7,613,37.0,1155,69.8
"Guilford School District","=""0600011""","Y",209,205,98.1,205,102,49.8,72,35.1,20,9.8,11,5.4,31,15.1
"Hamden School District","=""0620011""","N",2445,2359,96.5,2356,687,29.2,711,30.2,568,24.1,390,16.6,958,40.7
"Hamden School District","=""0620011""","Y",398,357,89.7,356,283,79.5,52,14.6,14,3.9,7,2.0,21,5.9
"Hampton School District","=""0630011""","N",40,37,92.5,37,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","N",8906,8447,94.8,8436,4759,56.4,2317,27.5,932,11.0,428,5.1,1360,16.1
"Hartford School District","=""0640011""","Y",1670,1487,89.0,1475,1319,89.4,129,8.7,18,1.2,9,0.6,27,1.8
"Hartland School District","=""0650011""","N",113,113,100.0,113,21,18.6,37,32.7,"*","*","*","*","*","*"
"Hartland School District","=""0650011""","Y",24,22,91.7,22,12,54.5,"*","*","*","*",0,0.0,"*","*"
"Hebron School District","=""0670011""","N",430,429,99.8,429,41,9.6,155,36.1,"*","*","*","*",233,54.3
"Hebron School District","=""0670011""","Y",63,63,100.0,63,43,68.3,12,19.0,"*","*","*","*",8,12.7
"Highville Charter School District","=""2860013""","N",198,198,100.0,198,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",180,180,100.0,177,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","N",217,216,99.5,215,106,49.3,"*","*","*","*",8,3.7,"*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Y",36,36,100.0,36,33,91.7,"*","*","*","*",0,0.0,"*","*"
"Jumoke Academy District","=""2610013""","N",390,389,99.7,389,159,40.9,"*","*","*","*",13,3.3,"*","*"
"Jumoke Academy District","=""2610013""","Y",37,36,97.3,36,32,88.9,"*","*","*","*",0,0.0,"*","*"
"Kent School District","=""0680011""","N",148,146,98.6,146,"*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",1080,1061,98.2,1060,300,28.3,429,40.5,261,24.6,70,6.6,331,31.2
"Killingly School District","=""0690011""","Y",137,134,97.8,134,101,75.4,25,18.7,8,6.0,0,0.0,8,6.0
"Learn","=""2450014""","N",493,484,98.2,482,165,34.2,170,35.3,"*","*","*","*",147,30.5
"Learn","=""2450014""","Y",89,86,96.6,86,60,69.8,19,22.1,"*","*","*","*",7,8.1
"Lebanon School District","=""0710011""","N",482,463,96.1,463,"*","*",146,31.5,144,31.1,"*","*","*","*"
"Lebanon School District","=""0710011""","Y",95,88,92.6,88,48,54.5,32,36.4,"*","*","*","*",8,9.1
"Ledyard School District","=""0720011""","N",1105,1092,98.8,1091,"*","*",372,34.1,307,28.1,"*","*","*","*"
"Ledyard School District","=""0720011""","Y",164,152,92.7,150,96,64.0,37,24.7,"*","*","*","*",17,11.3
"Lisbon School District","=""0730011""","N",232,229,98.7,229,59,25.8,"*","*",47,20.5,"*","*","*","*"
"Lisbon School District","=""0730011""","Y",26,26,100.0,26,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Litchfield School District","=""0740011""","N",499,491,98.4,491,"*","*",116,23.6,161,32.8,"*","*","*","*"
"Litchfield School District","=""0740011""","Y",66,66,100.0,66,34,51.5,"*","*",16,24.2,"*","*","*","*"
"Madison School District","=""0760011""","N",1514,1164,76.9,1163,98,8.4,306,26.3,393,33.8,366,31.5,759,65.3
"Madison School District","=""0760011""","Y",201,161,80.1,161,70,43.5,58,36.0,22,13.7,11,6.8,33,20.5
"Manchester School District","=""0770011""","N",2658,2462,92.6,2459,872,35.5,816,33.2,521,21.2,250,10.2,771,31.4
"Manchester School District","=""0770011""","Y",384,342,89.1,340,294,86.5,40,11.8,6,1.8,0,0.0,6,1.8
"Mansfield School District","=""0780011""","N",676,630,93.2,628,22,3.5,129,20.5,171,27.2,306,48.7,477,76.0
"Mansfield School District","=""0780011""","Y",108,105,97.2,105,48,45.7,36,34.3,12,11.4,9,8.6,21,20.0
"Marlborough School District","=""0790011""","N",338,337,99.7,337,"*","*",78,23.1,"*","*",121,35.9,"*","*"
"Marlborough School District","=""0790011""","Y",29,29,100.0,29,17,58.6,"*","*","*","*",0,0.0,"*","*"
"Meriden School District","=""0800011""","N",3249,3184,98.0,3181,1488,46.8,1034,32.5,"*","*","*","*",659,20.7
"Meriden School District","=""0800011""","Y",604,572,94.7,568,500,88.0,53,9.3,"*","*","*","*",15,2.6
"Middletown School District","=""0830011""","N",2167,2157,99.5,2157,660,30.6,699,32.4,"*","*","*","*",798,37.0
"Middletown School District","=""0830011""","Y",278,265,95.3,264,229,86.7,27,10.2,"*","*","*","*",8,3.0
"Milford School District","=""0840011""","N",2945,2868,97.4,2865,"*","*",967,33.8,835,29.1,"*","*","*","*"
"Milford School District","=""0840011""","Y",370,356,96.2,356,247,69.4,81,22.8,"*","*","*","*",28,7.9
"Monroe School District","=""0850011""","N",1550,1528,98.6,1528,140,9.2,402,26.3,539,35.3,447,29.3,986,64.5
"Monroe School District","=""0850011""","Y",188,184,97.9,183,110,60.1,38,20.8,22,12.0,13,7.1,35,19.1
"Montville School District","=""0860011""","N",1097,1083,98.7,1083,235,21.7,415,38.3,277,25.6,156,14.4,433,40.0
"Montville School District","=""0860011""","Y",142,140,98.6,140,112,80.0,21,15.0,7,5.0,0,0.0,7,5.0
"Naugatuck School District","=""0880011""","N",1919,1894,98.7,1892,568,30.0,694,36.7,"*","*","*","*",630,33.3
"Naugatuck School District","=""0880011""","Y",346,332,96.0,332,263,79.2,51,15.4,"*","*","*","*",18,5.4
"New Beginnings Inc., Family Academy District","=""2800013""","N",218,218,100.0,218,88,40.4,"*","*",39,17.9,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Y",24,24,100.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","N",4089,4051,99.1,4048,2275,56.2,1101,27.2,"*","*","*","*",672,16.6
"New Britain School District","=""0890011""","Y",732,698,95.4,695,653,94.0,34,4.9,"*","*","*","*",8,1.2
"New Canaan School District","=""0900011""","N",2043,1999,97.8,1999,79,4.0,342,17.1,590,29.5,988,49.4,1578,78.9
"New Canaan School District","=""0900011""","Y",206,197,95.6,197,84,42.6,64,32.5,38,19.3,11,5.6,49,24.9
"New Fairfield School District","=""0910011""","N",1261,1085,86.0,1083,"*","*",354,32.7,308,28.4,"*","*","*","*"
"New Fairfield School District","=""0910011""","Y",120,94,78.3,94,66,70.2,16,17.0,"*","*","*","*",12,12.8
"New Hartford School District","=""0920011""","N",268,253,94.4,253,"*","*",73,28.9,"*","*",53,20.9,"*","*"
"New Hartford School District","=""0920011""","Y",37,35,94.6,35,19,54.3,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","N",8790,8295,94.4,8274,4590,55.5,2436,29.4,"*","*","*","*",1248,15.1
"New Haven School District","=""0930011""","Y",1271,1202,94.6,1197,1085,90.6,92,7.7,"*","*","*","*",20,1.7
"New London School District","=""0950011""","N",1321,1307,98.9,1300,605,46.5,421,32.4,"*","*","*","*",274,21.1
"New London School District","=""0950011""","Y",270,255,94.4,253,213,84.2,30,11.9,"*","*","*","*",10,4.0
"New Milford School District","=""0960011""","N",2014,1877,93.2,1870,369,19.7,682,36.5,531,28.4,288,15.4,819,43.8
"New Milford School District","=""0960011""","Y",287,256,89.2,250,173,69.2,49,19.6,20,8.0,8,3.2,28,11.2
"Newington School District","=""0940011""","N",1962,1934,98.6,1929,"*","*",614,31.8,591,30.6,"*","*","*","*"
"Newington School District","=""0940011""","Y",239,228,95.4,228,145,63.6,60,26.3,"*","*","*","*",23,10.1
"Newtown School District","=""0970011""","N",2379,2237,94.0,2237,233,10.4,594,26.6,739,33.0,671,30.0,1410,63.0
"Newtown School District","=""0970011""","Y",218,199,91.3,198,98,49.5,58,29.3,25,12.6,17,8.6,42,21.2
"Norfolk School District","=""0980011""","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","N",927,897,96.8,896,"*","*",317,35.4,237,26.5,"*","*","*","*"
"North Branford School District","=""0990011""","Y",150,143,95.3,143,113,79.0,23,16.1,"*","*","*","*",7,4.9
"North Canaan School District","=""1000011""","N",143,137,95.8,137,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N",1560,1273,81.6,1272,"*","*",482,37.9,353,27.8,"*","*","*","*"
"North Haven School District","=""1010011""","Y",184,154,83.7,154,96,62.3,44,28.6,"*","*","*","*",14,9.1
"North Stonington School District","=""1020011""","N",349,344,98.6,344,47,13.7,93,27.0,"*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Y",32,30,93.8,30,18,60.0,7,23.3,"*","*","*","*","*","*"
"Norwalk School District","=""1030011""","N",5082,5020,98.8,5015,1847,36.8,1578,31.5,1036,20.7,554,11.0,1590,31.7
"Norwalk School District","=""1030011""","Y",657,619,94.2,618,503,81.4,90,14.6,19,3.1,6,1.0,25,4.0
"Norwich Free Academy District","=""9010022""","N",495,450,90.9,447,210,47.0,"*","*",81,18.1,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Y",54,44,81.5,43,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Norwich School District","=""1040011""","N",1894,1868,98.6,1865,864,46.3,644,34.5,"*","*","*","*",357,19.1
"Norwich School District","=""1040011""","Y",357,340,95.2,339,297,87.6,34,10.0,"*","*","*","*",8,2.4
"Odyssey Community School District","=""2630013""","N",193,189,97.9,189,39,20.6,"*","*",49,25.9,"*","*","*","*"
"Odyssey Community School District","=""2630013""","Y",21,21,100.0,21,16,76.2,"*","*",0,0.0,"*","*","*","*"
"Old Saybrook School District","=""1060011""","N",655,637,97.3,637,81,12.7,204,32.0,"*","*","*","*",352,55.3
"Old Saybrook School District","=""1060011""","Y",97,95,97.9,91,55,60.4,27,29.7,"*","*","*","*",9,9.9
"Orange School District","=""1070011""","N",647,640,98.9,640,"*","*",173,27.0,222,34.7,"*","*","*","*"
"Orange School District","=""1070011""","Y",63,60,95.2,59,26,44.1,25,42.4,"*","*","*","*",8,13.6
"Oxford School District","=""1080011""","N",984,967,98.3,967,159,16.4,336,34.7,317,32.8,155,16.0,472,48.8
"Oxford School District","=""1080011""","Y",142,135,95.1,135,90,66.7,29,21.5,10,7.4,6,4.4,16,11.9
"Park City Prep Charter School District","=""2830013""","N",323,322,99.7,322,159,49.4,"*","*",33,10.2,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Y",23,22,95.7,22,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","N",1099,1074,97.7,1073,343,32.0,422,39.3,243,22.6,65,6.1,308,28.7
"Plainfield School District","=""1090011""","Y",136,122,89.7,122,94,77.0,21,17.2,7,5.7,0,0.0,7,5.7
"Plainville School District","=""1100011""","N",1109,1105,99.6,1105,"*","*",366,33.1,305,27.6,"*","*","*","*"
"Plainville School District","=""1100011""","Y",146,142,97.3,142,111,78.2,21,14.8,"*","*","*","*",10,7.0
"Plymouth School District","=""1110011""","N",684,666,97.4,663,180,27.1,213,32.1,"*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Y",113,106,93.8,106,82,77.4,"*","*","*","*",0,0.0,"*","*"
"Pomfret School District","=""1120011""","N",262,262,100.0,259,20,7.7,67,25.9,"*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Y",31,31,100.0,30,13,43.3,13,43.3,"*","*","*","*","*","*"
"Portland School District","=""1130011""","N",661,625,94.6,625,"*","*",165,26.4,"*","*",189,30.2,"*","*"
