"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, Special Education Status (SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bethel School District","=""0090011""","ELA","N",1197,1191,99.5,1191,96,8.1,194,16.3,452,38.0,449,37.7,901,75.7
"Bethel School District","=""0090011""","ELA","Y",132,129,97.7,129,53,41.1,31,24.0,36,27.9,9,7.0,45,34.9
"Bethel School District","=""0090011""","Math","N",1197,1189,99.3,1189,122,10.3,362,30.4,371,31.2,334,28.1,705,59.3
"Bethel School District","=""0090011""","Math","Y",132,129,97.7,129,63,48.8,40,31.0,20,15.5,6,4.7,26,20.2
"Bloomfield School District","=""0110011""","ELA","N",662,659,99.5,659,"*","*",173,26.3,248,37.6,"*","*","*","*"
"Bloomfield School District","=""0110011""","ELA","Y",105,105,100.0,105,70,66.7,22,21.0,"*","*","*","*",13,12.4
"Bloomfield School District","=""0110011""","Math","N",662,659,99.5,659,196,29.7,270,41.0,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Math","Y",105,104,99.0,104,93,89.4,"*","*","*","*",0,0.0,"*","*"
"Bolton School District","=""0120011""","ELA","N",314,306,97.5,306,"*","*",30,9.8,119,38.9,"*","*","*","*"
"Bolton School District","=""0120011""","ELA","Y",42,41,97.6,41,20,48.8,"*","*",10,24.4,"*","*","*","*"
"Bolton School District","=""0120011""","Math","N",314,306,97.5,306,"*","*",70,22.9,103,33.7,"*","*","*","*"
"Bolton School District","=""0120011""","Math","Y",42,41,97.6,40,24,60.0,7,17.5,"*","*","*","*",9,22.5
"Bozrah School District","=""0130011""","ELA","N",113,113,100.0,113,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","ELA","Y",21,20,95.2,19,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Math","N",113,113,100.0,113,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Math","Y",21,20,95.2,19,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","ELA","N",1198,1185,98.9,1182,"*","*",254,21.5,427,36.1,"*","*","*","*"
"Branford School District","=""0140011""","ELA","Y",157,156,99.4,152,77,50.7,49,32.2,"*","*","*","*",26,17.1
"Branford School District","=""0140011""","Math","N",1196,1181,98.7,1180,169,14.3,323,27.4,352,29.8,336,28.5,688,58.3
"Branford School District","=""0140011""","Math","Y",157,156,99.4,152,106,69.7,25,16.4,15,9.9,6,3.9,21,13.8
"Brass City Charter School District","=""2900013""","ELA","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","ELA","N",494,494,100.0,494,109,22.1,139,28.1,"*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","ELA","Y",47,46,97.9,46,32,69.6,"*","*","*","*",0,0.0,"*","*"
"Bridgeport Achievement First District","=""2850013""","Math","N",494,494,100.0,494,136,27.5,136,27.5,"*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Math","Y",47,46,97.9,46,31,67.4,10,21.7,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","ELA","N",8111,8086,99.7,8079,3922,48.5,2099,26.0,1543,19.1,515,6.4,2058,25.5
"Bridgeport School District","=""0150011""","ELA","Y",1262,1236,97.9,1234,1072,86.9,125,10.1,31,2.5,6,0.5,37,3.0
"Bridgeport School District","=""0150011""","Math","N",8107,8072,99.6,8069,5031,62.3,2136,26.5,"*","*","*","*",902,11.2
"Bridgeport School District","=""0150011""","Math","Y",1262,1230,97.5,1230,1135,92.3,81,6.6,"*","*","*","*",14,1.1
"Bristol School District","=""0170011""","ELA","N",2944,2938,99.8,2938,421,14.3,716,24.4,1100,37.4,701,23.9,1801,61.3
"Bristol School District","=""0170011""","ELA","Y",605,597,98.7,597,383,64.2,119,19.9,77,12.9,18,3.0,95,15.9
"Bristol School District","=""0170011""","Math","N",2945,2939,99.8,2939,585,19.9,1035,35.2,813,27.7,506,17.2,1319,44.9
"Bristol School District","=""0170011""","Math","Y",606,594,98.0,594,432,72.7,121,20.4,33,5.6,8,1.3,41,6.9
"Brookfield School District","=""0180011""","ELA","N",1102,1057,95.9,1057,66,6.2,203,19.2,394,37.3,394,37.3,788,74.6
"Brookfield School District","=""0180011""","ELA","Y",165,138,83.6,138,68,49.3,39,28.3,21,15.2,10,7.2,31,22.5
"Brookfield School District","=""0180011""","Math","N",1102,1053,95.6,1053,74,7.0,271,25.7,386,36.7,322,30.6,708,67.2
"Brookfield School District","=""0180011""","Math","Y",165,137,83.0,137,61,44.5,48,35.0,19,13.9,9,6.6,28,20.4
"Brooklyn School District","=""0190011""","ELA","N",473,471,99.6,471,37,7.9,82,17.4,"*","*","*","*",352,74.7
"Brooklyn School District","=""0190011""","ELA","Y",48,45,93.8,45,24,53.3,15,33.3,"*","*","*","*",6,13.3
"Brooklyn School District","=""0190011""","Math","N",473,471,99.6,471,77,16.3,197,41.8,"*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Math","Y",48,44,91.7,44,28,63.6,12,27.3,"*","*","*","*","*","*"
"Canaan School District","=""0210011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","ELA","N",279,277,99.3,277,39,14.1,77,27.8,"*","*","*","*",161,58.1
"Canterbury School District","=""0220011""","ELA","Y",29,26,89.7,26,11,42.3,9,34.6,"*","*","*","*",6,23.1
"Canterbury School District","=""0220011""","Math","N",279,277,99.3,277,54,19.5,"*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Math","Y",29,26,89.7,26,16,61.5,"*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","ELA","N",711,704,99.0,704,"*","*",110,15.6,266,37.8,"*","*","*","*"
"Canton School District","=""0230011""","ELA","Y",82,81,98.8,81,41,50.6,25,30.9,"*","*","*","*",15,18.5
"Canton School District","=""0230011""","Math","N",711,704,99.0,704,41,5.8,146,20.7,"*","*","*","*",517,73.4
"Canton School District","=""0230011""","Math","Y",82,81,98.8,81,52,64.2,23,28.4,"*","*","*","*",6,7.4
"Capital Preparatory Harbor School Inc. District","=""2970013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Math","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","ELA","N",2654,2626,98.9,2625,526,20.0,634,24.2,903,34.4,562,21.4,1465,55.8
"Capitol Region Education Council","=""2410014""","ELA","Y",465,439,94.4,439,299,68.1,86,19.6,46,10.5,8,1.8,54,12.3
"Capitol Region Education Council","=""2410014""","Math","N",2652,2615,98.6,2615,765,29.3,900,34.4,530,20.3,420,16.1,950,36.3
"Capitol Region Education Council","=""2410014""","Math","Y",464,423,91.2,423,318,75.2,73,17.3,21,5.0,11,2.6,32,7.6
"Chaplin School District","=""0240011""","ELA","N",63,62,98.4,62,"*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Math","N",63,62,98.4,62,"*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Math","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","ELA","N",1867,1852,99.2,1852,70,3.8,241,13.0,683,36.9,858,46.3,1541,83.2
"Cheshire School District","=""0250011""","ELA","Y",186,183,98.4,183,66,36.1,62,33.9,39,21.3,16,8.7,55,30.1
"Cheshire School District","=""0250011""","Math","N",1867,1850,99.1,1850,137,7.4,433,23.4,582,31.5,698,37.7,1280,69.2
"Cheshire School District","=""0250011""","Math","Y",186,183,98.4,183,87,47.5,59,32.2,21,11.5,16,8.7,37,20.2
"Chester School District","=""0260011""","ELA","N",110,109,99.1,109,"*","*","*","*",39,35.8,"*","*","*","*"
"Chester School District","=""0260011""","ELA","Y",21,21,100.0,21,"*","*","*","*",7,33.3,"*","*","*","*"
"Chester School District","=""0260011""","Math","N",110,109,99.1,109,"*","*",24,22.0,"*","*","*","*","*","*"
"Chester School District","=""0260011""","Math","Y",21,21,100.0,21,"*","*",9,42.9,"*","*","*","*","*","*"
"Clinton School District","=""0270011""","ELA","N",782,771,98.6,768,"*","*",139,18.1,294,38.3,"*","*","*","*"
"Clinton School District","=""0270011""","ELA","Y",118,117,99.2,117,55,47.0,38,32.5,"*","*","*","*",24,20.5
"Clinton School District","=""0270011""","Math","N",783,772,98.6,772,61,7.9,232,30.1,265,34.3,214,27.7,479,62.0
"Clinton School District","=""0270011""","Math","Y",119,118,99.2,118,74,62.7,30,25.4,8,6.8,6,5.1,14,11.9
"Colchester School District","=""0280011""","ELA","N",986,983,99.7,983,57,5.8,159,16.2,386,39.3,381,38.8,767,78.0
"Colchester School District","=""0280011""","ELA","Y",150,147,98.0,147,48,32.7,47,32.0,45,30.6,7,4.8,52,35.4
"Colchester School District","=""0280011""","Math","N",984,981,99.7,981,"*","*",282,28.7,341,34.8,"*","*","*","*"
"Colchester School District","=""0280011""","Math","Y",150,147,98.0,147,73,49.7,51,34.7,"*","*","*","*",23,15.6
"Colebrook School District","=""0290011""","ELA","N",36,35,97.2,35,0,0.0,"*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","ELA","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Math","N",36,35,97.2,35,0,0.0,"*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Math","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","ELA","N",249,244,98.0,244,"*","*",54,22.1,101,41.4,"*","*","*","*"
"Columbia School District","=""0300011""","ELA","Y",38,35,92.1,35,20,57.1,"*","*",7,20.0,"*","*","*","*"
"Columbia School District","=""0300011""","Math","N",249,244,98.0,244,27,11.1,80,32.8,"*","*","*","*","*","*"
"Columbia School District","=""0300011""","Math","Y",38,35,92.1,35,25,71.4,7,20.0,"*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","ELA","N",224,220,98.2,220,34,15.5,56,25.5,78,35.5,52,23.6,130,59.1
"Cooperative Educational Services","=""2430014""","ELA","Y",118,116,98.3,116,71,61.2,22,19.0,15,12.9,8,6.9,23,19.8
"Cooperative Educational Services","=""2430014""","Math","N",224,221,98.7,221,35,15.8,80,36.2,69,31.2,37,16.7,106,48.0
"Cooperative Educational Services","=""2430014""","Math","Y",118,116,98.3,116,88,75.9,22,19.0,6,5.2,0,0.0,6,5.2
"Cornwall School District","=""0310011""","ELA","N",53,51,96.2,51,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","ELA","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Math","N",53,51,96.2,51,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Math","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","ELA","N",666,659,98.9,659,"*","*",104,15.8,270,41.0,"*","*","*","*"
"Coventry School District","=""0320011""","ELA","Y",87,85,97.7,85,38,44.7,25,29.4,"*","*","*","*",22,25.9
"Coventry School District","=""0320011""","Math","N",666,659,98.9,659,53,8.0,201,30.5,"*","*","*","*",405,61.5
"Coventry School District","=""0320011""","Math","Y",87,85,97.7,85,51,60.0,28,32.9,"*","*","*","*",6,7.1
"Cromwell School District","=""0330011""","ELA","N",833,832,99.9,832,"*","*",176,21.2,311,37.4,"*","*","*","*"
"Cromwell School District","=""0330011""","ELA","Y",90,88,97.8,88,49,55.7,22,25.0,"*","*","*","*",17,19.3
"Cromwell School District","=""0330011""","Math","N",833,832,99.9,832,138,16.6,276,33.2,"*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Math","Y",90,88,97.8,87,62,71.3,20,23.0,"*","*","*","*","*","*"
"Danbury School District","=""0340011""","ELA","N",4523,4491,99.3,4488,906,20.2,1280,28.5,1499,33.4,803,17.9,2302,51.3
"Danbury School District","=""0340011""","ELA","Y",555,545,98.2,545,358,65.7,123,22.6,55,10.1,9,1.7,64,11.7
"Danbury School District","=""0340011""","Math","N",4522,4479,99.0,4477,1195,26.7,1607,35.9,1092,24.4,583,13.0,1675,37.4
"Danbury School District","=""0340011""","Math","Y",555,540,97.3,540,398,73.7,100,18.5,29,5.4,13,2.4,42,7.8
"Darien School District","=""0350011""","ELA","N",1967,1958,99.5,1958,27,1.4,130,6.6,624,31.9,1177,60.1,1801,92.0
"Darien School District","=""0350011""","ELA","Y",315,297,94.3,297,48,16.2,90,30.3,95,32.0,64,21.5,159,53.5
"Darien School District","=""0350011""","Math","N",1967,1958,99.5,1958,28,1.4,216,11.0,532,27.2,1182,60.4,1714,87.5
"Darien School District","=""0350011""","Math","Y",315,296,94.0,296,63,21.3,105,35.5,68,23.0,60,20.3,128,43.2
"Deep River School District","=""0360011""","ELA","N",169,168,99.4,168,12,7.1,37,22.0,"*","*","*","*",119,70.8
"Deep River School District","=""0360011""","ELA","Y",31,31,100.0,31,14,45.2,11,35.5,"*","*","*","*",6,19.4
"Deep River School District","=""0360011""","Math","N",169,168,99.4,168,8,4.8,61,36.3,"*","*","*","*","*","*"
"Deep River School District","=""0360011""","Math","Y",31,31,100.0,31,14,45.2,13,41.9,"*","*","*","*","*","*"
"Derby School District","=""0370011""","ELA","N",580,580,100.0,580,160,27.6,"*","*",186,32.1,"*","*","*","*"
"Derby School District","=""0370011""","ELA","Y",100,98,98.0,98,78,79.6,12,12.2,"*","*","*","*",8,8.2
"Derby School District","=""0370011""","Math","N",579,576,99.5,576,226,39.2,204,35.4,"*","*","*","*","*","*"
"Derby School District","=""0370011""","Math","Y",100,97,97.0,97,77,79.4,15,15.5,"*","*","*","*","*","*"
"East Granby School District","=""0400011""","ELA","N",346,346,100.0,346,"*","*",58,16.8,132,38.2,"*","*","*","*"
"East Granby School District","=""0400011""","ELA","Y",50,49,98.0,49,24,49.0,"*","*",12,24.5,"*","*","*","*"
"East Granby School District","=""0400011""","Math","N",346,346,100.0,346,"*","*",69,19.9,112,32.4,"*","*","*","*"
"East Granby School District","=""0400011""","Math","Y",50,49,98.0,49,23,46.9,16,32.7,"*","*","*","*",10,20.4
"East Haddam School District","=""0410011""","ELA","N",435,419,96.3,419,33,7.9,83,19.8,147,35.1,156,37.2,303,72.3
"East Haddam School District","=""0410011""","ELA","Y",64,60,93.8,60,30,50.0,16,26.7,8,13.3,6,10.0,14,23.3
"East Haddam School District","=""0410011""","Math","N",434,418,96.3,418,78,18.7,113,27.0,"*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Math","Y",64,59,92.2,59,34,57.6,20,33.9,"*","*","*","*","*","*"
"East Hampton School District","=""0420011""","ELA","N",805,757,94.0,757,"*","*",182,24.0,277,36.6,"*","*","*","*"
"East Hampton School District","=""0420011""","ELA","Y",80,74,92.5,74,41,55.4,23,31.1,"*","*","*","*",10,13.5
"East Hampton School District","=""0420011""","Math","N",805,756,93.9,756,128,16.9,267,35.3,"*","*","*","*",361,47.8
"East Hampton School District","=""0420011""","Math","Y",80,74,92.5,74,47,63.5,21,28.4,"*","*","*","*",6,8.1
"East Hartford School District","=""0430011""","ELA","N",2435,2426,99.6,2423,834,34.4,689,28.4,"*","*","*","*",900,37.1
"East Hartford School District","=""0430011""","ELA","Y",486,480,98.8,472,391,82.8,59,12.5,"*","*","*","*",22,4.7
"East Hartford School District","=""0430011""","Math","N",2431,2412,99.2,2409,1144,47.5,785,32.6,"*","*","*","*",480,19.9
"East Hartford School District","=""0430011""","Math","Y",481,471,97.9,464,426,91.8,31,6.7,"*","*","*","*",7,1.5
"East Haven School District","=""0440011""","ELA","N",1165,1157,99.3,1157,226,19.5,324,28.0,396,34.2,211,18.2,607,52.5
"East Haven School District","=""0440011""","ELA","Y",154,154,100.0,154,103,66.9,40,26.0,11,7.1,0,0.0,11,7.1
"East Haven School District","=""0440011""","Math","N",1165,1153,99.0,1152,340,29.5,417,36.2,"*","*","*","*",395,34.3
"East Haven School District","=""0440011""","Math","Y",154,154,100.0,154,129,83.8,18,11.7,"*","*","*","*",7,4.5
"East Lyme School District","=""0450011""","ELA","N",1047,1028,98.2,1028,58,5.6,157,15.3,369,35.9,444,43.2,813,79.1
"East Lyme School District","=""0450011""","ELA","Y",151,141,93.4,141,58,41.1,41,29.1,27,19.1,15,10.6,42,29.8
"East Lyme School District","=""0450011""","Math","N",1046,1026,98.1,1026,65,6.3,237,23.1,300,29.2,424,41.3,724,70.6
"East Lyme School District","=""0450011""","Math","Y",151,140,92.7,139,68,48.9,38,27.3,26,18.7,7,5.0,33,23.7
"East Windsor School District","=""0470011""","ELA","N",396,392,99.0,391,63,16.1,112,28.6,"*","*","*","*",216,55.2
"East Windsor School District","=""0470011""","ELA","Y",70,68,97.1,68,41,60.3,19,27.9,"*","*","*","*",8,11.8
"East Windsor School District","=""0470011""","Math","N",396,391,98.7,391,108,27.6,142,36.3,"*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Math","Y",70,68,97.1,68,51,75.0,14,20.6,"*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","Y",45,43,95.6,43,41,95.3,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","Y",45,41,91.1,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","ELA","N",65,65,100.0,65,"*","*",12,18.5,"*","*","*","*","*","*"
"Eastford School District","=""0390011""","ELA","Y",21,21,100.0,21,"*","*",10,47.6,"*","*","*","*","*","*"
"Eastford School District","=""0390011""","Math","N",65,65,100.0,65,"*","*",21,32.3,"*","*",20,30.8,"*","*"
"Eastford School District","=""0390011""","Math","Y",21,21,100.0,21,"*","*",8,38.1,"*","*",0,0.0,"*","*"
"Easton School District","=""0460011""","ELA","N",567,555,97.9,555,13,2.3,57,10.3,189,34.1,296,53.3,485,87.4
"Easton School District","=""0460011""","ELA","Y",65,62,95.4,62,17,27.4,18,29.0,21,33.9,6,9.7,27,43.5
"Easton School District","=""0460011""","Math","N",567,550,97.0,550,14,2.5,85,15.5,172,31.3,279,50.7,451,82.0
"Easton School District","=""0460011""","Math","Y",65,59,90.8,59,25,42.4,19,32.2,9,15.3,6,10.2,15,25.4
"Education Connection","=""2420014""","ELA","Y",7,7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","Y",7,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","N",1120,1113,99.4,1113,41,3.7,180,16.2,371,33.3,521,46.8,892,80.1
"Ellington School District","=""0480011""","ELA","Y",142,140,98.6,140,54,38.6,54,38.6,22,15.7,10,7.1,32,22.9
"Ellington School District","=""0480011""","Math","N",1120,1113,99.4,1113,66,5.9,255,22.9,407,36.6,385,34.6,792,71.2
"Ellington School District","=""0480011""","Math","Y",143,141,98.6,141,68,48.2,54,38.3,13,9.2,6,4.3,19,13.5
"Elm City College Preparatory School District","=""2890013""","ELA","N",344,344,100.0,344,57,16.6,"*","*","*","*",86,25.0,"*","*"
"Elm City College Preparatory School District","=""2890013""","ELA","Y",32,32,100.0,32,24,75.0,"*","*","*","*",0,0.0,"*","*"
"Elm City College Preparatory School District","=""2890013""","Math","N",344,344,100.0,344,70,20.3,"*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Math","Y",32,32,100.0,32,25,78.1,"*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","ELA","N",1944,1936,99.6,1936,219,11.3,504,26.0,751,38.8,462,23.9,1213,62.7
"Enfield School District","=""0490011""","ELA","Y",289,284,98.3,284,168,59.2,76,26.8,31,10.9,9,3.2,40,14.1
"Enfield School District","=""0490011""","Math","N",1943,1936,99.6,1936,"*","*",749,38.7,601,31.0,"*","*","*","*"
"Enfield School District","=""0490011""","Math","Y",287,279,97.2,279,191,68.5,68,24.4,"*","*","*","*",20,7.2
"Essex School District","=""0500011""","ELA","N",198,194,98.0,194,"*","*",26,13.4,63,32.5,"*","*","*","*"
"Essex School District","=""0500011""","ELA","Y",32,29,90.6,29,10,34.5,"*","*",9,31.0,"*","*","*","*"
"Essex School District","=""0500011""","Math","N",198,194,98.0,194,7,3.6,42,21.6,75,38.7,70,36.1,145,74.7
"Essex School District","=""0500011""","Math","Y",32,29,90.6,29,13,44.8,9,31.0,7,24.1,0,0.0,7,24.1
"Fairfield School District","=""0510011""","ELA","N",4264,4223,99.0,4221,230,5.4,644,15.3,1577,37.4,1770,41.9,3347,79.3
"Fairfield School District","=""0510011""","ELA","Y",470,462,98.3,462,193,41.8,149,32.3,86,18.6,34,7.4,120,26.0
"Fairfield School District","=""0510011""","Math","N",4261,4212,98.9,4212,247,5.9,1022,24.3,1454,34.5,1489,35.4,2943,69.9
"Fairfield School District","=""0510011""","Math","Y",470,459,97.7,459,242,52.7,122,26.6,58,12.6,37,8.1,95,20.7
"Farmington School District","=""0520011""","ELA","N",1687,1682,99.7,1682,54,3.2,201,12.0,592,35.2,835,49.6,1427,84.8
"Farmington School District","=""0520011""","ELA","Y",216,213,98.6,213,75,35.2,75,35.2,45,21.1,18,8.5,63,29.6
"Farmington School District","=""0520011""","Math","N",1687,1682,99.7,1682,55,3.3,303,18.0,501,29.8,823,48.9,1324,78.7
