"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bethel School District","=""0090011""","ELA","Y",284,275,96.8,275,56,20.4,97,35.3,80,29.1,42,15.3,122,44.4
"Bethel School District","=""0090011""","ELA","N",1242,1232,99.2,1231,107,8.7,222,18.0,486,39.5,416,33.8,902,73.3
"Bethel School District","=""0090011""","Math","Y",284,278,97.9,278,121,43.5,91,32.7,53,19.1,13,4.7,66,23.7
"Bethel School District","=""0090011""","Math","N",1242,1234,99.4,1233,240,19.5,434,35.2,342,27.7,217,17.6,559,45.3
"Bloomfield School District","=""0110011""","ELA","Y",468,461,98.5,461,123,26.7,154,33.4,142,30.8,42,9.1,184,39.9
"Bloomfield School District","=""0110011""","ELA","N",439,417,95.0,417,67,16.1,114,27.3,161,38.6,75,18.0,236,56.6
"Bloomfield School District","=""0110011""","Math","Y",468,460,98.3,460,228,49.6,160,34.8,63,13.7,9,2.0,72,15.7
"Bloomfield School District","=""0110011""","Math","N",438,421,96.1,421,159,37.8,151,35.9,88,20.9,23,5.5,111,26.4
"Bolton School District","=""0120011""","ELA","Y",71,71,100.0,70,18,25.7,14,20.0,24,34.3,14,20.0,38,54.3
"Bolton School District","=""0120011""","ELA","N",378,372,98.4,372,28,7.5,53,14.2,142,38.2,149,40.1,291,78.2
"Bolton School District","=""0120011""","Math","Y",71,71,100.0,71,27,38.0,21,29.6,"*","*","*","*",23,32.4
"Bolton School District","=""0120011""","Math","N",378,373,98.7,373,"*","*",103,27.6,101,27.1,"*","*","*","*"
"Bozrah School District","=""0130011""","ELA","Y",24,24,100.0,24,11,45.8,"*","*",7,29.2,"*","*","*","*"
"Bozrah School District","=""0130011""","ELA","N",105,105,100.0,105,21,20.0,"*","*",35,33.3,"*","*","*","*"
"Bozrah School District","=""0130011""","Math","Y",24,24,100.0,24,12,50.0,"*","*",6,25.0,"*","*","*","*"
"Bozrah School District","=""0130011""","Math","N",105,105,100.0,105,34,32.4,"*","*",31,29.5,"*","*","*","*"
"Branford School District","=""0140011""","ELA","Y",412,402,97.6,402,109,27.1,128,31.8,117,29.1,48,11.9,165,41.0
"Branford School District","=""0140011""","ELA","N",1200,1169,97.4,1169,169,14.5,236,20.2,439,37.6,325,27.8,764,65.4
"Branford School District","=""0140011""","Math","Y",412,399,96.8,397,159,40.1,111,28.0,88,22.2,39,9.8,127,32.0
"Branford School District","=""0140011""","Math","N",1200,1170,97.5,1170,301,25.7,289,24.7,312,26.7,268,22.9,580,49.6
"Bridgeport Achievement First District","=""2850013""","ELA","Y",467,467,100.0,467,167,35.8,137,29.3,108,23.1,55,11.8,163,34.9
"Bridgeport Achievement First District","=""2850013""","ELA","N",97,97,100.0,97,29,29.9,27,27.8,23,23.7,18,18.6,41,42.3
"Bridgeport Achievement First District","=""2850013""","Math","Y",467,465,99.6,465,217,46.7,130,28.0,84,18.1,34,7.3,118,25.4
"Bridgeport Achievement First District","=""2850013""","Math","N",97,97,100.0,97,38,39.2,22,22.7,24,24.7,13,13.4,37,38.1
"Bridgeport School District","=""0150011""","ELA","Y",10461,9942,95.0,9905,4863,49.1,2688,27.1,1852,18.7,502,5.1,2354,23.8
"Bridgeport School District","=""0150011""","Math","Y",10462,10109,96.6,10102,6860,67.9,2345,23.2,723,7.2,174,1.7,897,8.9
"Bristol School District","=""0170011""","ELA","Y",1932,1888,97.7,1885,610,32.4,550,29.2,560,29.7,165,8.8,725,38.5
"Bristol School District","=""0170011""","ELA","N",2275,2251,98.9,2250,287,12.8,550,24.4,864,38.4,549,24.4,1413,62.8
"Bristol School District","=""0170011""","Math","Y",1934,1908,98.7,1907,886,46.5,605,31.7,328,17.2,88,4.6,416,21.8
"Bristol School District","=""0170011""","Math","N",2276,2253,99.0,2253,597,26.5,715,31.7,605,26.9,336,14.9,941,41.8
"Brookfield School District","=""0180011""","ELA","Y",112,109,97.3,107,12,11.2,32,29.9,31,29.0,32,29.9,63,58.9
"Brookfield School District","=""0180011""","ELA","N",1398,1329,95.1,1323,151,11.4,230,17.4,509,38.5,433,32.7,942,71.2
"Brookfield School District","=""0180011""","Math","Y",112,110,98.2,110,27,24.5,33,30.0,29,26.4,21,19.1,50,45.5
"Brookfield School District","=""0180011""","Math","N",1398,1346,96.3,1344,204,15.2,366,27.2,429,31.9,345,25.7,774,57.6
"Brooklyn School District","=""0190011""","ELA","Y",157,151,96.2,151,29,19.2,50,33.1,53,35.1,19,12.6,72,47.7
"Brooklyn School District","=""0190011""","ELA","N",388,385,99.2,385,26,6.8,69,17.9,151,39.2,139,36.1,290,75.3
"Brooklyn School District","=""0190011""","Math","Y",157,153,97.5,152,69,45.4,58,38.2,"*","*","*","*",25,16.4
"Brooklyn School District","=""0190011""","Math","N",388,385,99.2,385,"*","*",147,38.2,100,26.0,"*","*","*","*"
"Canaan School District","=""0210011""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","ELA","N",47,46,97.9,46,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Math","N",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","ELA","Y",81,80,98.8,80,15,18.8,34,42.5,21,26.3,10,12.5,31,38.8
"Canterbury School District","=""0220011""","ELA","N",231,229,99.1,229,37,16.2,60,26.2,92,40.2,40,17.5,132,57.6
"Canterbury School District","=""0220011""","Math","Y",81,80,98.8,80,26,32.5,30,37.5,15,18.8,9,11.3,24,30.0
"Canterbury School District","=""0220011""","Math","N",231,229,99.1,229,61,26.6,74,32.3,67,29.3,27,11.8,94,41.0
"Canton School District","=""0230011""","ELA","Y",80,80,100.0,80,14,17.5,29,36.3,27,33.8,10,12.5,37,46.3
"Canton School District","=""0230011""","ELA","N",824,820,99.5,820,65,7.9,117,14.3,309,37.7,329,40.1,638,77.8
"Canton School District","=""0230011""","Math","Y",80,80,100.0,80,32,40.0,23,28.8,15,18.8,10,12.5,25,31.3
"Canton School District","=""0230011""","Math","N",823,815,99.0,815,100,12.3,232,28.5,248,30.4,235,28.8,483,59.3
"Capitol Region Education Council","=""2410014""","ELA","Y",1719,1648,95.9,1643,617,37.6,472,28.7,435,26.5,119,7.2,554,33.7
"Capitol Region Education Council","=""2410014""","ELA","N",1780,1700,95.5,1693,243,14.4,358,21.1,606,35.8,486,28.7,1092,64.5
"Capitol Region Education Council","=""2410014""","Math","Y",1720,1646,95.7,1637,899,54.9,465,28.4,201,12.3,72,4.4,273,16.7
"Capitol Region Education Council","=""2410014""","Math","N",1781,1708,95.9,1704,435,25.5,509,29.9,406,23.8,354,20.8,760,44.6
"Chaplin School District","=""0240011""","ELA","Y",31,28,90.3,28,"*","*","*","*",6,21.4,"*","*","*","*"
"Chaplin School District","=""0240011""","ELA","N",44,30,68.2,30,"*","*","*","*",6,20.0,"*","*","*","*"
"Chaplin School District","=""0240011""","Math","Y",31,27,87.1,27,"*","*",11,40.7,"*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Math","N",44,31,70.5,31,"*","*",14,45.2,"*","*","*","*","*","*"
"Cheshire School District","=""0250011""","ELA","Y",193,186,96.4,186,38,20.4,47,25.3,62,33.3,39,21.0,101,54.3
"Cheshire School District","=""0250011""","ELA","N",2330,2301,98.8,2300,134,5.8,319,13.9,872,37.9,975,42.4,1847,80.3
"Cheshire School District","=""0250011""","Math","Y",193,186,96.4,186,57,30.6,73,39.2,31,16.7,25,13.4,56,30.1
"Cheshire School District","=""0250011""","Math","N",2330,2300,98.7,2300,322,14.0,579,25.2,723,31.4,676,29.4,1399,60.8
"Chester School District","=""0260011""","ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","ELA","N",120,120,100.0,120,"*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Math","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Math","N",120,120,100.0,120,"*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","ELA","Y",235,232,98.7,232,54,23.3,71,30.6,72,31.0,35,15.1,107,46.1
"Clinton School District","=""0270011""","ELA","N",822,800,97.3,800,57,7.1,150,18.8,322,40.3,271,33.9,593,74.1
"Clinton School District","=""0270011""","Math","Y",235,232,98.7,232,79,34.1,78,33.6,50,21.6,25,10.8,75,32.3
"Clinton School District","=""0270011""","Math","N",821,803,97.8,802,134,16.7,201,25.1,269,33.5,198,24.7,467,58.2
"Colchester School District","=""0280011""","ELA","Y",238,237,99.6,237,51,21.5,62,26.2,84,35.4,40,16.9,124,52.3
"Colchester School District","=""0280011""","ELA","N",1185,1169,98.6,1168,89,7.6,226,19.3,432,37.0,421,36.0,853,73.0
"Colchester School District","=""0280011""","Math","Y",237,235,99.2,235,77,32.8,81,34.5,48,20.4,29,12.3,77,32.8
"Colchester School District","=""0280011""","Math","N",1185,1165,98.3,1164,181,15.5,343,29.5,351,30.2,289,24.8,640,55.0
"Colebrook School District","=""0290011""","ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","ELA","N",41,37,90.2,37,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Math","N",41,37,90.2,37,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","ELA","Y",55,54,98.2,54,"*","*",17,31.5,20,37.0,"*","*","*","*"
"Columbia School District","=""0300011""","ELA","N",241,234,97.1,234,"*","*",49,20.9,87,37.2,"*","*","*","*"
"Columbia School District","=""0300011""","Math","Y",55,54,98.2,54,24,44.4,16,29.6,"*","*","*","*",14,25.9
"Columbia School District","=""0300011""","Math","N",241,233,96.7,232,"*","*",73,31.5,78,33.6,"*","*","*","*"
"Common Ground High School District","=""2680013""","ELA","Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","ELA","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Math","Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Math","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","ELA","Y",1254,1215,96.9,1214,245,20.2,446,36.7,422,34.8,101,8.3,523,43.1
"Connecticut Technical High School System","=""9000016""","ELA","N",1269,1220,96.1,1220,227,18.6,383,31.4,464,38.0,146,12.0,610,50.0
"Connecticut Technical High School System","=""9000016""","Math","Y",1254,1213,96.7,1213,816,67.3,316,26.1,70,5.8,11,0.9,81,6.7
"Connecticut Technical High School System","=""9000016""","Math","N",1268,1215,95.8,1215,691,56.9,383,31.5,130,10.7,11,0.9,141,11.6
"Cooperative Educational Services","=""2430014""","ELA","Y",101,100,99.0,100,42,42.0,26,26.0,25,25.0,7,7.0,32,32.0
"Cooperative Educational Services","=""2430014""","ELA","N",258,255,98.8,255,72,28.2,69,27.1,70,27.5,44,17.3,114,44.7
"Cooperative Educational Services","=""2430014""","Math","Y",101,101,100.0,101,50,49.5,31,30.7,"*","*","*","*",20,19.8
"Cooperative Educational Services","=""2430014""","Math","N",257,254,98.8,254,91,35.8,80,31.5,"*","*","*","*",83,32.7
"Cornwall School District","=""0310011""","ELA","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","ELA","N",56,52,92.9,52,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Math","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Math","N",56,52,92.9,52,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","ELA","Y",184,171,92.9,171,42,24.6,44,25.7,59,34.5,26,15.2,85,49.7
"Coventry School District","=""0320011""","ELA","N",698,678,97.1,677,60,8.9,128,18.9,290,42.8,199,29.4,489,72.2
"Coventry School District","=""0320011""","Math","Y",184,169,91.8,169,62,36.7,55,32.5,41,24.3,11,6.5,52,30.8
"Coventry School District","=""0320011""","Math","N",698,668,95.7,668,119,17.8,226,33.8,199,29.8,124,18.6,323,48.4
"Cromwell School District","=""0330011""","ELA","Y",207,206,99.5,206,52,25.2,65,31.6,70,34.0,19,9.2,89,43.2
"Cromwell School District","=""0330011""","ELA","N",864,861,99.7,861,90,10.5,163,18.9,328,38.1,280,32.5,608,70.6
"Cromwell School District","=""0330011""","Math","Y",207,206,99.5,206,97,47.1,73,35.4,"*","*","*","*",36,17.5
"Cromwell School District","=""0330011""","Math","N",863,860,99.7,860,"*","*",245,28.5,256,29.8,"*","*","*","*"
"Danbury School District","=""0340011""","ELA","Y",2905,2590,89.2,2580,815,31.6,803,31.1,736,28.5,226,8.8,962,37.3
"Danbury School District","=""0340011""","ELA","N",2702,2181,80.7,2168,355,16.4,511,23.6,760,35.1,542,25.0,1302,60.1
"Danbury School District","=""0340011""","Math","Y",2905,2633,90.6,2628,1201,45.7,932,35.5,395,15.0,100,3.8,495,18.8
"Danbury School District","=""0340011""","Math","N",2702,2215,82.0,2211,613,27.7,684,30.9,584,26.4,330,14.9,914,41.3
"Darien School District","=""0350011""","ELA","Y",48,48,100.0,47,6,12.8,14,29.8,16,34.0,11,23.4,27,57.4
"Darien School District","=""0350011""","ELA","N",2575,2502,97.2,2489,102,4.1,253,10.2,880,35.4,1254,50.4,2134,85.7
"Darien School District","=""0350011""","Math","Y",48,48,100.0,47,13,27.7,14,29.8,12,25.5,8,17.0,20,42.6
"Darien School District","=""0350011""","Math","N",2575,2480,96.3,2466,173,7.0,404,16.4,774,31.4,1115,45.2,1889,76.6
"Deep River School District","=""0360011""","ELA","Y",36,36,100.0,36,8,22.2,8,22.2,9,25.0,11,30.6,20,55.6
"Deep River School District","=""0360011""","ELA","N",163,163,100.0,162,17,10.5,32,19.8,52,32.1,61,37.7,113,69.8
"Deep River School District","=""0360011""","Math","Y",36,36,100.0,36,"*","*",10,27.8,12,33.3,"*","*","*","*"
"Deep River School District","=""0360011""","Math","N",163,163,100.0,163,"*","*",43,26.4,63,38.7,"*","*","*","*"
"Derby School District","=""0370011""","ELA","Y",473,467,98.7,464,171,36.9,140,30.2,115,24.8,38,8.2,153,33.0
"Derby School District","=""0370011""","ELA","N",305,301,98.7,300,57,19.0,75,25.0,111,37.0,57,19.0,168,56.0
"Derby School District","=""0370011""","Math","Y",473,466,98.5,465,247,53.1,134,28.8,65,14.0,19,4.1,84,18.1
"Derby School District","=""0370011""","Math","N",305,298,97.7,298,87,29.2,117,39.3,74,24.8,20,6.7,94,31.5
"East Granby School District","=""0400011""","ELA","Y",40,39,97.5,39,"*","*",14,35.9,12,30.8,"*","*","*","*"
"East Granby School District","=""0400011""","ELA","N",430,429,99.8,429,"*","*",77,17.9,168,39.2,"*","*","*","*"
"East Granby School District","=""0400011""","Math","Y",39,38,97.4,38,14,36.8,15,39.5,"*","*","*","*",9,23.7
"East Granby School District","=""0400011""","Math","N",430,428,99.5,428,"*","*",109,25.5,129,30.1,"*","*","*","*"
"East Haddam School District","=""0410011""","ELA","Y",87,87,100.0,87,14,16.1,21,24.1,32,36.8,20,23.0,52,59.8
"East Haddam School District","=""0410011""","ELA","N",514,496,96.5,495,60,12.1,79,16.0,203,41.0,153,30.9,356,71.9
"East Haddam School District","=""0410011""","Math","Y",87,87,100.0,87,29,33.3,22,25.3,26,29.9,10,11.5,36,41.4
"East Haddam School District","=""0410011""","Math","N",514,495,96.3,495,96,19.4,152,30.7,138,27.9,109,22.0,247,49.9
"East Hampton School District","=""0420011""","ELA","Y",127,126,99.2,126,43,34.1,31,24.6,40,31.7,12,9.5,52,41.3
"East Hampton School District","=""0420011""","ELA","N",893,864,96.8,864,89,10.3,194,22.5,327,37.8,254,29.4,581,67.2
"East Hampton School District","=""0420011""","Math","Y",127,126,99.2,126,57,45.2,40,31.7,"*","*","*","*",29,23.0
"East Hampton School District","=""0420011""","Math","N",893,861,96.4,861,"*","*",299,34.7,267,31.0,"*","*","*","*"
"East Hartford School District","=""0430011""","ELA","Y",2412,2348,97.3,2344,1019,43.5,689,29.4,516,22.0,120,5.1,636,27.1
"East Hartford School District","=""0430011""","ELA","N",1060,1041,98.2,1039,298,28.7,258,24.8,342,32.9,141,13.6,483,46.5
"East Hartford School District","=""0430011""","Math","Y",2394,2350,98.2,2347,1411,60.1,630,26.8,261,11.1,45,1.9,306,13.0
"East Hartford School District","=""0430011""","Math","N",1057,1041,98.5,1040,435,41.8,345,33.2,175,16.8,85,8.2,260,25.0
"East Haven School District","=""0440011""","ELA","Y",778,760,97.7,759,276,36.4,222,29.2,195,25.7,66,8.7,261,34.4
"East Haven School District","=""0440011""","ELA","N",793,785,99.0,784,150,19.1,210,26.8,289,36.9,135,17.2,424,54.1
"East Haven School District","=""0440011""","Math","Y",778,762,97.9,762,392,51.4,244,32.0,105,13.8,21,2.8,126,16.5
"East Haven School District","=""0440011""","Math","N",793,788,99.4,787,294,37.4,258,32.8,173,22.0,62,7.9,235,29.9
"East Lyme School District","=""0450011""","ELA","Y",218,212,97.2,212,41,19.3,48,22.6,73,34.4,50,23.6,123,58.0
"East Lyme School District","=""0450011""","ELA","N",1249,1225,98.1,1225,85,6.9,157,12.8,461,37.6,522,42.6,983,80.2
"East Lyme School District","=""0450011""","Math","Y",218,211,96.8,211,54,25.6,69,32.7,56,26.5,32,15.2,88,41.7
"East Lyme School District","=""0450011""","Math","N",1249,1223,97.9,1223,153,12.5,284,23.2,371,30.3,415,33.9,786,64.3
"East Windsor School District","=""0470011""","ELA","Y",218,217,99.5,217,72,33.2,65,30.0,63,29.0,17,7.8,80,36.9
"East Windsor School District","=""0470011""","ELA","N",321,318,99.1,315,46,14.6,86,27.3,118,37.5,65,20.6,183,58.1
"East Windsor School District","=""0470011""","Math","Y",218,217,99.5,217,101,46.5,81,37.3,26,12.0,9,4.1,35,16.1
"East Windsor School District","=""0470011""","Math","N",321,320,99.7,318,89,28.0,102,32.1,77,24.2,50,15.7,127,39.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","Y",56,48,85.7,46,31,67.4,"*","*",8,17.4,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","N",60,50,83.3,49,32,65.3,"*","*",6,12.2,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","Y",56,47,83.9,46,42,91.3,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","N",60,48,80.0,47,41,87.2,"*","*",0,0.0,"*","*","*","*"
"Eastford School District","=""0390011""","ELA","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","ELA","N",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Math","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Math","N",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","ELA","Y",25,25,100.0,25,7,28.0,"*","*",7,28.0,"*","*","*","*"
"Easton School District","=""0460011""","ELA","N",610,601,98.5,601,"*","*",107,17.8,227,37.8,"*","*","*","*"
"Easton School District","=""0460011""","Math","Y",25,25,100.0,25,"*","*",10,40.0,7,28.0,"*","*","*","*"
"Easton School District","=""0460011""","Math","N",610,603,98.9,602,"*","*",163,27.1,192,31.9,"*","*","*","*"
"Education Connection","=""2420014""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","Y",141,139,98.6,139,37,26.6,38,27.3,47,33.8,17,12.2,64,46.0
"Ellington School District","=""0480011""","ELA","N",1315,1293,98.3,1276,111,8.7,191,15.0,462,36.2,512,40.1,974,76.3
"Ellington School District","=""0480011""","Math","Y",141,139,98.6,138,51,37.0,41,29.7,32,23.2,14,10.1,46,33.3
"Ellington School District","=""0480011""","Math","N",1314,1296,98.6,1277,172,13.5,329,25.8,412,32.3,364,28.5,776,60.8
"Elm City College Preparatory School District","=""2890013""","ELA","Y",291,291,100.0,291,"*","*",77,26.5,107,36.8,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELA","N",65,65,100.0,65,"*","*","*","*",28,43.1,18,27.7,46,70.8
"Elm City College Preparatory School District","=""2890013""","Math","Y",291,291,100.0,291,80,27.5,98,33.7,76,26.1,37,12.7,113,38.8
"Elm City College Preparatory School District","=""2890013""","Math","N",65,65,100.0,65,6,9.2,22,33.8,23,35.4,14,21.5,37,56.9
"Enfield School District","=""0490011""","ELA","Y",958,932,97.3,928,244,26.3,298,32.1,292,31.5,94,10.1,386,41.6
"Enfield School District","=""0490011""","ELA","N",1627,1618,99.4,1617,192,11.9,414,25.6,669,41.4,342,21.2,1011,62.5
"Enfield School District","=""0490011""","Math","Y",958,926,96.7,924,353,38.2,343,37.1,182,19.7,46,5.0,228,24.7
"Enfield School District","=""0490011""","Math","N",1626,1616,99.4,1613,353,21.9,603,37.4,457,28.3,200,12.4,657,40.7
"Essex School District","=""0500011""","ELA","Y",22,22,100.0,22,"*","*","*","*",7,31.8,7,31.8,14,63.6
"Essex School District","=""0500011""","ELA","N",245,238,97.1,237,"*","*","*","*",85,35.9,113,47.7,198,83.5
"Essex School District","=""0500011""","Math","Y",22,22,100.0,22,"*","*",7,31.8,8,36.4,"*","*","*","*"
"Essex School District","=""0500011""","Math","N",245,238,97.1,238,"*","*",75,31.5,65,27.3,"*","*","*","*"
"Explorations District","=""2720013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
