"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bristol School District","=""0170011""","N",2275,2251,98.9,2250,287,12.8,550,24.4,864,38.4,549,24.4,1413,62.8
"Bristol School District","=""0170011""","R",279,277,99.3,276,59,21.4,76,27.5,101,36.6,40,14.5,141,51.1
"Brookfield School District","=""0180011""","F",86,83,96.5,81,"*","*",26,32.1,24,29.6,"*","*","*","*"
"Brookfield School District","=""0180011""","N",1398,1329,95.1,1323,151,11.4,230,17.4,509,38.5,433,32.7,942,71.2
"Brookfield School District","=""0180011""","R",26,26,100.0,26,"*","*","*","*",7,26.9,12,46.2,19,73.1
"Brooklyn School District","=""0190011""","F",136,130,95.6,130,"*","*",44,33.8,43,33.1,"*","*","*","*"
"Brooklyn School District","=""0190011""","N",388,385,99.2,385,"*","*","*","*",151,39.2,139,36.1,290,75.3
"Brooklyn School District","=""0190011""","R",21,21,100.0,21,"*","*",6,28.6,10,47.6,"*","*","*","*"
"Canaan School District","=""0210011""","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","N",47,46,97.9,46,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","F",60,60,100.0,60,"*","*",25,41.7,13,21.7,"*","*","*","*"
"Canterbury School District","=""0220011""","N",231,229,99.1,229,37,16.2,60,26.2,92,40.2,40,17.5,132,57.6
"Canterbury School District","=""0220011""","R",21,20,95.2,20,"*","*",9,45.0,8,40.0,"*","*","*","*"
"Canton School District","=""0230011""","F",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","N",824,820,99.5,820,65,7.9,117,14.3,309,37.7,329,40.1,638,77.8
"Canton School District","=""0230011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","F",1433,1375,96.0,1371,529,38.6,398,29.0,353,25.7,91,6.6,444,32.4
"Capitol Region Education Council","=""2410014""","N",1780,1700,95.5,1693,243,14.4,358,21.1,606,35.8,486,28.7,1092,64.5
"Capitol Region Education Council","=""2410014""","R",286,273,95.5,272,88,32.4,74,27.2,82,30.1,28,10.3,110,40.4
"Chaplin School District","=""0240011""","F",24,21,87.5,21,10,47.6,"*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","N",44,30,68.2,30,"*","*","*","*",6,20.0,15,50.0,21,70.0
"Chaplin School District","=""0240011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","F",155,149,96.1,149,"*","*",38,25.5,49,32.9,"*","*","*","*"
"Cheshire School District","=""0250011""","N",2330,2301,98.8,2300,134,5.8,319,13.9,872,37.9,975,42.4,1847,80.3
"Cheshire School District","=""0250011""","R",38,37,97.4,37,"*","*","*","*",13,35.1,13,35.1,26,70.3
"Chester School District","=""0260011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","N",120,120,100.0,120,"*","*","*","*",39,32.5,65,54.2,104,86.7
"Chester School District","=""0260011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","F",193,190,98.4,190,"*","*",53,27.9,59,31.1,"*","*","*","*"
"Clinton School District","=""0270011""","N",822,800,97.3,800,57,7.1,150,18.8,322,40.3,271,33.9,593,74.1
"Clinton School District","=""0270011""","R",42,42,100.0,42,"*","*",18,42.9,13,31.0,"*","*","*","*"
"Colchester School District","=""0280011""","F",203,202,99.5,202,43,21.3,56,27.7,74,36.6,29,14.4,103,51.0
"Colchester School District","=""0280011""","N",1185,1169,98.6,1168,89,7.6,226,19.3,432,37.0,421,36.0,853,73.0
"Colchester School District","=""0280011""","R",35,35,100.0,35,8,22.9,6,17.1,10,28.6,11,31.4,21,60.0
"Colebrook School District","=""0290011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",41,37,90.2,37,"*","*","*","*",11,29.7,19,51.4,30,81.1
"Colebrook School District","=""0290011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","F",45,44,97.8,44,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N",241,234,97.1,234,22,9.4,49,20.9,87,37.2,76,32.5,163,69.7
"Columbia School District","=""0300011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","F",1047,1013,96.8,1012,206,20.4,376,37.2,349,34.5,81,8.0,430,42.5
"Connecticut Technical High School System","=""9000016""","N",1269,1220,96.1,1220,227,18.6,383,31.4,464,38.0,146,12.0,610,50.0
"Connecticut Technical High School System","=""9000016""","R",207,202,97.6,202,39,19.3,70,34.7,73,36.1,20,9.9,93,46.0
"Cooperative Educational Services","=""2430014""","F",74,73,98.6,73,36,49.3,14,19.2,16,21.9,7,9.6,23,31.5
"Cooperative Educational Services","=""2430014""","N",258,255,98.8,255,72,28.2,69,27.1,70,27.5,44,17.3,114,44.7
"Cooperative Educational Services","=""2430014""","R",27,27,100.0,27,6,22.2,12,44.4,9,33.3,0,0.0,9,33.3
"Cornwall School District","=""0310011""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N",56,52,92.9,52,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","F",161,149,92.5,149,36,24.2,37,24.8,"*","*","*","*",76,51.0
"Coventry School District","=""0320011""","N",698,678,97.1,677,60,8.9,128,18.9,290,42.8,199,29.4,489,72.2
"Coventry School District","=""0320011""","R",23,22,95.7,22,6,27.3,7,31.8,"*","*","*","*",9,40.9
"Cromwell School District","=""0330011""","F",168,167,99.4,167,"*","*",56,33.5,53,31.7,"*","*","*","*"
"Cromwell School District","=""0330011""","N",864,861,99.7,861,90,10.5,163,18.9,328,38.1,280,32.5,608,70.6
"Cromwell School District","=""0330011""","R",39,39,100.0,39,"*","*",9,23.1,17,43.6,"*","*","*","*"
"Danbury School District","=""0340011""","F",2281,2020,88.6,2010,664,33.0,642,31.9,547,27.2,157,7.8,704,35.0
"Danbury School District","=""0340011""","N",2702,2181,80.7,2168,355,16.4,511,23.6,760,35.1,542,25.0,1302,60.1
"Danbury School District","=""0340011""","R",624,570,91.3,570,151,26.5,161,28.2,189,33.2,69,12.1,258,45.3
"Darien School District","=""0350011""","F",36,36,100.0,35,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","N",2575,2502,97.2,2489,102,4.1,253,10.2,880,35.4,1254,50.4,2134,85.7
"Darien School District","=""0350011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","F",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","N",163,163,100.0,162,17,10.5,32,19.8,52,32.1,61,37.7,113,69.8
"Deep River School District","=""0360011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","F",402,397,98.8,395,154,39.0,118,29.9,94,23.8,29,7.3,123,31.1
"Derby School District","=""0370011""","N",305,301,98.7,300,57,19.0,75,25.0,111,37.0,57,19.0,168,56.0
"Derby School District","=""0370011""","R",71,70,98.6,69,17,24.6,22,31.9,21,30.4,9,13.0,30,43.5
"East Granby School District","=""0400011""","F",40,39,97.5,39,"*","*",14,35.9,12,30.8,"*","*","*","*"
"East Granby School District","=""0400011""","N",430,429,99.8,429,"*","*",77,17.9,168,39.2,"*","*","*","*"
"East Haddam School District","=""0410011""","F",67,67,100.0,67,"*","*","*","*",24,35.8,14,20.9,38,56.7
"East Haddam School District","=""0410011""","N",514,496,96.5,495,60,12.1,79,16.0,203,41.0,153,30.9,356,71.9
"East Haddam School District","=""0410011""","R",20,20,100.0,20,"*","*","*","*",8,40.0,6,30.0,14,70.0
"East Hampton School District","=""0420011""","F",107,106,99.1,106,36,34.0,"*","*",34,32.1,"*","*","*","*"
"East Hampton School District","=""0420011""","N",893,864,96.8,864,89,10.3,194,22.5,327,37.8,254,29.4,581,67.2
"East Hampton School District","=""0420011""","R",20,20,100.0,20,7,35.0,"*","*",6,30.0,"*","*","*","*"
"East Hartford School District","=""0430011""","F",2114,2057,97.3,2053,919,44.8,614,29.9,423,20.6,97,4.7,520,25.3
"East Hartford School District","=""0430011""","N",1060,1041,98.2,1039,298,28.7,258,24.8,342,32.9,141,13.6,483,46.5
"East Hartford School District","=""0430011""","R",298,291,97.7,291,100,34.4,75,25.8,93,32.0,23,7.9,116,39.9
"East Haven School District","=""0440011""","F",620,603,97.3,602,228,37.9,184,30.6,147,24.4,43,7.1,190,31.6
"East Haven School District","=""0440011""","N",793,785,99.0,784,150,19.1,210,26.8,289,36.9,135,17.2,424,54.1
"East Haven School District","=""0440011""","R",158,157,99.4,157,48,30.6,38,24.2,48,30.6,23,14.6,71,45.2
"East Lyme School District","=""0450011""","F",161,159,98.8,159,32,20.1,31,19.5,55,34.6,41,25.8,96,60.4
"East Lyme School District","=""0450011""","N",1249,1225,98.1,1225,85,6.9,157,12.8,461,37.6,522,42.6,983,80.2
"East Lyme School District","=""0450011""","R",57,53,93.0,53,9,17.0,17,32.1,18,34.0,9,17.0,27,50.9
"East Windsor School District","=""0470011""","F",183,182,99.5,182,65,35.7,52,28.6,"*","*","*","*",65,35.7
"East Windsor School District","=""0470011""","N",321,318,99.1,315,46,14.6,86,27.3,118,37.5,65,20.6,183,58.1
"East Windsor School District","=""0470011""","R",35,35,100.0,35,"*","*",13,37.1,12,34.3,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F","*","*","*","*","*","*","*","*",8,17.8,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",60,50,83.3,49,32,65.3,8,16.3,"*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",610,601,98.5,601,33,5.5,107,17.8,227,37.8,234,38.9,461,76.7
"Easton School District","=""0460011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F",120,120,100.0,120,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",1315,1293,98.3,1276,111,8.7,191,15.0,462,36.2,512,40.1,974,76.3
"Ellington School District","=""0480011""","R",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","F",234,234,100.0,234,53,22.6,62,26.5,84,35.9,35,15.0,119,50.9
"Elm City College Preparatory School District","=""2890013""","N",65,65,100.0,65,"*","*","*","*",28,43.1,18,27.7,46,70.8
"Elm City College Preparatory School District","=""2890013""","R",57,57,100.0,57,"*","*",15,26.3,23,40.4,"*","*","*","*"
"Enfield School District","=""0490011""","F",761,737,96.8,734,212,28.9,233,31.7,220,30.0,69,9.4,289,39.4
"Enfield School District","=""0490011""","N",1627,1618,99.4,1617,192,11.9,414,25.6,669,41.4,342,21.2,1011,62.5
"Enfield School District","=""0490011""","R",197,195,99.0,194,32,16.5,65,33.5,72,37.1,25,12.9,97,50.0
"Essex School District","=""0500011""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","N",245,238,97.1,237,16,6.8,23,9.7,85,35.9,113,47.7,198,83.5
"Essex School District","=""0500011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","F",406,391,96.3,389,103,26.5,124,31.9,122,31.4,40,10.3,162,41.6
"Fairfield School District","=""0510011""","N",5033,4936,98.1,4934,342,6.9,766,15.5,1941,39.3,1885,38.2,3826,77.5
"Fairfield School District","=""0510011""","R",147,145,98.6,145,28,19.3,40,27.6,52,35.9,25,17.2,77,53.1
"Farmington School District","=""0520011""","F",176,168,95.5,168,33,19.6,"*","*","*","*",30,17.9,"*","*"
"Farmington School District","=""0520011""","N",1972,1929,97.8,1926,125,6.5,253,13.1,697,36.2,851,44.2,1548,80.4
"Farmington School District","=""0520011""","R",22,22,100.0,22,7,31.8,"*","*","*","*",6,27.3,"*","*"
"Franklin School District","=""0530011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N",88,86,97.7,86,6,7.0,13,15.1,38,44.2,29,33.7,67,77.9
"Franklin School District","=""0530011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","F",244,241,98.8,240,59,24.6,66,27.5,77,32.1,38,15.8,115,47.9
"Glastonbury School District","=""0540011""","N",3125,3100,99.2,3098,153,4.9,444,14.3,1156,37.3,1345,43.4,2501,80.7
"Glastonbury School District","=""0540011""","R",71,69,97.2,69,14,20.3,25,36.2,22,31.9,8,11.6,30,43.5
"Granby School District","=""0560011""","F",91,88,96.7,88,"*","*",25,28.4,"*","*","*","*","*","*"
"Granby School District","=""0560011""","N",970,903,93.1,902,58,6.4,142,15.7,389,43.1,313,34.7,702,77.8
"Granby School District","=""0560011""","R",25,22,88.0,22,"*","*",10,45.5,"*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","F",88,86,97.7,86,56,65.1,20,23.3,10,11.6,0,0.0,10,11.6
"Great Oaks Charter School District","=""2940013""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","F",505,494,97.8,493,126,25.6,142,28.8,165,33.5,60,12.2,225,45.6
"Greenwich School District","=""0570011""","N",3924,3864,98.5,3863,210,5.4,463,12.0,1280,33.1,1910,49.4,3190,82.6
"Greenwich School District","=""0570011""","R",176,176,100.0,175,23,13.1,42,24.0,74,42.3,36,20.6,110,62.9
"Griswold School District","=""0580011""","F",301,295,98.0,293,"*","*",95,32.4,93,31.7,"*","*","*","*"
"Griswold School District","=""0580011""","N",589,583,99.0,583,58,9.9,110,18.9,250,42.9,165,28.3,415,71.2
"Griswold School District","=""0580011""","R",55,54,98.2,54,"*","*",17,31.5,21,38.9,"*","*","*","*"
"Groton School District","=""0590011""","F",775,711,91.7,711,262,36.8,205,28.8,183,25.7,61,8.6,244,34.3
"Groton School District","=""0590011""","N",1211,1112,91.8,1111,160,14.4,234,21.1,420,37.8,297,26.7,717,64.5
"Groton School District","=""0590011""","R",235,223,94.9,223,46,20.6,59,26.5,79,35.4,39,17.5,118,52.9
"Guilford School District","=""0600011""","F",120,118,98.3,118,"*","*",33,28.0,47,39.8,"*","*","*","*"
"Guilford School District","=""0600011""","N",1687,1679,99.5,1679,95,5.7,212,12.6,618,36.8,754,44.9,1372,81.7
"Guilford School District","=""0600011""","R",63,63,100.0,63,"*","*","*","*",29,46.0,17,27.0,46,73.0
"Hamden School District","=""0620011""","F",926,866,93.5,865,315,36.4,292,33.8,188,21.7,70,8.1,258,29.8
"Hamden School District","=""0620011""","N",1708,1624,95.1,1623,214,13.2,309,19.0,583,35.9,517,31.9,1100,67.8
"Hamden School District","=""0620011""","R",208,204,98.1,204,62,30.4,59,28.9,56,27.5,27,13.2,83,40.7
"Hampton School District","=""0630011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N",33,30,90.9,30,"*","*","*","*",12,40.0,10,33.3,22,73.3
"Hampton School District","=""0630011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","F",8680,8071,93.0,8019,4159,51.9,2142,26.7,1339,16.7,379,4.7,1718,21.4
"Hartford School District","=""0640011""","N",1696,1516,89.4,1507,337,22.4,376,25.0,495,32.8,299,19.8,794,52.7
"Hartford School District","=""0640011""","R",203,190,93.6,190,55,28.9,50,26.3,69,36.3,16,8.4,85,44.7
"Hartland School District","=""0650011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N",119,117,98.3,117,16,13.7,30,25.6,50,42.7,21,17.9,71,60.7
"Hartland School District","=""0650011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","N",455,454,99.8,453,57,12.6,90,19.9,184,40.6,122,26.9,306,67.5
"Hebron School District","=""0670011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","F",111,111,100.0,111,"*","*",51,45.9,32,28.8,"*","*","*","*"
"Highville Charter School District","=""2860013""","N",63,63,100.0,63,12,19.0,19,30.2,20,31.7,12,19.0,32,50.8
"Highville Charter School District","=""2860013""","R",38,38,100.0,38,"*","*",16,42.1,14,36.8,"*","*","*","*"
"Integrated Day Charter School District","=""2640013""","F",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",129,128,99.2,126,16,12.7,32,25.4,43,34.1,35,27.8,78,61.9
"Integrated Day Charter School District","=""2640013""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","F",154,154,100.0,154,58,37.7,54,35.1,"*","*","*","*",42,27.3
"Interdistrict School for Arts and Comm District","=""2650013""","N",74,74,100.0,74,14,18.9,21,28.4,32,43.2,7,9.5,39,52.7
"Interdistrict School for Arts and Comm District","=""2650013""","R",25,23,92.0,23,"*","*",7,30.4,8,34.8,"*","*","*","*"
"Jumoke Academy District","=""2610013""","F",192,192,100.0,192,61,31.8,69,35.9,"*","*","*","*",62,32.3
"Jumoke Academy District","=""2610013""","N",180,178,98.9,178,48,27.0,54,30.3,41,23.0,35,19.7,76,42.7
"Jumoke Academy District","=""2610013""","R",55,55,100.0,55,"*","*",18,32.7,19,34.5,"*","*","*","*"
"Kent School District","=""0680011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","N",140,138,98.6,138,"*","*","*","*",57,41.3,63,45.7,120,87.0
"Kent School District","=""0680011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","F",444,438,98.6,438,116,26.5,124,28.3,164,37.4,34,7.8,198,45.2
"Killingly School District","=""0690011""","N",666,658,98.8,657,103,15.7,160,24.4,266,40.5,128,19.5,394,60.0
"Killingly School District","=""0690011""","R",107,105,98.1,104,21,20.2,34,32.7,34,32.7,15,14.4,49,47.1
"Learn","=""2450014""","F",249,242,97.2,240,59,24.6,81,33.8,67,27.9,33,13.8,100,41.7
"Learn","=""2450014""","N",271,263,97.0,262,25,9.5,48,18.3,102,38.9,87,33.2,189,72.1
"Learn","=""2450014""","R",62,62,100.0,62,13,21.0,18,29.0,18,29.0,13,21.0,31,50.0
"Lebanon School District","=""0710011""","F",87,82,94.3,82,"*","*","*","*",19,23.2,"*","*","*","*"
"Lebanon School District","=""0710011""","N",470,457,97.2,457,63,13.8,94,20.6,183,40.0,117,25.6,300,65.6
"Lebanon School District","=""0710011""","R",20,20,100.0,20,"*","*","*","*",12,60.0,"*","*","*","*"
"Ledyard School District","=""0720011""","F",190,187,98.4,187,"*","*",59,31.6,64,34.2,"*","*","*","*"
"Ledyard School District","=""0720011""","N",1042,1016,97.5,1014,142,14.0,207,20.4,394,38.9,271,26.7,665,65.6
"Ledyard School District","=""0720011""","R",36,35,97.2,35,"*","*",13,37.1,11,31.4,"*","*","*","*"
"Lisbon School District","=""0730011""","F",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N",196,194,99.0,194,26,13.4,41,21.1,83,42.8,44,22.7,127,65.5
"Lisbon School District","=""0730011""","R",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","F",56,56,100.0,55,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",498,490,98.4,489,46,9.4,89,18.2,176,36.0,178,36.4,354,72.4
"Litchfield School District","=""0740011""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","F",61,50,82.0,49,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",1636,1264,77.3,1260,94,7.5,209,16.6,503,39.9,454,36.0,957,76.0
"Madison School District","=""0760011""","R",18,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","F",1486,1370,92.2,1367,653,47.8,368,26.9,267,19.5,79,5.8,346,25.3
"Manchester School District","=""0770011""","N",1345,1234,91.7,1231,255,20.7,306,24.9,417,33.9,253,20.6,670,54.4
"Manchester School District","=""0770011""","R",212,201,94.8,200,70,35.0,59,29.5,57,28.5,14,7.0,71,35.5
