"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, English Learner Status"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Brookfield School District","=""0180011""","Y",33,33,100.0,33,13,39.4,12,36.4,"*","*","*","*",8,24.2
"Brooklyn School District","=""0190011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","N",308,303,98.4,303,50,16.5,86,28.4,105,34.7,62,20.5,167,55.1
"Canton School District","=""0230011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","N",110,110,100.0,110,42,38.2,34,30.9,"*","*","*","*",34,30.9
"Capitol Region Education Council","=""2410014""","N",2983,2929,98.2,2928,732,25.0,"*","*",937,32.0,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Y",136,136,100.0,136,93,68.4,30,22.1,"*","*","*","*",13,9.6
"Chaplin School District","=""0240011""","N",78,77,98.7,77,15,19.5,18,23.4,24,31.2,20,26.0,44,57.1
"Cheshire School District","=""0250011""","N",2038,2020,99.1,2020,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","N",131,130,99.2,130,6,4.6,22,16.9,46,35.4,56,43.1,102,78.5
"Clinton School District","=""0270011""","N",867,855,98.6,855,85,9.9,163,19.1,"*","*","*","*","*","*"
"Clinton School District","=""0270011""","Y",33,33,100.0,30,13,43.3,14,46.7,"*","*","*","*","*","*"
"Colchester School District","=""0280011""","N",1119,1113,99.5,1113,"*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",46,44,95.7,44,"*","*","*","*",11,25.0,20,45.5,31,70.5
"Columbia School District","=""0300011""","N",287,279,97.2,279,32,11.5,61,21.9,108,38.7,78,28.0,186,66.7
"Cooperative Educational Services","=""2430014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","N",901,898,99.7,898,121,13.5,190,21.2,"*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Y",22,22,100.0,22,10,45.5,8,36.4,"*","*","*","*","*","*"
"Danbury School District","=""0340011""","N",3986,3948,99.0,3947,675,17.1,1067,27.0,1416,35.9,789,20.0,2205,55.9
"Danbury School District","=""0340011""","Y",1092,1088,99.6,1086,589,54.2,336,30.9,138,12.7,23,2.1,161,14.8
"Darien School District","=""0350011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","N",194,193,99.5,193,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","N",665,663,99.7,663,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",499,479,96.0,479,63,13.2,99,20.7,155,32.4,162,33.8,317,66.2
"East Hampton School District","=""0420011""","N",879,825,93.9,825,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","N",2627,2613,99.5,2607,1020,39.1,683,26.2,"*","*","*","*",904,34.7
"East Hartford School District","=""0430011""","Y",294,293,99.7,288,205,71.2,65,22.6,"*","*","*","*",18,6.3
"East Haven School District","=""0440011""","N",1200,1192,99.3,1192,"*","*",333,27.9,392,32.9,"*","*","*","*"
"East Haven School District","=""0440011""","Y",119,119,100.0,119,71,59.7,31,26.1,"*","*","*","*",17,14.3
"East Lyme School District","=""0450011""","N",1179,1150,97.5,1150,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","N",451,445,98.7,444,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",86,86,100.0,86,7,8.1,22,25.6,31,36.0,26,30.2,57,66.3
"Easton School District","=""0460011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","N",7,7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",1246,1237,99.3,1237,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","N",365,365,100.0,365,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","N",2188,2175,99.4,2175,364,16.7,563,25.9,"*","*","*","*","*","*"
"Enfield School District","=""0490011""","Y",45,45,100.0,45,23,51.1,17,37.8,"*","*","*","*","*","*"
"Essex School District","=""0500011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","N",4643,4595,99.0,4593,"*","*",767,16.7,1654,36.0,"*","*","*","*"
"Fairfield School District","=""0510011""","Y",91,90,98.9,90,53,58.9,26,28.9,"*","*","*","*",11,12.2
"Farmington School District","=""0520011""","N",1867,1859,99.6,1859,"*","*",262,14.1,630,33.9,"*","*","*","*"
"Farmington School District","=""0520011""","Y",36,36,100.0,36,12,33.3,14,38.9,"*","*","*","*",10,27.8
"Franklin School District","=""0530011""","N",110,108,98.2,108,21,19.4,22,20.4,40,37.0,25,23.1,65,60.2
"Glastonbury School District","=""0540011""","N",2802,2792,99.6,2792,187,6.7,377,13.5,"*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Y",25,25,100.0,25,10,40.0,11,44.0,"*","*","*","*","*","*"
"Granby School District","=""0560011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","N",181,181,100.0,181,94,51.9,53,29.3,"*","*","*","*",34,18.8
"Great Oaks Charter School District","=""2940013""","Y",29,29,100.0,29,13,44.8,10,34.5,6,20.7,0,0.0,6,20.7
"Greenwich School District","=""0570011""","N",3778,3764,99.6,3764,272,7.2,534,14.2,1216,32.3,1742,46.3,2958,78.6
"Greenwich School District","=""0570011""","Y",192,192,100.0,192,89,46.4,57,29.7,36,18.8,10,5.2,46,24.0
"Griswold School District","=""0580011""","N",813,804,98.9,804,"*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","N",1895,1881,99.3,1881,"*","*",445,23.7,"*","*",436,23.2,"*","*"
"Groton School District","=""0590011""","Y",57,57,100.0,57,42,73.7,"*","*","*","*",0,0.0,"*","*"
"Guilford School District","=""0600011""","N",1607,1603,99.8,1601,92,5.7,189,11.8,"*","*","*","*",1320,82.4
"Guilford School District","=""0600011""","Y",23,23,100.0,23,11,47.8,6,26.1,"*","*","*","*",6,26.1
"Hamden School District","=""0620011""","N",2314,2286,98.8,2286,564,24.7,"*","*",691,30.2,"*","*","*","*"
"Hamden School District","=""0620011""","Y",118,117,99.2,117,78,66.7,28,23.9,"*","*","*","*",11,9.4
"Hampton School District","=""0630011""","N",48,48,100.0,48,8,16.7,14,29.2,15,31.3,11,22.9,26,54.2
"Hartford School District","=""0640011""","N",7662,7570,98.8,7568,3274,43.3,1978,26.1,1644,21.7,672,8.9,2316,30.6
"Hartford School District","=""0640011""","Y",1714,1700,99.2,1699,1394,82.0,229,13.5,70,4.1,6,0.4,76,4.5
"Hartland School District","=""0650011""","N",126,126,100.0,126,14,11.1,26,20.6,51,40.5,35,27.8,86,68.3
"Hebron School District","=""0670011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",190,190,100.0,187,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","N",235,232,98.7,232,69,29.7,80,34.5,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Y",27,27,100.0,27,20,74.1,"*","*","*","*",0,0.0,"*","*"
"Jumoke Academy District","=""2610013""","N",419,418,99.8,418,137,32.8,120,28.7,113,27.0,48,11.5,161,38.5
"Kent School District","=""0680011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",977,947,96.9,947,"*","*",237,25.0,366,38.6,"*","*","*","*"
"Killingly School District","=""0690011""","Y",35,35,100.0,35,12,34.3,12,34.3,"*","*","*","*",11,31.4
"Learn","=""2450014""","N",362,357,98.6,357,"*","*",82,23.0,"*","*",92,25.8,"*","*"
"Learn","=""2450014""","Y",56,56,100.0,56,30,53.6,"*","*","*","*",0,0.0,"*","*"
"Lebanon School District","=""0710011""","N",458,439,95.9,439,51,11.6,96,21.9,148,33.7,144,32.8,292,66.5
"Ledyard School District","=""0720011""","N",996,990,99.4,989,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",437,432,98.9,432,35,8.1,62,14.4,149,34.5,186,43.1,335,77.5
"Madison School District","=""0760011""","N",1327,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","N",2537,2504,98.7,2503,881,35.2,573,22.9,657,26.2,392,15.7,1049,41.9
"Manchester School District","=""0770011""","Y",141,140,99.3,140,95,67.9,28,20.0,17,12.1,0,0.0,17,12.1
"Mansfield School District","=""0780011""","N",781,726,93.0,726,51,7.0,91,12.5,"*","*","*","*",584,80.4
"Mansfield School District","=""0780011""","Y",34,34,100.0,34,21,61.8,6,17.6,"*","*","*","*",7,20.6
"Marlborough School District","=""0790011""","N",341,340,99.7,340,31,9.1,59,17.4,101,29.7,149,43.8,250,73.5
"Meriden School District","=""0800011""","N",2951,2931,99.3,2931,858,29.3,"*","*",884,30.2,"*","*","*","*"
"Meriden School District","=""0800011""","Y",463,462,99.8,462,336,72.7,90,19.5,"*","*","*","*",36,7.8
"Middletown School District","=""0830011""","N",2023,2021,99.9,2019,492,24.4,"*","*",646,32.0,"*","*","*","*"
"Middletown School District","=""0830011""","Y",69,69,100.0,69,50,72.5,12,17.4,"*","*","*","*",7,10.1
"Milford School District","=""0840011""","N",2700,2646,98.0,2646,"*","*",594,22.4,988,37.3,"*","*","*","*"
"Milford School District","=""0840011""","Y",52,51,98.1,51,28,54.9,13,25.5,"*","*","*","*",10,19.6
"Monroe School District","=""0850011""","N",1442,1430,99.2,1430,"*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","N",1022,1018,99.6,1018,"*","*",242,23.8,355,34.9,"*","*","*","*"
"Montville School District","=""0860011""","Y",26,26,100.0,26,"*","*",10,38.5,7,26.9,"*","*","*","*"
"Naugatuck School District","=""0880011""","N",1872,1865,99.6,1865,453,24.3,482,25.8,582,31.2,348,18.7,930,49.9
"Naugatuck School District","=""0880011""","Y",86,86,100.0,86,49,57.0,27,31.4,10,11.6,0,0.0,10,11.6
"New Beginnings Inc., Family Academy District","=""2800013""","N",237,237,100.0,237,86,36.3,76,32.1,56,23.6,19,8.0,75,31.6
"New Britain School District","=""0890011""","N",3608,3592,99.6,3592,1756,48.9,895,24.9,"*","*","*","*",941,26.2
"New Britain School District","=""0890011""","Y",745,740,99.3,739,637,86.2,83,11.2,"*","*","*","*",19,2.6
"New Canaan School District","=""0900011""","N",2016,2001,99.3,2001,"*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","N",1054,968,91.8,968,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","N",295,283,95.9,283,25,8.8,61,21.6,84,29.7,113,39.9,197,69.6
"New Haven School District","=""0930011""","N",7448,7367,98.9,7364,2622,35.6,2026,27.5,1888,25.6,828,11.2,2716,36.9
"New Haven School District","=""0930011""","Y",1615,1604,99.3,1596,1057,66.2,379,23.7,135,8.5,25,1.6,160,10.0
"New London School District","=""0950011""","N",1101,1090,99.0,1090,398,36.5,302,27.7,"*","*","*","*",390,35.8
"New London School District","=""0950011""","Y",352,351,99.7,349,265,75.9,63,18.1,"*","*","*","*",21,6.0
"New Milford School District","=""0960011""","N",1920,1811,94.3,1811,"*","*",443,24.5,609,33.6,"*","*","*","*"
"New Milford School District","=""0960011""","Y",57,57,100.0,57,32,56.1,15,26.3,"*","*","*","*",10,17.5
"Newington School District","=""0940011""","N",1851,1845,99.7,1845,"*","*",441,23.9,627,34.0,"*","*","*","*"
"Newington School District","=""0940011""","Y",50,50,100.0,50,25,50.0,"*","*",14,28.0,"*","*","*","*"
"Newtown School District","=""0970011""","N",2075,2058,99.2,2058,"*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",57,57,100.0,57,12,21.1,13,22.8,13,22.8,19,33.3,32,56.1
"North Branford School District","=""0990011""","N",864,829,95.9,829,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N",1448,1411,97.4,1411,143,10.1,250,17.7,"*","*","*","*",1018,72.1
"North Haven School District","=""1010011""","Y",33,33,100.0,33,10,30.3,14,42.4,"*","*","*","*",9,27.3
"North Stonington School District","=""1020011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","N",4337,4302,99.2,4301,882,20.5,1115,25.9,1347,31.3,957,22.3,2304,53.6
"Norwalk School District","=""1030011""","Y",745,743,99.7,733,498,67.9,171,23.3,58,7.9,6,0.8,64,8.7
"Norwich School District","=""1040011""","N",1906,1868,98.0,1867,690,37.0,"*","*",482,25.8,"*","*","*","*"
"Norwich School District","=""1040011""","Y",300,299,99.7,298,205,68.8,70,23.5,"*","*","*","*",23,7.7
"Odyssey Community School District","=""2630013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N",602,595,98.8,595,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","N",717,703,98.0,703,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",944,930,98.5,930,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","N",1016,1005,98.9,1005,"*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","N",1002,1001,99.9,1001,"*","*",228,22.8,364,36.4,"*","*","*","*"
"Plainville School District","=""1100011""","Y",41,41,100.0,41,15,36.6,"*","*",14,34.1,"*","*","*","*"
"Plymouth School District","=""1110011""","N",656,649,98.9,649,"*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N",638,623,97.6,623,"*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","N",524,510,97.3,509,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N",651,643,98.8,643,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",325,312,96.0,312,36,11.5,57,18.3,141,45.2,78,25.0,219,70.2
"Regional School District 08","=""2080012""","N",567,561,98.9,558,48,8.6,113,20.3,264,47.3,133,23.8,397,71.1
"Regional School District 10","=""2100012""","N",1121,1104,98.5,1104,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",91,90,98.9,90,9,10.0,20,22.2,47,52.2,14,15.6,61,67.8
"Regional School District 12","=""2120012""","N",305,304,99.7,304,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",827,818,98.9,818,88,10.8,184,22.5,308,37.7,238,29.1,546,66.7
"Regional School District 14","=""2140012""","N",653,649,99.4,649,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","N",1810,1785,98.6,1785,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","N",1055,986,93.5,986,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",2363,2303,97.5,2303,134,5.8,"*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Y",20,20,100.0,20,8,40.0,"*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","N",1085,1080,99.5,1080,115,10.6,211,19.5,375,34.7,379,35.1,754,69.8
"Rocky Hill School District","=""1190011""","Y",54,54,100.0,54,25,46.3,15,27.8,8,14.8,6,11.1,14,25.9
"Salem School District","=""1210011""","N",246,246,100.0,246,16,6.5,28,11.4,83,33.7,119,48.4,202,82.1
"Salisbury School District","=""1220011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N",57,55,96.5,55,7,12.7,12,21.8,18,32.7,18,32.7,36,65.5
