"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, English Learner Status (EL)"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Ashford School District","=""0030011""",05,"Math","N",38,38,100.0,38,18,47.4,11,28.9,"*","*","*","*",9,23.7,2468
"Ashford School District","=""0030011""",06,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"Math","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Ashford School District","=""0030011""",06,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"ELA","N",261,260,99.6,260,"*","*","*","*","*","*","*","*","*","*",2532
"Avon School District","=""0040011""",04,"ELA","Y",10,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"Math","N",261,261,100.0,261,"*","*","*","*","*","*","*","*","*","*",2526
"Avon School District","=""0040011""",04,"Math","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"ELA","N",275,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"Math","N",275,273,99.3,273,"*","*","*","*","*","*","*","*","*","*",2548
"Avon School District","=""0040011""",05,"Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"ELA","N",270,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"Math","N",270,269,99.6,269,"*","*","*","*","*","*","*","*","*","*",2597
"Avon School District","=""0040011""",06,"Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",11,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",11,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",11,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",11,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"ELA","N",48,45,93.8,45,11,24.4,7,15.6,12,26.7,15,33.3,27,60.0,2442
"Barkhamsted School District","=""0050011""",03,"Math","N",48,45,93.8,45,15,33.3,"*","*",15,33.3,"*","*","*","*",2405
"Barkhamsted School District","=""0050011""",04,"ELA","N",48,46,95.8,46,7,15.2,7,15.2,9,19.6,23,50.0,32,69.6,2512
"Barkhamsted School District","=""0050011""",04,"Math","N",48,46,95.8,46,"*","*",22,47.8,13,28.3,"*","*","*","*",2460
"Barkhamsted School District","=""0050011""",05,"ELA","N",47,46,97.9,46,6,13.0,7,15.2,17,37.0,16,34.8,33,71.7,2540
"Barkhamsted School District","=""0050011""",05,"Math","N",47,46,97.9,46,11,23.9,19,41.3,9,19.6,7,15.2,16,34.8,2501
"Barkhamsted School District","=""0050011""",06,"ELA","N",62,61,98.4,60,"*","*",13,21.7,32,53.3,"*","*","*","*",2564
"Barkhamsted School District","=""0050011""",06,"Math","N",62,60,96.8,60,13,21.7,16,26.7,20,33.3,11,18.3,31,51.7,2540
"Berlin School District","=""0070011""",03,"ELA","N",181,181,100.0,181,"*","*","*","*","*","*","*","*","*","*",2440
"Berlin School District","=""0070011""",03,"ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",03,"Math","N",181,181,100.0,181,"*","*","*","*","*","*","*","*","*","*",2431
"Berlin School District","=""0070011""",03,"Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",04,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",04,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",04,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",05,"ELA","N",217,216,99.5,214,"*","*","*","*","*","*","*","*","*","*",2535
"Berlin School District","=""0070011""",05,"ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",05,"Math","N",217,216,99.5,214,"*","*","*","*","*","*","*","*","*","*",2510
"Berlin School District","=""0070011""",05,"Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",06,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",06,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",06,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",06,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",07,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",07,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",07,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",07,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",08,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",08,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",08,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",08,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",11,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",11,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",11,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",11,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"ELA","N",51,51,100.0,51,14,27.5,10,19.6,12,23.5,15,29.4,27,52.9,2437
"Bethany School District","=""0080011""",03,"Math","N",51,51,100.0,51,"*","*",14,27.5,20,39.2,"*","*","*","*",2454
"Bethany School District","=""0080011""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",04,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",04,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",04,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",05,"ELA","N",63,62,98.4,62,7,11.3,10,16.1,28,45.2,17,27.4,45,72.6,2538
"Bethany School District","=""0080011""",05,"Math","N",63,62,98.4,62,12,19.4,26,41.9,16,25.8,8,12.9,24,38.7,2508
"Bethany School District","=""0080011""",06,"ELA","N",66,65,98.5,65,"*","*","*","*",19,29.2,26,40.0,45,69.2,2583
"Bethany School District","=""0080011""",06,"Math","N",66,65,98.5,65,10,15.4,17,26.2,17,26.2,21,32.3,38,58.5,2569
"Bethel School District","=""0090011""",03,"ELA","N",188,188,100.0,188,"*","*","*","*","*","*","*","*","*","*",2465
"Bethel School District","=""0090011""",03,"ELA","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",03,"Math","N",188,188,100.0,188,"*","*","*","*","*","*","*","*","*","*",2428
"Bethel School District","=""0090011""",03,"Math","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",04,"ELA","N",196,196,100.0,196,"*","*","*","*","*","*","*","*","*","*",2504
"Bethel School District","=""0090011""",04,"ELA","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",04,"Math","N",196,195,99.5,195,"*","*","*","*","*","*","*","*","*","*",2485
"Bethel School District","=""0090011""",04,"Math","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",05,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",05,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",06,"ELA","N",229,228,99.6,228,"*","*","*","*","*","*","*","*","*","*",2570
"Bethel School District","=""0090011""",06,"ELA","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",06,"Math","N",229,228,99.6,228,"*","*","*","*","*","*","*","*","*","*",2530
