"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, Gender"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Avon School District","=""0040011""","M",791,791,100.0,791,50,6.3,117,14.8,262,33.1,362,45.8,624,78.9
"Barkhamsted School District","=""0050011""","F",86,84,97.7,84,"*","*","*","*",28,33.3,31,36.9,59,70.2
"Barkhamsted School District","=""0050011""","M",90,85,94.4,85,"*","*","*","*",29,34.1,23,27.1,52,61.2
"Berlin School District","=""0070011""","F",600,599,99.8,599,40,6.7,114,19.0,250,41.7,195,32.6,445,74.3
"Berlin School District","=""0070011""","M",719,714,99.3,713,95,13.3,162,22.7,257,36.0,199,27.9,456,64.0
"Bethany School District","=""0080011""","F",107,103,96.3,103,8,7.8,15,14.6,34,33.0,46,44.7,80,77.7
"Bethany School District","=""0080011""","M",125,121,96.8,121,21,17.4,34,28.1,36,29.8,30,24.8,66,54.5
"Bethel School District","=""0090011""","F",644,641,99.5,641,57,8.9,93,14.5,241,37.6,250,39.0,491,76.6
"Bethel School District","=""0090011""","M",685,679,99.1,679,92,13.5,132,19.4,247,36.4,208,30.6,455,67.0
"Bloomfield School District","=""0110011""","F",391,388,99.2,388,82,21.1,90,23.2,143,36.9,73,18.8,216,55.7
"Bloomfield School District","=""0110011""","M",376,376,100.0,376,115,30.6,105,27.9,117,31.1,39,10.4,156,41.5
"Bolton School District","=""0120011""","F",174,169,97.1,169,16,9.5,15,8.9,58,34.3,80,47.3,138,81.7
"Bolton School District","=""0120011""","M",182,178,97.8,178,22,12.4,23,12.9,71,39.9,62,34.8,133,74.7
"Bozrah School District","=""0130011""","F",68,68,100.0,68,8,11.8,23,33.8,23,33.8,14,20.6,37,54.4
"Bozrah School District","=""0130011""","M",66,65,98.5,64,23,35.9,17,26.6,17,26.6,7,10.9,24,37.5
"Branford School District","=""0140011""","F",674,662,98.2,658,61,9.3,143,21.7,230,35.0,224,34.0,454,69.0
"Branford School District","=""0140011""","M",681,679,99.7,676,122,18.0,160,23.7,218,32.2,176,26.0,394,58.3
"Brass City Charter School District","=""2900013""","F",24,24,100.0,24,0,0.0,"*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","F",272,272,100.0,272,63,23.2,72,26.5,70,25.7,67,24.6,137,50.4
"Bridgeport Achievement First District","=""2850013""","M",269,268,99.6,268,78,29.1,80,29.9,69,25.7,41,15.3,110,41.0
"Bridgeport School District","=""0150011""","F",4469,4444,99.4,4441,2089,47.0,1132,25.5,902,20.3,318,7.2,1220,27.5
"Bridgeport School District","=""0150011""","M",4904,4878,99.5,4872,2905,59.6,1092,22.4,672,13.8,203,4.2,875,18.0
"Bristol School District","=""0170011""","F",1722,1714,99.5,1714,298,17.4,395,23.0,606,35.4,415,24.2,1021,59.6
"Bristol School District","=""0170011""","M",1827,1821,99.7,1821,506,27.8,440,24.2,571,31.4,304,16.7,875,48.1
"Brookfield School District","=""0180011""","F",618,577,93.4,577,52,9.0,110,19.1,190,32.9,225,39.0,415,71.9
"Brookfield School District","=""0180011""","M",649,618,95.2,618,82,13.3,132,21.4,225,36.4,179,29.0,404,65.4
"Brooklyn School District","=""0190011""","F",267,264,98.9,264,22,8.3,43,16.3,108,40.9,91,34.5,199,75.4
"Brooklyn School District","=""0190011""","M",254,252,99.2,252,39,15.5,54,21.4,83,32.9,76,30.2,159,63.1
"Canaan School District","=""0210011""","F",29,29,100.0,29,"*","*","*","*",9,31.0,"*","*","*","*"
"Canaan School District","=""0210011""","M",22,20,90.9,20,"*","*","*","*",9,45.0,"*","*","*","*"
"Canterbury School District","=""0220011""","F",137,135,98.5,135,11,8.1,31,23.0,59,43.7,34,25.2,93,68.9
"Canterbury School District","=""0220011""","M",171,168,98.2,168,39,23.2,55,32.7,46,27.4,28,16.7,74,44.0
"Canton School District","=""0230011""","F",402,398,99.0,398,26,6.5,59,14.8,139,34.9,174,43.7,313,78.6
"Canton School District","=""0230011""","M",391,387,99.0,387,41,10.6,76,19.6,140,36.2,130,33.6,270,69.8
"Capital Preparatory Harbor School Inc. District","=""2970013""","F",54,54,100.0,54,17,31.5,"*","*",19,35.2,"*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","M",56,56,100.0,56,25,44.6,19,33.9,"*","*","*","*",12,21.4
"Capitol Region Education Council","=""2410014""","F",1456,1430,98.2,1430,311,21.7,348,24.3,465,32.5,306,21.4,771,53.9
"Capitol Region Education Council","=""2410014""","M",1663,1635,98.3,1634,514,31.5,372,22.8,484,29.6,264,16.2,748,45.8
"Chaplin School District","=""0240011""","F",38,37,97.4,37,"*","*",7,18.9,11,29.7,"*","*","*","*"
"Chaplin School District","=""0240011""","M",40,40,100.0,40,"*","*",11,27.5,13,32.5,"*","*","*","*"
"Cheshire School District","=""0250011""","F",1057,1047,99.1,1047,51,4.9,143,13.7,363,34.7,490,46.8,853,81.5
"Cheshire School District","=""0250011""","M",996,988,99.2,988,85,8.6,160,16.2,359,36.3,384,38.9,743,75.2
"Chester School District","=""0260011""","F",77,76,98.7,76,"*","*","*","*",28,36.8,34,44.7,62,81.6
"Chester School District","=""0260011""","M",54,54,100.0,54,"*","*","*","*",18,33.3,22,40.7,40,74.1
"Clinton School District","=""0270011""","F",436,432,99.1,429,31,7.2,79,18.4,171,39.9,148,34.5,319,74.4
"Clinton School District","=""0270011""","M",464,456,98.3,456,67,14.7,98,21.5,142,31.1,149,32.7,291,63.8
"Colchester School District","=""0280011""","F",558,555,99.5,555,32,5.8,93,16.8,215,38.7,215,38.7,430,77.5
"Colchester School District","=""0280011""","M",578,575,99.5,575,73,12.7,113,19.7,216,37.6,173,30.1,389,67.7
"Colebrook School District","=""0290011""","F",25,25,100.0,25,0,0.0,"*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","M",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","F",148,145,98.0,145,10,6.9,26,17.9,58,40.0,51,35.2,109,75.2
"Columbia School District","=""0300011""","M",139,134,96.4,134,22,16.4,35,26.1,50,37.3,27,20.1,77,57.5
"Cooperative Educational Services","=""2430014""","F",146,144,98.6,144,29,20.1,40,27.8,41,28.5,34,23.6,75,52.1
"Cooperative Educational Services","=""2430014""","M",196,192,98.0,192,76,39.6,38,19.8,52,27.1,26,13.5,78,40.6
"Cornwall School District","=""0310011""","F",23,21,91.3,21,"*","*","*","*",9,42.9,7,33.3,16,76.2
"Cornwall School District","=""0310011""","M",40,40,100.0,40,"*","*","*","*",18,45.0,11,27.5,29,72.5
"Coventry School District","=""0320011""","F",394,389,98.7,389,29,7.5,58,14.9,156,40.1,146,37.5,302,77.6
"Coventry School District","=""0320011""","M",359,355,98.9,355,49,13.8,71,20.0,133,37.5,102,28.7,235,66.2
"Cromwell School District","=""0330011""","F",444,441,99.3,441,45,10.2,85,19.3,164,37.2,147,33.3,311,70.5
"Cromwell School District","=""0330011""","M",479,479,100.0,479,86,18.0,113,23.6,162,33.8,118,24.6,280,58.5
"Danbury School District","=""0340011""","F",2539,2521,99.3,2521,538,21.3,688,27.3,846,33.6,449,17.8,1295,51.4
"Danbury School District","=""0340011""","M",2539,2515,99.1,2512,726,28.9,715,28.5,708,28.2,363,14.5,1071,42.6
"Darien School District","=""0350011""","F",1117,1109,99.3,1109,13,1.2,97,8.7,334,30.1,665,60.0,999,90.1
"Darien School District","=""0350011""","M",1165,1146,98.4,1146,62,5.4,123,10.7,385,33.6,576,50.3,961,83.9
"Deep River School District","=""0360011""","F",100,100,100.0,100,6,6.0,15,15.0,39,39.0,40,40.0,79,79.0
"Deep River School District","=""0360011""","M",100,99,99.0,99,20,20.2,33,33.3,22,22.2,24,24.2,46,46.5
"Derby School District","=""0370011""","F",337,337,100.0,337,89,26.4,88,26.1,116,34.4,44,13.1,160,47.5
"Derby School District","=""0370011""","M",343,341,99.4,341,149,43.7,80,23.5,77,22.6,35,10.3,112,32.8
"East Granby School District","=""0400011""","F",197,197,100.0,197,14,7.1,28,14.2,78,39.6,77,39.1,155,78.7
"East Granby School District","=""0400011""","M",199,198,99.5,198,32,16.2,40,20.2,66,33.3,60,30.3,126,63.6
"East Haddam School District","=""0410011""","F",238,225,94.5,225,26,11.6,37,16.4,77,34.2,85,37.8,162,72.0
"East Haddam School District","=""0410011""","M",261,254,97.3,254,37,14.6,62,24.4,78,30.7,77,30.3,155,61.0
"East Hampton School District","=""0420011""","F",425,389,91.5,389,46,11.8,90,23.1,141,36.2,112,28.8,253,65.0
"East Hampton School District","=""0420011""","M",460,442,96.1,442,106,24.0,115,26.0,145,32.8,76,17.2,221,50.0
"East Hartford School District","=""0430011""","F",1411,1404,99.5,1401,500,35.7,385,27.5,355,25.3,161,11.5,516,36.8
"East Hartford School District","=""0430011""","M",1510,1502,99.5,1494,725,48.5,363,24.3,308,20.6,98,6.6,406,27.2
"East Haven School District","=""0440011""","F",657,655,99.7,655,119,18.2,180,27.5,226,34.5,130,19.8,356,54.4
"East Haven School District","=""0440011""","M",662,656,99.1,656,210,32.0,184,28.0,181,27.6,81,12.3,262,39.9
"East Lyme School District","=""0450011""","F",567,554,97.7,554,36,6.5,87,15.7,202,36.5,229,41.3,431,77.8
"East Lyme School District","=""0450011""","M",631,615,97.5,615,80,13.0,111,18.0,194,31.5,230,37.4,424,68.9
"East Windsor School District","=""0470011""","F",220,218,99.1,218,48,22.0,58,26.6,78,35.8,34,15.6,112,51.4
"East Windsor School District","=""0470011""","M",246,242,98.4,241,56,23.2,73,30.3,85,35.3,27,11.2,112,46.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","M","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Eastford School District","=""0390011""","F",43,43,100.0,43,"*","*",14,32.6,16,37.2,"*","*","*","*"
"Eastford School District","=""0390011""","M",43,43,100.0,43,"*","*","*","*",15,34.9,15,34.9,30,69.8
"Easton School District","=""0460011""","F",310,303,97.7,303,11,3.6,30,9.9,93,30.7,169,55.8,262,86.5
"Easton School District","=""0460011""","M",322,314,97.5,314,19,6.1,45,14.3,117,37.3,133,42.4,250,79.6
"Education Connection","=""2420014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F",626,621,99.2,621,30,4.8,107,17.2,185,29.8,299,48.1,484,77.9
"Ellington School District","=""0480011""","M",636,632,99.4,632,65,10.3,127,20.1,208,32.9,232,36.7,440,69.6
"Elm City College Preparatory School District","=""2890013""","F",219,219,100.0,219,38,17.4,46,21.0,84,38.4,51,23.3,135,61.6
"Elm City College Preparatory School District","=""2890013""","M",157,157,100.0,157,43,27.4,32,20.4,47,29.9,35,22.3,82,52.2
"Enfield School District","=""0490011""","F",1116,1112,99.6,1112,134,12.1,280,25.2,426,38.3,272,24.5,698,62.8
"Enfield School District","=""0490011""","M",1117,1108,99.2,1108,253,22.8,300,27.1,356,32.1,199,18.0,555,50.1
"Essex School District","=""0500011""","F",107,104,97.2,104,"*","*","*","*",34,32.7,51,49.0,85,81.7
"Essex School District","=""0500011""","M",123,119,96.7,119,"*","*","*","*",38,31.9,49,41.2,87,73.1
"Fairfield School District","=""0510011""","F",2324,2294,98.7,2294,137,6.0,361,15.7,826,36.0,970,42.3,1796,78.3
"Fairfield School District","=""0510011""","M",2410,2391,99.2,2389,286,12.0,432,18.1,837,35.0,834,34.9,1671,69.9
"Farmington School District","=""0520011""","F",954,951,99.7,951,58,6.1,115,12.1,293,30.8,485,51.0,778,81.8
"Farmington School District","=""0520011""","M",949,944,99.5,944,71,7.5,161,17.1,344,36.4,368,39.0,712,75.4
"Franklin School District","=""0530011""","F",52,52,100.0,52,7,13.5,12,23.1,20,38.5,13,25.0,33,63.5
"Franklin School District","=""0530011""","M",58,56,96.6,56,14,25.0,10,17.9,20,35.7,12,21.4,32,57.1
"Glastonbury School District","=""0540011""","F",1456,1451,99.7,1451,82,5.7,177,12.2,485,33.4,707,48.7,1192,82.2
"Glastonbury School District","=""0540011""","M",1371,1366,99.6,1366,115,8.4,211,15.4,499,36.5,541,39.6,1040,76.1
"Granby School District","=""0560011""","F",420,415,98.8,415,17,4.1,48,11.6,143,34.5,207,49.9,350,84.3
"Granby School District","=""0560011""","M",420,416,99.0,416,43,10.3,78,18.8,153,36.8,142,34.1,295,70.9
"Great Oaks Charter School District","=""2940013""","F",104,104,100.0,104,46,44.2,35,33.7,"*","*","*","*",23,22.1
"Great Oaks Charter School District","=""2940013""","M",106,106,100.0,106,61,57.5,28,26.4,17,16.0,0,0.0,17,16.0
"Greenwich School District","=""0570011""","F",1932,1927,99.7,1927,127,6.6,254,13.2,611,31.7,935,48.5,1546,80.2
"Greenwich School District","=""0570011""","M",2038,2029,99.6,2029,234,11.5,337,16.6,641,31.6,817,40.3,1458,71.9
"Griswold School District","=""0580011""","F",419,415,99.0,415,58,14.0,94,22.7,158,38.1,105,25.3,263,63.4
"Griswold School District","=""0580011""","M",404,399,98.8,399,84,21.1,100,25.1,134,33.6,81,20.3,215,53.9
"Groton School District","=""0590011""","F",985,978,99.3,978,175,17.9,235,24.0,325,33.2,243,24.8,568,58.1
"Groton School District","=""0590011""","M",967,960,99.3,960,256,26.7,221,23.0,290,30.2,193,20.1,483,50.3
"Guilford School District","=""0600011""","F",796,794,99.7,794,38,4.8,86,10.8,269,33.9,401,50.5,670,84.4
"Guilford School District","=""0600011""","M",834,832,99.8,830,65,7.8,109,13.1,288,34.7,368,44.3,656,79.0
"Hamden School District","=""0620011""","F",1162,1144,98.5,1144,238,20.8,259,22.6,361,31.6,286,25.0,647,56.6
"Hamden School District","=""0620011""","M",1270,1259,99.1,1259,404,32.1,286,22.7,340,27.0,229,18.2,569,45.2
"Hampton School District","=""0630011""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","M",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","F",4536,4490,99.0,4489,2046,45.6,1111,24.7,947,21.1,385,8.6,1332,29.7
"Hartford School District","=""0640011""","M",4840,4780,98.8,4778,2622,54.9,1096,22.9,767,16.1,293,6.1,1060,22.2
"Hartland School District","=""0650011""","F",55,55,100.0,55,6,10.9,8,14.5,21,38.2,20,36.4,41,74.5
"Hartland School District","=""0650011""","M",71,71,100.0,71,8,11.3,18,25.4,30,42.3,15,21.1,45,63.4
"Hebron School District","=""0670011""","F",203,203,100.0,203,27,13.3,36,17.7,78,38.4,62,30.5,140,69.0
"Hebron School District","=""0670011""","M",234,234,100.0,234,41,17.5,54,23.1,88,37.6,51,21.8,139,59.4
"Highville Charter School District","=""2860013""","F",121,121,100.0,121,35,28.9,43,35.5,29,24.0,14,11.6,43,35.5
"Highville Charter School District","=""2860013""","M",110,110,100.0,110,46,41.8,30,27.3,28,25.5,6,5.5,34,30.9
"Integrated Day Charter School District","=""2640013""","F",93,93,100.0,93,23,24.7,23,24.7,36,38.7,11,11.8,47,50.5
"Integrated Day Charter School District","=""2640013""","M",106,106,100.0,103,27,26.2,26,25.2,35,34.0,15,14.6,50,48.5
"Interdistrict School for Arts and Comm District","=""2650013""","F",129,127,98.4,127,31,24.4,46,36.2,41,32.3,9,7.1,50,39.4
"Interdistrict School for Arts and Comm District","=""2650013""","M",133,132,99.2,132,58,43.9,40,30.3,27,20.5,7,5.3,34,25.8
"Jumoke Academy District","=""2610013""","F",219,219,100.0,219,59,26.9,64,29.2,69,31.5,27,12.3,96,43.8
"Jumoke Academy District","=""2610013""","M",200,199,99.5,199,78,39.2,56,28.1,44,22.1,21,10.6,65,32.7
"Kent School District","=""0680011""","F",74,69,93.2,69,"*","*","*","*",23,33.3,34,49.3,57,82.6
"Kent School District","=""0680011""","M",84,82,97.6,82,"*","*","*","*",34,41.5,29,35.4,63,76.8
"Killingly School District","=""0690011""","F",513,504,98.2,504,71,14.1,113,22.4,205,40.7,115,22.8,320,63.5
"Killingly School District","=""0690011""","M",499,478,95.8,478,89,18.6,136,28.5,170,35.6,83,17.4,253,52.9
"Learn","=""2450014""","F",216,214,99.1,214,43,20.1,54,25.2,61,28.5,56,26.2,117,54.7
"Learn","=""2450014""","M",202,199,98.5,199,56,28.1,50,25.1,57,28.6,36,18.1,93,46.7
"Lebanon School District","=""0710011""","F",224,211,94.2,211,13,6.2,45,21.3,70,33.2,83,39.3,153,72.5
"Lebanon School District","=""0710011""","M",234,228,97.4,228,38,16.7,51,22.4,78,34.2,61,26.8,139,61.0
"Ledyard School District","=""0720011""","F",467,464,99.4,463,69,14.9,91,19.7,156,33.7,147,31.7,303,65.4
"Ledyard School District","=""0720011""","M",543,540,99.4,540,124,23.0,129,23.9,194,35.9,93,17.2,287,53.1
"Lisbon School District","=""0730011""","F",127,124,97.6,124,9,7.3,33,26.6,38,30.6,44,35.5,82,66.1
"Lisbon School District","=""0730011""","M",125,125,100.0,125,23,18.4,30,24.0,47,37.6,25,20.0,72,57.6
"Litchfield School District","=""0740011""","F",218,214,98.2,214,14,6.5,32,15.0,74,34.6,94,43.9,168,78.5
"Litchfield School District","=""0740011""","M",219,218,99.5,218,21,9.6,30,13.8,75,34.4,92,42.2,167,76.6
"Madison School District","=""0760011""","F",619,547,88.4,547,40,7.3,82,15.0,202,36.9,223,40.8,425,77.7
"Madison School District","=""0760011""","M",714,664,93.0,664,88,13.3,140,21.1,245,36.9,191,28.8,436,65.7
"Manchester School District","=""0770011""","F",1299,1284,98.8,1283,394,30.7,301,23.5,356,27.7,232,18.1,588,45.8
"Manchester School District","=""0770011""","M",1379,1360,98.6,1360,582,42.8,300,22.1,318,23.4,160,11.8,478,35.1
"Mansfield School District","=""0780011""","F",386,360,93.3,360,34,9.4,34,9.4,103,28.6,189,52.5,292,81.1
"Mansfield School District","=""0780011""","M",429,400,93.2,400,38,9.5,63,15.8,138,34.5,161,40.3,299,74.8
"Marlborough School District","=""0790011""","F",155,155,100.0,155,6,3.9,23,14.8,45,29.0,81,52.3,126,81.3
"Marlborough School District","=""0790011""","M",186,185,99.5,185,25,13.5,36,19.5,56,30.3,68,36.8,124,67.0
"Meriden School District","=""0800011""","F",1686,1679,99.6,1679,500,29.8,410,24.4,495,29.5,274,16.3,769,45.8
"Meriden School District","=""0800011""","M",1728,1714,99.2,1714,694,40.5,427,24.9,422,24.6,171,10.0,593,34.6
"Middletown School District","=""0830011""","F",1040,1040,100.0,1039,217,20.9,220,21.2,352,33.9,250,24.1,602,57.9
"Middletown School District","=""0830011""","M",1052,1050,99.8,1049,325,31.0,242,23.1,300,28.6,182,17.3,482,45.9
"Milford School District","=""0840011""","F",1307,1287,98.5,1287,125,9.7,266,20.7,488,37.9,408,31.7,896,69.6
"Milford School District","=""0840011""","M",1445,1410,97.6,1410,236,16.7,341,24.2,509,36.1,324,23.0,833,59.1
"Monroe School District","=""0850011""","F",720,713,99.0,713,30,4.2,80,11.2,265,37.2,338,47.4,603,84.6
"Monroe School District","=""0850011""","M",728,723,99.3,723,71,9.8,128,17.7,251,34.7,273,37.8,524,72.5
"Montville School District","=""0860011""","F",521,520,99.8,520,64,12.3,112,21.5,192,36.9,152,29.2,344,66.2
"Montville School District","=""0860011""","M",527,524,99.4,524,97,18.5,140,26.7,170,32.4,117,22.3,287,54.8
"Naugatuck School District","=""0880011""","F",903,901,99.8,901,181,20.1,233,25.9,290,32.2,197,21.9,487,54.1
"Naugatuck School District","=""0880011""","M",1055,1050,99.5,1050,321,30.6,276,26.3,302,28.8,151,14.4,453,43.1
"New Beginnings Inc., Family Academy District","=""2800013""","F",120,120,100.0,120,40,33.3,35,29.2,33,27.5,12,10.0,45,37.5
"New Beginnings Inc., Family Academy District","=""2800013""","M",117,117,100.0,117,46,39.3,41,35.0,23,19.7,7,6.0,30,25.6
"New Britain School District","=""0890011""","F",2042,2034,99.6,2034,1009,49.6,495,24.3,378,18.6,152,7.5,530,26.1
"New Britain School District","=""0890011""","M",2311,2298,99.4,2297,1384,60.3,483,21.0,296,12.9,134,5.8,430,18.7
"New Canaan School District","=""0900011""","F",981,973,99.2,973,26,2.7,96,9.9,302,31.0,549,56.4,851,87.5
"New Canaan School District","=""0900011""","M",1050,1043,99.3,1043,67,6.4,147,14.1,357,34.2,472,45.3,829,79.5
"New Fairfield School District","=""0910011""","F",515,465,90.3,465,32,6.9,76,16.3,165,35.5,192,41.3,357,76.8
"New Fairfield School District","=""0910011""","M",556,520,93.5,520,63,12.1,104,20.0,182,35.0,171,32.9,353,67.9
"New Hartford School District","=""0920011""","F",153,148,96.7,148,9,6.1,21,14.2,50,33.8,68,45.9,118,79.7
"New Hartford School District","=""0920011""","M",142,135,95.1,135,16,11.9,40,29.6,34,25.2,45,33.3,79,58.5
"New Haven School District","=""0930011""","F",4492,4454,99.2,4447,1551,34.9,1247,28.0,1130,25.4,519,11.7,1649,37.1
"New Haven School District","=""0930011""","M",4571,4517,98.8,4513,2128,47.2,1158,25.7,893,19.8,334,7.4,1227,27.2
"New London School District","=""0950011""","F",704,697,99.0,697,260,37.3,185,26.5,162,23.2,90,12.9,252,36.2
"New London School District","=""0950011""","M",749,744,99.3,742,403,54.3,180,24.3,122,16.4,37,5.0,159,21.4
"New Milford School District","=""0960011""","F",909,856,94.2,856,140,16.4,199,23.2,312,36.4,205,23.9,517,60.4
"New Milford School District","=""0960011""","M",1068,1012,94.8,1012,271,26.8,259,25.6,306,30.2,176,17.4,482,47.6
"Newington School District","=""0940011""","F",933,930,99.7,930,130,14.0,209,22.5,325,34.9,266,28.6,591,63.5
"Newington School District","=""0940011""","M",968,965,99.7,965,222,23.0,241,25.0,316,32.7,186,19.3,502,52.0
"Newtown School District","=""0970011""","F",1017,1009,99.2,1009,65,6.4,144,14.3,395,39.1,405,40.1,800,79.3
"Newtown School District","=""0970011""","M",1065,1056,99.2,1056,97,9.2,207,19.6,400,37.9,352,33.3,752,71.2
"Norfolk School District","=""0980011""","F",29,29,100.0,29,6,20.7,"*","*","*","*",10,34.5,"*","*"
"Norfolk School District","=""0980011""","M",28,28,100.0,28,6,21.4,"*","*","*","*",9,32.1,"*","*"
"North Branford School District","=""0990011""","F",439,422,96.1,422,42,10.0,84,19.9,163,38.6,133,31.5,296,70.1
"North Branford School District","=""0990011""","M",438,420,95.9,420,91,21.7,118,28.1,121,28.8,90,21.4,211,50.2
"North Canaan School District","=""1000011""","F",74,74,100.0,74,11,14.9,12,16.2,29,39.2,22,29.7,51,68.9
"North Canaan School District","=""1000011""","M",83,81,97.6,81,18,22.2,23,28.4,22,27.2,18,22.2,40,49.4
"North Haven School District","=""1010011""","F",723,704,97.4,704,48,6.8,115,16.3,249,35.4,292,41.5,541,76.8
"North Haven School District","=""1010011""","M",758,740,97.6,740,105,14.2,149,20.1,252,34.1,234,31.6,486,65.7
"North Stonington School District","=""1020011""","F",161,159,98.8,159,11,6.9,21,13.2,58,36.5,69,43.4,127,79.9
"North Stonington School District","=""1020011""","M",179,179,100.0,179,17,9.5,29,16.2,72,40.2,61,34.1,133,74.3
"Norwalk School District","=""1030011""","F",2479,2459,99.2,2455,576,23.5,621,25.3,746,30.4,512,20.9,1258,51.2
"Norwalk School District","=""1030011""","M",2603,2586,99.3,2579,804,31.2,665,25.8,659,25.6,451,17.5,1110,43.0
"Norwich School District","=""1040011""","F",1074,1064,99.1,1063,369,34.7,293,27.6,282,26.5,119,11.2,401,37.7
"Norwich School District","=""1040011""","M",1132,1103,97.4,1102,526,47.7,257,23.3,220,20.0,99,9.0,319,28.9
"Odyssey Community School District","=""2630013""","F",99,99,100.0,99,13,13.1,26,26.3,39,39.4,21,21.2,60,60.6
"Odyssey Community School District","=""2630013""","M",117,116,99.1,116,29,25.0,27,23.3,39,33.6,21,18.1,60,51.7
"Old Saybrook School District","=""1060011""","F",300,296,98.7,296,21,7.1,57,19.3,131,44.3,87,29.4,218,73.6
"Old Saybrook School District","=""1060011""","M",317,314,99.1,314,41,13.1,65,20.7,110,35.0,98,31.2,208,66.2
"Orange School District","=""1070011""","F",357,353,98.9,353,21,5.9,52,14.7,113,32.0,167,47.3,280,79.3
"Orange School District","=""1070011""","M",377,367,97.3,367,40,10.9,50,13.6,126,34.3,151,41.1,277,75.5
"Oxford School District","=""1080011""","F",489,484,99.0,484,44,9.1,92,19.0,205,42.4,143,29.5,348,71.9
"Oxford School District","=""1080011""","M",474,465,98.1,465,75,16.1,130,28.0,142,30.5,118,25.4,260,55.9
"Park City Prep Charter School District","=""2830013""","F",177,177,100.0,177,39,22.0,52,29.4,60,33.9,26,14.7,86,48.6
"Park City Prep Charter School District","=""2830013""","M",171,169,98.8,169,75,44.4,42,24.9,39,23.1,13,7.7,52,30.8
"Plainfield School District","=""1090011""","F",498,497,99.8,497,77,15.5,102,20.5,180,36.2,138,27.8,318,64.0
"Plainfield School District","=""1090011""","M",530,520,98.1,520,110,21.2,146,28.1,177,34.0,87,16.7,264,50.8
"Plainville School District","=""1100011""","F",508,507,99.8,507,80,15.8,103,20.3,200,39.4,124,24.5,324,63.9
"Plainville School District","=""1100011""","M",535,535,100.0,535,119,22.2,136,25.4,178,33.3,102,19.1,280,52.3
"Plymouth School District","=""1110011""","F",320,318,99.4,318,50,15.7,81,25.5,108,34.0,79,24.8,187,58.8
"Plymouth School District","=""1110011""","M",344,339,98.5,339,91,26.8,73,21.5,104,30.7,71,20.9,175,51.6
