"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Ansonia School District","=""0020011""",03,"N",60,60,100.0,60,14,23.3,10,16.7,17,28.3,19,31.7,36,60.0,2443
"Ansonia School District","=""0020011""",04,"Y",119,119,100.0,119,55,46.2,32,26.9,21,17.6,11,9.2,32,26.9,2431
"Ansonia School District","=""0020011""",04,"N",69,67,97.1,67,22,32.8,11,16.4,18,26.9,16,23.9,34,50.7,2461
"Ansonia School District","=""0020011""",05,"Y",121,121,100.0,121,46,38.0,40,33.1,29,24.0,6,5.0,35,28.9,2459
"Ansonia School District","=""0020011""",05,"N",54,53,98.1,53,14,26.4,11,20.8,19,35.8,9,17.0,28,52.8,2499
"Ansonia School District","=""0020011""",06,"Y",117,117,100.0,117,42,35.9,48,41.0,"*","*","*","*",27,23.1,2475
"Ansonia School District","=""0020011""",06,"N",56,56,100.0,56,20,35.7,17,30.4,"*","*","*","*",19,33.9,2488
"Ansonia School District","=""0020011""",07,"Y",136,132,97.1,132,47,35.6,46,34.8,"*","*","*","*",39,29.5,2510
"Ansonia School District","=""0020011""",07,"N",51,51,100.0,51,"*","*",17,33.3,19,37.3,"*","*","*","*",2544
"Ansonia School District","=""0020011""",08,"Y",145,142,97.9,142,59,41.5,43,30.3,29,20.4,11,7.7,40,28.2,2517
"Ansonia School District","=""0020011""",08,"N",66,65,98.5,65,21,32.3,15,23.1,20,30.8,9,13.8,29,44.6,2547
"Ansonia School District","=""0020011""",11,"Y",64,61,95.3,61,"*","*",19,31.1,24,39.3,"*","*","*","*",2593
"Ansonia School District","=""0020011""",11,"N",52,46,88.5,46,"*","*","*","*",17,37.0,17,37.0,34,73.9,2635
"Area Cooperative Educational Services","=""2440014""",03,"Y",57,57,100.0,57,32,56.1,16,28.1,"*","*","*","*",9,15.8,2359
"Area Cooperative Educational Services","=""2440014""",03,"N",42,41,97.6,40,14,35.0,11,27.5,"*","*","*","*",15,37.5,2398
"Area Cooperative Educational Services","=""2440014""",04,"Y",59,57,96.6,57,38,66.7,12,21.1,"*","*","*","*",7,12.3,2386
"Area Cooperative Educational Services","=""2440014""",04,"N",37,35,94.6,35,10,28.6,13,37.1,"*","*","*","*",12,34.3,2448
"Area Cooperative Educational Services","=""2440014""",05,"Y",54,54,100.0,53,24,45.3,"*","*",10,18.9,"*","*","*","*",2445
"Area Cooperative Educational Services","=""2440014""",05,"N",41,41,100.0,41,10,24.4,"*","*",17,41.5,"*","*","*","*",2512
"Area Cooperative Educational Services","=""2440014""",06,"Y",201,198,98.5,197,67,34.0,70,35.5,54,27.4,6,3.0,60,30.5,2482
"Area Cooperative Educational Services","=""2440014""",06,"N",140,140,100.0,140,20,14.3,49,35.0,53,37.9,18,12.9,71,50.7,2535
"Area Cooperative Educational Services","=""2440014""",07,"Y",195,190,97.4,189,78,41.3,54,28.6,45,23.8,12,6.3,57,30.2,2501
"Area Cooperative Educational Services","=""2440014""",07,"N",138,138,100.0,137,27,19.7,37,27.0,53,38.7,20,14.6,73,53.3,2550
"Area Cooperative Educational Services","=""2440014""",08,"Y",160,157,98.1,153,56,36.6,59,38.6,"*","*","*","*",38,24.8,2513
"Area Cooperative Educational Services","=""2440014""",08,"N",152,152,100.0,152,"*","*",35,23.0,62,40.8,"*","*","*","*",2579
"Area Cooperative Educational Services","=""2440014""",11,"Y",15,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",11,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2492
"Ashford School District","=""0030011""",04,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"N",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*",2546
"Ashford School District","=""0030011""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"N",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*",2518
"Ashford School District","=""0030011""",06,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"N",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*",2560
"Ashford School District","=""0030011""",07,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"N",30,29,96.7,29,"*","*","*","*","*","*","*","*","*","*",2599
"Avon School District","=""0040011""",03,"Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"N",207,204,98.6,204,"*","*","*","*","*","*","*","*","*","*",2515
"Avon School District","=""0040011""",04,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"N",255,252,98.8,252,"*","*","*","*","*","*","*","*","*","*",2535
"Avon School District","=""0040011""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"N",268,265,98.9,265,"*","*","*","*","*","*","*","*","*","*",2573
"Avon School District","=""0040011""",06,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"N",265,263,99.2,262,"*","*","*","*","*","*","*","*","*","*",2609
"Avon School District","=""0040011""",07,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"N",257,257,100.0,257,"*","*","*","*","*","*","*","*","*","*",2625
"Avon School District","=""0040011""",08,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"N",267,264,98.9,264,"*","*","*","*","*","*","*","*","*","*",2643
"Avon School District","=""0040011""",11,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",11,"N",235,221,94.0,219,"*","*","*","*","*","*","*","*","*","*",2647
"Barkhamsted School District","=""0050011""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"N",40,37,92.5,37,"*","*","*","*","*","*","*","*","*","*",2447
"Barkhamsted School District","=""0050011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",03,"Y",28,28,100.0,28,12,42.9,7,25.0,"*","*","*","*",9,32.1,2387
"Berlin School District","=""0070011""",03,"N",160,160,100.0,160,20,12.5,40,25.0,"*","*","*","*",100,62.5,2447
"Berlin School District","=""0070011""",04,"Y",35,35,100.0,35,14,40.0,"*","*",8,22.9,"*","*","*","*",2437
"Berlin School District","=""0070011""",04,"N",211,211,100.0,211,"*","*",40,19.0,78,37.0,"*","*","*","*",2509
"Berlin School District","=""0070011""",05,"Y",31,31,100.0,31,"*","*",8,25.8,10,32.3,"*","*","*","*",2485
"Berlin School District","=""0070011""",05,"N",192,191,99.5,189,"*","*",27,14.3,86,45.5,"*","*","*","*",2542
"Berlin School District","=""0070011""",06,"Y",26,26,100.0,26,"*","*",9,34.6,10,38.5,"*","*","*","*",2524
"Berlin School District","=""0070011""",06,"N",217,216,99.5,216,"*","*",48,22.2,96,44.4,"*","*","*","*",2564
"Berlin School District","=""0070011""",07,"Y",30,30,100.0,30,13,43.3,9,30.0,8,26.7,0,0.0,8,26.7,2501
"Berlin School District","=""0070011""",07,"N",185,185,100.0,185,14,7.6,43,23.2,92,49.7,36,19.5,128,69.2,2583
"Berlin School District","=""0070011""",08,"Y",41,41,100.0,41,"*","*",15,36.6,12,29.3,"*","*","*","*",2538
"Berlin School District","=""0070011""",08,"N",203,203,100.0,203,"*","*",50,24.6,94,46.3,"*","*","*","*",2608
"Berlin School District","=""0070011""",11,"Y",36,33,91.7,23,12,52.2,"*","*","*","*",0,0.0,"*","*",2487
"Berlin School District","=""0070011""",11,"N",212,205,96.7,181,52,28.7,59,32.6,"*","*","*","*","*","*",2555
"Bethany School District","=""0080011""",03,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*",2444
"Bethany School District","=""0080011""",04,"Y",6,6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",04,"N",54,50,92.6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",03,"Y",36,36,100.0,36,9,25.0,11,30.6,9,25.0,7,19.4,16,44.4,2421
"Bethel School District","=""0090011""",03,"N",161,160,99.4,160,12,7.5,33,20.6,49,30.6,66,41.3,115,71.9,2470
"Bethel School District","=""0090011""",04,"Y",45,44,97.8,44,12,27.3,15,34.1,9,20.5,8,18.2,17,38.6,2461
"Bethel School District","=""0090011""",04,"N",160,160,100.0,160,20,12.5,19,11.9,53,33.1,68,42.5,121,75.6,2512
"Bethel School District","=""0090011""",05,"Y",31,31,100.0,31,"*","*",7,22.6,15,48.4,"*","*","*","*",2528
"Bethel School District","=""0090011""",05,"N",151,150,99.3,150,"*","*","*","*",57,38.0,66,44.0,123,82.0,2567
"Bethel School District","=""0090011""",06,"Y",46,45,97.8,45,"*","*",23,51.1,11,24.4,"*","*","*","*",2534
"Bethel School District","=""0090011""",06,"N",193,192,99.5,192,"*","*","*","*",89,46.4,55,28.6,144,75.0,2574
"Bethel School District","=""0090011""",07,"Y",42,41,97.6,41,7,17.1,9,22.0,17,41.5,8,19.5,25,61.0,2576
"Bethel School District","=""0090011""",07,"N",171,170,99.4,170,14,8.2,29,17.1,75,44.1,52,30.6,127,74.7,2603
"Bethel School District","=""0090011""",08,"Y",44,41,93.2,41,"*","*",18,43.9,11,26.8,"*","*","*","*",2551
"Bethel School District","=""0090011""",08,"N",200,197,98.5,197,"*","*",41,20.8,84,42.6,"*","*","*","*",2618
"Bethel School District","=""0090011""",11,"Y",40,37,92.5,37,14,37.8,14,37.8,"*","*","*","*",9,24.3,2527
"Bethel School District","=""0090011""",11,"N",206,203,98.5,202,"*","*",49,24.3,79,39.1,"*","*","*","*",2611
"Bloomfield School District","=""0110011""",03,"Y",71,70,98.6,70,20,28.6,24,34.3,19,27.1,7,10.0,26,37.1,2407
"Bloomfield School District","=""0110011""",03,"N",49,48,98.0,48,12,25.0,12,25.0,13,27.1,11,22.9,24,50.0,2426
"Bloomfield School District","=""0110011""",04,"Y",58,58,100.0,58,16,27.6,17,29.3,16,27.6,9,15.5,25,43.1,2460
"Bloomfield School District","=""0110011""",04,"N",67,67,100.0,67,16,23.9,9,13.4,24,35.8,18,26.9,42,62.7,2481
"Bloomfield School District","=""0110011""",05,"Y",58,58,100.0,58,"*","*",16,27.6,24,41.4,"*","*","*","*",2495
"Bloomfield School District","=""0110011""",05,"N",54,54,100.0,54,13,24.1,"*","*",18,33.3,"*","*","*","*",2504
"Bloomfield School District","=""0110011""",06,"Y",68,68,100.0,68,20,29.4,23,33.8,18,26.5,7,10.3,25,36.8,2505
"Bloomfield School District","=""0110011""",06,"N",58,55,94.8,55,9,16.4,18,32.7,21,38.2,7,12.7,28,50.9,2535
"Bloomfield School District","=""0110011""",07,"Y",67,67,100.0,67,25,37.3,"*","*",21,31.3,"*","*","*","*",2516
"Bloomfield School District","=""0110011""",07,"N",70,69,98.6,69,"*","*",23,33.3,33,47.8,"*","*","*","*",2551
"Bloomfield School District","=""0110011""",08,"Y",83,83,100.0,83,"*","*",36,43.4,23,27.7,"*","*","*","*",2528
"Bloomfield School District","=""0110011""",08,"N",56,50,89.3,50,"*","*",22,44.0,16,32.0,"*","*","*","*",2573
"Bloomfield School District","=""0110011""",11,"Y",63,57,90.5,57,"*","*",19,33.3,21,36.8,"*","*","*","*",2602
"Bloomfield School District","=""0110011""",11,"N",85,74,87.1,74,"*","*",18,24.3,36,48.6,"*","*","*","*",2614
"Bolton School District","=""0120011""",03,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"N",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*",2474
"Bolton School District","=""0120011""",04,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",04,"N",56,55,98.2,55,"*","*","*","*","*","*","*","*","*","*",2522
"Bolton School District","=""0120011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",05,"N",54,53,98.1,53,"*","*","*","*","*","*","*","*","*","*",2581
"Bolton School District","=""0120011""",06,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",06,"N",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*",2572
"Bolton School District","=""0120011""",07,"Y",12,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",07,"N",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*",2593
"Bolton School District","=""0120011""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",08,"N",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*",2610
"Bolton School District","=""0120011""",11,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",11,"N",77,74,96.1,74,"*","*","*","*","*","*","*","*","*","*",2664
"Bozrah School District","=""0130011""",03,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",03,"Y",62,62,100.0,62,15,24.2,22,35.5,10,16.1,15,24.2,25,40.3,2420
"Branford School District","=""0140011""",03,"N",157,154,98.1,154,11,7.1,37,24.0,53,34.4,53,34.4,106,68.8,2465
"Branford School District","=""0140011""",04,"Y",59,59,100.0,59,10,16.9,18,30.5,16,27.1,15,25.4,31,52.5,2475
"Branford School District","=""0140011""",04,"N",172,172,100.0,172,19,11.0,28,16.3,44,25.6,81,47.1,125,72.7,2517
"Branford School District","=""0140011""",05,"Y",64,63,98.4,63,28,44.4,"*","*",23,36.5,"*","*","*","*",2468
"Branford School District","=""0140011""",05,"N",155,153,98.7,153,"*","*",24,15.7,66,43.1,"*","*","*","*",2535
"Branford School District","=""0140011""",06,"Y",52,52,100.0,52,"*","*",21,40.4,17,32.7,"*","*","*","*",2517
"Branford School District","=""0140011""",06,"N",162,160,98.8,160,"*","*",33,20.6,68,42.5,"*","*","*","*",2572
"Branford School District","=""0140011""",07,"Y",61,58,95.1,58,"*","*",19,32.8,26,44.8,"*","*","*","*",2555
"Branford School District","=""0140011""",07,"N",181,175,96.7,175,"*","*",21,12.0,83,47.4,"*","*","*","*",2602
"Branford School District","=""0140011""",08,"Y",60,58,96.7,58,"*","*",25,43.1,16,27.6,"*","*","*","*",2547
"Branford School District","=""0140011""",08,"N",171,166,97.1,166,"*","*",36,21.7,75,45.2,"*","*","*","*",2582
"Branford School District","=""0140011""",11,"Y",54,50,92.6,50,24,48.0,14,28.0,"*","*","*","*",12,24.0,2502
"Branford School District","=""0140011""",11,"N",202,189,93.6,189,61,32.3,57,30.2,"*","*","*","*",71,37.6,2544
"Bridgeport Achievement First District","=""2850013""",03,"Y",83,83,100.0,83,"*","*","*","*","*","*","*","*","*","*",2379
"Bridgeport Achievement First District","=""2850013""",03,"N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"Y",70,70,100.0,70,"*","*","*","*","*","*","*","*","*","*",2456
"Bridgeport Achievement First District","=""2850013""",04,"N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",05,"Y",77,77,100.0,77,"*","*","*","*","*","*","*","*","*","*",2455
"Bridgeport Achievement First District","=""2850013""",05,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",06,"Y",75,75,100.0,75,"*","*","*","*","*","*","*","*","*","*",2501
"Bridgeport Achievement First District","=""2850013""",06,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",07,"Y",81,81,100.0,81,"*","*","*","*","*","*","*","*","*","*",2520
"Bridgeport Achievement First District","=""2850013""",07,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",08,"Y",61,61,100.0,61,"*","*","*","*","*","*","*","*","*","*",2569
"Bridgeport Achievement First District","=""2850013""",08,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",11,"Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*",2599
"Bridgeport Achievement First District","=""2850013""",11,"N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""",03,"Y",1774,1732,97.6,1729,849,49.1,511,29.6,250,14.5,119,6.9,369,21.3,2373
"Bridgeport School District","=""0150011""",04,"Y",1684,1650,98.0,1649,989,60.0,340,20.6,215,13.0,105,6.4,320,19.4,2400
"Bridgeport School District","=""0150011""",05,"Y",1493,1446,96.9,1444,780,54.0,353,24.4,246,17.0,65,4.5,311,21.5,2436
"Bridgeport School District","=""0150011""",06,"Y",1392,1352,97.1,1349,589,43.7,406,30.1,299,22.2,55,4.1,354,26.2,2470
"Bridgeport School District","=""0150011""",07,"Y",1473,1422,96.5,1419,662,46.7,369,26.0,318,22.4,70,4.9,388,27.3,2492
"Bridgeport School District","=""0150011""",08,"Y",1459,1405,96.3,1403,573,40.8,453,32.3,333,23.7,44,3.1,377,26.9,2508
"Bridgeport School District","=""0150011""",11,"Y",1186,935,78.8,912,421,46.2,256,28.1,191,20.9,44,4.8,235,25.8,2509
"Bristol School District","=""0170011""",03,"Y",304,301,99.0,301,103,34.2,94,31.2,73,24.3,31,10.3,104,34.6,2401
"Bristol School District","=""0170011""",03,"N",284,279,98.2,279,34,12.2,63,22.6,77,27.6,105,37.6,182,65.2,2461
"Bristol School District","=""0170011""",04,"Y",318,312,98.1,312,109,34.9,81,26.0,82,26.3,40,12.8,122,39.1,2443
"Bristol School District","=""0170011""",04,"N",339,337,99.4,337,51,15.1,67,19.9,101,30.0,118,35.0,219,65.0,2498
"Bristol School District","=""0170011""",05,"Y",273,270,98.9,269,91,33.8,73,27.1,74,27.5,31,11.5,105,39.0,2478
"Bristol School District","=""0170011""",05,"N",299,298,99.7,298,36,12.1,59,19.8,126,42.3,77,25.8,203,68.1,2534
"Bristol School District","=""0170011""",06,"Y",265,262,98.9,261,89,34.1,78,29.9,78,29.9,16,6.1,94,36.0,2494
"Bristol School District","=""0170011""",06,"N",331,328,99.1,328,39,11.9,105,32.0,134,40.9,50,15.2,184,56.1,2541
"Bristol School District","=""0170011""",07,"Y",263,256,97.3,256,82,32.0,55,21.5,102,39.8,17,6.6,119,46.5,2530
"Bristol School District","=""0170011""",07,"N",296,294,99.3,294,29,9.9,60,20.4,147,50.0,58,19.7,205,69.7,2583
"Bristol School District","=""0170011""",08,"Y",294,284,96.6,284,68,23.9,110,38.7,89,31.3,17,6.0,106,37.3,2540
"Bristol School District","=""0170011""",08,"N",326,324,99.4,324,34,10.5,87,26.9,138,42.6,65,20.1,203,62.7,2593
"Bristol School District","=""0170011""",11,"Y",215,203,94.4,202,68,33.7,59,29.2,62,30.7,13,6.4,75,37.1,2539
"Bristol School District","=""0170011""",11,"N",400,391,97.8,390,64,16.4,109,27.9,141,36.2,76,19.5,217,55.6,2588
"Brookfield School District","=""0180011""",03,"Y",20,20,100.0,20,"*","*","*","*","*","*",11,55.0,"*","*",2470
"Brookfield School District","=""0180011""",03,"N",201,195,97.0,195,"*","*","*","*","*","*",86,44.1,"*","*",2473
"Brookfield School District","=""0180011""",04,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",04,"N",170,168,98.8,168,"*","*","*","*","*","*","*","*","*","*",2516
"Brookfield School District","=""0180011""",05,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",05,"N",210,195,92.9,195,"*","*","*","*","*","*","*","*","*","*",2544
"Brookfield School District","=""0180011""",06,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",06,"N",225,213,94.7,213,"*","*","*","*","*","*","*","*","*","*",2569
"Brookfield School District","=""0180011""",07,"Y",24,24,100.0,24,"*","*","*","*",10,41.7,7,29.2,17,70.8,2593
"Brookfield School District","=""0180011""",07,"N",175,171,97.7,169,"*","*","*","*",87,51.5,50,29.6,137,81.1,2612
"Brookfield School District","=""0180011""",08,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",08,"N",216,214,99.1,213,"*","*","*","*","*","*","*","*","*","*",2629
