"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"East Haven School District","=""0440011""","ELA","Y",681,676,99.3,676,219,32.4,185,27.4,180,26.6,92,13.6,272,40.2
"East Haven School District","=""0440011""","ELA","N",638,635,99.5,635,110,17.3,179,28.2,227,35.7,119,18.7,346,54.5
"East Haven School District","=""0440011""","Math","Y",681,675,99.1,674,299,44.4,215,31.9,126,18.7,34,5.0,160,23.7
"East Haven School District","=""0440011""","Math","N",638,632,99.1,632,170,26.9,220,34.8,163,25.8,79,12.5,242,38.3
"East Lyme School District","=""0450011""","ELA","Y",210,207,98.6,207,46,22.2,52,25.1,70,33.8,39,18.8,109,52.7
"East Lyme School District","=""0450011""","ELA","N",988,962,97.4,962,70,7.3,146,15.2,326,33.9,420,43.7,746,77.5
"East Lyme School District","=""0450011""","Math","Y",210,206,98.1,205,46,22.4,74,36.1,50,24.4,35,17.1,85,41.5
"East Lyme School District","=""0450011""","Math","N",987,960,97.3,960,87,9.1,201,20.9,276,28.8,396,41.3,672,70.0
"East Windsor School District","=""0470011""","ELA","Y",218,213,97.7,212,64,30.2,70,33.0,62,29.2,16,7.5,78,36.8
"East Windsor School District","=""0470011""","ELA","N",248,247,99.6,247,40,16.2,61,24.7,101,40.9,45,18.2,146,59.1
"East Windsor School District","=""0470011""","Math","Y",218,212,97.2,212,96,45.3,76,35.8,31,14.6,9,4.2,40,18.9
"East Windsor School District","=""0470011""","Math","N",248,247,99.6,247,63,25.5,80,32.4,62,25.1,42,17.0,104,42.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","Y",32,31,96.9,31,"*","*","*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","N",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","Y",32,29,90.6,28,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","N",13,12,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","ELA","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","ELA","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Math","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Math","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","ELA","Y",30,30,100.0,30,"*","*",6,20.0,13,43.3,"*","*","*","*"
"Easton School District","=""0460011""","ELA","N",602,587,97.5,587,"*","*",69,11.8,197,33.6,"*","*","*","*"
"Easton School District","=""0460011""","Math","Y",30,30,100.0,30,"*","*",10,33.3,8,26.7,"*","*","*","*"
"Easton School District","=""0460011""","Math","N",602,579,96.2,579,"*","*",94,16.2,173,29.9,"*","*","*","*"
"Education Connection","=""2420014""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","Y",133,132,99.2,132,27,20.5,39,29.5,40,30.3,26,19.7,66,50.0
"Ellington School District","=""0480011""","ELA","N",1129,1121,99.3,1121,68,6.1,195,17.4,353,31.5,505,45.0,858,76.5
"Ellington School District","=""0480011""","Math","Y",134,133,99.3,133,47,35.3,45,33.8,29,21.8,12,9.0,41,30.8
"Ellington School District","=""0480011""","Math","N",1129,1121,99.3,1121,87,7.8,264,23.6,391,34.9,379,33.8,770,68.7
"Elm City College Preparatory School District","=""2890013""","ELA","Y",310,310,100.0,310,70,22.6,70,22.6,107,34.5,63,20.3,170,54.8
"Elm City College Preparatory School District","=""2890013""","ELA","N",66,66,100.0,66,11,16.7,8,12.1,24,36.4,23,34.8,47,71.2
"Elm City College Preparatory School District","=""2890013""","Math","Y",310,310,100.0,310,85,27.4,98,31.6,65,21.0,62,20.0,127,41.0
"Elm City College Preparatory School District","=""2890013""","Math","N",66,66,100.0,66,10,15.2,14,21.2,13,19.7,29,43.9,42,63.6
"Enfield School District","=""0490011""","ELA","Y",921,914,99.2,914,241,26.4,276,30.2,279,30.5,118,12.9,397,43.4
"Enfield School District","=""0490011""","ELA","N",1312,1306,99.5,1306,146,11.2,304,23.3,503,38.5,353,27.0,856,65.5
"Enfield School District","=""0490011""","Math","Y",919,910,99.0,910,300,33.0,336,36.9,212,23.3,62,6.8,274,30.1
"Enfield School District","=""0490011""","Math","N",1311,1305,99.5,1305,214,16.4,481,36.9,405,31.0,205,15.7,610,46.7
"Essex School District","=""0500011""","ELA","Y",20,20,100.0,20,"*","*","*","*","*","*",8,40.0,"*","*"
"Essex School District","=""0500011""","ELA","N",210,203,96.7,203,"*","*","*","*","*","*",92,45.3,"*","*"
"Essex School District","=""0500011""","Math","Y",20,20,100.0,20,"*","*","*","*",10,50.0,"*","*","*","*"
"Essex School District","=""0500011""","Math","N",210,203,96.7,203,"*","*","*","*",72,35.5,"*","*","*","*"
"Fairfield School District","=""0510011""","ELA","Y",452,450,99.6,450,118,26.2,131,29.1,140,31.1,61,13.6,201,44.7
