"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, Gender"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Common Ground High School District","=""2680013""","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","F",984,954,97.0,954,621,65.1,270,28.3,"*","*","*","*",63,6.6
"Connecticut Technical High School System","=""9000016""","M",1538,1474,95.8,1474,886,60.1,429,29.1,"*","*","*","*",159,10.8
"Cooperative Educational Services","=""2430014""","F",147,145,98.6,145,39,26.9,54,37.2,34,23.4,18,12.4,52,35.9
"Cooperative Educational Services","=""2430014""","M",211,210,99.5,210,102,48.6,57,27.1,39,18.6,12,5.7,51,24.3
"Cornwall School District","=""0310011""","F",25,22,88.0,22,"*","*",6,27.3,7,31.8,"*","*","*","*"
"Cornwall School District","=""0310011""","M",40,39,97.5,39,"*","*",7,17.9,17,43.6,"*","*","*","*"
"Coventry School District","=""0320011""","F",453,433,95.6,433,79,18.2,148,34.2,142,32.8,64,14.8,206,47.6
"Coventry School District","=""0320011""","M",429,404,94.2,404,102,25.2,133,32.9,98,24.3,71,17.6,169,41.8
"Cromwell School District","=""0330011""","F",505,503,99.6,503,124,24.7,147,29.2,153,30.4,79,15.7,232,46.1
"Cromwell School District","=""0330011""","M",565,563,99.6,563,158,28.1,171,30.4,134,23.8,100,17.8,234,41.6
"Danbury School District","=""0340011""","F",2821,2403,85.2,2395,901,37.6,827,34.5,471,19.7,196,8.2,667,27.8
"Danbury School District","=""0340011""","M",2786,2445,87.8,2444,913,37.4,789,32.3,508,20.8,234,9.6,742,30.4
"Darien School District","=""0350011""","F",1254,1215,96.9,1205,80,6.6,210,17.4,392,32.5,523,43.4,915,75.9
"Darien School District","=""0350011""","M",1369,1313,95.9,1308,106,8.1,208,15.9,394,30.1,600,45.9,994,76.0
"Deep River School District","=""0360011""","F",106,106,100.0,106,15,14.2,26,24.5,40,37.7,25,23.6,65,61.3
"Deep River School District","=""0360011""","M",93,93,100.0,93,20,21.5,27,29.0,35,37.6,11,11.8,46,49.5
"Derby School District","=""0370011""","F",398,390,98.0,389,158,40.6,142,36.5,72,18.5,17,4.4,89,22.9
"Derby School District","=""0370011""","M",380,374,98.4,374,176,47.1,109,29.1,67,17.9,22,5.9,89,23.8
"East Granby School District","=""0400011""","F",222,221,99.5,221,25,11.3,64,29.0,69,31.2,63,28.5,132,59.7
"East Granby School District","=""0400011""","M",247,245,99.2,245,44,18.0,60,24.5,66,26.9,75,30.6,141,57.6
"East Haddam School District","=""0410011""","F",286,277,96.9,277,64,23.1,84,30.3,78,28.2,51,18.4,129,46.6
"East Haddam School District","=""0410011""","M",315,305,96.8,305,61,20.0,90,29.5,86,28.2,68,22.3,154,50.5
"East Hampton School District","=""0420011""","F",490,470,95.9,470,96,20.4,164,34.9,151,32.1,59,12.6,210,44.7
"East Hampton School District","=""0420011""","M",530,517,97.5,517,123,23.8,175,33.8,140,27.1,79,15.3,219,42.4
"East Hartford School District","=""0430011""","F",1650,1632,98.9,1631,832,51.0,494,30.3,233,14.3,72,4.4,305,18.7
"East Hartford School District","=""0430011""","M",1801,1759,97.7,1756,1014,57.7,481,27.4,203,11.6,58,3.3,261,14.9
"East Haven School District","=""0440011""","F",780,773,99.1,772,311,40.3,271,35.1,150,19.4,40,5.2,190,24.6
"East Haven School District","=""0440011""","M",791,777,98.2,777,375,48.3,231,29.7,128,16.5,43,5.5,171,22.0
"East Lyme School District","=""0450011""","F",730,715,97.9,715,94,13.1,201,28.1,214,29.9,206,28.8,420,58.7
"East Lyme School District","=""0450011""","M",737,719,97.6,719,113,15.7,152,21.1,213,29.6,241,33.5,454,63.1
"East Windsor School District","=""0470011""","F",248,247,99.6,246,86,35.0,90,36.6,50,20.3,20,8.1,70,28.5
"East Windsor School District","=""0470011""","M",291,290,99.7,289,104,36.0,93,32.2,53,18.3,39,13.5,92,31.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F",58,47,81.0,47,42,89.4,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","M",58,48,82.8,46,41,89.1,"*","*",0,0.0,"*","*","*","*"
"Eastford School District","=""0390011""","F",40,40,100.0,40,"*","*",12,30.0,12,30.0,"*","*","*","*"
"Eastford School District","=""0390011""","M",44,44,100.0,44,"*","*","*","*",14,31.8,13,29.5,27,61.4
"Easton School District","=""0460011""","F",284,284,100.0,284,26,9.2,73,25.7,91,32.0,94,33.1,185,65.1
"Easton School District","=""0460011""","M",351,344,98.0,343,33,9.6,100,29.2,108,31.5,102,29.7,210,61.2
"Education Connection","=""2420014""","F",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","M",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F",733,717,97.8,706,117,16.6,185,26.2,230,32.6,174,24.6,404,57.2
"Ellington School District","=""0480011""","M",722,718,99.4,709,106,15.0,185,26.1,214,30.2,204,28.8,418,59.0
"Elm City College Preparatory School District","=""2890013""","F",208,208,100.0,208,47,22.6,75,36.1,58,27.9,28,13.5,86,41.3
"Elm City College Preparatory School District","=""2890013""","M",148,148,100.0,148,39,26.4,45,30.4,41,27.7,23,15.5,64,43.2
"Enfield School District","=""0490011""","F",1287,1269,98.6,1265,337,26.6,514,40.6,312,24.7,102,8.1,414,32.7
"Enfield School District","=""0490011""","M",1297,1273,98.1,1272,369,29.0,432,34.0,327,25.7,144,11.3,471,37.0
"Essex School District","=""0500011""","F",125,123,98.4,123,16,13.0,44,35.8,38,30.9,25,20.3,63,51.2
"Essex School District","=""0500011""","M",142,137,96.5,137,20,14.6,38,27.7,35,25.5,44,32.1,79,57.7
"Explorations District","=""2720013""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","M",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","F",2763,2672,96.7,2671,353,13.2,758,28.4,912,34.1,648,24.3,1560,58.4
"Fairfield School District","=""0510011""","M",2821,2730,96.8,2729,392,14.4,667,24.4,854,31.3,816,29.9,1670,61.2
"Farmington School District","=""0520011""","F",1073,1046,97.5,1045,148,14.2,251,24.0,304,29.1,342,32.7,646,61.8
"Farmington School District","=""0520011""","M",1100,1058,96.2,1055,125,11.8,236,22.4,287,27.2,407,38.6,694,65.8
"Franklin School District","=""0530011""","F",51,50,98.0,50,9,18.0,21,42.0,14,28.0,6,12.0,20,40.0
"Franklin School District","=""0530011""","M",60,58,96.7,58,17,29.3,13,22.4,18,31.0,10,17.2,28,48.3
"Glastonbury School District","=""0540011""","F",1746,1727,98.9,1727,170,9.8,382,22.1,553,32.0,622,36.0,1175,68.0
"Glastonbury School District","=""0540011""","M",1696,1680,99.1,1680,220,13.1,353,21.0,456,27.1,651,38.8,1107,65.9
"Granby School District","=""0560011""","F",525,490,93.3,490,47,9.6,133,27.1,180,36.7,130,26.5,310,63.3
"Granby School District","=""0560011""","M",561,519,92.5,518,75,14.5,141,27.2,162,31.3,140,27.0,302,58.3
"Great Oaks Charter School District","=""2940013""","F",63,62,98.4,62,43,69.4,"*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","M",53,52,98.1,52,34,65.4,"*","*","*","*",0,0.0,"*","*"
"Greenwich School District","=""0570011""","F",2265,2250,99.3,2250,324,14.4,528,23.5,660,29.3,738,32.8,1398,62.1
"Greenwich School District","=""0570011""","M",2339,2331,99.7,2329,345,14.8,462,19.8,582,25.0,940,40.4,1522,65.3
"Griswold School District","=""0580011""","F",462,457,98.9,457,115,25.2,163,35.7,117,25.6,62,13.6,179,39.2
"Griswold School District","=""0580011""","M",485,474,97.7,474,151,31.9,136,28.7,123,25.9,64,13.5,187,39.5
"Groton School District","=""0590011""","F",1107,1024,92.5,1024,289,28.2,335,32.7,264,25.8,136,13.3,400,39.1
"Groton School District","=""0590011""","M",1119,1035,92.5,1034,308,29.8,331,32.0,228,22.1,167,16.2,395,38.2
"Guilford School District","=""0600011""","F",887,886,99.9,886,101,11.4,237,26.7,283,31.9,265,29.9,548,61.9
"Guilford School District","=""0600011""","M",983,974,99.1,974,107,11.0,229,23.5,279,28.6,359,36.9,638,65.5
"Hamden School District","=""0620011""","F",1387,1324,95.5,1322,452,34.2,380,28.7,309,23.4,181,13.7,490,37.1
"Hamden School District","=""0620011""","M",1456,1392,95.6,1390,518,37.3,383,27.6,273,19.6,216,15.5,489,35.2
"Hampton School District","=""0630011""","F",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","M",32,29,90.6,29,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","F",5182,4896,94.5,4885,2982,61.0,1260,25.8,474,9.7,169,3.5,643,13.2
"Hartford School District","=""0640011""","M",5394,5038,93.4,5026,3096,61.6,1186,23.6,476,9.5,268,5.3,744,14.8
"Hartland School District","=""0650011""","F",69,67,97.1,67,21,31.3,17,25.4,23,34.3,6,9.0,29,43.3
"Hartland School District","=""0650011""","M",68,68,100.0,68,12,17.6,27,39.7,23,33.8,6,8.8,29,42.6
"Hebron School District","=""0670011""","F",242,241,99.6,241,38,15.8,92,38.2,82,34.0,29,12.0,111,46.1
"Hebron School District","=""0670011""","M",251,251,100.0,251,46,18.3,75,29.9,85,33.9,45,17.9,130,51.8
"Highville Charter School District","=""2860013""","F",113,113,100.0,113,55,48.7,49,43.4,"*","*","*","*",9,8.0
"Highville Charter School District","=""2860013""","M",99,99,100.0,99,55,55.6,29,29.3,15,15.2,0,0.0,15,15.2
"Integrated Day Charter School District","=""2640013""","F",95,95,100.0,94,37,39.4,35,37.2,13,13.8,9,9.6,22,23.4
"Integrated Day Charter School District","=""2640013""","M",103,103,100.0,101,38,37.6,27,26.7,21,20.8,15,14.9,36,35.6
"Interdistrict School for Arts and Comm District","=""2650013""","F",126,125,99.2,124,63,50.8,37,29.8,"*","*","*","*",24,19.4
"Interdistrict School for Arts and Comm District","=""2650013""","M",127,127,100.0,127,76,59.8,29,22.8,"*","*","*","*",22,17.3
"Jumoke Academy District","=""2610013""","F",233,232,99.6,232,93,40.1,100,43.1,32,13.8,7,3.0,39,16.8
"Jumoke Academy District","=""2610013""","M",194,193,99.5,193,98,50.8,65,33.7,24,12.4,6,3.1,30,15.5
"Kent School District","=""0680011""","F",72,70,97.2,70,8,11.4,16,22.9,33,47.1,13,18.6,46,65.7
"Kent School District","=""0680011""","M",92,92,100.0,92,8,8.7,20,21.7,44,47.8,20,21.7,64,69.6
"Killingly School District","=""0690011""","F",604,590,97.7,589,191,32.4,223,37.9,145,24.6,30,5.1,175,29.7
"Killingly School District","=""0690011""","M",613,605,98.7,605,210,34.7,231,38.2,124,20.5,40,6.6,164,27.1
"Learn","=""2450014""","F",304,297,97.7,297,124,41.8,105,35.4,44,14.8,24,8.1,68,22.9
"Learn","=""2450014""","M",278,273,98.2,271,101,37.3,84,31.0,61,22.5,25,9.2,86,31.7
"Lebanon School District","=""0710011""","F",285,267,93.7,267,46,17.2,96,36.0,78,29.2,47,17.6,125,46.8
"Lebanon School District","=""0710011""","M",292,284,97.3,284,71,25.0,82,28.9,72,25.4,59,20.8,131,46.1
"Ledyard School District","=""0720011""","F",617,608,98.5,606,144,23.8,200,33.0,159,26.2,103,17.0,262,43.2
"Ledyard School District","=""0720011""","M",652,636,97.5,635,141,22.2,209,32.9,163,25.7,122,19.2,285,44.9
"Lisbon School District","=""0730011""","F",128,126,98.4,126,39,31.0,55,43.7,24,19.0,8,6.3,32,25.4
"Lisbon School District","=""0730011""","M",130,129,99.2,129,41,31.8,59,45.7,23,17.8,6,4.7,29,22.5
"Litchfield School District","=""0740011""","F",273,268,98.2,268,34,12.7,81,30.2,87,32.5,66,24.6,153,57.1
"Litchfield School District","=""0740011""","M",292,289,99.0,289,55,19.0,50,17.3,90,31.1,94,32.5,184,63.7
"Madison School District","=""0760011""","F",826,621,75.2,620,79,12.7,185,29.8,183,29.5,173,27.9,356,57.4
"Madison School District","=""0760011""","M",889,704,79.2,704,89,12.6,179,25.4,232,33.0,204,29.0,436,61.9
"Manchester School District","=""0770011""","F",1477,1360,92.1,1357,527,38.8,440,32.4,276,20.3,114,8.4,390,28.7
"Manchester School District","=""0770011""","M",1565,1444,92.3,1442,639,44.3,416,28.8,251,17.4,136,9.4,387,26.8
"Mansfield School District","=""0780011""","F",356,334,93.8,333,26,7.8,78,23.4,98,29.4,131,39.3,229,68.8
"Mansfield School District","=""0780011""","M",428,401,93.7,400,44,11.0,87,21.8,85,21.3,184,46.0,269,67.3
"Marlborough School District","=""0790011""","F",168,168,100.0,168,11,6.5,41,24.4,64,38.1,52,31.0,116,69.0
"Marlborough School District","=""0790011""","M",199,198,99.5,198,21,10.6,46,23.2,62,31.3,69,34.8,131,66.2
"Meriden School District","=""0800011""","F",1925,1881,97.7,1878,966,51.4,565,30.1,261,13.9,86,4.6,347,18.5
"Meriden School District","=""0800011""","M",1928,1875,97.3,1871,1022,54.6,522,27.9,244,13.0,83,4.4,327,17.5
"Middletown School District","=""0830011""","F",1207,1198,99.3,1198,419,35.0,386,32.2,238,19.9,155,12.9,393,32.8
"Middletown School District","=""0830011""","M",1238,1224,98.9,1223,470,38.4,340,27.8,251,20.5,162,13.2,413,33.8
"Milford School District","=""0840011""","F",1581,1536,97.2,1535,331,21.6,529,34.5,417,27.2,258,16.8,675,44.0
"Milford School District","=""0840011""","M",1734,1688,97.3,1686,412,24.4,519,30.8,441,26.2,314,18.6,755,44.8
"Monroe School District","=""0850011""","F",856,844,98.6,844,113,13.4,224,26.5,292,34.6,215,25.5,507,60.1
"Monroe School District","=""0850011""","M",882,868,98.4,867,137,15.8,216,24.9,269,31.0,245,28.3,514,59.3
"Montville School District","=""0860011""","F",628,618,98.4,618,164,26.5,222,35.9,152,24.6,80,12.9,232,37.5
"Montville School District","=""0860011""","M",611,605,99.0,605,183,30.2,214,35.4,132,21.8,76,12.6,208,34.4
"Naugatuck School District","=""0880011""","F",1044,1026,98.3,1026,365,35.6,352,34.3,234,22.8,75,7.3,309,30.1
"Naugatuck School District","=""0880011""","M",1221,1200,98.3,1198,466,38.9,393,32.8,232,19.4,107,8.9,339,28.3
"New Beginnings Inc., Family Academy District","=""2800013""","F",123,123,100.0,123,57,46.3,48,39.0,18,14.6,0,0.0,18,14.6
"New Beginnings Inc., Family Academy District","=""2800013""","M",119,119,100.0,119,54,45.4,41,34.5,"*","*","*","*",24,20.2
"New Britain School District","=""0890011""","F",2256,2223,98.5,2219,1327,59.8,568,25.6,233,10.5,91,4.1,324,14.6
"New Britain School District","=""0890011""","M",2565,2526,98.5,2524,1601,63.4,567,22.5,265,10.5,91,3.6,356,14.1
"New Canaan School District","=""0900011""","F",1097,1065,97.1,1065,74,6.9,215,20.2,321,30.1,455,42.7,776,72.9
"New Canaan School District","=""0900011""","M",1152,1131,98.2,1131,89,7.9,191,16.9,307,27.1,544,48.1,851,75.2
"New Fairfield School District","=""0910011""","F",660,560,84.8,558,124,22.2,184,33.0,162,29.0,88,15.8,250,44.8
"New Fairfield School District","=""0910011""","M",721,619,85.9,619,139,22.5,186,30.0,157,25.4,137,22.1,294,47.5
"New Hartford School District","=""0920011""","F",159,150,94.3,150,17,11.3,48,32.0,56,37.3,29,19.3,85,56.7
"New Hartford School District","=""0920011""","M",146,138,94.5,138,26,18.8,36,26.1,52,37.7,24,17.4,76,55.1
"New Haven School District","=""0930011""","F",5017,4712,93.9,4700,2753,58.6,1324,28.2,451,9.6,172,3.7,623,13.3
"New Haven School District","=""0930011""","M",5044,4785,94.9,4771,2922,61.2,1204,25.2,443,9.3,202,4.2,645,13.5
"New London School District","=""0950011""","F",749,738,98.5,733,365,49.8,231,31.5,110,15.0,27,3.7,137,18.7
"New London School District","=""0950011""","M",842,824,97.9,820,453,55.2,220,26.8,103,12.6,44,5.4,147,17.9
"New Milford School District","=""0960011""","F",1077,981,91.1,977,236,24.2,351,35.9,265,27.1,125,12.8,390,39.9
"New Milford School District","=""0960011""","M",1224,1152,94.1,1143,306,26.8,380,33.2,286,25.0,171,15.0,457,40.0
"Newington School District","=""0940011""","F",1065,1045,98.1,1040,212,20.4,361,34.7,278,26.7,189,18.2,467,44.9
"Newington School District","=""0940011""","M",1136,1117,98.3,1117,233,20.9,313,28.0,331,29.6,240,21.5,571,51.1
"Newtown School District","=""0970011""","F",1265,1176,93.0,1176,160,13.6,346,29.4,371,31.5,299,25.4,670,57.0
"Newtown School District","=""0970011""","M",1332,1260,94.6,1259,171,13.6,306,24.3,393,31.2,389,30.9,782,62.1
"Norfolk School District","=""0980011""","F",31,31,100.0,31,"*","*",10,32.3,7,22.6,"*","*","*","*"
"Norfolk School District","=""0980011""","M",32,32,100.0,32,"*","*",10,31.3,11,34.4,"*","*","*","*"
"North Branford School District","=""0990011""","F",543,531,97.8,531,152,28.6,195,36.7,117,22.0,67,12.6,184,34.7
"North Branford School District","=""0990011""","M",534,509,95.3,508,173,34.1,145,28.5,126,24.8,64,12.6,190,37.4
"North Canaan School District","=""1000011""","F",80,78,97.5,78,18,23.1,25,32.1,25,32.1,10,12.8,35,44.9
"North Canaan School District","=""1000011""","M",81,76,93.8,76,24,31.6,24,31.6,21,27.6,7,9.2,28,36.8
"North Haven School District","=""1010011""","F",837,660,78.9,660,156,23.6,255,38.6,170,25.8,79,12.0,249,37.7
"North Haven School District","=""1010011""","M",907,767,84.6,766,182,23.8,271,35.4,193,25.2,120,15.7,313,40.9
"North Stonington School District","=""1020011""","F",174,170,97.7,170,28,16.5,41,24.1,47,27.6,54,31.8,101,59.4
"North Stonington School District","=""1020011""","M",207,204,98.6,204,37,18.1,59,28.9,53,26.0,55,27.0,108,52.9
"Norwalk School District","=""1030011""","F",2810,2767,98.5,2763,1137,41.2,853,30.9,520,18.8,253,9.2,773,28.0
"Norwalk School District","=""1030011""","M",2929,2872,98.1,2870,1213,42.3,815,28.4,535,18.6,307,10.7,842,29.3
"Norwich Free Academy District","=""9010022""","F",284,253,89.1,251,132,52.6,63,25.1,40,15.9,16,6.4,56,22.3
"Norwich Free Academy District","=""9010022""","M",265,241,90.9,239,119,49.8,59,24.7,41,17.2,20,8.4,61,25.5
"Norwich School District","=""1040011""","F",1084,1070,98.7,1070,540,50.5,367,34.3,122,11.4,41,3.8,163,15.2
"Norwich School District","=""1040011""","M",1167,1138,97.5,1134,621,54.8,311,27.4,138,12.2,64,5.6,202,17.8
"Odyssey Community School District","=""2630013""","F",99,96,97.0,96,23,24.0,41,42.7,24,25.0,8,8.3,32,33.3
"Odyssey Community School District","=""2630013""","M",115,114,99.1,114,32,28.1,38,33.3,25,21.9,19,16.7,44,38.6
"Old Saybrook School District","=""1060011""","F",379,372,98.2,369,77,20.9,126,34.1,109,29.5,57,15.4,166,45.0
"Old Saybrook School District","=""1060011""","M",373,360,96.5,359,59,16.4,105,29.2,105,29.2,90,25.1,195,54.3
"Orange School District","=""1070011""","F",367,365,99.5,365,20,5.5,112,30.7,112,30.7,121,33.2,233,63.8
"Orange School District","=""1070011""","M",343,335,97.7,334,27,8.1,86,25.7,117,35.0,104,31.1,221,66.2
"Oxford School District","=""1080011""","F",568,554,97.5,554,115,20.8,193,34.8,174,31.4,72,13.0,246,44.4
"Oxford School District","=""1080011""","M",558,548,98.2,548,134,24.5,172,31.4,153,27.9,89,16.2,242,44.2
"Park City Prep Charter School District","=""2830013""","F",173,171,98.8,171,78,45.6,63,36.8,22,12.9,8,4.7,30,17.5
"Park City Prep Charter School District","=""2830013""","M",173,173,100.0,173,100,57.8,56,32.4,11,6.4,6,3.5,17,9.8
"Path Academy District","=""2930013""","F",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","M",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
