"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, English Learne"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Ashford School District","=""0030011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","ELA","N",1505,1501,99.7,1501,69,4.6,192,12.8,"*","*","*","*",1240,82.6
"Avon School District","=""0040011""","ELA","Y",40,40,100.0,40,16,40.0,15,37.5,"*","*","*","*",9,22.5
"Avon School District","=""0040011""","Math","N",1508,1501,99.5,1501,98,6.5,257,17.1,432,28.8,714,47.6,1146,76.3
"Avon School District","=""0040011""","Math","Y",40,40,100.0,40,17,42.5,9,22.5,8,20.0,6,15.0,14,35.0
"Barkhamsted School District","=""0050011""","ELA","N",176,169,96.0,169,19,11.2,39,23.1,57,33.7,54,32.0,111,65.7
"Barkhamsted School District","=""0050011""","Math","N",176,169,96.0,169,43,25.4,64,37.9,42,24.9,20,11.8,62,36.7
"Berlin School District","=""0070011""","ELA","N",1290,1284,99.5,1283,"*","*",265,20.7,"*","*",394,30.7,"*","*"
"Berlin School District","=""0070011""","ELA","Y",29,29,100.0,29,16,55.2,"*","*","*","*",0,0.0,"*","*"
"Berlin School District","=""0070011""","Math","N",1290,1281,99.3,1281,216,16.9,374,29.2,370,28.9,321,25.1,691,53.9
"Berlin School District","=""0070011""","Math","Y",29,29,100.0,27,9,33.3,11,40.7,7,25.9,0,0.0,7,25.9
"Bethany School District","=""0080011""","ELA","N",232,224,96.6,224,29,12.9,49,21.9,70,31.3,76,33.9,146,65.2
"Bethany School District","=""0080011""","Math","N",232,224,96.6,224,24,10.7,58,25.9,67,29.9,75,33.5,142,63.4
"Bethel School District","=""0090011""","ELA","N",1279,1270,99.3,1270,123,9.7,207,16.3,"*","*","*","*",940,74.0
"Bethel School District","=""0090011""","ELA","Y",50,50,100.0,50,26,52.0,18,36.0,"*","*","*","*",6,12.0
"Bethel School District","=""0090011""","Math","N",1279,1268,99.1,1268,"*","*",378,29.8,384,30.3,"*","*","*","*"
"Bethel School District","=""0090011""","Math","Y",50,50,100.0,50,18,36.0,24,48.0,"*","*","*","*",8,16.0
"Bloomfield School District","=""0110011""","ELA","N",752,749,99.6,749,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Math","N",752,748,99.5,748,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","ELA","N",1305,1291,98.9,1285,"*","*",289,22.5,436,33.9,"*","*","*","*"
"Branford School District","=""0140011""","ELA","Y",50,50,100.0,49,20,40.8,14,28.6,"*","*","*","*",15,30.6
"Branford School District","=""0140011""","Math","N",1303,1287,98.8,1282,"*","*",334,26.1,353,27.5,"*","*","*","*"
"Branford School District","=""0140011""","Math","Y",50,50,100.0,50,17,34.0,"*","*",14,28.0,"*","*","*","*"
"Brass City Charter School District","=""2900013""","ELA","N",39,39,100.0,39,"*","*","*","*",12,30.8,20,51.3,32,82.1
"Brass City Charter School District","=""2900013""","Math","N",39,39,100.0,39,"*","*","*","*",15,38.5,17,43.6,32,82.1
"Bridgeport Achievement First District","=""2850013""","ELA","N",487,486,99.8,486,120,24.7,137,28.2,128,26.3,101,20.8,229,47.1
"Bridgeport Achievement First District","=""2850013""","ELA","Y",54,54,100.0,54,21,38.9,15,27.8,11,20.4,7,13.0,18,33.3
"Bridgeport Achievement First District","=""2850013""","Math","N",487,486,99.8,486,147,30.2,130,26.7,92,18.9,117,24.1,209,43.0
"Bridgeport Achievement First District","=""2850013""","Math","Y",54,54,100.0,54,20,37.0,16,29.6,10,18.5,8,14.8,18,33.3
"Bridgeport School District","=""0150011""","ELA","N",8129,8079,99.4,8072,3959,49.0,2070,25.6,1528,18.9,515,6.4,2043,25.3
"Bridgeport School District","=""0150011""","ELA","Y",1244,1243,99.9,1241,1035,83.4,154,12.4,46,3.7,6,0.5,52,4.2
"Bridgeport School District","=""0150011""","Math","N",8124,8059,99.2,8057,5081,63.1,2084,25.9,"*","*","*","*",892,11.1
"Bridgeport School District","=""0150011""","Math","Y",1245,1243,99.8,1242,1085,87.4,133,10.7,"*","*","*","*",24,1.9
"Bristol School District","=""0170011""","ELA","N",3395,3381,99.6,3381,"*","*",795,23.5,1156,34.2,"*","*","*","*"
"Bristol School District","=""0170011""","ELA","Y",154,154,100.0,154,91,59.1,40,26.0,"*","*","*","*",23,14.9
"Bristol School District","=""0170011""","Math","N",3397,3379,99.5,3379,928,27.5,1109,32.8,834,24.7,508,15.0,1342,39.7
"Bristol School District","=""0170011""","Math","Y",154,154,100.0,154,89,57.8,47,30.5,12,7.8,6,3.9,18,11.7
"Brookfield School District","=""0180011""","ELA","N",1234,1162,94.2,1162,121,10.4,230,19.8,"*","*","*","*",811,69.8
"Brookfield School District","=""0180011""","ELA","Y",33,33,100.0,33,13,39.4,12,36.4,"*","*","*","*",8,24.2
"Brookfield School District","=""0180011""","Math","N",1234,1157,93.8,1157,"*","*",308,26.6,397,34.3,"*","*","*","*"
"Brookfield School District","=""0180011""","Math","Y",33,33,100.0,33,11,33.3,11,33.3,"*","*","*","*",11,33.3
"Brooklyn School District","=""0190011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","ELA","N",308,303,98.4,303,50,16.5,86,28.4,105,34.7,62,20.5,167,55.1
"Canterbury School District","=""0220011""","Math","N",308,303,98.4,303,70,23.1,116,38.3,82,27.1,35,11.6,117,38.6
"Canton School District","=""0230011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","ELA","N",110,110,100.0,110,42,38.2,34,30.9,"*","*","*","*",34,30.9
"Capital Preparatory Harbor School Inc. District","=""2970013""","Math","N",109,109,100.0,109,75,68.8,28,25.7,6,5.5,0,0.0,6,5.5
"Capitol Region Education Council","=""2410014""","ELA","N",2983,2929,98.2,2928,732,25.0,"*","*",937,32.0,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","ELA","Y",136,136,100.0,136,93,68.4,30,22.1,"*","*","*","*",13,9.6
"Capitol Region Education Council","=""2410014""","Math","N",2980,2905,97.5,2905,990,34.1,942,32.4,"*","*","*","*",973,33.5
"Capitol Region Education Council","=""2410014""","Math","Y",136,133,97.8,133,93,69.9,31,23.3,"*","*","*","*",9,6.8
"Chaplin School District","=""0240011""","ELA","N",78,77,98.7,77,15,19.5,18,23.4,24,31.2,20,26.0,44,57.1
"Chaplin School District","=""0240011""","Math","N",78,76,97.4,76,28,36.8,28,36.8,"*","*","*","*",20,26.3
"Cheshire School District","=""0250011""","ELA","N",2038,2020,99.1,2020,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Math","N",2038,2018,99.0,2018,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","ELA","N",131,130,99.2,130,6,4.6,22,16.9,46,35.4,56,43.1,102,78.5
"Chester School District","=""0260011""","Math","N",131,130,99.2,130,7,5.4,33,25.4,42,32.3,48,36.9,90,69.2
"Clinton School District","=""0270011""","ELA","N",867,855,98.6,855,85,9.9,163,19.1,"*","*","*","*","*","*"
"Clinton School District","=""0270011""","ELA","Y",33,33,100.0,30,13,43.3,14,46.7,"*","*","*","*","*","*"
"Clinton School District","=""0270011""","Math","N",869,857,98.6,857,119,13.9,249,29.1,"*","*","*","*","*","*"
"Clinton School District","=""0270011""","Math","Y",33,33,100.0,33,16,48.5,13,39.4,"*","*","*","*","*","*"
"Colchester School District","=""0280011""","ELA","N",1119,1113,99.5,1113,"*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Math","N",1117,1111,99.5,1111,"*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Math","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","ELA","N",46,44,95.7,44,"*","*","*","*",11,25.0,20,45.5,31,70.5
"Colebrook School District","=""0290011""","Math","N",46,44,95.7,44,7,15.9,12,27.3,15,34.1,10,22.7,25,56.8
"Columbia School District","=""0300011""","ELA","N",287,279,97.2,279,32,11.5,61,21.9,108,38.7,78,28.0,186,66.7
"Columbia School District","=""0300011""","Math","N",287,279,97.2,279,52,18.6,87,31.2,87,31.2,53,19.0,140,50.2
"Cooperative Educational Services","=""2430014""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","ELA","N",901,898,99.7,898,121,13.5,190,21.2,"*","*","*","*","*","*"
"Cromwell School District","=""0330011""","ELA","Y",22,22,100.0,22,10,45.5,8,36.4,"*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Math","N",901,898,99.7,897,186,20.7,"*","*",251,28.0,"*","*","*","*"
"Cromwell School District","=""0330011""","Math","Y",22,22,100.0,22,14,63.6,"*","*",0,0.0,"*","*","*","*"
"Danbury School District","=""0340011""","ELA","N",3986,3948,99.0,3947,675,17.1,1067,27.0,1416,35.9,789,20.0,2205,55.9
"Danbury School District","=""0340011""","ELA","Y",1092,1088,99.6,1086,589,54.2,336,30.9,138,12.7,23,2.1,161,14.8
"Danbury School District","=""0340011""","Math","N",3985,3934,98.7,3933,989,25.1,1360,34.6,1001,25.5,583,14.8,1584,40.3
"Danbury School District","=""0340011""","Math","Y",1092,1085,99.4,1084,604,55.7,347,32.0,120,11.1,13,1.2,133,12.3
"Darien School District","=""0350011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","ELA","N",194,193,99.5,193,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Math","N",194,193,99.5,193,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","ELA","N",665,663,99.7,663,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Math","N",664,658,99.1,658,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","ELA","N",499,479,96.0,479,63,13.2,99,20.7,155,32.4,162,33.8,317,66.2
"East Haddam School District","=""0410011""","Math","N",498,477,95.8,477,112,23.5,133,27.9,122,25.6,110,23.1,232,48.6
"East Hampton School District","=""0420011""","ELA","N",879,825,93.9,825,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Math","N",879,824,93.7,824,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","ELA","N",2627,2613,99.5,2607,1020,39.1,683,26.2,"*","*","*","*",904,34.7
"East Hartford School District","=""0430011""","ELA","Y",294,293,99.7,288,205,71.2,65,22.6,"*","*","*","*",18,6.3
"East Hartford School District","=""0430011""","Math","N",2620,2593,99.0,2585,1339,51.8,766,29.6,352,13.6,128,5.0,480,18.6
"East Hartford School District","=""0430011""","Math","Y",292,290,99.3,288,231,80.2,50,17.4,7,2.4,0,0.0,7,2.4
"East Haven School District","=""0440011""","ELA","N",1200,1192,99.3,1192,"*","*",333,27.9,392,32.9,"*","*","*","*"
"East Haven School District","=""0440011""","ELA","Y",119,119,100.0,119,71,59.7,31,26.1,"*","*","*","*",17,14.3
"East Haven School District","=""0440011""","Math","N",1200,1188,99.0,1187,399,33.6,402,33.9,"*","*","*","*",386,32.5
"East Haven School District","=""0440011""","Math","Y",119,119,100.0,119,70,58.8,33,27.7,"*","*","*","*",16,13.4
"East Lyme School District","=""0450011""","ELA","N",1179,1150,97.5,1150,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","ELA","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Math","N",1178,1147,97.4,1146,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Math","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","ELA","N",451,445,98.7,444,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Math","N",451,444,98.4,444,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","N","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","ELA","N",86,86,100.0,86,7,8.1,22,25.6,31,36.0,26,30.2,57,66.3
"Eastford School District","=""0390011""","Math","N",86,86,100.0,86,14,16.3,29,33.7,23,26.7,20,23.3,43,50.0
"Easton School District","=""0460011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","ELA","N",7,7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","N",7,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","N",1246,1237,99.3,1237,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Math","N",1247,1238,99.3,1238,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Math","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELA","N",365,365,100.0,365,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Math","N",365,365,100.0,365,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","ELA","N",2188,2175,99.4,2175,364,16.7,563,25.9,"*","*","*","*","*","*"
"Enfield School District","=""0490011""","ELA","Y",45,45,100.0,45,23,51.1,17,37.8,"*","*","*","*","*","*"
"Enfield School District","=""0490011""","Math","N",2185,2170,99.3,2170,"*","*",808,37.2,610,28.1,"*","*","*","*"
"Enfield School District","=""0490011""","Math","Y",45,45,100.0,45,27,60.0,9,20.0,"*","*","*","*",9,20.0
"Essex School District","=""0500011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","ELA","N",4643,4595,99.0,4593,"*","*",767,16.7,1654,36.0,"*","*","*","*"
"Fairfield School District","=""0510011""","ELA","Y",91,90,98.9,90,53,58.9,26,28.9,"*","*","*","*",11,12.2
"Fairfield School District","=""0510011""","Math","N",4641,4582,98.7,4582,442,9.6,1119,24.4,1501,32.8,1520,33.2,3021,65.9
"Fairfield School District","=""0510011""","Math","Y",90,89,98.9,89,47,52.8,25,28.1,11,12.4,6,6.7,17,19.1
"Farmington School District","=""0520011""","ELA","N",1867,1859,99.6,1859,"*","*",262,14.1,630,33.9,"*","*","*","*"
"Farmington School District","=""0520011""","ELA","Y",36,36,100.0,36,12,33.3,14,38.9,"*","*","*","*",10,27.8
"Farmington School District","=""0520011""","Math","N",1867,1858,99.5,1858,142,7.6,355,19.1,529,28.5,832,44.8,1361,73.3
"Farmington School District","=""0520011""","Math","Y",36,36,100.0,36,10,27.8,13,36.1,6,16.7,7,19.4,13,36.1
"Franklin School District","=""0530011""","ELA","N",110,108,98.2,108,21,19.4,22,20.4,40,37.0,25,23.1,65,60.2
"Franklin School District","=""0530011""","Math","N",110,108,98.2,108,26,24.1,33,30.6,29,26.9,20,18.5,49,45.4
"Glastonbury School District","=""0540011""","ELA","N",2802,2792,99.6,2792,187,6.7,377,13.5,"*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELA","Y",25,25,100.0,25,10,40.0,11,44.0,"*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Math","N",2803,2792,99.6,2792,"*","*",479,17.2,813,29.1,"*","*","*","*"
"Glastonbury School District","=""0540011""","Math","Y",25,25,100.0,25,11,44.0,"*","*",7,28.0,"*","*","*","*"
"Granby School District","=""0560011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","ELA","N",181,181,100.0,181,94,51.9,53,29.3,"*","*","*","*",34,18.8
"Great Oaks Charter School District","=""2940013""","ELA","Y",29,29,100.0,29,13,44.8,10,34.5,6,20.7,0,0.0,6,20.7
"Great Oaks Charter School District","=""2940013""","Math","N",181,178,98.3,178,119,66.9,45,25.3,"*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Math","Y",29,29,100.0,29,14,48.3,10,34.5,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","ELA","N",3778,3764,99.6,3764,272,7.2,534,14.2,1216,32.3,1742,46.3,2958,78.6
"Greenwich School District","=""0570011""","ELA","Y",192,192,100.0,192,89,46.4,57,29.7,36,18.8,10,5.2,46,24.0
"Greenwich School District","=""0570011""","Math","N",3778,3762,99.6,3762,428,11.4,782,20.8,960,25.5,1592,42.3,2552,67.8
"Greenwich School District","=""0570011""","Math","Y",192,192,100.0,192,77,40.1,46,24.0,34,17.7,35,18.2,69,35.9
"Griswold School District","=""0580011""","ELA","N",813,804,98.9,804,"*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","ELA","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Math","N",813,805,99.0,805,"*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Math","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","ELA","N",1895,1881,99.3,1881,"*","*",445,23.7,"*","*",436,23.2,"*","*"
"Groton School District","=""0590011""","ELA","Y",57,57,100.0,57,42,73.7,"*","*","*","*",0,0.0,"*","*"
"Groton School District","=""0590011""","Math","N",1895,1881,99.3,1880,"*","*",577,30.7,511,27.2,"*","*","*","*"
"Groton School District","=""0590011""","Math","Y",58,58,100.0,58,39,67.2,12,20.7,"*","*","*","*",7,12.1
"Guilford School District","=""0600011""","ELA","N",1607,1603,99.8,1601,92,5.7,189,11.8,"*","*","*","*",1320,82.4
"Guilford School District","=""0600011""","ELA","Y",23,23,100.0,23,11,47.8,6,26.1,"*","*","*","*",6,26.1
"Guilford School District","=""0600011""","Math","N",1607,1603,99.8,1600,130,8.1,330,20.6,"*","*","*","*","*","*"
