"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, Gender"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Bethany School District","=""0080011""",04,"F",24,24,100.0,24,0,0.0,"*","*",13,54.2,"*","*","*","*",2524
"Bethany School District","=""0080011""",04,"M",28,27,96.4,27,"*","*",12,44.4,7,25.9,"*","*","*","*",2490
"Bethany School District","=""0080011""",05,"F",25,24,96.0,24,"*","*","*","*","*","*",17,70.8,"*","*",2604
"Bethany School District","=""0080011""",05,"M",34,32,94.1,32,"*","*","*","*","*","*",17,53.1,"*","*",2569
"Bethany School District","=""0080011""",06,"F",30,29,96.7,29,"*","*",9,31.0,"*","*",9,31.0,"*","*",2567
"Bethany School District","=""0080011""",06,"M",33,33,100.0,33,"*","*",13,39.4,"*","*",6,18.2,"*","*",2521
"Bethel School District","=""0090011""",03,"F",128,128,100.0,128,12,9.4,32,25.0,48,37.5,36,28.1,84,65.6,2463
"Bethel School District","=""0090011""",03,"M",125,123,98.4,123,10,8.1,23,18.7,44,35.8,46,37.4,90,73.2,2478
"Bethel School District","=""0090011""",04,"F",107,106,99.1,106,"*","*",41,38.7,40,37.7,"*","*","*","*",2492
"Bethel School District","=""0090011""",04,"M",103,102,99.0,102,"*","*",40,39.2,31,30.4,"*","*","*","*",2505
"Bethel School District","=""0090011""",05,"F",96,96,100.0,96,16,16.7,34,35.4,21,21.9,25,26.0,46,47.9,2527
"Bethel School District","=""0090011""",05,"M",117,115,98.3,115,16,13.9,32,27.8,27,23.5,40,34.8,67,58.3,2541
"Bethel School District","=""0090011""",06,"F",94,93,98.9,93,9,9.7,37,39.8,22,23.7,25,26.9,47,50.5,2556
"Bethel School District","=""0090011""",06,"M",95,95,100.0,95,14,14.7,26,27.4,31,32.6,24,25.3,55,57.9,2555
"Bethel School District","=""0090011""",07,"F",114,114,100.0,114,28,24.6,31,27.2,36,31.6,19,16.7,55,48.2,2555
"Bethel School District","=""0090011""",07,"M",134,133,99.3,133,30,22.6,42,31.6,27,20.3,34,25.6,61,45.9,2564
"Bethel School District","=""0090011""",08,"F",105,104,99.0,104,14,13.5,28,26.9,38,36.5,24,23.1,62,59.6,2598
"Bethel School District","=""0090011""",08,"M",111,109,98.2,109,25,22.9,36,33.0,26,23.9,22,20.2,48,44.0,2573
"Bloomfield School District","=""0110011""",03,"F",79,79,100.0,79,26,32.9,25,31.6,"*","*","*","*",28,35.4,2412
"Bloomfield School District","=""0110011""",03,"M",66,66,100.0,66,20,30.3,26,39.4,"*","*","*","*",20,30.3,2413
"Bloomfield School District","=""0110011""",04,"F",53,53,100.0,53,20,37.7,22,41.5,"*","*","*","*",11,20.8,2436
"Bloomfield School District","=""0110011""",04,"M",59,58,98.3,58,21,36.2,24,41.4,"*","*","*","*",13,22.4,2436
"Bloomfield School District","=""0110011""",05,"F",61,61,100.0,61,23,37.7,25,41.0,"*","*","*","*",13,21.3,2472
"Bloomfield School District","=""0110011""",05,"M",64,64,100.0,64,29,45.3,21,32.8,"*","*","*","*",14,21.9,2460
"Bloomfield School District","=""0110011""",06,"F",58,58,100.0,58,18,31.0,17,29.3,11,19.0,12,20.7,23,39.7,2514
"Bloomfield School District","=""0110011""",06,"M",62,62,100.0,62,18,29.0,25,40.3,13,21.0,6,9.7,19,30.6,2507
"Bloomfield School District","=""0110011""",07,"F",73,70,95.9,70,25,35.7,21,30.0,"*","*","*","*",24,34.3,2519
"Bloomfield School District","=""0110011""",07,"M",63,63,100.0,63,28,44.4,22,34.9,"*","*","*","*",13,20.6,2494
"Bloomfield School District","=""0110011""",08,"F",67,67,100.0,67,30,44.8,26,38.8,"*","*","*","*",11,16.4,2516
"Bloomfield School District","=""0110011""",08,"M",62,62,100.0,62,31,50.0,24,38.7,"*","*","*","*",7,11.3,2508
"Bolton School District","=""0120011""",03,"F",25,23,92.0,23,"*","*",0,0.0,9,39.1,"*","*","*","*",2458
"Bolton School District","=""0120011""",03,"M",30,28,93.3,28,"*","*","*","*",11,39.3,13,46.4,24,85.7,2513
"Bolton School District","=""0120011""",04,"F",26,26,100.0,26,0,0.0,"*","*","*","*",15,57.7,"*","*",2535
"Bolton School District","=""0120011""",04,"M",28,28,100.0,28,"*","*","*","*","*","*",10,35.7,"*","*",2534
"Bolton School District","=""0120011""",05,"F",39,38,97.4,38,"*","*",13,34.2,"*","*",11,28.9,"*","*",2524
"Bolton School District","=""0120011""",05,"M",30,29,96.7,29,"*","*",9,31.0,"*","*",11,37.9,"*","*",2527
"Bolton School District","=""0120011""",06,"F",35,35,100.0,35,"*","*","*","*",11,31.4,16,45.7,27,77.1,2595
"Bolton School District","=""0120011""",06,"M",28,27,96.4,27,"*","*","*","*",9,33.3,7,25.9,16,59.3,2574
"Bolton School District","=""0120011""",07,"F",26,24,92.3,24,"*","*",6,25.0,9,37.5,"*","*","*","*",2566
"Bolton School District","=""0120011""",07,"M",39,39,100.0,39,"*","*",8,20.5,16,41.0,"*","*","*","*",2590
"Bolton School District","=""0120011""",08,"F",23,23,100.0,23,"*","*",8,34.8,"*","*","*","*","*","*",2596
"Bolton School District","=""0120011""",08,"M",27,27,100.0,26,"*","*",7,26.9,"*","*","*","*","*","*",2570
"Bozrah School District","=""0130011""",03,"F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"M",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"M",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"M",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"M",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"M",12,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",03,"F",114,113,99.1,113,21,18.6,26,23.0,37,32.7,29,25.7,66,58.4,2452
"Branford School District","=""0140011""",03,"M",124,124,100.0,123,15,12.2,24,19.5,37,30.1,47,38.2,84,68.3,2470
"Branford School District","=""0140011""",04,"F",102,102,100.0,101,13,12.9,19,18.8,47,46.5,22,21.8,69,68.3,2503
"Branford School District","=""0140011""",04,"M",117,117,100.0,115,12,10.4,28,24.3,37,32.2,38,33.0,75,65.2,2511
"Branford School District","=""0140011""",05,"F",111,110,99.1,110,20,18.2,27,24.5,32,29.1,31,28.2,63,57.3,2528
"Branford School District","=""0140011""",05,"M",113,112,99.1,112,19,17.0,29,25.9,28,25.0,36,32.1,64,57.1,2536
"Branford School District","=""0140011""",06,"F",116,113,97.4,112,23,20.5,43,38.4,35,31.3,11,9.8,46,41.1,2531
"Branford School District","=""0140011""",06,"M",103,103,100.0,103,33,32.0,29,28.2,17,16.5,24,23.3,41,39.8,2524
"Branford School District","=""0140011""",07,"F",102,99,97.1,99,11,11.1,33,33.3,28,28.3,27,27.3,55,55.6,2580
"Branford School District","=""0140011""",07,"M",112,112,100.0,112,28,25.0,31,27.7,30,26.8,23,20.5,53,47.3,2550
"Branford School District","=""0140011""",08,"F",128,122,95.3,122,37,30.3,30,24.6,22,18.0,33,27.0,55,45.1,2564
"Branford School District","=""0140011""",08,"M",111,110,99.1,110,43,39.1,29,26.4,17,15.5,21,19.1,38,34.5,2540
"Brass City Charter School District","=""2900013""",03,"F",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*",2488
"Brass City Charter School District","=""2900013""",03,"M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",03,"F",47,47,100.0,47,"*","*","*","*",16,34.0,21,44.7,37,78.7,2488
"Bridgeport Achievement First District","=""2850013""",03,"M",40,40,100.0,40,"*","*","*","*",12,30.0,21,52.5,33,82.5,2496
"Bridgeport Achievement First District","=""2850013""",04,"F",40,40,100.0,40,7,17.5,10,25.0,10,25.0,13,32.5,23,57.5,2502
"Bridgeport Achievement First District","=""2850013""",04,"M",52,51,98.1,51,12,23.5,8,15.7,15,29.4,16,31.4,31,60.8,2489
"Bridgeport Achievement First District","=""2850013""",05,"F",49,49,100.0,49,21,42.9,16,32.7,"*","*","*","*",12,24.5,2479
"Bridgeport Achievement First District","=""2850013""",05,"M",40,40,100.0,40,16,40.0,14,35.0,"*","*","*","*",10,25.0,2461
"Bridgeport Achievement First District","=""2850013""",06,"F",47,47,100.0,47,22,46.8,16,34.0,"*","*","*","*",9,19.1,2476
"Bridgeport Achievement First District","=""2850013""",06,"M",46,46,100.0,46,24,52.2,14,30.4,"*","*","*","*",8,17.4,2469
"Bridgeport Achievement First District","=""2850013""",07,"F",43,43,100.0,43,17,39.5,16,37.2,"*","*","*","*",10,23.3,2502
"Bridgeport Achievement First District","=""2850013""",07,"M",47,47,100.0,47,14,29.8,18,38.3,"*","*","*","*",15,31.9,2528
"Bridgeport Achievement First District","=""2850013""",08,"F",46,46,100.0,46,"*","*",14,30.4,"*","*",13,28.3,"*","*",2580
"Bridgeport Achievement First District","=""2850013""",08,"M",44,44,100.0,44,15,34.1,"*","*","*","*",13,29.5,"*","*",2570
"Bridgeport School District","=""0150011""",03,"F",832,830,99.8,830,527,63.5,181,21.8,101,12.2,21,2.5,122,14.7,2362
"Bridgeport School District","=""0150011""",03,"M",977,972,99.5,971,606,62.4,235,24.2,106,10.9,24,2.5,130,13.4,2358
"Bridgeport School District","=""0150011""",04,"F",856,855,99.9,855,501,58.6,274,32.0,68,8.0,12,1.4,80,9.4,2400
"Bridgeport School District","=""0150011""",04,"M",897,894,99.7,894,557,62.3,243,27.2,78,8.7,16,1.8,94,10.5,2394
"Bridgeport School District","=""0150011""",05,"F",795,790,99.4,790,614,77.7,135,17.1,27,3.4,14,1.8,41,5.2,2411
"Bridgeport School District","=""0150011""",05,"M",790,787,99.6,786,589,74.9,162,20.6,26,3.3,9,1.1,35,4.5,2409
"Bridgeport School District","=""0150011""",06,"F",636,628,98.7,628,413,65.8,169,26.9,39,6.2,7,1.1,46,7.3,2434
"Bridgeport School District","=""0150011""",06,"M",747,742,99.3,741,519,70.0,170,22.9,40,5.4,12,1.6,52,7.0,2417
"Bridgeport School District","=""0150011""",07,"F",643,637,99.1,637,370,58.1,178,27.9,67,10.5,22,3.5,89,14.0,2461
"Bridgeport School District","=""0150011""",07,"M",740,732,98.9,732,474,64.8,178,24.3,68,9.3,12,1.6,80,10.9,2441
"Bridgeport School District","=""0150011""",08,"F",707,698,98.7,698,458,65.6,157,22.5,62,8.9,21,3.0,83,11.9,2467
"Bridgeport School District","=""0150011""",08,"M",749,737,98.4,737,538,73.0,135,18.3,44,6.0,20,2.7,64,8.7,2447
"Bristol School District","=""0170011""",03,"F",284,284,100.0,284,86,30.3,71,25.0,78,27.5,49,17.3,127,44.7,2426
"Bristol School District","=""0170011""",03,"M",310,309,99.7,309,86,27.8,83,26.9,90,29.1,50,16.2,140,45.3,2423
"Bristol School District","=""0170011""",04,"F",289,287,99.3,287,65,22.6,115,40.1,81,28.2,26,9.1,107,37.3,2463
"Bristol School District","=""0170011""",04,"M",286,285,99.7,285,60,21.1,94,33.0,80,28.1,51,17.9,131,46.0,2476
"Bristol School District","=""0170011""",05,"F",329,328,99.7,328,79,24.1,118,36.0,76,23.2,55,16.8,131,39.9,2505
"Bristol School District","=""0170011""",05,"M",319,314,98.4,314,117,37.3,84,26.8,59,18.8,54,17.2,113,36.0,2488
"Bristol School District","=""0170011""",06,"F",271,271,100.0,271,77,28.4,90,33.2,67,24.7,37,13.7,104,38.4,2513
"Bristol School District","=""0170011""",06,"M",293,292,99.7,292,94,32.2,104,35.6,54,18.5,40,13.7,94,32.2,2506
"Bristol School District","=""0170011""",07,"F",278,276,99.3,276,74,26.8,92,33.3,73,26.4,37,13.4,110,39.9,2539
"Bristol School District","=""0170011""",07,"M",327,326,99.7,326,112,34.4,114,35.0,62,19.0,38,11.7,100,30.7,2518
"Bristol School District","=""0170011""",08,"F",271,267,98.5,267,74,27.7,94,35.2,64,24.0,35,13.1,99,37.1,2552
"Bristol School District","=""0170011""",08,"M",294,294,100.0,294,93,31.6,97,33.0,62,21.1,42,14.3,104,35.4,2544
"Brookfield School District","=""0180011""",03,"F",83,79,95.2,79,8,10.1,16,20.3,35,44.3,20,25.3,55,69.6,2458
"Brookfield School District","=""0180011""",03,"M",102,98,96.1,98,10,10.2,21,21.4,35,35.7,32,32.7,67,68.4,2467
"Brookfield School District","=""0180011""",04,"F",116,109,94.0,109,"*","*",34,31.2,41,37.6,"*","*","*","*",2496
"Brookfield School District","=""0180011""",04,"M",110,106,96.4,106,"*","*","*","*",42,39.6,31,29.2,73,68.9,2513
"Brookfield School District","=""0180011""",05,"F",92,88,95.7,88,15,17.0,33,37.5,24,27.3,16,18.2,40,45.5,2511
"Brookfield School District","=""0180011""",05,"M",98,94,95.9,94,13,13.8,26,27.7,31,33.0,24,25.5,55,58.5,2537
"Brookfield School District","=""0180011""",06,"F",106,89,84.0,89,17,19.1,24,27.0,27,30.3,21,23.6,48,53.9,2548
"Brookfield School District","=""0180011""",06,"M",119,106,89.1,106,16,15.1,36,34.0,32,30.2,22,20.8,54,50.9,2549
"Brookfield School District","=""0180011""",07,"F",126,117,92.9,117,13,11.1,37,31.6,30,25.6,37,31.6,67,57.3,2582
"Brookfield School District","=""0180011""",07,"M",114,109,95.6,109,10,9.2,25,22.9,37,33.9,37,33.9,74,67.9,2596
"Brookfield School District","=""0180011""",08,"F",95,92,96.8,92,"*","*","*","*",35,38.0,36,39.1,71,77.2,2641
"Brookfield School District","=""0180011""",08,"M",106,103,97.2,103,"*","*","*","*",36,35.0,33,32.0,69,67.0,2611
"Brooklyn School District","=""0190011""",03,"F",34,34,100.0,34,"*","*",15,44.1,9,26.5,"*","*","*","*",2420
"Brooklyn School District","=""0190011""",03,"M",35,34,97.1,34,"*","*",11,32.4,9,26.5,"*","*","*","*",2449
