"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Hartford School District","=""0640011""","N",1463,1451,99.2,1451,434,29.9,309,21.3,415,28.6,293,20.2,708,48.8
"Hartland School District","=""0650011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N",111,111,100.0,111,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Y",45,45,100.0,45,16,35.6,12,26.7,8,17.8,9,20.0,17,37.8
"Hebron School District","=""0670011""","N",392,392,100.0,392,52,13.3,78,19.9,158,40.3,104,26.5,262,66.8
"Highville Charter School District","=""2860013""","Y",142,142,100.0,142,40,28.2,50,35.2,43,30.3,9,6.3,52,36.6
"Highville Charter School District","=""2860013""","N",89,89,100.0,89,41,46.1,23,25.8,14,15.7,11,12.4,25,28.1
"Integrated Day Charter School District","=""2640013""","Y",70,70,100.0,70,19,27.1,21,30.0,21,30.0,9,12.9,30,42.9
"Integrated Day Charter School District","=""2640013""","N",129,129,100.0,126,31,24.6,28,22.2,50,39.7,17,13.5,67,53.2
"Interdistrict School for Arts and Comm District","=""2650013""","Y",184,182,98.9,182,71,39.0,67,36.8,38,20.9,6,3.3,44,24.2
"Interdistrict School for Arts and Comm District","=""2650013""","N",78,77,98.7,77,18,23.4,19,24.7,30,39.0,10,13.0,40,51.9
"Jumoke Academy District","=""2610013""","Y",277,277,100.0,277,107,38.6,79,28.5,70,25.3,21,7.6,91,32.9
"Jumoke Academy District","=""2610013""","N",142,141,99.3,141,30,21.3,41,29.1,43,30.5,27,19.1,70,49.6
"Kent School District","=""0680011""","Y",21,21,100.0,21,"*","*","*","*",8,38.1,"*","*","*","*"
"Kent School District","=""0680011""","N",137,130,94.9,130,"*","*","*","*",49,37.7,"*","*","*","*"
"Killingly School District","=""0690011""","Y",480,465,96.9,465,100,21.5,138,29.7,162,34.8,65,14.0,227,48.8
"Killingly School District","=""0690011""","N",532,517,97.2,517,60,11.6,111,21.5,213,41.2,133,25.7,346,66.9
"Learn","=""2450014""","Y",229,226,98.7,226,73,32.3,67,29.6,57,25.2,29,12.8,86,38.1
"Learn","=""2450014""","N",189,187,98.9,187,26,13.9,37,19.8,61,32.6,63,33.7,124,66.3
"Lebanon School District","=""0710011""","Y",101,97,96.0,97,20,20.6,31,32.0,21,21.6,25,25.8,46,47.4
"Lebanon School District","=""0710011""","N",357,342,95.8,342,31,9.1,65,19.0,127,37.1,119,34.8,246,71.9
"Ledyard School District","=""0720011""","Y",212,212,100.0,211,60,28.4,53,25.1,77,36.5,21,10.0,98,46.4
"Ledyard School District","=""0720011""","N",798,792,99.2,792,133,16.8,167,21.1,273,34.5,219,27.7,492,62.1
"Lisbon School District","=""0730011""","Y",63,62,98.4,62,12,19.4,19,30.6,14,22.6,17,27.4,31,50.0
"Lisbon School District","=""0730011""","N",189,187,98.9,187,20,10.7,44,23.5,71,38.0,52,27.8,123,65.8
"Litchfield School District","=""0740011""","Y",62,62,100.0,62,10,16.1,14,22.6,21,33.9,17,27.4,38,61.3
"Litchfield School District","=""0740011""","N",375,370,98.7,370,25,6.8,48,13.0,128,34.6,169,45.7,297,80.3
"Madison School District","=""0760011""","Y",50,48,96.0,48,10,20.8,14,29.2,13,27.1,11,22.9,24,50.0
"Madison School District","=""0760011""","N",1283,1163,90.6,1163,118,10.1,208,17.9,434,37.3,403,34.7,837,72.0
"Manchester School District","=""0770011""","Y",1596,1576,98.7,1575,752,47.7,364,23.1,334,21.2,125,7.9,459,29.1
"Manchester School District","=""0770011""","N",1082,1068,98.7,1068,224,21.0,237,22.2,340,31.8,267,25.0,607,56.8
"Mansfield School District","=""0780011""","Y",206,200,97.1,200,41,20.5,39,19.5,57,28.5,63,31.5,120,60.0
"Mansfield School District","=""0780011""","N",609,560,92.0,560,31,5.5,58,10.4,184,32.9,287,51.3,471,84.1
"Marlborough School District","=""0790011""","Y",34,34,100.0,34,8,23.5,9,26.5,9,26.5,8,23.5,17,50.0
"Marlborough School District","=""0790011""","N",307,306,99.7,306,23,7.5,50,16.3,92,30.1,141,46.1,233,76.1
"Meriden School District","=""0800011""","Y",2336,2320,99.3,2320,985,42.5,597,25.7,543,23.4,195,8.4,738,31.8
"Meriden School District","=""0800011""","N",1078,1073,99.5,1073,209,19.5,240,22.4,374,34.9,250,23.3,624,58.2
"Middletown School District","=""0830011""","Y",960,958,99.8,958,382,39.9,259,27.0,231,24.1,86,9.0,317,33.1
"Middletown School District","=""0830011""","N",1132,1132,100.0,1130,160,14.2,203,18.0,421,37.3,346,30.6,767,67.9
"Milford School District","=""0840011""","Y",643,631,98.1,631,172,27.3,180,28.5,193,30.6,86,13.6,279,44.2
"Milford School District","=""0840011""","N",2109,2066,98.0,2066,189,9.1,427,20.7,804,38.9,646,31.3,1450,70.2
"Monroe School District","=""0850011""","Y",106,106,100.0,106,18,17.0,22,20.8,34,32.1,32,30.2,66,62.3
"Monroe School District","=""0850011""","N",1342,1330,99.1,1330,83,6.2,186,14.0,482,36.2,579,43.5,1061,79.8
"Montville School District","=""0860011""","Y",412,411,99.8,411,88,21.4,118,28.7,140,34.1,65,15.8,205,49.9
"Montville School District","=""0860011""","N",636,633,99.5,633,73,11.5,134,21.2,222,35.1,204,32.2,426,67.3
"Naugatuck School District","=""0880011""","Y",984,978,99.4,978,337,34.5,264,27.0,259,26.5,118,12.1,377,38.5
"Naugatuck School District","=""0880011""","N",974,973,99.9,973,165,17.0,245,25.2,333,34.2,230,23.6,563,57.9
"New Beginnings Inc., Family Academy District","=""2800013""","Y",218,218,100.0,218,"*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Y",3589,3572,99.5,3571,2107,59.0,797,22.3,487,13.6,180,5.0,667,18.7
"New Britain School District","=""0890011""","N",764,760,99.5,760,286,37.6,181,23.8,187,24.6,106,13.9,293,38.6
"New Canaan School District","=""0900011""","N",2031,2016,99.3,2016,93,4.6,243,12.1,659,32.7,1021,50.6,1680,83.3
"New Fairfield School District","=""0910011""","Y",107,97,90.7,97,16,16.5,25,25.8,40,41.2,16,16.5,56,57.7
"New Fairfield School District","=""0910011""","N",964,888,92.1,888,79,8.9,155,17.5,307,34.6,347,39.1,654,73.6
"New Hartford School District","=""0920011""","Y",29,27,93.1,27,0,0.0,6,22.2,12,44.4,9,33.3,21,77.8
"New Hartford School District","=""0920011""","N",266,256,96.2,256,25,9.8,55,21.5,72,28.1,104,40.6,176,68.8
"New Haven School District","=""0930011""","Y",5426,5386,99.3,5382,2523,46.9,1513,28.1,1075,20.0,271,5.0,1346,25.0
"New Haven School District","=""0930011""","N",3637,3585,98.6,3578,1156,32.3,892,24.9,948,26.5,582,16.3,1530,42.8
"New London School District","=""0950011""","Y",1196,1187,99.2,1185,580,48.9,303,25.6,226,19.1,76,6.4,302,25.5
"New London School District","=""0950011""","N",257,254,98.8,254,83,32.7,62,24.4,58,22.8,51,20.1,109,42.9
"New Milford School District","=""0960011""","Y",465,446,95.9,446,146,32.7,130,29.1,136,30.5,34,7.6,170,38.1
"New Milford School District","=""0960011""","N",1512,1422,94.0,1422,265,18.6,328,23.1,482,33.9,347,24.4,829,58.3
"Newington School District","=""0940011""","Y",445,444,99.8,444,125,28.2,129,29.1,133,30.0,57,12.8,190,42.8
"Newington School District","=""0940011""","N",1456,1451,99.7,1451,227,15.6,321,22.1,508,35.0,395,27.2,903,62.2
"Newtown School District","=""0970011""","Y",158,156,98.7,156,33,21.2,34,21.8,60,38.5,29,18.6,89,57.1
"Newtown School District","=""0970011""","N",1924,1909,99.2,1909,129,6.8,317,16.6,735,38.5,728,38.1,1463,76.6
"Norfolk School District","=""0980011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y",154,149,96.8,149,35,23.5,41,27.5,47,31.5,26,17.4,73,49.0
"North Branford School District","=""0990011""","N",723,693,95.9,693,98,14.1,161,23.2,237,34.2,197,28.4,434,62.6
"North Canaan School District","=""1000011""","Y",44,44,100.0,44,15,34.1,8,18.2,9,20.5,12,27.3,21,47.7
"North Canaan School District","=""1000011""","N",113,111,98.2,111,14,12.6,27,24.3,42,37.8,28,25.2,70,63.1
"North Haven School District","=""1010011""","Y",237,229,96.6,229,49,21.4,62,27.1,78,34.1,40,17.5,118,51.5
"North Haven School District","=""1010011""","N",1244,1215,97.7,1215,104,8.6,202,16.6,423,34.8,486,40.0,909,74.8
"North Stonington School District","=""1020011""","Y",50,50,100.0,50,8,16.0,14,28.0,16,32.0,12,24.0,28,56.0
"North Stonington School District","=""1020011""","N",290,288,99.3,288,20,6.9,36,12.5,114,39.6,118,41.0,232,80.6
"Norwalk School District","=""1030011""","Y",2791,2782,99.7,2780,1042,37.5,791,28.5,683,24.6,264,9.5,947,34.1
"Norwalk School District","=""1030011""","N",2291,2263,98.8,2254,338,15.0,495,22.0,722,32.0,699,31.0,1421,63.0
"Norwich School District","=""1040011""","Y",1713,1689,98.6,1688,780,46.2,435,25.8,353,20.9,120,7.1,473,28.0
"Norwich School District","=""1040011""","N",493,478,97.0,477,115,24.1,115,24.1,149,31.2,98,20.5,247,51.8
"Odyssey Community School District","=""2630013""","Y",68,68,100.0,68,19,27.9,19,27.9,20,29.4,10,14.7,30,44.1
"Odyssey Community School District","=""2630013""","N",148,147,99.3,147,23,15.6,34,23.1,58,39.5,32,21.8,90,61.2
"Old Saybrook School District","=""1060011""","Y",125,124,99.2,124,25,20.2,32,25.8,47,37.9,20,16.1,67,54.0
"Old Saybrook School District","=""1060011""","N",492,486,98.8,486,37,7.6,90,18.5,194,39.9,165,34.0,359,73.9
"Orange School District","=""1070011""","Y",40,40,100.0,40,12,30.0,10,25.0,11,27.5,7,17.5,18,45.0
"Orange School District","=""1070011""","N",694,680,98.0,680,49,7.2,92,13.5,228,33.5,311,45.7,539,79.3
"Oxford School District","=""1080011""","Y",87,86,98.9,86,28,32.6,17,19.8,29,33.7,12,14.0,41,47.7
"Oxford School District","=""1080011""","N",876,863,98.5,863,91,10.5,205,23.8,318,36.8,249,28.9,567,65.7
"Park City Prep Charter School District","=""2830013""","Y",268,267,99.6,267,97,36.3,76,28.5,69,25.8,25,9.4,94,35.2
"Park City Prep Charter School District","=""2830013""","N",80,79,98.8,79,17,21.5,18,22.8,30,38.0,14,17.7,44,55.7
"Plainfield School District","=""1090011""","Y",551,543,98.5,543,132,24.3,146,26.9,177,32.6,88,16.2,265,48.8
"Plainfield School District","=""1090011""","N",477,474,99.4,474,55,11.6,102,21.5,180,38.0,137,28.9,317,66.9
"Plainville School District","=""1100011""","Y",352,352,100.0,352,100,28.4,89,25.3,113,32.1,50,14.2,163,46.3
"Plainville School District","=""1100011""","N",691,690,99.9,690,99,14.3,150,21.7,265,38.4,176,25.5,441,63.9
"Plymouth School District","=""1110011""","Y",224,223,99.6,223,72,32.3,58,26.0,56,25.1,37,16.6,93,41.7
"Plymouth School District","=""1110011""","N",440,434,98.6,434,69,15.9,96,22.1,156,35.9,113,26.0,269,62.0
"Pomfret School District","=""1120011""","Y",55,55,100.0,55,8,14.5,16,29.1,18,32.7,13,23.6,31,56.4
"Pomfret School District","=""1120011""","N",223,223,100.0,220,15,6.8,38,17.3,79,35.9,88,40.0,167,75.9
