"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Special Education Status (SWD)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Clinton School District","=""0270011""","Y",123,121,98.4,121,51,42.1,44,36.4,"*","*","*","*",26,21.5
"Colchester School District","=""0280011""","N",1236,1225,99.1,1224,76,6.2,215,17.6,478,39.1,455,37.2,933,76.2
"Colchester School District","=""0280011""","Y",187,181,96.8,181,64,35.4,73,40.3,38,21.0,6,3.3,44,24.3
"Colebrook School District","=""0290011""","N",42,40,95.2,40,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Y",10,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N",256,253,98.8,253,"*","*",54,21.3,"*","*",80,31.6,"*","*"
"Columbia School District","=""0300011""","Y",40,35,87.5,35,21,60.0,"*","*","*","*",0,0.0,"*","*"
"Common Ground High School District","=""2680013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","N",2339,2257,96.5,2257,"*","*",770,34.1,862,38.2,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Y",184,178,96.7,177,90,50.8,59,33.3,"*","*","*","*",28,15.8
"Cooperative Educational Services","=""2430014""","N",217,214,98.6,214,"*","*",64,29.9,80,37.4,"*","*","*","*"
"Cooperative Educational Services","=""2430014""","Y",142,141,99.3,141,91,64.5,31,22.0,"*","*","*","*",19,13.5
"Cornwall School District","=""0310011""","N",54,50,92.6,50,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","N",780,753,96.5,752,"*","*",142,18.9,330,43.9,"*","*","*","*"
"Coventry School District","=""0320011""","Y",102,96,94.1,96,45,46.9,30,31.3,"*","*","*","*",21,21.9
"Cromwell School District","=""0330011""","N",964,960,99.6,960,"*","*",196,20.4,385,40.1,"*","*","*","*"
"Cromwell School District","=""0330011""","Y",107,107,100.0,107,60,56.1,32,29.9,"*","*","*","*",15,14.0
"Danbury School District","=""0340011""","N",4987,4216,84.5,4201,786,18.7,1191,28.4,1469,35.0,755,18.0,2224,52.9
"Danbury School District","=""0340011""","Y",620,555,89.5,547,384,70.2,123,22.5,27,4.9,13,2.4,40,7.3
"Darien School District","=""0350011""","N",2285,2233,97.7,2221,45,2.0,177,8.0,773,34.8,1226,55.2,1999,90.0
"Darien School District","=""0350011""","Y",338,317,93.8,315,63,20.0,90,28.6,123,39.0,39,12.4,162,51.4
"Deep River School District","=""0360011""","N",170,170,100.0,169,11,6.5,31,18.3,"*","*","*","*",127,75.1
"Deep River School District","=""0360011""","Y",29,29,100.0,29,14,48.3,9,31.0,"*","*","*","*",6,20.7
"Derby School District","=""0370011""","N",683,675,98.8,671,155,23.1,201,30.0,220,32.8,95,14.2,315,46.9
"Derby School District","=""0370011""","Y",95,93,97.9,93,73,78.5,14,15.1,6,6.5,0,0.0,6,6.5
"East Granby School District","=""0400011""","N",414,412,99.5,412,"*","*",70,17.0,170,41.3,"*","*","*","*"
"East Granby School District","=""0400011""","Y",56,56,100.0,56,22,39.3,21,37.5,"*","*","*","*",13,23.2
"East Haddam School District","=""0410011""","N",516,506,98.1,505,37,7.3,85,16.8,216,42.8,167,33.1,383,75.8
"East Haddam School District","=""0410011""","Y",85,77,90.6,77,37,48.1,15,19.5,19,24.7,6,7.8,25,32.5
"East Hampton School District","=""0420011""","N",931,901,96.8,901,"*","*",207,23.0,352,39.1,"*","*","*","*"
"East Hampton School District","=""0420011""","Y",89,89,100.0,89,53,59.6,18,20.2,"*","*","*","*",18,20.2
"East Hartford School District","=""0430011""","N",2930,2873,98.1,2871,894,31.1,883,30.8,"*","*","*","*",1094,38.1
"East Hartford School District","=""0430011""","Y",542,516,95.2,512,423,82.6,64,12.5,"*","*","*","*",25,4.9
"East Haven School District","=""0440011""","N",1373,1353,98.5,1352,283,20.9,392,29.0,476,35.2,201,14.9,677,50.1
"East Haven School District","=""0440011""","Y",198,192,97.0,191,143,74.9,40,20.9,8,4.2,0,0.0,8,4.2
"East Lyme School District","=""0450011""","N",1286,1270,98.8,1270,55,4.3,161,12.7,496,39.1,558,43.9,1054,83.0
"East Lyme School District","=""0450011""","Y",181,167,92.3,167,71,42.5,44,26.3,38,22.8,14,8.4,52,31.1
"East Windsor School District","=""0470011""","N",448,445,99.3,443,"*","*",127,28.7,174,39.3,"*","*","*","*"
"East Windsor School District","=""0470011""","Y",91,90,98.9,89,55,61.8,24,27.0,"*","*","*","*",10,11.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",59,45,76.3,45,17,37.8,"*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",57,53,93.0,50,46,92.0,"*","*","*","*",0,0.0,"*","*"
"Eastford School District","=""0390011""","N",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",577,570,98.8,570,20,3.5,94,16.5,224,39.3,232,40.7,456,80.0
"Easton School District","=""0460011""","Y",58,56,96.6,56,20,35.7,19,33.9,10,17.9,7,12.5,17,30.4
"Education Connection","=""2420014""","Y",13,8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",1304,1283,98.4,1267,89,7.0,183,14.4,472,37.3,523,41.3,995,78.5
"Ellington School District","=""0480011""","Y",152,149,98.0,148,59,39.9,46,31.1,37,25.0,6,4.1,43,29.1
"Elm City College Preparatory School District","=""2890013""","N",339,339,100.0,339,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","N",2241,2218,99.0,2217,245,11.1,626,28.2,919,41.5,427,19.3,1346,60.7
"Enfield School District","=""0490011""","Y",344,332,96.5,328,191,58.2,86,26.2,42,12.8,9,2.7,51,15.5
"Essex School District","=""0500011""","N",229,223,97.4,222,"*","*",17,7.7,84,37.8,"*","*","*","*"
"Essex School District","=""0500011""","Y",38,37,97.4,37,"*","*",9,24.3,8,21.6,"*","*","*","*"
"Explorations District","=""2720013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","N",5010,4924,98.3,4920,250,5.1,746,15.2,2012,40.9,1912,38.9,3924,79.8
"Fairfield School District","=""0510011""","Y",576,548,95.1,548,223,40.7,184,33.6,103,18.8,38,6.9,141,25.7
"Farmington School District","=""0520011""","N",1938,1894,97.7,1894,82,4.3,228,12.0,714,37.7,870,45.9,1584,83.6
"Farmington School District","=""0520011""","Y",232,225,97.0,222,83,37.4,70,31.5,52,23.4,17,7.7,69,31.1
"Franklin School District","=""0530011""","N",95,93,97.9,93,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","N",3109,3082,99.1,3081,94,3.1,421,13.7,1185,38.5,1381,44.8,2566,83.3
"Glastonbury School District","=""0540011""","Y",331,328,99.1,326,132,40.5,114,35.0,70,21.5,10,3.1,80,24.5
"Granby School District","=""0560011""","N",977,907,92.8,907,"*","*",144,15.9,400,44.1,"*","*","*","*"
"Granby School District","=""0560011""","Y",109,106,97.2,105,39,37.1,33,31.4,"*","*","*","*",33,31.4
"Great Oaks Charter School District","=""2940013""","N",98,97,99.0,97,"*","*","*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","N",4131,4070,98.5,4067,166,4.1,487,12.0,1435,35.3,1979,48.7,3414,83.9
"Greenwich School District","=""0570011""","Y",474,464,97.9,464,193,41.6,160,34.5,84,18.1,27,5.8,111,23.9
"Griswold School District","=""0580011""","N",821,815,99.3,814,71,8.7,190,23.3,350,43.0,203,24.9,553,67.9
"Griswold School District","=""0580011""","Y",124,117,94.4,116,70,60.3,32,27.6,14,12.1,0,0.0,14,12.1
"Groton School District","=""0590011""","N",1906,1750,91.8,1749,266,15.2,437,25.0,656,37.5,390,22.3,1046,59.8
"Groton School District","=""0590011""","Y",315,296,94.0,296,202,68.2,61,20.6,26,8.8,7,2.4,33,11.1
"Guilford School District","=""0600011""","N",1661,1655,99.6,1655,42,2.5,193,11.7,646,39.0,774,46.8,1420,85.8
"Guilford School District","=""0600011""","Y",209,205,98.1,205,74,36.1,64,31.2,48,23.4,19,9.3,67,32.7
"Hamden School District","=""0620011""","N",2444,2333,95.5,2331,365,15.7,572,24.5,795,34.1,599,25.7,1394,59.8
"Hamden School District","=""0620011""","Y",398,361,90.7,361,226,62.6,88,24.4,32,8.9,15,4.2,47,13.0
"Hampton School District","=""0630011""","N",40,38,95.0,38,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","N",8907,8303,93.2,8255,3322,40.2,2396,29.0,1856,22.5,681,8.2,2537,30.7
"Hartford School District","=""0640011""","Y",1672,1474,88.2,1461,1229,84.1,172,11.8,47,3.2,13,0.9,60,4.1
"Hartland School District","=""0650011""","N",113,113,100.0,113,"*","*",27,23.9,"*","*",22,19.5,"*","*"
"Hartland School District","=""0650011""","Y",24,22,91.7,22,"*","*",10,45.5,"*","*",0,0.0,"*","*"
"Hebron School District","=""0670011""","N",430,430,100.0,429,37,8.6,83,19.3,"*","*","*","*",309,72.0
"Hebron School District","=""0670011""","Y",63,62,98.4,62,36,58.1,18,29.0,"*","*","*","*",8,12.9
"Highville Charter School District","=""2860013""","N",198,198,100.0,198,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",180,180,100.0,178,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","N",217,215,99.1,215,52,24.2,75,34.9,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Y",36,36,100.0,36,26,72.2,"*","*","*","*",0,0.0,"*","*"
"Jumoke Academy District","=""2610013""","N",390,389,99.7,389,100,25.7,132,33.9,"*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Y",37,36,97.3,36,24,66.7,"*","*","*","*",0,0.0,"*","*"
"Kent School District","=""0680011""","N",148,146,98.6,146,"*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",1080,1067,98.8,1065,"*","*",282,26.5,450,42.3,"*","*","*","*"
"Killingly School District","=""0690011""","Y",137,134,97.8,134,83,61.9,36,26.9,"*","*","*","*",15,11.2
"Learn","=""2450014""","N",493,482,97.8,479,48,10.0,131,27.3,177,37.0,123,25.7,300,62.6
"Learn","=""2450014""","Y",89,85,95.5,85,49,57.6,16,18.8,10,11.8,10,11.8,20,23.5
"Lebanon School District","=""0710011""","N",482,469,97.3,469,"*","*",106,22.6,198,42.2,"*","*","*","*"
"Lebanon School District","=""0710011""","Y",95,90,94.7,90,45,50.0,24,26.7,"*","*","*","*",21,23.3
"Ledyard School District","=""0720011""","N",1105,1088,98.5,1087,"*","*",237,21.8,444,40.8,"*","*","*","*"
"Ledyard School District","=""0720011""","Y",163,150,92.0,149,78,52.3,42,28.2,"*","*","*","*",29,19.5
"Lisbon School District","=""0730011""","N",232,229,98.7,229,19,8.3,48,21.0,"*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Y",26,26,100.0,26,16,61.5,7,26.9,"*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",499,491,98.4,490,"*","*",95,19.4,182,37.1,"*","*","*","*"
"Litchfield School District","=""0740011""","Y",66,66,100.0,65,35,53.8,15,23.1,"*","*","*","*",15,23.1
"Madison School District","=""0760011""","N",1514,1166,77.0,1164,51,4.4,176,15.1,478,41.1,459,39.4,937,80.5
"Madison School District","=""0760011""","Y",201,162,80.6,159,55,34.6,51,32.1,43,27.0,10,6.3,53,33.3
"Manchester School District","=""0770011""","N",2658,2458,92.5,2452,"*","*",692,28.2,730,29.8,"*","*","*","*"
"Manchester School District","=""0770011""","Y",385,347,90.1,346,293,84.7,41,11.8,"*","*","*","*",12,3.5
"Mansfield School District","=""0780011""","N",674,617,91.5,617,"*","*",61,9.9,206,33.4,"*","*","*","*"
"Mansfield School District","=""0780011""","Y",108,106,98.1,105,46,43.8,31,29.5,"*","*","*","*",28,26.7
"Marlborough School District","=""0790011""","N",338,337,99.7,337,20,5.9,44,13.1,"*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Y",29,29,100.0,29,17,58.6,9,31.0,"*","*","*","*","*","*"
"Meriden School District","=""0800011""","N",3253,3161,97.2,3157,"*","*",910,28.8,961,30.4,"*","*","*","*"
"Meriden School District","=""0800011""","Y",605,559,92.4,550,450,81.8,77,14.0,"*","*","*","*",23,4.2
"Middletown School District","=""0830011""","N",2169,2149,99.1,2148,"*","*",582,27.1,758,35.3,"*","*","*","*"
"Middletown School District","=""0830011""","Y",278,266,95.7,265,206,77.7,45,17.0,"*","*","*","*",14,5.3
"Milford School District","=""0840011""","N",2943,2864,97.3,2859,"*","*",635,22.2,1139,39.8,"*","*","*","*"
"Milford School District","=""0840011""","Y",369,358,97.0,357,174,48.7,112,31.4,"*","*","*","*",71,19.9
"Monroe School District","=""0850011""","N",1549,1532,98.9,1530,28,1.8,130,8.5,582,38.0,790,51.6,1372,89.7
"Monroe School District","=""0850011""","Y",188,183,97.3,182,53,29.1,53,29.1,48,26.4,28,15.4,76,41.8
"Montville School District","=""0860011""","N",1097,1083,98.7,1083,"*","*",261,24.1,416,38.4,"*","*","*","*"
"Montville School District","=""0860011""","Y",142,140,98.6,140,86,61.4,37,26.4,"*","*","*","*",17,12.1
"Naugatuck School District","=""0880011""","N",1916,1886,98.4,1885,"*","*",517,27.4,691,36.7,"*","*","*","*"
"Naugatuck School District","=""0880011""","Y",346,334,96.5,333,247,74.2,59,17.7,"*","*","*","*",27,8.1
"New Beginnings Inc., Family Academy District","=""2800013""","N",218,218,100.0,218,56,25.7,"*","*","*","*",19,8.7,"*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Y",24,24,100.0,24,18,75.0,"*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","N",4082,3999,98.0,3984,1838,46.1,1089,27.3,"*","*","*","*",1057,26.5
"New Britain School District","=""0890011""","Y",728,680,93.4,679,618,91.0,47,6.9,"*","*","*","*",14,2.1
"New Canaan School District","=""0900011""","N",2043,1999,97.8,1997,42,2.1,218,10.9,712,35.7,1025,51.3,1737,87.0
"New Canaan School District","=""0900011""","Y",206,197,95.6,197,51,25.9,80,40.6,51,25.9,15,7.6,66,33.5
"New Fairfield School District","=""0910011""","N",1261,1101,87.3,1101,"*","*",216,19.6,449,40.8,"*","*","*","*"
"New Fairfield School District","=""0910011""","Y",120,100,83.3,97,53,54.6,26,26.8,"*","*","*","*",18,18.6
"New Hartford School District","=""0920011""","N",268,258,96.3,256,"*","*",31,12.1,101,39.5,"*","*","*","*"
"New Hartford School District","=""0920011""","Y",37,35,94.6,35,19,54.3,"*","*",8,22.9,"*","*","*","*"
"New Haven School District","=""0930011""","N",8792,8226,93.6,8176,3069,37.5,2439,29.8,1954,23.9,714,8.7,2668,32.6
"New Haven School District","=""0930011""","Y",1276,1192,93.4,1184,970,81.9,163,13.8,44,3.7,7,0.6,51,4.3
"New London School District","=""0950011""","N",1330,1292,97.1,1280,410,32.0,420,32.8,"*","*","*","*",450,35.2
"New London School District","=""0950011""","Y",271,259,95.6,256,194,75.8,44,17.2,"*","*","*","*",18,7.0
"New Milford School District","=""0960011""","N",2014,1863,92.5,1857,277,14.9,501,27.0,669,36.0,410,22.1,1079,58.1
"New Milford School District","=""0960011""","Y",287,255,88.9,252,165,65.5,53,21.0,28,11.1,6,2.4,34,13.5
"Newington School District","=""0940011""","N",1963,1933,98.5,1922,185,9.6,458,23.8,783,40.7,496,25.8,1279,66.5
"Newington School District","=""0940011""","Y",240,228,95.0,228,121,53.1,71,31.1,29,12.7,7,3.1,36,15.8
"Newtown School District","=""0970011""","N",2379,2278,95.8,2276,107,4.7,382,16.8,984,43.2,803,35.3,1787,78.5
"Newtown School District","=""0970011""","Y",218,202,92.7,200,65,32.5,69,34.5,47,23.5,19,9.5,66,33.0
"Norfolk School District","=""0980011""","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","N",927,896,96.7,896,"*","*",239,26.7,301,33.6,"*","*","*","*"
"North Branford School District","=""0990011""","Y",150,143,95.3,143,97,67.8,33,23.1,"*","*","*","*",13,9.1
"North Canaan School District","=""1000011""","N",143,137,95.8,137,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N",1560,1282,82.2,1265,194,15.3,337,26.6,428,33.8,306,24.2,734,58.0
"North Haven School District","=""1010011""","Y",184,155,84.2,152,94,61.8,30,19.7,22,14.5,6,3.9,28,18.4
"North Stonington School District","=""1020011""","N",349,344,98.6,344,23,6.7,73,21.2,131,38.1,117,34.0,248,72.1
"North Stonington School District","=""1020011""","Y",32,30,93.8,30,15,50.0,8,26.7,7,23.3,0,0.0,7,23.3
"Norwalk School District","=""1030011""","N",5080,4937,97.2,4925,968,19.7,1368,27.8,1638,33.3,951,19.3,2589,52.6
"Norwalk School District","=""1030011""","Y",657,619,94.2,618,420,68.0,144,23.3,44,7.1,10,1.6,54,8.7
"Norwich Free Academy District","=""9010022""","N",495,456,92.1,442,112,25.3,118,26.7,127,28.7,85,19.2,212,48.0
"Norwich Free Academy District","=""9010022""","Y",52,38,73.1,37,27,73.0,10,27.0,0,0.0,0,0.0,0,0.0
"Norwich School District","=""1040011""","N",1896,1859,98.0,1853,632,34.1,583,31.5,"*","*","*","*",638,34.4
"Norwich School District","=""1040011""","Y",358,339,94.7,338,283,83.7,45,13.3,"*","*","*","*",10,3.0
"Odyssey Community School District","=""2630013""","N",193,189,97.9,189,"*","*",50,26.5,"*","*",38,20.1,"*","*"
"Odyssey Community School District","=""2630013""","Y",21,21,100.0,21,12,57.1,"*","*","*","*",0,0.0,"*","*"
"Old Saybrook School District","=""1060011""","N",655,635,96.9,631,21,3.3,118,18.7,287,45.5,205,32.5,492,78.0
"Old Saybrook School District","=""1060011""","Y",97,95,97.9,93,33,35.5,38,40.9,16,17.2,6,6.5,22,23.7
"Orange School District","=""1070011""","N",647,635,98.1,633,"*","*",81,12.8,217,34.3,"*","*","*","*"
"Orange School District","=""1070011""","Y",63,60,95.2,59,22,37.3,18,30.5,"*","*","*","*",19,32.2
"Oxford School District","=""1080011""","N",984,970,98.6,970,32,3.3,181,18.7,416,42.9,341,35.2,757,78.0
"Oxford School District","=""1080011""","Y",142,136,95.8,136,60,44.1,44,32.4,23,16.9,9,6.6,32,23.5
"Park City Prep Charter School District","=""2830013""","N",323,320,99.1,320,118,36.9,"*","*",88,27.5,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Y",23,21,91.3,21,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","N",1099,1047,95.3,1046,"*","*",310,29.6,362,34.6,"*","*","*","*"
"Plainfield School District","=""1090011""","Y",136,122,89.7,122,93,76.2,21,17.2,"*","*","*","*",8,6.6
"Plainville School District","=""1100011""","N",1109,1102,99.4,1102,"*","*",288,26.1,444,40.3,"*","*","*","*"
"Plainville School District","=""1100011""","Y",146,142,97.3,141,85,60.3,31,22.0,"*","*","*","*",25,17.7
"Plymouth School District","=""1110011""","N",686,669,97.5,668,"*","*",186,27.8,"*","*",145,21.7,"*","*"
"Plymouth School District","=""1110011""","Y",113,106,93.8,106,71,67.0,"*","*","*","*",0,0.0,"*","*"
"Pomfret School District","=""1120011""","N",262,262,100.0,259,"*","*",42,16.2,108,41.7,"*","*","*","*"
