"Smarter Balanced Assessments, 2014-15"
"State of Connecticut, ELA and Math, All Grades, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"State of Connecticut",05,"ELA","F",13242,12977,98.0,12961,5531,42.7,3251,25.1,3189,24.6,990,7.6,4179,32.2,2460
"State of Connecticut",05,"ELA","N",24443,24026,98.3,23999,2757,11.5,3621,15.1,8877,37.0,8744,36.4,17621,73.4,2547
"State of Connecticut",05,"ELA","R",1869,1855,99.3,1855,483,26.0,465,25.1,619,33.4,288,15.5,907,48.9,2497
"State of Connecticut",05,"Math","F",13237,13107,99.0,13094,7786,59.5,3576,27.3,1228,9.4,504,3.8,1732,13.2,2439
"State of Connecticut",05,"Math","N",24446,24106,98.6,24090,4507,18.7,7452,30.9,5940,24.7,6191,25.7,12131,50.4,2524
"State of Connecticut",05,"Math","R",1868,1860,99.6,1858,744,40.0,654,35.2,302,16.3,158,8.5,460,24.8,2476
"State of Connecticut",06,"ELA","F",13074,12819,98.0,12789,4920,38.5,4091,32.0,3043,23.8,735,5.7,3778,29.5,2482
"State of Connecticut",06,"ELA","N",25461,24982,98.1,24949,2330,9.3,5230,21.0,10186,40.8,7203,28.9,17389,69.7,2568
"State of Connecticut",06,"ELA","R",2006,1975,98.5,1971,457,23.2,638,32.4,672,34.1,204,10.4,876,44.4,2516
"State of Connecticut",06,"Math","F",13072,12906,98.7,12888,7380,57.3,3768,29.2,1326,10.3,414,3.2,1740,13.5,2450
"State of Connecticut",06,"Math","N",25461,25014,98.2,24998,4473,17.9,7928,31.7,6700,26.8,5897,23.6,12597,50.4,2547
"State of Connecticut",06,"Math","R",2006,1984,98.9,1984,740,37.3,766,38.6,337,17.0,141,7.1,478,24.1,2491
"State of Connecticut",07,"ELA","F",12869,12453,96.8,12410,5113,41.2,3420,27.6,3235,26.1,642,5.2,3877,31.2,2503
"State of Connecticut",07,"ELA","N",25136,24503,97.5,24467,2612,10.7,4515,18.5,11077,45.3,6263,25.6,17340,70.9,2591
"State of Connecticut",07,"ELA","R",1945,1903,97.8,1903,473,24.9,513,27.0,735,38.6,182,9.6,917,48.2,2540
"State of Connecticut",07,"Math","F",12863,12591,97.9,12567,7117,56.6,3624,28.8,1336,10.6,490,3.9,1826,14.5,2465
"State of Connecticut",07,"Math","N",25142,24563,97.7,24529,4583,18.7,7220,29.4,6875,28.0,5851,23.9,12726,51.9,2565
"State of Connecticut",07,"Math","R",1944,1907,98.1,1904,709,37.2,710,37.3,344,18.1,141,7.4,485,25.5,2507
"State of Connecticut",08,"ELA","F",12800,12358,96.5,12306,4740,38.5,4014,32.6,3039,24.7,513,4.2,3552,28.9,2516
"State of Connecticut",08,"ELA","N",26256,25474,97.0,25427,2690,10.6,5687,22.4,10994,43.2,6056,23.8,17050,67.1,2601
"State of Connecticut",08,"ELA","R",1929,1880,97.5,1876,468,24.9,640,34.1,628,33.5,140,7.5,768,40.9,2546
"State of Connecticut",08,"Math","F",12799,12430,97.1,12404,7893,63.6,2921,23.5,1131,9.1,459,3.7,1590,12.8,2471
"State of Connecticut",08,"Math","N",26253,25508,97.2,25480,6089,23.9,6826,26.8,6055,23.8,6510,25.5,12565,49.3,2578
"State of Connecticut",08,"Math","R",1930,1882,97.5,1878,910,48.5,566,30.1,267,14.2,135,7.2,402,21.4,2508
"State of Connecticut",11,"ELA","F",10716,8804,82.2,8684,3290,37.9,2702,31.1,2093,24.1,599,6.9,2692,31.0,2528
"State of Connecticut",11,"ELA","N",27307,22287,81.6,22109,3471,15.7,4770,21.6,7837,35.4,6031,27.3,13868,62.7,2608
"State of Connecticut",11,"ELA","R",1833,1583,86.4,1575,406,25.8,462,29.3,511,32.4,196,12.4,707,44.9,2564
"State of Connecticut",11,"Math","F",10726,8683,81.0,8645,6264,72.5,1576,18.2,660,7.6,145,1.7,805,9.3,2484
"State of Connecticut",11,"Math","N",27306,22071,80.8,21962,7765,35.4,5493,25.0,5200,23.7,3504,16.0,8704,39.6,2588
"State of Connecticut",11,"Math","R",1833,1574,85.9,1570,894,56.9,381,24.3,209,13.3,86,5.5,295,18.8,2523

