"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Essex School District","=""0500011""","Y",47,44,93.6,44,"*","*",10,22.7,12,27.3,"*","*","*","*"
"Essex School District","=""0500011""","N",183,179,97.8,179,"*","*","*","*",60,33.5,91,50.8,151,84.4
"Fairfield School District","=""0510011""","Y",863,854,99.0,854,274,32.1,261,30.6,224,26.2,95,11.1,319,37.4
"Fairfield School District","=""0510011""","N",3871,3831,99.0,3829,149,3.9,532,13.9,1439,37.6,1709,44.6,3148,82.2
"Farmington School District","=""0520011""","Y",397,394,99.2,394,100,25.4,114,28.9,120,30.5,60,15.2,180,45.7
"Farmington School District","=""0520011""","N",1506,1501,99.7,1501,29,1.9,162,10.8,517,34.4,793,52.8,1310,87.3
"Franklin School District","=""0530011""","Y",26,26,100.0,26,15,57.7,6,23.1,"*","*","*","*","*","*"
"Franklin School District","=""0530011""","N",84,82,97.6,82,6,7.3,16,19.5,"*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Y",490,486,99.2,486,141,29.0,152,31.3,127,26.1,66,13.6,193,39.7
"Glastonbury School District","=""0540011""","N",2337,2331,99.7,2331,56,2.4,236,10.1,857,36.8,1182,50.7,2039,87.5
"Granby School District","=""0560011""","Y",170,169,99.4,169,38,22.5,46,27.2,58,34.3,27,16.0,85,50.3
"Granby School District","=""0560011""","N",670,662,98.8,662,22,3.3,80,12.1,238,36.0,322,48.6,560,84.6
"Great Oaks Charter School District","=""2940013""","Y",183,183,100.0,183,97,53.0,53,29.0,"*","*","*","*",33,18.0
"Great Oaks Charter School District","=""2940013""","N",27,27,100.0,27,10,37.0,10,37.0,7,25.9,0,0.0,7,25.9
"Greenwich School District","=""0570011""","Y",1004,1001,99.7,1001,285,28.5,287,28.7,289,28.9,140,14.0,429,42.9
"Greenwich School District","=""0570011""","N",2966,2955,99.6,2955,76,2.6,304,10.3,963,32.6,1612,54.6,2575,87.1
"Griswold School District","=""0580011""","Y",376,370,98.4,370,110,29.7,109,29.5,110,29.7,41,11.1,151,40.8
"Griswold School District","=""0580011""","N",447,444,99.3,444,32,7.2,85,19.1,182,41.0,145,32.7,327,73.6
"Groton School District","=""0590011""","Y",1016,1004,98.8,1004,361,36.0,275,27.4,243,24.2,125,12.5,368,36.7
"Groton School District","=""0590011""","N",936,934,99.8,934,70,7.5,181,19.4,372,39.8,311,33.3,683,73.1
"Guilford School District","=""0600011""","Y",298,298,100.0,298,74,24.8,70,23.5,97,32.6,57,19.1,154,51.7
"Guilford School District","=""0600011""","N",1332,1328,99.7,1326,29,2.2,125,9.4,460,34.7,712,53.7,1172,88.4
"Hamden School District","=""0620011""","Y",1272,1253,98.5,1253,531,42.4,328,26.2,287,22.9,107,8.5,394,31.4
"Hamden School District","=""0620011""","N",1160,1150,99.1,1150,111,9.7,217,18.9,414,36.0,408,35.5,822,71.5
"Hampton School District","=""0630011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Y",8201,8104,98.8,8101,4444,54.9,1946,24.0,1323,16.3,388,4.8,1711,21.1
"Hartford School District","=""0640011""","N",1175,1166,99.2,1166,224,19.2,261,22.4,391,33.5,290,24.9,681,58.4
"Hartland School District","=""0650011""","Y",30,30,100.0,30,"*","*",10,33.3,7,23.3,"*","*","*","*"
"Hartland School District","=""0650011""","N",96,96,100.0,96,"*","*",16,16.7,44,45.8,"*","*","*","*"
"Hebron School District","=""0670011""","Y",85,85,100.0,85,39,45.9,23,27.1,12,14.1,11,12.9,23,27.1
"Hebron School District","=""0670011""","N",352,352,100.0,352,29,8.2,67,19.0,154,43.8,102,29.0,256,72.7
"Highville Charter School District","=""2860013""","Y",154,154,100.0,154,51,33.1,50,32.5,44,28.6,9,5.8,53,34.4
"Highville Charter School District","=""2860013""","N",77,77,100.0,77,30,39.0,23,29.9,13,16.9,11,14.3,24,31.2
"Integrated Day Charter School District","=""2640013""","Y",82,82,100.0,81,27,33.3,22,27.2,23,28.4,9,11.1,32,39.5
"Integrated Day Charter School District","=""2640013""","N",117,117,100.0,115,23,20.0,27,23.5,48,41.7,17,14.8,65,56.5
"Interdistrict School for Arts and Comm District","=""2650013""","Y",198,195,98.5,195,77,39.5,70,35.9,41,21.0,7,3.6,48,24.6
"Interdistrict School for Arts and Comm District","=""2650013""","N",64,64,100.0,64,12,18.8,16,25.0,27,42.2,9,14.1,36,56.3
"Jumoke Academy District","=""2610013""","Y",287,286,99.7,286,112,39.2,82,28.7,70,24.5,22,7.7,92,32.2
"Jumoke Academy District","=""2610013""","N",132,132,100.0,132,25,18.9,38,28.8,43,32.6,26,19.7,69,52.3
"Kent School District","=""0680011""","Y",30,30,100.0,30,"*","*","*","*",10,33.3,"*","*","*","*"
"Kent School District","=""0680011""","N",128,121,94.5,121,"*","*","*","*",47,38.8,"*","*","*","*"
"Killingly School District","=""0690011""","Y",550,525,95.5,525,127,24.2,158,30.1,174,33.1,66,12.6,240,45.7
"Killingly School District","=""0690011""","N",462,457,98.9,457,33,7.2,91,19.9,201,44.0,132,28.9,333,72.9
"Learn","=""2450014""","Y",253,248,98.0,248,83,33.5,74,29.8,60,24.2,31,12.5,91,36.7
"Learn","=""2450014""","N",165,165,100.0,165,16,9.7,30,18.2,58,35.2,61,37.0,119,72.1
"Lebanon School District","=""0710011""","Y",148,142,95.9,142,41,28.9,45,31.7,28,19.7,28,19.7,56,39.4
"Lebanon School District","=""0710011""","N",310,297,95.8,297,10,3.4,51,17.2,120,40.4,116,39.1,236,79.5
"Ledyard School District","=""0720011""","Y",329,324,98.5,323,122,37.8,82,25.4,92,28.5,27,8.4,119,36.8
"Ledyard School District","=""0720011""","N",681,680,99.9,680,71,10.4,138,20.3,258,37.9,213,31.3,471,69.3
"Lisbon School District","=""0730011""","Y",77,76,98.7,76,19,25.0,26,34.2,14,18.4,17,22.4,31,40.8
"Lisbon School District","=""0730011""","N",175,173,98.9,173,13,7.5,37,21.4,71,41.0,52,30.1,123,71.1
"Litchfield School District","=""0740011""","Y",108,108,100.0,108,28,25.9,26,24.1,32,29.6,22,20.4,54,50.0
"Litchfield School District","=""0740011""","N",329,324,98.5,324,7,2.2,36,11.1,117,36.1,164,50.6,281,86.7
"Madison School District","=""0760011""","Y",221,196,88.7,196,65,33.2,62,31.6,49,25.0,20,10.2,69,35.2
"Madison School District","=""0760011""","N",1112,1015,91.3,1015,63,6.2,160,15.8,398,39.2,394,38.8,792,78.0
"Manchester School District","=""0770011""","Y",1699,1674,98.5,1673,827,49.4,381,22.8,340,20.3,125,7.5,465,27.8
"Manchester School District","=""0770011""","N",979,970,99.1,970,149,15.4,220,22.7,334,34.4,267,27.5,601,62.0
"Mansfield School District","=""0780011""","Y",280,265,94.6,265,60,22.6,59,22.3,76,28.7,70,26.4,146,55.1
"Mansfield School District","=""0780011""","N",535,495,92.5,495,12,2.4,38,7.7,165,33.3,280,56.6,445,89.9
"Marlborough School District","=""0790011""","Y",53,53,100.0,53,16,30.2,18,34.0,10,18.9,9,17.0,19,35.8
"Marlborough School District","=""0790011""","N",288,287,99.7,287,15,5.2,41,14.3,91,31.7,140,48.8,231,80.5
"Meriden School District","=""0800011""","Y",2485,2468,99.3,2468,1079,43.7,632,25.6,557,22.6,200,8.1,757,30.7
"Meriden School District","=""0800011""","N",929,925,99.6,925,115,12.4,205,22.2,360,38.9,245,26.5,605,65.4
"Middletown School District","=""0830011""","Y",1042,1040,99.8,1040,441,42.4,273,26.3,238,22.9,88,8.5,326,31.3
"Middletown School District","=""0830011""","N",1050,1050,100.0,1048,101,9.6,189,18.0,414,39.5,344,32.8,758,72.3
"Milford School District","=""0840011""","Y",848,829,97.8,829,251,30.3,247,29.8,239,28.8,92,11.1,331,39.9
"Milford School District","=""0840011""","N",1904,1868,98.1,1868,110,5.9,360,19.3,758,40.6,640,34.3,1398,74.8
"Monroe School District","=""0850011""","Y",251,249,99.2,249,71,28.5,66,26.5,72,28.9,40,16.1,112,45.0
"Monroe School District","=""0850011""","N",1197,1187,99.2,1187,30,2.5,142,12.0,444,37.4,571,48.1,1015,85.5
"Montville School District","=""0860011""","Y",496,494,99.6,494,130,26.3,141,28.5,150,30.4,73,14.8,223,45.1
"Montville School District","=""0860011""","N",552,550,99.6,550,31,5.6,111,20.2,212,38.5,196,35.6,408,74.2
"Naugatuck School District","=""0880011""","Y",1116,1110,99.5,1110,413,37.2,303,27.3,274,24.7,120,10.8,394,35.5
"Naugatuck School District","=""0880011""","N",842,841,99.9,841,89,10.6,206,24.5,318,37.8,228,27.1,546,64.9
"New Beginnings Inc., Family Academy District","=""2800013""","Y",218,218,100.0,218,"*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Y",3739,3721,99.5,3720,2227,59.9,818,22.0,494,13.3,181,4.9,675,18.1
"New Britain School District","=""0890011""","N",614,611,99.5,611,166,27.2,160,26.2,180,29.5,105,17.2,285,46.6
"New Canaan School District","=""0900011""","Y",216,210,97.2,210,53,25.2,73,34.8,67,31.9,17,8.1,84,40.0
"New Canaan School District","=""0900011""","N",1815,1806,99.5,1806,40,2.2,170,9.4,592,32.8,1004,55.6,1596,88.4
"New Fairfield School District","=""0910011""","Y",195,173,88.7,173,51,29.5,51,29.5,48,27.7,23,13.3,71,41.0
"New Fairfield School District","=""0910011""","N",876,812,92.7,812,44,5.4,129,15.9,299,36.8,340,41.9,639,78.7
"New Hartford School District","=""0920011""","Y",60,54,90.0,54,11,20.4,15,27.8,18,33.3,10,18.5,28,51.9
"New Hartford School District","=""0920011""","N",235,229,97.4,229,14,6.1,46,20.1,66,28.8,103,45.0,169,73.8
"New Haven School District","=""0930011""","Y",6344,6285,99.1,6276,3128,49.8,1712,27.3,1148,18.3,288,4.6,1436,22.9
"New Haven School District","=""0930011""","N",2719,2686,98.8,2684,551,20.5,693,25.8,875,32.6,565,21.1,1440,53.7
"New London School District","=""0950011""","Y",1263,1253,99.2,1251,627,50.1,314,25.1,231,18.5,79,6.3,310,24.8
"New London School District","=""0950011""","N",190,188,98.9,188,36,19.1,51,27.1,53,28.2,48,25.5,101,53.7
"New Milford School District","=""0960011""","Y",650,614,94.5,614,235,38.3,177,28.8,161,26.2,41,6.7,202,32.9
"New Milford School District","=""0960011""","N",1327,1254,94.5,1254,176,14.0,281,22.4,457,36.4,340,27.1,797,63.6
"Newington School District","=""0940011""","Y",592,591,99.8,591,211,35.7,165,27.9,149,25.2,66,11.2,215,36.4
"Newington School District","=""0940011""","N",1309,1304,99.6,1304,141,10.8,285,21.9,492,37.7,386,29.6,878,67.3
"Newtown School District","=""0970011""","Y",339,329,97.1,329,89,27.1,87,26.4,101,30.7,52,15.8,153,46.5
"Newtown School District","=""0970011""","N",1743,1736,99.6,1736,73,4.2,264,15.2,694,40.0,705,40.6,1399,80.6
"Norfolk School District","=""0980011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y",250,243,97.2,243,81,33.3,66,27.2,65,26.7,31,12.8,96,39.5
"North Branford School District","=""0990011""","N",627,599,95.5,599,52,8.7,136,22.7,219,36.6,192,32.1,411,68.6
"North Canaan School District","=""1000011""","Y",57,56,98.2,56,21,37.5,13,23.2,10,17.9,12,21.4,22,39.3
"North Canaan School District","=""1000011""","N",100,99,99.0,99,8,8.1,22,22.2,41,41.4,28,28.3,69,69.7
"North Haven School District","=""1010011""","Y",366,355,97.0,355,102,28.7,104,29.3,95,26.8,54,15.2,149,42.0
"North Haven School District","=""1010011""","N",1115,1089,97.7,1089,51,4.7,160,14.7,406,37.3,472,43.3,878,80.6
"North Stonington School District","=""1020011""","Y",66,66,100.0,66,14,21.2,17,25.8,21,31.8,14,21.2,35,53.0
"North Stonington School District","=""1020011""","N",274,272,99.3,272,14,5.1,33,12.1,109,40.1,116,42.6,225,82.7
"Norwalk School District","=""1030011""","Y",3109,3091,99.4,3081,1218,39.5,865,28.1,723,23.5,275,8.9,998,32.4
"Norwalk School District","=""1030011""","N",1973,1954,99.0,1953,162,8.3,421,21.6,682,34.9,688,35.2,1370,70.1
"Norwich School District","=""1040011""","Y",1786,1753,98.2,1751,817,46.7,450,25.7,358,20.4,126,7.2,484,27.6
"Norwich School District","=""1040011""","N",420,414,98.6,414,78,18.8,100,24.2,144,34.8,92,22.2,236,57.0
"Odyssey Community School District","=""2630013""","Y",77,77,100.0,77,25,32.5,21,27.3,21,27.3,10,13.0,31,40.3
"Odyssey Community School District","=""2630013""","N",139,138,99.3,138,17,12.3,32,23.2,57,41.3,32,23.2,89,64.5
"Old Saybrook School District","=""1060011""","Y",179,178,99.4,178,46,25.8,49,27.5,61,34.3,22,12.4,83,46.6
"Old Saybrook School District","=""1060011""","N",438,432,98.6,432,16,3.7,73,16.9,180,41.7,163,37.7,343,79.4
"Orange School District","=""1070011""","Y",102,94,92.2,94,33,35.1,28,29.8,22,23.4,11,11.7,33,35.1
"Orange School District","=""1070011""","N",632,626,99.1,626,28,4.5,74,11.8,217,34.7,307,49.0,524,83.7
"Oxford School District","=""1080011""","Y",194,191,98.5,191,76,39.8,55,28.8,40,20.9,20,10.5,60,31.4
"Oxford School District","=""1080011""","N",769,758,98.6,758,43,5.7,167,22.0,307,40.5,241,31.8,548,72.3
"Park City Prep Charter School District","=""2830013""","Y",270,268,99.3,268,98,36.6,76,28.4,69,25.7,25,9.3,94,35.1
"Park City Prep Charter School District","=""2830013""","N",78,78,100.0,78,16,20.5,18,23.1,30,38.5,14,17.9,44,56.4
"Plainfield School District","=""1090011""","Y",598,588,98.3,588,156,26.5,160,27.2,181,30.8,91,15.5,272,46.3
"Plainfield School District","=""1090011""","N",430,429,99.8,429,31,7.2,88,20.5,176,41.0,134,31.2,310,72.3
"Plainville School District","=""1100011""","Y",444,444,100.0,444,145,32.7,116,26.1,131,29.5,52,11.7,183,41.2
"Plainville School District","=""1100011""","N",599,598,99.8,598,54,9.0,123,20.6,247,41.3,174,29.1,421,70.4
"Plymouth School District","=""1110011""","Y",266,263,98.9,263,96,36.5,67,25.5,62,23.6,38,14.4,100,38.0
"Plymouth School District","=""1110011""","N",398,394,99.0,394,45,11.4,87,22.1,150,38.1,112,28.4,262,66.5
"Pomfret School District","=""1120011""","Y",78,78,100.0,77,16,20.8,23,29.9,25,32.5,13,16.9,38,49.4
"Pomfret School District","=""1120011""","N",200,200,100.0,198,7,3.5,31,15.7,72,36.4,88,44.4,160,80.8
