"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, English Learner Status (EL)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bethany School District","=""0080011""","N",232,224,96.6,224,24,10.7,58,25.9,67,29.9,75,33.5,142,63.4
"Bethel School District","=""0090011""","N",1279,1268,99.1,1268,"*","*",378,29.8,384,30.3,"*","*","*","*"
"Bethel School District","=""0090011""","Y",50,50,100.0,50,18,36.0,24,48.0,"*","*","*","*",8,16.0
"Bloomfield School District","=""0110011""","N",752,748,99.5,748,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","N",1303,1287,98.8,1282,"*","*",334,26.1,353,27.5,"*","*","*","*"
"Branford School District","=""0140011""","Y",50,50,100.0,50,17,34.0,"*","*",14,28.0,"*","*","*","*"
"Brass City Charter School District","=""2900013""","N",39,39,100.0,39,"*","*","*","*",15,38.5,17,43.6,32,82.1
"Bridgeport Achievement First District","=""2850013""","N",487,486,99.8,486,147,30.2,130,26.7,92,18.9,117,24.1,209,43.0
"Bridgeport Achievement First District","=""2850013""","Y",54,54,100.0,54,20,37.0,16,29.6,10,18.5,8,14.8,18,33.3
"Bridgeport School District","=""0150011""","N",8124,8059,99.2,8057,5081,63.1,2084,25.9,"*","*","*","*",892,11.1
"Bridgeport School District","=""0150011""","Y",1245,1243,99.8,1242,1085,87.4,133,10.7,"*","*","*","*",24,1.9
"Bristol School District","=""0170011""","N",3397,3379,99.5,3379,928,27.5,1109,32.8,834,24.7,508,15.0,1342,39.7
"Bristol School District","=""0170011""","Y",154,154,100.0,154,89,57.8,47,30.5,12,7.8,6,3.9,18,11.7
"Brookfield School District","=""0180011""","N",1234,1157,93.8,1157,"*","*",308,26.6,397,34.3,"*","*","*","*"
"Brookfield School District","=""0180011""","Y",33,33,100.0,33,11,33.3,11,33.3,"*","*","*","*",11,33.3
"Brooklyn School District","=""0190011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","N",308,303,98.4,303,70,23.1,116,38.3,82,27.1,35,11.6,117,38.6
"Canton School District","=""0230011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","N",109,109,100.0,109,75,68.8,28,25.7,6,5.5,0,0.0,6,5.5
"Capitol Region Education Council","=""2410014""","N",2980,2905,97.5,2905,990,34.1,942,32.4,"*","*","*","*",973,33.5
"Capitol Region Education Council","=""2410014""","Y",136,133,97.8,133,93,69.9,31,23.3,"*","*","*","*",9,6.8
"Chaplin School District","=""0240011""","N",78,76,97.4,76,28,36.8,28,36.8,"*","*","*","*",20,26.3
"Cheshire School District","=""0250011""","N",2038,2018,99.0,2018,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","N",131,130,99.2,130,7,5.4,33,25.4,42,32.3,48,36.9,90,69.2
"Clinton School District","=""0270011""","N",869,857,98.6,857,119,13.9,249,29.1,"*","*","*","*","*","*"
"Clinton School District","=""0270011""","Y",33,33,100.0,33,16,48.5,13,39.4,"*","*","*","*","*","*"
"Colchester School District","=""0280011""","N",1117,1111,99.5,1111,"*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",46,44,95.7,44,7,15.9,12,27.3,15,34.1,10,22.7,25,56.8
"Columbia School District","=""0300011""","N",287,279,97.2,279,52,18.6,87,31.2,87,31.2,53,19.0,140,50.2
"Cooperative Educational Services","=""2430014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","N",901,898,99.7,897,186,20.7,"*","*",251,28.0,"*","*","*","*"
"Cromwell School District","=""0330011""","Y",22,22,100.0,22,14,63.6,"*","*",0,0.0,"*","*","*","*"
"Danbury School District","=""0340011""","N",3985,3934,98.7,3933,989,25.1,1360,34.6,1001,25.5,583,14.8,1584,40.3
"Danbury School District","=""0340011""","Y",1092,1085,99.4,1084,604,55.7,347,32.0,120,11.1,13,1.2,133,12.3
"Darien School District","=""0350011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","N",194,193,99.5,193,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","N",664,658,99.1,658,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",498,477,95.8,477,112,23.5,133,27.9,122,25.6,110,23.1,232,48.6
"East Hampton School District","=""0420011""","N",879,824,93.7,824,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","N",2620,2593,99.0,2585,1339,51.8,766,29.6,352,13.6,128,5.0,480,18.6
"East Hartford School District","=""0430011""","Y",292,290,99.3,288,231,80.2,50,17.4,7,2.4,0,0.0,7,2.4
"East Haven School District","=""0440011""","N",1200,1188,99.0,1187,399,33.6,402,33.9,"*","*","*","*",386,32.5
"East Haven School District","=""0440011""","Y",119,119,100.0,119,70,58.8,33,27.7,"*","*","*","*",16,13.4
"East Lyme School District","=""0450011""","N",1178,1147,97.4,1146,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","N",451,444,98.4,444,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",86,86,100.0,86,14,16.3,29,33.7,23,26.7,20,23.3,43,50.0
"Easton School District","=""0460011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","N",7,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",1247,1238,99.3,1238,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","N",365,365,100.0,365,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","N",2185,2170,99.3,2170,"*","*",808,37.2,610,28.1,"*","*","*","*"
"Enfield School District","=""0490011""","Y",45,45,100.0,45,27,60.0,9,20.0,"*","*","*","*",9,20.0
"Essex School District","=""0500011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","N",4641,4582,98.7,4582,442,9.6,1119,24.4,1501,32.8,1520,33.2,3021,65.9
"Fairfield School District","=""0510011""","Y",90,89,98.9,89,47,52.8,25,28.1,11,12.4,6,6.7,17,19.1
"Farmington School District","=""0520011""","N",1867,1858,99.5,1858,142,7.6,355,19.1,529,28.5,832,44.8,1361,73.3
"Farmington School District","=""0520011""","Y",36,36,100.0,36,10,27.8,13,36.1,6,16.7,7,19.4,13,36.1
"Franklin School District","=""0530011""","N",110,108,98.2,108,26,24.1,33,30.6,29,26.9,20,18.5,49,45.4
"Glastonbury School District","=""0540011""","N",2803,2792,99.6,2792,"*","*",479,17.2,813,29.1,"*","*","*","*"
"Glastonbury School District","=""0540011""","Y",25,25,100.0,25,11,44.0,"*","*",7,28.0,"*","*","*","*"
"Granby School District","=""0560011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","N",181,178,98.3,178,119,66.9,45,25.3,"*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Y",29,29,100.0,29,14,48.3,10,34.5,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","N",3778,3762,99.6,3762,428,11.4,782,20.8,960,25.5,1592,42.3,2552,67.8
"Greenwich School District","=""0570011""","Y",192,192,100.0,192,77,40.1,46,24.0,34,17.7,35,18.2,69,35.9
"Griswold School District","=""0580011""","N",813,805,99.0,805,"*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","N",1895,1881,99.3,1880,"*","*",577,30.7,511,27.2,"*","*","*","*"
"Groton School District","=""0590011""","Y",58,58,100.0,58,39,67.2,12,20.7,"*","*","*","*",7,12.1
"Guilford School District","=""0600011""","N",1607,1603,99.8,1600,130,8.1,330,20.6,"*","*","*","*","*","*"
"Guilford School District","=""0600011""","Y",23,23,100.0,23,11,47.8,7,30.4,"*","*","*","*","*","*"
"Hamden School District","=""0620011""","N",2314,2275,98.3,2275,701,30.8,679,29.8,533,23.4,362,15.9,895,39.3
"Hamden School District","=""0620011""","Y",118,116,98.3,116,78,67.2,23,19.8,8,6.9,7,6.0,15,12.9
"Hampton School District","=""0630011""","N",48,48,100.0,48,13,27.1,13,27.1,14,29.2,8,16.7,22,45.8
"Hartford School District","=""0640011""","N",7658,7507,98.0,7503,3955,52.7,2140,28.5,918,12.2,490,6.5,1408,18.8
"Hartford School District","=""0640011""","Y",1711,1675,97.9,1674,1376,82.2,242,14.5,48,2.9,8,0.5,56,3.3
"Hartland School District","=""0650011""","N",126,125,99.2,125,22,17.6,38,30.4,34,27.2,31,24.8,65,52.0
"Hebron School District","=""0670011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",190,184,96.8,183,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","N",235,232,98.7,232,132,56.9,"*","*",16,6.9,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Y",27,26,96.3,26,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Jumoke Academy District","=""2610013""","N",419,419,100.0,419,193,46.1,141,33.7,63,15.0,22,5.3,85,20.3
"Kent School District","=""0680011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",977,946,96.8,946,268,28.3,341,36.0,"*","*","*","*",337,35.6
"Killingly School District","=""0690011""","Y",35,35,100.0,35,12,34.3,14,40.0,"*","*","*","*",9,25.7
"Learn","=""2450014""","N",362,357,98.6,357,125,35.0,117,32.8,71,19.9,44,12.3,115,32.2
"Learn","=""2450014""","Y",56,56,100.0,56,33,58.9,17,30.4,6,10.7,0,0.0,6,10.7
"Lebanon School District","=""0710011""","N",458,439,95.9,439,67,15.3,120,27.3,151,34.4,101,23.0,252,57.4
"Ledyard School District","=""0720011""","N",996,990,99.4,989,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Y",14,14,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",437,432,98.9,432,40,9.3,98,22.7,121,28.0,173,40.0,294,68.1
"Madison School District","=""0760011""","N",1327,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","N",2537,2501,98.6,2500,994,39.8,741,29.6,"*","*","*","*",765,30.6
"Manchester School District","=""0770011""","Y",141,140,99.3,140,95,67.9,27,19.3,"*","*","*","*",18,12.9
"Mansfield School District","=""0780011""","N",782,727,93.0,727,61,8.4,147,20.2,208,28.6,311,42.8,519,71.4
"Mansfield School District","=""0780011""","Y",34,34,100.0,34,7,20.6,9,26.5,11,32.4,7,20.6,18,52.9
"Marlborough School District","=""0790011""","N",341,339,99.4,339,21,6.2,66,19.5,107,31.6,145,42.8,252,74.3
"Meriden School District","=""0800011""","N",2947,2899,98.4,2899,1121,38.7,948,32.7,546,18.8,284,9.8,830,28.6
"Meriden School District","=""0800011""","Y",463,455,98.3,454,344,75.8,81,17.8,22,4.8,7,1.5,29,6.4
"Middletown School District","=""0830011""","N",2022,2015,99.7,2014,635,31.5,580,28.8,"*","*","*","*","*","*"
"Middletown School District","=""0830011""","Y",69,69,100.0,69,50,72.5,14,20.3,"*","*","*","*","*","*"
"Milford School District","=""0840011""","N",2699,2638,97.7,2638,"*","*",793,30.1,772,29.3,"*","*","*","*"
"Milford School District","=""0840011""","Y",52,51,98.1,51,26,51.0,14,27.5,"*","*","*","*",11,21.6
"Monroe School District","=""0850011""","N",1443,1430,99.1,1430,"*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","N",1021,1017,99.6,1017,"*","*",330,32.4,289,28.4,"*","*","*","*"
"Montville School District","=""0860011""","Y",26,26,100.0,26,8,30.8,10,38.5,"*","*","*","*",8,30.8
"Naugatuck School District","=""0880011""","N",1872,1865,99.6,1865,637,34.2,618,33.1,"*","*","*","*",610,32.7
"Naugatuck School District","=""0880011""","Y",86,86,100.0,86,42,48.8,27,31.4,"*","*","*","*",17,19.8
"New Beginnings Inc., Family Academy District","=""2800013""","N",237,237,100.0,237,109,46.0,81,34.2,37,15.6,10,4.2,47,19.8
"New Britain School District","=""0890011""","N",3595,3572,99.4,3570,2057,57.6,981,27.5,"*","*","*","*",532,14.9
"New Britain School District","=""0890011""","Y",739,732,99.1,732,648,88.5,73,10.0,"*","*","*","*",11,1.5
"New Canaan School District","=""0900011""","N",2018,2002,99.2,2002,"*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","N",1054,955,90.6,954,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","N",295,283,95.9,283,46,16.3,88,31.1,98,34.6,51,18.0,149,52.7
"New Haven School District","=""0930011""","N",7451,7355,98.7,7352,3465,47.1,2355,32.0,1029,14.0,503,6.8,1532,20.8
"New Haven School District","=""0930011""","Y",1618,1602,99.0,1591,1065,66.9,405,25.5,103,6.5,18,1.1,121,7.6
"New London School District","=""0950011""","N",1103,1089,98.7,1088,480,44.1,367,33.7,"*","*","*","*",241,22.2
"New London School District","=""0950011""","Y",351,349,99.4,346,276,79.8,56,16.2,"*","*","*","*",14,4.0
"New Milford School District","=""0960011""","N",1920,1778,92.6,1778,389,21.9,538,30.3,"*","*","*","*",851,47.9
"New Milford School District","=""0960011""","Y",57,57,100.0,57,34,59.6,17,29.8,"*","*","*","*",6,10.5
"Newington School District","=""0940011""","N",1850,1842,99.6,1842,"*","*",543,29.5,546,29.6,"*","*","*","*"
"Newington School District","=""0940011""","Y",50,50,100.0,50,20,40.0,19,38.0,"*","*","*","*",11,22.0
"Newtown School District","=""0970011""","N",2075,2055,99.0,2055,"*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",57,57,100.0,57,10,17.5,16,28.1,19,33.3,12,21.1,31,54.4
"North Branford School District","=""0990011""","N",864,829,95.9,829,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N",1448,1407,97.2,1407,170,12.1,387,27.5,412,29.3,438,31.1,850,60.4
"North Haven School District","=""1010011""","Y",33,33,100.0,33,11,33.3,7,21.2,9,27.3,6,18.2,15,45.5
"North Stonington School District","=""1020011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","N",4335,4292,99.0,4291,1294,30.2,1352,31.5,974,22.7,671,15.6,1645,38.3
"Norwalk School District","=""1030011""","Y",744,740,99.5,736,488,66.3,190,25.8,52,7.1,6,0.8,58,7.9
"Norwich School District","=""1040011""","N",1903,1865,98.0,1865,795,42.6,637,34.2,"*","*","*","*",433,23.2
"Norwich School District","=""1040011""","Y",299,298,99.7,296,205,69.3,69,23.3,"*","*","*","*",22,7.4
"Odyssey Community School District","=""2630013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N",602,593,98.5,593,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","N",717,702,97.9,702,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",944,928,98.3,928,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","N",1016,1005,98.9,1005,"*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","N",1003,1001,99.8,1001,"*","*",336,33.6,268,26.8,"*","*","*","*"
"Plainville School District","=""1100011""","Y",41,41,100.0,41,15,36.6,14,34.1,"*","*","*","*",12,29.3
"Plymouth School District","=""1110011""","N",656,649,98.9,649,"*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N",638,623,97.6,623,"*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","N",523,508,97.1,507,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N",651,643,98.8,643,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",325,312,96.0,312,39,12.5,65,20.8,113,36.2,95,30.4,208,66.7
"Regional School District 08","=""2080012""","N",567,561,98.9,558,75,13.4,155,27.8,162,29.0,166,29.7,328,58.8
"Regional School District 10","=""2100012""","N",1120,1103,98.5,1103,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",91,89,97.8,89,22,24.7,34,38.2,20,22.5,13,14.6,33,37.1
"Regional School District 12","=""2120012""","N",305,303,99.3,303,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",827,817,98.8,817,135,16.5,255,31.2,239,29.3,188,23.0,427,52.3
"Regional School District 14","=""2140012""","N",653,648,99.2,648,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","N",1810,1782,98.5,1782,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","N",1055,982,93.1,981,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",2363,2298,97.2,2298,"*","*","*","*",705,30.7,"*","*","*","*"
"Ridgefield School District","=""1180011""","Y",20,20,100.0,20,"*","*","*","*",9,45.0,"*","*","*","*"
"Rocky Hill School District","=""1190011""","N",1085,1079,99.4,1079,"*","*",295,27.3,277,25.7,"*","*","*","*"
"Rocky Hill School District","=""1190011""","Y",54,54,100.0,54,21,38.9,20,37.0,"*","*","*","*",13,24.1
"Salem School District","=""1210011""","N",246,246,100.0,246,20,8.1,53,21.5,68,27.6,105,42.7,173,70.3
"Salisbury School District","=""1220011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
