"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, Free/Reduced Price Mea"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Darien School District","=""0350011""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","F",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","N",161,160,99.4,160,16,10.0,57,35.6,37,23.1,50,31.3,87,54.4
"Deep River School District","=""0360011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","F",334,330,98.8,330,186,56.4,93,28.2,"*","*","*","*",51,15.5
"Derby School District","=""0370011""","N",300,298,99.3,298,100,33.6,110,36.9,64,21.5,24,8.1,88,29.5
"Derby School District","=""0370011""","R",45,45,100.0,45,17,37.8,16,35.6,"*","*","*","*",12,26.7
"East Granby School District","=""0400011""","F",57,56,98.2,56,23,41.1,16,28.6,"*","*","*","*",17,30.4
"East Granby School District","=""0400011""","N",339,339,100.0,339,"*","*",69,20.4,104,30.7,"*","*","*","*"
"East Haddam School District","=""0410011""","F",62,60,96.8,60,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",427,408,95.6,408,89,21.8,111,27.2,107,26.2,101,24.8,208,51.0
"East Haddam School District","=""0410011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","F",107,100,93.5,100,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","N",761,713,93.7,713,129,18.1,248,34.8,217,30.4,119,16.7,336,47.1
"East Hampton School District","=""0420011""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","F",1778,1758,98.9,1754,1066,60.8,467,26.6,172,9.8,49,2.8,221,12.6
"East Hartford School District","=""0430011""","N",944,936,99.2,931,415,44.6,283,30.4,162,17.4,71,7.6,233,25.0
"East Hartford School District","=""0430011""","R",190,189,99.5,188,89,47.3,66,35.1,25,13.3,8,4.3,33,17.6
"East Haven School District","=""0440011""","F",533,529,99.2,528,245,46.4,160,30.3,"*","*","*","*",123,23.3
"East Haven School District","=""0440011""","N",638,632,99.1,632,170,26.9,220,34.8,163,25.8,79,12.5,242,38.3
"East Haven School District","=""0440011""","R",148,146,98.6,146,54,37.0,55,37.7,"*","*","*","*",37,25.3
"East Lyme School District","=""0450011""","F",166,164,98.8,164,"*","*",56,34.1,39,23.8,"*","*","*","*"
"East Lyme School District","=""0450011""","N",987,960,97.3,960,87,9.1,201,20.9,276,28.8,396,41.3,672,70.0
"East Lyme School District","=""0450011""","R",44,42,95.5,41,"*","*",18,43.9,11,26.8,"*","*","*","*"
"East Windsor School District","=""0470011""","F",186,182,97.8,182,80,44.0,67,36.8,"*","*","*","*","*","*"
"East Windsor School District","=""0470011""","N",248,247,99.6,247,63,25.5,80,32.4,62,25.1,42,17.0,104,42.1
"East Windsor School District","=""0470011""","R",32,30,93.8,30,16,53.3,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F",27,25,92.6,24,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",602,579,96.2,579,31,5.4,94,16.2,173,29.9,281,48.5,454,78.4
"Easton School District","=""0460011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F",116,115,99.1,115,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",1129,1121,99.3,1121,87,7.8,264,23.6,391,34.9,379,33.8,770,68.7
"Ellington School District","=""0480011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","F",268,268,100.0,268,73,27.2,84,31.3,61,22.8,50,18.7,111,41.4
"Elm City College Preparatory School District","=""2890013""","N",66,66,100.0,66,"*","*",14,21.2,"*","*",29,43.9,"*","*"
"Elm City College Preparatory School District","=""2890013""","R",42,42,100.0,42,"*","*",14,33.3,"*","*",12,28.6,"*","*"
"Enfield School District","=""0490011""","F",756,747,98.8,747,256,34.3,276,36.9,165,22.1,50,6.7,215,28.8
"Enfield School District","=""0490011""","N",1311,1305,99.5,1305,214,16.4,481,36.9,405,31.0,205,15.7,610,46.7
"Enfield School District","=""0490011""","R",163,163,100.0,163,44,27.0,60,36.8,47,28.8,12,7.4,59,36.2
"Essex School District","=""0500011""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","N",210,203,96.7,203,15,7.4,48,23.6,72,35.5,68,33.5,140,69.0
"Essex School District","=""0500011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","F",368,366,99.5,366,129,35.2,138,37.7,66,18.0,33,9.0,99,27.0
"Fairfield School District","=""0510011""","N",4279,4221,98.6,4221,340,8.1,973,23.1,1424,33.7,1484,35.2,2908,68.9
"Fairfield School District","=""0510011""","R",84,84,100.0,84,20,23.8,33,39.3,22,26.2,9,10.7,31,36.9
"Farmington School District","=""0520011""","F",188,188,100.0,188,"*","*",74,39.4,"*","*",27,14.4,"*","*"
"Farmington School District","=""0520011""","N",1691,1682,99.5,1682,105,6.2,285,16.9,487,29.0,805,47.9,1292,76.8
"Farmington School District","=""0520011""","R",24,24,100.0,24,"*","*",9,37.5,"*","*",7,29.2,"*","*"
"Franklin School District","=""0530011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N",92,90,97.8,90,16,17.8,29,32.2,25,27.8,20,22.2,45,50.0
"Franklin School District","=""0530011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","F",217,216,99.5,216,60,27.8,71,32.9,"*","*","*","*",85,39.4
"Glastonbury School District","=""0540011""","N",2557,2547,99.6,2547,155,6.1,394,15.5,747,29.3,1251,49.1,1998,78.4
"Glastonbury School District","=""0540011""","R",54,54,100.0,54,"*","*",20,37.0,15,27.8,"*","*","*","*"
"Granby School District","=""0560011""","F",69,69,100.0,69,"*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","N",752,743,98.8,743,58,7.8,182,24.5,228,30.7,275,37.0,503,67.7
"Granby School District","=""0560011""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","F",143,141,98.6,141,99,70.2,34,24.1,8,5.7,0,0.0,8,5.7
"Great Oaks Charter School District","=""2940013""","N",38,37,97.4,37,16,43.2,14,37.8,"*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","R",29,29,100.0,29,18,62.1,7,24.1,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","F",450,449,99.8,449,165,36.7,158,35.2,81,18.0,45,10.0,126,28.1
"Greenwich School District","=""0570011""","N",3386,3371,99.6,3371,305,9.0,621,18.4,884,26.2,1561,46.3,2445,72.5
"Greenwich School District","=""0570011""","R",134,134,100.0,134,35,26.1,49,36.6,29,21.6,21,15.7,50,37.3
"Griswold School District","=""0580011""","F",287,285,99.3,285,89,31.2,105,36.8,64,22.5,27,9.5,91,31.9
"Griswold School District","=""0580011""","N",487,483,99.2,483,73,15.1,128,26.5,135,28.0,147,30.4,282,58.4
"Griswold School District","=""0580011""","R",49,47,95.9,47,16,34.0,12,25.5,12,25.5,7,14.9,19,40.4
"Groton School District","=""0590011""","F",680,674,99.1,673,265,39.4,237,35.2,121,18.0,50,7.4,171,25.4
"Groton School District","=""0590011""","N",1057,1050,99.3,1050,157,15.0,278,26.5,345,32.9,270,25.7,615,58.6
"Groton School District","=""0590011""","R",216,215,99.5,215,57,26.5,74,34.4,51,23.7,33,15.3,84,39.1
"Guilford School District","=""0600011""","F",108,108,100.0,108,32,29.6,33,30.6,22,20.4,21,19.4,43,39.8
"Guilford School District","=""0600011""","N",1485,1481,99.7,1478,102,6.9,297,20.1,437,29.6,642,43.4,1079,73.0
"Guilford School District","=""0600011""","R",37,37,100.0,37,7,18.9,7,18.9,11,29.7,12,32.4,23,62.2
"Hamden School District","=""0620011""","F",866,852,98.4,852,427,50.1,267,31.3,120,14.1,38,4.5,158,18.5
"Hamden School District","=""0620011""","N",1376,1351,98.2,1351,282,20.9,376,27.8,380,28.1,313,23.2,693,51.3
"Hamden School District","=""0620011""","R",190,188,98.9,188,70,37.2,59,31.4,41,21.8,18,9.6,59,31.4
"Hampton School District","=""0630011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N",37,37,100.0,37,11,29.7,8,21.6,12,32.4,6,16.2,18,48.6
"Hampton School District","=""0630011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","F",7765,7597,97.8,7593,4775,62.9,1901,25.0,656,8.6,261,3.4,917,12.1
"Hartford School District","=""0640011""","N",1460,1444,98.9,1443,491,34.0,433,30.0,292,20.2,227,15.7,519,36.0
"Hartford School District","=""0640011""","R",144,141,97.9,141,65,46.1,48,34.0,18,12.8,10,7.1,28,19.9
"Hartland School District","=""0650011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N",111,110,99.1,110,14,12.7,33,30.0,32,29.1,31,28.2,63,57.3
"Hartland School District","=""0650011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","F",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","N",392,392,100.0,392,44,11.2,108,27.6,165,42.1,75,19.1,240,61.2
"Hebron School District","=""0670011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","F",106,106,100.0,106,45,42.5,43,40.6,"*","*","*","*",18,17.0
"Highville Charter School District","=""2860013""","N",89,89,100.0,89,43,48.3,24,27.0,"*","*","*","*",22,24.7
"Highville Charter School District","=""2860013""","R",36,36,100.0,36,14,38.9,16,44.4,"*","*","*","*",6,16.7
"Integrated Day Charter School District","=""2640013""","F",48,47,97.9,47,20,42.6,13,27.7,"*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",129,124,96.1,123,42,34.1,42,34.1,28,22.8,11,8.9,39,31.7
"Integrated Day Charter School District","=""2640013""","R",22,22,100.0,22,7,31.8,10,45.5,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","F",151,149,98.7,149,101,67.8,43,28.9,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","N",78,77,98.7,77,37,48.1,23,29.9,10,13.0,7,9.1,17,22.1
"Interdistrict School for Arts and Comm District","=""2650013""","R",33,32,97.0,32,19,59.4,10,31.3,"*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","F",222,222,100.0,222,115,51.8,70,31.5,"*","*","*","*",37,16.7
"Jumoke Academy District","=""2610013""","N",142,142,100.0,142,49,34.5,51,35.9,"*","*","*","*",42,29.6
"Jumoke Academy District","=""2610013""","R",55,55,100.0,55,29,52.7,20,36.4,"*","*","*","*",6,10.9
"Kent School District","=""0680011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","N",137,130,94.9,130,6,4.6,28,21.5,54,41.5,42,32.3,96,73.8
"Kent School District","=""0680011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","F",386,374,96.9,374,142,38.0,133,35.6,78,20.9,21,5.6,99,26.5
"Killingly School District","=""0690011""","N",532,516,97.0,516,110,21.3,191,37.0,149,28.9,66,12.8,215,41.7
"Killingly School District","=""0690011""","R",94,91,96.8,91,28,30.8,31,34.1,26,28.6,6,6.6,32,35.2
"Learn","=""2450014""","F",203,200,98.5,200,100,50.0,61,30.5,"*","*","*","*","*","*"
"Learn","=""2450014""","N",189,187,98.9,187,50,26.7,60,32.1,44,23.5,33,17.6,77,41.2
"Learn","=""2450014""","R",26,26,100.0,26,8,30.8,13,50.0,"*","*","*","*","*","*"
"Lebanon School District","=""0710011""","F",77,73,94.8,73,"*","*","*","*",15,20.5,"*","*","*","*"
"Lebanon School District","=""0710011""","N",357,342,95.8,342,38,11.1,91,26.6,124,36.3,89,26.0,213,62.3
"Lebanon School District","=""0710011""","R",24,24,100.0,24,"*","*","*","*",12,50.0,"*","*","*","*"
"Ledyard School District","=""0720011""","F",163,163,100.0,162,52,32.1,61,37.7,38,23.5,11,6.8,49,30.2
"Ledyard School District","=""0720011""","N",798,792,99.2,791,125,15.8,264,33.4,225,28.4,177,22.4,402,50.8
"Ledyard School District","=""0720011""","R",49,49,100.0,49,7,14.3,20,40.8,15,30.6,7,14.3,22,44.9
"Lisbon School District","=""0730011""","F",53,52,98.1,52,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N",189,187,98.9,187,36,19.3,69,36.9,61,32.6,21,11.2,82,43.9
"Lisbon School District","=""0730011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","F",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",375,370,98.7,370,28,7.6,77,20.8,108,29.2,157,42.4,265,71.6
"Litchfield School District","=""0740011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","F",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",1283,1156,90.1,1156,127,11.0,289,25.0,387,33.5,353,30.5,740,64.0
"Madison School District","=""0760011""","R",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","F",1415,1395,98.6,1394,761,54.6,388,27.8,181,13.0,64,4.6,245,17.6
"Manchester School District","=""0770011""","N",1082,1066,98.5,1066,249,23.4,330,31.0,291,27.3,196,18.4,487,45.7
"Manchester School District","=""0770011""","R",181,180,99.4,180,79,43.9,50,27.8,35,19.4,16,8.9,51,28.3
"Mansfield School District","=""0780011""","F",168,161,95.8,161,"*","*","*","*",48,29.8,35,21.7,83,51.6
"Mansfield School District","=""0780011""","N",610,562,92.1,562,32,5.7,105,18.7,160,28.5,265,47.2,425,75.6
