"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Bethel School District","=""0090011""",03,"N",199,197,99.0,197,18,9.1,38,19.3,52,26.4,89,45.2,141,71.6,2474
"Bethel School District","=""0090011""",03,"R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",04,"F",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2463
"Bethel School District","=""0090011""",04,"N",171,169,98.8,169,23,13.6,30,17.8,50,29.6,66,39.1,116,68.6,2506
"Bethel School District","=""0090011""",04,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",05,"F",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*",2494
"Bethel School District","=""0090011""",05,"N",162,161,99.4,161,14,8.7,25,15.5,64,39.8,58,36.0,122,75.8,2553
"Bethel School District","=""0090011""",05,"R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",06,"F",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2543
"Bethel School District","=""0090011""",06,"N",154,153,99.4,153,11,7.2,19,12.4,56,36.6,67,43.8,123,80.4,2594
"Bethel School District","=""0090011""",06,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",07,"F",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*",2560
"Bethel School District","=""0090011""",07,"N",192,192,100.0,192,17,8.9,22,11.5,87,45.3,66,34.4,153,79.7,2609
"Bethel School District","=""0090011""",07,"R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",08,"F",33,32,97.0,32,"*","*",8,25.0,13,40.6,"*","*","*","*",2590
"Bethel School District","=""0090011""",08,"N",160,158,98.8,158,7,4.4,26,16.5,72,45.6,53,33.5,125,79.1,2631
"Bethel School District","=""0090011""",08,"R",23,23,100.0,23,"*","*",6,26.1,11,47.8,"*","*","*","*",2604
"Bloomfield School District","=""0110011""",03,"F",72,72,100.0,72,21,29.2,"*","*",23,31.9,"*","*","*","*",2419
"Bloomfield School District","=""0110011""",03,"N",60,60,100.0,60,"*","*","*","*","*","*",17,28.3,"*","*",2443
"Bloomfield School District","=""0110011""",03,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",04,"F",53,53,100.0,53,20,37.7,"*","*",13,24.5,"*","*","*","*",2447
"Bloomfield School District","=""0110011""",04,"N",48,48,100.0,48,"*","*","*","*","*","*",11,22.9,"*","*",2459
"Bloomfield School District","=""0110011""",04,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",05,"F",51,51,100.0,51,"*","*","*","*",23,45.1,"*","*","*","*",2492
"Bloomfield School District","=""0110011""",05,"N",60,60,100.0,60,"*","*",16,26.7,"*","*",12,20.0,"*","*",2504
"Bloomfield School District","=""0110011""",05,"R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",06,"F",60,60,100.0,60,13,21.7,"*","*",28,46.7,"*","*","*","*",2529
"Bloomfield School District","=""0110011""",06,"N",47,47,100.0,47,"*","*",13,27.7,"*","*","*","*","*","*",2530
"Bloomfield School District","=""0110011""",06,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",07,"F",57,55,96.5,55,"*","*","*","*","*","*","*","*","*","*",2514
"Bloomfield School District","=""0110011""",07,"N",70,69,98.6,69,22,31.9,16,23.2,23,33.3,8,11.6,31,44.9,2533
"Bloomfield School District","=""0110011""",07,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",08,"F",49,49,100.0,49,10,20.4,"*","*","*","*","*","*","*","*",2542
"Bloomfield School District","=""0110011""",08,"N",69,69,100.0,69,"*","*",22,31.9,33,47.8,"*","*","*","*",2575
"Bloomfield School District","=""0110011""",08,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"N",46,42,91.3,42,"*","*","*","*",13,31.0,19,45.2,32,76.2,2481
"Bolton School District","=""0120011""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",04,"N",44,44,100.0,44,"*","*","*","*","*","*",31,70.5,"*","*",2547
"Bolton School District","=""0120011""",04,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",05,"F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",05,"N",59,57,96.6,57,"*","*","*","*","*","*","*","*","*","*",2556
"Bolton School District","=""0120011""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",06,"N",55,54,98.2,54,"*","*","*","*",21,38.9,26,48.1,47,87.0,2606
"Bolton School District","=""0120011""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",07,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",07,"N",53,51,96.2,51,"*","*","*","*",25,49.0,15,29.4,40,78.4,2598
"Bolton School District","=""0120011""",07,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",08,"N",39,39,100.0,39,"*","*","*","*",20,51.3,13,33.3,33,84.6,2633
"Bolton School District","=""0120011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"N",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"N",23,23,100.0,23,7,30.4,"*","*","*","*",6,26.1,"*","*",2500
"Bozrah School District","=""0130011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"N",19,19,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",03,"F",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*",2412
"Branford School District","=""0140011""",03,"N",176,175,99.4,173,13,7.5,38,22.0,46,26.6,76,43.9,122,70.5,2472
"Branford School District","=""0140011""",03,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",04,"F",45,45,100.0,44,"*","*","*","*","*","*","*","*","*","*",2478
"Branford School District","=""0140011""",04,"N",157,157,100.0,156,18,11.5,23,14.7,41,26.3,74,47.4,115,73.7,2516
"Branford School District","=""0140011""",04,"R",17,17,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",05,"F",51,50,98.0,50,"*","*","*","*","*","*","*","*","*","*",2503
"Branford School District","=""0140011""",05,"N",164,164,100.0,163,10,6.1,33,20.2,51,31.3,69,42.3,120,73.6,2556
"Branford School District","=""0140011""",05,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",06,"F",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*",2488
"Branford School District","=""0140011""",06,"N",151,149,98.7,148,19,12.8,32,21.6,63,42.6,34,23.0,97,65.5,2553
"Branford School District","=""0140011""",06,"R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",07,"F",40,39,97.5,39,"*","*","*","*","*","*","*","*","*","*",2559
"Branford School District","=""0140011""",07,"N",166,164,98.8,164,18,11.0,30,18.3,69,42.1,47,28.7,116,70.7,2592
"Branford School District","=""0140011""",07,"R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",08,"F",42,41,97.6,41,"*","*","*","*","*","*","*","*","*","*",2542
"Branford School District","=""0140011""",08,"N",185,179,96.8,179,25,14.0,42,23.5,73,40.8,39,21.8,112,62.6,2593
"Branford School District","=""0140011""",08,"R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""",03,"F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""",03,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""",03,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",03,"F",65,65,100.0,65,16,24.6,12,18.5,12,18.5,25,38.5,37,56.9,2445
"Bridgeport Achievement First District","=""2850013""",03,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",03,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"F",64,63,98.4,63,17,27.0,9,14.3,19,30.2,18,28.6,37,58.7,2486
"Bridgeport Achievement First District","=""2850013""",04,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
