"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, Special Educat"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bloomfield School District","=""0110011""","Math","Y",109,103,94.5,103,87,84.5,"*","*","*","*",0,0.0,"*","*"
"Bolton School District","=""0120011""","ELA","N",399,395,99.0,395,"*","*",58,14.7,153,38.7,"*","*","*","*"
"Bolton School District","=""0120011""","ELA","Y",50,48,96.0,47,23,48.9,"*","*",13,27.7,"*","*","*","*"
"Bolton School District","=""0120011""","Math","N",399,396,99.2,396,48,12.1,114,28.8,"*","*","*","*",234,59.1
"Bolton School District","=""0120011""","Math","Y",50,48,96.0,48,32,66.7,10,20.8,"*","*","*","*",6,12.5
"Bozrah School District","=""0130011""","ELA","N",112,112,100.0,112,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Math","N",112,112,100.0,112,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Math","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","ELA","N",1417,1383,97.6,1383,"*","*",311,22.5,538,38.9,"*","*","*","*"
"Branford School District","=""0140011""","ELA","Y",195,188,96.4,188,115,61.2,53,28.2,"*","*","*","*",20,10.6
"Branford School District","=""0140011""","Math","N",1417,1382,97.5,1381,"*","*",358,25.9,394,28.5,"*","*","*","*"
"Branford School District","=""0140011""","Math","Y",195,187,95.9,186,135,72.6,42,22.6,"*","*","*","*",9,4.8
"Bridgeport Achievement First District","=""2850013""","ELA","N",513,513,100.0,513,153,29.8,158,30.8,"*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","ELA","Y",51,51,100.0,51,43,84.3,"*","*","*","*",0,0.0,"*","*"
"Bridgeport Achievement First District","=""2850013""","Math","N",513,512,99.8,512,214,41.8,143,27.9,108,21.1,47,9.2,155,30.3
"Bridgeport Achievement First District","=""2850013""","Math","Y",51,50,98.0,50,41,82.0,9,18.0,0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","ELA","N",9173,8722,95.1,8691,3836,44.1,2548,29.3,1811,20.8,496,5.7,2307,26.5
"Bridgeport School District","=""0150011""","ELA","Y",1288,1220,94.7,1214,1027,84.6,140,11.5,41,3.4,6,0.5,47,3.9
"Bridgeport School District","=""0150011""","Math","N",9173,8892,96.9,8891,5744,64.6,2262,25.4,711,8.0,174,2.0,885,10.0
"Bridgeport School District","=""0150011""","Math","Y",1289,1217,94.4,1211,1116,92.2,83,6.9,12,1.0,0,0.0,12,1.0
"Bristol School District","=""0170011""","ELA","N",3474,3430,98.7,3428,445,13.0,926,27.0,1354,39.5,703,20.5,2057,60.0
"Bristol School District","=""0170011""","ELA","Y",733,709,96.7,707,452,63.9,174,24.6,70,9.9,11,1.6,81,11.5
"Bristol School District","=""0170011""","Math","N",3475,3450,99.3,3449,918,26.6,1215,35.2,899,26.1,417,12.1,1316,38.2
"Bristol School District","=""0170011""","Math","Y",735,711,96.7,711,565,79.5,105,14.8,34,4.8,7,1.0,41,5.8
"Brookfield School District","=""0180011""","ELA","N",1326,1268,95.6,1261,86,6.8,212,16.8,508,40.3,455,36.1,963,76.4
"Brookfield School District","=""0180011""","ELA","Y",184,170,92.4,169,77,45.6,50,29.6,32,18.9,10,5.9,42,24.9
"Brookfield School District","=""0180011""","Math","N",1326,1283,96.8,1282,141,11.0,352,27.5,429,33.5,360,28.1,789,61.5
"Brookfield School District","=""0180011""","Math","Y",184,173,94.0,172,90,52.3,47,27.3,29,16.9,6,3.5,35,20.3
"Brooklyn School District","=""0190011""","ELA","N",497,492,99.0,492,"*","*",103,20.9,198,40.2,"*","*","*","*"
"Brooklyn School District","=""0190011""","ELA","Y",48,44,91.7,44,21,47.7,16,36.4,"*","*","*","*",7,15.9
"Brooklyn School District","=""0190011""","Math","N",497,492,99.0,492,108,22.0,"*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Math","Y",48,46,95.8,45,39,86.7,"*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","ELA","N",46,45,97.8,45,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Math","N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","ELA","N",284,281,98.9,281,"*","*",82,29.2,"*","*",50,17.8,"*","*"
"Canterbury School District","=""0220011""","ELA","Y",28,28,100.0,28,15,53.6,"*","*","*","*",0,0.0,"*","*"
"Canterbury School District","=""0220011""","Math","N",284,281,98.9,281,66,23.5,"*","*","*","*",36,12.8,"*","*"
"Canterbury School District","=""0220011""","Math","Y",28,28,100.0,28,21,75.0,"*","*","*","*",0,0.0,"*","*"
"Canton School District","=""0230011""","ELA","N",812,808,99.5,808,"*","*",112,13.9,319,39.5,"*","*","*","*"
"Canton School District","=""0230011""","ELA","Y",92,92,100.0,92,37,40.2,34,37.0,"*","*","*","*",21,22.8
"Canton School District","=""0230011""","Math","N",811,804,99.1,804,"*","*",240,29.9,252,31.3,"*","*","*","*"
"Canton School District","=""0230011""","Math","Y",92,91,98.9,91,63,69.2,15,16.5,"*","*","*","*",13,14.3
"Capitol Region Education Council","=""2410014""","ELA","N",2996,2894,96.6,2885,566,19.6,735,25.5,988,34.2,596,20.7,1584,54.9
"Capitol Region Education Council","=""2410014""","ELA","Y",503,454,90.3,451,294,65.2,95,21.1,53,11.8,9,2.0,62,13.7
"Capitol Region Education Council","=""2410014""","Math","N",2997,2903,96.9,2894,993,34.3,902,31.2,585,20.2,414,14.3,999,34.5
"Capitol Region Education Council","=""2410014""","Math","Y",504,451,89.5,447,341,76.3,72,16.1,22,4.9,12,2.7,34,7.6
"Chaplin School District","=""0240011""","ELA","N",62,47,75.8,47,"*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","ELA","Y",13,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Math","N",62,48,77.4,48,"*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Math","Y",13,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","ELA","N",2301,2274,98.8,2273,98,4.3,287,12.6,890,39.2,998,43.9,1888,83.1
"Cheshire School District","=""0250011""","ELA","Y",222,213,95.9,213,74,34.7,79,37.1,44,20.7,16,7.5,60,28.2
"Cheshire School District","=""0250011""","Math","N",2301,2275,98.9,2275,262,11.5,597,26.2,728,32.0,688,30.2,1416,62.2
"Cheshire School District","=""0250011""","Math","Y",222,211,95.0,211,117,55.5,55,26.1,26,12.3,13,6.2,39,18.5
"Chester School District","=""0260011""","ELA","N",108,108,100.0,108,"*","*",6,5.6,37,34.3,"*","*","*","*"
"Chester School District","=""0260011""","ELA","Y",29,29,100.0,29,"*","*",7,24.1,12,41.4,"*","*","*","*"
"Chester School District","=""0260011""","Math","N",109,109,100.0,109,"*","*",26,23.9,43,39.4,"*","*","*","*"
"Chester School District","=""0260011""","Math","Y",29,29,100.0,29,"*","*",12,41.4,9,31.0,"*","*","*","*"
"Clinton School District","=""0270011""","ELA","N",934,911,97.5,911,"*","*",177,19.4,372,40.8,"*","*","*","*"
"Clinton School District","=""0270011""","ELA","Y",123,121,98.4,121,51,42.1,44,36.4,"*","*","*","*",26,21.5
"Clinton School District","=""0270011""","Math","N",933,914,98.0,913,"*","*",245,26.8,308,33.7,"*","*","*","*"
"Clinton School District","=""0270011""","Math","Y",123,121,98.4,121,74,61.2,34,28.1,"*","*","*","*",13,10.7
"Colchester School District","=""0280011""","ELA","N",1236,1225,99.1,1224,76,6.2,215,17.6,478,39.1,455,37.2,933,76.2
"Colchester School District","=""0280011""","ELA","Y",187,181,96.8,181,64,35.4,73,40.3,38,21.0,6,3.3,44,24.3
"Colchester School District","=""0280011""","Math","N",1235,1219,98.7,1218,168,13.8,354,29.1,384,31.5,312,25.6,696,57.1
"Colchester School District","=""0280011""","Math","Y",187,181,96.8,181,90,49.7,70,38.7,15,8.3,6,3.3,21,11.6
"Colebrook School District","=""0290011""","ELA","N",42,40,95.2,40,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","ELA","Y",10,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Math","N",42,40,95.2,40,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Math","Y",10,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","ELA","N",256,253,98.8,253,"*","*",54,21.3,"*","*",80,31.6,"*","*"
"Columbia School District","=""0300011""","ELA","Y",40,35,87.5,35,21,60.0,"*","*","*","*",0,0.0,"*","*"
"Columbia School District","=""0300011""","Math","N",256,253,98.8,252,"*","*",82,32.5,"*","*",47,18.7,"*","*"
"Columbia School District","=""0300011""","Math","Y",40,34,85.0,34,26,76.5,"*","*","*","*",0,0.0,"*","*"
"Common Ground High School District","=""2680013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","ELA","N",2339,2257,96.5,2257,"*","*",770,34.1,862,38.2,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","ELA","Y",184,178,96.7,177,90,50.8,59,33.3,"*","*","*","*",28,15.8
"Connecticut Technical High School System","=""9000016""","Math","N",2339,2251,96.2,2251,1346,59.8,686,30.5,"*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Math","Y",183,177,96.7,177,161,91.0,"*","*","*","*",0,0.0,"*","*"
"Cooperative Educational Services","=""2430014""","ELA","N",217,214,98.6,214,"*","*",64,29.9,80,37.4,"*","*","*","*"
"Cooperative Educational Services","=""2430014""","ELA","Y",142,141,99.3,141,91,64.5,31,22.0,"*","*","*","*",19,13.5
"Cooperative Educational Services","=""2430014""","Math","N",217,215,99.1,215,36,16.7,82,38.1,"*","*","*","*",97,45.1
"Cooperative Educational Services","=""2430014""","Math","Y",141,140,99.3,140,105,75.0,29,20.7,"*","*","*","*",6,4.3
"Cornwall School District","=""0310011""","ELA","N",54,50,92.6,50,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Math","N",54,50,92.6,50,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","ELA","N",780,753,96.5,752,"*","*",142,18.9,330,43.9,"*","*","*","*"
"Coventry School District","=""0320011""","ELA","Y",102,96,94.1,96,45,46.9,30,31.3,"*","*","*","*",21,21.9
"Coventry School District","=""0320011""","Math","N",780,745,95.5,745,"*","*",261,35.0,232,31.1,"*","*","*","*"
"Coventry School District","=""0320011""","Math","Y",102,92,90.2,92,62,67.4,20,21.7,"*","*","*","*",10,10.9
"Cromwell School District","=""0330011""","ELA","N",964,960,99.6,960,"*","*",196,20.4,385,40.1,"*","*","*","*"
"Cromwell School District","=""0330011""","ELA","Y",107,107,100.0,107,60,56.1,32,29.9,"*","*","*","*",15,14.0
"Cromwell School District","=""0330011""","Math","N",963,960,99.7,960,"*","*",299,31.1,281,29.3,"*","*","*","*"
"Cromwell School District","=""0330011""","Math","Y",107,106,99.1,106,80,75.5,19,17.9,"*","*","*","*",7,6.6
"Danbury School District","=""0340011""","ELA","N",4987,4216,84.5,4201,786,18.7,1191,28.4,1469,35.0,755,18.0,2224,52.9
"Danbury School District","=""0340011""","ELA","Y",620,555,89.5,547,384,70.2,123,22.5,27,4.9,13,2.4,40,7.3
"Danbury School District","=""0340011""","Math","N",4987,4303,86.3,4294,1388,32.3,1529,35.6,957,22.3,420,9.8,1377,32.1
"Danbury School District","=""0340011""","Math","Y",620,545,87.9,545,426,78.2,87,16.0,22,4.0,10,1.8,32,5.9
"Darien School District","=""0350011""","ELA","N",2285,2233,97.7,2221,45,2.0,177,8.0,773,34.8,1226,55.2,1999,90.0
"Darien School District","=""0350011""","ELA","Y",338,317,93.8,315,63,20.0,90,28.6,123,39.0,39,12.4,162,51.4
"Darien School District","=""0350011""","Math","N",2285,2212,96.8,2198,86,3.9,313,14.2,724,32.9,1075,48.9,1799,81.8
"Darien School District","=""0350011""","Math","Y",338,316,93.5,315,100,31.7,105,33.3,62,19.7,48,15.2,110,34.9
"Deep River School District","=""0360011""","ELA","N",170,170,100.0,169,11,6.5,31,18.3,"*","*","*","*",127,75.1
"Deep River School District","=""0360011""","ELA","Y",29,29,100.0,29,14,48.3,9,31.0,"*","*","*","*",6,20.7
"Deep River School District","=""0360011""","Math","N",170,170,100.0,170,19,11.2,46,27.1,"*","*","*","*",105,61.8
"Deep River School District","=""0360011""","Math","Y",29,29,100.0,29,16,55.2,7,24.1,"*","*","*","*",6,20.7
"Derby School District","=""0370011""","ELA","N",683,675,98.8,671,155,23.1,201,30.0,220,32.8,95,14.2,315,46.9
"Derby School District","=""0370011""","ELA","Y",95,93,97.9,93,73,78.5,14,15.1,6,6.5,0,0.0,6,6.5
"Derby School District","=""0370011""","Math","N",683,672,98.4,671,258,38.5,238,35.5,"*","*","*","*","*","*"
"Derby School District","=""0370011""","Math","Y",95,92,96.8,92,76,82.6,"*","*","*","*",0,0.0,"*","*"
"East Granby School District","=""0400011""","ELA","N",414,412,99.5,412,"*","*",70,17.0,170,41.3,"*","*","*","*"
"East Granby School District","=""0400011""","ELA","Y",56,56,100.0,56,22,39.3,21,37.5,"*","*","*","*",13,23.2
"East Granby School District","=""0400011""","Math","N",414,412,99.5,412,38,9.2,106,25.7,"*","*","*","*","*","*"
"East Granby School District","=""0400011""","Math","Y",55,54,98.2,54,31,57.4,18,33.3,"*","*","*","*","*","*"
"East Haddam School District","=""0410011""","ELA","N",516,506,98.1,505,37,7.3,85,16.8,216,42.8,167,33.1,383,75.8
"East Haddam School District","=""0410011""","ELA","Y",85,77,90.6,77,37,48.1,15,19.5,19,24.7,6,7.8,25,32.5
"East Haddam School District","=""0410011""","Math","N",516,505,97.9,505,"*","*",152,30.1,156,30.9,"*","*","*","*"
"East Haddam School District","=""0410011""","Math","Y",85,77,90.6,77,43,55.8,22,28.6,"*","*","*","*",12,15.6
"East Hampton School District","=""0420011""","ELA","N",931,901,96.8,901,"*","*",207,23.0,352,39.1,"*","*","*","*"
"East Hampton School District","=""0420011""","ELA","Y",89,89,100.0,89,53,59.6,18,20.2,"*","*","*","*",18,20.2
"East Hampton School District","=""0420011""","Math","N",931,899,96.6,899,"*","*",320,35.6,282,31.4,"*","*","*","*"
"East Hampton School District","=""0420011""","Math","Y",89,88,98.9,88,57,64.8,19,21.6,"*","*","*","*",12,13.6
"East Hartford School District","=""0430011""","ELA","N",2930,2873,98.1,2871,894,31.1,883,30.8,"*","*","*","*",1094,38.1
"East Hartford School District","=""0430011""","ELA","Y",542,516,95.2,512,423,82.6,64,12.5,"*","*","*","*",25,4.9
"East Hartford School District","=""0430011""","Math","N",2914,2881,98.9,2879,1391,48.3,929,32.3,429,14.9,130,4.5,559,19.4
"East Hartford School District","=""0430011""","Math","Y",537,510,95.0,508,455,89.6,46,9.1,7,1.4,0,0.0,7,1.4
"East Haven School District","=""0440011""","ELA","N",1373,1353,98.5,1352,283,20.9,392,29.0,476,35.2,201,14.9,677,50.1
"East Haven School District","=""0440011""","ELA","Y",198,192,97.0,191,143,74.9,40,20.9,8,4.2,0,0.0,8,4.2
"East Haven School District","=""0440011""","Math","N",1373,1359,99.0,1358,524,38.6,477,35.1,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Math","Y",198,191,96.5,191,162,84.8,"*","*","*","*",0,0.0,"*","*"
"East Lyme School District","=""0450011""","ELA","N",1286,1270,98.8,1270,55,4.3,161,12.7,496,39.1,558,43.9,1054,83.0
"East Lyme School District","=""0450011""","ELA","Y",181,167,92.3,167,71,42.5,44,26.3,38,22.8,14,8.4,52,31.1
"East Lyme School District","=""0450011""","Math","N",1286,1269,98.7,1269,"*","*",305,24.0,403,31.8,"*","*","*","*"
"East Lyme School District","=""0450011""","Math","Y",181,165,91.2,165,89,53.9,48,29.1,"*","*","*","*",28,17.0
"East Windsor School District","=""0470011""","ELA","N",448,445,99.3,443,"*","*",127,28.7,174,39.3,"*","*","*","*"
"East Windsor School District","=""0470011""","ELA","Y",91,90,98.9,89,55,61.8,24,27.0,"*","*","*","*",10,11.2
"East Windsor School District","=""0470011""","Math","N",448,446,99.6,444,119,26.8,169,38.1,"*","*","*","*",156,35.1
"East Windsor School District","=""0470011""","Math","Y",91,91,100.0,91,71,78.0,14,15.4,"*","*","*","*",6,6.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","N",59,45,76.3,45,17,37.8,"*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","Y",57,53,93.0,50,46,92.0,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","N",59,45,76.3,45,36,80.0,"*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","Y",57,50,87.7,48,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","ELA","N",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Math","N",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","ELA","N",577,570,98.8,570,20,3.5,94,16.5,224,39.3,232,40.7,456,80.0
"Easton School District","=""0460011""","ELA","Y",58,56,96.6,56,20,35.7,19,33.9,10,17.9,7,12.5,17,30.4
"Easton School District","=""0460011""","Math","N",577,572,99.1,572,"*","*",157,27.4,192,33.6,"*","*","*","*"
"Easton School District","=""0460011""","Math","Y",58,56,96.6,55,30,54.5,16,29.1,"*","*","*","*",9,16.4
"Education Connection","=""2420014""","ELA","Y",13,8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","Y",13,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","N",1304,1283,98.4,1267,89,7.0,183,14.4,472,37.3,523,41.3,995,78.5
"Ellington School District","=""0480011""","ELA","Y",152,149,98.0,148,59,39.9,46,31.1,37,25.0,6,4.1,43,29.1
"Ellington School District","=""0480011""","Math","N",1303,1286,98.7,1267,"*","*",325,25.7,433,34.2,"*","*","*","*"
"Ellington School District","=""0480011""","Math","Y",152,149,98.0,148,88,59.5,45,30.4,"*","*","*","*",15,10.1
"Elm City College Preparatory School District","=""2890013""","ELA","N",339,339,100.0,339,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Math","N",339,339,100.0,339,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Math","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","ELA","N",2241,2218,99.0,2217,245,11.1,626,28.2,919,41.5,427,19.3,1346,60.7
"Enfield School District","=""0490011""","ELA","Y",344,332,96.5,328,191,58.2,86,26.2,42,12.8,9,2.7,51,15.5
"Enfield School District","=""0490011""","Math","N",2241,2217,98.9,2212,"*","*",872,39.4,619,28.0,"*","*","*","*"
"Enfield School District","=""0490011""","Math","Y",343,325,94.8,325,228,70.2,74,22.8,"*","*","*","*",23,7.1
"Essex School District","=""0500011""","ELA","N",229,223,97.4,222,"*","*",17,7.7,84,37.8,"*","*","*","*"
"Essex School District","=""0500011""","ELA","Y",38,37,97.4,37,"*","*",9,24.3,8,21.6,"*","*","*","*"
"Essex School District","=""0500011""","Math","N",229,224,97.8,224,18,8.0,68,30.4,"*","*","*","*","*","*"
"Essex School District","=""0500011""","Math","Y",38,36,94.7,36,18,50.0,14,38.9,"*","*","*","*","*","*"
"Explorations District","=""2720013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","ELA","N",5010,4924,98.3,4920,250,5.1,746,15.2,2012,40.9,1912,38.9,3924,79.8
"Fairfield School District","=""0510011""","ELA","Y",576,548,95.1,548,223,40.7,184,33.6,103,18.8,38,6.9,141,25.7
