"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, Gender"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Branford School District","=""0140011""","F",673,659,97.9,657,125,19.0,178,27.1,201,30.6,153,23.3,354,53.9
"Branford School District","=""0140011""","M",680,678,99.7,675,150,22.2,170,25.2,166,24.6,189,28.0,355,52.6
"Brass City Charter School District","=""2900013""","F",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","F",272,272,100.0,272,84,30.9,76,27.9,51,18.8,61,22.4,112,41.2
"Bridgeport Achievement First District","=""2850013""","M",269,268,99.6,268,83,31.0,70,26.1,51,19.0,64,23.9,115,42.9
"Bridgeport School District","=""0150011""","F",4469,4438,99.3,4438,2883,65.0,1094,24.7,364,8.2,97,2.2,461,10.4
"Bridgeport School District","=""0150011""","M",4900,4864,99.3,4861,3283,67.5,1123,23.1,362,7.4,93,1.9,455,9.4
"Bristol School District","=""0170011""","F",1722,1713,99.5,1713,455,26.6,580,33.9,439,25.6,239,14.0,678,39.6
"Bristol School District","=""0170011""","M",1829,1820,99.5,1820,562,30.9,576,31.6,407,22.4,275,15.1,682,37.5
"Brookfield School District","=""0180011""","F",618,574,92.9,574,68,11.8,162,28.2,192,33.4,152,26.5,344,59.9
"Brookfield School District","=""0180011""","M",649,616,94.9,616,67,10.9,157,25.5,213,34.6,179,29.1,392,63.6
"Brooklyn School District","=""0190011""","F",267,263,98.5,263,51,19.4,105,39.9,72,27.4,35,13.3,107,40.7
"Brooklyn School District","=""0190011""","M",254,252,99.2,252,54,21.4,104,41.3,57,22.6,37,14.7,94,37.3
"Canaan School District","=""0210011""","F",29,28,96.6,28,"*","*",10,35.7,10,35.7,"*","*","*","*"
"Canaan School District","=""0210011""","M",22,20,90.9,20,"*","*",10,50.0,"*","*",0,0.0,"*","*"
"Canterbury School District","=""0220011""","F",137,135,98.5,135,25,18.5,51,37.8,42,31.1,17,12.6,59,43.7
"Canterbury School District","=""0220011""","M",171,168,98.2,168,45,26.8,65,38.7,40,23.8,18,10.7,58,34.5
"Canton School District","=""0230011""","F",402,398,99.0,398,47,11.8,87,21.9,137,34.4,127,31.9,264,66.3
"Canton School District","=""0230011""","M",391,387,99.0,387,46,11.9,82,21.2,119,30.7,140,36.2,259,66.9
"Capital Preparatory Harbor School Inc. District","=""2970013""","F",54,54,100.0,54,32,59.3,"*","*","*","*",0,0.0,"*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","M",55,55,100.0,55,43,78.2,"*","*","*","*",0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","F",1454,1423,97.9,1423,490,34.4,481,33.8,260,18.3,192,13.5,452,31.8
"Capitol Region Education Council","=""2410014""","M",1662,1615,97.2,1615,593,36.7,492,30.5,291,18.0,239,14.8,530,32.8
"Chaplin School District","=""0240011""","F",38,37,97.4,37,9,24.3,17,45.9,"*","*","*","*",11,29.7
"Chaplin School District","=""0240011""","M",40,39,97.5,39,19,48.7,11,28.2,9,23.1,0,0.0,9,23.1
"Cheshire School District","=""0250011""","F",1057,1045,98.9,1045,117,11.2,261,25.0,308,29.5,359,34.4,667,63.8
"Cheshire School District","=""0250011""","M",996,988,99.2,988,107,10.8,231,23.4,295,29.9,355,35.9,650,65.8
"Chester School District","=""0260011""","F",77,76,98.7,76,"*","*","*","*",26,34.2,24,31.6,50,65.8
"Chester School District","=""0260011""","M",54,54,100.0,54,"*","*","*","*",16,29.6,24,44.4,40,74.1
"Clinton School District","=""0270011""","F",436,432,99.1,432,56,13.0,135,31.3,148,34.3,93,21.5,241,55.8
"Clinton School District","=""0270011""","M",466,458,98.3,458,79,17.2,127,27.7,125,27.3,127,27.7,252,55.0
"Colchester School District","=""0280011""","F",558,555,99.5,555,76,13.7,168,30.3,188,33.9,123,22.2,311,56.0
"Colchester School District","=""0280011""","M",576,573,99.5,573,83,14.5,165,28.8,171,29.8,154,26.9,325,56.7
"Colebrook School District","=""0290011""","F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","M",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","F",148,145,98.0,145,28,19.3,45,31.0,41,28.3,31,21.4,72,49.7
"Columbia School District","=""0300011""","M",139,134,96.4,134,24,17.9,42,31.3,46,34.3,22,16.4,68,50.7
"Cooperative Educational Services","=""2430014""","F",146,145,99.3,145,43,29.7,40,27.6,42,29.0,20,13.8,62,42.8
"Cooperative Educational Services","=""2430014""","M",196,192,98.0,192,80,41.7,62,32.3,33,17.2,17,8.9,50,26.0
"Cornwall School District","=""0310011""","F",23,21,91.3,21,"*","*",6,28.6,6,28.6,"*","*","*","*"
"Cornwall School District","=""0310011""","M",40,40,100.0,40,"*","*",13,32.5,9,22.5,"*","*","*","*"
"Coventry School District","=""0320011""","F",394,389,98.7,389,49,12.6,115,29.6,128,32.9,97,24.9,225,57.8
"Coventry School District","=""0320011""","M",359,355,98.9,355,55,15.5,114,32.1,101,28.5,85,23.9,186,52.4
"Cromwell School District","=""0330011""","F",444,441,99.3,441,96,21.8,152,34.5,112,25.4,81,18.4,193,43.8
"Cromwell School District","=""0330011""","M",479,479,100.0,478,104,21.8,144,30.1,139,29.1,91,19.0,230,48.1
"Danbury School District","=""0340011""","F",2538,2514,99.1,2513,817,32.5,857,34.1,562,22.4,277,11.0,839,33.4
"Danbury School District","=""0340011""","M",2539,2505,98.7,2504,776,31.0,850,33.9,559,22.3,319,12.7,878,35.1
"Darien School District","=""0350011""","F",1117,1108,99.2,1108,42,3.8,168,15.2,313,28.2,585,52.8,898,81.0
"Darien School District","=""0350011""","M",1165,1146,98.4,1146,49,4.3,153,13.4,287,25.0,657,57.3,944,82.4
"Deep River School District","=""0360011""","F",100,100,100.0,100,9,9.0,32,32.0,28,28.0,31,31.0,59,59.0
"Deep River School District","=""0360011""","M",100,99,99.0,99,13,13.1,42,42.4,21,21.2,23,23.2,44,44.4
"Derby School District","=""0370011""","F",338,335,99.1,335,125,37.3,123,36.7,66,19.7,21,6.3,87,26.0
"Derby School District","=""0370011""","M",341,338,99.1,338,178,52.7,96,28.4,48,14.2,16,4.7,64,18.9
"East Granby School District","=""0400011""","F",197,197,100.0,197,20,10.2,41,20.8,65,33.0,71,36.0,136,69.0
"East Granby School District","=""0400011""","M",199,198,99.5,198,29,14.6,44,22.2,53,26.8,72,36.4,125,63.1
"East Haddam School District","=""0410011""","F",237,224,94.5,224,58,25.9,59,26.3,64,28.6,43,19.2,107,47.8
"East Haddam School District","=""0410011""","M",261,253,96.9,253,54,21.3,74,29.2,58,22.9,67,26.5,125,49.4
"East Hampton School District","=""0420011""","F",425,389,91.5,389,75,19.3,143,36.8,115,29.6,56,14.4,171,44.0
"East Hampton School District","=""0420011""","M",460,441,95.9,441,100,22.7,145,32.9,127,28.8,69,15.6,196,44.4
"East Hartford School District","=""0430011""","F",1403,1389,99.0,1387,708,51.0,424,30.6,181,13.0,74,5.3,255,18.4
"East Hartford School District","=""0430011""","M",1509,1494,99.0,1486,862,58.0,392,26.4,178,12.0,54,3.6,232,15.6
"East Haven School District","=""0440011""","F",657,653,99.4,652,205,31.4,247,37.9,148,22.7,52,8.0,200,30.7
"East Haven School District","=""0440011""","M",662,654,98.8,654,264,40.4,188,28.7,141,21.6,61,9.3,202,30.9
"East Lyme School District","=""0450011""","F",567,553,97.5,553,62,11.2,147,26.6,164,29.7,180,32.5,344,62.2
"East Lyme School District","=""0450011""","M",630,613,97.3,612,71,11.6,128,20.9,162,26.5,251,41.0,413,67.5
"East Windsor School District","=""0470011""","F",220,218,99.1,218,76,34.9,81,37.2,42,19.3,19,8.7,61,28.0
"East Windsor School District","=""0470011""","M",246,241,98.0,241,83,34.4,75,31.1,51,21.2,32,13.3,83,34.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","M","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","F",43,43,100.0,43,8,18.6,16,37.2,10,23.3,9,20.9,19,44.2
"Eastford School District","=""0390011""","M",43,43,100.0,43,6,14.0,13,30.2,13,30.2,11,25.6,24,55.8
"Easton School District","=""0460011""","F",310,298,96.1,298,19,6.4,47,15.8,93,31.2,139,46.6,232,77.9
"Easton School District","=""0460011""","M",322,311,96.6,311,20,6.4,57,18.3,88,28.3,146,46.9,234,75.2
"Education Connection","=""2420014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F",627,622,99.2,622,63,10.1,150,24.1,222,35.7,187,30.1,409,65.8
"Ellington School District","=""0480011""","M",636,632,99.4,632,71,11.2,159,25.2,198,31.3,204,32.3,402,63.6
"Elm City College Preparatory School District","=""2890013""","F",219,219,100.0,219,49,22.4,71,32.4,45,20.5,54,24.7,99,45.2
"Elm City College Preparatory School District","=""2890013""","M",157,157,100.0,157,46,29.3,41,26.1,33,21.0,37,23.6,70,44.6
"Enfield School District","=""0490011""","F",1114,1108,99.5,1108,235,21.2,441,39.8,315,28.4,117,10.6,432,39.0
"Enfield School District","=""0490011""","M",1116,1107,99.2,1107,279,25.2,376,34.0,302,27.3,150,13.6,452,40.8
"Essex School District","=""0500011""","F",107,104,97.2,104,8,7.7,28,26.9,40,38.5,28,26.9,68,65.4
"Essex School District","=""0500011""","M",123,119,96.7,119,12,10.1,23,19.3,42,35.3,42,35.3,84,70.6
"Fairfield School District","=""0510011""","F",2323,2290,98.6,2290,226,9.9,598,26.1,773,33.8,693,30.3,1466,64.0
"Fairfield School District","=""0510011""","M",2408,2381,98.9,2381,263,11.0,546,22.9,739,31.0,833,35.0,1572,66.0
"Farmington School District","=""0520011""","F",954,951,99.7,951,84,8.8,204,21.5,247,26.0,416,43.7,663,69.7
"Farmington School District","=""0520011""","M",949,943,99.4,943,68,7.2,164,17.4,288,30.5,423,44.9,711,75.4
"Franklin School District","=""0530011""","F",52,52,100.0,52,12,23.1,20,38.5,14,26.9,6,11.5,20,38.5
"Franklin School District","=""0530011""","M",58,56,96.6,56,14,25.0,13,23.2,15,26.8,14,25.0,29,51.8
"Glastonbury School District","=""0540011""","F",1457,1452,99.7,1452,113,7.8,261,18.0,446,30.7,632,43.5,1078,74.2
"Glastonbury School District","=""0540011""","M",1371,1365,99.6,1365,117,8.6,224,16.4,374,27.4,650,47.6,1024,75.0
"Granby School District","=""0560011""","F",420,415,98.8,415,27,6.5,99,23.9,138,33.3,151,36.4,289,69.6
"Granby School District","=""0560011""","M",420,416,99.0,416,54,13.0,118,28.4,108,26.0,136,32.7,244,58.7
"Great Oaks Charter School District","=""2940013""","F",104,103,99.0,103,67,65.0,32,31.1,"*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","M",106,104,98.1,104,66,63.5,23,22.1,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","F",1932,1927,99.7,1927,235,12.2,445,23.1,520,27.0,727,37.7,1247,64.7
"Greenwich School District","=""0570011""","M",2038,2027,99.5,2027,270,13.3,383,18.9,474,23.4,900,44.4,1374,67.8
"Griswold School District","=""0580011""","F",419,415,99.0,415,89,21.4,125,30.1,117,28.2,84,20.2,201,48.4
"Griswold School District","=""0580011""","M",404,400,99.0,400,89,22.3,120,30.0,94,23.5,97,24.3,191,47.8
"Groton School District","=""0590011""","F",987,981,99.4,980,241,24.6,315,32.1,254,25.9,170,17.3,424,43.3
"Groton School District","=""0590011""","M",966,958,99.2,958,238,24.8,274,28.6,263,27.5,183,19.1,446,46.6
"Guilford School District","=""0600011""","F",796,794,99.7,793,79,10.0,180,22.7,232,29.3,302,38.1,534,67.3
"Guilford School District","=""0600011""","M",834,832,99.8,830,62,7.5,157,18.9,238,28.7,373,44.9,611,73.6
"Hamden School District","=""0620011""","F",1162,1136,97.8,1136,339,29.8,354,31.2,277,24.4,166,14.6,443,39.0
"Hamden School District","=""0620011""","M",1270,1255,98.8,1255,440,35.1,348,27.7,264,21.0,203,16.2,467,37.2
"Hampton School District","=""0630011""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","M",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","F",4532,4454,98.3,4451,2537,57.0,1236,27.8,460,10.3,218,4.9,678,15.2
"Hartford School District","=""0640011""","M",4837,4728,97.7,4726,2794,59.1,1146,24.2,506,10.7,280,5.9,786,16.6
"Hartland School District","=""0650011""","F",55,55,100.0,55,15,27.3,15,27.3,12,21.8,13,23.6,25,45.5
"Hartland School District","=""0650011""","M",71,70,98.6,70,7,10.0,23,32.9,22,31.4,18,25.7,40,57.1
"Hebron School District","=""0670011""","F",203,203,100.0,203,25,12.3,70,34.5,78,38.4,30,14.8,108,53.2
"Hebron School District","=""0670011""","M",234,234,100.0,234,31,13.2,54,23.1,99,42.3,50,21.4,149,63.7
"Highville Charter School District","=""2860013""","F",121,121,100.0,121,52,43.0,50,41.3,"*","*","*","*",19,15.7
"Highville Charter School District","=""2860013""","M",110,110,100.0,110,50,45.5,33,30.0,"*","*","*","*",27,24.5
"Integrated Day Charter School District","=""2640013""","F",93,91,97.8,91,37,40.7,28,30.8,18,19.8,8,8.8,26,28.6
"Integrated Day Charter School District","=""2640013""","M",106,102,96.2,101,32,31.7,37,36.6,20,19.8,12,11.9,32,31.7
"Interdistrict School for Arts and Comm District","=""2650013""","F",129,127,98.4,127,68,53.5,42,33.1,"*","*","*","*",17,13.4
"Interdistrict School for Arts and Comm District","=""2650013""","M",133,131,98.5,131,89,67.9,34,26.0,"*","*","*","*",8,6.1
"Jumoke Academy District","=""2610013""","F",219,219,100.0,219,104,47.5,69,31.5,31,14.2,15,6.8,46,21.0
"Jumoke Academy District","=""2610013""","M",200,200,100.0,200,89,44.5,72,36.0,32,16.0,7,3.5,39,19.5
"Kent School District","=""0680011""","F",74,69,93.2,69,"*","*","*","*",29,42.0,18,26.1,47,68.1
"Kent School District","=""0680011""","M",84,82,97.6,82,"*","*","*","*",31,37.8,27,32.9,58,70.7
"Killingly School District","=""0690011""","F",513,503,98.1,503,141,28.0,187,37.2,130,25.8,45,8.9,175,34.8
"Killingly School District","=""0690011""","M",499,478,95.8,478,139,29.1,168,35.1,123,25.7,48,10.0,171,35.8
"Learn","=""2450014""","F",216,214,99.1,214,83,38.8,70,32.7,41,19.2,20,9.3,61,28.5
"Learn","=""2450014""","M",202,199,98.5,199,75,37.7,64,32.2,36,18.1,24,12.1,60,30.2
"Lebanon School District","=""0710011""","F",224,211,94.2,211,25,11.8,58,27.5,78,37.0,50,23.7,128,60.7
"Lebanon School District","=""0710011""","M",234,228,97.4,228,42,18.4,62,27.2,73,32.0,51,22.4,124,54.4
"Ledyard School District","=""0720011""","F",467,464,99.4,462,86,18.6,158,34.2,121,26.2,97,21.0,218,47.2
"Ledyard School District","=""0720011""","M",543,540,99.4,540,98,18.1,187,34.6,157,29.1,98,18.1,255,47.2
"Lisbon School District","=""0730011""","F",127,124,97.6,124,29,23.4,47,37.9,38,30.6,10,8.1,48,38.7
"Lisbon School District","=""0730011""","M",125,125,100.0,125,30,24.0,47,37.6,34,27.2,14,11.2,48,38.4
"Litchfield School District","=""0740011""","F",218,214,98.2,214,19,8.9,54,25.2,61,28.5,80,37.4,141,65.9
"Litchfield School District","=""0740011""","M",219,218,99.5,218,21,9.6,44,20.2,60,27.5,93,42.7,153,70.2
"Madison School District","=""0760011""","F",619,546,88.2,546,55,10.1,146,26.7,181,33.2,164,30.0,345,63.2
"Madison School District","=""0760011""","M",714,658,92.2,658,81,12.3,159,24.2,216,32.8,202,30.7,418,63.5
"Manchester School District","=""0770011""","F",1299,1283,98.8,1282,497,38.8,415,32.4,242,18.9,128,10.0,370,28.9
"Manchester School District","=""0770011""","M",1379,1358,98.5,1358,592,43.6,353,26.0,265,19.5,148,10.9,413,30.4
"Mansfield School District","=""0780011""","F",386,359,93.0,359,36,10.0,81,22.6,105,29.2,137,38.2,242,67.4
"Mansfield School District","=""0780011""","M",430,402,93.5,402,32,8.0,75,18.7,114,28.4,181,45.0,295,73.4
"Marlborough School District","=""0790011""","F",155,154,99.4,154,7,4.5,33,21.4,53,34.4,61,39.6,114,74.0
"Marlborough School District","=""0790011""","M",186,185,99.5,185,14,7.6,33,17.8,54,29.2,84,45.4,138,74.6
"Meriden School District","=""0800011""","F",1685,1663,98.7,1663,693,41.7,533,32.1,287,17.3,150,9.0,437,26.3
"Meriden School District","=""0800011""","M",1725,1691,98.0,1690,772,45.7,496,29.3,281,16.6,141,8.3,422,25.0
"Middletown School District","=""0830011""","F",1039,1037,99.8,1036,323,31.2,295,28.5,243,23.5,175,16.9,418,40.3
"Middletown School District","=""0830011""","M",1052,1047,99.5,1047,362,34.6,299,28.6,224,21.4,162,15.5,386,36.9
"Milford School District","=""0840011""","F",1305,1282,98.2,1282,224,17.5,409,31.9,367,28.6,282,22.0,649,50.6
"Milford School District","=""0840011""","M",1446,1407,97.3,1407,271,19.3,398,28.3,414,29.4,324,23.0,738,52.5
"Monroe School District","=""0850011""","F",720,712,98.9,712,67,9.4,160,22.5,244,34.3,241,33.8,485,68.1
"Monroe School District","=""0850011""","M",729,724,99.3,724,90,12.4,160,22.1,225,31.1,249,34.4,474,65.5
"Montville School District","=""0860011""","F",520,519,99.8,519,111,21.4,165,31.8,150,28.9,93,17.9,243,46.8
"Montville School District","=""0860011""","M",527,524,99.4,524,107,20.4,175,33.4,146,27.9,96,18.3,242,46.2
"Naugatuck School District","=""0880011""","F",903,901,99.8,901,300,33.3,318,35.3,188,20.9,95,10.5,283,31.4
"Naugatuck School District","=""0880011""","M",1055,1050,99.5,1050,379,36.1,327,31.1,228,21.7,116,11.0,344,32.8
"New Beginnings Inc., Family Academy District","=""2800013""","F",120,120,100.0,120,50,41.7,46,38.3,"*","*","*","*",24,20.0
"New Beginnings Inc., Family Academy District","=""2800013""","M",117,117,100.0,117,59,50.4,35,29.9,"*","*","*","*",23,19.7
"New Britain School District","=""0890011""","F",2031,2018,99.4,2018,1278,63.3,498,24.7,185,9.2,57,2.8,242,12.0
"New Britain School District","=""0890011""","M",2303,2286,99.3,2284,1427,62.5,556,24.3,224,9.8,77,3.4,301,13.2
"New Canaan School District","=""0900011""","F",981,973,99.2,973,38,3.9,180,18.5,286,29.4,469,48.2,755,77.6
"New Canaan School District","=""0900011""","M",1052,1044,99.2,1044,49,4.7,155,14.8,274,26.2,566,54.2,840,80.5
"New Fairfield School District","=""0910011""","F",515,459,89.1,459,55,12.0,136,29.6,143,31.2,125,27.2,268,58.4
"New Fairfield School District","=""0910011""","M",556,513,92.3,512,62,12.1,121,23.6,163,31.8,166,32.4,329,64.3
"New Hartford School District","=""0920011""","F",153,148,96.7,148,20,13.5,45,30.4,58,39.2,25,16.9,83,56.1
"New Hartford School District","=""0920011""","M",142,135,95.1,135,26,19.3,43,31.9,40,29.6,26,19.3,66,48.9
"New Haven School District","=""0930011""","F",4495,4444,98.9,4435,2147,48.4,1448,32.6,575,13.0,265,6.0,840,18.9
"New Haven School District","=""0930011""","M",4574,4513,98.7,4508,2383,52.9,1312,29.1,557,12.4,256,5.7,813,18.0
"New London School District","=""0950011""","F",704,695,98.7,694,334,48.1,224,32.3,96,13.8,40,5.8,136,19.6
"New London School District","=""0950011""","M",750,743,99.1,740,422,57.0,199,26.9,89,12.0,30,4.1,119,16.1
"New Milford School District","=""0960011""","F",909,842,92.6,842,184,21.9,267,31.7,239,28.4,152,18.1,391,46.4
"New Milford School District","=""0960011""","M",1068,993,93.0,993,239,24.1,288,29.0,275,27.7,191,19.2,466,46.9
"Newington School District","=""0940011""","F",932,927,99.5,927,175,18.9,284,30.6,277,29.9,191,20.6,468,50.5
"Newington School District","=""0940011""","M",968,965,99.7,965,195,20.2,278,28.8,278,28.8,214,22.2,492,51.0
"Newtown School District","=""0970011""","F",1017,1007,99.0,1007,87,8.6,235,23.3,303,30.1,382,37.9,685,68.0
"Newtown School District","=""0970011""","M",1065,1055,99.1,1055,78,7.4,203,19.2,328,31.1,446,42.3,774,73.4
"Norfolk School District","=""0980011""","F",29,29,100.0,29,"*","*","*","*",8,27.6,"*","*","*","*"
"Norfolk School District","=""0980011""","M",28,28,100.0,28,"*","*","*","*",11,39.3,"*","*","*","*"
"North Branford School District","=""0990011""","F",439,422,96.1,422,69,16.4,147,34.8,127,30.1,79,18.7,206,48.8
"North Branford School District","=""0990011""","M",438,420,95.9,420,97,23.1,134,31.9,109,26.0,80,19.0,189,45.0
"North Canaan School District","=""1000011""","F",74,74,100.0,74,13,17.6,24,32.4,25,33.8,12,16.2,37,50.0
"North Canaan School District","=""1000011""","M",83,81,97.6,81,18,22.2,24,29.6,28,34.6,11,13.6,39,48.1
"North Haven School District","=""1010011""","F",723,702,97.1,702,86,12.3,179,25.5,241,34.3,196,27.9,437,62.3
"North Haven School District","=""1010011""","M",758,738,97.4,738,95,12.9,215,29.1,180,24.4,248,33.6,428,58.0
"North Stonington School District","=""1020011""","F",161,158,98.1,158,17,10.8,34,21.5,45,28.5,62,39.2,107,67.7
"North Stonington School District","=""1020011""","M",179,179,100.0,179,12,6.7,41,22.9,49,27.4,77,43.0,126,70.4
"Norwalk School District","=""1030011""","F",2477,2456,99.2,2454,862,35.1,802,32.7,488,19.9,302,12.3,790,32.2
"Norwalk School District","=""1030011""","M",2602,2576,99.0,2573,920,35.8,740,28.8,538,20.9,375,14.6,913,35.5
"Norwich School District","=""1040011""","F",1074,1064,99.1,1062,473,44.5,374,35.2,152,14.3,63,5.9,215,20.2
"Norwich School District","=""1040011""","M",1128,1099,97.4,1099,527,48.0,332,30.2,163,14.8,77,7.0,240,21.8
"Odyssey Community School District","=""2630013""","F",99,99,100.0,99,34,34.3,27,27.3,28,28.3,10,10.1,38,38.4
"Odyssey Community School District","=""2630013""","M",117,116,99.1,116,35,30.2,39,33.6,28,24.1,14,12.1,42,36.2
"Old Saybrook School District","=""1060011""","F",300,295,98.3,295,39,13.2,106,35.9,91,30.8,59,20.0,150,50.8
"Old Saybrook School District","=""1060011""","M",317,313,98.7,313,44,14.1,88,28.1,86,27.5,95,30.4,181,57.8
"Orange School District","=""1070011""","F",357,353,98.9,353,25,7.1,92,26.1,138,39.1,98,27.8,236,66.9
"Orange School District","=""1070011""","M",377,366,97.1,366,30,8.2,76,20.8,130,35.5,130,35.5,260,71.0
"Oxford School District","=""1080011""","F",489,483,98.8,483,70,14.5,155,32.1,154,31.9,104,21.5,258,53.4
"Oxford School District","=""1080011""","M",474,464,97.9,464,88,19.0,131,28.2,141,30.4,104,22.4,245,52.8
"Park City Prep Charter School District","=""2830013""","F",177,177,100.0,177,65,36.7,64,36.2,33,18.6,15,8.5,48,27.1
"Park City Prep Charter School District","=""2830013""","M",171,169,98.8,169,84,49.7,57,33.7,16,9.5,12,7.1,28,16.6
"Plainfield School District","=""1090011""","F",498,497,99.8,497,96,19.3,187,37.6,147,29.6,67,13.5,214,43.1
"Plainfield School District","=""1090011""","M",530,520,98.1,520,125,24.0,179,34.4,141,27.1,75,14.4,216,41.5
"Plainville School District","=""1100011""","F",509,507,99.6,507,120,23.7,173,34.1,138,27.2,76,15.0,214,42.2
"Plainville School District","=""1100011""","M",535,535,100.0,535,123,23.0,177,33.1,140,26.2,95,17.8,235,43.9
"Plymouth School District","=""1110011""","F",320,318,99.4,318,65,20.4,111,34.9,91,28.6,51,16.0,142,44.7
"Plymouth School District","=""1110011""","M",344,339,98.5,339,85,25.1,100,29.5,86,25.4,68,20.1,154,45.4
