"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bethany School District","=""0080011""","N",215,207,96.3,207,23,11.1,45,21.7,68,32.9,71,34.3,139,67.1
"Bethany School District","=""0080011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","F",204,203,99.5,203,44,21.7,51,25.1,69,34.0,39,19.2,108,53.2
"Bethel School District","=""0090011""","N",1038,1030,99.2,1030,90,8.7,160,15.5,381,37.0,399,38.7,780,75.7
"Bethel School District","=""0090011""","R",87,87,100.0,87,15,17.2,14,16.1,38,43.7,20,23.0,58,66.7
"Bloomfield School District","=""0110011""","F",342,340,99.4,340,94,27.6,89,26.2,122,35.9,35,10.3,157,46.2
"Bloomfield School District","=""0110011""","N",354,353,99.7,353,81,22.9,90,25.5,122,34.6,60,17.0,182,51.6
"Bloomfield School District","=""0110011""","R",71,71,100.0,71,22,31.0,16,22.5,16,22.5,17,23.9,33,46.5
"Bolton School District","=""0120011""","F",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","N",296,287,97.0,287,26,9.1,28,9.8,102,35.5,131,45.6,233,81.2
"Bolton School District","=""0120011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","F",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","N",106,105,99.1,104,23,22.1,30,28.8,33,31.7,18,17.3,51,49.0
"Bozrah School District","=""0130011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","F",279,276,98.9,275,64,23.3,89,32.4,79,28.7,43,15.6,122,44.4
"Branford School District","=""0140011""","N",999,988,98.9,983,103,10.5,198,20.1,343,34.9,339,34.5,682,69.4
"Branford School District","=""0140011""","R",77,77,100.0,76,16,21.1,16,21.1,26,34.2,18,23.7,44,57.9
"Brass City Charter School District","=""2900013""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","F",388,387,99.7,387,118,30.5,103,26.6,99,25.6,67,17.3,166,42.9
"Bridgeport Achievement First District","=""2850013""","N",95,95,100.0,95,14,14.7,29,30.5,25,26.3,27,28.4,52,54.7
"Bridgeport Achievement First District","=""2850013""","R",58,58,100.0,58,9,15.5,20,34.5,15,25.9,14,24.1,29,50.0
"Bridgeport School District","=""0150011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","F",1480,1475,99.7,1475,518,35.1,396,26.8,409,27.7,152,10.3,561,38.0
"Bristol School District","=""0170011""","N",1851,1843,99.6,1843,245,13.3,379,20.6,686,37.2,533,28.9,1219,66.1
"Bristol School District","=""0170011""","R",218,217,99.5,217,41,18.9,60,27.6,82,37.8,34,15.7,116,53.5
"Brookfield School District","=""0180011""","F",68,66,97.1,66,"*","*","*","*",21,31.8,10,15.2,31,47.0
"Brookfield School District","=""0180011""","N",1174,1107,94.3,1107,112,10.1,222,20.1,387,35.0,386,34.9,773,69.8
"Brookfield School District","=""0180011""","R",25,22,88.0,22,"*","*","*","*",7,31.8,8,36.4,15,68.2
"Brooklyn School District","=""0190011""","F",136,133,97.8,133,32,24.1,37,27.8,43,32.3,21,15.8,64,48.1
"Brooklyn School District","=""0190011""","N",356,354,99.4,354,"*","*","*","*",138,39.0,139,39.3,277,78.2
"Brooklyn School District","=""0190011""","R",29,29,100.0,29,"*","*",9,31.0,10,34.5,"*","*","*","*"
"Canaan School District","=""0210011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","F",66,65,98.5,65,"*","*",18,27.7,18,27.7,"*","*","*","*"
"Canterbury School District","=""0220011""","N",222,218,98.2,218,32,14.7,62,28.4,77,35.3,47,21.6,124,56.9
"Canterbury School District","=""0220011""","R",20,20,100.0,20,"*","*",6,30.0,10,50.0,"*","*","*","*"
"Canton School District","=""0230011""","F",83,82,98.8,82,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","N",693,686,99.0,686,44,6.4,106,15.5,246,35.9,290,42.3,536,78.1
"Canton School District","=""0230011""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","F",55,55,100.0,55,24,43.6,18,32.7,13,23.6,0,0.0,"*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","F",1374,1359,98.9,1358,544,40.1,370,27.2,329,24.2,115,8.5,444,32.7
"Capitol Region Education Council","=""2410014""","N",1500,1461,97.4,1461,204,14.0,306,20.9,526,36.0,425,29.1,951,65.1
"Capitol Region Education Council","=""2410014""","R",245,245,100.0,245,77,31.4,44,18.0,94,38.4,30,12.2,124,50.6
"Chaplin School District","=""0240011""","F",31,31,100.0,31,"*","*","*","*",13,41.9,"*","*","*","*"
"Chaplin School District","=""0240011""","N",38,37,97.4,37,"*","*",8,21.6,"*","*",13,35.1,"*","*"
"Chaplin School District","=""0240011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","F",154,153,99.4,153,"*","*",47,30.7,49,32.0,"*","*","*","*"
"Cheshire School District","=""0250011""","N",1862,1845,99.1,1845,95,5.1,249,13.5,660,35.8,841,45.6,1501,81.4
"Cheshire School District","=""0250011""","R",37,37,100.0,37,"*","*","*","*",13,35.1,12,32.4,25,67.6
"Chester School District","=""0260011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","N",120,119,99.2,119,"*","*","*","*",44,37.0,55,46.2,99,83.2
"Chester School District","=""0260011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","F",155,152,98.1,150,39,26.0,45,30.0,46,30.7,20,13.3,66,44.0
"Clinton School District","=""0270011""","N",696,687,98.7,686,47,6.9,116,16.9,254,37.0,269,39.2,523,76.2
"Clinton School District","=""0270011""","R",49,49,100.0,49,12,24.5,16,32.7,13,26.5,8,16.3,21,42.9
"Colchester School District","=""0280011""","F",163,163,100.0,163,32,19.6,53,32.5,54,33.1,24,14.7,78,47.9
"Colchester School District","=""0280011""","N",921,915,99.3,915,63,6.9,140,15.3,361,39.5,351,38.4,712,77.8
"Colchester School District","=""0280011""","R",52,52,100.0,52,10,19.2,13,25.0,16,30.8,13,25.0,29,55.8
"Colebrook School District","=""0290011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",40,38,95.0,38,"*","*","*","*",11,28.9,16,42.1,27,71.1
"Colebrook School District","=""0290011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","F",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N",238,230,96.6,230,24,10.4,45,19.6,89,38.7,72,31.3,161,70.0
"Columbia School District","=""0300011""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","F",88,88,100.0,88,38,43.2,20,22.7,21,23.9,9,10.2,30,34.1
"Cooperative Educational Services","=""2430014""","N",213,207,97.2,207,51,24.6,47,22.7,58,28.0,51,24.6,109,52.7
"Cooperative Educational Services","=""2430014""","R",41,41,100.0,41,16,39.0,11,26.8,14,34.1,0,0.0,14,34.1
"Cornwall School District","=""0310011""","F",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N",50,48,96.0,48,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","F",121,118,97.5,118,24,20.3,21,17.8,50,42.4,23,19.5,73,61.9
"Coventry School District","=""0320011""","N",603,597,99.0,597,48,8.0,100,16.8,231,38.7,218,36.5,449,75.2
"Coventry School District","=""0320011""","R",29,29,100.0,29,6,20.7,8,27.6,8,27.6,7,24.1,15,51.7
"Cromwell School District","=""0330011""","F",145,145,100.0,145,46,31.7,47,32.4,36,24.8,16,11.0,52,35.9
"Cromwell School District","=""0330011""","N",733,730,99.6,730,78,10.7,137,18.8,274,37.5,241,33.0,515,70.5
"Cromwell School District","=""0330011""","R",45,45,100.0,45,7,15.6,14,31.1,16,35.6,8,17.8,24,53.3
"Danbury School District","=""0340011""","F",2254,2240,99.4,2239,701,31.3,731,32.6,614,27.4,193,8.6,807,36.0
"Danbury School District","=""0340011""","N",2214,2188,98.8,2186,434,19.9,491,22.5,738,33.8,523,23.9,1261,57.7
"Danbury School District","=""0340011""","R",610,608,99.7,608,129,21.2,181,29.8,202,33.2,96,15.8,298,49.0
"Darien School District","=""0350011""","F",41,40,97.6,40,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","N",2227,2201,98.8,2201,65,3.0,206,9.4,699,31.8,1231,55.9,1930,87.7
"Darien School District","=""0350011""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","F",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","N",161,160,99.4,160,22,13.8,33,20.6,47,29.4,58,36.3,105,65.6
"Deep River School District","=""0360011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","F",335,334,99.7,334,146,43.7,"*","*",83,24.9,"*","*","*","*"
"Derby School District","=""0370011""","N",300,299,99.7,299,79,26.4,77,25.8,94,31.4,49,16.4,143,47.8
"Derby School District","=""0370011""","R",45,45,100.0,45,"*","*",13,28.9,16,35.6,"*","*","*","*"
"East Granby School District","=""0400011""","F",57,56,98.2,56,17,30.4,18,32.1,13,23.2,8,14.3,21,37.5
"East Granby School District","=""0400011""","N",339,339,100.0,339,29,8.6,50,14.7,131,38.6,129,38.1,260,76.7
"East Haddam School District","=""0410011""","F",62,60,96.8,60,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",428,410,95.8,410,47,11.5,80,19.5,141,34.4,142,34.6,283,69.0
"East Haddam School District","=""0410011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","F",107,100,93.5,100,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","N",761,714,93.8,714,114,16.0,165,23.1,259,36.3,176,24.6,435,60.9
"East Hampton School District","=""0420011""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","F",1783,1774,99.5,1768,848,48.0,456,25.8,366,20.7,98,5.5,464,26.2
"East Hartford School District","=""0430011""","N",948,943,99.5,939,311,33.1,242,25.8,246,26.2,140,14.9,386,41.1
"East Hartford School District","=""0430011""","R",190,189,99.5,188,66,35.1,50,26.6,51,27.1,21,11.2,72,38.3
"East Haven School District","=""0440011""","F",533,529,99.2,529,181,34.2,136,25.7,145,27.4,67,12.7,212,40.1
"East Haven School District","=""0440011""","N",638,635,99.5,635,110,17.3,179,28.2,227,35.7,119,18.7,346,54.5
"East Haven School District","=""0440011""","R",148,147,99.3,147,38,25.9,49,33.3,35,23.8,25,17.0,60,40.8
"East Lyme School District","=""0450011""","F",166,164,98.8,164,36,22.0,40,24.4,58,35.4,30,18.3,88,53.7
"East Lyme School District","=""0450011""","N",988,962,97.4,962,70,7.3,146,15.2,326,33.9,420,43.7,746,77.5
"East Lyme School District","=""0450011""","R",44,43,97.7,43,10,23.3,12,27.9,12,27.9,9,20.9,21,48.8
"East Windsor School District","=""0470011""","F",186,183,98.4,182,56,30.8,64,35.2,53,29.1,9,4.9,62,34.1
"East Windsor School District","=""0470011""","N",248,247,99.6,247,40,16.2,61,24.7,101,40.9,45,18.2,146,59.1
"East Windsor School District","=""0470011""","R",32,30,93.8,30,8,26.7,6,20.0,9,30.0,7,23.3,16,53.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F",27,26,96.3,26,24,92.3,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",602,587,97.5,587,24,4.1,69,11.8,197,33.6,297,50.6,494,84.2
"Easton School District","=""0460011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F",115,114,99.1,114,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",1129,1121,99.3,1121,68,6.1,195,17.4,353,31.5,505,45.0,858,76.5
"Ellington School District","=""0480011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","F",268,268,100.0,268,63,23.5,61,22.8,90,33.6,54,20.1,144,53.7
"Elm City College Preparatory School District","=""2890013""","N",66,66,100.0,66,11,16.7,8,12.1,24,36.4,23,34.8,47,71.2
"Elm City College Preparatory School District","=""2890013""","R",42,42,100.0,42,7,16.7,9,21.4,17,40.5,9,21.4,26,61.9
"Enfield School District","=""0490011""","F",758,751,99.1,751,215,28.6,214,28.5,232,30.9,90,12.0,322,42.9
"Enfield School District","=""0490011""","N",1312,1306,99.5,1306,146,11.2,304,23.3,503,38.5,353,27.0,856,65.5
"Enfield School District","=""0490011""","R",163,163,100.0,163,26,16.0,62,38.0,47,28.8,28,17.2,75,46.0
"Essex School District","=""0500011""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","N",210,203,96.7,203,12,5.9,32,15.8,67,33.0,92,45.3,159,78.3
"Essex School District","=""0500011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","F",368,366,99.5,366,97,26.5,112,30.6,108,29.5,49,13.4,157,42.9
"Fairfield School District","=""0510011""","N",4282,4235,98.9,4233,305,7.2,662,15.6,1523,36.0,1743,41.2,3266,77.2
"Fairfield School District","=""0510011""","R",84,84,100.0,84,21,25.0,19,22.6,32,38.1,12,14.3,44,52.4
"Farmington School District","=""0520011""","F",188,188,100.0,188,"*","*",44,23.4,"*","*",32,17.0,"*","*"
"Farmington School District","=""0520011""","N",1691,1683,99.5,1683,86,5.1,225,13.4,559,33.2,813,48.3,1372,81.5
"Farmington School District","=""0520011""","R",24,24,100.0,24,"*","*",7,29.2,"*","*",8,33.3,"*","*"
"Franklin School District","=""0530011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N",92,90,97.8,90,11,12.2,18,20.0,37,41.1,24,26.7,61,67.8
"Franklin School District","=""0530011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","F",217,216,99.5,216,59,27.3,51,23.6,66,30.6,40,18.5,106,49.1
"Glastonbury School District","=""0540011""","N",2556,2547,99.6,2547,120,4.7,326,12.8,901,35.4,1200,47.1,2101,82.5
"Glastonbury School District","=""0540011""","R",54,54,100.0,54,18,33.3,11,20.4,17,31.5,8,14.8,25,46.3
"Granby School District","=""0560011""","F",69,69,100.0,69,"*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","N",752,743,98.8,743,45,6.1,102,13.7,262,35.3,334,45.0,596,80.2
"Granby School District","=""0560011""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","F",143,143,100.0,143,77,53.8,40,28.0,"*","*","*","*",26,18.2
"Great Oaks Charter School District","=""2940013""","N",38,38,100.0,38,18,47.4,"*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","R",29,29,100.0,29,"*","*",12,41.4,"*","*",0,0.0,"*","*"
"Greenwich School District","=""0570011""","F",450,450,100.0,450,117,26.0,125,27.8,140,31.1,68,15.1,208,46.2
"Greenwich School District","=""0570011""","N",3386,3372,99.6,3372,216,6.4,431,12.8,1070,31.7,1655,49.1,2725,80.8
"Greenwich School District","=""0570011""","R",134,134,100.0,134,28,20.9,35,26.1,42,31.3,29,21.6,71,53.0
"Griswold School District","=""0580011""","F",287,284,99.0,284,81,28.5,83,29.2,91,32.0,29,10.2,120,42.3
"Griswold School District","=""0580011""","N",487,483,99.2,483,50,10.4,97,20.1,188,38.9,148,30.6,336,69.6
"Griswold School District","=""0580011""","R",49,47,95.9,47,11,23.4,14,29.8,13,27.7,9,19.1,22,46.8
"Groton School District","=""0590011""","F",678,671,99.0,671,247,36.8,180,26.8,166,24.7,78,11.6,244,36.4
"Groton School District","=""0590011""","N",1060,1053,99.3,1053,130,12.3,217,20.6,386,36.7,320,30.4,706,67.0
"Groton School District","=""0590011""","R",214,214,100.0,214,54,25.2,59,27.6,63,29.4,38,17.8,101,47.2
"Guilford School District","=""0600011""","F",108,108,100.0,108,"*","*","*","*",37,34.3,25,23.1,62,57.4
"Guilford School District","=""0600011""","N",1485,1481,99.7,1479,74,5.0,165,11.2,508,34.3,732,49.5,1240,83.8
"Guilford School District","=""0600011""","R",37,37,100.0,37,"*","*","*","*",12,32.4,12,32.4,24,64.9
"Hamden School District","=""0620011""","F",866,857,99.0,857,366,42.7,233,27.2,194,22.6,64,7.5,258,30.1
"Hamden School District","=""0620011""","N",1376,1357,98.6,1357,224,16.5,262,19.3,447,32.9,424,31.2,871,64.2
"Hamden School District","=""0620011""","R",190,189,99.5,189,52,27.5,50,26.5,60,31.7,27,14.3,87,46.0
"Hampton School District","=""0630011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N",37,37,100.0,37,6,16.2,10,27.0,10,27.0,11,29.7,21,56.8
"Hampton School District","=""0630011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","F",7769,7678,98.8,7675,4186,54.5,1856,24.2,1258,16.4,375,4.9,1633,21.3
"Hartford School District","=""0640011""","N",1463,1451,99.2,1451,434,29.9,309,21.3,415,28.6,293,20.2,708,48.8
"Hartford School District","=""0640011""","R",144,141,97.9,141,48,34.0,42,29.8,41,29.1,10,7.1,51,36.2
"Hartland School District","=""0650011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N",111,111,100.0,111,10,9.0,19,17.1,48,43.2,34,30.6,82,73.9
"Hartland School District","=""0650011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","F",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","N",392,392,100.0,392,52,13.3,78,19.9,158,40.3,104,26.5,262,66.8
"Hebron School District","=""0670011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","F",106,106,100.0,106,"*","*",39,36.8,30,28.3,"*","*","*","*"
"Highville Charter School District","=""2860013""","N",89,89,100.0,89,41,46.1,23,25.8,14,15.7,11,12.4,25,28.1
"Highville Charter School District","=""2860013""","R",36,36,100.0,36,"*","*",11,30.6,13,36.1,"*","*","*","*"
"Integrated Day Charter School District","=""2640013""","F",48,48,100.0,48,"*","*",14,29.2,13,27.1,"*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",129,129,100.0,126,31,24.6,28,22.2,50,39.7,17,13.5,67,53.2
"Integrated Day Charter School District","=""2640013""","R",22,22,100.0,22,"*","*",7,31.8,8,36.4,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","F",151,150,99.3,150,66,44.0,51,34.0,"*","*","*","*",33,22.0
"Interdistrict School for Arts and Comm District","=""2650013""","N",78,77,98.7,77,"*","*",19,24.7,30,39.0,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","R",33,32,97.0,32,"*","*",16,50.0,8,25.0,"*","*","*","*"
"Jumoke Academy District","=""2610013""","F",222,222,100.0,222,89,40.1,62,27.9,"*","*","*","*",71,32.0
"Jumoke Academy District","=""2610013""","N",142,141,99.3,141,30,21.3,41,29.1,43,30.5,27,19.1,70,49.6
"Jumoke Academy District","=""2610013""","R",55,55,100.0,55,18,32.7,17,30.9,"*","*","*","*",20,36.4
"Kent School District","=""0680011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","N",137,130,94.9,130,"*","*","*","*",49,37.7,60,46.2,109,83.8
"Kent School District","=""0680011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","F",386,374,96.9,374,91,24.3,108,28.9,122,32.6,53,14.2,175,46.8
"Killingly School District","=""0690011""","N",532,517,97.2,517,60,11.6,111,21.5,213,41.2,133,25.7,346,66.9
"Killingly School District","=""0690011""","R",94,91,96.8,91,9,9.9,30,33.0,40,44.0,12,13.2,52,57.1
"Learn","=""2450014""","F",203,200,98.5,200,65,32.5,60,30.0,"*","*","*","*",75,37.5
"Learn","=""2450014""","N",189,187,98.9,187,26,13.9,37,19.8,61,32.6,63,33.7,124,66.3
"Learn","=""2450014""","R",26,26,100.0,26,8,30.8,"*","*",8,30.8,"*","*","*","*"
"Lebanon School District","=""0710011""","F",77,73,94.8,73,"*","*",23,31.5,"*","*",16,21.9,"*","*"
"Lebanon School District","=""0710011""","N",357,342,95.8,342,31,9.1,65,19.0,127,37.1,119,34.8,246,71.9
"Lebanon School District","=""0710011""","R",24,24,100.0,24,"*","*",8,33.3,"*","*",9,37.5,"*","*"
"Ledyard School District","=""0720011""","F",163,163,100.0,162,48,29.6,"*","*",57,35.2,"*","*","*","*"
"Ledyard School District","=""0720011""","N",798,792,99.2,792,133,16.8,167,21.1,273,34.5,219,27.7,492,62.1
"Ledyard School District","=""0720011""","R",49,49,100.0,49,"*","*",13,26.5,20,40.8,"*","*","*","*"
"Lisbon School District","=""0730011""","F",53,52,98.1,52,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N",189,187,98.9,187,20,10.7,44,23.5,71,38.0,52,27.8,123,65.8
"Lisbon School District","=""0730011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","F",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",375,370,98.7,370,25,6.8,48,13.0,128,34.6,169,45.7,297,80.3
"Litchfield School District","=""0740011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","F",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",1283,1163,90.6,1163,118,10.1,208,17.9,434,37.3,403,34.7,837,72.0
"Madison School District","=""0760011""","R",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","F",1415,1396,98.7,1395,687,49.2,317,22.7,291,20.9,100,7.2,391,28.0
"Manchester School District","=""0770011""","N",1082,1068,98.7,1068,224,21.0,237,22.2,340,31.8,267,25.0,607,56.8
"Manchester School District","=""0770011""","R",181,180,99.4,180,65,36.1,47,26.1,43,23.9,25,13.9,68,37.8
