"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Gender"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Barkhamsted School District","=""0050011""","M",113,107,94.7,106,21,19.8,20,18.9,36,34.0,29,27.4,65,61.3
"Berlin School District","=""0070011""","F",717,711,99.2,695,66,9.5,149,21.4,284,40.9,196,28.2,480,69.1
"Berlin School District","=""0070011""","M",890,884,99.3,864,161,18.6,221,25.6,322,37.3,160,18.5,482,55.8
"Bethany School District","=""0080011""","F",106,103,97.2,103,7,6.8,13,12.6,37,35.9,46,44.7,83,80.6
"Bethany School District","=""0080011""","M",134,131,97.8,130,22,16.9,33,25.4,36,27.7,39,30.0,75,57.7
"Bethel School District","=""0090011""","F",725,720,99.3,720,49,6.8,132,18.3,271,37.6,268,37.2,539,74.9
"Bethel School District","=""0090011""","M",801,787,98.3,786,114,14.5,187,23.8,295,37.5,190,24.2,485,61.7
"Bloomfield School District","=""0110011""","F",432,417,96.5,417,70,16.8,125,30.0,159,38.1,63,15.1,222,53.2
"Bloomfield School District","=""0110011""","M",475,461,97.1,461,120,26.0,143,31.0,144,31.2,54,11.7,198,43.0
"Bolton School District","=""0120011""","F",223,222,99.6,222,18,8.1,19,8.6,85,38.3,100,45.0,185,83.3
"Bolton School District","=""0120011""","M",226,221,97.8,220,28,12.7,48,21.8,81,36.8,63,28.6,144,65.5
"Bozrah School District","=""0130011""","F",72,72,100.0,72,12,16.7,20,27.8,25,34.7,15,20.8,40,55.6
"Bozrah School District","=""0130011""","M",57,57,100.0,57,20,35.1,13,22.8,17,29.8,7,12.3,24,42.1
"Branford School District","=""0140011""","F",798,778,97.5,778,90,11.6,161,20.7,291,37.4,236,30.3,527,67.7
"Branford School District","=""0140011""","M",814,793,97.4,793,188,23.7,203,25.6,265,33.4,137,17.3,402,50.7
"Bridgeport Achievement First District","=""2850013""","F",278,278,100.0,278,71,25.5,93,33.5,71,25.5,43,15.5,114,41.0
"Bridgeport Achievement First District","=""2850013""","M",286,286,100.0,286,125,43.7,71,24.8,60,21.0,30,10.5,90,31.5
"Bridgeport School District","=""0150011""","F",5092,4832,94.9,4813,1997,41.5,1428,29.7,1077,22.4,311,6.5,1388,28.8
"Bridgeport School District","=""0150011""","M",5369,5110,95.2,5092,2866,56.3,1260,24.7,775,15.2,191,3.8,966,19.0
"Bristol School District","=""0170011""","F",2036,2002,98.3,2000,306,15.3,517,25.9,748,37.4,429,21.5,1177,58.9
"Bristol School District","=""0170011""","M",2171,2137,98.4,2135,591,27.7,583,27.3,676,31.7,285,13.3,961,45.0
"Brookfield School District","=""0180011""","F",755,709,93.9,704,60,8.5,111,15.8,258,36.6,275,39.1,533,75.7
"Brookfield School District","=""0180011""","M",755,729,96.6,726,103,14.2,151,20.8,282,38.8,190,26.2,472,65.0
"Brooklyn School District","=""0190011""","F",275,272,98.9,272,21,7.7,44,16.2,104,38.2,103,37.9,207,76.1
"Brooklyn School District","=""0190011""","M",270,264,97.8,264,34,12.9,75,28.4,100,37.9,55,20.8,155,58.7
"Canaan School District","=""0210011""","F",27,26,96.3,26,"*","*","*","*",13,50.0,"*","*","*","*"
"Canaan School District","=""0210011""","M",26,26,100.0,26,"*","*","*","*",9,34.6,"*","*","*","*"
"Canterbury School District","=""0220011""","F",141,141,100.0,141,8,5.7,37,26.2,60,42.6,36,25.5,96,68.1
"Canterbury School District","=""0220011""","M",171,168,98.2,168,44,26.2,57,33.9,53,31.5,14,8.3,67,39.9
"Canton School District","=""0230011""","F",463,459,99.1,459,32,7.0,57,12.4,169,36.8,201,43.8,370,80.6
"Canton School District","=""0230011""","M",441,441,100.0,441,47,10.7,89,20.2,167,37.9,138,31.3,305,69.2
"Capitol Region Education Council","=""2410014""","F",1676,1590,94.9,1584,341,21.5,389,24.6,527,33.3,327,20.6,854,53.9
"Capitol Region Education Council","=""2410014""","M",1823,1758,96.4,1752,519,29.6,441,25.2,514,29.3,278,15.9,792,45.2
"Chaplin School District","=""0240011""","F",34,25,73.5,25,"*","*","*","*","*","*",12,48.0,"*","*"
"Chaplin School District","=""0240011""","M",41,33,80.5,33,"*","*","*","*","*","*",7,21.2,"*","*"
"Cheshire School District","=""0250011""","F",1280,1265,98.8,1265,44,3.5,155,12.3,476,37.6,590,46.6,1066,84.3
"Cheshire School District","=""0250011""","M",1243,1222,98.3,1221,128,10.5,211,17.3,458,37.5,424,34.7,882,72.2
"Chester School District","=""0260011""","F",83,83,100.0,83,"*","*","*","*",31,37.3,43,51.8,74,89.2
"Chester School District","=""0260011""","M",54,54,100.0,54,"*","*","*","*",18,33.3,24,44.4,42,77.8
"Clinton School District","=""0270011""","F",503,492,97.8,492,32,6.5,91,18.5,196,39.8,173,35.2,369,75.0
"Clinton School District","=""0270011""","M",554,540,97.5,540,79,14.6,130,24.1,198,36.7,133,24.6,331,61.3
"Colchester School District","=""0280011""","F",698,688,98.6,688,46,6.7,122,17.7,266,38.7,254,36.9,520,75.6
"Colchester School District","=""0280011""","M",725,718,99.0,717,94,13.1,166,23.2,250,34.9,207,28.9,457,63.7
"Colebrook School District","=""0290011""","F",26,25,96.2,25,"*","*","*","*",8,32.0,13,52.0,21,84.0
"Colebrook School District","=""0290011""","M",26,23,88.5,23,"*","*","*","*",7,30.4,10,43.5,17,73.9
"Columbia School District","=""0300011""","F",146,145,99.3,145,11,7.6,25,17.2,55,37.9,54,37.2,109,75.2
"Columbia School District","=""0300011""","M",150,143,95.3,143,24,16.8,41,28.7,52,36.4,26,18.2,78,54.5
"Common Ground High School District","=""2680013""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","F",985,959,97.4,959,161,16.8,332,34.6,364,38.0,102,10.6,466,48.6
"Connecticut Technical High School System","=""9000016""","M",1538,1476,96.0,1475,311,21.1,497,33.7,522,35.4,145,9.8,667,45.2
"Cooperative Educational Services","=""2430014""","F",147,145,98.6,145,30,20.7,36,24.8,46,31.7,33,22.8,79,54.5
"Cooperative Educational Services","=""2430014""","M",212,210,99.1,210,84,40.0,59,28.1,49,23.3,18,8.6,67,31.9
"Cornwall School District","=""0310011""","F",25,22,88.0,22,"*","*",7,31.8,9,40.9,"*","*","*","*"
"Cornwall School District","=""0310011""","M",40,39,97.5,39,"*","*",8,20.5,17,43.6,"*","*","*","*"
"Coventry School District","=""0320011""","F",453,436,96.2,435,33,7.6,67,15.4,185,42.5,150,34.5,335,77.0
"Coventry School District","=""0320011""","M",429,413,96.3,413,69,16.7,105,25.4,164,39.7,75,18.2,239,57.9
"Cromwell School District","=""0330011""","F",506,504,99.6,504,42,8.3,94,18.7,199,39.5,169,33.5,368,73.0
"Cromwell School District","=""0330011""","M",565,563,99.6,563,100,17.8,134,23.8,199,35.3,130,23.1,329,58.4
"Danbury School District","=""0340011""","F",2822,2363,83.7,2353,468,19.9,643,27.3,795,33.8,447,19.0,1242,52.8
"Danbury School District","=""0340011""","M",2785,2408,86.5,2395,702,29.3,671,28.0,701,29.3,321,13.4,1022,42.7
"Darien School District","=""0350011""","F",1254,1225,97.7,1220,27,2.2,94,7.7,399,32.7,700,57.4,1099,90.1
"Darien School District","=""0350011""","M",1369,1325,96.8,1316,81,6.2,173,13.1,497,37.8,565,42.9,1062,80.7
"Deep River School District","=""0360011""","F",106,106,100.0,105,"*","*","*","*",35,33.3,51,48.6,86,81.9
"Deep River School District","=""0360011""","M",93,93,100.0,93,"*","*",26,28.0,26,28.0,"*","*","*","*"
"Derby School District","=""0370011""","F",398,395,99.2,392,95,24.2,107,27.3,135,34.4,55,14.0,190,48.5
"Derby School District","=""0370011""","M",380,373,98.2,372,133,35.8,108,29.0,91,24.5,40,10.8,131,35.2
"East Granby School District","=""0400011""","F",222,222,100.0,222,7,3.2,36,16.2,88,39.6,91,41.0,179,80.6
"East Granby School District","=""0400011""","M",248,246,99.2,246,34,13.8,55,22.4,92,37.4,65,26.4,157,63.8
"East Haddam School District","=""0410011""","F",286,278,97.2,277,31,11.2,39,14.1,112,40.4,95,34.3,207,74.7
"East Haddam School District","=""0410011""","M",315,305,96.8,305,43,14.1,61,20.0,123,40.3,78,25.6,201,65.9
"East Hampton School District","=""0420011""","F",490,471,96.1,471,37,7.9,92,19.5,180,38.2,162,34.4,342,72.6
"East Hampton School District","=""0420011""","M",530,519,97.9,519,95,18.3,133,25.6,187,36.0,104,20.0,291,56.1
"East Hartford School District","=""0430011""","F",1660,1631,98.3,1630,508,31.2,448,27.5,500,30.7,174,10.7,674,41.3
"East Hartford School District","=""0430011""","M",1812,1758,97.0,1753,809,46.1,499,28.5,358,20.4,87,5.0,445,25.4
"East Haven School District","=""0440011""","F",780,771,98.8,770,153,19.9,203,26.4,283,36.8,131,17.0,414,53.8
"East Haven School District","=""0440011""","M",791,774,97.9,773,273,35.3,229,29.6,201,26.0,70,9.1,271,35.1
"East Lyme School District","=""0450011""","F",730,715,97.9,715,37,5.2,84,11.7,281,39.3,313,43.8,594,83.1
"East Lyme School District","=""0450011""","M",737,722,98.0,722,89,12.3,121,16.8,253,35.0,259,35.9,512,70.9
"East Windsor School District","=""0470011""","F",248,246,99.2,245,39,15.9,75,30.6,85,34.7,46,18.8,131,53.5
"East Windsor School District","=""0470011""","M",291,289,99.3,287,79,27.5,76,26.5,96,33.4,36,12.5,132,46.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F",58,47,81.0,46,22,47.8,"*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","M",58,51,87.9,49,41,83.7,"*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","F",40,40,100.0,40,"*","*","*","*",17,42.5,16,40.0,33,82.5
"Eastford School District","=""0390011""","M",44,44,100.0,44,"*","*","*","*",18,40.9,14,31.8,32,72.7
"Easton School District","=""0460011""","F",284,283,99.6,283,12,4.2,33,11.7,98,34.6,140,49.5,238,84.1
"Easton School District","=""0460011""","M",351,343,97.7,343,28,8.2,80,23.3,136,39.7,99,28.9,235,68.5
"Education Connection","=""2420014""","F",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","M",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F",733,714,97.4,706,71,10.1,87,12.3,250,35.4,298,42.2,548,77.6
"Ellington School District","=""0480011""","M",723,718,99.3,709,77,10.9,142,20.0,259,36.5,231,32.6,490,69.1
"Elm City College Preparatory School District","=""2890013""","F",208,208,100.0,208,32,15.4,54,26.0,83,39.9,39,18.8,122,58.7
"Elm City College Preparatory School District","=""2890013""","M",148,148,100.0,148,34,23.0,39,26.4,52,35.1,23,15.5,75,50.7
"Enfield School District","=""0490011""","F",1285,1272,99.0,1269,153,12.1,325,25.6,538,42.4,253,19.9,791,62.3
"Enfield School District","=""0490011""","M",1300,1278,98.3,1276,283,22.2,387,30.3,423,33.2,183,14.3,606,47.5
"Essex School District","=""0500011""","F",125,123,98.4,123,7,5.7,11,8.9,42,34.1,63,51.2,105,85.4
"Essex School District","=""0500011""","M",142,137,96.5,136,14,10.3,15,11.0,50,36.8,57,41.9,107,78.7
"Explorations District","=""2720013""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","M",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","F",2764,2708,98.0,2706,165,6.1,383,14.2,1069,39.5,1089,40.2,2158,79.7
"Fairfield School District","=""0510011""","M",2822,2764,97.9,2762,308,11.2,547,19.8,1046,37.9,861,31.2,1907,69.0
"Farmington School District","=""0520011""","F",1071,1049,97.9,1049,53,5.1,124,11.8,377,35.9,495,47.2,872,83.1
"Farmington School District","=""0520011""","M",1099,1070,97.4,1067,112,10.5,174,16.3,389,36.5,392,36.7,781,73.2
"Franklin School District","=""0530011""","F",51,51,100.0,51,"*","*","*","*",19,37.3,18,35.3,37,72.5
"Franklin School District","=""0530011""","M",60,58,96.7,58,"*","*","*","*",26,44.8,11,19.0,37,63.8
"Glastonbury School District","=""0540011""","F",1745,1730,99.1,1727,70,4.1,224,13.0,633,36.7,800,46.3,1433,83.0
"Glastonbury School District","=""0540011""","M",1695,1680,99.1,1680,156,9.3,311,18.5,622,37.0,591,35.2,1213,72.2
"Granby School District","=""0560011""","F",525,494,94.1,493,11,2.2,69,14.0,217,44.0,196,39.8,413,83.8
"Granby School District","=""0560011""","M",561,519,92.5,519,65,12.5,108,20.8,212,40.8,134,25.8,346,66.7
"Great Oaks Charter School District","=""2940013""","F",63,62,98.4,62,34,54.8,"*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","M",53,52,98.1,52,36,69.2,"*","*","*","*",0,0.0,"*","*"
"Greenwich School District","=""0570011""","F",2265,2231,98.5,2228,114,5.1,288,12.9,730,32.8,1096,49.2,1826,82.0
"Greenwich School District","=""0570011""","M",2340,2303,98.4,2303,245,10.6,359,15.6,789,34.3,910,39.5,1699,73.8
"Griswold School District","=""0580011""","F",462,457,98.9,457,44,9.6,95,20.8,194,42.5,124,27.1,318,69.6
"Griswold School District","=""0580011""","M",483,475,98.3,473,97,20.5,127,26.8,170,35.9,79,16.7,249,52.6
"Groton School District","=""0590011""","F",1105,1016,91.9,1015,171,16.8,228,22.5,378,37.2,238,23.4,616,60.7
"Groton School District","=""0590011""","M",1116,1030,92.3,1030,297,28.8,270,26.2,304,29.5,159,15.4,463,45.0
"Guilford School District","=""0600011""","F",887,886,99.9,886,46,5.2,101,11.4,327,36.9,412,46.5,739,83.4
"Guilford School District","=""0600011""","M",983,974,99.1,974,70,7.2,156,16.0,367,37.7,381,39.1,748,76.8
"Hamden School District","=""0620011""","F",1386,1319,95.2,1317,212,16.1,315,23.9,433,32.9,357,27.1,790,60.0
"Hamden School District","=""0620011""","M",1456,1375,94.4,1375,379,27.6,345,25.1,394,28.7,257,18.7,651,47.3
"Hampton School District","=""0630011""","F",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","M",32,30,93.8,30,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","F",5181,4800,92.6,4772,1962,41.1,1322,27.7,1085,22.7,403,8.4,1488,31.2
"Hartford School District","=""0640011""","M",5398,4977,92.2,4944,2589,52.4,1246,25.2,818,16.5,291,5.9,1109,22.4
"Hartland School District","=""0650011""","F",69,67,97.1,67,12,17.9,12,17.9,27,40.3,16,23.9,43,64.2
"Hartland School District","=""0650011""","M",68,68,100.0,68,13,19.1,25,36.8,24,35.3,6,8.8,30,44.1
"Hebron School District","=""0670011""","F",242,242,100.0,241,19,7.9,39,16.2,107,44.4,76,31.5,183,75.9
"Hebron School District","=""0670011""","M",251,250,99.6,250,54,21.6,62,24.8,82,32.8,52,20.8,134,53.6
"Highville Charter School District","=""2860013""","F",113,113,100.0,113,"*","*",46,40.7,40,35.4,"*","*","*","*"
"Highville Charter School District","=""2860013""","M",99,99,100.0,99,28,28.3,40,40.4,"*","*","*","*",31,31.3
"Integrated Day Charter School District","=""2640013""","F",95,94,98.9,94,14,14.9,24,25.5,36,38.3,20,21.3,56,59.6
"Integrated Day Charter School District","=""2640013""","M",103,103,100.0,101,20,19.8,32,31.7,28,27.7,21,20.8,49,48.5
"Interdistrict School for Arts and Comm District","=""2650013""","F",126,124,98.4,124,"*","*",49,39.5,38,30.6,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","M",127,127,100.0,127,53,41.7,"*","*",39,30.7,"*","*","*","*"
"Jumoke Academy District","=""2610013""","F",233,232,99.6,232,49,21.1,79,34.1,65,28.0,39,16.8,104,44.8
"Jumoke Academy District","=""2610013""","M",194,193,99.5,193,75,38.9,62,32.1,46,23.8,10,5.2,56,29.0
"Kent School District","=""0680011""","F",72,70,97.2,70,"*","*","*","*",28,40.0,34,48.6,62,88.6
"Kent School District","=""0680011""","M",92,92,100.0,92,"*","*","*","*",43,46.7,32,34.8,75,81.5
"Killingly School District","=""0690011""","F",604,595,98.5,593,89,15.0,138,23.3,259,43.7,107,18.0,366,61.7
"Killingly School District","=""0690011""","M",613,606,98.9,606,151,24.9,180,29.7,205,33.8,70,11.6,275,45.4
"Learn","=""2450014""","F",304,298,98.0,298,39,13.1,76,25.5,106,35.6,77,25.8,183,61.4
"Learn","=""2450014""","M",278,269,96.8,266,58,21.8,71,26.7,81,30.5,56,21.1,137,51.5
"Lebanon School District","=""0710011""","F",285,275,96.5,275,28,10.2,53,19.3,122,44.4,72,26.2,194,70.5
"Lebanon School District","=""0710011""","M",292,284,97.3,284,54,19.0,77,27.1,92,32.4,61,21.5,153,53.9
"Ledyard School District","=""0720011""","F",617,606,98.2,605,67,11.1,124,20.5,247,40.8,167,27.6,414,68.4
"Ledyard School District","=""0720011""","M",651,632,97.1,631,124,19.7,155,24.6,222,35.2,130,20.6,352,55.8
"Lisbon School District","=""0730011""","F",128,126,98.4,126,15,11.9,21,16.7,51,40.5,39,31.0,90,71.4
"Lisbon School District","=""0730011""","M",130,129,99.2,129,20,15.5,34,26.4,59,45.7,16,12.4,75,58.1
"Litchfield School District","=""0740011""","F",273,269,98.5,268,17,6.3,54,20.1,93,34.7,104,38.8,197,73.5
"Litchfield School District","=""0740011""","M",292,288,98.6,287,46,16.0,56,19.5,99,34.5,86,30.0,185,64.5
"Madison School District","=""0760011""","F",826,622,75.3,619,32,5.2,74,12.0,254,41.0,259,41.8,513,82.9
"Madison School District","=""0760011""","M",889,706,79.4,704,74,10.5,153,21.7,267,37.9,210,29.8,477,67.8
"Manchester School District","=""0770011""","F",1477,1357,91.9,1353,384,28.4,341,25.2,408,30.2,220,16.3,628,46.4
"Manchester School District","=""0770011""","M",1566,1448,92.5,1445,594,41.1,392,27.1,333,23.0,126,8.7,459,31.8
"Mansfield School District","=""0780011""","F",356,332,93.3,332,21,6.3,34,10.2,101,30.4,176,53.0,277,83.4
"Mansfield School District","=""0780011""","M",426,391,91.8,390,40,10.3,58,14.9,129,33.1,163,41.8,292,74.9
"Marlborough School District","=""0790011""","F",168,168,100.0,168,7,4.2,20,11.9,54,32.1,87,51.8,141,83.9
"Marlborough School District","=""0790011""","M",199,198,99.5,198,30,15.2,33,16.7,70,35.4,65,32.8,135,68.2
"Meriden School District","=""0800011""","F",1927,1860,96.5,1856,517,27.9,501,27.0,560,30.2,278,15.0,838,45.2
"Meriden School District","=""0800011""","M",1931,1860,96.3,1851,776,41.9,486,26.3,419,22.6,170,9.2,589,31.8
"Middletown School District","=""0830011""","F",1208,1195,98.9,1194,209,17.5,301,25.2,398,33.3,286,24.0,684,57.3
"Middletown School District","=""0830011""","M",1239,1220,98.5,1219,318,26.1,326,26.7,372,30.5,203,16.7,575,47.2
"Milford School District","=""0840011""","F",1581,1538,97.3,1534,141,9.2,329,21.4,603,39.3,461,30.1,1064,69.4
"Milford School District","=""0840011""","M",1731,1684,97.3,1682,313,18.6,418,24.9,603,35.9,348,20.7,951,56.5
"Monroe School District","=""0850011""","F",855,845,98.8,844,24,2.8,70,8.3,297,35.2,453,53.7,750,88.9
"Monroe School District","=""0850011""","M",882,870,98.6,868,57,6.6,113,13.0,333,38.4,365,42.1,698,80.4
"Montville School District","=""0860011""","F",628,619,98.6,619,74,12.0,149,24.1,234,37.8,162,26.2,396,64.0
"Montville School District","=""0860011""","M",611,604,98.9,604,145,24.0,149,24.7,195,32.3,115,19.0,310,51.3
"Naugatuck School District","=""0880011""","F",1043,1024,98.2,1023,207,20.2,233,22.8,378,37.0,205,20.0,583,57.0
"Naugatuck School District","=""0880011""","M",1219,1196,98.1,1195,361,30.2,343,28.7,337,28.2,154,12.9,491,41.1
"New Beginnings Inc., Family Academy District","=""2800013""","F",123,123,100.0,123,32,26.0,30,24.4,49,39.8,12,9.8,61,49.6
"New Beginnings Inc., Family Academy District","=""2800013""","M",119,119,100.0,119,42,35.3,38,31.9,32,26.9,7,5.9,39,32.8
"New Britain School District","=""0890011""","F",2252,2190,97.2,2185,980,44.9,576,26.4,445,20.4,184,8.4,629,28.8
"New Britain School District","=""0890011""","M",2558,2489,97.3,2478,1476,59.6,560,22.6,323,13.0,119,4.8,442,17.8
"New Canaan School District","=""0900011""","F",1097,1065,97.1,1064,24,2.3,109,10.2,359,33.7,572,53.8,931,87.5
"New Canaan School District","=""0900011""","M",1152,1131,98.2,1130,69,6.1,189,16.7,404,35.8,468,41.4,872,77.2
"New Fairfield School District","=""0910011""","F",660,570,86.4,568,52,9.2,106,18.7,246,43.3,164,28.9,410,72.2
"New Fairfield School District","=""0910011""","M",721,631,87.5,630,116,18.4,136,21.6,217,34.4,161,25.6,378,60.0
"New Hartford School District","=""0920011""","F",159,152,95.6,152,8,5.3,13,8.6,54,35.5,77,50.7,131,86.2
"New Hartford School District","=""0920011""","M",146,141,96.6,139,24,17.3,25,18.0,55,39.6,35,25.2,90,64.7
"New Haven School District","=""0930011""","F",5024,4685,93.3,4655,1686,36.2,1351,29.0,1178,25.3,440,9.5,1618,34.8
"New Haven School District","=""0930011""","M",5044,4733,93.8,4705,2353,50.0,1251,26.6,820,17.4,281,6.0,1101,23.4
"New London School District","=""0950011""","F",756,733,97.0,726,243,33.5,212,29.2,200,27.5,71,9.8,271,37.3
"New London School District","=""0950011""","M",845,818,96.8,810,361,44.6,252,31.1,152,18.8,45,5.6,197,24.3
"New Milford School District","=""0960011""","F",1077,984,91.4,979,153,15.6,232,23.7,351,35.9,243,24.8,594,60.7
"New Milford School District","=""0960011""","M",1224,1134,92.6,1130,289,25.6,322,28.5,346,30.6,173,15.3,519,45.9
"Newington School District","=""0940011""","F",1067,1051,98.5,1040,108,10.4,243,23.4,413,39.7,276,26.5,689,66.3
"Newington School District","=""0940011""","M",1136,1110,97.7,1110,198,17.8,286,25.8,399,35.9,227,20.5,626,56.4
"Newtown School District","=""0970011""","F",1265,1203,95.1,1201,60,5.0,189,15.7,492,41.0,460,38.3,952,79.3
"Newtown School District","=""0970011""","M",1332,1277,95.9,1275,112,8.8,262,20.5,539,42.3,362,28.4,901,70.7
"Norfolk School District","=""0980011""","F",31,31,100.0,31,"*","*","*","*",8,25.8,13,41.9,21,67.7
"Norfolk School District","=""0980011""","M",32,32,100.0,32,7,21.9,"*","*",10,31.3,"*","*","*","*"
"North Branford School District","=""0990011""","F",543,531,97.8,531,67,12.6,142,26.7,176,33.1,146,27.5,322,60.6
"North Branford School District","=""0990011""","M",534,508,95.1,508,154,30.3,130,25.6,137,27.0,87,17.1,224,44.1
"North Canaan School District","=""1000011""","F",80,78,97.5,78,12,15.4,16,20.5,33,42.3,17,21.8,50,64.1
"North Canaan School District","=""1000011""","M",81,76,93.8,76,20,26.3,21,27.6,24,31.6,11,14.5,35,46.1
"North Haven School District","=""1010011""","F",837,667,79.7,656,89,13.6,172,26.2,227,34.6,168,25.6,395,60.2
"North Haven School District","=""1010011""","M",907,770,84.9,761,199,26.1,195,25.6,223,29.3,144,18.9,367,48.2
"North Stonington School District","=""1020011""","F",174,170,97.7,170,8,4.7,35,20.6,61,35.9,66,38.8,127,74.7
"North Stonington School District","=""1020011""","M",207,204,98.6,204,30,14.7,46,22.5,77,37.7,51,25.0,128,62.7
"Norwalk School District","=""1030011""","F",2809,2725,97.0,2718,548,20.2,722,26.6,914,33.6,534,19.6,1448,53.3
"Norwalk School District","=""1030011""","M",2928,2831,96.7,2825,840,29.7,790,28.0,768,27.2,427,15.1,1195,42.3
"Norwich Free Academy District","=""9010022""","F",283,251,88.7,244,57,23.4,68,27.9,71,29.1,48,19.7,119,48.8
"Norwich Free Academy District","=""9010022""","M",264,243,92.0,235,82,34.9,60,25.5,56,23.8,37,15.7,93,39.6
"Norwich School District","=""1040011""","F",1086,1066,98.2,1062,370,34.8,319,30.0,272,25.6,101,9.5,373,35.1
"Norwich School District","=""1040011""","M",1168,1132,96.9,1129,545,48.3,309,27.4,210,18.6,65,5.8,275,24.4
"Odyssey Community School District","=""2630013""","F",99,96,97.0,96,9,9.4,27,28.1,40,41.7,20,20.8,60,62.5
"Odyssey Community School District","=""2630013""","M",115,114,99.1,114,21,18.4,31,27.2,44,38.6,18,15.8,62,54.4
"Old Saybrook School District","=""1060011""","F",379,372,98.2,369,20,5.4,79,21.4,156,42.3,114,30.9,270,73.2
"Old Saybrook School District","=""1060011""","M",373,358,96.0,355,34,9.6,77,21.7,147,41.4,97,27.3,244,68.7
"Orange School District","=""1070011""","F",367,362,98.6,362,17,4.7,32,8.8,116,32.0,197,54.4,313,86.5
"Orange School District","=""1070011""","M",343,333,97.1,330,25,7.6,67,20.3,118,35.8,120,36.4,238,72.1
"Oxford School District","=""1080011""","F",568,557,98.1,557,33,5.9,94,16.9,237,42.5,193,34.6,430,77.2
"Oxford School District","=""1080011""","M",558,549,98.4,549,59,10.7,131,23.9,202,36.8,157,28.6,359,65.4
"Park City Prep Charter School District","=""2830013""","F",173,170,98.3,170,53,31.2,"*","*",61,35.9,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","M",173,171,98.8,171,84,49.1,58,33.9,"*","*","*","*",29,17.0
"Path Academy District","=""2930013""","F",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","M",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
