"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, Special Education Stat"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Deep River School District","=""0360011""","N",169,168,99.4,168,8,4.8,61,36.3,"*","*","*","*","*","*"
"Deep River School District","=""0360011""","Y",31,31,100.0,31,14,45.2,13,41.9,"*","*","*","*","*","*"
"Derby School District","=""0370011""","N",579,576,99.5,576,226,39.2,204,35.4,"*","*","*","*","*","*"
"Derby School District","=""0370011""","Y",100,97,97.0,97,77,79.4,15,15.5,"*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",346,346,100.0,346,"*","*",69,19.9,112,32.4,"*","*","*","*"
"East Granby School District","=""0400011""","Y",50,49,98.0,49,23,46.9,16,32.7,"*","*","*","*",10,20.4
"East Haddam School District","=""0410011""","N",434,418,96.3,418,78,18.7,113,27.0,"*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Y",64,59,92.2,59,34,57.6,20,33.9,"*","*","*","*","*","*"
"East Hampton School District","=""0420011""","N",805,756,93.9,756,128,16.9,267,35.3,"*","*","*","*",361,47.8
"East Hampton School District","=""0420011""","Y",80,74,92.5,74,47,63.5,21,28.4,"*","*","*","*",6,8.1
"East Hartford School District","=""0430011""","N",2431,2412,99.2,2409,1144,47.5,785,32.6,"*","*","*","*",480,19.9
"East Hartford School District","=""0430011""","Y",481,471,97.9,464,426,91.8,31,6.7,"*","*","*","*",7,1.5
"East Haven School District","=""0440011""","N",1165,1153,99.0,1152,340,29.5,417,36.2,"*","*","*","*",395,34.3
"East Haven School District","=""0440011""","Y",154,154,100.0,154,129,83.8,18,11.7,"*","*","*","*",7,4.5
"East Lyme School District","=""0450011""","N",1046,1026,98.1,1026,65,6.3,237,23.1,300,29.2,424,41.3,724,70.6
"East Lyme School District","=""0450011""","Y",151,140,92.7,139,68,48.9,38,27.3,26,18.7,7,5.0,33,23.7
"East Windsor School District","=""0470011""","N",396,391,98.7,391,108,27.6,142,36.3,"*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Y",70,68,97.1,68,51,75.0,14,20.6,"*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",45,41,91.1,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","N",65,65,100.0,65,"*","*",21,32.3,"*","*",20,30.8,"*","*"
"Eastford School District","=""0390011""","Y",21,21,100.0,21,"*","*",8,38.1,"*","*",0,0.0,"*","*"
"Easton School District","=""0460011""","N",567,550,97.0,550,14,2.5,85,15.5,172,31.3,279,50.7,451,82.0
"Easton School District","=""0460011""","Y",65,59,90.8,59,25,42.4,19,32.2,9,15.3,6,10.2,15,25.4
"Education Connection","=""2420014""","Y",7,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",1120,1113,99.4,1113,66,5.9,255,22.9,407,36.6,385,34.6,792,71.2
"Ellington School District","=""0480011""","Y",143,141,98.6,141,68,48.2,54,38.3,13,9.2,6,4.3,19,13.5
"Elm City College Preparatory School District","=""2890013""","N",344,344,100.0,344,70,20.3,"*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Y",32,32,100.0,32,25,78.1,"*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","N",1943,1936,99.6,1936,"*","*",749,38.7,601,31.0,"*","*","*","*"
"Enfield School District","=""0490011""","Y",287,279,97.2,279,191,68.5,68,24.4,"*","*","*","*",20,7.2
"Essex School District","=""0500011""","N",198,194,98.0,194,7,3.6,42,21.6,75,38.7,70,36.1,145,74.7
"Essex School District","=""0500011""","Y",32,29,90.6,29,13,44.8,9,31.0,7,24.1,0,0.0,7,24.1
"Fairfield School District","=""0510011""","N",4261,4212,98.9,4212,247,5.9,1022,24.3,1454,34.5,1489,35.4,2943,69.9
"Fairfield School District","=""0510011""","Y",470,459,97.7,459,242,52.7,122,26.6,58,12.6,37,8.1,95,20.7
"Farmington School District","=""0520011""","N",1687,1682,99.7,1682,55,3.3,303,18.0,501,29.8,823,48.9,1324,78.7
"Farmington School District","=""0520011""","Y",216,212,98.1,212,97,45.8,65,30.7,34,16.0,16,7.5,50,23.6
"Franklin School District","=""0530011""","N",98,96,98.0,96,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","N",2542,2535,99.7,2535,80,3.2,409,16.1,783,30.9,1263,49.8,2046,80.7
"Glastonbury School District","=""0540011""","Y",286,282,98.6,282,150,53.2,76,27.0,37,13.1,19,6.7,56,19.9
"Granby School District","=""0560011""","N",742,734,98.9,734,40,5.4,187,25.5,230,31.3,277,37.7,507,69.1
"Granby School District","=""0560011""","Y",98,97,99.0,97,41,42.3,30,30.9,16,16.5,10,10.3,26,26.8
"Great Oaks Charter School District","=""2940013""","N",180,180,100.0,180,108,60.0,"*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Y",30,27,90.0,27,25,92.6,"*","*","*","*",0,0.0,"*","*"
"Greenwich School District","=""0570011""","N",3534,3522,99.7,3522,282,8.0,702,19.9,942,26.7,1596,45.3,2538,72.1
"Greenwich School District","=""0570011""","Y",436,432,99.1,432,223,51.6,126,29.2,52,12.0,31,7.2,83,19.2
"Griswold School District","=""0580011""","N",717,711,99.2,711,101,14.2,225,31.6,"*","*","*","*",385,54.1
"Griswold School District","=""0580011""","Y",106,104,98.1,104,77,74.0,20,19.2,"*","*","*","*",7,6.7
"Groton School District","=""0590011""","N",1677,1672,99.7,1672,296,17.7,532,31.8,498,29.8,346,20.7,844,50.5
"Groton School District","=""0590011""","Y",276,267,96.7,266,183,68.8,57,21.4,19,7.1,7,2.6,26,9.8
"Guilford School District","=""0600011""","N",1448,1444,99.7,1441,58,4.0,278,19.3,443,30.7,662,45.9,1105,76.7
"Guilford School District","=""0600011""","Y",182,182,100.0,182,83,45.6,59,32.4,27,14.8,13,7.1,40,22.0
"Hamden School District","=""0620011""","N",2017,1990,98.7,1990,477,24.0,643,32.3,514,25.8,356,17.9,870,43.7
"Hamden School District","=""0620011""","Y",415,401,96.6,401,302,75.3,59,14.7,27,6.7,13,3.2,40,10.0
"Hampton School District","=""0630011""","N",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","N",7726,7609,98.5,7607,3906,51.3,2267,29.8,946,12.4,488,6.4,1434,18.9
"Hartford School District","=""0640011""","Y",1643,1573,95.7,1570,1425,90.8,115,7.3,20,1.3,10,0.6,30,1.9
"Hartland School District","=""0650011""","N",105,105,100.0,105,10,9.5,"*","*",34,32.4,"*","*","*","*"
"Hartland School District","=""0650011""","Y",21,20,95.2,20,12,60.0,"*","*",0,0.0,"*","*","*","*"
"Hebron School District","=""0670011""","N",382,382,100.0,382,"*","*",110,28.8,171,44.8,"*","*","*","*"
"Hebron School District","=""0670011""","Y",55,55,100.0,55,33,60.0,14,25.5,"*","*","*","*",8,14.5
"Highville Charter School District","=""2860013""","N",213,213,100.0,213,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",183,178,97.3,177,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","N",217,215,99.1,215,119,55.3,"*","*","*","*",9,4.2,"*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Y",45,43,95.6,43,38,88.4,"*","*","*","*",0,0.0,"*","*"
"Jumoke Academy District","=""2610013""","N",384,384,100.0,384,165,43.0,"*","*","*","*",22,5.7,"*","*"
"Jumoke Academy District","=""2610013""","Y",35,35,100.0,35,28,80.0,"*","*","*","*",0,0.0,"*","*"
"Kent School District","=""0680011""","N",142,135,95.1,135,"*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",859,850,99.0,850,184,21.6,326,38.4,"*","*","*","*",340,40.0
"Killingly School District","=""0690011""","Y",153,131,85.6,131,96,73.3,29,22.1,"*","*","*","*",6,4.6
"Learn","=""2450014""","N",344,341,99.1,341,100,29.3,125,36.7,"*","*","*","*","*","*"
"Learn","=""2450014""","Y",74,72,97.3,72,58,80.6,9,12.5,"*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",387,372,96.1,372,"*","*",96,25.8,145,39.0,"*","*","*","*"
"Lebanon School District","=""0710011""","Y",71,67,94.4,67,35,52.2,24,35.8,"*","*","*","*",8,11.9
"Ledyard School District","=""0720011""","N",868,867,99.9,865,103,11.9,309,35.7,265,30.6,188,21.7,453,52.4
"Ledyard School District","=""0720011""","Y",142,137,96.5,137,81,59.1,36,26.3,13,9.5,7,5.1,20,14.6
"Lisbon School District","=""0730011""","N",230,227,98.7,227,42,18.5,"*","*",72,31.7,"*","*","*","*"
"Lisbon School District","=""0730011""","Y",22,22,100.0,22,17,77.3,"*","*",0,0.0,"*","*","*","*"
"Litchfield School District","=""0740011""","N",373,368,98.7,368,14,3.8,74,20.1,114,31.0,166,45.1,280,76.1
"Litchfield School District","=""0740011""","Y",64,64,100.0,64,26,40.6,24,37.5,7,10.9,7,10.9,14,21.9
"Madison School District","=""0760011""","N",1157,1053,91.0,1053,65,6.2,253,24.0,378,35.9,357,33.9,735,69.8
"Madison School District","=""0760011""","Y",176,151,85.8,151,71,47.0,52,34.4,19,12.6,9,6.0,28,18.5
"Manchester School District","=""0770011""","N",2337,2315,99.1,2315,793,34.3,746,32.2,"*","*","*","*",776,33.5
"Manchester School District","=""0770011""","Y",341,326,95.6,325,296,91.1,22,6.8,"*","*","*","*",7,2.2
"Mansfield School District","=""0780011""","N",721,675,93.6,675,27,4.0,132,19.6,204,30.2,312,46.2,516,76.4
"Mansfield School District","=""0780011""","Y",95,86,90.5,86,41,47.7,24,27.9,15,17.4,6,7.0,21,24.4
"Marlborough School District","=""0790011""","N",314,312,99.4,312,"*","*","*","*",100,32.1,145,46.5,245,78.5
"Marlborough School District","=""0790011""","Y",27,27,100.0,27,15,55.6,"*","*","*","*",0,0.0,"*","*"
"Meriden School District","=""0800011""","N",2843,2807,98.7,2807,1005,35.8,966,34.4,"*","*","*","*",836,29.8
"Meriden School District","=""0800011""","Y",567,547,96.5,546,460,84.2,63,11.5,"*","*","*","*",23,4.2
"Middletown School District","=""0830011""","N",1845,1841,99.8,1841,481,26.1,564,30.6,"*","*","*","*",796,43.2
"Middletown School District","=""0830011""","Y",246,243,98.8,242,204,84.3,30,12.4,"*","*","*","*",8,3.3
"Milford School District","=""0840011""","N",2447,2395,97.9,2395,305,12.7,733,30.6,758,31.6,599,25.0,1357,56.7
"Milford School District","=""0840011""","Y",304,294,96.7,294,190,64.6,74,25.2,23,7.8,7,2.4,30,10.2
"Monroe School District","=""0850011""","N",1281,1270,99.1,1270,69,5.4,279,22.0,446,35.1,476,37.5,922,72.6
"Monroe School District","=""0850011""","Y",168,166,98.8,166,88,53.0,41,24.7,23,13.9,14,8.4,37,22.3
"Montville School District","=""0860011""","N",898,896,99.8,896,"*","*",306,34.2,282,31.5,"*","*","*","*"
"Montville School District","=""0860011""","Y",149,147,98.7,147,95,64.6,34,23.1,"*","*","*","*",18,12.2
"Naugatuck School District","=""0880011""","N",1656,1649,99.6,1649,445,27.0,593,36.0,"*","*","*","*",611,37.1
"Naugatuck School District","=""0880011""","Y",302,302,100.0,302,234,77.5,52,17.2,"*","*","*","*",16,5.3
"New Beginnings Inc., Family Academy District","=""2800013""","N",216,216,100.0,216,90,41.7,"*","*",37,17.1,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Y",21,21,100.0,21,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","N",3649,3628,99.4,3627,2081,57.4,1011,27.9,"*","*","*","*",535,14.8
"New Britain School District","=""0890011""","Y",685,676,98.7,675,624,92.4,43,6.4,"*","*","*","*",8,1.2
"New Canaan School District","=""0900011""","N",1828,1819,99.5,1819,21,1.2,260,14.3,528,29.0,1010,55.5,1538,84.6
"New Canaan School District","=""0900011""","Y",205,198,96.6,198,66,33.3,75,37.9,32,16.2,25,12.6,57,28.8
"New Fairfield School District","=""0910011""","N",980,899,91.7,899,"*","*",238,26.5,294,32.7,"*","*","*","*"
"New Fairfield School District","=""0910011""","Y",91,73,80.2,72,39,54.2,19,26.4,"*","*","*","*",14,19.4
"New Hartford School District","=""0920011""","N",260,254,97.7,254,"*","*",78,30.7,"*","*",51,20.1,"*","*"
"New Hartford School District","=""0920011""","Y",35,29,82.9,29,17,58.6,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","N",7860,7796,99.2,7783,3516,45.2,2639,33.9,"*","*","*","*",1628,20.9
"New Haven School District","=""0930011""","Y",1209,1161,96.0,1160,1014,87.4,121,10.4,"*","*","*","*",25,2.2
"New London School District","=""0950011""","N",1223,1214,99.3,1211,566,46.7,399,32.9,"*","*","*","*",246,20.3
"New London School District","=""0950011""","Y",231,224,97.0,223,190,85.2,24,10.8,"*","*","*","*",9,4.0
"New Milford School District","=""0960011""","N",1721,1606,93.3,1606,"*","*",509,31.7,497,30.9,"*","*","*","*"
"New Milford School District","=""0960011""","Y",256,229,89.5,229,161,70.3,46,20.1,"*","*","*","*",22,9.6
"Newington School District","=""0940011""","N",1703,1696,99.6,1696,"*","*",515,30.4,539,31.8,"*","*","*","*"
"Newington School District","=""0940011""","Y",197,196,99.5,196,128,65.3,47,24.0,"*","*","*","*",21,10.7
"Newtown School District","=""0970011""","N",1874,1864,99.5,1864,81,4.3,382,20.5,595,31.9,806,43.2,1401,75.2
"Newtown School District","=""0970011""","Y",208,198,95.2,198,84,42.4,56,28.3,36,18.2,22,11.1,58,29.3
"Norfolk School District","=""0980011""","N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","N",758,726,95.8,726,99,13.6,242,33.3,226,31.1,159,21.9,385,53.0
"North Branford School District","=""0990011""","Y",119,116,97.5,116,67,57.8,39,33.6,10,8.6,0,0.0,10,8.6
"North Canaan School District","=""1000011""","N",137,136,99.3,136,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N",1317,1282,97.3,1282,93,7.3,348,27.1,405,31.6,436,34.0,841,65.6
"North Haven School District","=""1010011""","Y",164,158,96.3,158,88,55.7,46,29.1,16,10.1,8,5.1,24,15.2
"North Stonington School District","=""1020011""","N",320,317,99.1,317,"*","*",67,21.1,"*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Y",20,20,100.0,20,"*","*",8,40.0,"*","*","*","*","*","*"
"Norwalk School District","=""1030011""","N",4440,4410,99.3,4405,1306,29.6,1431,32.5,1002,22.7,666,15.1,1668,37.9
"Norwalk School District","=""1030011""","Y",639,622,97.3,622,476,76.5,111,17.8,24,3.9,11,1.8,35,5.6
"Norwich School District","=""1040011""","N",1849,1840,99.5,1838,725,39.4,673,36.6,306,16.6,134,7.3,440,23.9
"Norwich School District","=""1040011""","Y",353,323,91.5,323,275,85.1,33,10.2,9,2.8,6,1.9,15,4.6
"Odyssey Community School District","=""2630013""","N",197,196,99.5,196,"*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N",539,532,98.7,532,"*","*",171,32.1,168,31.6,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Y",78,76,97.4,76,41,53.9,23,30.3,"*","*","*","*",12,15.8
"Orange School District","=""1070011""","N",679,672,99.0,672,33,4.9,149,22.2,262,39.0,228,33.9,490,72.9
"Orange School District","=""1070011""","Y",55,47,85.5,47,22,46.8,19,40.4,6,12.8,0,0.0,6,12.8
"Oxford School District","=""1080011""","N",841,829,98.6,829,"*","*",260,31.4,278,33.5,"*","*","*","*"
"Oxford School District","=""1080011""","Y",122,118,96.7,118,71,60.2,26,22.0,"*","*","*","*",21,17.8
"Park City Prep Charter School District","=""2830013""","N",323,322,99.7,322,128,39.8,"*","*",49,15.2,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Y",25,24,96.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Plainfield School District","=""1090011""","N",887,885,99.8,885,"*","*",331,37.4,276,31.2,"*","*","*","*"
"Plainfield School District","=""1090011""","Y",141,132,93.6,132,82,62.1,35,26.5,"*","*","*","*",15,11.4
"Plainville School District","=""1100011""","N",906,904,99.8,904,"*","*",318,35.2,269,29.8,"*","*","*","*"
"Plainville School District","=""1100011""","Y",138,138,100.0,138,92,66.7,32,23.2,"*","*","*","*",14,10.1
"Plymouth School District","=""1110011""","N",575,570,99.1,570,96,16.8,187,32.8,"*","*","*","*",287,50.4
"Plymouth School District","=""1110011""","Y",89,87,97.8,87,54,62.1,24,27.6,"*","*","*","*",9,10.3
"Pomfret School District","=""1120011""","N",242,242,100.0,240,13,5.4,62,25.8,"*","*","*","*",165,68.8
"Pomfret School District","=""1120011""","Y",36,36,100.0,35,15,42.9,14,40.0,"*","*","*","*",6,17.1
"Portland School District","=""1130011""","N",582,571,98.1,571,"*","*",140,24.5,193,33.8,"*","*","*","*"
"Portland School District","=""1130011""","Y",62,58,93.5,58,35,60.3,16,27.6,"*","*","*","*",7,12.1
"Preston School District","=""1140011""","N",231,221,95.7,221,"*","*",68,30.8,72,32.6,"*","*","*","*"
"Preston School District","=""1140011""","Y",50,47,94.0,47,21,44.7,18,38.3,"*","*","*","*",8,17.0
"Putnam School District","=""1160011""","N",456,450,98.7,449,115,25.6,149,33.2,"*","*","*","*","*","*"
"Putnam School District","=""1160011""","Y",80,71,88.8,71,56,78.9,"*","*","*","*",0,0.0,"*","*"
"Redding School District","=""1170011""","N",577,573,99.3,573,27,4.7,92,16.1,180,31.4,274,47.8,454,79.2
"Redding School District","=""1170011""","Y",85,81,95.3,81,24,29.6,27,33.3,21,25.9,9,11.1,30,37.0
